Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
DECOY_sp|P76142|LSRB_ECOLI Autoinducer 2-binding protein LsrB OS=Escherichia coli (strain K12) GN=lsrB PE=1 SV=1	DECOY_sp|P76142|LSRB_ECOLI Autoinducer 2-binding protein LsrB OS=Escherichia coli (strain K12) GN=lsrB PE=1 SV=1				564326	571252	551228	613486	696958	520246
DECOY_sp|P77366|PGMB_ECOLI Beta-phosphoglucomutase OS=Escherichia coli (strain K12) GN=ycjU PE=1 SV=1	DECOY_sp|P77366|PGMB_ECOLI Beta-phosphoglucomutase OS=Escherichia coli (strain K12) GN=ycjU PE=1 SV=1				3.11309e+06	2.55834e+06	3.25153e+06	2.46786e+06	2.62458e+06	
DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1	DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1				2.88614e+06	2.95652e+06	3.04439e+06	3.07743e+06	2.88656e+06	3.45442e+06
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				2.94781e+06	6.79575e+06	2.86321e+06	6.60312e+06	6.7074e+06	2.79059e+06
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				5.19427e+06	1.26499e+07	5.22711e+06	1.21166e+07	1.25238e+07	4.68565e+06
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				4.27128e+06	9.96075e+06	4.21279e+06	9.04074e+06	9.86146e+06	4.22412e+06
P00350	P00350		gnd		4.15046e+07	4.04535e+07	4.13851e+07	4.12295e+07	4.18982e+07	4.14763e+07
P00363	P00363		frdA		4.96161e+07	5.05526e+07	4.93357e+07	4.82747e+07	5.07197e+07	4.72547e+07
P00370	P00370		gdhA		2.05044e+06	2.05895e+06	2.02146e+06	2.04809e+06	2.02393e+06	1.97375e+06
P00393	P00393		ndh		6.57991e+06	6.29056e+06	6.58996e+06	6.3943e+06	6.45515e+06	6.36142e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				2.48885e+06	5.06453e+06	2.51683e+06	5.01385e+06	5.22781e+06	2.26114e+06
P00448	P00448		sodA		3.94418e+06	3.99072e+06	3.97579e+06	3.84155e+06	3.90944e+06	3.96012e+06
P00452	P00452		nrdA		7.27e+06	7.27645e+06	7.31361e+06	7.0551e+06	7.24612e+06	7.2171e+06
P00490	P00490		malP		4.79894e+06	4.69317e+06	4.82518e+06	4.64534e+06	4.6139e+06	4.53289e+06
P00509	P00509		aspC		1.94786e+07	1.91152e+07	1.95848e+07	1.84927e+07	1.89931e+07	1.88884e+07
P00550	P00550		mtlA		919187	895167	1.00707e+06	998585	1.02075e+06	537429
P00561	P00561		thrA		2.28065e+06	2.27899e+06	2.25906e+06	2.27119e+06	2.20911e+06	2.29785e+06
P00562	P00562		metL		2.99874e+06	3.05465e+06	3.12651e+06	3.09338e+06	2.98412e+06	3.16654e+06
P00579	P00579		rpoD		8.72609e+06	8.92029e+06	8.79471e+06	8.54772e+06	8.85044e+06	7.86727e+06
P00582	P00582		polA		3.68706e+06	3.60138e+06	3.63275e+06	3.62947e+06	3.68877e+06	3.46281e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1.90709e+06	3.53715e+06	1.93369e+06	3.91998e+06	3.97248e+06	1.5379e+06
P00803	P00803		lepB		4.55101e+06	4.50659e+06	4.45644e+06	4.31113e+06	4.7102e+06	4.63011e+06
P00805	P00805		ansB		2.0298e+07	2.07078e+07	2.00018e+07	2.02121e+07	2.02612e+07	1.86499e+07
P00811	P00811		ampC		2.49501e+06	2.42822e+06	2.44738e+06	2.3918e+06	2.39322e+06	1.68027e+06
P00864	P00864		ppc		3.45536e+07	3.49286e+07	3.46636e+07	3.44837e+07	3.44664e+07	3.32077e+07
P00887	P00887		aroH		1.62842e+06	1.65628e+06	1.44872e+06	1.67416e+06	1.58947e+06	1.72994e+06
P00888	P00888		aroF		2.03876e+06	1.90222e+06	1.99994e+06	1.91648e+06	2.00982e+06	2.04514e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				6.12445e+06	1.47819e+07	6.35931e+06	1.44821e+07	1.44998e+07	6.04908e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				5.84344e+06	1.3464e+07	5.94954e+06	1.32599e+07	1.33159e+07	5.85727e+06
P00934	P00934		thrC		4.76864e+06	4.61598e+06	4.80093e+06	4.68401e+06	4.69472e+06	4.52375e+06
P00935	P00935		metB		552115	580186	579344	568844	642511	492334
P00946	P00946		manA		1.17047e+07	1.20334e+07	1.19136e+07	1.18233e+07	1.20642e+07	1.21464e+07
P00954	P00954		trpS		1.45967e+07	1.40347e+07	1.43389e+07	1.45584e+07	1.48501e+07	1.39091e+07
P00956	P00956		ileS		2.208e+07	2.24459e+07	2.18687e+07	2.2017e+07	2.20623e+07	2.01627e+07
P00957	P00957		alaS		1.94242e+07	1.96239e+07	1.91883e+07	1.95021e+07	1.97285e+07	1.77834e+07
P00959	P00959		metG		1.9271e+07	1.89602e+07	1.92459e+07	1.90126e+07	1.90972e+07	1.84021e+07
P00960	P00960		glyQ		4.17632e+06	4.00007e+06	4.1562e+06	3.88373e+06	4.0113e+06	4.38204e+06
P00961	P00961		glyS		1.22962e+07	1.24162e+07	1.21294e+07	1.21804e+07	1.21191e+07	1.11005e+07
P00962	P00962		glnS		1.47175e+07	1.4431e+07	1.46723e+07	1.47526e+07	1.44064e+07	1.34617e+07
P00963	P00963		asnA		1.8674e+07	1.8781e+07	1.88188e+07	1.869e+07	1.87197e+07	1.72701e+07
P00968	P00968		carB		4.745e+06	4.60636e+06	4.67556e+06	4.73962e+06	4.56627e+06	4.90867e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				4.81181e+06	1.01654e+07	4.74993e+06	1.05096e+07	1.02973e+07	4.56218e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				5.80658e+06	1.41651e+07	5.63707e+06	1.15584e+07	1.4018e+07	5.52563e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				1.11452e+07	2.24647e+07	1.10085e+07	2.23468e+07	2.32317e+07	9.72658e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				5.95112e+06	1.43215e+07	5.82345e+06	1.40193e+07	1.41783e+07	5.89937e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				3.68409e+06	8.97552e+06	3.60351e+06	8.88196e+06	8.59651e+06	4.01501e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				7.81335e+06	1.94668e+07	7.77818e+06	1.88893e+07	1.99795e+07	8.10518e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				2.2709e+06	5.22722e+06	2.22894e+06	5.11817e+06	5.31221e+06	1.80999e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				4.31639e+06	1.00969e+07	4.29317e+06	9.87715e+06	1.021e+07	3.71099e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				4.44132e+06	1.04667e+07	4.647e+06	1.09553e+07	1.05447e+07	4.06883e+06
P02358	P02358		rpsF		1.21068e+08	1.24876e+08	1.16763e+08	1.25857e+08	1.26626e+08	8.04635e+07
P02359	P02359		rpsG		1.71716e+08	1.71978e+08	1.72611e+08	1.75806e+08	1.73576e+08	1.6205e+08
P02413	P02413		rplO		1.19005e+08	1.14731e+08	1.17012e+08	1.15711e+08	1.1706e+08	1.04223e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				429255	1.11179e+06	471548	1.11756e+06	1.1697e+06	501999
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				1.48485e+06	3.13678e+06	1.40882e+06	3.16561e+06	3.16263e+06	1.12592e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				8.55083e+06	2.03615e+07	8.46563e+06	1.97999e+07	2.00673e+07	7.83677e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				5.08502e+06	1.17247e+07	5.06894e+06	1.14314e+07	1.16281e+07	4.78736e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				5.60364e+06	1.32241e+07	5.75057e+06	1.28815e+07	1.30963e+07	5.71028e+06
P02918	P02918		mrcA		1.08957e+06	1.02787e+06	1.06896e+06	1.11241e+06	1.10337e+06	1.09778e+06
P02919	P02919		mrcB		1.89293e+06	1.92192e+06	1.69474e+06	1.63262e+06	1.70663e+06	1.69923e+06
P02925	P02925		rbsB		1.1892e+07	1.20968e+07	1.19762e+07	1.1819e+07	1.21244e+07	1.20309e+07
P02930	P02930		tolC		2.27802e+07	2.18676e+07	2.30074e+07	2.17652e+07	2.25618e+07	2.27275e+07
P02931	P02931		ompF		3.97205e+07	3.79562e+07	3.9666e+07	3.64766e+07	3.80993e+07	4.18259e+07
P02942	P02942		tsr		1.17183e+07	1.20816e+07	1.13461e+07	1.18951e+07	1.20508e+07	1.0416e+07
P02943	P02943		lamB		1.50035e+06	1.55395e+06	1.49429e+06	1.45659e+06	1.51094e+06	1.52496e+06
P03004	P03004		dnaA		2.50768e+06	2.49501e+06	2.52959e+06	2.40444e+06	2.47524e+06	2.54737e+06
P03018	P03018		uvrD		3.67928e+06	3.69037e+06	3.86127e+06	3.76207e+06	3.53945e+06	3.77484e+06
P03024	P03024		galR		1.54016e+06	1.48294e+06	1.44971e+06	1.49423e+06	1.46579e+06	1.57787e+06
P03817	P03817		mioC		8.21433e+06	8.67207e+06	8.31281e+06	8.39199e+06	7.96637e+06	7.62264e+06
P03841	P03841		malM		1.06949e+07	1.05531e+07	1.06787e+07	9.97168e+06	1.02578e+07	1.05152e+07
P04036	P04036		dapB		4.9405e+06	5.4082e+06	4.88634e+06	5.20044e+06	5.15444e+06	4.22556e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				2.85685e+06	6.40509e+06	3.01593e+06	6.3555e+06	6.32345e+06	2.76309e+06
P04079	P04079		guaA		2.10302e+07	2.0718e+07	2.07701e+07	2.04034e+07	2.06382e+07	1.95374e+07
P04335	P04335		frsA		4.73688e+06	4.88303e+06	4.79488e+06	4.68831e+06	4.81391e+06	3.97576e+06
P04425	P04425		gshB		7.48822e+06	7.60217e+06	7.36721e+06	7.38378e+06	7.59435e+06	7.11229e+06
P04693	P04693		tyrB		4.16332e+06	4.16561e+06	4.21182e+06	4.34497e+06	4.10846e+06	4.3569e+06
P04805	P04805		gltX		1.93959e+07	1.95318e+07	1.99252e+07	1.92628e+07	1.94858e+07	1.98635e+07
P04825	P04825		pepN		1.63016e+07	1.62685e+07	1.62012e+07	1.59468e+07	1.66169e+07	1.43205e+07
P04846	P04846		nlpA		3.39013e+06	3.45888e+06	3.32545e+06	3.31706e+06	3.41712e+06	3.39156e+06
P04949	P04949		fliC		3.96735e+07	3.69257e+07	3.91545e+07	3.75743e+07	3.93063e+07	3.69568e+07
P04951	P04951		kdsB		5.66365e+06	5.6371e+06	5.47471e+06	5.61865e+06	5.45562e+06	5.84992e+06
P04982	P04982		rbsD		1.26931e+06	1.23938e+06	1.27841e+06	1.27004e+06	1.22155e+06	1.36058e+06
P04995	P04995		sbcB		1.2466e+07	1.2502e+07	1.26672e+07	1.20876e+07	1.21618e+07	1.23096e+07
P05020	P05020		pyrC		3.82142e+06	3.93681e+06	3.83928e+06	3.81085e+06	3.84988e+06	3.69509e+06
P05041	P05041		pabB		1.66149e+06	1.78979e+06	1.81162e+06	1.86955e+06	1.72929e+06	1.94057e+06
P05055	P05055		pnp		4.32521e+07	4.33764e+07	4.34435e+07	4.41003e+07	4.40236e+07	4.03154e+07
P05100	P05100		tag		1.80309e+06	1.56091e+06	1.79585e+06	1.85193e+06	1.67227e+06	1.88146e+06
P05194	P05194		aroD		1.4008e+06	1.57638e+06	1.39504e+06	1.38083e+06	1.34723e+06	1.3929e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				8.52653e+06	1.82615e+07	8.52771e+06	1.91916e+07	1.83626e+07	7.41466e+06
P05458	P05458		ptrA		936340	847548	927912	839488	829516	858759
P05459	P05459		pdxB		6.85027e+06	6.76417e+06	6.79848e+06	6.89324e+06	6.81987e+06	6.34433e+06
P05637	P05637		apaH		934406	901039	889113	861480	909154	867428
P05719	P05719		hsdS		1.18446e+06	1.11485e+06	1.09162e+06	1.14203e+06	1.16385e+06	1.11575e+06
P05791	P05791		ilvD		3.23304e+06	3.23404e+06	3.25229e+06	3.33354e+06	3.26148e+06	3.16564e+06
P05793	P05793		ilvC		8.14427e+06	7.65158e+06	7.98992e+06	7.9465e+06	7.66536e+06	7.07253e+06
P05825	P05825		fepA		2.0133e+06	1.97254e+06	2.00714e+06	1.8524e+06	1.93296e+06	1.91194e+06
P05852	P05852		gcp		2.79399e+06	2.79804e+06	2.83616e+06	2.59856e+06	2.82452e+06	3.02509e+06
P06129	P06129		btuB		1.4174e+07	1.3907e+07	1.41482e+07	1.39921e+07	1.40476e+07	1.34768e+07
P06149	P06149		dld		7.20516e+06	7.13479e+06	7.05215e+06	7.12741e+06	6.99082e+06	6.17178e+06
P06282	P06282		cdh		1.35729e+06	1.40793e+06	1.32169e+06	1.2846e+06	1.39278e+06	1.58757e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				3.44999e+06	7.035e+06	3.17451e+06	6.8918e+06	7.10462e+06	3.34504e+06
P06610	P06610		btuE		9.43998e+06	9.82314e+06	9.23786e+06	9.54268e+06	9.47291e+06	7.52525e+06
P06612	P06612		topA		6.04024e+06	6.11995e+06	5.96704e+06	5.92412e+06	6.08358e+06	6.3828e+06
P06616	P06616		era		4.31405e+06	3.31303e+06	4.33569e+06	3.64768e+06	3.74632e+06	4.35342e+06
P06709	P06709		birA		979684	1.02846e+06	1.07005e+06	938446	958204	1.03416e+06
P06710	P06710		dnaX		1.40986e+06	1.38535e+06	1.36764e+06	1.37936e+06	1.40849e+06	1.33688e+06
P06715	P06715		gor		4.29215e+06	4.37111e+06	4.28889e+06	4.2478e+06	4.37531e+06	4.01339e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				4.01455e+06	9.48354e+06	3.98942e+06	9.21441e+06	9.55816e+06	4.05541e+06
P06846	P06846		ebgR		1.64995e+06	1.54797e+06	1.66622e+06	1.58766e+06	1.40474e+06	1.48607e+06
P06959	P06959		aceF		6.80099e+07	6.76967e+07	6.67302e+07	6.83876e+07	6.88714e+07	6.07057e+07
P06961	P06961		cca		957866	872322	912637	884048	877246	900390
P06968	P06968		dut		8.9096e+06	8.67689e+06	8.71126e+06	8.23142e+06	8.57572e+06	8.54532e+06
P06971	P06971		fhuA		1.42553e+07	1.43395e+07	1.42088e+07	1.41286e+07	1.38998e+07	1.36948e+07
P06974	P06974		fliM		1.59642e+06	1.52429e+06	1.63336e+06	1.55607e+06	1.57671e+06	1.46829e+06
P06983	P06983		hemC		1.12698e+07	1.08924e+07	1.12917e+07	1.11109e+07	1.07697e+07	1.051e+07
P06986	P06986		hisC		3.20403e+06	3.20548e+06	3.36455e+06	3.11405e+06	3.29519e+06	3.00328e+06
P06987	P06987		hisB		1.13832e+06	1.27625e+06	1.19511e+06	1.14348e+06	1.23353e+06	1.17692e+06
P06988	P06988		hisD		1.67318e+06	1.63703e+06	1.61956e+06	1.42189e+06	1.7329e+06	1.51615e+06
P06992	P06992		rsmA		2.15829e+06	2.27309e+06	2.33415e+06	2.29741e+06	2.23673e+06	2.11482e+06
P06996	P06996		ompC		3.15789e+08	2.94945e+08	3.12397e+08	2.85017e+08	2.99406e+08	2.97053e+08
P06999	P06999		pfkB		1.16315e+06	1.32094e+06	1.23593e+06	1.28725e+06	1.19115e+06	1.2521e+06
P07000	P07000		pldB		534613	530546	551525	586951	607309	540069
P07001	P07001		pntA		3.36647e+06	3.11913e+06	3.51179e+06	3.09263e+06	3.22181e+06	3.26863e+06
P07003	P07003		poxB		2.6381e+06	2.56981e+06	2.65253e+06	2.70405e+06	2.59844e+06	2.57568e+06
P07004	P07004		proA		5.07434e+06	4.91591e+06	5.02411e+06	4.75875e+06	5.05541e+06	4.93676e+06
P07012	P07012		prfB		9.19109e+06	9.10131e+06	9.0884e+06	9.0286e+06	9.34222e+06	8.70223e+06
P07014	P07014		sdhB		1.72867e+06	1.71254e+06	1.69937e+06	1.70544e+06	1.66968e+06	1.67594e+06
P07017	P07017		tar		3.60125e+06	3.6503e+06	3.679e+06	3.54155e+06	3.60836e+06	3.32958e+06
P07021	P07021		yfiB		1.66951e+06	1.6813e+06	1.59166e+06	1.77731e+06	1.60425e+06	1.15031e+06
P07023	P07023		tyrA		2.62605e+06	2.67124e+06	2.72685e+06	2.75449e+06	2.5229e+06	2.76924e+06
P07024	P07024		ushA		5.05375e+06	5.22767e+06	5.04908e+06	5.07553e+06	5.03948e+06	5.59674e+06
P07026	P07026		sdiA		1.86101e+06	1.93243e+06	1.92578e+06	2.02472e+06	1.88627e+06	1.61353e+06
P07118	P07118		valS		2.44414e+07	2.44085e+07	2.42734e+07	2.41649e+07	2.43331e+07	2.21043e+07
P07330	P07330		cheB		1.70502e+06	1.54937e+06	1.76319e+06	1.43905e+06	1.55895e+06	1.80873e+06
P07363	P07363		cheA		2.28773e+06	2.38309e+06	2.34339e+06	2.3568e+06	2.4324e+06	2.33743e+06
P07395	P07395		pheT		1.48437e+07	1.45807e+07	1.47098e+07	1.42589e+07	1.4778e+07	1.45371e+07
P07604	P07604		tyrR		2.39321e+06	2.31712e+06	2.40512e+06	2.32124e+06	2.28776e+06	2.4943e+06
P07639	P07639		aroB		3.27773e+06	3.41694e+06	3.27833e+06	3.32682e+06	3.29909e+06	3.1629e+06
P07649	P07649		truA		1.90609e+06	2.07716e+06	1.97664e+06	2.03218e+06	2.07517e+06	2.10543e+06
P07650	P07650		deoA		6.59738e+06	6.43682e+06	6.7183e+06	6.59496e+06	6.50573e+06	6.33492e+06
P07658	P07658		fdhF		1.0251e+06	984535	1.00105e+06	919208	992608	940547
P07762	P07762		glgB		3.90625e+06	4.13745e+06	4.02211e+06	4.08927e+06	3.95555e+06	4.32603e+06
P07813	P07813		leuS		1.48596e+07	1.49502e+07	1.4835e+07	1.48336e+07	1.51317e+07	1.39194e+07
P07821	P07821		fhuC		778055	606319	806247	868368	825366	
P07822	P07822		fhuD		366943	457685	388564	408881	420955	329305
P07862	P07862		ddlB		5.9408e+06	6.07988e+06	6.174e+06	5.54456e+06	5.91302e+06	5.6718e+06
P07913	P07913		tdh		4.66493e+06	4.46954e+06	4.55969e+06	4.51088e+06	4.6093e+06	4.33812e+06
P08178	P08178		purM		1.80113e+06	1.77213e+06	1.805e+06	1.79161e+06	1.89134e+06	1.63428e+06
P08179	P08179		purN		1.17144e+06	1.22547e+06	1.25043e+06	1.33124e+06	1.17151e+06	1.06657e+06
