Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	9	9	5.31035e+07	5.55674e+07	5.22042e+07	5.41201e+07	5.28458e+07	5.18777e+07
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	2	2			308441	436997		330331
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2	1.4673e+07	1.52016e+07	1.54514e+07	1.38969e+07	1.59334e+07	1.60435e+07
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	5	5	7.68615e+07	7.18367e+07	7.7171e+07	7.3589e+07	7.00314e+07	7.29764e+07
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	1	1	1.50766e+06	1.50826e+06	1.54996e+06	1.67289e+06	1.26536e+06	1.42132e+06
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	4	4	3.99449e+06	3.73296e+06	3.86126e+06	3.73014e+06	4.01278e+06	3.61783e+06
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	5	5	1.03985e+07	1.10924e+07	1.04049e+07	1.09726e+07	1.01285e+07	1.07766e+07
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	4	4	3.89363e+07	4.08428e+07	3.95815e+07	3.96562e+07	4.05655e+07	4.03098e+07
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	84	84	2.26651e+08	2.34539e+08	2.24325e+08	2.35025e+08	2.34268e+08	2.25359e+08
P0A8U0	SYDP_ECOLI	syd	Protein syd	4	4	2.76813e+06	3.10121e+06	2.98015e+06	2.71809e+06	3.37389e+06	2.94471e+06
P0A8U2	YAFD_ECOLI	yafD	UPF0294 protein YafD	1	1			718107			774156
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5	3.40172e+07	3.87238e+07	3.55825e+07	3.74032e+07	3.87639e+07	3.41641e+07
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	1	1	521770	505908	575962			390789
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	74	74	2.14937e+08	2.09238e+08	2.09638e+08	2.09274e+08	2.09866e+08	2.13402e+08
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	11	11	2.3336e+07	2.41642e+07	2.24033e+07	2.24127e+07	2.36485e+07	2.28281e+07
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	7	7	8.88511e+06	9.55848e+06	9.58776e+06	9.61665e+06	9.36906e+06	9.37198e+06
P0A8W2	SLYA_ECOLI	slyA	Transcriptional regulator SlyA	4	4	4.06034e+07	3.6714e+07	4.10012e+07	4.15259e+07	4.09766e+07	4.11793e+07
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	5	5	1.46791e+07	1.43568e+07	1.29491e+07	1.55507e+07	1.50943e+07	1.434e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.04392e+08	1.08393e+08	1.02525e+08	1.10671e+08	1.11242e+08	1.06183e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	13	13	3.52791e+07	3.835e+07	3.67228e+07	3.63429e+07	3.86513e+07	3.55296e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	5	5	4.83307e+06	5.05727e+06	4.66504e+06	5.21958e+06	5.11579e+06	4.31644e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	4.91051e+06	5.27497e+06	4.73516e+06	5.17447e+06	4.96775e+06	5.49308e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	6	6	9.05919e+06	9.00908e+06	9.20735e+06	9.00387e+06	9.40006e+06	8.89158e+06
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	8	8	4.07537e+07	4.27641e+07	4.21902e+07	4.2779e+07	4.15088e+07	4.37597e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.38902e+07	1.29519e+07	1.42287e+07	1.35959e+07	1.47774e+07	1.43054e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	3	3	3.92944e+06	4.5297e+06	4.3279e+06	4.31273e+06	4.70565e+06	3.86856e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	3	3	3.04708e+06	3.04715e+06	3.12206e+06	3.34369e+06	3.38935e+06	3.0759e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.31617e+08	1.33641e+08	1.29352e+08	1.32917e+08	1.36909e+08	1.29055e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.45786e+08	1.34327e+08	1.43464e+08	1.30577e+08	1.25301e+08	1.46935e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.67399e+07	2.65136e+07	2.64873e+07	2.86504e+07	2.68881e+07	3.03857e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	3.00064e+09	2.91673e+09	2.83975e+09	2.85203e+09	2.94984e+09	2.82894e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	4.05329e+08	4.09905e+08	3.98464e+08	4.13632e+08	4.35466e+08	4.20059e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	6	6	1.15156e+08	1.09909e+08	1.16905e+08	1.10271e+08	1.0801e+08	1.32065e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.42935e+08	1.3201e+08	1.37508e+08	1.30194e+08	1.3115e+08	1.44258e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	8.5277e+06	8.10396e+06	8.3761e+06	8.08393e+06	8.3686e+06	8.97832e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.07386e+08	9.8645e+07	9.53064e+07	9.64654e+07	9.39495e+07	1.06683e+08
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	13	13	5.39207e+07	5.909e+07	5.53645e+07	5.88099e+07	5.80074e+07	5.84691e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.64106e+07	1.62688e+07	1.63818e+07	1.75538e+07	1.70665e+07	1.72768e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.0617e+08	8.83629e+07	9.64557e+07	9.12598e+07	8.94075e+07	9.42338e+07
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	38	38	7.2819e+07	6.95534e+07	7.16934e+07	7.04925e+07	6.86416e+07	7.25904e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	3	3	2.33675e+06	2.93092e+06	2.2069e+06	3.09835e+06	2.73159e+06	2.36295e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	1.06474e+06	1.17088e+06	1.06208e+06	982623	1.23802e+06	1.00712e+06
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4	3.16135e+06	3.80538e+06	3.05042e+06	3.84614e+06	3.87506e+06	3.10865e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.73569e+08	1.71949e+08	1.67736e+08	1.6365e+08	1.69238e+08	1.69244e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.42839e+08	1.38312e+08	1.39663e+08	1.38659e+08	1.41908e+08	1.38267e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	6.80999e+06	7.26843e+06	7.28774e+06	5.8031e+06	7.00483e+06	7.95772e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	5.73424e+06	4.98453e+06	5.1563e+06	4.78843e+06	4.4904e+06	4.917e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	4.84368e+07	5.25231e+07	4.99151e+07	5.31852e+07	5.32034e+07	4.84355e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.04169e+07	9.7591e+06	9.89971e+06	8.89903e+06	9.31683e+06	9.7737e+06
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.68112e+09	1.20671e+09	1.6746e+09	1.15949e+09	1.18757e+09	1.67203e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	1.12055e+07	1.11727e+07	1.13289e+07	1.26329e+07	1.13779e+07	1.15957e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	11	11	1.93308e+07	1.90697e+07	1.89343e+07	1.8856e+07	1.92438e+07	1.90831e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12	3.67913e+07	3.55732e+07	3.66603e+07	3.58486e+07	3.65155e+07	3.783e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	9.58964e+07	1.00547e+08	9.75331e+07	1.01908e+08	9.95247e+07	9.83589e+07
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	12	12	5.5645e+07	5.52381e+07	5.62337e+07	5.81655e+07	5.48115e+07	5.65144e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.40988e+08	2.47006e+08	2.25254e+08	2.28584e+08	2.4644e+08	2.2221e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	3	3	1.89946e+06	1.68183e+06		1.92888e+06	2.35467e+06	2.15628e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.31719e+08	1.34174e+08	1.26658e+08	1.31956e+08	1.34291e+08	1.31654e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.07044e+08	1.15709e+08	1.05386e+08	1.20325e+08	1.20565e+08	1.07933e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	26	25	2.37534e+09	2.32255e+09	2.31944e+09	2.2717e+09	2.35074e+09	2.32444e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	7	7	7.05653e+06	7.20721e+06	7.30301e+06	7.98335e+06	7.38677e+06	6.96268e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	14	14	5.20856e+06	5.14275e+06	5.44575e+06	4.94394e+06	5.03383e+06	5.04342e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	2.47607e+07	2.57588e+07	2.50885e+07	2.56464e+07	2.58044e+07	2.57715e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	1.96909e+08	1.87572e+08	1.97294e+08	1.88675e+08	1.86565e+08	2.03372e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	13	13	1.71081e+07	1.80033e+07	1.70974e+07	1.69706e+07	1.71411e+07	1.70651e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	1.95586e+07	2.08824e+07	1.94726e+07	1.96769e+07	2.22028e+07	2.06364e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.49764e+07	1.54499e+07	1.50098e+07	1.49927e+07	1.60019e+07	1.46794e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.53131e+08	1.60303e+08	1.51578e+08	1.51325e+08	1.58598e+08	1.50401e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	5	5	3.71415e+07	3.48156e+07	3.53227e+07	3.82131e+07	3.41346e+07	3.47807e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	4	4	2.80912e+06	3.29002e+06	4.59372e+06	3.92779e+06	3.25864e+06	4.34574e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	12	12	1.33731e+07	1.37592e+07	1.40957e+07	1.41082e+07	1.30947e+07	1.46643e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	1	1		603582	627578	586912	554171	614038
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.27434e+06	3.83495e+06	3.98552e+06	3.97602e+06	4.00564e+06	4.01737e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	11	11	2.35197e+07	2.60712e+07	2.5867e+07	2.58984e+07	2.63589e+07	2.5072e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	9.26293e+06	9.53932e+06	9.03551e+06	9.3911e+06	9.3922e+06	1.03531e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	4.44785e+06	6.37439e+06	5.89906e+06	5.79279e+06	6.10563e+06	5.51942e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	2.7893e+06	3.38179e+06	2.77154e+06		4.2987e+06	3.32978e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	4.62152e+06	4.40255e+06	4.8019e+06	4.38868e+06	4.22673e+06	4.8313e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.61698e+07	1.59647e+07	1.56876e+07	1.5902e+07	1.64998e+07	1.59439e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	9	9	6.34781e+06	6.14502e+06	5.82981e+06	5.48202e+06	5.83583e+06	6.41484e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.55489e+07	3.53619e+07	3.47831e+07	3.47054e+07	3.48041e+07	3.61392e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	7.76842e+06	6.68559e+06	7.28599e+06	6.0606e+06	7.0071e+06	7.13751e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.12229e+07	1.9886e+07	1.94606e+07	1.77222e+07	2.40885e+07	2.30257e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	10	10	4.69016e+07	4.74201e+07	4.96065e+07	4.56585e+07	4.67284e+07	4.64163e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	5.82546e+06	5.52914e+06	5.79577e+06	5.31889e+06	5.37475e+06	6.17963e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.00535e+07	1.10122e+07	1.09079e+07	1.07084e+07	1.11778e+07	1.04619e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	8.39429e+06	9.05423e+06	8.02024e+06	9.12004e+06	9.18311e+06	8.4717e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.70629e+07	2.66428e+07	2.62737e+07	2.75308e+07	2.72482e+07	2.78458e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	7.39899e+06	1.05722e+07	9.92901e+06	8.98362e+06	1.04625e+07	9.9798e+06
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	4.61255e+08	4.34096e+08	5.30371e+08	4.54824e+08	4.35364e+08	5.39785e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.57511e+08	1.49014e+08	1.53487e+08	1.55133e+08	1.56537e+08	1.55807e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	1.65295e+07	1.57226e+07	1.66663e+07	1.58624e+07	1.54743e+07	1.61832e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.0331e+07	1.2079e+07	1.09346e+07	1.35362e+07	1.53387e+07	1.10653e+07
P0A9M0	LON_ECOLI	lon	Lon protease	33	33	4.43807e+07	4.33665e+07	4.46401e+07	4.32735e+07	4.42892e+07	4.56726e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9	2.93715e+07	3.22861e+07	2.92302e+07	3.14744e+07	3.24981e+07	3.04553e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	8	8	2.25919e+08	2.33248e+08	2.24202e+08	2.34624e+08	2.26906e+08	2.20292e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	32	32	2.0374e+08	2.05081e+08	2.08861e+08	2.01503e+08	2.09658e+08	2.11995e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	6	6	2.17963e+07	2.10678e+07	2.06982e+07	2.1827e+07	2.25409e+07	2.03231e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	3	3			1.51391e+06	2.29907e+06	2.4171e+06	2.11501e+06
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	31	31	1.83029e+08	1.8491e+08	1.81849e+08	1.83515e+08	1.88997e+08	1.80745e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	13	13	6.65477e+07	6.44464e+07	6.62706e+07	6.47644e+07	6.74776e+07	6.72454e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	28	28	3.877e+07	4.06524e+07	3.8573e+07	4.00464e+07	4.10449e+07	3.79151e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.27089e+08	2.15293e+08	2.2595e+08	2.08189e+08	2.22212e+08	2.33686e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.00195e+08	1.15765e+08	1.03373e+08	1.13174e+08	1.17883e+08	1.05833e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	52	52	8.75345e+08	8.31553e+08	8.59613e+08	8.38023e+08	8.55329e+08	8.62721e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	11	11	8.82913e+07	9.35975e+07	8.78296e+07	9.13798e+07	9.49006e+07	8.41159e+07
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.30653e+07	6.39456e+07	6.42589e+07	6.22692e+07	6.32168e+07	6.76176e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.13283e+07	1.24763e+07	1.15182e+07	1.20894e+07	1.23461e+07	1.14148e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	4	4	1.25868e+06	1.28889e+06	1.20036e+06	1.41485e+06	1.31721e+06	1.11304e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	8.02114e+07	8.93423e+07	7.49155e+07	8.79452e+07	9.07327e+07	7.81225e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.22329e+07	4.129e+07	4.08786e+07	3.98506e+07	3.97196e+07	4.2235e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.25046e+07	3.32914e+07	3.34971e+07	3.31105e+07	3.39015e+07	3.33759e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	3	3	5.7027e+06	6.72431e+06	5.99486e+06	5.99469e+06	7.06738e+06	5.00219e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	1.50492e+06	1.51277e+06	1.56454e+06	1.31449e+06	1.69745e+06	1.34196e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	1.64179e+06	1.90936e+06	1.98437e+06	1.38934e+06	1.56148e+06	1.80586e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.08328e+07	3.02488e+07	3.11643e+07	3.16382e+07	3.11456e+07	3.12556e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.33661e+07	2.39071e+07	2.35156e+07	2.37957e+07	2.32775e+07	2.39339e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	8.95346e+06	7.48682e+06	7.98432e+06		7.03537e+06	6.48259e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	28	28	7.02209e+07	7.22053e+07	6.88892e+07	6.88537e+07	7.36182e+07	7.09494e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	4.60171e+07	5.06852e+07	4.75724e+07	5.03458e+07	4.7638e+07	4.9966e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	7	7	1.90487e+07	1.8938e+07	1.9267e+07	1.94138e+07	2.00357e+07	1.89611e+07
P0A9X1	ZNUC_ECOLI	znuC	Zinc import ATP-binding protein ZnuC	1	1						720569
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	14	14	6.86382e+07	6.90759e+07	6.68693e+07	7.09669e+07	7.12894e+07	6.74279e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.3874e+08	2.27146e+08	2.38596e+08	2.23325e+08	2.31426e+08	2.48052e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8	1.42217e+09	1.21043e+09	1.38873e+09	1.27818e+09	1.20987e+09	1.37723e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	7.38271e+07	7.8667e+07	8.4386e+07	7.8628e+07	7.97652e+07	8.25751e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5	4.88882e+08	3.6517e+08	4.95825e+08	3.74339e+08	3.59646e+08	5.09002e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	5.93115e+08	5.79183e+08	5.87449e+08	6.1408e+08	6.1819e+08	6.178e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.77362e+07	4.792e+07	4.86589e+07	5.0569e+07	5.06834e+07	5.05388e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.04603e+08	3.50028e+08	3.09266e+08	3.41726e+08	3.57286e+08	3.35012e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.35989e+07	2.21925e+07	2.16267e+07	2.08273e+07	2.3332e+07	2.26372e+07
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	8.50816e+06	9.55005e+06	9.73142e+06	8.92505e+06	1.00618e+07	9.29918e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	2	2	8.60401e+06	8.74366e+06	7.27543e+06	1.21589e+07	1.44376e+07	8.66219e+06
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	8	8	1.80157e+07	1.80201e+07	1.72513e+07	1.72658e+07	1.94969e+07	1.81175e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	3.03948e+06	3.54898e+06	2.91703e+06	3.50267e+06	3.39805e+06	3.52566e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	4.81646e+06		4.99783e+06			
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	2	2	2.91479e+06	3.20718e+06	3.10514e+06	2.64593e+06	2.62266e+06	2.65094e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	2.9334e+06	2.763e+06	3.13891e+06	3.05208e+06	2.92697e+06	3.1932e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	882311	940872	779858	791223	918809	657176
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.12301e+06	4.47925e+06	4.45265e+06	4.21893e+06	4.11787e+06	4.26712e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	3.56535e+06	2.81493e+06	3.46801e+06	2.53717e+06	2.6546e+06	3.33663e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	3.71378e+07	3.66077e+07	3.51292e+07	3.57629e+07	3.94253e+07	3.62002e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.12643e+07	1.15182e+07	1.03851e+07	1.04233e+07	1.20413e+07	1.25166e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	10	10	1.20467e+08	1.25479e+08	1.15315e+08	1.26817e+08	1.30928e+08	1.24054e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.63415e+07	1.32961e+07	1.74822e+07	1.71854e+07	1.35362e+07	1.88655e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	8	8	4.25918e+07	4.26059e+07	4.0902e+07	4.09968e+07	4.29649e+07	4.14002e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.66476e+07	3.66022e+07	3.61678e+07	4.05563e+07	3.87864e+07	3.7923e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2		2.57479e+06		2.81066e+06	2.77909e+06	1.34692e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	3	3	4.64665e+06	5.13468e+06	4.78586e+06	3.98664e+06	4.41141e+06	4.63942e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	3	3	2.25398e+06	2.87399e+06	2.57154e+06	2.56129e+06	2.64076e+06	2.28901e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	2	2	1.80793e+06	1.70462e+06	1.8766e+06	1.92497e+06	2.01258e+06	1.55161e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	24	24	7.23814e+07	7.01365e+07	7.14119e+07	6.977e+07	6.88403e+07	7.01261e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	11	11	1.76518e+08	1.93051e+08	1.73851e+08	1.89659e+08	1.92698e+08	1.86022e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	6.74651e+07	7.56877e+07	7.11683e+07	7.75549e+07	7.83346e+07	6.74624e+07
