Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML
P0ADU2	P0ADU2		ygiN		9.21148e+06	9.49331e+06	9.1961e+06	8.95659e+06	9.35589e+06	9.8551e+06
P0ADU5	P0ADU5		ygiW		7.06472e+06	7.20768e+06	7.20807e+06	7.18372e+06	7.29862e+06	7.03387e+06
P0ADV1	P0ADV1		lptA		3.4297e+06	3.33941e+06	3.51123e+06	3.51639e+06	3.34675e+06	3.34014e+06
P0ADV5	P0ADV5		yhbW		4.37773e+06	4.40503e+06	4.20273e+06	4.18813e+06	4.43964e+06	4.38962e+06
P0ADV7	P0ADV7		mlaC		1.09659e+07	1.12228e+07	1.07611e+07	1.11377e+07	1.10756e+07	1.09605e+07
P0ADW3	P0ADW3		yhcB		3.59173e+07	3.6845e+07	3.74139e+07	3.59436e+07	3.67673e+07	3.79136e+07
P0ADW8	P0ADW8		yheV		812592	806838	874902	806438	870522	827000
P0ADX1	P0ADX1		yhfA		7.46147e+06	7.37991e+06	7.26372e+06	7.62191e+06	7.60768e+06	7.54699e+06
P0ADX7	P0ADX7		yhhA		140388	188615	138246	135859	142678	124462
P0ADX9	P0ADX9		rsmD		1.46423e+06	1.67789e+06	1.54831e+06	1.54796e+06	1.30736e+06	1.64667e+06
P0ADY1	P0ADY1		ppiD		2.37109e+07	2.38478e+07	2.37759e+07	2.44973e+07	2.4067e+07	2.40032e+07
P0ADY3	P0ADY3		rplN		3.81438e+07	4.21787e+07	4.03986e+07	3.91877e+07	3.72004e+07	3.95329e+07
P0ADY7	P0ADY7		rplP		6.80653e+07	6.93561e+07	6.84997e+07	6.83195e+07	7.0514e+07	6.88973e+07
P0ADZ0	P0ADZ0		rplW		6.64168e+06	6.45189e+06	6.63537e+06	7.01249e+06	6.9909e+06	6.83788e+06
P0ADZ4	P0ADZ4		rpsO		1.58102e+08	1.58573e+08	1.58363e+08	1.61849e+08	1.60332e+08	1.57853e+08
P0ADZ7	P0ADZ7		yajC		2.2819e+07	2.17411e+07	2.25902e+07	2.27288e+07	2.36821e+07	2.28384e+07
P0AE01	P0AE01		trmJ		4.36544e+06	4.55031e+06	4.41812e+06	4.49264e+06	4.12872e+06	4.3452e+06
P0AE06	P0AE06		acrA		1.97139e+07	1.97273e+07	1.95467e+07	1.96179e+07	1.97618e+07	1.9254e+07
P0AE08	P0AE08		ahpC		3.1048e+07	3.16969e+07	3.21395e+07	3.05607e+07	3.08173e+07	3.24648e+07
P0AE12	P0AE12		amn		1.76304e+06	1.7483e+06	1.70155e+06	1.7293e+06	1.67163e+06	1.71673e+06
P0AE18	P0AE18		map		1.19196e+07	1.16038e+07	1.16028e+07	1.16684e+07	1.18757e+07	1.20805e+07
P0AE22	P0AE22		aphA		1.90907e+06	1.82839e+06	1.85352e+06	1.89897e+06	1.94159e+06	1.887e+06
P0AE39	P0AE39		ypdB		1.8929e+06	1.9161e+06	1.75581e+06	1.91523e+06	2.0754e+06	1.9043e+06
P0AE45	P0AE45		ytfL		1.34591e+06	1.26264e+06	1.31955e+06	1.32828e+06	1.27821e+06	1.26774e+06
P0AE48	P0AE48		ytfP		5.02778e+06	5.05387e+06	4.98397e+06	5.1497e+06	4.98758e+06	5.01469e+06
P0AE52	P0AE52		bcp		2.07565e+07	2.14849e+07	2.12857e+07	2.07837e+07	2.01636e+07	2.04385e+07
P0AE60	P0AE60		cedA		1.37935e+06	1.15862e+06	1.21484e+06	1.35871e+06	958243	1.08028e+06
P0AE67	P0AE67		cheY		1.55337e+06	1.76669e+06	1.78292e+06	1.58594e+06	1.49345e+06	1.72861e+06
P0AE70	P0AE70		mazF		3.42285e+06	3.21226e+06	3.46335e+06	3.3596e+06	3.05724e+06	3.23039e+06
P0AE78	P0AE78		corC		849198	890111	829809	866179	765634	893488
P0AE82	P0AE82		cpxA		1.6053e+06	1.69529e+06	1.62161e+06	1.66193e+06	1.66086e+06	1.66811e+06
P0AE85	P0AE85		cpxP		845765	917890	893820	801261	762767	748666
P0AE88	P0AE88		cpxR		4.31415e+06	4.55567e+06	4.48328e+06	4.28245e+06	4.44094e+06	4.5547e+06
P0AE91	P0AE91		creA		3.42022e+06	3.26618e+06	3.35932e+06	3.15863e+06	3.4987e+06	3.48183e+06
P0AEA8	P0AEA8		cysG		1.9119e+06	1.93917e+06	1.90683e+06	1.86093e+06	1.90728e+06	1.93019e+06
P0AEB2	P0AEB2		dacA		8.15107e+06	8.0013e+06	8.07359e+06	8.0075e+06	8.13853e+06	8.30138e+06
P0AEB7	P0AEB7		yoaB		1.13935e+07	1.28266e+07	1.16181e+07	1.1512e+07	1.02607e+07	1.16853e+07
P0AEC0	P0AEC0		yoaE		454500	412245	478385	439129	408849	388600
P0AEC3	P0AEC3		arcB		1.13032e+06	1.14417e+06	1.03513e+06	995052	1.10515e+06	1.12211e+06
P0AED0	P0AED0		uspA		1.15629e+07	1.03357e+07	1.07062e+07	1.1033e+07	1.21036e+07	1.10846e+07
P0AED5	P0AED5		uvrY		4.08543e+06	3.92762e+06	3.88371e+06	3.91644e+06	3.9828e+06	4.0501e+06
P0AED7	P0AED7		dapE		4.34231e+06	4.43582e+06	4.46948e+06	4.48974e+06	4.33143e+06	4.36303e+06
P0AED9	P0AED9		dcm		661051	696919	669888	708936	700749	656482
P0AEE1	P0AEE1		dcrB		7.6431e+06	7.58379e+06	7.62974e+06	7.44427e+06	7.96774e+06	8.06235e+06
P0AEE3	P0AEE3		degS		1.26124e+06	1.34991e+06	1.10838e+06	971005	758547	1.07296e+06
P0AEE5	P0AEE5		mglB		2.2448e+06	2.05617e+06	2.06296e+06	2.31061e+06	2.32977e+06	2.05993e+06
P0AEE8	P0AEE8		dam		371407	310557	326395	297614	387032	352675
P0AEF0	P0AEF0		dnaC		479183	455622	493224	499731	404998	415216
P0AEF4	P0AEF4		dpiA		1.01586e+06	1.03731e+06	998947	1.03366e+06	986901	999043
P0AEG4	P0AEG4		dsbA		5.05221e+06	5.45034e+06	5.83129e+06	4.61277e+06	4.61817e+06	5.58129e+06
P0AEG6	P0AEG6		dsbC		2.7545e+06	2.76276e+06	2.85866e+06	2.79081e+06	3.06101e+06	3.00027e+06
P0AEH5	P0AEH5		elaB		9.59719e+06	9.49588e+06	9.2853e+06	9.90578e+06	9.54856e+06	9.62198e+06
P0AEI1	P0AEI1		miaB		1.10908e+07	1.16064e+07	1.15999e+07	1.13455e+07	1.09686e+07	1.18729e+07
P0AEI4	P0AEI4		rimO		5.44326e+06	5.25277e+06	5.25238e+06	5.33756e+06	5.43859e+06	5.30258e+06
P0AEI6	P0AEI6		nudJ		3.18083e+06	3.07299e+06	3.08198e+06	3.31712e+06	3.30259e+06	3.12646e+06
P0AEJ2	P0AEJ2		entC		519717	622269	525765	555158	612438	588153
P0AEK0	P0AEK0		exoX		653365	674134	576749	577716	582009	568902
P0AEK2	P0AEK2		fabG		9.17017e+07	9.05142e+07	9.29624e+07	9.00536e+07	8.88168e+07	9.07288e+07
P0AEK4	P0AEK4		fabI		3.37763e+07	3.46456e+07	3.47634e+07	3.28203e+07	3.30322e+07	3.42779e+07
P0AEL6	P0AEL6		fepB		2.65017e+06	2.56503e+06	2.56894e+06	2.52607e+06	2.43869e+06	2.53207e+06
P0AEM0	P0AEM0		fkpB		1.90796e+06	1.78078e+06	1.92903e+06	1.91204e+06	2.03766e+06	1.62738e+06
P0AEM4	P0AEM4		flgM		2.11143e+06	2.28303e+06	2.23595e+06	2.15616e+06	2.2115e+06	2.07344e+06
P0AEM6	P0AEM6		fliA		2.86516e+06	2.8227e+06	2.78215e+06	2.91128e+06	2.87157e+06	2.69047e+06
P0AEM9	P0AEM9		fliY		7.04913e+06	7.02841e+06	7.11506e+06	7.01231e+06	7.11302e+06	7.02765e+06
P0AEN1	P0AEN1		fre		9.42276e+06	9.16912e+06	9.19905e+06	9.36933e+06	9.21299e+06	9.36889e+06
P0AEN4	P0AEN4		ftsL		2.16479e+06	2.06698e+06	2.04949e+06	2.12138e+06	1.94212e+06	1.9995e+06
P0AEN8	P0AEN8		fucU		3.84025e+06	3.74162e+06	3.88276e+06	3.82631e+06	3.68002e+06	3.66293e+06
P0AEP3	P0AEP3		galU		6.83373e+07	7.16387e+07	7.29083e+07	6.86399e+07	6.82108e+07	7.36374e+07
P0AEQ3	P0AEQ3		glnH		2.37812e+07	2.38936e+07	2.36127e+07	2.38393e+07	2.43818e+07	2.36714e+07
P0AEQ6	P0AEQ6		glnP		1.56094e+06	1.6644e+06	1.67346e+06	1.55086e+06	1.45003e+06	1.67076e+06
P0AES0	P0AES0		gsp		3.17771e+06	3.13269e+06	3.13352e+06	3.12063e+06	3.05518e+06	3.21773e+06
P0AES2	P0AES2		gudD		1.69603e+06	1.73075e+06	1.72839e+06	1.69968e+06	1.65258e+06	1.65983e+06
P0AES4	P0AES4		gyrA		1.44311e+07	1.46937e+07	1.47653e+07	1.44613e+07	1.4656e+07	1.46805e+07
P0AES6	P0AES6		gyrB		9.23514e+06	9.42303e+06	9.27617e+06	9.38148e+06	9.50675e+06	9.36035e+06
P0AET2	P0AET2		hdeB		1.29825e+07	1.47713e+07	1.48201e+07	1.30233e+07	1.27751e+07	1.48916e+07
P0AET8	P0AET8		hdhA		1.35413e+06	1.35038e+06	1.24962e+06	1.33376e+06	1.37903e+06	1.27739e+06
P0AEU0	P0AEU0		hisJ		3.7466e+06	3.76952e+06	3.73001e+06	3.62243e+06	3.74874e+06	3.70275e+06
P0AEU7	P0AEU7		skp		3.18923e+07	3.12777e+07	3.14264e+07	3.17797e+07	2.98986e+07	3.0669e+07
P0AEV1	P0AEV1		hnr		219408	237718	227050	200476	220597	264930
P0AEV4	P0AEV4		hycA		838780	947264	669363	986413	903293	1.04302e+06
P0AEV9	P0AEV9		hycI		386565	426862	421798	418869	326990	437642
P0AEW6	P0AEW6		gsk		2.30525e+06	2.43247e+06	2.27475e+06	2.37545e+06	2.20388e+06	2.25239e+06
P0AEW9	P0AEW9		fruK		1.74657e+07	1.77119e+07	1.79443e+07	1.76063e+07	1.70661e+07	1.74483e+07
P0AEX5	P0AEX5		prkB		1.98145e+06	2.02549e+06	2.08773e+06	2.14938e+06	2.0583e+06	2.03716e+06
P0AEX9	P0AEX9		malE		6.11352e+06	6.66484e+06	6.64136e+06	6.0098e+06	6.12744e+06	6.84028e+06
P0AEY3	P0AEY3		mazG		2.17976e+06	2.23868e+06	2.14699e+06	2.14627e+06	2.17733e+06	2.20797e+06
P0AEY5	P0AEY5		mdaB		2.40947e+06	2.32213e+06	2.47599e+06	2.5202e+06	2.56243e+06	2.46216e+06
P0AEZ3	P0AEZ3		minD		1.51916e+07	1.44915e+07	1.46621e+07	1.52849e+07	1.51029e+07	1.46832e+07
P0AEZ9	P0AEZ9		moaB		1.06094e+07	1.06081e+07	1.07232e+07	1.05757e+07	1.08489e+07	1.08927e+07
P0AF03	P0AF03		mog		1.32175e+07	1.31676e+07	1.33281e+07	1.30172e+07	1.35882e+07	1.37521e+07
P0AF06	P0AF06		motB		823274	766344	739461	852757	846762	748701
P0AF08	P0AF08		mrp		4.78802e+06	4.45093e+06	4.38898e+06	4.61491e+06	4.52487e+06	4.34205e+06
P0AF12	P0AF12		mtnN		1.89254e+07	1.85336e+07	1.87727e+07	1.84142e+07	1.8634e+07	1.89883e+07
P0AF18	P0AF18		nagA		3.01941e+06	3.04858e+06	3.10071e+06	3.1103e+06	3.14167e+06	2.9675e+06
P0AF20	P0AF20		nagC		948931	928483	988626	963040	980499	944720
P0AF24	P0AF24		nagD		2.02007e+06	2.03458e+06	2.21822e+06	2.01265e+06	1.98816e+06	2.01895e+06
P0AF26	P0AF26		narJ		1.45686e+06	1.29229e+06	1.37596e+06	1.43041e+06	1.46362e+06	1.43556e+06
P0AF28	P0AF28		narL		6.74578e+06	6.65612e+06	6.58657e+06	6.48214e+06	6.56402e+06	6.81856e+06
P0AF36	P0AF36		zapB		6.72968e+06	7.39277e+06	7.3069e+06	6.5885e+06	6.67873e+06	7.2815e+06
P0AF48	P0AF48		yjbQ		1.09384e+06	1.33412e+06	1.36764e+06	1.34245e+06	1.29231e+06	1.23696e+06
P0AF50	P0AF50		yjbR		6.86143e+06	6.78124e+06	6.54471e+06	6.85652e+06	6.65217e+06	6.67556e+06
P0AF52	P0AF52		yjcD		511433	447642	414508	587532	462490	516829
P0AF59	P0AF59		yjdI		618114	556889	743460	604262	619856	613150
P0AF61	P0AF61		yjdK		2.18037e+06	1.67509e+06	1.57766e+06	1.74718e+06	1.45721e+06	1.57679e+06
P0AF63	P0AF63		nsrR		1.85717e+06	1.81452e+06	1.73334e+06	1.88998e+06	1.83626e+06	1.82412e+06
P0AF67	P0AF67		yjeE		3.93992e+06	3.90192e+06	3.90567e+06	3.93257e+06	3.71037e+06	3.71378e+06
P0AF70	P0AF70		yjeI		9.50769e+06	9.56713e+06	1.02499e+07	8.19122e+06	9.353e+06	1.01958e+07
P0AF90	P0AF90		rraB		6.8092e+06	7.17124e+06	7.11337e+06	6.54793e+06	6.42807e+06	6.62948e+06
P0AF93	P0AF93		ridA		1.32113e+08	1.19836e+08	1.2168e+08	1.32941e+08	1.27631e+08	1.17946e+08
P0AF96	P0AF96		tabA		2.90514e+06	3.02289e+06	3.00713e+06	2.83304e+06	2.97727e+06	2.91677e+06
P0AF98	P0AF98		lptF		1.09436e+06	1.11959e+06	1.17198e+06	1.15623e+06	1.10045e+06	1.06244e+06
P0AFA7	P0AFA7		nhaB		511429	542578	517287	542383	391280	378270
P0AFB1	P0AFB1		nlpI		1.77983e+06	1.69158e+06	1.64121e+06	1.85769e+06	1.7571e+06	1.60772e+06
P0AFB5	P0AFB5		glnL		4.10803e+06	4.38761e+06	4.2013e+06	4.02308e+06	3.64085e+06	3.88131e+06
P0AFB8	P0AFB8		glnG		1.08804e+07	1.10943e+07	1.08219e+07	1.05798e+07	1.09753e+07	1.08992e+07
P0AFC0	P0AFC0		nudB		517694	423096	516746	549618	499315	486990
P0AFC3	P0AFC3		nuoA		2.09845e+06	2.07397e+06	2.25932e+06	2.01339e+06	2.13134e+06	2.229e+06
P0AFC7	P0AFC7		nuoB		3.87192e+06	4.22971e+06	4.2197e+06	3.75225e+06	4.1737e+06	4.45948e+06
P0AFD1	P0AFD1		nuoE		2.70348e+06	2.85746e+06	2.75925e+06	2.68946e+06	2.6078e+06	2.75754e+06
P0AFD4	P0AFD4		nuoH		2.62311e+06	2.62008e+06	2.5436e+06	2.63369e+06	2.65062e+06	2.41822e+06
P0AFD6	P0AFD6		nuoI		8.72629e+06	8.19493e+06	8.17928e+06	8.60339e+06	8.36501e+06	8.40556e+06
P0AFF2	P0AFF2		nupC		615707	636567	554191	544520	545463	591818
P0AFF6	P0AFF6		nusA		1.77497e+07	1.83393e+07	1.80472e+07	1.74612e+07	1.7735e+07	1.83113e+07
P0AFG0	P0AFG0		nusG		1.40384e+07	1.34446e+07	1.38107e+07	1.40778e+07	1.33806e+07	1.28725e+07
P0AFG3	P0AFG3		sucA		9.10166e+06	9.00024e+06	9.0512e+06	9.14222e+06	9.14631e+06	9.04847e+06
P0AFG6	P0AFG6		sucB		8.50446e+06	8.66749e+06	8.37556e+06	8.4221e+06	8.5173e+06	8.54692e+06
P0AFG8	P0AFG8		aceE		1.45532e+08	1.47182e+08	1.4707e+08	1.47999e+08	1.45189e+08	1.45942e+08
P0AFH8	P0AFH8		osmY		2.65216e+07	2.56195e+07	2.64298e+07	2.61904e+07	2.53199e+07	2.57045e+07
P0AFI0	P0AFI0		oxc		1.16256e+06	1.15437e+06	1.19064e+06	1.09835e+06	1.15534e+06	1.15354e+06
P0AFI2	P0AFI2		parC		3.94689e+06	3.98165e+06	3.90792e+06	3.85077e+06	3.7483e+06	3.86505e+06
P0AFI5	P0AFI5		pbpG		2.43525e+06	2.35145e+06	2.29998e+06	2.07818e+06	2.34095e+06	2.33153e+06
P0AFI7	P0AFI7		pdxH		3.32375e+06	3.3655e+06	3.36942e+06	3.23895e+06	3.19018e+06	3.45399e+06
P0AFJ1	P0AFJ1		phnA		1.91088e+06	2.06748e+06	2.06891e+06	1.98635e+06	1.95358e+06	2.03641e+06
P0AFJ7	P0AFJ7		pitA		1.62214e+06	1.73385e+06	1.73207e+06	1.79655e+06	1.88221e+06	1.80318e+06
P0AFK0	P0AFK0		pmbA		5.81131e+06	5.88444e+06	5.89606e+06	5.83354e+06	5.82818e+06	6.04856e+06
P0AFK9	P0AFK9		potD		7.36559e+06	7.68784e+06	7.99973e+06	7.30685e+06	7.26408e+06	7.87701e+06
P0AFL3	P0AFL3		ppiA		4.3542e+06	4.09291e+06	4.0528e+06	4.36129e+06	4.34846e+06	3.96123e+06
P0AFL6	P0AFL6		ppx		1.62108e+06	1.55115e+06	1.59091e+06	1.55273e+06	1.48423e+06	1.44003e+06
P0AFM2	P0AFM2		proX		1.56756e+06	1.44334e+06	1.52474e+06	1.51893e+06	1.48116e+06	1.48237e+06
P0AFM6	P0AFM6		pspA		4.29422e+06	4.21072e+06	4.25964e+06	4.22609e+06	4.28154e+06	4.15751e+06
P0AFM9	P0AFM9		pspB		1.0769e+06	1.4085e+06	1.16546e+06	1.076e+06	1.31093e+06	1.21149e+06
P0AFP4	P0AFP4		ybbO		725679	705222	723760	731263	715421	704301
P0AFP6	P0AFP6		ybgI		7.28975e+06	7.42052e+06	7.35972e+06	7.56059e+06	7.52628e+06	7.44788e+06
P0AFP9	P0AFP9		ybhR			250951	254745	231920	289924	231055
P0AFQ7	P0AFQ7		ycfH		5.51723e+06	5.56813e+06	5.35263e+06	5.48586e+06	5.08388e+06	5.2067e+06
P0AFR0	P0AFR0		rssA		2.41674e+06	2.29399e+06	2.12568e+06	2.32691e+06	2.237e+06	
P0AFR4	P0AFR4		yciO		6.59301e+06	6.4268e+06	6.51295e+06	6.67792e+06	6.72169e+06	6.35505e+06
P0AFT5	P0AFT5		yehT		859973	934055	871403	873835	1.08755e+06	1.02781e+06
P0AFU4	P0AFU4		glrR		660254	723068	707379	693627	738156	693838
P0AFU8	P0AFU8		ribC		9.19576e+06	9.26616e+06	8.83318e+06	9.31017e+06	8.80464e+06	9.07502e+06
P0AFW8	P0AFW8		rof		4.06145e+06	3.87501e+06	3.96891e+06	4.16796e+06	3.98807e+06	4.06299e+06
P0AFX0	P0AFX0		hpf		620009	683038	732894	675455	751934	836321
P0AFX4	P0AFX4		rsd		323812	353475	415306	353023	344637	354545
P0AFX7	P0AFX7		rseA		1.00424e+06	1.06234e+06	993019	988757	1.05751e+06	1.05707e+06
P0AFX9	P0AFX9		rseB		3.19072e+06	3.0076e+06	2.90765e+06	3.13977e+06	3.16724e+06	3.06207e+06
P0AFY8	P0AFY8		seqA		1.01485e+07	9.72489e+06	9.756e+06	9.69576e+06	9.89869e+06	9.71304e+06
P0AFZ1	P0AFZ1		sseB		2.35877e+06	2.49698e+06	2.51217e+06	2.4294e+06	2.46124e+06	2.43181e+06
P0AFZ3	P0AFZ3		sspB		1.32769e+07	1.28229e+07	1.30277e+07	1.3077e+07	1.31429e+07	1.31737e+07
P0AG00	P0AG00		wzzE		3.43017e+06	3.29524e+06	3.29606e+06	3.21235e+06	3.23821e+06	3.26004e+06
P0AG07	P0AG07		rpe		1.29942e+07	1.26337e+07	1.28385e+07	1.30329e+07	1.2629e+07	1.30498e+07
P0AG14	P0AG14		sohB		1.54111e+06	1.5955e+06	1.60077e+06	1.55842e+06	1.57636e+06	1.55509e+06
P0AG16	P0AG16		purF		1.00279e+06	1.02199e+06	1.03539e+06	1.00969e+06	1.01351e+06	1.08205e+06
P0AG18	P0AG18		purE		1.31464e+06	1.14815e+06	1.32917e+06	1.24711e+06	1.14818e+06	1.69486e+06
P0AG20	P0AG20		relA		3.40056e+06	3.49141e+06	3.24058e+06	3.32019e+06	3.32725e+06	3.25693e+06
P0AG24	P0AG24		spoT		1.29429e+06	1.39573e+06	1.24894e+06	1.30294e+06	1.33262e+06	1.31361e+06
P0AG27	P0AG27		yibN		1.63288e+07	1.61879e+07	1.57939e+07	1.5922e+07	1.60404e+07	1.60177e+07
P0AG30	P0AG30		rho		2.3501e+07	2.26511e+07	2.28615e+07	2.32459e+07	2.32406e+07	2.33526e+07
P0AG40	P0AG40		ribF		2.51672e+06	2.46876e+06	2.63602e+06	2.57723e+06	2.64855e+06	2.51095e+06
P0AG44	P0AG44		rplQ		2.47528e+08	2.70689e+08	2.66034e+08	2.5124e+08	2.40917e+08	2.66768e+08
P0AG48	P0AG48		rplU		9.83676e+07	9.98907e+07	1.01215e+08	1.04673e+08	9.85971e+07	9.90514e+07
P0AG51	P0AG51		rpmD		9.23564e+07	9.71911e+07	9.47455e+07	8.91722e+07	8.75695e+07	9.1326e+07
P0AG55	P0AG55		rplF		2.14961e+08	2.14763e+08	2.1388e+08	2.163e+08	2.13578e+08	2.14027e+08
P0AG59	P0AG59		rpsN		1.81609e+07	1.87411e+07	1.89335e+07	1.80756e+07	1.83759e+07	1.93168e+07
P0AG63	P0AG63		rpsQ		2.80536e+08	2.69697e+08	2.59086e+08	2.87052e+08	2.79075e+08	2.66569e+08
P0AG67	P0AG67		rpsA		3.18531e+08	3.26514e+08	3.3265e+08	3.19355e+08	3.21054e+08	3.35202e+08
P0AG71	P0AG71		rmuC		1.17816e+06	1.20772e+06	1.2152e+06	1.25127e+06	1.33888e+06	1.25712e+06
P0AG78	P0AG78		sbp		846763	879782	845981	884466	938941	892244
P0AG80	P0AG80		ugpB		622691	412679	494552	580434	469291	545776
P0AG82	P0AG82		pstS		4.73127e+06	4.5075e+06	4.58907e+06	4.75248e+06	4.515e+06	4.52978e+06
P0AG84	P0AG84		yghA		911723	799576	858624	934326	977172	828867
P0AG86	P0AG86		secB		1.93083e+07	1.87904e+07	1.89774e+07	1.88331e+07	1.9611e+07	1.94485e+07
P0AG90	P0AG90		secD		2.47459e+07	2.41208e+07	2.44377e+07	2.44359e+07	2.49783e+07	2.46296e+07
P0AG93	P0AG93		secF		1.5434e+06	1.2812e+06	1.42774e+06	1.3028e+06	1.32476e+06	1.27539e+06
P0AG96	P0AG96		secE		1.17856e+06	1.28956e+06	1.25714e+06	1.2432e+06	1.26982e+06	1.23684e+06
P0AG99	P0AG99		secG		5.53857e+06	6.31467e+06	6.34756e+06	5.53466e+06	5.58934e+06	6.30326e+06
P0AGA2	P0AGA2		secY		3.98137e+06	4.07957e+06	4.09733e+06	4.05853e+06	4.04845e+06	4.15512e+06
P0AGB0	P0AGB0		serB		2.47389e+06	2.4311e+06	2.47178e+06	2.53481e+06	2.50298e+06	2.49983e+06
P0AGB6	P0AGB6		rpoE		3.75877e+06	3.72379e+06	3.73576e+06	3.84695e+06	3.68233e+06	3.63207e+06
P0AGC3	P0AGC3		slt		1.51603e+06	1.46848e+06	1.52525e+06	1.53084e+06	1.5495e+06	1.47656e+06
P0AGD1	P0AGD1		sodC		781861	884236	887052	838500	776738	872365
P0AGD3	P0AGD3		sodB		5.80949e+07	6.13253e+07	6.1814e+07	5.69969e+07	5.85422e+07	6.41268e+07
P0AGD7	P0AGD7		ffh		4.98349e+06	4.9176e+06	4.98996e+06	5.02922e+06	5.11539e+06	4.99621e+06
P0AGE0	P0AGE0		ssb		3.07191e+07	2.99496e+07	2.9936e+07	3.0486e+07	3.09012e+07	3.07145e+07
P0AGE6	P0AGE6		yieF		9.65303e+06	1.02325e+07	1.01536e+07	9.74246e+06	9.31892e+06	9.78693e+06
P0AGE9	P0AGE9		sucD		7.24865e+06	7.33592e+06	7.21393e+06	7.26822e+06	7.26721e+06	7.37161e+06
P0AGF2	P0AGF2		ygdK		1.44881e+06	1.5553e+06	1.69781e+06	1.5158e+06	1.51831e+06	1.56531e+06
P0AGF6	P0AGF6		tdcB		781630	804190	708152	811972	742277	754364
P0AGG0	P0AGG0		thiL		3.50847e+06	3.35996e+06	3.40907e+06	3.46557e+06	3.72477e+06	3.26398e+06
P0AGG2	P0AGG2		tesB		2.30655e+06	2.71195e+06	2.75339e+06	2.35324e+06	2.07281e+06	2.90169e+06
P0AGG4	P0AGG4		trxC		5.4411e+06	5.09863e+06	5.35922e+06	4.86778e+06	5.90678e+06	5.37753e+06
P0AGG8	P0AGG8		tldD		3.17423e+06	3.04559e+06	3.13593e+06	3.10129e+06	3.07e+06	3.07412e+06
P0AGI8	P0AGI8		trkA		1.03521e+06	1.05183e+06	1.37022e+06	1.1119e+06	1.29455e+06	1.21922e+06
P0AGJ2	P0AGJ2		trmH		1.56953e+06	1.50777e+06	1.51634e+06	1.56935e+06	1.57755e+06	1.55878e+06
P0AGJ5	P0AGJ5		yfiF		1.16531e+07	1.16241e+07	1.17093e+07	1.16423e+07	1.16688e+07	1.15028e+07
P0AGJ7	P0AGJ7		trmL		2.46442e+06	2.31149e+06	2.41692e+06	2.44236e+06	2.4071e+06	2.32711e+06
P0AGJ9	P0AGJ9		tyrS		1.18734e+07	1.21235e+07	1.20052e+07	1.211e+07	1.1919e+07	1.22659e+07
P0AGK4	P0AGK4		yhbY		1.59633e+07	1.54506e+07	1.55796e+07	1.57353e+07	1.62834e+07	1.57222e+07
P0AGK8	P0AGK8		iscR		2.42539e+06	2.16399e+06	2.37071e+06	2.22408e+06	2.51769e+06	2.37149e+06
P0AGL2	P0AGL2		tdcF		1.00511e+06	978082	967360	1.03446e+06	1.00608e+06	1.08709e+06
P0AGL5	P0AGL5		ratA		555038	656959	676706	645281	655236	633434
P0AGL7	P0AGL7		rsmE		4.11671e+06	4.1398e+06	4.06541e+06	4.16944e+06	4.14193e+06	4.22334e+06
P0AGM5	P0AGM5		sirB1		433037	392837	425558	460247	333321	403435
P0C018	P0C018		rplR		3.00895e+07	2.95795e+07	2.93761e+07	3.33022e+07	3.13996e+07	2.98566e+07
P0C037	P0C037		yaiE		1.14543e+07	1.20394e+07	1.26158e+07	1.19948e+07	1.08418e+07	1.22519e+07
P0C054	P0C054		ibpA		4.86397e+06	4.8221e+06	5.05811e+06	4.81907e+06	4.84979e+06	4.96745e+06
P0C058	P0C058		ibpB		1.19984e+06	1.11183e+06	1.1636e+06	1.16891e+06	1.17282e+06	1.40264e+06
P0C093	P0C093		slmA		3.57274e+06	3.73848e+06	3.6094e+06	3.617e+06	3.61613e+06	3.80645e+06
P0C0K3	P0C0K3		rdoA		2.28513e+06	2.29715e+06	2.28517e+06	2.32483e+06	2.10812e+06	2.29735e+06
P0C0L2	P0C0L2		osmC		5.85489e+06	6.13234e+06	6.04983e+06	5.99664e+06	5.98183e+06	6.02179e+06
P0C0L7	P0C0L7		proP		2.60738e+06	2.52526e+06	2.50541e+06	2.53317e+06	2.44548e+06	2.45955e+06
P0C0L9	P0C0L9		iscX		1.70413e+06	1.65745e+06	1.63832e+06	1.66504e+06	1.76782e+06	1.6827e+06
P0C0R7	P0C0R7		rlmE		4.28665e+06	4.35569e+06	4.40903e+06	4.12276e+06	4.32081e+06	4.36878e+06
P0C0S1	P0C0S1		mscS		8.66178e+06	8.54642e+06	8.99482e+06	8.64425e+06	8.57695e+06	8.95803e+06
