Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P0A8N0	MATP_ECOLI	matP	Macrodomain Ter protein	2	2	3.40719e+06	3.65092e+06	2.8974e+06	2.83376e+06	3.45102e+06	3.79265e+06
P0A8N3	SYK1_ECOLI	lysS	Lysine--tRNA ligase	34	22	2.41118e+08	2.43297e+08	2.4052e+08	2.36811e+08	2.39208e+08	2.41475e+08
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	19	19	1.42843e+08	1.44897e+08	1.44792e+08	1.43585e+08	1.47228e+08	1.42937e+08
P0A8N7	EPMA_ECOLI	epmA	Elongation factor P--(R)-beta-lysine ligase	7	7	1.33649e+07	1.30956e+07	1.32717e+07	1.35049e+07	1.27821e+07	1.3383e+07
P0A8P1	LFTR_ECOLI	aat	Leucyl/phenylalanyl-tRNA--protein transferase	2	2	728218	467276				
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	9	9	5.72593e+07	6.03844e+07	5.78308e+07	6.03951e+07	5.78082e+07	5.77464e+07
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	3	3	803927	946975	787637	839069	795991	803065
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2	1.37824e+07	1.50656e+07	1.41424e+07	1.41725e+07	1.47724e+07	1.35412e+07
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	6	6	9.13774e+07	8.30847e+07	9.07674e+07	8.24009e+07	8.89472e+07	8.20754e+07
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	1	1	1.5001e+06	1.66231e+06	1.70965e+06	1.70428e+06	1.67913e+06	1.65125e+06
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	5	5	4.01348e+06	3.61302e+06	3.74402e+06	3.57044e+06	3.94832e+06	3.36861e+06
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	5	5	1.04453e+07	1.11301e+07	1.04717e+07	1.04348e+07	1.12568e+07	1.13934e+07
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	4	4	4.28274e+07	4.22429e+07	4.20806e+07	4.19874e+07	4.22529e+07	4.06474e+07
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	82	82	2.49527e+08	2.49661e+08	2.49288e+08	2.49352e+08	2.46798e+08	2.48982e+08
P0A8U0	SYDP_ECOLI	syd	Protein syd	4	4	2.66694e+06	3.43588e+06	2.61795e+06	3.64933e+06	2.69128e+06	4.10383e+06
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5	4.0653e+07	3.90076e+07	4.0813e+07	3.91971e+07	3.97089e+07	3.91665e+07
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	2	2	377051	488590	439383	467185	425556	
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	81	81	2.47545e+08	2.49039e+08	2.47805e+08	2.49313e+08	2.46817e+08	2.46504e+08
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	11	11	2.22999e+07	2.31254e+07	2.54379e+07	2.30611e+07	2.25885e+07	2.45448e+07
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	8	8	9.01575e+06	9.52181e+06	8.99648e+06	9.62128e+06	9.24889e+06	9.71308e+06
P0A8W2	SLYA_ECOLI	slyA	Transcriptional regulator SlyA	4	4	4.29945e+07	4.15247e+07	4.32187e+07	3.94241e+07	4.15189e+07	4.34487e+07
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	6	6	1.54614e+07	1.67706e+07	1.63128e+07	1.75915e+07	1.64761e+07	1.79884e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.09733e+08	1.08555e+08	1.06639e+08	1.05263e+08	1.0858e+08	1.05856e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14	4.0573e+07	3.93881e+07	4.1043e+07	3.99677e+07	4.08955e+07	3.93868e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	6	6	6.46311e+06	6.747e+06	6.35719e+06	6.48467e+06	6.46867e+06	6.65007e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	5.80414e+06	6.34862e+06	5.96792e+06	6.17199e+06	6.85319e+06	6.03434e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	6	6	8.94254e+06	9.90587e+06	9.10182e+06	9.25681e+06	9.17321e+06	9.52662e+06
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	9	9	4.7887e+07	4.65062e+07	4.67891e+07	4.61531e+07	4.77072e+07	4.5712e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.73431e+07	1.69203e+07	1.70074e+07	1.69486e+07	1.75922e+07	1.68888e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	2	2	2.20002e+06	4.38302e+06	3.90079e+06	4.33076e+06	4.09159e+06	4.40091e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	3	3	2.44663e+06	2.18616e+06	2.8378e+06	2.55412e+06	2.72742e+06	2.56586e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.43978e+08	1.44639e+08	1.4524e+08	1.41755e+08	1.46604e+08	1.45124e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.72101e+08	1.69678e+08	1.76352e+08	1.7276e+08	1.77456e+08	1.68548e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.50809e+07	3.13482e+07	2.73539e+07	2.93777e+07	2.63805e+07	2.98814e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	2.91301e+09	2.88309e+09	2.94175e+09	2.90055e+09	2.82689e+09	2.92997e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	4.24784e+08	4.09397e+08	4.20202e+08	4.06786e+08	4.34703e+08	4.03276e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	7	7	1.009e+08	1.22976e+08	1.02453e+08	1.16845e+08	1.00582e+08	1.16575e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.66712e+08	1.59402e+08	1.6162e+08	1.57415e+08	1.63863e+08	1.57894e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	8.94249e+06	9.27238e+06	9.71934e+06	9.52962e+06	8.93213e+06	9.21563e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.00672e+08	1.06679e+08	1.01429e+08	1.0514e+08	1.01299e+08	1.0379e+08
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	13	13	6.39679e+07	6.35854e+07	6.4017e+07	6.00554e+07	6.74631e+07	6.35861e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.99046e+07	2.15601e+07	2.05665e+07	2.1011e+07	1.99304e+07	2.08786e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.1447e+08	1.12294e+08	1.14387e+08	1.10906e+08	1.17954e+08	1.06691e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	40	40	8.10275e+07	7.95887e+07	8.08322e+07	8.03222e+07	8.13834e+07	7.96412e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	5	5	1.92869e+06	3.0061e+06	2.55515e+06	2.80682e+06	2.68953e+06	3.07318e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	856756	925570	796874	949636	900982	912657
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4	4.37071e+06	4.62046e+06	4.109e+06	4.94259e+06	4.5626e+06	4.5951e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	15	15	1.70187e+08	1.68704e+08	1.69157e+08	1.68419e+08	1.72107e+08	1.7259e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	8	8	1.73745e+08	1.69924e+08	1.77433e+08	1.65024e+08	1.70968e+08	1.68736e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	9.16509e+06	8.08277e+06	8.57584e+06	8.37401e+06	8.87939e+06	8.22852e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	6.87794e+06	6.74275e+06	6.89294e+06	7.22585e+06	7.00335e+06	7.19911e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.52867e+07	5.18373e+07	5.47254e+07	5.06885e+07	5.22846e+07	5.16506e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.0563e+07	8.69892e+06	1.01847e+07	1.06732e+07	1.01921e+07	1.04323e+07
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.31575e+09	1.26988e+09	1.30415e+09	1.2769e+09	1.31449e+09	1.26381e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	1.3587e+07	1.71458e+07	1.66232e+07	1.61813e+07	1.49088e+07	1.62037e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	12	12	2.41886e+07	2.42752e+07	2.39666e+07	2.32318e+07	2.36749e+07	2.27475e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	13	13	3.59506e+07	3.59195e+07	3.70949e+07	3.58838e+07	3.70969e+07	3.57192e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	9.78349e+07	1.02583e+08	9.8572e+07	1.01495e+08	9.84289e+07	9.99257e+07
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	10	10	1.21009e+07	1.20163e+07	1.20748e+07	1.20639e+07	1.21793e+07	1.1754e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.76502e+08	2.62899e+08	2.69227e+08	2.68036e+08	2.63301e+08	2.67765e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	4	4	2.16719e+06	2.18017e+06	2.25386e+06	2.26315e+06	2.15553e+06	2.30262e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.2618e+08	1.31736e+08	1.278e+08	1.27998e+08	1.30168e+08	1.23593e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.08828e+08	1.1251e+08	1.08187e+08	1.13318e+08	1.12974e+08	1.08671e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	26	25	2.56621e+09	2.57986e+09	2.5752e+09	2.52809e+09	2.58074e+09	2.53129e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	7	7	7.62926e+06	7.58173e+06	7.33758e+06	7.25468e+06	7.70918e+06	7.36702e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	15	15	5.79858e+06	6.17368e+06	6.29812e+06	6.04067e+06	5.85288e+06	6.04237e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	3.34827e+07	3.29637e+07	3.29086e+07	3.29456e+07	3.3217e+07	3.18833e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	2.21165e+08	2.23926e+08	2.18394e+08	2.19802e+08	2.18864e+08	2.19711e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	13	13	2.08012e+07	2.07486e+07	2.12147e+07	1.96974e+07	2.0896e+07	1.96968e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	2.16895e+07	2.38419e+07	2.16023e+07	2.19809e+07	2.23856e+07	2.27557e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.57263e+07	1.54921e+07	1.60229e+07	1.53916e+07	1.49053e+07	1.5895e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.47419e+08	1.48384e+08	1.47732e+08	1.52306e+08	1.45227e+08	1.52804e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.57405e+07	3.54275e+07	3.63227e+07	3.52359e+07	3.6416e+07	3.54749e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	5.82986e+06	5.67394e+06	5.84768e+06	5.87024e+06	6.02474e+06	5.3554e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	12	12	1.4716e+07	1.48572e+07	1.51437e+07	1.50075e+07	1.52908e+07	1.48576e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	2	2	756023	1.15848e+06	765559	855124	857912	1.07622e+06
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.92682e+06	4.9428e+06	5.41326e+06	5.13989e+06	4.78691e+06	5.03296e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	10	10	2.68341e+07	2.72403e+07	2.72226e+07	2.68134e+07	2.53071e+07	2.75332e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	7	7	8.62245e+06	9.02687e+06	9.47152e+06	8.73489e+06	9.4296e+06	8.94931e+06
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	6	6	6.57489e+06	5.10981e+06	5.5968e+06	5.43261e+06	5.84788e+06	4.62257e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	5.3798e+06	4.70704e+06	4.39796e+06	4.18306e+06	4.70548e+06	4.96923e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	5.42572e+06	5.08608e+06	5.55456e+06	4.98008e+06	5.24507e+06	4.99055e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	12	12	1.75434e+07	1.76344e+07	1.83972e+07	1.76107e+07	1.76716e+07	1.82431e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	11	11	6.94787e+06	6.55272e+06	6.81272e+06	6.61489e+06	7.28215e+06	6.5222e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	15	15	3.70459e+07	3.45888e+07	3.70234e+07	3.52738e+07	3.72515e+07	3.54954e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	1.13992e+07	1.01411e+07	1.06466e+07	1.10184e+07	9.99214e+06	1.14402e+07
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.14767e+07	2.3939e+07	2.38805e+07	2.29508e+07	2.41411e+07	2.34939e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	4.4836e+07	4.53185e+07	4.50847e+07	4.60986e+07	4.70416e+07	4.36072e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	7.7696e+06	7.23976e+06	6.69074e+06	7.43083e+06	7.30983e+06	7.38847e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	9.58734e+06	1.04928e+07	1.12269e+07	1.1071e+07	1.08545e+07	1.06762e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	8.89812e+06	8.87908e+06	8.64145e+06	9.08294e+06	8.24792e+06	9.0537e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	15	15	3.0402e+07	3.13443e+07	2.95737e+07	3.09482e+07	3.08379e+07	3.03527e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	9.60676e+06	1.09441e+07	9.8356e+06	1.08257e+07	1.00746e+07	9.92598e+06
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	5.56756e+08	5.45588e+08	5.35063e+08	5.18872e+08	5.61085e+08	5.09368e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	10	10	1.36313e+08	1.37708e+08	1.37852e+08	1.33057e+08	1.38586e+08	1.31116e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.86829e+07	2.8133e+07	2.80881e+07	2.71007e+07	2.63576e+07	2.94407e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.5998e+07	1.95304e+07	1.70258e+07	1.76325e+07	1.91014e+07	1.65417e+07
P0A9M0	LON_ECOLI	lon	Lon protease	36	36	4.83131e+07	4.79061e+07	4.78404e+07	4.74609e+07	4.81144e+07	4.69156e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	3.14455e+07	3.53649e+07	3.26213e+07	3.46196e+07	3.27349e+07	3.40227e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.3769e+08	2.24354e+08	2.37578e+08	2.32713e+08	2.35649e+08	2.30417e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	33	33	2.38249e+08	2.44065e+08	2.3402e+08	2.40772e+08	2.40124e+08	2.34779e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	6	6	2.0062e+07	2.03908e+07	2.00192e+07	2.15163e+07	2.01534e+07	2.10321e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	4	4	1.03649e+06	1.12435e+06	1.27722e+06	1.298e+06	1.05005e+06	1.33872e+06
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	29	29	2.20816e+08	2.19121e+08	2.12336e+08	2.20705e+08	2.15495e+08	2.1829e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	7.57491e+07	7.22194e+07	7.43522e+07	7.39196e+07	7.69454e+07	7.27165e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	30	30	4.10362e+07	4.00253e+07	4.09551e+07	4.10363e+07	4.07781e+07	4.04565e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.61938e+08	2.79421e+08	2.64742e+08	2.70262e+08	2.76817e+08	2.67755e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.17115e+08	1.23718e+08	1.20599e+08	1.19873e+08	1.25719e+08	1.24063e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	9.05425e+08	9.07789e+08	8.92231e+08	8.95514e+08	8.94854e+08	8.99733e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	11	11	1.04243e+08	9.95431e+07	1.03965e+08	1.02168e+08	9.80348e+07	1.02135e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	7.1391e+07	7.39013e+07	7.03744e+07	6.69083e+07	7.68093e+07	6.55915e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.07365e+07	1.12742e+07	1.13215e+07	1.13761e+07	1.07095e+07	1.09666e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	2.14586e+06	1.83515e+06		2.09948e+06	1.97812e+06	2.28967e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	8.34266e+07	9.0304e+07	8.54494e+07	9.14718e+07	8.30949e+07	8.89153e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	11	11	4.74696e+07	4.9635e+07	4.73302e+07	4.80276e+07	4.90404e+07	4.86285e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.83642e+07	3.9678e+07	3.76559e+07	3.8173e+07	3.82928e+07	3.78082e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	5	5	5.12418e+06	4.30766e+06	4.62219e+06	3.73192e+06	5.12286e+06	4.80178e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	3	3	2.02102e+06	1.96022e+06	1.87313e+06	1.72251e+06	1.95587e+06	1.81988e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	2	2	1.19992e+06	1.51119e+06	1.76697e+06	1.20452e+06	1.71148e+06	1.67581e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	22	22	3.69373e+07	3.5977e+07	3.6418e+07	3.51374e+07	3.68464e+07	3.52565e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	11	11	2.45164e+07	2.28869e+07	2.36368e+07	2.29985e+07	2.31461e+07	2.3938e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	7.3526e+06		6.85986e+06	7.74776e+06	6.87748e+06	6.68695e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	28	28	6.92287e+07	6.92948e+07	6.93415e+07	7.22188e+07	6.99822e+07	6.95585e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.77689e+07	6.00294e+07	5.74957e+07	6.02486e+07	5.71107e+07	6.44688e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.72406e+07	1.86997e+07	1.91135e+07	1.84946e+07	1.92861e+07	1.86169e+07
P0A9X1	ZNUC_ECOLI	znuC	Zinc import ATP-binding protein ZnuC	2	2	339000	353504				
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	7.36797e+07	7.36491e+07	7.46995e+07	7.448e+07	7.38768e+07	7.45678e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.33279e+08	2.45173e+08	2.33871e+08	2.4065e+08	2.33696e+08	2.40955e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	7	7	1.21049e+09	1.17751e+09	1.22416e+09	1.16796e+09	1.23676e+09	1.15921e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	9.32969e+07	9.222e+07	8.3502e+07	9.03785e+07	9.56345e+07	8.48226e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	3.21385e+08	3.31386e+08	3.25422e+08	3.30095e+08	3.40062e+08	3.10895e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.35504e+08	6.9996e+08	6.41891e+08	6.74694e+08	6.60545e+08	6.76372e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	12	12	4.77918e+07	4.83835e+07	4.94778e+07	4.85604e+07	4.90951e+07	4.87126e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.35671e+08	3.67738e+08	3.30166e+08	3.59506e+08	3.48612e+08	3.67037e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	2	2	2.16422e+07	2.51596e+07	2.40016e+07	2.39916e+07	2.36993e+07	2.3249e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	2	2	1.41736e+06	1.35206e+06	1.67353e+06	1.39156e+06	1.51559e+06	1.68652e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	9.63764e+06	1.01408e+07	9.35112e+06	9.80891e+06	1.02416e+07	9.50588e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	2	2	2.44519e+07	2.11227e+07	2.13405e+07	2.13641e+07	2.46513e+07	2.15362e+07
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	7	7	1.96701e+07	2.03642e+07	2.11179e+07	1.99077e+07	2.15636e+07	1.99926e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	2.77854e+06	2.92216e+06	2.62732e+06	2.76449e+06	2.67924e+06	2.99747e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	3.52501e+06		3.27967e+06	3.85463e+06		3.51447e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	5.62965e+06	5.46931e+06	5.06168e+06	5.13413e+06	5.49068e+06	5.1353e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	4.84956e+06	4.62204e+06	4.89751e+06	5.123e+06	5.26288e+06	4.93523e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	1.00148e+06	759549	1.02445e+06	1.08812e+06	599780	1.1156e+06
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.51805e+06	4.43988e+06	4.24371e+06	4.21394e+06	4.74327e+06	4.25802e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	5.47213e+06	4.64839e+06	5.34929e+06	4.7448e+06	4.76903e+06	4.83349e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	6.33553e+07	6.92975e+07	6.15148e+07	6.29396e+07	6.39515e+07	6.43294e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.1449e+07	1.109e+07	1.22259e+07	1.16211e+07	1.23493e+07	1.176e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11	1.32628e+08	1.39481e+08	1.32471e+08	1.4016e+08	1.40921e+08	1.37362e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.91356e+07	2.07703e+07	2.03235e+07	1.84294e+07	1.93305e+07	1.84028e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	10	10	4.57661e+07	4.27006e+07	4.68913e+07	4.51068e+07	4.30681e+07	4.51988e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.81933e+07	3.87228e+07	3.89301e+07	3.7664e+07	3.80718e+07	3.93638e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	7.23154e+06	7.228e+06	4.96779e+06	6.91442e+06	6.06497e+06	7.31777e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	3	3	1.49346e+07	1.34111e+07	1.28424e+07	1.35928e+07	1.25006e+07	1.28918e+07
