Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				2.40256e+06	2.33467e+06	1.5332e+06	2.37626e+06	1.62293e+06	1.43204e+06
P00803	P00803		lepB		4.14065e+06	4.10929e+06	4.20554e+06	4.37772e+06	4.27992e+06	3.99047e+06
P00805	P00805		ansB		2.15115e+07	2.08533e+07	2.1348e+07	2.14876e+07	2.15309e+07	2.11821e+07
P00811	P00811		ampC		2.02297e+06	2.06981e+06	1.9687e+06	2.06928e+06	1.99165e+06	1.70872e+06
P00864	P00864		ppc		1.15388e+07	1.14972e+07	1.13725e+07	1.13628e+07	1.12314e+07	1.13151e+07
P00887	P00887		aroH		1.75932e+06	1.75721e+06	1.73274e+06	1.65728e+06	1.76137e+06	1.75897e+06
P00888	P00888		aroF		2.10231e+06	2.05778e+06	2.09517e+06	2.13912e+06	2.16188e+06	2.09847e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				7.61683e+06	7.40032e+06		7.47748e+06	2.89139e+06	
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				7.52844e+06	7.39822e+06		7.62776e+06		
P00934	P00934		thrC		4.56931e+06	4.62073e+06	4.76503e+06	4.58232e+06	4.45151e+06	4.76715e+06
P00935	P00935		metB		504548	598456	335527	478741	451956	306219
P00936	P00936		cyaA		1.00616e+06	945243	848869	974333	915990	843534
P00946	P00946		manA		1.16384e+07	1.1259e+07	1.14779e+07	1.16631e+07	1.13243e+07	1.19716e+07
P00954	P00954		trpS		1.17897e+07	1.17331e+07	1.15614e+07	1.18325e+07	1.14726e+07	1.13234e+07
P00956	P00956		ileS		2.05115e+07	2.00256e+07	1.9278e+07	2.0337e+07	1.9479e+07	1.95387e+07
P00957	P00957		alaS		1.80705e+07	1.79954e+07	1.76086e+07	1.82026e+07	1.77561e+07	1.72523e+07
P00959	P00959		metG		1.91e+07	1.90922e+07	1.86629e+07	1.94943e+07	1.84193e+07	1.86114e+07
P00960	P00960		glyQ		4.79256e+06	4.56e+06	5.06946e+06	4.77823e+06	4.95667e+06	4.93414e+06
P00961	P00961		glyS		1.3714e+07	1.35554e+07	1.30662e+07	1.34758e+07	1.3195e+07	1.33035e+07
P00962	P00962		glnS		1.42217e+07	1.40186e+07	1.36188e+07	1.41062e+07	1.37073e+07	1.36612e+07
P00963	P00963		asnA		1.48349e+07	1.50821e+07	1.40344e+07	1.5282e+07	1.41488e+07	1.42597e+07
P00968	P00968		carB		4.55768e+06	4.60573e+06	4.50593e+06	4.50331e+06	4.61787e+06	4.4818e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				4.20617e+06	4.20091e+06	2.7763e+06	4.2815e+06	2.83637e+06	3.40451e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				1.35622e+07	1.15931e+07		1.39652e+07		
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				1.68786e+07	1.64314e+07		1.73225e+07		
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				1.31503e+07	1.27615e+07		1.29625e+07		
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				2.83885e+06	2.80631e+06	758174	2.74346e+06		1.18062e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				1.85766e+07	1.82485e+07		1.91831e+07		
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				3.80558e+06	3.75426e+06		3.94594e+06		
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				5.30878e+06	5.34671e+06		5.49697e+06	5.20571e+06	3.96908e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				1.07033e+07	1.11446e+07		1.06283e+07		
P02358	P02358		rpsF		1.10185e+08	1.10247e+08	1.00849e+08	1.10186e+08	1.0195e+08	9.91736e+07
P02359	P02359		rpsG		1.28006e+08	1.30132e+08	1.25342e+08	1.29261e+08	1.24953e+08	1.25154e+08
P02413	P02413		rplO		1.1479e+08	1.1375e+08	1.19352e+08	1.13993e+08	1.18329e+08	1.19095e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				1.06122e+06	1.03661e+06		1.02632e+06		
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				2.90192e+06	2.99063e+06		2.98279e+06		
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				1.55359e+07	1.55128e+07		1.55186e+07	3.31257e+06	
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				1.03458e+07	1.00774e+07	3.00786e+06	1.08534e+07	6.91416e+06	6.17793e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				1.02112e+07	1.00184e+07		1.0202e+07	1.949e+06	
P02918	P02918		mrcA		1.35353e+06	1.37112e+06	1.43051e+06	1.35471e+06	1.39347e+06	1.40792e+06
P02919	P02919		mrcB		1.97804e+06	1.79661e+06	1.77072e+06	1.74907e+06	1.76156e+06	1.81842e+06
P02925	P02925		rbsB		1.43969e+07	1.42438e+07	1.46002e+07	1.44204e+07	1.47362e+07	1.45159e+07
P02930	P02930		tolC		2.40397e+07	2.38655e+07	2.52901e+07	2.46019e+07	2.59271e+07	2.46116e+07
P02931	P02931		ompF		3.65264e+07	3.59695e+07	3.88369e+07	3.68986e+07	4.08927e+07	3.85505e+07
P02942	P02942		tsr		1.11468e+07	1.11306e+07	1.0384e+07	1.11524e+07	1.03015e+07	1.06451e+07
P02943	P02943		lamB		1.62213e+06	1.58753e+06	1.39395e+06	1.60643e+06	1.456e+06	1.56322e+06
P03004	P03004		dnaA		2.43127e+06	2.33927e+06	2.49301e+06	2.36456e+06	2.44887e+06	2.57785e+06
P03018	P03018		uvrD		3.76373e+06	3.91785e+06	3.9769e+06	3.6792e+06	3.75281e+06	4.01464e+06
P03024	P03024		galR		1.45665e+06	1.43728e+06	1.48108e+06	1.50992e+06	1.49275e+06	1.19485e+06
P03817	P03817		mioC		7.47106e+06	7.44286e+06	7.29589e+06	6.97725e+06	6.91388e+06	7.25072e+06
P03841	P03841		malM		9.75968e+06	9.65578e+06	1.01578e+07	9.87031e+06	1.02693e+07	1.03396e+07
P04036	P04036		dapB		5.68436e+06	5.55708e+06	5.1244e+06	5.73615e+06	5.20207e+06	5.32572e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				4.55152e+06	4.543e+06		4.55646e+06		
P04079	P04079		guaA		2.04425e+07	2.04412e+07	2.00207e+07	2.05247e+07	2.04814e+07	2.04965e+07
P04335	P04335		frsA		4.5276e+06	4.48289e+06	4.56724e+06	4.49362e+06	4.42662e+06	4.6049e+06
P04425	P04425		gshB		8.92165e+06	8.72683e+06	8.62723e+06	8.99206e+06	8.6397e+06	8.67272e+06
P04693	P04693		tyrB		3.99574e+06	4.10809e+06	3.92585e+06	4.04305e+06	3.98252e+06	3.90777e+06
P04805	P04805		gltX		2.2696e+07	2.23762e+07	2.25301e+07	2.27877e+07	2.25223e+07	2.32926e+07
P04825	P04825		pepN		1.57934e+07	1.5482e+07	1.47907e+07	1.60852e+07	1.50982e+07	1.53771e+07
P04846	P04846		nlpA		3.42935e+06	3.26316e+06	3.23945e+06	3.40385e+06	3.37893e+06	3.48978e+06
P04949	P04949		fliC		3.46063e+07	3.45177e+07	3.66809e+07	3.63517e+07	3.8403e+07	3.69618e+07
P04951	P04951		kdsB		4.26896e+06	4.13193e+06	4.1004e+06	4.04453e+06	4.00947e+06	4.25764e+06
P04982	P04982		rbsD		1.28406e+06	1.32095e+06	1.31943e+06	1.34842e+06	1.36407e+06	1.30983e+06
P04995	P04995		sbcB		1.27189e+07	1.19916e+07	1.21227e+07	1.24652e+07	1.2546e+07	1.25014e+07
P05020	P05020		pyrC		3.65258e+06	3.62929e+06	3.60815e+06	3.70166e+06	3.51341e+06	3.68258e+06
P05041	P05041		pabB		1.80486e+06	1.73365e+06	1.6724e+06	1.66006e+06	1.55589e+06	1.66341e+06
P05055	P05055		pnp		3.84278e+07	3.85688e+07	3.68152e+07	3.86133e+07	3.72986e+07	3.69967e+07
P05100	P05100		tag		1.86368e+06	2.15333e+06	1.99656e+06	1.95074e+06	2.12582e+06	1.92078e+06
P05194	P05194		aroD		1.54016e+06	1.31708e+06	1.11113e+06	1.29342e+06	1.17781e+06	1.23539e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				9.33665e+06	9.78495e+06		9.36997e+06		
P05458	P05458		ptrA		910476	926350	1.01222e+06	962097	1.00851e+06	979250
P05459	P05459		pdxB		6.16186e+06	6.12428e+06	6.13268e+06	6.2045e+06	6.06404e+06	6.15216e+06
P05637	P05637		apaH		1.62256e+06	1.56187e+06	1.62126e+06	1.63293e+06	1.51332e+06	1.56981e+06
P05719	P05719		hsdS		1.2508e+06	1.21207e+06	1.32357e+06	1.3299e+06	1.35328e+06	1.21404e+06
P05791	P05791		ilvD		3.06556e+06	3.24951e+06	3.21869e+06	3.03433e+06	3.0165e+06	3.20289e+06
P05793	P05793		ilvC		7.30466e+06	7.22778e+06	7.20618e+06	7.22894e+06	7.29113e+06	7.31738e+06
P05825	P05825		fepA		1.63029e+06	1.59644e+06	1.62089e+06	1.64003e+06	1.66217e+06	1.62403e+06
P05852	P05852		gcp		2.68772e+06	2.50544e+06	2.73707e+06	2.69894e+06	2.58514e+06	2.5652e+06
P06129	P06129		btuB		1.33036e+07	1.34005e+07	1.29919e+07	1.33513e+07	1.33119e+07	1.33628e+07
P06149	P06149		dld		6.51655e+06	6.32745e+06	6.40671e+06	6.3519e+06	6.42808e+06	6.07431e+06
P06282	P06282		cdh		1.27641e+06	1.29444e+06	1.20546e+06	1.28951e+06	1.26517e+06	1.30438e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				5.55993e+06	5.41379e+06	3.21732e+06	5.52621e+06	3.03323e+06	2.58141e+06
P06610	P06610		btuE		8.61826e+06	8.26584e+06	7.3144e+06	8.42824e+06	7.36384e+06	7.58222e+06
P06612	P06612		topA		5.74875e+06	5.60729e+06	5.71483e+06	5.7572e+06	5.69036e+06	5.79149e+06
P06616	P06616		era		3.30738e+06	3.54948e+06	4.09202e+06	3.59808e+06	4.02119e+06	4.04783e+06
P06709	P06709		birA		1.07009e+06	951451	1.23767e+06	992516	1.16453e+06	1.26453e+06
P06710	P06710		dnaX		1.51406e+06	1.47565e+06	1.51996e+06	1.4825e+06	1.53541e+06	1.54689e+06
P06715	P06715		gor		3.56381e+06	3.3625e+06	3.31572e+06	3.55062e+06	3.46015e+06	3.43726e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				5.33642e+06	5.19355e+06	937150	5.40054e+06		
P06846	P06846		ebgR		1.40031e+06	1.31947e+06	1.40191e+06	1.22697e+06	1.40423e+06	1.32429e+06
P06959	P06959		aceF		5.9594e+07	5.92317e+07	5.93781e+07	6.00282e+07	5.90685e+07	5.86713e+07
P06961	P06961		cca		1.09894e+06	1.18207e+06	1.13422e+06	1.16578e+06	1.00753e+06	1.09745e+06
P06968	P06968		dut		8.27966e+06	7.99511e+06	8.11241e+06	8.15078e+06	8.48127e+06	7.95611e+06
P06971	P06971		fhuA		1.41786e+07	1.39716e+07	1.41135e+07	1.38357e+07	1.38645e+07	1.41646e+07
P06974	P06974		fliM		1.53691e+06	1.51239e+06	1.59636e+06	1.53738e+06	1.72251e+06	1.69004e+06
P06983	P06983		hemC		1.07999e+07	1.13009e+07	1.11987e+07	1.10158e+07	1.12433e+07	1.1011e+07
P06986	P06986		hisC		4.43893e+06	4.43331e+06	4.61586e+06	4.4766e+06	4.5049e+06	4.27783e+06
P06987	P06987		hisB		1.19204e+06	1.18816e+06	1.1257e+06	1.24707e+06	1.24025e+06	1.13803e+06
P06988	P06988		hisD		992391	834320	949863	972204	1.00999e+06	1.04099e+06
P06992	P06992		rsmA		2.28293e+06	2.31245e+06	2.17677e+06	2.21484e+06	2.16837e+06	2.17141e+06
P06996	P06996		ompC		2.89515e+08	2.74793e+08	3.03644e+08	2.91266e+08	3.03308e+08	2.9228e+08
P06999	P06999		pfkB		1.22007e+06	1.27888e+06	1.20976e+06	1.17083e+06	1.28794e+06	1.11498e+06
P07000	P07000		pldB		565801	591837	545457	599194	568563	572755
P07001	P07001		pntA		2.60348e+06	2.61652e+06	2.70065e+06	2.63945e+06	2.66492e+06	2.70928e+06
P07003	P07003		poxB		2.74137e+06	2.62885e+06	2.51038e+06	2.73343e+06	2.60111e+06	2.58472e+06
P07004	P07004		proA		4.96842e+06	4.83473e+06	4.97451e+06	4.99235e+06	4.9735e+06	4.85522e+06
P07012	P07012		prfB		8.9719e+06	8.96342e+06	8.7135e+06	9.11053e+06	9.00495e+06	8.74899e+06
P07014	P07014		sdhB		1.71736e+06	1.71019e+06	1.75023e+06	1.72041e+06	1.73248e+06	1.6406e+06
P07017	P07017		tar		3.46362e+06	3.4473e+06	3.48099e+06	3.38597e+06	3.5159e+06	3.38608e+06
P07021	P07021		yfiB		1.06336e+06	1.07822e+06	878309	986474	859444	865917
P07023	P07023		tyrA		2.58008e+06	2.7483e+06	2.53723e+06	2.4891e+06	2.52417e+06	2.48785e+06
P07024	P07024		ushA		4.82889e+06	4.8551e+06	4.93675e+06	4.73678e+06	4.8333e+06	4.86132e+06
P07026	P07026		sdiA		1.83552e+06	1.78997e+06	1.83761e+06	1.71261e+06	1.68783e+06	1.76633e+06
P07118	P07118		valS		2.33392e+07	2.29311e+07	2.24377e+07	2.29176e+07	2.27459e+07	2.2653e+07
P07330	P07330		cheB		1.11168e+06	1.08388e+06	1.25774e+06	1.14185e+06	1.22622e+06	1.23414e+06
P07363	P07363		cheA		2.29651e+06	2.20222e+06	2.21545e+06	2.25883e+06	2.17964e+06	2.23676e+06
P07395	P07395		pheT		1.57057e+07	1.56245e+07	1.56505e+07	1.57759e+07	1.56155e+07	1.56682e+07
P07604	P07604		tyrR		2.41128e+06	2.36104e+06	2.53481e+06	2.40256e+06	2.39855e+06	2.58891e+06
P07639	P07639		aroB		3.19927e+06	3.44733e+06	3.34558e+06	3.24175e+06	3.35162e+06	3.26809e+06
P07649	P07649		truA		1.91046e+06	1.90782e+06	1.85797e+06	1.90104e+06	1.96449e+06	1.83824e+06
P07650	P07650		deoA		6.15733e+06	6.2856e+06	6.00732e+06	6.2689e+06	6.17622e+06	6.2071e+06
P07658	P07658		fdhF		934583	921392	927176	941318	951802	915695
P07762	P07762		glgB		3.40104e+06	3.35529e+06	3.25452e+06	3.23586e+06	3.05078e+06	3.23506e+06
P07813	P07813		leuS		1.51425e+07	1.50362e+07	1.4404e+07	1.52234e+07	1.43452e+07	1.45665e+07
P07822	P07822		fhuD		448198	402526	422797	415003	338517	430651
P07862	P07862		ddlB		2.39598e+06	2.27142e+06	2.27975e+06	2.3739e+06	2.36623e+06	2.44393e+06
P07913	P07913		tdh		3.63118e+06	3.67717e+06	3.58144e+06	3.79597e+06	3.67751e+06	3.48838e+06
P08178	P08178		purM		1.69548e+06	1.75233e+06	1.63487e+06	1.76818e+06	1.74526e+06	1.68172e+06
P08179	P08179		purN		1.21877e+06	1.34735e+06	1.19159e+06	1.21381e+06	1.25214e+06	1.01511e+06
P08189	P08189		fimF		1.39902e+06	1.2369e+06	1.14297e+06	1.43879e+06	1.2318e+06	1.35044e+06
P08190	P08190		fimG		612026	499179	597542	588831	646768	613064
P08191	P08191		fimH		3.08889e+06	2.83524e+06	3.06413e+06	2.83138e+06	2.97226e+06	2.93369e+06
P08192	P08192		folC		3.23249e+06	3.20378e+06	3.24125e+06	3.21097e+06	3.28496e+06	3.16584e+06
P08200	P08200		icd		2.41887e+07	2.33208e+07	2.22344e+07	2.4314e+07	2.25532e+07	2.28396e+07
P08201	P08201		nirB		5.36199e+06	5.26271e+06	5.2405e+06	5.24421e+06	5.21837e+06	5.20912e+06
P08244	P08244		pyrF		7.4568e+06	7.3032e+06	7.71631e+06	7.53189e+06	7.51113e+06	7.57995e+06
P08245	P08245		yciH		700612	687932	659354	681737	699067	613804
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				6.41474e+06	6.4621e+06	5.13855e+06	6.38275e+06	4.6945e+06	5.55622e+06
P08312	P08312		pheS		1.35514e+07	1.32841e+07	1.39087e+07	1.37494e+07	1.38169e+07	1.35934e+07
P08331	P08331		cpdB		2.54106e+06	2.53446e+06	2.49939e+06	2.4801e+06	2.54315e+06	2.45788e+06
P08337	P08337		mutT		892079	904927	1.13518e+06	816993	1.04224e+06	1.10899e+06
P08373	P08373		murB		1.83056e+06	1.78242e+06	1.78113e+06	1.8528e+06	1.75229e+06	1.84673e+06
P08390	P08390		usg		5.29288e+06	5.29352e+06	5.50138e+06	5.18178e+06	5.16235e+06	5.35707e+06
P08395	P08395		sppA		2.18443e+06	2.10679e+06	2.18074e+06	2.17869e+06	2.24827e+06	2.24551e+06
P08506	P08506		dacC		6.07204e+06	5.8401e+06	6.21803e+06	6.23241e+06	6.02563e+06	6.07757e+06
P08622	P08622		dnaJ		6.24735e+06	6.2348e+06	6.20342e+06	6.34029e+06	6.2683e+06	6.34831e+06
P08660	P08660		lysC		2.49055e+06	2.53412e+06	2.4811e+06	2.48059e+06	2.3164e+06	2.44426e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				7.23448e+06	7.46789e+06		7.34669e+06		
P08839	P08839		ptsI		4.70368e+07	4.65846e+07	4.53241e+07	4.6765e+07	4.55536e+07	4.52961e+07
P08956	P08956		hsdR		1.83653e+06	1.74415e+06	1.79389e+06	1.67367e+06	1.70496e+06	1.69998e+06
P08957	P08957		hsdM		7.98235e+06	7.87824e+06	7.71296e+06	7.89496e+06	7.84328e+06	7.86709e+06
P09029	P09029		purK		2.07209e+06	1.93712e+06	1.75883e+06	1.87742e+06	1.69087e+06	1.69635e+06
P09030	P09030		xthA		3.77208e+06	3.7786e+06	3.82828e+06	3.75347e+06	3.85908e+06	3.86754e+06
P09053	P09053		avtA		2.12438e+06	2.12339e+06	2.27091e+06	2.16654e+06	2.18043e+06	2.29059e+06
P09126	P09126		hemD		1.40903e+06	1.39049e+06	1.4932e+06	1.40674e+06	1.44067e+06	1.46739e+06
P09127	P09127		hemX		1.20476e+07	1.15431e+07	1.17933e+07	1.14688e+07	1.14095e+07	1.18678e+07
P09147	P09147		galE		8.96324e+06	8.97112e+06	8.76875e+06	9.21628e+06	8.91227e+06	8.87596e+06
P09148	P09148		galT		2.02975e+06	1.99554e+06	1.88468e+06	1.97021e+06	1.85573e+06	2.02247e+06
P09152	P09152		narG		3.05055e+06	2.97315e+06	2.96875e+06	3.0179e+06	2.9318e+06	2.92628e+06
P09155	P09155		rnd		1.65569e+06	1.60189e+06	1.65239e+06	1.64057e+06	1.61677e+06	1.68003e+06
P09158	P09158		speE		7.34005e+06	7.39184e+06	6.98182e+06	7.2728e+06	7.25065e+06	7.04694e+06
P09169	P09169		ompT		5.85512e+06	5.59609e+06	5.54743e+06	5.92273e+06	5.67894e+06	5.9912e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				2.6836e+06	2.60592e+06	2.68686e+06	2.79675e+06	2.35643e+06	1.75774e+06
P09323	P09323		nagE		834754	691317	770566	826912	862151	839499
P09372	P09372		grpE		5.20822e+07	5.23278e+07	4.47783e+07	5.06432e+07	4.61979e+07	4.32659e+07
P09373	P09373		pflB		3.03005e+08	3.07139e+08	2.85292e+08	3.0654e+08	2.8487e+08	2.81641e+08
P09394	P09394		glpQ		5.92293e+06	5.82222e+06	5.80921e+06	5.89093e+06	5.79155e+06	5.74377e+06
P09424	P09424		mtlD		2.44244e+06	2.41528e+06	2.27908e+06	2.45234e+06	2.30212e+06	2.24203e+06
P09546	P09546		putA		1.49679e+06	1.5445e+06	1.46317e+06	1.47059e+06	1.4472e+06	1.5307e+06
P09549	P09549		dedD		1.32422e+06	1.34264e+06	1.31512e+06	1.33795e+06	1.34969e+06	1.40871e+06
P09831	P09831		gltB		3.29777e+06	3.31179e+06	3.39556e+06	3.30918e+06	3.33769e+06	3.39863e+06
P09832	P09832		gltD		2.98108e+06	2.83174e+06	2.97827e+06	3.06683e+06	3.08536e+06	2.95341e+06
