Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	13	13	6.46053e+07	6.45934e+07	6.20266e+07	6.25043e+07	6.43138e+07	6.40439e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.82287e+07	1.99861e+07	2.01913e+07	1.99683e+07	1.93579e+07	1.99192e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	7.96474e+07	1.09583e+08	1.11108e+08	1.02653e+08	1.00207e+08	1.05903e+08
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	40	40	8.04591e+07	8.15972e+07	8.21633e+07	8.31134e+07	8.13995e+07	8.21771e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	5	5	3.53868e+06	3.43005e+06	3.22119e+06	3.21341e+06	3.41109e+06	3.52083e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1		662599	729491	1.01867e+06	1.00901e+06	900122
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	3	3	3.26205e+06	4.79244e+06	4.66315e+06	4.11092e+06	3.93445e+06	4.28148e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.45339e+08	1.67661e+08	1.6874e+08	1.72498e+08	1.73114e+08	1.71674e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.62476e+08	1.56817e+08	1.51299e+08	1.50531e+08	1.54276e+08	1.56545e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	10	10	8.96125e+06	8.27766e+06	8.323e+06	8.96358e+06	9.18932e+06	8.76913e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	6.73186e+06	6.45798e+06	6.45125e+06	6.72373e+06	6.23446e+06	6.58969e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.74202e+07	5.20179e+07	5.10207e+07	4.98248e+07	5.17247e+07	5.06926e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	7.66443e+06	7.58025e+06	1.00936e+07	9.85822e+06	9.80834e+06	9.89764e+06
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.32248e+09	1.48383e+09	1.55064e+09	1.45329e+09	1.45983e+09	1.50172e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	1.34608e+07	1.54863e+07	1.4778e+07	1.49294e+07	1.32132e+07	1.4405e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	10	10	2.34255e+07	2.39464e+07	2.36597e+07	2.38282e+07	2.2442e+07	2.27984e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	13	13	3.79019e+07	3.76825e+07	3.72709e+07	3.76716e+07	3.75965e+07	3.85913e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	15	15	9.20322e+07	9.62953e+07	9.77295e+07	9.68765e+07	9.54062e+07	9.63777e+07
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	11	11	1.2848e+07	1.35573e+07	1.29662e+07	1.31548e+07	1.21336e+07	1.29684e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.93288e+08	2.68001e+08	2.74597e+08	2.59021e+08	2.72108e+08	2.7385e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	2	2	2.00266e+06	1.77189e+06	1.75878e+06	1.68055e+06	2.11107e+06	1.93361e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.1164e+08	1.27354e+08	1.221e+08	1.1967e+08	1.22472e+08	1.22192e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.13918e+08	1.08143e+08	1.08741e+08	1.08668e+08	1.09136e+08	1.08859e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	26	25	2.1103e+09	2.47794e+09	2.45101e+09	2.51744e+09	2.48927e+09	2.4795e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	6	6	7.04836e+06	7.20127e+06	7.22799e+06	7.72967e+06	7.73629e+06	7.21066e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	14	14	5.72527e+06	6.39668e+06	6.10311e+06	6.18516e+06	6.20294e+06	6.35503e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	2.78982e+07	3.21847e+07	3.32447e+07	3.33348e+07	3.18776e+07	3.25706e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	1.89544e+08	2.10777e+08	2.04359e+08	2.0771e+08	2.05488e+08	2.0455e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	14	14	2.41722e+07	2.16705e+07	2.10509e+07	2.15156e+07	2.17164e+07	2.12825e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	1.95746e+07	2.19323e+07	2.02297e+07	2.16582e+07	2.20876e+07	2.07285e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.54462e+07	1.57794e+07	1.53215e+07	1.66876e+07	1.59559e+07	1.64274e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.43279e+08	1.42261e+08	1.44389e+08	1.39557e+08	1.45779e+08	1.43606e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.68745e+07	3.70288e+07	3.73183e+07	3.86433e+07	3.87433e+07	3.80617e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	5.76124e+06	5.08783e+06	5.48614e+06	4.72767e+06	5.63586e+06	5.32254e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	12	12	1.40248e+07	1.41109e+07	1.4356e+07	1.45878e+07	1.48621e+07	1.42727e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	2	2	896591	1.04972e+06	716926	686732	897795	967300
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	4	4	5.64663e+06	4.99135e+06	5.27116e+06	5.00988e+06	5.25792e+06	5.43272e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	11	11	2.46628e+07	2.53725e+07	2.49695e+07	2.43655e+07	2.33177e+07	2.44416e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	7	7	1.06376e+07	1.03656e+07	1.01547e+07	1.0225e+07	9.79062e+06	1.04037e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	6.03005e+06	5.67619e+06	6.73227e+06	6.84304e+06	6.62998e+06	6.58749e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	4.20665e+06	5.16066e+06	5.0214e+06	5.33552e+06	5.77253e+06	6.46696e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	4	4	4.52172e+06	4.98518e+06	4.80582e+06	4.35128e+06	4.51581e+06	4.73026e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	13	13	1.80001e+07	2.03658e+07	1.97691e+07	1.93249e+07	1.92936e+07	2.0599e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	6.15439e+06	6.84688e+06	6.36612e+06	6.42004e+06	6.70521e+06	6.44592e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	13	13	3.63952e+07	3.5328e+07	3.68084e+07	3.48446e+07	3.68599e+07	3.52749e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	6.69992e+06	9.71194e+06	1.00216e+07	1.02327e+07	9.87045e+06	1.02989e+07
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	1.72823e+07	2.2262e+07	2.19266e+07	2.21847e+07	2.22496e+07	2.32106e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	4.26083e+07	4.30777e+07	4.63769e+07	4.51364e+07	4.60236e+07	4.40398e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	5	5	6.6962e+06	7.05475e+06	6.50438e+06	7.59398e+06	7.03375e+06	7.09554e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	5	5	1.25455e+07	1.02063e+07	1.05938e+07	1.12528e+07	1.05555e+07	1.05677e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	6	6	1.0081e+07	9.77231e+06	8.84942e+06	9.21656e+06	9.45413e+06	9.61066e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	15	15	2.81506e+07	2.97159e+07	2.91104e+07	2.82863e+07	2.84588e+07	2.8271e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	8.72202e+06	1.09508e+07	1.02669e+07	1.02863e+07	1.07045e+07	1.06248e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	5.72492e+08	5.43419e+08	5.07528e+08	5.73132e+08	5.42757e+08	4.98649e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.46589e+08	1.42829e+08	1.36729e+08	1.47959e+08	1.45256e+08	1.36132e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	2.35889e+07	2.28497e+07	2.17135e+07	2.27966e+07	2.60122e+07	2.37095e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.36702e+07	1.91315e+07	1.77503e+07	1.77554e+07	1.66515e+07	1.62273e+07
P0A9M0	LON_ECOLI	lon	Lon protease	35	35	4.58963e+07	4.62741e+07	4.61297e+07	4.6287e+07	4.55842e+07	4.60296e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	2.90671e+07	3.51632e+07	3.31506e+07	3.0751e+07	3.09506e+07	3.21584e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.21955e+08	2.26148e+08	2.32098e+08	2.2341e+08	2.33234e+08	2.322e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	33	33	2.30088e+08	2.38339e+08	2.33655e+08	2.31244e+08	2.32765e+08	2.25649e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.17932e+07	2.08198e+07	2.24866e+07	2.23502e+07	2.299e+07	2.27369e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	4	4	847792	1.28416e+06	1.30247e+06	1.45205e+06	1.13152e+06	1.25432e+06
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	30	30	2.04037e+08	2.2482e+08	2.24329e+08	2.1971e+08	2.23641e+08	2.22847e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	14	14	6.44373e+07	6.89452e+07	7.18183e+07	6.90546e+07	6.92992e+07	6.95196e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	30	30	3.96359e+07	4.14682e+07	4.20757e+07	4.14474e+07	4.15587e+07	4.13141e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.60681e+08	2.79947e+08	2.78749e+08	2.71869e+08	2.67744e+08	2.71863e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.17656e+08	1.2224e+08	1.21046e+08	1.17118e+08	1.20063e+08	1.22823e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	7.83001e+08	8.97332e+08	8.84427e+08	8.87095e+08	8.82893e+08	8.95836e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	13	13	9.75551e+07	9.61318e+07	9.86234e+07	1.02152e+08	1.00986e+08	9.8741e+07
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.51591e+07	7.0022e+07	6.41744e+07	6.59424e+07	6.82906e+07	6.27811e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.34835e+07	1.23674e+07	1.28143e+07	1.19492e+07	1.25046e+07	1.26284e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	1.7186e+06	1.47062e+06	1.52378e+06	1.73955e+06	1.58143e+06	2.00689e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	9.07036e+07	9.70003e+07	9.45232e+07	9.78233e+07	9.47898e+07	9.15319e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.77111e+07	4.81723e+07	4.70677e+07	4.6767e+07	4.62752e+07	4.65893e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.76325e+07	4.00295e+07	3.83404e+07	3.76729e+07	3.87101e+07	3.84523e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	5	5	9.17822e+06	1.02428e+07	8.14154e+06	9.42488e+06	8.07219e+06	1.04821e+07
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	2.1497e+06	1.69812e+06	1.80811e+06	1.85077e+06	2.03504e+06	1.79941e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	2	2	1.60541e+06	1.62461e+06	1.60255e+06	1.41183e+06	1.52695e+06	1.62004e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	22	22	3.63148e+07	3.50956e+07	3.43969e+07	3.33001e+07	3.51448e+07	3.36677e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	11	11	2.64534e+07	2.39399e+07	2.51971e+07	2.54787e+07	2.60873e+07	2.56255e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	6.03039e+06		9.59971e+06	1.01393e+07	1.17592e+07	9.56974e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	30	30	6.92212e+07	7.50068e+07	7.80775e+07	7.26111e+07	7.56203e+07	7.74076e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.50974e+07	5.65087e+07	6.02034e+07	5.68814e+07	5.6678e+07	6.06016e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	7	7	1.90328e+07	1.95155e+07	1.91479e+07	1.84459e+07	1.86915e+07	1.95848e+07
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	8.0149e+07	7.99557e+07	8.07042e+07	8.09873e+07	7.90693e+07	8.14739e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.43617e+08	2.40737e+08	2.3405e+08	2.69551e+08	2.7265e+08	2.34904e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	7	7	1.25465e+09	1.18712e+09	1.18853e+09	1.28996e+09	1.26841e+09	1.17224e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	7	7	8.98837e+07	8.91158e+07	8.69637e+07	8.6203e+07	8.7555e+07	8.52886e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	1.07647e+09	1.31659e+09	1.29552e+09	1.08339e+09	1.02229e+09	1.17877e+09
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	13	13	6.34598e+08	7.51852e+08	7.25017e+08	7.00084e+08	7.12155e+08	7.40352e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	5.05712e+07	5.04755e+07	5.02283e+07	5.12964e+07	5.01598e+07	5.1153e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.30901e+08	3.41969e+08	3.4107e+08	3.35525e+08	3.38149e+08	3.47572e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	2	2	2.14035e+07	2.58344e+07	2.45211e+07	2.28906e+07	2.29198e+07	2.21759e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	2	2	1.44751e+06	1.27998e+06	1.53768e+06		1.45753e+06	1.45527e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	9.7778e+06	9.622e+06	9.24265e+06	9.91974e+06	9.39938e+06	9.27286e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	1	1		519195	619800	346094	600557	486950
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	7	7	2.14033e+07	2.24354e+07	2.24249e+07	2.20714e+07	2.10978e+07	2.17261e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	2.9537e+06	3.20959e+06	3.11033e+06	1.89735e+06	2.44425e+06	3.3164e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2			4.32289e+06	5.35729e+06	4.65536e+06	3.6231e+06
P0AA63	YQJA_ECOLI	yqjA	Inner membrane protein YqjA	1	1				1.15659e+06		
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	4.0518e+06	6.1549e+06	4.65717e+06	4.30858e+06	4.43558e+06	5.2248e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	6.02517e+06	5.37237e+06	5.58968e+06	6.05725e+06	5.13813e+06	5.10622e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	3	3	558407	573723	767671	692920	805958	808962
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	5.02657e+06	4.79453e+06	4.67723e+06	4.85415e+06	4.88867e+06	4.56544e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	4.41033e+06	4.24382e+06	4.44309e+06	5.12536e+06	4.64947e+06	3.76038e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	5.83885e+07	7.12649e+07	6.74176e+07	6.5274e+07	6.36231e+07	6.44002e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.14031e+07	1.16219e+07	1.19392e+07	1.11325e+07	1.16145e+07	1.15643e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11	1.2639e+08	1.3268e+08	1.28714e+08	1.22622e+08	1.27238e+08	1.26557e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.62885e+07	1.60969e+07	1.62025e+07	1.73192e+07	1.55637e+07	1.57118e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	10	10	4.80845e+07	4.46531e+07	4.73922e+07	4.667e+07	4.90829e+07	4.6271e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.164e+07	3.64955e+07	3.63879e+07	3.7567e+07	3.73817e+07	3.86041e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2		4.47452e+06	5.54593e+06	4.28433e+06	4.25485e+06	5.60809e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	5.94373e+06	7.10815e+06	6.22736e+06	5.91216e+06	6.28998e+06	6.45568e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	4	4	3.07956e+06	2.61284e+06	2.77632e+06	2.15172e+06	2.41652e+06	2.62589e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	2	2	1.55617e+06	2.06566e+06	1.80088e+06	1.96152e+06	1.65712e+06	1.98664e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	24	24	7.57671e+07	7.53837e+07	7.58773e+07	7.4971e+07	7.63095e+07	7.54441e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	1.86521e+08	2.17041e+08	2.14858e+08	2.0599e+08	2.01638e+08	2.14121e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	8.72139e+07	7.34321e+07	7.55402e+07	7.86635e+07	7.74911e+07	7.30874e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.51045e+07	1.70202e+07	1.70221e+07	1.78395e+07	1.83486e+07	1.78935e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	7.55006e+06	1.66293e+07	1.63896e+07	1.79786e+07	1.62377e+07	1.69834e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.46272e+07	2.44543e+07	2.32183e+07	2.15624e+07	2.25764e+07	2.33826e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	3	3	4.55951e+06	4.86868e+06	4.68111e+06	4.45252e+06	4.62405e+06	4.98879e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2		337763	394549	402319		410446
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1	2.34631e+06	2.58041e+06	2.62004e+06	2.49893e+06	2.22181e+06	2.46201e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	7	7	1.23588e+07	1.45343e+07	1.40251e+07	1.40769e+07	1.38331e+07	1.39131e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	7.95709e+06	7.67932e+06	8.35506e+06	8.00948e+06	8.48084e+06	8.99299e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.17638e+06	1.2555e+06	1.20713e+06	1.12931e+06	1.30989e+06	1.09259e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	2.09192e+07	1.48964e+07	1.57909e+07	1.59093e+07	1.67619e+07	1.60303e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.72195e+07	1.75799e+07	1.76359e+07	1.75869e+07	1.76567e+07	1.68528e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	7	7	1.26345e+07	1.27964e+07	1.33141e+07	1.34823e+07	1.50945e+07	1.38328e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	4	4	630654	722270	605640	680290	749969	745530
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.00423e+07	2.01232e+07	1.88229e+07	2.02801e+07	2.0781e+07	1.87705e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.16732e+06	2.65529e+06	2.48563e+06	2.49656e+06	2.11005e+06	2.55885e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	7.39429e+06	7.28631e+06	7.54812e+06	7.3199e+06	7.32793e+06	7.27454e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	6	6	7.19334e+06	1.70593e+07	1.54455e+07	1.5426e+07	1.42524e+07	1.50339e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	6	6	3.4082e+07	3.33631e+07	3.57575e+07	3.58363e+07	3.52443e+07	3.46337e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	3.67948e+06	4.15056e+06	4.19543e+06	4.54343e+06	4.7703e+06	4.49185e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	2.65298e+06	2.34453e+06	2.43248e+06	2.68299e+06	2.71868e+06	2.49774e+06
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13	5.08568e+07	5.45159e+07	5.51619e+07	5.39641e+07	5.36684e+07	5.40231e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	7	7	3.79171e+06	4.13082e+06	4.31088e+06	4.08786e+06	3.97588e+06	4.42398e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	5.44996e+07	5.58413e+07	5.98641e+07	5.62662e+07	6.13083e+07	5.68471e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	1.36182e+07	1.10761e+07	1.1182e+07	1.22494e+07	1.18431e+07	1.21282e+07
P0AB12	YCCF_ECOLI	yccF	Inner membrane protein YccF	2	2	216166		224861	140055		
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	2.24295e+07	2.30298e+07	2.15522e+07	2.22733e+07	2.19464e+07	2.38435e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	4	4	7.48588e+06	6.9178e+06	6.75518e+06	6.78042e+06	7.1452e+06	6.90223e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	5.54738e+06	4.10926e+06	4.22796e+06	4.65846e+06	4.26777e+06	4.2976e+06
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	15	15	3.07524e+07	3.35565e+07	3.23324e+07	3.33779e+07	3.22547e+07	3.29043e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	3.18933e+07	3.21835e+07	3.20777e+07	3.47286e+07	3.2777e+07	3.24959e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	3.99043e+07	3.94678e+07	3.9534e+07	3.71618e+07	3.9021e+07	3.91803e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	1.95792e+07	2.32762e+07	2.25437e+07	2.29016e+07	2.14251e+07	2.2478e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	8	8	6.21616e+06	8.46607e+06	8.02265e+06	7.33754e+06	7.24857e+06	7.69539e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	4	4	1.39242e+07	1.48961e+07	1.4693e+07	1.53768e+07	1.476e+07	1.52099e+07
