Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML
A5A614	YCIZ_ECOLI	yciZ	UPF0509 protein YciZ	1	1		2.0755e+06			2.51746e+06	
O00762ups|UBE2C_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		3	3	2.28215e+07	1.05755e+06	1.94619e+06	2.10324e+07	2.16567e+07	1.60519e+06
O76070ups|SYUG_HUMAN_UPS	Gamma-synuclein	Gamma-synuclein		7	7	7.49717e+07	1.16606e+07	6.72186e+06	7.83488e+07	7.88667e+07	
P00167ups|CYB5_HUMAN_UPS	Cytochrome	Cytochrome		5	5	2.52465e+07			2.57261e+07	2.27619e+07	
P00350	6PGD_ECOLI	gnd	6-phosphogluconate dehydrogenase, decarboxylating	28	28	3.35456e+08	3.33473e+08	3.30593e+08	3.44533e+08	3.4102e+08	3.33177e+08
P00363	FRDA_ECOLI	frdA	Fumarate reductase flavoprotein subunit	28	28	2.23325e+08	2.43763e+08	2.38776e+08	2.43826e+08	2.40272e+08	2.40831e+08
P00370	DHE4_ECOLI	gdhA	NADP-specific glutamate dehydrogenase	10	10	1.55762e+07	1.44844e+07	1.50783e+07	1.5598e+07	1.46402e+07	1.49628e+07
P00393	DHNA_ECOLI	ndh	NADH dehydrogenase	18	18	2.93676e+07	2.87125e+07	2.97379e+07	2.95574e+07	2.98389e+07	2.84878e+07
P00441ups|SODC_HUMAN_UPS	Superoxide	Superoxide		1	1	1.37849e+07			1.45922e+07	1.37973e+07	
P00448	SODM_ECOLI	sodA	Superoxide dismutase [Mn]	9	9	4.7978e+07	4.63914e+07	4.60968e+07	4.72796e+07	5.00625e+07	4.72403e+07
P00452	RIR1_ECOLI	nrdA	Ribonucleoside-diphosphate reductase 1 subunit alpha	33	33	4.50651e+07	4.40754e+07	4.37548e+07	4.39352e+07	4.47813e+07	4.37671e+07
P00490	PHSM_ECOLI	malP	Maltodextrin phosphorylase	31	31	3.52008e+07	3.78745e+07	3.77159e+07	3.78831e+07	3.85814e+07	3.80513e+07
P00509	AAT_ECOLI	aspC	Aspartate aminotransferase	28	28	1.02646e+08	1.0192e+08	1.02826e+08	1.05033e+08	1.04966e+08	1.0161e+08
P00547	KHSE_ECOLI	thrB	Homoserine kinase	3	3	3.76004e+06	3.8355e+06	3.19991e+06	3.50941e+06	3.57098e+06	3.92398e+06
P00550	PTM3C_ECOLI	mtlA	PTS system mannitol-specific EIICBA component	5	5	3.83867e+06	4.15411e+06	4.0003e+06	3.59583e+06	3.5123e+06	4.17902e+06
P00561	AK1H_ECOLI	thrA	Bifunctional aspartokinase/homoserine dehydrogenase 1	13	13	1.67878e+07	1.63434e+07	1.66419e+07	1.57124e+07	1.69672e+07	1.59711e+07
P00562	AK2H_ECOLI	metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	16	16	8.4807e+06	7.67638e+06	7.39698e+06	7.87053e+06	7.69305e+06	7.41243e+06
P00579	RPOD_ECOLI	rpoD	RNA polymerase sigma factor RpoD	20	19	1.44657e+08	1.44595e+08	1.37044e+08	1.42202e+08	1.46162e+08	1.35234e+08
P00582	DPO1_ECOLI	polA	DNA polymerase I	45	45	2.16595e+07	2.40996e+07	2.41179e+07	2.38653e+07	2.31254e+07	2.3392e+07
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		1	1	1.72028e+07			1.19773e+07	1.38468e+07	
P00803	LEP_ECOLI	lepB	Signal peptidase I	7	7	1.66009e+07	1.60097e+07	1.53502e+07	1.53442e+07	1.61065e+07	1.57856e+07
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	21	21	1.24947e+08	1.40913e+08	1.37915e+08	1.37669e+08	1.34775e+08	1.37413e+08
P00811	AMPC_ECOLI	ampC	Beta-lactamase	4	4	7.00171e+06	8.15993e+06	7.75385e+06	8.61715e+06	8.6714e+06	9.14468e+06
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2	1.06397e+06	1.30517e+06	1.14218e+06	1.2066e+06	1.0279e+06	1.19063e+06
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	41	41	5.89563e+07	6.10853e+07	5.9761e+07	6.10705e+07	6.33367e+07	6.05961e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	4	4	7.9886e+06	7.59257e+06	7.78662e+06	7.68756e+06	6.98622e+06	7.33934e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	8	7	1.00256e+07	1.0904e+07	1.08071e+07	1.05718e+07	1.00108e+07	1.02571e+07
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	2	2	850826	1.11196e+06	1.07316e+06	1.17936e+06	1.13985e+06	1.27688e+06
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	1.66026e+06	1.53191e+06	1.35327e+06	1.72817e+06	1.32678e+06	1.62888e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	4	4	1.77247e+06	1.60042e+06	1.63693e+06	1.67114e+06	1.80692e+06	1.52691e+06
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		9	9	2.95585e+07			2.75041e+07	2.87573e+07	
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		8	8	3.28656e+07	3.37934e+06	3.22149e+06	3.60019e+07	3.81719e+07	3.24071e+06
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	2.97738e+06	2.87021e+06	3.1676e+06	2.92764e+06	2.74282e+06	3.12246e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	1.60823e+07	1.80564e+07	1.75278e+07	1.67366e+07	1.74805e+07	1.72236e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	1.96605e+06	2.10069e+06	2.15453e+06	1.86479e+06	1.95591e+06	2.15916e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	2	2	3.30113e+06	3.03566e+06	2.87449e+06	2.64587e+06	2.98962e+06	2.5405e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	5.50934e+07	5.4963e+07	5.23112e+07	5.40568e+07	5.35316e+07	5.24659e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	12	12	8.7764e+07	9.45963e+07	9.72928e+07	9.82144e+07	9.46807e+07	9.74766e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	40	40	1.22373e+08	1.24563e+08	1.25006e+08	1.27339e+08	1.25663e+08	1.2441e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	41	41	1.18852e+08	1.32997e+08	1.30391e+08	1.28756e+08	1.29549e+08	1.29973e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	32	32	6.0359e+07	6.06795e+07	5.95353e+07	6.19397e+07	6.08429e+07	6.04911e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.66672e+07	3.40183e+07	3.27328e+07	3.65651e+07	3.6086e+07	3.21058e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	39	39	7.97275e+07	8.07036e+07	8.06786e+07	8.34323e+07	8.28926e+07	8.08397e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	29	29	7.31947e+07	8.17263e+07	8.06157e+07	8.21746e+07	8.42152e+07	8.23485e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	9	9	1.01866e+08	1.03682e+08	1.02371e+08	1.03688e+08	1.09006e+08	1.05885e+08
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	30	30	2.10513e+07	1.98698e+07	2.03888e+07	2.03301e+07	2.05614e+07	1.98934e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		9	9	3.03989e+07	2.97688e+06	2.96492e+06	3.08337e+07	3.01381e+07	3.01318e+06
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		6	6	2.21124e+07			2.34901e+07	2.49705e+07	
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		3	3	2.90915e+07	4.47028e+06	4.24684e+06	3.1056e+07	2.90807e+07	
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	1.04978e+07			9.48327e+06	7.91587e+06	
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1	1.09298e+07			8.13203e+06	8.87545e+06	
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		5	5	2.14448e+07			1.70612e+07	1.68975e+07	
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		5	5	2.83665e+07	3.85285e+06	4.08657e+06	2.7442e+07	2.68781e+07	3.66622e+06
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		8	8	2.84829e+07	1.11022e+06	1.83964e+06	3.16824e+07	2.77384e+07	2.9602e+06
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	5.03989e+08	7.51656e+08	7.55153e+08	7.48918e+08	7.29713e+08	7.39217e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	9.53724e+08	1.06163e+09	1.06994e+09	1.03079e+09	1.06865e+09	1.06709e+09
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	12	12	6.63821e+08	7.32442e+08	7.1767e+08	7.5164e+08	7.39665e+08	7.14453e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		4	4	1.51905e+06			2.16491e+06	1.9379e+06	
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		1	1	2.7337e+06			2.60093e+06	2.66562e+06	
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		17	17	5.54742e+07	5.43935e+06	4.90569e+06	5.53674e+07	5.49403e+07	5.18772e+06
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		14	14	3.42786e+07		4.04977e+06	3.60362e+07	3.35599e+07	
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		19	19	3.5477e+07	3.30508e+06	2.87316e+06	3.54774e+07	3.59248e+07	3.64997e+06
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	9	9	9.66779e+07	9.59869e+07	9.35794e+07	9.89671e+07	8.74886e+07	1.02494e+08
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	16	16	3.86442e+07	3.65368e+07	3.63593e+07	3.77719e+07	3.5265e+07	3.45684e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	14	14	4.34833e+07	4.25097e+07	4.31546e+07	4.25451e+07	4.20952e+07	4.22176e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.28524e+08	1.29741e+08	1.30618e+08	1.28056e+08	1.27464e+08	1.28419e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	17	16	2.33804e+08	2.12151e+08	2.11443e+08	2.13771e+08	2.11756e+08	2.01864e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	2	2	1.4658e+06	974910	1.05033e+06	1.46279e+06	1.44528e+06	1.06262e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	16	14	6.46381e+07	7.13665e+07	7.15978e+07	6.95819e+07	6.81377e+07	6.91295e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	1.03292e+07	1.027e+07	9.33435e+06	9.96928e+06	1.08459e+07	1.0214e+07
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	13	13	8.32488e+06	6.80223e+06	7.00242e+06	7.05606e+06	8.01311e+06	7.0634e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	3	3		2.681e+06	3.64369e+06	2.46862e+06	2.04476e+06	2.76928e+06
P03018	UVRD_ECOLI	uvrD	DNA helicase II	10	10	1.16142e+07	1.11764e+07	1.07646e+07	1.03012e+07	1.14303e+07	1.07925e+07
P03023	LACI_ECOLI	lacI	Lactose operon repressor	3	3	2.89451e+06	3.21402e+06	2.70795e+06	2.68351e+06	2.61353e+06	2.54621e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	2	2	8.72071e+06	8.04223e+06	8.39302e+06	8.808e+06	8.33069e+06	8.04896e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.87662e+07	4.41505e+07	4.22684e+07	4.35153e+07	4.43594e+07	4.39306e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	7	7	3.08516e+07	3.47533e+07	3.44671e+07	3.45335e+07	3.54349e+07	3.26803e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	9	9	3.32758e+07	3.29058e+07	3.51712e+07	3.32762e+07	3.38852e+07	3.51203e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		9	9	9.53439e+06	1.22157e+06		9.72408e+06	9.27285e+06	
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	27	27	8.43443e+07	8.33422e+07	8.41786e+07	8.46273e+07	8.54772e+07	8.33583e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	13	13	1.56665e+07	1.66895e+07	1.60689e+07	1.61986e+07	1.7364e+07	1.7122e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.22239e+07	3.53152e+07	3.44219e+07	3.56243e+07	3.58407e+07	3.45304e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	5	5	2.97923e+07	2.62574e+07	2.71664e+07	2.73131e+07	2.62745e+07	2.64388e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	22	22	1.54395e+08	1.49693e+08	1.4846e+08	1.47053e+08	1.50584e+08	1.48074e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	27	27	7.56959e+07	7.91582e+07	7.6534e+07	7.83238e+07	7.87468e+07	7.74134e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	2	2	8.63316e+06	8.67389e+06	8.82808e+06	8.3685e+06	8.60317e+06	8.44048e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	4.22628e+08	4.21437e+08	4.52656e+08	4.13201e+08	4.17259e+08	4.39291e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	6	6	3.79449e+07	3.49809e+07	3.59056e+07	3.51028e+07	3.54752e+07	3.53498e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	4	4	1.14998e+06	1.17308e+06	1.15006e+06	1.13946e+06	1.1336e+06	1.17261e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	7.78399e+06	6.3744e+06	7.76411e+06	6.92143e+06	7.34969e+06	7.16358e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	2	2	3.68016e+06	3.3463e+06	2.93768e+06	2.73067e+06	2.69244e+06	3.11152e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	9.09006e+06	1.00751e+07	9.45535e+06	9.90413e+06	9.51409e+06	9.74794e+06
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	2.03904e+07	2.1431e+07	2.16771e+07	2.06278e+07	2.09002e+07	2.15137e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.75549e+06	5.50186e+06	5.33884e+06	4.57113e+06	5.12564e+06	5.24856e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	34	34	1.92198e+08	2.03878e+08	2.0446e+08	2.04804e+08	2.06242e+08	2.02537e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	5.44043e+06	5.84737e+06	5.88174e+06	6.32286e+06	5.80817e+06	5.88216e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	6	6	2.42444e+07	2.08108e+07	2.20214e+07	2.08133e+07	2.48472e+07	2.36233e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		7	7	2.74115e+07	4.80149e+06	4.51341e+06	3.10028e+07	3.06429e+07	4.59539e+06
P05458	PTRA_ECOLI	ptrA	Protease 3	12	12	8.73063e+06	7.7868e+06	8.13917e+06	8.87814e+06	8.40818e+06	8.5709e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	15	15	3.9222e+07	4.01412e+07	4.34233e+07	4.1762e+07	4.08115e+07	4.22558e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	2	2	1.20288e+06	1.19398e+06	867043	1.18235e+06		1.30428e+06
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	7	7	9.47407e+06	9.85075e+06	9.47273e+06	1.08897e+07	1.1183e+07	9.78723e+06
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	6	6	1.13758e+07	1.20901e+07	1.17892e+07	1.0982e+07	1.22381e+07	1.35208e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	14	14	1.19169e+07	1.17145e+07	1.2357e+07	1.17487e+07	1.25007e+07	1.17991e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	14	14	3.26153e+07	3.16206e+07	2.98027e+07	3.04768e+07	3.06647e+07	3.07979e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	16	16	1.03385e+07	9.64693e+06	9.61085e+06	9.64892e+06	9.67068e+06	1.01157e+07
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	3	3	1.06901e+07	9.49037e+06	1.04702e+07	9.79577e+06	1.01862e+07	9.64073e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	23	23	5.14016e+07	5.22059e+07	5.27332e+07	5.40325e+07	5.48103e+07	5.2564e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	6.07381e+07	5.3976e+07	6.21051e+07	4.94976e+07	5.91585e+07	5.54846e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	20	20	3.86862e+07	3.82781e+07	3.82336e+07	4.16614e+07	4.03149e+07	3.76641e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	7.4375e+06	6.81071e+06	7.23217e+06	7.17022e+06	7.21654e+06	7.50219e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		13	13	1.466e+07		816884	1.39685e+07	1.40608e+07	1.32761e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	5.94849e+07	5.33617e+07	5.85076e+07	5.56721e+07	5.53039e+07	5.73882e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	2	2	1.86887e+06	2.09915e+06	2.22395e+06	1.76623e+06	2.31626e+06	2.41061e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	27	27	3.0465e+07	2.68753e+07	2.73049e+07	2.66715e+07	2.62129e+07	2.63902e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	1.24453e+07	1.11322e+07	1.05275e+07	1.24111e+07	1.20831e+07	1.02777e+07
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	5.28509e+06	5.53271e+06	5.58939e+06	5.18987e+06	5.45052e+06	5.23107e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	11	11	7.32201e+06	7.52322e+06	7.40246e+06	7.32283e+06	7.2955e+06	7.1611e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	14	14	2.49184e+07	2.53186e+07	2.59661e+07	2.58134e+07	2.54547e+07	2.44767e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	3	3	5.64882e+06	5.17912e+06	4.43266e+06	5.42471e+06	5.49691e+06	4.62358e+06
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	4	4	2.2611e+06	3.01194e+06	2.94748e+06	3.64741e+06	3.24429e+06	3.21489e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		15	15	1.86746e+07	1.33264e+06	1.60996e+06	1.85349e+07	1.83921e+07	1.83256e+06
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	6	6	4.91075e+06	4.68372e+06	4.99724e+06	4.1664e+06	4.63994e+06	4.5711e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	40	40	2.64097e+08	2.8841e+08	2.90755e+08	2.82439e+08	2.8163e+08	2.83275e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	9	9	1.34539e+07	1.29048e+07	1.24838e+07	1.36578e+07	1.29746e+07	1.22544e+07
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	8.15007e+07	8.35682e+07	8.45967e+07	8.43509e+07	8.51135e+07	8.3817e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	17	17	7.77478e+07	7.84793e+07	7.73086e+07	7.94148e+07	7.79093e+07	7.73018e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	9	9	9.20165e+06	1.15521e+07	1.14222e+07	1.1674e+07	1.16108e+07	1.22793e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	4.90637e+07	5.7306e+07	5.51869e+07	5.20476e+07	5.31638e+07	5.75892e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	9	9	1.39933e+07	1.24634e+07	1.16398e+07	1.24417e+07	1.22928e+07	1.16733e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	9	9	2.45424e+06	3.98472e+06	4.0027e+06	3.72771e+06	3.91103e+06	3.9802e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	8.44414e+06	8.20317e+06	8.79671e+06	9.0436e+06	8.93802e+06	8.42466e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	3	3	1.33904e+08	1.45044e+08	1.40305e+08	1.53613e+08	1.53697e+08	1.5639e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	3	3	1.07885e+07	9.00666e+06	7.81125e+06	8.3586e+06	7.25089e+06	8.23155e+06
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	18	15	1.44791e+09	1.38484e+09	1.36645e+09	1.42263e+09	1.38868e+09	1.35893e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	6	6	4.52626e+06	5.03353e+06	5.08074e+06	5.01858e+06	5.35302e+06	5.05524e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	1.82598e+06	2.1107e+06	1.92252e+06	2.01184e+06	2.15145e+06	2.18158e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	11	11	2.13286e+07	1.92969e+07	2.06248e+07	2.12277e+07	2.0751e+07	2.09604e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	8	8	1.17263e+07	1.1959e+07	1.07954e+07	1.17655e+07	1.13173e+07	1.16943e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	14	14	2.97516e+07	3.15024e+07	3.10086e+07	3.09544e+07	3.09042e+07	3.01335e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	19	19	7.01155e+07	6.87267e+07	6.68352e+07	6.71538e+07	6.64355e+07	6.50823e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	9	9	2.28046e+07	2.36321e+07	2.18403e+07	2.23898e+07	2.28734e+07	2.263e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	13	13	1.80433e+07	1.96472e+07	1.94573e+07	1.91392e+07	2.03279e+07	1.95831e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	3.32105e+06	5.01267e+06	4.74745e+06	4.07196e+06	4.65156e+06	4.45536e+06
P07023	TYRA_ECOLI	tyrA	T-protein	8	8	7.76375e+06	7.39898e+06	7.93946e+06	7.37316e+06	7.91688e+06	7.23601e+06
P07024	USHA_ECOLI	ushA	Protein UshA	14	14	2.44999e+07	2.37476e+07	2.39757e+07	2.29496e+07	2.35468e+07	2.378e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	5.56915e+06	4.77772e+06	4.67708e+06	4.65093e+06	4.68877e+06	4.91141e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	2	2	2.4865e+06	2.18308e+06	2.22848e+06	1.92471e+06	1.5526e+06	2.34643e+06
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	47	47	1.15295e+08	1.19182e+08	1.15746e+08	1.19421e+08	1.21307e+08	1.17394e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	3.49751e+06	3.32721e+06	3.78075e+06	3.87482e+06	3.46037e+06	3.91241e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	13	13	1.02257e+07	1.06756e+07	1.01473e+07	1.00502e+07	1.01093e+07	1.05083e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	3	3	354854	681524	376816	545965	552562	377975
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	38	38	9.05901e+07	8.79999e+07	8.93246e+07	9.12243e+07	9.10076e+07	8.84504e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	11	11	7.76334e+06	8.45562e+06	7.61431e+06	7.41905e+06	7.69738e+06	8.24016e+06
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	11	11	1.58902e+07	1.63433e+07	1.63362e+07	1.57416e+07	1.63618e+07	1.60831e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	3	3	1.83795e+06	1.24091e+06	1.45666e+06	1.26215e+06	1.29168e+06	1.36567e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	4	4	3.97015e+06	4.08945e+06	4.29853e+06	4.1951e+06	4.1521e+06	4.32386e+06
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	23	23	3.03188e+07	3.10974e+07	3.18357e+07	3.09414e+07	3.11751e+07	3.17144e+07
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	12	12	4.05599e+06	3.92979e+06	4.05885e+06	4.39528e+06	3.91736e+06	4.06815e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	18	18	1.34327e+07	1.24374e+07	1.23232e+07	1.25338e+07	1.25371e+07	1.22148e+07
P07813	SYL_ECOLI	leuS	Leucine--tRNA ligase	31	31	9.95752e+07	1.08657e+08	1.03122e+08	1.04647e+08	1.05069e+08	1.03331e+08
