Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML
P09831	P09831		gltB		2.59369e+06	2.57564e+06	2.56842e+06	2.59196e+06	2.61817e+06	2.60305e+06
P09832	P09832		gltD		3.03742e+06	3.10068e+06	3.01236e+06	3.0301e+06	3.0641e+06	3.09493e+06
P0A698	P0A698		uvrA		5.51493e+06	5.50338e+06	5.644e+06	5.64703e+06	5.76564e+06	5.60369e+06
P0A6A0	P0A6A0		ubiB		1.63881e+06	1.63777e+06	1.51407e+06	1.66716e+06	1.63227e+06	1.6648e+06
P0A6A3	P0A6A3		ackA		1.91929e+08	1.87298e+08	1.85143e+08	1.83594e+08	1.87239e+08	1.84138e+08
P0A6A8	P0A6A8		acpP		1.478e+08	1.46048e+08	1.36695e+08	1.38168e+08	1.41106e+08	1.44545e+08
P0A6B4	P0A6B4		alr		2.59791e+06	2.6652e+06	2.71163e+06	2.71843e+06	2.65076e+06	2.53171e+06
P0A6B7	P0A6B7		iscS		1.77879e+07	1.79414e+07	1.75468e+07	1.7714e+07	1.75324e+07	1.767e+07
P0A6C1	P0A6C1		nfo		1.74176e+06	1.75311e+06	1.73478e+06	1.70363e+06	1.80147e+06	1.69859e+06
P0A6D0	P0A6D0		argR		1.6959e+06	1.76709e+06	1.72011e+06	1.5979e+06	1.71006e+06	1.61023e+06
P0A6D3	P0A6D3		aroA		5.69549e+06	5.91724e+06	5.77301e+06	5.85444e+06	5.98856e+06	5.80318e+06
P0A6D7	P0A6D7		aroK		1.13542e+07	1.12522e+07	1.11654e+07	1.09469e+07	1.12381e+07	1.1412e+07
P0A6E1	P0A6E1		aroL		83907.7	99195.8		99258.3	100838	
P0A6E4	P0A6E4		argG		995430	984925	1.13033e+06	1.01538e+06	1.02017e+06	926324
P0A6E6	P0A6E6		atpC		8.6004e+06	8.55661e+06	8.14384e+06	8.46618e+06	8.18646e+06	8.68802e+06
P0A6E9	P0A6E9		bioD2		5.86213e+06	5.25129e+06	5.84775e+06	5.645e+06	5.70238e+06	5.27189e+06
P0A6F1	P0A6F1		carA		4.70617e+06	4.78742e+06	4.80374e+06	4.64272e+06	4.82858e+06	4.50536e+06
P0A6F3	P0A6F3		glpK		5.07349e+06	5.09352e+06	5.02447e+06	5.01366e+06	4.98797e+06	5.02437e+06
P0A6F5	P0A6F5		groL		8.41827e+07	8.4699e+07	8.53505e+07	8.57723e+07	8.66157e+07	8.47649e+07
P0A6F9	P0A6F9		groS		8.80107e+07	8.92757e+07	8.83977e+07	8.36258e+07	8.84458e+07	8.7103e+07
P0A6G3	P0A6G3		pncC		3.32667e+06	3.32073e+06	3.57886e+06	3.48681e+06	3.27956e+06	3.34327e+06
P0A6G7	P0A6G7		clpP		2.33499e+07	2.28303e+07	2.27044e+07	2.31688e+07	2.31398e+07	2.33523e+07
P0A6H1	P0A6H1		clpX		2.70195e+07	2.70042e+07	2.72354e+07	2.62771e+07	2.68736e+07	2.66105e+07
P0A6H5	P0A6H5		hslU		2.24213e+07	2.26463e+07	2.2108e+07	2.2723e+07	2.29481e+07	2.24011e+07
P0A6H8	P0A6H8		cls		246553	208290	229262	222700	186646	179068
P0A6I0	P0A6I0		cmk		1.04347e+07	1.07016e+07	1.06857e+07	1.0739e+07	1.08779e+07	1.07345e+07
P0A6I3	P0A6I3		coaA		3.31112e+06	3.51951e+06	3.17546e+06	3.46168e+06	3.22809e+06	3.47895e+06
P0A6I6	P0A6I6		coaD		1.24484e+06	1.23927e+06	1.19923e+06	1.16919e+06	1.25563e+06	1.16436e+06
P0A6I9	P0A6I9		coaE		1.17974e+06	1.23502e+06	1.27106e+06	1.23315e+06	1.23509e+06	1.19955e+06
P0A6J1	P0A6J1		cysC		1.29773e+06	1.28889e+06	1.2818e+06	1.2898e+06	1.26414e+06	1.29759e+06
P0A6J8	P0A6J8		ddlA		1.50757e+07	1.53928e+07	1.55343e+07	1.52673e+07	1.54375e+07	1.52446e+07
P0A6K3	P0A6K3		def		1.39495e+07	1.41262e+07	1.40436e+07	1.4041e+07	1.4168e+07	1.4038e+07
P0A6K6	P0A6K6		deoB		1.82601e+07	1.80949e+07	1.77908e+07	1.81858e+07	1.81247e+07	1.82098e+07
P0A6L0	P0A6L0		deoC		1.23995e+07	1.23251e+07	1.23407e+07	1.2335e+07	1.24338e+07	1.22363e+07
P0A6L2	P0A6L2		dapA		2.31007e+07	2.30243e+07	2.33269e+07	2.30119e+07	2.29141e+07	2.28372e+07
P0A6L7	P0A6L7		uxaB		1.32675e+06	1.43504e+06	1.34447e+06	1.51033e+06	1.4786e+06	1.34122e+06
P0A6L9	P0A6L9		hscB		4.96001e+06	4.80489e+06	4.88584e+06	5.05376e+06	4.89447e+06	5.09633e+06
P0A6M4	P0A6M4		dtd		2.00252e+06	2.29455e+06	2.06519e+06	2.22343e+06	2.30539e+06	2.24859e+06
P0A6M8	P0A6M8		fusA		1.41878e+08	1.41427e+08	1.4116e+08	1.40764e+08	1.42038e+08	1.41849e+08
P0A6N4	P0A6N4		efp		6.19778e+07	6.33111e+07	6.01151e+07	6.15556e+07	6.19757e+07	6.30144e+07
P0A6N8	P0A6N8		yeiP		1.46348e+07	1.46087e+07	1.51125e+07	1.45235e+07	1.51402e+07	1.45387e+07
P0A6P1	P0A6P1		tsf		2.74618e+08	2.73945e+08	2.74968e+08	2.70771e+08	2.76199e+08	2.70913e+08
P0A6P5	P0A6P5		der		4.81668e+06	4.67293e+06	4.80547e+06	4.80307e+06	4.72271e+06	4.80831e+06
P0A6P7	P0A6P7		engB		8.5725e+06	8.5521e+06	8.53707e+06	8.73477e+06	8.79742e+06	8.68384e+06
P0A6P9	P0A6P9		eno		1.68771e+08	1.68156e+08	1.70125e+08	1.64626e+08	1.68043e+08	1.68765e+08
P0A6Q3	P0A6Q3		fabA		1.32838e+07	1.29243e+07	1.32312e+07	1.32538e+07	1.33102e+07	1.35673e+07
P0A6Q6	P0A6Q6		fabZ		2.6161e+07	2.55349e+07	2.52174e+07	2.60609e+07	2.58844e+07	2.6623e+07
P0A6R0	P0A6R0		fabH		1.77348e+07	1.76177e+07	1.77283e+07	1.76584e+07	1.71489e+07	1.76358e+07
P0A6R3	P0A6R3		fis		4.79057e+06	5.05462e+06	4.65281e+06	4.73459e+06	4.7251e+06	4.99642e+06
P0A6S0	P0A6S0		flgH		2.45547e+06	2.52127e+06	2.51345e+06	2.39243e+06	2.55756e+06	2.46501e+06
P0A6S7	P0A6S7		gpsA		4.38521e+06	4.26302e+06	4.48749e+06	4.32195e+06	4.38657e+06	4.24275e+06
P0A6T1	P0A6T1		pgi		5.39433e+07	5.37835e+07	5.30147e+07	5.33635e+07	5.29744e+07	5.42266e+07
P0A6T3	P0A6T3		galK		3.24929e+06	3.34237e+06	3.33113e+06	3.25545e+06	3.34609e+06	3.14844e+06
P0A6T5	P0A6T5		folE		3.55726e+06	3.4095e+06	3.60412e+06	3.54693e+06	3.49289e+06	3.40008e+06
P0A6T9	P0A6T9		gcvH		1.31834e+06	1.2921e+06	1.29148e+06	1.37753e+06	1.31787e+06	1.35291e+06
P0A6U3	P0A6U3		mnmG		6.77194e+06	6.76412e+06	6.90746e+06	6.77451e+06	6.82391e+06	6.62776e+06
P0A6U5	P0A6U5		rsmG		7.16252e+06	7.12676e+06	7.29276e+06	7.33485e+06	7.46305e+06	7.45276e+06
P0A6U8	P0A6U8		glgA		2.95658e+06	2.92883e+06	3.10652e+06	2.97376e+06	3.00186e+06	2.94927e+06
P0A6V1	P0A6V1		glgC		7.82219e+06	7.76641e+06	8.07939e+06	7.9394e+06	8.06622e+06	7.98077e+06
P0A6V8	P0A6V8		glk		1.03881e+07	1.01723e+07	1.028e+07	1.02523e+07	1.01778e+07	1.00043e+07
P0A6W5	P0A6W5		greA		2.34933e+07	2.34454e+07	2.32998e+07	2.35317e+07	2.40034e+07	2.32544e+07
P0A6W9	P0A6W9		gshA		4.83406e+06	4.68525e+06	4.69018e+06	4.74368e+06	4.74274e+06	4.60847e+06
P0A6X3	P0A6X3		hfq		1.10801e+06	1.08168e+06	1.10754e+06	1.02537e+06	1.05737e+06	986341
P0A6X7	P0A6X7		ihfA		1.99697e+07	1.89497e+07	1.85268e+07	1.92282e+07	1.8504e+07	1.90741e+07
P0A6Y1	P0A6Y1		ihfB		1.16829e+07	1.1875e+07	1.17936e+07	1.07525e+07	1.15251e+07	1.14669e+07
P0A6Y5	P0A6Y5		hslO		7.12594e+06	7.19333e+06	7.23743e+06	7.21682e+06	7.09893e+06	7.17828e+06
P0A6Y8	P0A6Y8		dnaK		3.97884e+07	3.99539e+07	4.00374e+07	3.89827e+07	3.95379e+07	3.96169e+07
P0A6Z1	P0A6Z1		hscA		4.18321e+06	4.11539e+06	4.26588e+06	4.062e+06	4.22822e+06	4.04393e+06
P0A6Z3	P0A6Z3		htpG		2.69469e+07	2.67018e+07	2.67708e+07	2.66555e+07	2.68991e+07	2.6871e+07
P0A6Z6	P0A6Z6		nikR		2.20645e+06	2.01939e+06	2.14982e+06	2.06018e+06	2.25257e+06	2.06798e+06
P0A705	P0A705		infB		2.27238e+07	2.29027e+07	2.21453e+07	2.2461e+07	2.25403e+07	2.30847e+07
P0A707	P0A707		infC		4.96859e+07	5.00412e+07	4.95337e+07	4.89205e+07	4.89106e+07	4.9216e+07
P0A715	P0A715		kdsA		2.24976e+07	2.23051e+07	2.26139e+07	2.2545e+07	2.24849e+07	2.26943e+07
P0A717	P0A717		prs		2.6698e+07	2.67577e+07	2.63292e+07	2.5225e+07	2.58352e+07	2.66245e+07
P0A720	P0A720		tmk		2.71089e+06	2.7141e+06	2.71037e+06	2.72564e+06	2.75407e+06	2.69793e+06
P0A722	P0A722		lpxA		8.4105e+06	8.21782e+06	8.30344e+06	8.34134e+06	8.5065e+06	8.23213e+06
P0A725	P0A725		lpxC		2.70648e+06	2.84279e+06	2.60043e+06	3.55003e+06	2.67871e+06	3.25181e+06
P0A729	P0A729		yceF		1.39399e+07	1.39341e+07	1.36565e+07	1.42293e+07	1.38215e+07	1.43744e+07
P0A731	P0A731		mgsA		4.10148e+06	3.97412e+06	3.97565e+06	3.7178e+06	3.90828e+06	3.56926e+06
P0A734	P0A734		minE		2.59472e+07	2.593e+07	2.58095e+07	2.56403e+07	2.57156e+07	2.66771e+07
P0A738	P0A738		moaC		1.09488e+06	1.09088e+06	1.07302e+06	1.04321e+06	1.08273e+06	1.08948e+06
P0A744	P0A744		msrA		3.30152e+06	3.1687e+06	3.099e+06	3.68505e+06	3.47832e+06	3.30058e+06
P0A746	P0A746		msrB		1.81897e+06	1.96941e+06	1.80431e+06	1.86898e+06	1.89706e+06	1.97638e+06
P0A749	P0A749		murA		1.33813e+07	1.34868e+07	1.34995e+07	1.35014e+07	1.34255e+07	1.37082e+07
P0A752	P0A752		nadD		523450	557291	531883	530700	425177	565836
P0A759	P0A759		nagB		4.09791e+06	4.17306e+06	3.89557e+06	4.20899e+06	4.04001e+06	4.37028e+06
P0A763	P0A763		ndk		1.92032e+07	1.93487e+07	1.91095e+07	1.94537e+07	1.95192e+07	1.92474e+07
P0A780	P0A780		nusB		1.2089e+07	1.23251e+07	1.18266e+07	1.2149e+07	1.18333e+07	1.24811e+07
P0A784	P0A784		orn		3.24195e+06	3.16818e+06	3.08395e+06	3.11579e+06	3.11386e+06	3.0743e+06
P0A786	P0A786		pyrB		2.52874e+06	2.56514e+06	2.50672e+06	2.52111e+06	2.58813e+06	2.55011e+06
P0A790	P0A790		panD		9.3467e+06	9.46763e+06	9.78532e+06	9.87407e+06	9.72223e+06	9.79485e+06
P0A794	P0A794		pdxJ		6.50913e+06	6.65245e+06	6.31669e+06	6.51287e+06	6.45831e+06	6.79719e+06
P0A796	P0A796		pfkA		2.49393e+07	2.48959e+07	2.40159e+07	2.48263e+07	2.39848e+07	2.48792e+07
P0A799	P0A799		pgk		3.67177e+08	3.68899e+08	3.73687e+08	3.68681e+08	3.66531e+08	3.63843e+08
P0A7A2	P0A7A2		gpmB		2.9629e+06	2.64744e+06	2.58232e+06	2.73861e+06	2.62829e+06	2.48567e+06
P0A7A5	P0A7A5		pcm		802406	740807	856321	879600	927289	771212
P0A7A7	P0A7A7		plsB		3.00762e+06	2.97333e+06	3.09423e+06	2.92215e+06	2.98575e+06	2.95447e+06
P0A7A9	P0A7A9		ppa		9.04835e+07	8.8979e+07	9.20195e+07	8.67828e+07	8.96212e+07	8.8336e+07
P0A7B1	P0A7B1		ppk		1.5106e+06	1.46627e+06	1.46028e+06	1.35103e+06	1.4381e+06	1.39808e+06
P0A7B5	P0A7B5		proB		4.4485e+06	4.45452e+06	4.51726e+06	4.47822e+06	4.43622e+06	4.41419e+06
P0A7B8	P0A7B8		hslV		1.47588e+07	1.47519e+07	1.51942e+07	1.44887e+07	1.5134e+07	1.4243e+07
P0A7C2	P0A7C2		lexA		1.58145e+07	1.5724e+07	1.56054e+07	1.60058e+07	1.60996e+07	1.54822e+07
P0A7C6	P0A7C6		pepE		4.73336e+06	4.83041e+06	4.87186e+06	4.8427e+06	4.94108e+06	4.80558e+06
P0A7D1	P0A7D1		pth		5.51698e+06	5.49041e+06	5.51683e+06	5.48141e+06	5.46603e+06	5.45848e+06
P0A7D4	P0A7D4		purA		2.40452e+07	2.34144e+07	2.42489e+07	2.38287e+07	2.37766e+07	2.35429e+07
P0A7D7	P0A7D7		purC		7.13353e+06	7.25763e+06	6.99357e+06	7.11425e+06	6.96112e+06	7.28573e+06
P0A7E1	P0A7E1		pyrD		7.29648e+06	7.45327e+06	7.28721e+06	7.39016e+06	7.25219e+06	7.56028e+06
P0A7E3	P0A7E3		pyrE		5.34066e+06	5.26939e+06	5.40936e+06	5.34282e+06	5.28696e+06	5.34232e+06
P0A7E5	P0A7E5		pyrG		1.49718e+07	1.47696e+07	1.52128e+07	1.50245e+07	1.51176e+07	1.50917e+07
P0A7E9	P0A7E9		pyrH		7.56103e+06	7.75388e+06	7.22055e+06	7.44887e+06	7.51005e+06	8.25152e+06
P0A7F3	P0A7F3		pyrI		2.05472e+06	1.95907e+06	2.11142e+06	1.94041e+06	1.99244e+06	2.15134e+06
P0A7F6	P0A7F6		speD		2.59739e+06	2.62753e+06	2.60459e+06	2.68916e+06	2.70089e+06	2.67409e+06
P0A7F9	P0A7F9		queA		3.48418e+06	3.60521e+06	3.52413e+06	3.71267e+06	3.66901e+06	3.70991e+06
P0A7G2	P0A7G2		rbfA		2.59726e+07	2.59918e+07	2.6049e+07	2.59569e+07	2.48508e+07	2.53813e+07
P0A7G6	P0A7G6		recA		1.03693e+07	1.04138e+07	1.05682e+07	1.05422e+07	1.03385e+07	1.05552e+07
P0A7H6	P0A7H6		recR		940482	1.04785e+06	929038	1.16562e+06	1.10472e+06	1.05988e+06
P0A7I0	P0A7I0		prfA		3.97631e+06	4.00752e+06	4.02089e+06	4.0312e+06	4.08166e+06	4.02076e+06
P0A7I4	P0A7I4		prfC		5.44741e+06	5.47346e+06	5.46598e+06	5.52215e+06	5.39528e+06	5.70678e+06
P0A7I7	P0A7I7		ribA		9.15882e+06	9.13599e+06	9.3989e+06	9.10825e+06	9.44658e+06	8.73771e+06
P0A7J0	P0A7J0		ribB		1.31151e+07	1.33595e+07	1.31108e+07	1.33479e+07	1.31002e+07	1.35587e+07
P0A7J3	P0A7J3		rplJ		5.54736e+08	5.51612e+08	5.61441e+08	5.55012e+08	5.6161e+08	5.48861e+08
P0A7J7	P0A7J7		rplK		1.38623e+08	1.34681e+08	1.37021e+08	1.37122e+08	1.35087e+08	1.35661e+08
P0A7K2	P0A7K2		rplL		1.8934e+08	1.88077e+08	1.83487e+08	1.84777e+08	1.86658e+08	1.8542e+08
P0A7K6	P0A7K6		rplS		6.80531e+07	6.82185e+07	6.85404e+07	6.72672e+07	6.79474e+07	6.84307e+07
P0A7L0	P0A7L0		rplA		1.66922e+08	1.64026e+08	1.54738e+08	1.53638e+08	1.54118e+08	1.62039e+08
P0A7L3	P0A7L3		rplT		4.37141e+07	4.41453e+07	4.26075e+07	4.32516e+07	4.29378e+07	4.46688e+07
P0A7L8	P0A7L8		rpmA		1.14628e+08	1.11292e+08	1.16723e+08	1.12149e+08	1.15067e+08	1.13586e+08
P0A7M2	P0A7M2		rpmB		2.0721e+08	2.06885e+08	2.16406e+08	2.12693e+08	2.03858e+08	2.02203e+08
P0A7M6	P0A7M6		rpmC		2.39395e+07	2.39388e+07	2.3472e+07	2.29621e+07	2.31878e+07	2.35095e+07
P0A7M9	P0A7M9		rpmE		1.10377e+08	1.08636e+08	1.10778e+08	1.10679e+08	1.12451e+08	1.0862e+08
P0A7N4	P0A7N4		rpmF		3.99803e+07	4.02078e+07	3.94694e+07	4.02594e+07	4.01845e+07	4.11226e+07
P0A7N9	P0A7N9		rpmG		1.20798e+08	1.20203e+08	1.21746e+08	1.21831e+08	1.19759e+08	1.20733e+08
P0A7P5	P0A7P5		rpmH		2.84306e+07	2.83205e+07	2.76127e+07	2.6297e+07	2.60088e+07	2.69529e+07
P0A7Q1	P0A7Q1		rpmI		1.74841e+07	1.57024e+07	1.76002e+07	1.70957e+07	1.76112e+07	1.80787e+07
P0A7R1	P0A7R1		rplI		3.1225e+08	3.10944e+08	3.25461e+08	3.16706e+08	3.24348e+08	3.07764e+08
P0A7R5	P0A7R5		rpsJ		1.52818e+08	1.51084e+08	1.48321e+08	1.48274e+08	1.49383e+08	1.4671e+08
P0A7R9	P0A7R9		rpsK		9.71344e+07	1.00128e+08	9.86119e+07	1.00295e+08	9.93776e+07	9.98778e+07
P0A7S3	P0A7S3		rpsL		7.43725e+07	7.62123e+07	7.30573e+07	7.67841e+07	7.60674e+07	7.70524e+07
P0A7S9	P0A7S9		rpsM		3.39401e+07	3.4021e+07	3.19465e+07	3.21246e+07	3.22625e+07	3.37868e+07
P0A7T3	P0A7T3		rpsP		1.50722e+08	1.48966e+08	1.53062e+08	1.48633e+08	1.47127e+08	1.48867e+08
P0A7T7	P0A7T7		rpsR		6.92797e+07	7.16894e+07	7.89214e+07	7.75135e+07	7.80632e+07	7.27529e+07
P0A7U3	P0A7U3		rpsS		8.62163e+07	8.68862e+07	7.79841e+07	7.92398e+07	7.85566e+07	8.57778e+07
P0A7U7	P0A7U7		rpsT		3.32506e+07	3.32781e+07	3.17664e+07	3.19691e+07	3.17449e+07	3.24783e+07
P0A7V0	P0A7V0		rpsB		1.24633e+08	1.25235e+08	1.20753e+08	1.21723e+08	1.20078e+08	1.24568e+08
P0A7V3	P0A7V3		rpsC		9.44407e+07	9.33851e+07	9.43771e+07	9.21173e+07	9.35154e+07	9.01262e+07
P0A7V8	P0A7V8		rpsD		2.02569e+08	2.00638e+08	2.01979e+08	1.93389e+08	1.98507e+08	1.94798e+08
P0A7W1	P0A7W1		rpsE		1.46346e+08	1.45531e+08	1.42491e+08	1.40278e+08	1.42761e+08	1.48654e+08
P0A7W7	P0A7W7		rpsH		5.94398e+07	5.7123e+07	5.66325e+07	5.70343e+07	5.62914e+07	5.82881e+07
P0A7X3	P0A7X3		rpsI		8.10575e+07	8.12751e+07	7.54911e+07	7.31848e+07	7.26249e+07	8.22334e+07
P0A7X6	P0A7X6		rimM		6.10543e+06	6.04137e+06	6.44821e+06	6.24072e+06	6.35039e+06	6.25388e+06
P0A7Y0	P0A7Y0		rnc		6.67248e+06	6.47522e+06	6.52645e+06	6.63438e+06	6.46021e+06	6.66416e+06
P0A7Y8	P0A7Y8		rnpA		925018	928137	1.01899e+06	923095	1.02216e+06	985921
P0A7Z0	P0A7Z0		rpiA		1.80534e+07	1.8084e+07	1.7818e+07	1.85669e+07	1.76178e+07	1.82731e+07
P0A7Z4	P0A7Z4		rpoA		8.46397e+07	8.50958e+07	8.52393e+07	8.40597e+07	8.59747e+07	8.44832e+07
P0A800	P0A800		rpoZ		5.45336e+07	5.51485e+07	5.55649e+07	5.43713e+07	5.56333e+07	5.36029e+07
P0A805	P0A805		frr		2.68397e+07	2.70971e+07	2.57915e+07	2.6007e+07	2.6237e+07	2.62681e+07
P0A809	P0A809		ruvA		721161	625378	711508	665945	662957	618026
P0A812	P0A812		ruvB		1.15811e+06	1.23313e+06	1.3352e+06	1.36513e+06	1.22004e+06	1.17492e+06
P0A817	P0A817		metK		1.00236e+07	1.01331e+07	9.74383e+06	9.88084e+06	9.74421e+06	9.96443e+06
P0A821	P0A821		selA		1.66079e+06	1.58312e+06	1.66462e+06	1.61432e+06	1.68449e+06	1.59212e+06
P0A825	P0A825		glyA		3.03173e+07	3.02908e+07	3.02543e+07	3.02002e+07	2.97217e+07	3.04407e+07
P0A832	P0A832		smpB		4.17419e+06	4.15524e+06	4.13321e+06	4.23063e+06	4.225e+06	4.39119e+06
P0A836	P0A836		sucC		6.72217e+06	6.71301e+06	6.61124e+06	6.45114e+06	6.61187e+06	6.6921e+06
P0A840	P0A840		surE		1.74308e+06	1.7001e+06	1.66405e+06	1.65752e+06	1.74853e+06	1.74157e+06
P0A843	P0A843		tatE		8.288e+06	8.24914e+06	9.33545e+06	8.4875e+06	9.47864e+06	8.34629e+06
P0A847	P0A847		tgt		3.3581e+06	3.2621e+06	3.27178e+06	3.18776e+06	3.31294e+06	3.25025e+06
P0A850	P0A850		tig		1.29016e+08	1.30036e+08	1.29918e+08	1.28748e+08	1.30051e+08	1.28128e+08
P0A853	P0A853		tnaA		3.64786e+06	3.5766e+06	3.73184e+06	3.76022e+06	3.74851e+06	3.68067e+06
P0A855	P0A855		tolB		1.75703e+07	1.79229e+07	1.75742e+07	1.76586e+07	1.75772e+07	1.79068e+07
P0A858	P0A858		tpiA		6.19095e+07	6.08345e+07	6.11707e+07	6.18044e+07	5.99508e+07	6.27195e+07
P0A862	P0A862		tpx		4.10136e+07	4.10716e+07	4.22903e+07	4.23633e+07	4.24595e+07	4.11483e+07
P0A867	P0A867		talA		4.75365e+06	4.72485e+06	4.70572e+06	4.75569e+06	4.67183e+06	4.71141e+06
P0A870	P0A870		talB		4.72888e+07	4.69089e+07	4.75136e+07	4.73873e+07	4.77504e+07	4.69969e+07
P0A873	P0A873		trmD		4.16502e+06	4.02219e+06	4.10779e+06	4.17933e+06	4.00214e+06	4.05464e+06
P0A877	P0A877		trpA		1.70757e+06	1.69091e+06	1.804e+06	1.74636e+06	1.78821e+06	1.67492e+06
P0A879	P0A879		trpB		516868	475696	525644	433429	437997	487490
P0A884	P0A884		thyA		8.1503e+06	8.0808e+06	8.24066e+06	8.00552e+06	8.06829e+06	7.969e+06
P0A887	P0A887		ubiE		7.84355e+06	7.79059e+06	7.92109e+06	7.6872e+06	7.98862e+06	7.97085e+06
P0A890	P0A890		tusA		961133	962221	951566	840842	865641	894368
P0A894	P0A894		yhbJ		1.52245e+06	1.59762e+06	1.60283e+06	1.66406e+06	1.55479e+06	1.6098e+06
P0A898	P0A898		ybeY		3.25217e+06	3.46842e+06	3.37968e+06	3.44273e+06	3.4347e+06	3.47035e+06
P0A8A0	P0A8A0		yebC		5.22255e+06	5.33093e+06	4.5017e+06	4.94118e+06	4.87074e+06	5.34294e+06
P0A8A2	P0A8A2		yeeN		9.35959e+06	9.21131e+06	9.32594e+06	8.68694e+06	9.32558e+06	8.98462e+06
P0A8A4	P0A8A4		ppsR		1.96826e+06	1.94484e+06	1.94886e+06	2.04937e+06	2.02219e+06	2.08391e+06
P0A8A8	P0A8A8		rimP		1.98089e+07	2.00825e+07	1.81401e+07	2.0495e+07	1.85461e+07	1.9948e+07
P0A8B2	P0A8B2		yfcN		1.62386e+06	1.53328e+06	1.49238e+06	1.59973e+06	1.67007e+06	1.50711e+06
P0A8B5	P0A8B5		ybaB		1.98711e+06	1.83936e+06	1.69341e+06	1.96144e+06	2.13625e+06	2.26565e+06
P0A8C1	P0A8C1		ybjQ		822696	1.01168e+06	1.43647e+06	1.07616e+06	1.29271e+06	931838
P0A8C4	P0A8C4		ygfB		3.38208e+06	3.56388e+06	3.46449e+06	3.55502e+06	3.5554e+06	3.6667e+06
P0A8D0	P0A8D0		nrdR		4.51008e+06	4.58434e+06	4.39142e+06	4.42179e+06	4.26139e+06	4.34164e+06
P0A8D3	P0A8D3		yaiI		1.88844e+06	1.93491e+06	1.88373e+06	1.97759e+06	1.91688e+06	1.87906e+06
P0A8D6	P0A8D6		ymdB		1.23944e+06	1.15823e+06	1.21659e+06	1.1697e+06	1.19649e+06	1.12488e+06
P0A8E1	P0A8E1		ycfP		1.27981e+07	1.24962e+07	1.2633e+07	1.27589e+07	1.28604e+07	1.28999e+07
P0A8E7	P0A8E7		yajQ		1.60634e+07	1.61148e+07	1.58251e+07	1.59107e+07	1.62248e+07	1.6261e+07
P0A8F0	P0A8F0		upp		3.04036e+07	3.02831e+07	2.98609e+07	3.02365e+07	3.08457e+07	3.05842e+07
P0A8F4	P0A8F4		udk		6.86814e+06	6.75756e+06	7.10277e+06	6.89588e+06	6.922e+06	6.98959e+06
P0A8F8	P0A8F8		uvrB		1.91818e+06	1.9497e+06	2.02912e+06	1.99702e+06	1.93443e+06	1.90366e+06
P0A8G3	P0A8G3		uxaC		1.4184e+06	1.41116e+06	1.39857e+06	1.40315e+06	1.42664e+06	1.31168e+06
P0A8G6	P0A8G6		wrbA		8.80913e+06	9.18344e+06	9.04504e+06	9.17933e+06	9.1761e+06	8.68632e+06
P0A8G9	P0A8G9		xseB		9.54374e+06	9.72888e+06	9.56045e+06	9.10887e+06	8.94048e+06	9.12405e+06
P0A8H8	P0A8H8		yacG		2.03124e+06	2.00969e+06	2.11795e+06	2.16274e+06	2.0399e+06	2.09185e+06
P0A8I1	P0A8I1		yqgF		1.39073e+06	1.44605e+06	1.45653e+06	1.41555e+06	1.51434e+06	1.45593e+06
P0A8I3	P0A8I3		yaaA		4.1968e+06	4.22623e+06	4.10943e+06	4.22102e+06	4.14026e+06	4.21002e+06
P0A8I5	P0A8I5		trmB		6.67876e+06	6.68103e+06	6.60863e+06	6.79659e+06	6.74568e+06	6.86114e+06
P0A8I8	P0A8I8		rlmH		2.58081e+06	2.6213e+06	2.65141e+06	2.74586e+06	2.64768e+06	2.67738e+06
P0A8J2	P0A8J2		dnaT		1.18635e+06	1.07338e+06	1.02365e+06	1.05024e+06	1.08071e+06	1.12959e+06
P0A8J4	P0A8J4		ybeD		1.21633e+07	1.23048e+07	1.23633e+07	1.23829e+07	1.21818e+07	1.31151e+07
P0A8J8	P0A8J8		rhlB		5.56051e+06	5.51693e+06	5.59608e+06	5.58819e+06	5.45484e+06	5.39171e+06
P0A8K1	P0A8K1		psd		4.38088e+06	4.50518e+06	4.4987e+06	4.28325e+06	4.47177e+06	4.46746e+06
P0A8K5	P0A8K5		yaeP		2.21885e+06	2.30479e+06	2.16831e+06	2.35348e+06	2.2657e+06	2.47455e+06
P0A8L1	P0A8L1		serS		2.58762e+07	2.55354e+07	2.46132e+07	2.43917e+07	2.47641e+07	2.55899e+07
P0A8L7	P0A8L7		yciU		1.95464e+06	1.87842e+06	1.82169e+06	2.07938e+06	1.76883e+06	1.96804e+06
P0A8M0	P0A8M0		asnS		3.34142e+07	3.38245e+07	3.3587e+07	3.4011e+07	3.3463e+07	3.37571e+07
