Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P00968	P00968		carB		5.05473e+06	5.02764e+06	4.991e+06	4.87808e+06	4.97412e+06	5.00049e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				626833	554037	1.79922e+07	1.82798e+07	556536	1.78857e+07
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				626819	677125	2.39876e+07	2.60465e+07	622601	2.50696e+07
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				843540	691930	9.99876e+06	1.01506e+07	726722	1.01272e+07
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				748125	739348	2.42033e+07	2.36716e+07	644068	2.42507e+07
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)					536170	1.39659e+07	1.64053e+07	621457	1.46893e+07
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				912674	881449	3.4796e+07	3.60547e+07	799936	3.5472e+07
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				59880.7	97692.8	7.7991e+06	7.69442e+06		7.6459e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				785329	815013	2.53342e+07	2.56124e+07	800979	2.55387e+07
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				524190	557653	2.74373e+07	2.75829e+07	420823	2.77355e+07
P02358	P02358		rpsF		1.28019e+08	1.30933e+08	1.22359e+08	1.19747e+08	1.28934e+08	1.25778e+08
P02359	P02359		rpsG		1.38198e+08	1.36015e+08	1.33273e+08	1.32081e+08	1.3636e+08	1.30136e+08
P02413	P02413		rplO		1.51099e+08	1.49975e+08	1.46431e+08	1.42077e+08	1.51537e+08	1.47543e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)					3.17877e+06	2.01989e+06	2.29682e+06	3.27001e+06	2.259e+06
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)					289424	4.74321e+06	4.92415e+06		4.66948e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				1.07179e+06	1.01187e+06	3.71422e+07	3.77285e+07	1.02354e+06	3.83039e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				1.0295e+06	1.19903e+06	2.80367e+07	2.83365e+07	1.03375e+06	2.7689e+07
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				982308	964177	2.69259e+07	2.72358e+07	806425	2.74648e+07
P02918	P02918		mrcA		1.06831e+06	984470	916990	935769	982069	1.06044e+06
P02919	P02919		mrcB		1.68703e+06	1.65213e+06	1.85811e+06	1.74615e+06	1.7034e+06	1.55194e+06
P02925	P02925		rbsB		9.54911e+06	9.73614e+06	9.69654e+06	9.9923e+06	9.54718e+06	9.61956e+06
P02930	P02930		tolC		2.65068e+07	2.67769e+07	2.43743e+07	2.48479e+07	2.58773e+07	2.423e+07
P02931	P02931		ompF		2.97303e+07	2.99845e+07	2.95211e+07	2.92845e+07	2.97584e+07	3.07288e+07
P02942	P02942		tsr		1.04397e+07	1.05006e+07	1.06143e+07	1.08122e+07	1.04661e+07	1.0845e+07
P02943	P02943		lamB		1.52998e+06	1.41096e+06	1.5762e+06	1.53898e+06	1.49429e+06	1.44714e+06
P03004	P03004		dnaA		1.92084e+06	1.84217e+06	2.01128e+06	1.89494e+06	1.79246e+06	1.91236e+06
P03018	P03018		uvrD		2.98584e+06	2.89779e+06	2.99661e+06	3.09584e+06	2.92213e+06	2.9527e+06
P03817	P03817		mioC		7.38531e+06	7.27405e+06	7.64839e+06	6.96957e+06	7.34289e+06	7.36189e+06
P03841	P03841		malM		1.01191e+07	1.01452e+07	1.0236e+07	1.01156e+07	9.85008e+06	1.01456e+07
P04036	P04036		dapB		4.88829e+06	4.96672e+06	4.74217e+06	4.77281e+06	4.74637e+06	4.77752e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1.08994e+07	8.53502e+06	2.06402e+07	2.02564e+07	1.24932e+07	2.10202e+07
P04079	P04079		guaA		1.7683e+07	1.75679e+07	1.71567e+07	1.73239e+07	1.77924e+07	1.69272e+07
P04335	P04335		frsA		4.3599e+06	4.23486e+06	4.43541e+06	4.38309e+06	4.21643e+06	4.10943e+06
P04425	P04425		gshB		1.32125e+07	1.32747e+07	1.25274e+07	1.2399e+07	1.33013e+07	1.28154e+07
P04693	P04693		tyrB		3.93256e+06	3.96528e+06	4.05337e+06	4.22472e+06	3.87452e+06	4.26067e+06
P04805	P04805		gltX		2.45475e+07	2.44364e+07	2.56821e+07	2.51885e+07	2.47793e+07	2.56353e+07
P04825	P04825		pepN		1.46266e+07	1.46063e+07	1.54157e+07	1.53914e+07	1.50221e+07	1.5523e+07
P04846	P04846		nlpA		3.13646e+06	3.1655e+06	3.38746e+06	3.44618e+06	3.26362e+06	3.58655e+06
P04949	P04949		fliC		3.71101e+07	3.68769e+07	3.40933e+07	3.28192e+07	3.55566e+07	3.33557e+07
P04951	P04951		kdsB		6.13132e+06	6.15333e+06	6.39699e+06	6.37917e+06	6.26833e+06	6.47341e+06
P04982	P04982		rbsD		1.40573e+06	1.29122e+06	1.17327e+06	1.18111e+06	1.1322e+06	1.24716e+06
P04995	P04995		sbcB		1.18634e+07	1.1251e+07	1.12651e+07	1.15604e+07	1.13232e+07	1.14857e+07
P05020	P05020		pyrC		6.47143e+06	6.41697e+06	6.24613e+06	6.1343e+06	6.69509e+06	6.32938e+06
P05041	P05041		pabB		2.06854e+06	2.12157e+06	2.18012e+06	2.13053e+06	2.05374e+06	2.04702e+06
P05055	P05055		pnp		4.49193e+07	4.43423e+07	4.41413e+07	4.34335e+07	4.53065e+07	4.32207e+07
P05100	P05100		tag		1.90114e+06	1.83165e+06	2.01564e+06	2.16353e+06	1.81061e+06	1.98126e+06
P05194	P05194		aroD		1.25666e+06	1.13413e+06	1.37865e+06	1.23004e+06	1.24019e+06	1.34469e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				1.584e+06	1.1239e+06	3.06469e+07	3.04672e+07	970432	3.04169e+07
P05458	P05458		ptrA		913425	951092	849114	838373	871470	833590
P05459	P05459		pdxB		5.23709e+06	5.30176e+06	4.97537e+06	5.00375e+06	5.13209e+06	5.3331e+06
P05637	P05637		apaH		1.64587e+06	1.53371e+06	1.55019e+06	1.61944e+06	1.48483e+06	1.55583e+06
P05719	P05719		hsdS		1.23329e+06	1.20817e+06	1.06439e+06	1.12398e+06	1.1866e+06	1.13426e+06
P05791	P05791		ilvD		3.12825e+06	3.19431e+06	3.2391e+06	3.18705e+06	3.03722e+06	3.21607e+06
P05793	P05793		ilvC		5.7168e+06	5.53515e+06	5.42963e+06	5.35612e+06	5.80052e+06	5.64341e+06
P05825	P05825		fepA		2.08836e+06	1.99828e+06	1.91418e+06	1.97402e+06	1.94432e+06	1.92002e+06
P05852	P05852		gcp		2.66659e+06	2.711e+06	2.68716e+06	2.57913e+06	2.58887e+06	2.69461e+06
P06129	P06129		btuB		1.51551e+07	1.50086e+07	1.46825e+07	1.43748e+07	1.4613e+07	1.37292e+07
P06149	P06149		dld		6.9991e+06	6.67656e+06	6.89402e+06	6.82788e+06	6.61413e+06	6.77193e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				3.6262e+06	3.11378e+06	2.06785e+07	2.07118e+07	6.25943e+06	2.03153e+07
P06610	P06610		btuE		8.85293e+06	8.74708e+06	9.45946e+06	9.31454e+06	8.58806e+06	8.87024e+06
P06612	P06612		topA		4.62293e+06	4.69378e+06	4.39266e+06	4.34177e+06	4.55136e+06	4.38264e+06
P06616	P06616		era		3.4767e+06	3.50505e+06	3.24206e+06	3.34737e+06	3.44928e+06	3.31794e+06
P06709	P06709		birA		980594	987482	961350	925600	999454	880555
P06710	P06710		dnaX		1.50476e+06	1.54014e+06	1.41762e+06	1.34323e+06	1.51373e+06	1.43618e+06
P06715	P06715		gor		4.74991e+06	4.93231e+06	4.71792e+06	4.6249e+06	4.93814e+06	4.77996e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				679608	627582	1.46099e+07	1.4596e+07	639528	1.44728e+07
P06846	P06846		ebgR		1.52392e+06	1.53816e+06	2.34471e+06	2.35345e+06	1.32073e+06	2.2798e+06
P06959	P06959		aceF		5.75896e+07	5.8444e+07	5.71864e+07	5.57293e+07	5.76836e+07	5.55239e+07
P06961	P06961		cca		753064	743604	693319	688966	772896	727843
P06968	P06968		dut		1.03646e+07	1.05572e+07	9.62431e+06	9.58408e+06	1.02977e+07	9.74067e+06
P06971	P06971		fhuA		1.37911e+07	1.3831e+07	1.36608e+07	1.35316e+07	1.37795e+07	1.3602e+07
P06974	P06974		fliM		1.75756e+06	1.74104e+06	1.82955e+06	1.83283e+06	1.76789e+06	1.83956e+06
P06983	P06983		hemC		1.15606e+07	1.14372e+07	1.11701e+07	1.14322e+07	1.14351e+07	1.10613e+07
P06986	P06986		hisC		4.58323e+06	4.54445e+06	4.78275e+06	4.87913e+06	4.4157e+06	4.76754e+06
P06987	P06987		hisB		1.16558e+06	1.15277e+06	1.17239e+06	1.09099e+06	1.1198e+06	1.00753e+06
P06988	P06988		hisD		1.98845e+06	2.17474e+06	1.72748e+06	1.69637e+06	1.98214e+06	1.69567e+06
P06992	P06992		rsmA		2.21146e+06	2.11366e+06	2.1855e+06	2.25258e+06	2.04181e+06	2.37766e+06
P06996	P06996		ompC		1.89787e+08	1.89625e+08	1.78088e+08	1.74187e+08	1.90345e+08	1.80708e+08
P06999	P06999		pfkB		1.11777e+06	1.14325e+06	1.17491e+06	1.12166e+06	1.11791e+06	1.13065e+06
P07000	P07000		pldB		605728	540240	634931	634581	545258	525108
P07001	P07001		pntA		2.31759e+06	2.31241e+06	2.34002e+06	2.21711e+06	2.12651e+06	2.41062e+06
P07003	P07003		poxB		2.52095e+06	2.43484e+06	2.4507e+06	2.432e+06	2.40193e+06	2.34703e+06
P07004	P07004		proA		5.2098e+06	5.28427e+06	5.02786e+06	4.8397e+06	5.10518e+06	4.77e+06
P07012	P07012		prfB		8.40414e+06	8.59777e+06	7.81161e+06	7.93469e+06	8.62464e+06	8.01078e+06
P07014	P07014		sdhB		1.64938e+06	1.63891e+06	1.65955e+06	1.67506e+06	1.68554e+06	1.71472e+06
P07017	P07017		tar		3.28125e+06	3.27668e+06	3.50962e+06	3.41904e+06	3.2854e+06	3.46142e+06
P07021	P07021		yfiB		845508	814009	927369	878866	850794	1.01366e+06
P07023	P07023		tyrA		2.55331e+06	2.73873e+06	2.67615e+06	2.53404e+06	2.49776e+06	2.72062e+06
P07024	P07024		ushA		4.93309e+06	5.08631e+06	4.96503e+06	5.08256e+06	4.9862e+06	5.03849e+06
P07026	P07026		sdiA		1.74393e+06	1.67906e+06	1.79994e+06	1.92368e+06	1.76063e+06	2.00455e+06
P07118	P07118		valS		2.29705e+07	2.29873e+07	2.2945e+07	2.29405e+07	2.32073e+07	2.27072e+07
P07330	P07330		cheB		1.19132e+06	1.06225e+06	1.00284e+06	958461	1.15153e+06	1.02283e+06
P07363	P07363		cheA		5.59933e+06	5.15808e+06	4.99879e+06	5.44809e+06	5.06418e+06	5.2316e+06
P07395	P07395		pheT		1.92785e+07	1.94515e+07	1.91494e+07	1.92492e+07	1.8917e+07	1.93892e+07
P07604	P07604		tyrR		2.61082e+06	2.61235e+06	2.53167e+06	2.4627e+06	2.57422e+06	2.48071e+06
P07639	P07639		aroB		4.42245e+06	4.6331e+06	4.58073e+06	4.49469e+06	4.34871e+06	4.37288e+06
P07649	P07649		truA		1.99741e+06	1.93686e+06	1.86862e+06	1.92574e+06	1.94982e+06	1.983e+06
P07650	P07650		deoA		6.48477e+06	6.43859e+06	6.5503e+06	6.28352e+06	6.52942e+06	6.25382e+06
P07658	P07658		fdhF		719688	702011	715720	776380	719526	740671
P07762	P07762		glgB		3.97446e+06	3.82547e+06	3.94294e+06	3.9514e+06	3.86062e+06	3.83529e+06
P07813	P07813		leuS		1.51967e+07	1.49196e+07	1.46738e+07	1.5256e+07	1.54149e+07	1.45018e+07
P07821	P07821		fhuC		567442	561147	518225	511860	567787	
P07862	P07862		ddlB		6.1552e+06	5.83924e+06	5.89626e+06	5.89322e+06	5.88001e+06	5.87332e+06
P07913	P07913		tdh		4.54811e+06	4.56266e+06	4.6181e+06	4.84022e+06	4.50335e+06	4.79698e+06
P08178	P08178		purM		1.72137e+06	1.69318e+06	1.80767e+06	1.75572e+06	1.72879e+06	1.66124e+06
P08179	P08179		purN		5.05715e+06	5.21156e+06	4.60181e+06	4.23291e+06	4.64425e+06	4.26584e+06
P08190	P08190		fimG		2.25808e+06	2.29768e+06	2.45734e+06	2.22029e+06	2.43525e+06	2.30846e+06
P08191	P08191		fimH		2.85799e+06	3.0445e+06	2.91267e+06	2.89739e+06	3.12468e+06	3.06816e+06
P08192	P08192		folC		3.11846e+06	3.11252e+06	3.08603e+06	3.13106e+06	3.13005e+06	3.16641e+06
P08200	P08200		icd		2.43752e+07	2.50337e+07	2.30783e+07	2.30805e+07	2.4682e+07	2.2443e+07
P08201	P08201		nirB		5.224e+06	5.17736e+06	5.28494e+06	5.1873e+06	5.09181e+06	5.37118e+06
