Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)					8.69532e+06	8.84526e+06			8.53087e+06
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)					2.09601e+07	2.05528e+07			2.10026e+07
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2.60476e+06	1.348e+07	1.32173e+07			1.35737e+07
P00350	P00350		gnd		2.61299e+07	2.6054e+07	2.59523e+07	2.65469e+07	2.65017e+07	2.5605e+07
P00363	P00363		frdA		4.70008e+07	4.7813e+07	4.74274e+07	4.77658e+07	4.84642e+07	4.59936e+07
P00370	P00370		gdhA		2.18174e+06	2.11094e+06	2.09652e+06	2.17833e+06	2.20423e+06	2.05083e+06
P00393	P00393		ndh		5.34815e+06	5.16602e+06	5.31269e+06	5.39026e+06	5.20175e+06	5.33288e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)					6.44887e+06	6.33926e+06			6.4157e+06
P00448	P00448		sodA		3.2534e+06	3.2641e+06	3.31777e+06	3.49849e+06	3.24886e+06	3.14182e+06
P00452	P00452		nrdA		9.69971e+06	9.81407e+06	9.54338e+06	9.70184e+06	9.60057e+06	9.57114e+06
P00490	P00490		malP		5.53864e+06	5.37765e+06	5.34773e+06	5.46141e+06	5.43842e+06	5.29651e+06
P00509	P00509		aspC		1.78395e+07	1.73297e+07	1.74375e+07	1.77432e+07	1.78258e+07	1.79622e+07
P00550	P00550		mtlA		5.04853e+06	4.80849e+06	4.709e+06	4.91598e+06	5.16376e+06	4.93068e+06
P00561	P00561		thrA		2.95803e+06	2.72976e+06	2.79664e+06	2.91704e+06	2.99986e+06	2.96757e+06
P00562	P00562		metL		2.66009e+06	2.65003e+06	2.66243e+06	2.62539e+06	2.67837e+06	2.66974e+06
P00579	P00579		rpoD		7.96956e+06	8.0249e+06	7.9097e+06	7.76076e+06	7.92002e+06	8.21613e+06
P00582	P00582		polA		3.93981e+06	3.74267e+06	3.85177e+06	3.90224e+06	3.81624e+06	3.83353e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1.17889e+06	3.91156e+06	4.07205e+06	837768	1.11143e+06	3.81941e+06
P00803	P00803		lepB		4.43639e+06	4.57944e+06	4.63133e+06	4.63585e+06	4.41059e+06	4.49433e+06
P00805	P00805		ansB		1.99084e+07	1.99997e+07	2.00474e+07	2.0132e+07	1.96987e+07	2.02129e+07
P00811	P00811		ampC		1.64252e+06	1.38717e+06	1.49024e+06	1.75449e+06	1.66108e+06	1.45359e+06
P00864	P00864		ppc		1.06191e+07	1.07637e+07	1.04797e+07	1.05251e+07	1.06099e+07	1.07855e+07
P00887	P00887		aroH		1.55637e+06	1.58405e+06	1.67199e+06	1.61559e+06	1.52719e+06	1.62741e+06
P00888	P00888		aroF		1.8299e+06	1.84359e+06	1.74551e+06	1.81513e+06	1.84088e+06	1.87537e+06
P00892	P00892		ilvG			373611	379641		272541	400124
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				1.2602e+06	5.49058e+06	5.59229e+06	1.22333e+06	1.13526e+06	5.29709e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)					1.80168e+07	1.80307e+07		7.3193e+06	1.78205e+07
P00934	P00934		thrC		4.40128e+06	4.53173e+06	4.2611e+06	4.23061e+06	4.40889e+06	4.22689e+06
P00946	P00946		manA		1.09014e+07	1.07517e+07	1.08688e+07	1.09372e+07	1.10411e+07	1.05578e+07
P00954	P00954		trpS		4.74011e+06	5.08571e+06	5.01167e+06	4.71557e+06	4.48991e+06	4.83222e+06
P00956	P00956		ileS		1.83048e+07	1.88692e+07	1.89832e+07	1.86322e+07	1.85659e+07	1.86725e+07
P00957	P00957		alaS		1.37604e+07	1.43733e+07	1.45313e+07	1.38035e+07	1.35664e+07	1.45755e+07
P00959	P00959		metG		1.77211e+07	1.81943e+07	1.85329e+07	1.75786e+07	1.78526e+07	1.80947e+07
P00960	P00960		glyQ		4.76065e+06	4.38943e+06	4.52267e+06	4.8134e+06	4.50752e+06	4.57126e+06
P00961	P00961		glyS		1.26612e+07	1.26762e+07	1.28135e+07	1.30739e+07	1.29679e+07	1.29115e+07
P00962	P00962		glnS		1.36781e+07	1.37561e+07	1.36221e+07	1.37771e+07	1.37194e+07	1.36242e+07
P00963	P00963		asnA		2.00587e+07	2.0959e+07	2.09493e+07	1.94982e+07	1.99892e+07	2.05185e+07
P00968	P00968		carB		3.34676e+06	3.39884e+06	3.38401e+06	3.44736e+06	3.35262e+06	3.45323e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				3.65441e+06	7.13175e+06	7.95964e+06	3.87205e+06	2.47275e+06	8.18397e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)					2.75291e+07	2.96103e+07			2.87781e+07
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)					1.26885e+07	1.26163e+07			1.27122e+07
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)					2.35009e+07	2.363e+07			2.34311e+07
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				311119	3.38732e+06	4.27317e+06	246737	158813	3.70476e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)					2.49657e+07	2.61288e+07			2.55129e+07
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)					7.04522e+06	6.91899e+06			6.86372e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)					1.5924e+07	1.6071e+07			1.62908e+07
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)					1.91199e+07	1.92441e+07			1.95022e+07
P02358	P02358		rpsF		8.71044e+07	8.85861e+07	9.09994e+07	8.45389e+07	8.39608e+07	9.02873e+07
P02359	P02359		rpsG		1.12037e+08	1.13347e+08	1.11446e+08	1.12307e+08	1.12161e+08	1.09192e+08
P02413	P02413		rplO		1.3839e+08	1.2892e+08	1.31643e+08	1.34256e+08	1.36334e+08	1.29151e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)					1.9427e+06	1.8438e+06			1.99424e+06
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)					4.59599e+06	4.79909e+06			4.59769e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				2.92351e+06	2.0208e+07	2.03193e+07	3.80704e+06	1.39862e+06	2.04763e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				4.14175e+06	1.12466e+07	1.12419e+07	6.36511e+06	6.91625e+06	1.10178e+07
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)					2.12768e+07	2.1422e+07	2.0316e+06		2.15171e+07
P02918	P02918		mrcA		996982	973906	864993	934803	868709	908607
P02919	P02919		mrcB		1.6833e+06	1.77161e+06	1.69597e+06	1.75103e+06	1.72229e+06	1.51528e+06
P02925	P02925		rbsB		9.0352e+06	9.06905e+06	9.26055e+06	9.05265e+06	9.07152e+06	9.1722e+06
P02930	P02930		tolC		2.43735e+07	2.35505e+07	2.37685e+07	2.52182e+07	2.38115e+07	2.36289e+07
P02931	P02931		ompF		2.88831e+07	2.63848e+07	2.57714e+07	3.00359e+07	2.83039e+07	2.79543e+07
P02942	P02942		tsr		9.87329e+06	1.03847e+07	1.02032e+07	9.87021e+06	9.97464e+06	1.07369e+07
P02943	P02943		lamB		1.28475e+06	1.4215e+06	1.46749e+06	1.31681e+06	1.38016e+06	1.3505e+06
P03004	P03004		dnaA		2.08674e+06	2.07517e+06	2.05186e+06	1.96235e+06	2.13402e+06	2.05796e+06
P03018	P03018		uvrD		3.22836e+06	3.01435e+06	3.0558e+06	3.22249e+06	3.2703e+06	2.87773e+06
P03817	P03817		mioC		6.86287e+06	6.92063e+06	6.51724e+06	6.56322e+06	6.91691e+06	6.78255e+06
P03841	P03841		malM		9.3388e+06	9.3838e+06	9.48404e+06	9.48054e+06	9.65446e+06	9.2735e+06
P04036	P04036		dapB		4.93003e+06	5.27555e+06	5.34529e+06	4.95909e+06	5.04837e+06	5.48444e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				2.76533e+06	5.06953e+06	4.91259e+06	3.17524e+06	2.05555e+06	5.13206e+06
P04079	P04079		guaA		1.79133e+07	1.78326e+07	1.78772e+07	1.79007e+07	1.81551e+07	1.76064e+07
P04335	P04335		frsA		4.26001e+06	4.30677e+06	4.17603e+06	4.19542e+06	4.32193e+06	4.10482e+06
P04425	P04425		gshB		1.25276e+07	1.22066e+07	1.21901e+07	1.26692e+07	1.2385e+07	1.24069e+07
P04693	P04693		tyrB		3.84036e+06	3.86687e+06	3.93814e+06	3.87573e+06	3.71645e+06	4.05936e+06
P04805	P04805		gltX		2.06021e+07	2.18666e+07	2.15967e+07	2.07163e+07	2.11413e+07	2.15546e+07
P04825	P04825		pepN		1.43686e+07	1.51833e+07	1.48952e+07	1.44956e+07	1.48133e+07	1.53621e+07
P04846	P04846		nlpA		3.00617e+06	3.21475e+06	3.28552e+06	3.15988e+06	3.15599e+06	3.29835e+06
P04949	P04949		fliC		3.36259e+07	3.15381e+07	3.18027e+07	3.56156e+07	3.32935e+07	3.11203e+07
P04951	P04951		kdsB		6.10226e+06	6.29453e+06	6.40988e+06	5.95101e+06	6.39694e+06	6.47579e+06
P04982	P04982		rbsD		1.0854e+06	1.09708e+06	1.03085e+06	1.202e+06	1.15099e+06	1.11065e+06
P04995	P04995		sbcB		1.09174e+07	1.00489e+07	1.03713e+07	1.12764e+07	1.13383e+07	1.04679e+07
P05020	P05020		pyrC		5.94776e+06	5.99572e+06	5.9164e+06	5.84533e+06	6.16954e+06	6.03024e+06
P05041	P05041		pabB		1.90636e+06	1.94878e+06	1.9335e+06	1.74372e+06	1.72391e+06	1.88387e+06
P05055	P05055		pnp		3.50063e+07	3.68135e+07	3.53219e+07	3.51215e+07	3.55766e+07	3.55491e+07
P05100	P05100		tag		1.84331e+06	1.87525e+06	2.02996e+06	1.73566e+06	1.69089e+06	1.80339e+06
P05194	P05194		aroD		952341	1.12602e+06	997802	961583	960730	1.0844e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)					1.67228e+07	1.68123e+07			1.63155e+07
P05458	P05458		ptrA		587020	536587	573218	543816	528063	555460
P05459	P05459		pdxB		5.7459e+06	5.64686e+06	5.53786e+06	5.76939e+06	5.7858e+06	5.90972e+06
P05637	P05637		apaH		732370	729737	798417	610065	829020	704611
P05719	P05719		hsdS		1.12071e+06	976562	1.04304e+06	1.1382e+06	1.13022e+06	956729
P05791	P05791		ilvD		3.09296e+06	2.86937e+06	2.80135e+06	2.83275e+06	2.96585e+06	2.79797e+06
P05793	P05793		ilvC		5.73969e+06	5.46806e+06	5.36734e+06	5.7487e+06	5.9524e+06	5.49764e+06
P05825	P05825		fepA		1.73764e+06	1.66825e+06	1.76418e+06	1.75191e+06	1.76555e+06	1.67495e+06
P05852	P05852		gcp		2.48661e+06	2.49969e+06	2.43455e+06	2.44567e+06	2.41787e+06	2.55181e+06
P06129	P06129		btuB		1.22855e+07	1.2639e+07	1.23534e+07	1.26641e+07	1.24451e+07	1.17901e+07
P06149	P06149		dld		6.52723e+06	6.62773e+06	6.86127e+06	6.36373e+06	6.18224e+06	6.66931e+06
P06282	P06282		cdh		1.47278e+06	1.45062e+06	1.60341e+06	1.44902e+06	1.55106e+06	1.50176e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.04812e+07	1.02988e+07	1.03672e+07	1.07198e+07	1.01549e+07	1.03723e+07
P06610	P06610		btuE		7.17045e+06	8.21612e+06	7.83736e+06	7.18885e+06	7.29282e+06	7.71756e+06
P06612	P06612		topA		5.52009e+06	5.31587e+06	5.08669e+06	5.42237e+06	5.48137e+06	5.18278e+06
P06616	P06616		era		3.56138e+06	3.10068e+06	3.23059e+06	3.47318e+06	3.48779e+06	3.17469e+06
P06709	P06709		birA		885216	927780	840481	960312	1.07087e+06	850683
P06710	P06710		dnaX		1.00279e+06	953817	841341	1.04455e+06	955164	714605
P06715	P06715		gor		4.29627e+06	4.49483e+06	4.4082e+06	4.42987e+06	4.36512e+06	4.52728e+06
P06722	P06722		mutH		531430	562117	628415	558196	557057	587753
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1.63011e+06	8.51688e+06	8.47466e+06	430427		8.57585e+06
P06846	P06846		ebgR		1.23147e+06	1.26965e+06	1.34801e+06	1.20958e+06	1.23695e+06	1.32339e+06
P06959	P06959		aceF		3.8983e+07	3.82719e+07	3.89382e+07	3.8766e+07	3.86585e+07	3.79587e+07
P06961	P06961		cca		743058	659078	691511	864174	804348	732407
P06968	P06968		dut		7.54298e+06	7.03215e+06	7.17757e+06	7.80142e+06	7.33155e+06	7.18885e+06
P06971	P06971		fhuA		1.39207e+07	1.3973e+07	1.33578e+07	1.37042e+07	1.38773e+07	1.3448e+07
P06974	P06974		fliM		1.73509e+06	1.71113e+06	1.62207e+06	1.87096e+06	1.77068e+06	1.7334e+06
P06983	P06983		hemC		1.19679e+07	1.14403e+07	1.12757e+07	1.26327e+07	1.26017e+07	1.04446e+07
P06986	P06986		hisC		2.55329e+06	2.50317e+06	2.45644e+06	2.45026e+06	2.31935e+06	2.3799e+06
P06987	P06987		hisB		1.23725e+06	1.34515e+06	1.2364e+06	1.30992e+06	1.10312e+06	1.11114e+06
P06988	P06988		hisD		3.49065e+06	3.33016e+06	3.10792e+06	3.93041e+06	3.83648e+06	3.32035e+06
P06992	P06992		rsmA		1.98756e+06	2.00511e+06	2.01426e+06	2.06497e+06	2.02654e+06	2.18389e+06
P06996	P06996		ompC		2.91364e+08	2.62822e+08	2.6252e+08	2.9333e+08	2.80971e+08	2.69104e+08
P06999	P06999		pfkB		1.07123e+06	1.12968e+06	1.02432e+06	1.11734e+06	1.03811e+06	1.07818e+06
P07000	P07000		pldB		500618	591216	605607	538498	534253	492087
P07001	P07001		pntA		2.0919e+06	2.21978e+06	2.10363e+06	2.05372e+06	2.06575e+06	2.25509e+06
P07003	P07003		poxB		2.02576e+06	2.00472e+06	2.07054e+06	1.91043e+06	2.01384e+06	2.06252e+06
P07004	P07004		proA		4.6382e+06	4.4187e+06	4.29159e+06	4.53803e+06	4.61478e+06	4.26763e+06
P07012	P07012		prfB		8.29646e+06	7.85716e+06	8.1196e+06	8.97929e+06	8.53344e+06	8.03041e+06
P07014	P07014		sdhB		1.66848e+06	1.5758e+06	1.63289e+06	1.7472e+06	1.61215e+06	1.6238e+06
P07017	P07017		tar		3.04166e+06	3.14823e+06	3.12109e+06	2.99723e+06	2.97501e+06	3.21728e+06
P07021	P07021		yfiB		844620	958585	879789	777473	828034	1.03631e+06
P07023	P07023		tyrA		2.43375e+06	2.57363e+06	2.42973e+06	2.48568e+06	2.42592e+06	2.53646e+06
P07024	P07024		ushA		4.71281e+06	4.42388e+06	4.68192e+06	4.72955e+06	4.62799e+06	4.74852e+06
P07026	P07026		sdiA		1.69796e+06	1.69117e+06	1.81647e+06	1.61395e+06	1.60571e+06	1.86319e+06
P07118	P07118		valS		1.91676e+07	2.02317e+07	2.02756e+07	1.96444e+07	1.95025e+07	1.99625e+07
P07330	P07330		cheB		1.09661e+06	961110	911951	1.11984e+06	1.09515e+06	972866
P07363	P07363		cheA		1.44355e+06	1.39415e+06	1.40285e+06	1.56918e+06	1.55284e+06	1.40926e+06
P07395	P07395		pheT		1.38542e+07	1.3669e+07	1.38485e+07	1.38935e+07	1.37582e+07	1.38025e+07
P07604	P07604		tyrR		4.85567e+06	4.69497e+06	4.55884e+06	4.55285e+06	5.1152e+06	4.67655e+06
P07639	P07639		aroB		2.98433e+06	3.04868e+06	2.97385e+06	3.11292e+06	2.99074e+06	3.05996e+06
P07649	P07649		truA		1.85538e+06	1.84813e+06	1.87164e+06	1.90968e+06	1.80227e+06	1.8731e+06
P07650	P07650		deoA		6.09493e+06	6.31826e+06	6.02068e+06	6.2236e+06	5.9033e+06	5.90214e+06
P07658	P07658		fdhF		795898	765717	813574	885702	810449	807692
P07762	P07762		glgB		3.23302e+06	3.16194e+06	3.21001e+06	3.02924e+06	3.26144e+06	3.23146e+06
P07813	P07813		leuS		1.43344e+07	1.47945e+07	1.49909e+07	1.43718e+07	1.45575e+07	1.42993e+07
P07862	P07862		ddlB		5.56777e+06	5.57036e+06	5.61708e+06	5.65936e+06	5.69494e+06	5.66061e+06
P07913	P07913		tdh		4.2355e+06	4.25418e+06	4.41e+06	4.28334e+06	4.04768e+06	4.33591e+06
P08178	P08178		purM		1.19754e+06	1.19455e+06	1.17206e+06	1.23154e+06	1.17203e+06	1.04074e+06
P08179	P08179		purN		4.08447e+06	5.19758e+06	4.47484e+06	4.37746e+06	3.53576e+06	4.87736e+06
P08190	P08190		fimG		651928	625376	548273	713600	735000	599030
P08191	P08191		fimH		3.14328e+06	2.50514e+06	2.63101e+06	3.04232e+06	2.8299e+06	2.60093e+06
P08192	P08192		folC		2.89525e+06	2.9387e+06	2.97433e+06	2.99112e+06	2.94027e+06	2.94e+06
P08200	P08200		icd		2.19424e+07	2.2479e+07	2.24407e+07	2.21068e+07	2.28665e+07	2.21391e+07
P08201	P08201		nirB		5.0029e+06	4.85939e+06	4.87116e+06	5.14531e+06	5.09565e+06	5.12456e+06
P08244	P08244		pyrF		7.36684e+06	7.50948e+06	7.22848e+06	7.09337e+06	7.20625e+06	7.63574e+06
P08245	P08245		yciH		602760	568167	589857	676948	559402	572551
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)					1.64006e+07	1.65337e+07		6.28242e+06	1.61097e+07
P08312	P08312		pheS		1.32585e+07	1.30378e+07	1.27349e+07	1.30599e+07	1.30742e+07	1.29341e+07
P08331	P08331		cpdB		3.12978e+06	3.03413e+06	3.1038e+06	3.10044e+06	3.08485e+06	3.09047e+06
P08373	P08373		murB		1.67442e+06	1.68052e+06	1.75385e+06	1.65546e+06	1.73202e+06	1.67187e+06
P08390	P08390		usg		4.33241e+07	4.31744e+07	4.15719e+07	4.2895e+07	4.31114e+07	4.10634e+07
P08395	P08395		sppA		2.87345e+06	2.82587e+06	2.98585e+06	3.12156e+06	3.05294e+06	2.9297e+06
P08506	P08506		dacC		5.71318e+06	5.3888e+06	5.32184e+06	5.71851e+06	5.72646e+06	5.55664e+06
P08622	P08622		dnaJ		5.87864e+06	5.39991e+06	5.35973e+06	5.86764e+06	6.02303e+06	5.41071e+06
P08660	P08660		lysC		2.24965e+06	2.36346e+06	2.384e+06	2.19585e+06	2.34364e+06	2.30965e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)					1.9207e+07	1.90917e+07			1.92263e+07
P08839	P08839		ptsI		3.13937e+07	3.15322e+07	3.10002e+07	3.17334e+07	3.14101e+07	3.08891e+07
