Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML
P0A8D6	P0A8D6		ymdB		2.05354e+06	2.14745e+06	2.08907e+06	2.14845e+06	1.94547e+06	2.10353e+06
P0A8E1	P0A8E1		ycfP		1.34734e+07	1.29514e+07	1.30965e+07	1.26133e+07	1.25289e+07	1.31578e+07
P0A8E7	P0A8E7		yajQ		1.57376e+07	1.502e+07	1.5284e+07	1.56868e+07	1.55091e+07	1.51519e+07
P0A8F0	P0A8F0		upp		3.48336e+07	3.49134e+07	3.50795e+07	3.50182e+07	3.40521e+07	3.50376e+07
P0A8F4	P0A8F4		udk		7.05964e+06	7.27261e+06	6.70067e+06	6.96179e+06	7.21095e+06	7.21113e+06
P0A8F8	P0A8F8		uvrB		1.89926e+06	1.80197e+06	1.79994e+06	1.92008e+06	1.86755e+06	1.69717e+06
P0A8G0	P0A8G0		uvrC		531313	471258	491604	409972	390384	433416
P0A8G3	P0A8G3		uxaC		1.46401e+06	1.40517e+06	1.46003e+06	1.35939e+06	1.48044e+06	1.37718e+06
P0A8G6	P0A8G6		wrbA		8.66705e+06	8.13769e+06	8.21605e+06	8.52561e+06	8.44876e+06	7.63606e+06
P0A8G9	P0A8G9		xseB		9.51363e+06	9.90848e+06	9.95697e+06	9.66076e+06	9.00772e+06	9.19155e+06
P0A8H8	P0A8H8		yacG		1.70156e+06	1.71787e+06	1.766e+06	1.88601e+06	1.70464e+06	1.73356e+06
P0A8I1	P0A8I1		yqgF		1.7012e+06	1.64426e+06	1.71388e+06	1.58217e+06	1.63717e+06	1.69768e+06
P0A8I3	P0A8I3		yaaA		4.23021e+06	4.23222e+06	4.30157e+06	4.31673e+06	4.34699e+06	4.31166e+06
P0A8I5	P0A8I5		trmB		6.84668e+06	7.35712e+06	7.13673e+06	6.31143e+06	6.89206e+06	7.43026e+06
P0A8I8	P0A8I8		rlmH		2.70182e+06	2.66683e+06	2.68121e+06	2.63528e+06	2.75709e+06	2.71756e+06
P0A8J2	P0A8J2		dnaT		1.08392e+06	1.10594e+06	1.14501e+06	1.09593e+06	1.28647e+06	1.17889e+06
P0A8J4	P0A8J4		ybeD		1.64216e+07	1.57331e+07	1.55908e+07	1.61065e+07	1.58325e+07	1.55973e+07
P0A8J8	P0A8J8		rhlB		6.224e+06	6.49508e+06	6.44974e+06	6.2384e+06	6.28603e+06	6.45661e+06
P0A8K1	P0A8K1		psd		4.4649e+06	4.48769e+06	4.56783e+06	4.79236e+06	4.25357e+06	4.30119e+06
P0A8K5	P0A8K5		yaeP		2.44061e+06	2.21872e+06	2.15107e+06	2.199e+06	2.3626e+06	2.44215e+06
P0A8L1	P0A8L1		serS		3.30826e+07	3.48945e+07	3.47364e+07	3.32373e+07	3.26916e+07	3.50136e+07
P0A8L5	P0A8L5		ycgN		1.21358e+06	1.09781e+06	1.17097e+06	1.15022e+06	1.18327e+06	1.28938e+06
P0A8L7	P0A8L7		yciU		2.15647e+06	2.26695e+06	2.18898e+06	2.11995e+06	1.94383e+06	2.04289e+06
P0A8M0	P0A8M0		asnS		3.37735e+07	3.49876e+07	3.47206e+07	3.38319e+07	3.4001e+07	3.44812e+07
P0A8M3	P0A8M3		thrS		9.78706e+06	1.01802e+07	1.03199e+07	9.6259e+06	9.66428e+06	1.02998e+07
P0A8M6	P0A8M6		yeeX		1.19365e+07	1.21124e+07	1.21204e+07	1.13779e+07	1.15038e+07	1.13343e+07
P0A8N0	P0A8N0		matP		394751	411300	357745	349091	344387	376986
P0A8N3	P0A8N3		lysS		3.87827e+07	3.87085e+07	3.8577e+07	3.89871e+07	3.82527e+07	3.89018e+07
P0A8N5	P0A8N5		lysU		2.06466e+07	2.06908e+07	2.07806e+07	2.05252e+07	2.08517e+07	2.07364e+07
P0A8N7	P0A8N7		epmA		3.31394e+06	2.91166e+06	3.15454e+06	3.08122e+06	3.08255e+06	2.947e+06
P0A8P3	P0A8P3		yggX		2.71093e+07	2.77292e+07	2.73717e+07	2.73864e+07	2.71787e+07	2.7968e+07
P0A8Q0	P0A8Q0		frdC		1.94756e+06	2.17508e+06	2.14674e+06	2.1343e+06	2.14779e+06	2.13362e+06
P0A8Q6	P0A8Q6		clpS		1.52772e+06	1.3841e+06	1.42408e+06	1.59444e+06	1.64761e+06	1.42164e+06
P0A8R0	P0A8R0		rraA		2.00071e+07	1.95978e+07	1.94372e+07	2.03945e+07	1.99355e+07	1.8728e+07
P0A8R9	P0A8R9		hdfR		1.3434e+06	1.3626e+06	1.3909e+06	1.35774e+06	1.37866e+06	1.28922e+06
P0A8S1	P0A8S1		iciA		3.12704e+06	3.21516e+06	3.18622e+06	3.20987e+06	3.24521e+06	3.23683e+06
P0A8T1	P0A8T1		prmA		6.45363e+06	6.59106e+06	6.45422e+06	6.56051e+06	6.5932e+06	6.5678e+06
P0A8T7	P0A8T7		rpoC		4.96033e+07	5.04433e+07	4.9928e+07	5.0037e+07	4.94388e+07	4.97429e+07
P0A8U0	P0A8U0		syd		1.49414e+06	1.55279e+06	1.49144e+06	1.37861e+06	1.40345e+06	1.36253e+06
P0A8U2	P0A8U2		yafD		119970	137409	122843	181255	142535	128985
P0A8U6	P0A8U6		metJ		8.42558e+06	8.47555e+06	8.32152e+06	8.58744e+06	8.53595e+06	8.13101e+06
P0A8V0	P0A8V0		rbn		391870	303500	300386	356744	316398	379916
P0A8V2	P0A8V2		rpoB		7.39989e+07	7.4695e+07	7.46051e+07	7.39993e+07	7.43251e+07	7.50898e+07
P0A8V6	P0A8V6		fadR		6.11153e+06	6.08499e+06	5.98886e+06	6.07577e+06	6.21445e+06	6.05531e+06
P0A8W0	P0A8W0		nanR		2.40442e+06	2.67132e+06	2.42904e+06	2.42728e+06	2.33713e+06	2.40763e+06
P0A8W2	P0A8W2		slyA		8.62209e+06	8.65941e+06	8.35222e+06	7.90858e+06	8.17488e+06	9.18108e+06
P0A8W5	P0A8W5		yqgE		2.04393e+06	2.35851e+06	2.27297e+06	2.23263e+06	2.02992e+06	2.23439e+06
P0A8W8	P0A8W8		yfbU		1.82446e+07	1.87027e+07	1.83353e+07	1.77853e+07	1.81285e+07	1.88625e+07
P0A8X0	P0A8X0		yjgA		8.13717e+06	8.102e+06	7.96761e+06	7.95477e+06	8.22383e+06	8.11564e+06
P0A8X2	P0A8X2		yceI		1.26558e+06	1.02581e+06	1.13467e+06	1.17647e+06	1.14595e+06	1.10477e+06
P0A8Y1	P0A8Y1		yjjG		1.85243e+06	1.69377e+06	1.73691e+06	1.89131e+06	1.9022e+06	1.65011e+06
P0A8Y3	P0A8Y3		yihX		2.38609e+06	2.60656e+06	2.64312e+06	2.43289e+06	2.50593e+06	2.68619e+06
P0A8Y5	P0A8Y5		yidA		4.82018e+06	4.67246e+06	4.72692e+06	4.67608e+06	4.86355e+06	4.65765e+06
P0A8Z0	P0A8Z0		yciA		2.05937e+06	2.03921e+06	1.96229e+06	2.09512e+06	2.0301e+06	2.05172e+06
P0A8Z3	P0A8Z3		ybgC		234251	104688	182519	97728.8		63142.4
P0A8Z7	P0A8Z7		yqiA		370103	229667	391750	349017	421127	399714
P0A901	P0A901		blc		1.107e+06	1.11734e+06	1.15241e+06	1.10328e+06	1.15583e+06	1.10569e+06
P0A903	P0A903		bamC		2.02042e+07	2.01845e+07	2.00933e+07	2.01463e+07	2.03048e+07	1.99288e+07
P0A905	P0A905		slyB		2.98286e+07	3.04053e+07	3.00278e+07	3.00931e+07	3.07607e+07	3.03945e+07
P0A908	P0A908		mipA		2.21959e+06	2.37403e+06	2.39679e+06	2.26564e+06	2.16412e+06	2.62401e+06
P0A910	P0A910		ompA		5.2751e+08	5.40159e+08	5.30506e+08	5.45699e+08	5.24738e+08	5.09762e+08
P0A912	P0A912		pal		5.26957e+07	4.93645e+07	4.98622e+07	5.20605e+07	5.52774e+07	5.10636e+07
P0A915	P0A915		ompW		1.40285e+07	1.64437e+07	1.60352e+07	1.44515e+07	1.44205e+07	1.69411e+07
P0A917	P0A917		ompX		2.00347e+07	1.9681e+07	1.98327e+07	1.97414e+07	1.98451e+07	2.03519e+07
P0A921	P0A921		pldA		1.89395e+06	1.83651e+06	1.95887e+06	1.90423e+06	1.93337e+06	2.04292e+06
P0A927	P0A927		tsx		9.80899e+06	1.01542e+07	1.00757e+07	9.66398e+06	9.73326e+06	1.01859e+07
P0A932	P0A932		gfcE		1.61304e+07	1.64251e+07	1.65788e+07	1.61924e+07	1.61447e+07	1.60189e+07
P0A935	P0A935		mltA		5.58097e+06	6.10302e+06	6.04036e+06	5.69016e+06	5.51964e+06	5.88264e+06
P0A937	P0A937		bamE		6.29234e+06	5.98232e+06	6.11732e+06	6.22208e+06	6.56389e+06	6.17486e+06
P0A940	P0A940		bamA		1.47902e+07	1.46442e+07	1.46218e+07	1.47386e+07	1.45086e+07	1.46549e+07
P0A944	P0A944		rimI		549250	588677	562308	586868	511924	635939
P0A948	P0A948		rimJ		328218	382889	266769	333466	319293	291998
P0A951	P0A951		speG		1.89082e+06	1.55675e+06	1.48511e+06	1.54898e+06	1.3546e+06	1.51889e+06
P0A953	P0A953		fabB		2.5787e+07	2.62744e+07	2.58565e+07	2.60399e+07	2.62243e+07	2.565e+07
P0A955	P0A955		eda		2.84218e+07	2.73258e+07	2.75377e+07	2.83623e+07	2.82426e+07	2.76707e+07
P0A959	P0A959		alaA		1.87064e+06	1.93438e+06	1.87971e+06	1.84713e+06	1.94684e+06	1.92632e+06
P0A962	P0A962		ansA		1.95585e+06	2.01385e+06	2.0331e+06	2.00065e+06	1.89925e+06	1.96191e+06
P0A964	P0A964		cheW		1.69332e+07	1.6075e+07	1.60781e+07	1.6833e+07	1.64773e+07	1.64388e+07
P0A968	P0A968		cspD		796642	793747	855961	807665	800676	700400
P0A972	P0A972		cspE		1.33125e+08	1.18727e+08	1.21958e+08	1.33037e+08	1.32309e+08	1.14387e+08
P0A978	P0A978		cspG		5.16076e+06	5.78855e+06	5.83409e+06	5.61251e+06	5.28294e+06	5.91434e+06
P0A988	P0A988		dnaN		4.25974e+06	4.26062e+06	4.31597e+06	4.25203e+06	4.27591e+06	4.26484e+06
P0A991	P0A991		fbaB		7.66316e+06	7.71306e+06	7.84851e+06	7.7066e+06	7.84835e+06	7.58688e+06
P0A993	P0A993		fbp		1.10618e+07	1.11781e+07	1.14469e+07	1.09453e+07	1.09902e+07	1.11247e+07
P0A996	P0A996		glpC		1.73664e+06	1.73295e+06	1.6441e+06	1.68452e+06	1.7226e+06	1.69342e+06
P0A998	P0A998		ftnA		3.36968e+07	3.36127e+07	3.31437e+07	3.33211e+07	3.1523e+07	3.20025e+07
P0A9A2	P0A9A2		ftnB		594472	1.02835e+06	815596	1.11377e+06	897265	1.10376e+06
P0A9A6	P0A9A6		ftsZ		1.43818e+07	1.44988e+07	1.46655e+07	1.43461e+07	1.43948e+07	1.52527e+07
P0A9A9	P0A9A9		fur		1.88441e+07	1.90701e+07	1.95431e+07	1.81718e+07	1.89407e+07	1.90743e+07
P0A9B2	P0A9B2		gapA		4.48516e+08	4.55038e+08	4.45478e+08	4.53354e+08	4.41309e+08	4.42297e+08
P0A9B6	P0A9B6		epd		1.6752e+06	1.59376e+06	1.70449e+06	1.66574e+06	1.61807e+06	1.64521e+06
P0A9C0	P0A9C0		glpA		2.13369e+06	2.08143e+06	2.07575e+06	2.19376e+06	2.14385e+06	2.13477e+06
P0A9C3	P0A9C3		galM		7.52562e+06	7.48882e+06	7.3182e+06	7.52477e+06	7.21697e+06	6.99912e+06
P0A9C5	P0A9C5		glnA		3.83619e+07	3.90596e+07	3.89431e+07	3.71201e+07	3.70935e+07	3.9008e+07
P0A9C9	P0A9C9		glpX		1.03994e+07	1.0138e+07	9.83849e+06	1.05976e+07	1.10032e+07	1.04923e+07
P0A9D2	P0A9D2		gstA		6.7793e+06	7.37687e+06	7.27878e+06	6.84401e+06	6.87615e+06	7.29056e+06
P0A9D4	P0A9D4		cysE		3.30178e+06	3.38402e+06	3.26918e+06	3.29427e+06	3.21463e+06	3.39367e+06
P0A9D8	P0A9D8		dapD		3.99316e+07	3.95212e+07	4.02692e+07	3.95349e+07	3.97847e+07	3.98652e+07
P0A9E5	P0A9E5		fnr		7.72401e+06	7.76154e+06	7.69466e+06	7.73219e+06	7.87099e+06	7.56199e+06
P0A9F1	P0A9F1		mntR		1.45575e+06	1.3777e+06	1.50953e+06	1.43397e+06	1.27025e+06	1.32335e+06
P0A9F3	P0A9F3		cysB		3.78193e+06	3.8823e+06	3.80743e+06	3.69011e+06	3.76186e+06	3.6743e+06
P0A9F6	P0A9F6		gcvA		178851	197099	170710	142216	219242	237146
P0A9G2	P0A9G2		nhaR		1.18901e+06	1.17116e+06	1.22068e+06	1.15111e+06	1.12229e+06	1.05598e+06
P0A9G6	P0A9G6		aceA		7.53866e+06	7.36692e+06	7.32859e+06	7.51081e+06	7.52516e+06	7.35205e+06
P0A9G8	P0A9G8		modE		3.77184e+06	3.61452e+06	3.69777e+06	3.69953e+06	3.66124e+06	3.5562e+06
P0A9H1	P0A9H1		mug		2.11515e+06	2.02291e+06	2.09354e+06	1.84734e+06	2.00226e+06	1.96085e+06
P0A9H5	P0A9H5		btuR		953420	976708	910366	974720	921390	932969
P0A9H7	P0A9H7		cfa		3.35885e+06	3.34744e+06	3.39339e+06	3.37505e+06	3.43209e+06	3.30158e+06
P0A9H9	P0A9H9		cheZ		2.02554e+06	2.00002e+06	2.01079e+06	1.98997e+06	1.95639e+06	1.91079e+06
P0A9I1	P0A9I1		citE		6.7914e+06	6.32516e+06	6.51406e+06	6.56764e+06	6.60534e+06	6.22699e+06
P0A9I3	P0A9I3		gcvR		2.5153e+06	2.44211e+06	2.52139e+06	2.41325e+06	2.41282e+06	2.5568e+06
P0A9I8	P0A9I8		nirD		2.84453e+06	3.20707e+06	3.02223e+06	2.85137e+06	3.0474e+06	2.98862e+06
P0A9J0	P0A9J0		rng		5.38622e+06	5.22172e+06	5.13961e+06	5.2224e+06	5.16973e+06	4.90617e+06
P0A9J4	P0A9J4		panE		2.75345e+06	2.78586e+06	2.78835e+06	2.67789e+06	2.66208e+06	2.95285e+06
P0A9J6	P0A9J6		rbsK		3.2193e+06	3.62302e+06	3.42097e+06	3.32861e+06	3.40752e+06	3.19066e+06
P0A9J8	P0A9J8		pheA		2.01647e+06	1.95865e+06	2.02178e+06	1.93449e+06	2.0196e+06	1.99188e+06
P0A9K3	P0A9K3		ybeZ		5.88562e+06	5.81869e+06	5.82986e+06	5.84054e+06	5.74786e+06	5.86811e+06
P0A9K7	P0A9K7		phoU		2.21041e+06	2.32226e+06	2.15328e+06	2.20167e+06	2.15263e+06	2.30396e+06
P0A9K9	P0A9K9		slyD		7.17016e+07	7.36668e+07	7.0779e+07	7.40414e+07	7.24625e+07	7.32386e+07
P0A9L3	P0A9L3		fklB		2.00796e+07	1.92684e+07	1.93429e+07	1.97765e+07	1.98406e+07	1.9612e+07
P0A9L5	P0A9L5		ppiC		2.69149e+06	2.59177e+06	2.61409e+06	2.64854e+06	2.51899e+06	2.49458e+06
P0A9L8	P0A9L8		proC		2.78448e+06	3.38799e+06	3.54265e+06	3.09122e+06	2.06647e+06	3.07348e+06
P0A9M0	P0A9M0		lon		9.57886e+06	9.49558e+06	9.50293e+06	9.44368e+06	9.60502e+06	9.57765e+06
P0A9M2	P0A9M2		hpt		5.4797e+06	5.88182e+06	5.91997e+06	5.48164e+06	5.60435e+06	6.15732e+06
P0A9M5	P0A9M5		gpt		8.142e+07	8.37209e+07	8.20679e+07	8.06944e+07	8.15624e+07	7.9111e+07
P0A9M8	P0A9M8		pta		4.79842e+07	4.76637e+07	4.82213e+07	4.84104e+07	4.75177e+07	4.8471e+07
P0A9N4	P0A9N4		pflA		5.22135e+06	5.13888e+06	5.22883e+06	5.143e+06	5.16439e+06	5.21636e+06
P0A9N8	P0A9N8		nrdG		531087	493211	645563	463613	439652	502434
P0A9P0	P0A9P0		lpdA		4.73562e+07	4.69098e+07	4.72503e+07	4.69762e+07	4.69678e+07	4.7173e+07
P0A9P4	P0A9P4		trxB		1.11223e+07	1.05284e+07	1.05224e+07	1.07996e+07	1.09129e+07	1.065e+07
P0A9P6	P0A9P6		deaD		9.72777e+06	9.69171e+06	9.65923e+06	9.56227e+06	9.61573e+06	9.64102e+06
P0A9Q1	P0A9Q1		arcA		2.67064e+07	2.75009e+07	2.80776e+07	2.62717e+07	2.71624e+07	2.82482e+07
P0A9Q5	P0A9Q5		accD		1.67092e+07	1.6987e+07	1.70349e+07	1.68919e+07	1.72199e+07	1.66795e+07
P0A9Q7	P0A9Q7		adhE		1.85662e+08	1.92869e+08	1.9181e+08	1.83951e+08	1.83734e+08	1.90905e+08
P0A9Q9	P0A9Q9		asd		1.8957e+07	1.97842e+07	1.9695e+07	1.90056e+07	1.91516e+07	1.98537e+07
P0A9R4	P0A9R4		fdx		8.88542e+06	8.34849e+06	8.64885e+06	8.85459e+06	9.17068e+06	8.81482e+06
P0A9R7	P0A9R7		ftsE		3.56011e+06	3.85896e+06	3.8155e+06	3.49257e+06	3.44091e+06	3.60641e+06
P0A9S1	P0A9S1		fucO		1.32927e+06	1.20456e+06	1.34638e+06	1.17387e+06	1.05616e+06	1.14496e+06
P0A9S5	P0A9S5		gldA		1.27085e+07	1.34679e+07	1.35556e+07	1.24033e+07	1.24099e+07	1.32178e+07
P0A9T0	P0A9T0		serA		9.28684e+06	9.29112e+06	9.43183e+06	9.00331e+06	9.09563e+06	9.38295e+06
P0A9T4	P0A9T4		tas		9.557e+06	9.93925e+06	9.84124e+06	9.35066e+06	9.2927e+06	9.54635e+06
P0A9T6	P0A9T6		ybaQ		1.35865e+06	1.1045e+06	927721	1.0373e+06	1.23817e+06	1.15999e+06
P0A9T8	P0A9T8		ybbA		787069	739735	748970	849401	838647	784848
P0A9U1	P0A9U1		ybhF		534135	424136	417164	542032	518007	409147
P0A9U3	P0A9U3		ybiT		6.17256e+06	6.00825e+06	6.03488e+06	6.05884e+06	6.03656e+06	6.0417e+06
P0A9V1	P0A9V1		lptB		5.43311e+06	5.40407e+06	5.52393e+06	5.43276e+06	5.35311e+06	5.68468e+06
P0A9W3	P0A9W3		yjjK		9.05514e+06	9.1409e+06	9.0435e+06	9.14707e+06	8.67775e+06	8.87419e+06
P0A9W6	P0A9W6		yrbA		1.12899e+07	1.20801e+07	1.25345e+07	1.02252e+07	1.26015e+07	1.25169e+07
P0A9W9	P0A9W9		yrdA		5.48268e+06	5.40176e+06	5.36145e+06	5.45516e+06	5.4736e+06	5.29876e+06
P0A9X4	P0A9X4		mreB		8.86601e+06	9.17154e+06	9.19757e+06	8.86788e+06	8.7435e+06	8.86387e+06
P0A9X9	P0A9X9		cspA		2.43274e+07	2.48455e+07	2.50962e+07	2.43228e+07	2.42317e+07	2.54415e+07
P0A9Y6	P0A9Y6		cspC		1.76568e+08	1.59706e+08	1.6032e+08	1.77775e+08	1.79988e+08	1.56693e+08
P0A9Z1	P0A9Z1		glnB		1.41966e+07	1.42282e+07	1.48456e+07	1.41888e+07	1.48016e+07	1.46733e+07
P0AA04	P0AA04		ptsH		6.62928e+07	6.71483e+07	6.40642e+07	6.77348e+07	6.65444e+07	6.20676e+07
P0AA10	P0AA10		rplM		8.0026e+07	8.66775e+07	8.63285e+07	8.25041e+07	8.42081e+07	8.89489e+07
P0AA16	P0AA16		ompR		9.5409e+06	9.50985e+06	9.30892e+06	9.96361e+06	9.57589e+06	9.44308e+06
P0AA25	P0AA25		trxA		2.67684e+07	2.87311e+07	2.84224e+07	2.69863e+07	2.65786e+07	2.69898e+07
P0AA31	P0AA31		yedF		3.60498e+06	3.4963e+06	3.59107e+06	3.56211e+06	3.67395e+06	3.58773e+06
P0AA39	P0AA39		rluC		1.68394e+06	1.58058e+06	1.63383e+06	1.60756e+06	1.64535e+06	1.70502e+06
P0AA43	P0AA43		rsuA		4.39759e+06	4.52093e+06	4.63906e+06	4.50692e+06	4.73977e+06	4.55296e+06
P0AA53	P0AA53		qmcA		1.78229e+06	1.98235e+06	1.81693e+06	1.89646e+06	1.85528e+06	1.85254e+06
P0AA86	P0AA86		dsbE		1.1859e+06	1.15093e+06	1.13444e+06	1.20696e+06	1.41501e+06	1.42504e+06
P0AA91	P0AA91		yeaY		1.55158e+06	1.41558e+06	1.49376e+06	1.45374e+06	1.44733e+06	1.4142e+06
P0AA93	P0AA93		ypdA		227502	283075	295404	259407	132985	172735
P0AA95	P0AA95		yacC		1.05883e+06	989342	1.00727e+06	1.02315e+06	1.08171e+06	1.1374e+06
P0AA97	P0AA97		yaeQ		958740	792127	838084	894648	834716	812485
P0AAA1	P0AAA1		yagU		5.93759e+06	6.22625e+06	6.02175e+06	5.95633e+06	6.1608e+06	6.32225e+06
P0AAB4	P0AAB4		ubiD		2.23693e+06	2.31908e+06	2.41932e+06	2.31729e+06	2.26949e+06	2.21015e+06
P0AAB6	P0AAB6		galF		1.19866e+07	1.33053e+07	1.28352e+07	1.20332e+07	1.24131e+07	1.32102e+07
P0AAB8	P0AAB8		uspD		2.1299e+06	2.25811e+06	2.37116e+06	2.21983e+06	2.19986e+06	2.35101e+06
P0AAC0	P0AAC0		uspE		5.34863e+06	5.73259e+06	5.68515e+06	5.64228e+06	5.43185e+06	5.66436e+06
P0AAC8	P0AAC8		iscA		6.88238e+06	6.95041e+06	6.69474e+06	7.00897e+06	6.68322e+06	6.81854e+06
P0AAD6	P0AAD6		sdaC		136816	165212	214233	135532		179860
P0AAF6	P0AAF6		artP		952168	796269	978087	1.00827e+06	1.06332e+06	976657
P0AAG3	P0AAG3		gltL		467559	440575	433331	358535	350371	393575
P0AAH0	P0AAH0		pstB		1.32415e+06	1.28679e+06	1.28867e+06	1.38135e+06	1.26228e+06	1.30393e+06
P0AAH8	P0AAH8		sapF		632652	610630	594594	555132	478448	599586
P0AAI3	P0AAI3		ftsH		1.75227e+07	1.7213e+07	1.72133e+07	1.72536e+07	1.75457e+07	1.73423e+07
P0AAI5	P0AAI5		fabF		4.81884e+07	4.88321e+07	4.96914e+07	4.85965e+07	4.8117e+07	4.89235e+07
P0AAI9	P0AAI9		fabD		1.04103e+07	9.60546e+06	9.96167e+06	1.01289e+07	1.04781e+07	9.72216e+06
P0AAJ3	P0AAJ3		fdnH		4.60815e+06	4.62502e+06	4.49749e+06	4.48298e+06	4.7388e+06	4.54849e+06
P0AAJ5	P0AAJ5		fdoH		3.1651e+06	3.19618e+06	3.14344e+06	3.19205e+06	3.1634e+06	3.16216e+06
P0AAJ8	P0AAJ8		hybA		1.89369e+06	1.94593e+06	1.9312e+06	1.91087e+06	1.91336e+06	1.94939e+06
P0AAK1	P0AAK1		hycB		1.50986e+06	1.54916e+06	1.52331e+06	1.57061e+06	1.54733e+06	1.57855e+06
P0AAN1	P0AAN1		hybE		1.1542e+06	1.17923e+06	1.06741e+06	1.12177e+06	1.08629e+06	1.21172e+06
P0AAN3	P0AAN3		hypB		2.84909e+06	2.76745e+06	2.88022e+06	2.79084e+06	2.86916e+06	2.98502e+06
P0AAN5	P0AAN5		yaiA		1.34606e+06	1.51452e+06	1.27756e+06	1.41208e+06	1.29287e+06	1.10822e+06
P0AAN9	P0AAN9		iraP		107127	126925	143344	85625.8	149092	158622
P0AAP3	P0AAP3		frmR		3.0027e+06	3.09713e+06	3.01552e+06	2.88436e+06	3.06278e+06	2.89169e+06
P0AAQ2	P0AAQ2		yajD		5.14424e+06	4.91026e+06	5.081e+06	5.09672e+06	5.23718e+06	5.05589e+06
P0AAR3	P0AAR3		ybaK		2.1537e+06	2.00166e+06	2.05525e+06	2.24711e+06	1.92868e+06	2.07351e+06
P0AAS0	P0AAS0		ylaC		387392	430148	425237	452756	468877	447618
P0AAS7	P0AAS7		ybcJ		2.50957e+06	2.84371e+06	2.74438e+06	2.64029e+06	2.49206e+06	2.85929e+06
P0AAT2	P0AAT2		ybdF		705999	735948	648790	709098	716215	695340
P0AAT4	P0AAT4		mscM		2.00827e+06	2.09325e+06	2.10015e+06	2.08401e+06	2.02105e+06	1.96559e+06
P0AAT6	P0AAT6		rsfS		3.51325e+06	3.73747e+06	3.82012e+06	3.36376e+06	3.59166e+06	3.86712e+06
P0AAT9	P0AAT9		ybeL		7.93596e+06	7.65006e+06	7.58208e+06	7.78528e+06	7.61765e+06	7.23888e+06
P0AAU7	P0AAU7		ybfE		1.3233e+06	1.4378e+06	1.27035e+06	1.37645e+06	1.24351e+06	1.24719e+06
P0AAV4	P0AAV4		ybgJ		1.07042e+06	1.12874e+06	1.09937e+06	1.1385e+06	1.12843e+06	1.10844e+06
P0AAX8	P0AAX8		ybiS		5.58868e+06	5.53313e+06	5.45828e+06	5.60168e+06	5.34102e+06	5.46675e+06
P0AAZ4	P0AAZ4		rarA		1.28537e+06	1.24533e+06	1.25914e+06	1.27314e+06	1.37677e+06	1.36762e+06
P0AAZ7	P0AAZ7		ycaR		6.06489e+06	6.20362e+06	6.23782e+06	5.81001e+06	5.62705e+06	6.44041e+06
P0AB10	P0AB10		ymbA		591968	581730	423582	586771	503274	397440
P0AB12	P0AB12		yccF		960330	1.08309e+06	976133	920779	946669	1.07653e+06
P0AB14	P0AB14		yccJ		2.68657e+06	2.86643e+06	2.76592e+06	2.72151e+06	2.78057e+06	2.91181e+06
P0AB18	P0AB18		tusE		1.76768e+06	1.91352e+06	1.84094e+06	1.87267e+06	1.67745e+06	1.74919e+06
P0AB24	P0AB24		efeO		3.73456e+06	4.01258e+06	3.78994e+06	3.94148e+06	3.68821e+06	3.9572e+06
P0AB26	P0AB26		yceB		2.27348e+06	2.42577e+06	2.35635e+06	2.32965e+06	2.2302e+06	2.29135e+06
P0AB28	P0AB28		yceD		8.53892e+06	8.08741e+06	8.26206e+06	8.23653e+06	8.40521e+06	8.4657e+06
P0AB38	P0AB38		lpoB		4.7944e+06	4.57275e+06	4.64871e+06	4.51833e+06	5.04876e+06	4.77746e+06
P0AB43	P0AB43		ycgL		1.1112e+06	1.2232e+06	1.2062e+06	1.16061e+06	1.03785e+06	1.1819e+06
P0AB46	P0AB46		ymgD		2.20698e+06	2.25687e+06	2.21792e+06	2.19689e+06	2.14514e+06	2.15822e+06
P0AB52	P0AB52		ychN		2.33595e+06	2.43514e+06	2.41728e+06	2.21316e+06	2.1202e+06	2.50823e+06
P0AB55	P0AB55		yciI		4.18431e+06	4.27313e+06	4.02915e+06	4.12478e+06	4.08505e+06	4.04976e+06
P0AB58	P0AB58		yciM		422320	415437	333355	292846	362427	460316
P0AB61	P0AB61		yciN		5.10245e+06	5.05e+06	5.17133e+06	5.20697e+06	5.2258e+06	5.07852e+06
P0AB67	P0AB67		pntB		1.83755e+06	1.79332e+06	1.85962e+06	1.75463e+06	1.82006e+06	1.71741e+06
P0AB71	P0AB71		fbaA		1.56088e+08	1.68903e+08	1.71701e+08	1.56663e+08	1.55219e+08	1.66075e+08
P0AB77	P0AB77		kbl		1.65416e+07	1.69596e+07	1.6687e+07	1.61142e+07	1.70557e+07	1.7701e+07
