Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P00968	P00968		carB		4.63002e+06	4.61182e+06	4.5758e+06	4.65008e+06	4.53494e+06	4.55411e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				4.60448e+06	1.01564e+07	4.73406e+06	1.07101e+07	1.04337e+07	4.49244e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				6.37703e+06	1.41907e+07	5.70431e+06	1.25262e+07	1.39431e+07	5.37224e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				4.67674e+06	9.12488e+06	4.54515e+06	9.37205e+06	9.56241e+06	3.94837e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				5.98561e+06	1.42023e+07	5.75385e+06	1.37714e+07	1.40143e+07	5.96972e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				3.70307e+06	9.08874e+06	3.52804e+06	8.95937e+06	8.53487e+06	4.12641e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				7.79874e+06	1.91697e+07	7.83962e+06	1.93607e+07	2.00317e+07	8.19466e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				2.29337e+06	5.10081e+06	2.12541e+06	4.87258e+06	5.01119e+06	2.09845e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				6.33053e+06	1.46546e+07	6.12979e+06	1.4227e+07	1.4533e+07	5.75733e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				4.43834e+06	1.05566e+07	4.63533e+06	1.08686e+07	1.05035e+07	4.43267e+06
P02358	P02358		rpsF		1.09709e+08	1.12581e+08	1.07359e+08	1.1243e+08	1.14895e+08	8.65034e+07
P02359	P02359		rpsG		1.70902e+08	1.70821e+08	1.70847e+08	1.77071e+08	1.72525e+08	1.64439e+08
P02413	P02413		rplO		1.15803e+08	1.12885e+08	1.16296e+08	1.13499e+08	1.16851e+08	1.06344e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				460354	1.1201e+06	487080	1.09714e+06	1.15546e+06	371260
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				1.52835e+06	3.02457e+06	1.49852e+06	3.01073e+06	2.876e+06	1.15807e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				8.69599e+06	2.0002e+07	8.5686e+06	2.00404e+07	2.01983e+07	7.80578e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				8.00415e+06	1.85198e+07	7.82306e+06	1.77658e+07	1.82213e+07	7.72257e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				5.58836e+06	1.32138e+07	5.77358e+06	1.28595e+07	1.31008e+07	5.53878e+06
P02918	P02918		mrcA		1.02298e+06	1.06069e+06	1.01978e+06	1.07073e+06	1.10551e+06	1.02863e+06
P02919	P02919		mrcB		1.89407e+06	1.9302e+06	1.71242e+06	1.83257e+06	1.90923e+06	1.75448e+06
P02925	P02925		rbsB		6.30437e+06	6.4838e+06	6.38537e+06	6.50017e+06	6.46768e+06	6.08264e+06
P02930	P02930		tolC		2.30116e+07	2.23403e+07	2.30653e+07	2.26337e+07	2.26883e+07	2.14938e+07
P02931	P02931		ompF		3.9545e+07	3.76499e+07	3.99136e+07	3.65648e+07	3.78495e+07	4.18237e+07
P02932	P02932		phoE		609548	235146	632998	467838	513445	312279
P02942	P02942		tsr		1.19223e+07	1.2155e+07	1.14406e+07	1.16173e+07	1.19673e+07	1.05251e+07
P02943	P02943		lamB		1.62047e+06	1.64605e+06	1.67607e+06	1.61735e+06	1.61041e+06	1.65884e+06
P03004	P03004		dnaA		2.38369e+06	2.51383e+06	2.51945e+06	2.39677e+06	2.34559e+06	2.469e+06
P03007	P03007		dnaQ		687896	783251	838106	588856	716842	541570
P03018	P03018		uvrD		3.20326e+06	3.14779e+06	3.26649e+06	3.26421e+06	3.22772e+06	3.47025e+06
P03024	P03024		galR		1.52959e+06	1.4478e+06	1.44911e+06	1.48023e+06	1.45657e+06	1.56437e+06
P03817	P03817		mioC		8.25305e+06	8.73426e+06	8.415e+06	8.6677e+06	7.94654e+06	7.69812e+06
P03841	P03841		malM		1.05321e+07	1.025e+07	1.06499e+07	1.01478e+07	9.77607e+06	1.05887e+07
P04036	P04036		dapB		5.42536e+06	5.63674e+06	5.16901e+06	5.39178e+06	5.51849e+06	4.65455e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				2.98873e+06	6.25811e+06	2.86757e+06	6.22267e+06	6.20188e+06	2.65548e+06
P04079	P04079		guaA		1.13593e+07	1.10562e+07	1.14358e+07	1.12441e+07	1.12845e+07	1.09043e+07
P04335	P04335		frsA		4.57119e+06	4.66583e+06	4.69301e+06	4.64657e+06	4.65171e+06	4.48552e+06
P04425	P04425		gshB		8.10778e+06	7.99143e+06	7.89454e+06	7.74763e+06	8.08047e+06	7.86975e+06
P04693	P04693		tyrB		4.09875e+06	4.10676e+06	4.14008e+06	4.34592e+06	4.11259e+06	4.35079e+06
P04805	P04805		gltX		1.90368e+07	1.95728e+07	1.9652e+07	1.8966e+07	1.94609e+07	1.93313e+07
P04825	P04825		pepN		1.62107e+07	1.60683e+07	1.59923e+07	1.60084e+07	1.63119e+07	1.47649e+07
P04846	P04846		nlpA		3.28185e+06	3.45235e+06	3.29514e+06	3.29399e+06	3.41375e+06	3.38809e+06
P04949	P04949		fliC		3.98377e+07	3.66812e+07	4.01842e+07	3.68785e+07	3.89937e+07	3.81482e+07
P04951	P04951		kdsB		5.65531e+06	5.57812e+06	5.52595e+06	5.63615e+06	5.42662e+06	5.8468e+06
P04968	P04968		ilvA		1.16739e+06	1.12072e+06	1.05952e+06	1.09289e+06	1.17588e+06	1.18848e+06
P04982	P04982		rbsD		1.30687e+06	1.11244e+06	1.18279e+06	1.35405e+06	1.23751e+06	1.27585e+06
P04994	P04994		xseA		1.65448e+06	1.38356e+06	1.49804e+06	1.3163e+06	1.32128e+06	1.54216e+06
P04995	P04995		sbcB		2.17125e+06	2.2256e+06	2.16521e+06	2.13537e+06	2.13915e+06	2.16005e+06
P05020	P05020		pyrC		6.86625e+06	7.05996e+06	6.87565e+06	7.01e+06	6.91611e+06	6.59835e+06
P05041	P05041		pabB		1.97509e+06	2.09372e+06	2.07029e+06	2.03971e+06	2.0052e+06	2.14537e+06
P05055	P05055		pnp		4.28061e+07	4.30598e+07	4.32221e+07	4.42249e+07	4.3969e+07	4.17743e+07
P05100	P05100		tag		1.64907e+06	1.56054e+06	1.80923e+06	1.66263e+06	1.56648e+06	1.68861e+06
P05194	P05194		aroD		1.21062e+06	1.31033e+06	1.27903e+06	1.22969e+06	1.21007e+06	1.25375e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				8.31894e+06	1.92279e+07	8.0933e+06	2.0052e+07	1.90938e+07	7.90008e+06
P05458	P05458		ptrA		3.37212e+06	3.17613e+06	3.38014e+06	3.11826e+06	3.25158e+06	3.24053e+06
P05459	P05459		pdxB		6.9683e+06	7.10273e+06	6.82729e+06	7.01714e+06	7.06368e+06	6.41698e+06
P05637	P05637		apaH		1.60718e+06	1.66673e+06	1.67091e+06	1.81352e+06	1.71218e+06	1.56933e+06
P05719	P05719		hsdS		1.99045e+06	1.98967e+06	1.77049e+06	2.04307e+06	2.02328e+06	1.81234e+06
P05791	P05791		ilvD		3.31722e+06	3.21228e+06	3.31772e+06	3.32752e+06	3.29457e+06	3.0202e+06
P05793	P05793		ilvC		7.71921e+06	7.74267e+06	7.79897e+06	7.56832e+06	7.55786e+06	7.21719e+06
P05825	P05825		fepA		2.57145e+06	2.63416e+06	2.58276e+06	2.58061e+06	2.50167e+06	2.56486e+06
P05852	P05852		gcp		2.80379e+06	2.94063e+06	2.75882e+06	2.56868e+06	2.94283e+06	3.07827e+06
P06129	P06129		btuB		1.4287e+07	1.39151e+07	1.41382e+07	1.39456e+07	1.41723e+07	1.30629e+07
P06136	P06136		ftsQ		642665	665510	702574	630680	612440	754525
P06149	P06149		dld		7.06067e+06	6.85295e+06	7.01672e+06	6.99024e+06	6.98175e+06	6.10388e+06
P06282	P06282		cdh		3.16321e+06	3.3706e+06	3.1207e+06	3.07546e+06	3.26083e+06	3.19194e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2.95595e+06	5.93352e+06	3.02631e+06	5.97203e+06	6.13641e+06	2.88838e+06
P06610	P06610		btuE		9.39401e+06	9.68492e+06	9.08252e+06	1.0041e+07	9.78269e+06	7.17375e+06
P06612	P06612		topA		6.07656e+06	6.16945e+06	6.01811e+06	5.94097e+06	6.01831e+06	6.198e+06
P06616	P06616		era		4.3139e+06	3.65865e+06	4.08267e+06	3.62471e+06	3.86587e+06	4.335e+06
P06709	P06709		birA		956352	1.00359e+06	960278	915704	929590	1.00241e+06
P06710	P06710		dnaX		1.44464e+06	1.40163e+06	1.42512e+06	1.32819e+06	1.37871e+06	1.27378e+06
P06715	P06715		gor		4.53974e+06	4.59526e+06	4.43548e+06	4.46686e+06	4.54472e+06	4.00835e+06
P06721	P06721		metC		467794	415487	618708	449736	440159	564520
P06722	P06722		mutH		1.27447e+06	1.2446e+06	1.18793e+06	1.24655e+06	1.26167e+06	1.2253e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				4.00035e+06	9.42427e+06	3.98557e+06	9.281e+06	9.51946e+06	3.95015e+06
P06846	P06846		ebgR		1.78239e+06	1.63267e+06	1.77792e+06	1.69834e+06	1.53595e+06	1.8393e+06
P06959	P06959		aceF		6.80634e+07	6.71057e+07	6.84866e+07	6.7261e+07	6.76154e+07	6.2108e+07
P06961	P06961		cca		1.77911e+06	1.75907e+06	1.73232e+06	1.75625e+06	1.77179e+06	1.72353e+06
P06968	P06968		dut		8.70128e+06	8.61329e+06	8.77473e+06	8.30472e+06	8.46508e+06	8.77913e+06
P06971	P06971		fhuA		1.45313e+07	1.46162e+07	1.45806e+07	1.4337e+07	1.40621e+07	1.34086e+07
P06974	P06974		fliM		1.89994e+06	1.81258e+06	1.84157e+06	1.77036e+06	1.78254e+06	1.74136e+06
P06983	P06983		hemC		1.13256e+07	1.14021e+07	1.12924e+07	1.1384e+07	1.09972e+07	1.01254e+07
P06986	P06986		hisC		4.76128e+06	4.64549e+06	4.80497e+06	4.75562e+06	4.77948e+06	4.91979e+06
P06987	P06987		hisB		1.13552e+06	1.23307e+06	1.1643e+06	1.13876e+06	1.19842e+06	1.00012e+06
P06988	P06988		hisD		4.00203e+06	3.87773e+06	4.06523e+06	3.69868e+06	4.02001e+06	3.9791e+06
P06992	P06992		rsmA		2.33667e+06	2.34004e+06	2.37034e+06	2.33346e+06	2.42233e+06	2.35893e+06
P06996	P06996		ompC		3.23017e+08	2.8806e+08	3.24929e+08	2.87644e+08	2.99309e+08	3.06565e+08
P06999	P06999		pfkB		1.29901e+06	1.29046e+06	1.35963e+06	1.20315e+06	1.217e+06	1.15883e+06
P07000	P07000		pldB		535722	533983	533298	590967	575972	539770
P07001	P07001		pntA		4.1309e+06	3.73641e+06	4.35242e+06	3.91448e+06	3.91258e+06	3.84866e+06
P07003	P07003		poxB		1.9739e+06	1.89197e+06	1.97153e+06	1.9233e+06	1.89168e+06	1.80606e+06
P07004	P07004		proA		2.61995e+07	2.59443e+07	2.60739e+07	2.52738e+07	2.60482e+07	2.4365e+07
P07012	P07012		prfB		9.19045e+06	9.11654e+06	9.02931e+06	9.18746e+06	9.42846e+06	8.60059e+06
P07014	P07014		sdhB		4.6926e+06	4.7466e+06	4.6313e+06	4.64805e+06	4.54096e+06	4.75196e+06
P07017	P07017		tar		3.74744e+06	3.83215e+06	3.83386e+06	3.62832e+06	3.69394e+06	3.19183e+06
P07021	P07021		yfiB		1.00082e+06	1.05959e+06	989862	1.05701e+06	966787	807045
P07023	P07023		tyrA		2.57119e+06	2.73999e+06	2.74805e+06	2.78019e+06	2.47109e+06	2.64579e+06
P07024	P07024		ushA		5.1381e+06	5.09021e+06	5.08653e+06	5.193e+06	5.15894e+06	5.16782e+06
P07026	P07026		sdiA		1.77479e+06	1.87567e+06	1.80704e+06	1.82487e+06	1.74801e+06	2.1423e+06
P07118	P07118		valS		2.42613e+07	2.45197e+07	2.41758e+07	2.43378e+07	2.43447e+07	2.22609e+07
P07330	P07330		cheB		1.56347e+06	1.4929e+06	1.57704e+06	1.36312e+06	1.48548e+06	1.48953e+06
P07363	P07363		cheA		2.4427e+06	2.3854e+06	2.39447e+06	2.33871e+06	2.36361e+06	2.05947e+06
P07364	P07364		cheR		148545	192857	130431	190436	129592	
P07395	P07395		pheT		1.70973e+07	1.66359e+07	1.70195e+07	1.68216e+07	1.69153e+07	1.6502e+07
P07604	P07604		tyrR		2.37883e+06	2.29163e+06	2.36711e+06	2.34725e+06	2.27289e+06	2.54528e+06
P07639	P07639		aroB		3.24344e+06	3.34866e+06	3.27015e+06	3.26532e+06	3.4204e+06	3.02135e+06
P07648	P07648		recC		778004	831766	774200	771315	748342	740298
P07649	P07649		truA		2.00199e+06	2.00779e+06	1.99205e+06	1.94491e+06	2.09636e+06	2.10849e+06
P07650	P07650		deoA		6.61867e+06	6.44957e+06	6.68134e+06	6.59058e+06	6.47185e+06	6.31426e+06
P07658	P07658		fdhF		1.09268e+06	1.06184e+06	1.02845e+06	1.01699e+06	989224	1.07816e+06
P07762	P07762		glgB		2.85182e+06	2.78031e+06	2.71391e+06	2.76175e+06	2.67667e+06	2.92656e+06
P07813	P07813		leuS		1.52011e+07	1.5378e+07	1.5106e+07	1.50781e+07	1.53112e+07	1.39555e+07
P07821	P07821		fhuC		1.9543e+06	1.11465e+06	2.15393e+06	2.23574e+06	1.95567e+06	1.71195e+06
P07822	P07822		fhuD		391776	464398	410395	398646	371598	325589
P07862	P07862		ddlB		6.15058e+06	5.90282e+06	6.15971e+06	5.42614e+06	5.88186e+06	5.67512e+06
P07913	P07913		tdh		4.73339e+06	4.41174e+06	4.5277e+06	4.49701e+06	4.55706e+06	4.38201e+06
P08178	P08178		purM		1.87434e+06	1.80551e+06	1.89177e+06	1.78192e+06	1.74997e+06	1.6627e+06
P08179	P08179		purN		1.18342e+06	1.16429e+06	1.17925e+06	1.19646e+06	1.12895e+06	1.09586e+06
P08189	P08189		fimF		1.39589e+06	1.20618e+06	1.05923e+06	1.2641e+06	1.33689e+06	1.01533e+06
P08190	P08190		fimG		2.56787e+06	2.48727e+06	2.5386e+06	2.28495e+06	2.37322e+06	1.96169e+06
P08191	P08191		fimH		3.10994e+06	2.9057e+06	3.19494e+06	2.94278e+06	2.95052e+06	3.46414e+06
