Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML
P0A8I3	YAAA_ECOLI	yaaA	UPF0246 protein YaaA	6	6	3.48854e+07	3.77229e+07	3.48002e+07	3.69524e+07	3.4913e+07	3.59566e+07
P0A8I5	TRMB_ECOLI	trmB	tRNA (guanine-N(7)-)-methyltransferase	5	5	3.58736e+07	3.46803e+07	3.4851e+07	4.1763e+07	3.85131e+07	3.81195e+07
P0A8I8	RLMH_ECOLI	rlmH	Ribosomal RNA large subunit methyltransferase H	6	6	1.15841e+07	1.27052e+07	1.2026e+07	1.25912e+07	1.25508e+07	1.19513e+07
P0A8J2	DNAT_ECOLI	dnaT	Primosomal protein 1	3	3	6.11818e+06	5.89482e+06	5.40558e+06	5.66034e+06	5.12883e+06	6.50889e+06
P0A8J4	YBED_ECOLI	ybeD	UPF0250 protein YbeD	5	5	5.57703e+07	7.1896e+07	6.01734e+07	5.31631e+07	5.55563e+07	5.67794e+07
P0A8J8	RHLB_ECOLI	rhlB	ATP-dependent RNA helicase RhlB	16	16	6.90866e+07	7.41242e+07	7.07511e+07	7.46148e+07	6.72505e+07	7.25264e+07
P0A8K1	PSD_ECOLI	psd	Phosphatidylserine decarboxylase proenzyme	6	6	2.2398e+07	2.57407e+07	2.34982e+07	2.24396e+07	2.35762e+07	2.33607e+07
P0A8K5	YAEP_ECOLI	yaeP	UPF0253 protein YaeP	2	2	4.35469e+06	4.348e+06	4.57584e+06	4.58944e+06	4.82048e+06	4.23016e+06
P0A8L1	SYS_ECOLI	serS	Serine--tRNA ligase	20	20	1.80361e+08	1.88616e+08	1.74282e+08	1.78048e+08	1.8019e+08	1.7932e+08
P0A8M0	SYN_ECOLI	asnS	Asparagine--tRNA ligase	27	27	1.58222e+08	1.65338e+08	1.60855e+08	1.56919e+08	1.63016e+08	1.59658e+08
P0A8M3	SYT_ECOLI	thrS	Threonine--tRNA ligase	27	27	7.76246e+07	8.22423e+07	8.21347e+07	8.4868e+07	8.22944e+07	8.51337e+07
P0A8M6	YEEX_ECOLI	yeeX	UPF0265 protein YeeX	5	5	5.5534e+07	6.09573e+07	5.68289e+07	6.94814e+07	6.10935e+07	6.39349e+07
P0A8N0	MATP_ECOLI	matP	Macrodomain Ter protein	2	2	2.64073e+06	2.68562e+06	3.55428e+06	3.43379e+06	3.05478e+06	3.36564e+06
P0A8N3	SYK1_ECOLI	lysS	Lysine--tRNA ligase	34	22	2.0544e+08	2.11069e+08	2.04761e+08	2.12688e+08	1.99838e+08	2.12162e+08
P0A8N5	SYK2_ECOLI	lysU	Lysine--tRNA ligase, heat inducible	17	17	1.47594e+08	1.54254e+08	1.52156e+08	1.51568e+08	1.45959e+08	1.51022e+08
P0A8N7	EPMA_ECOLI	epmA	Elongation factor P--(R)-beta-lysine ligase	6	6	1.28111e+07	1.3673e+07	1.25003e+07	1.28927e+07	1.45143e+07	1.29482e+07
P0A8P3	FETP_ECOLI	yggX	Probable Fe(2+)-trafficking protein	8	8	5.53558e+07	5.74103e+07	5.55556e+07	5.62207e+07	5.29201e+07	5.61399e+07
P0A8P6	XERC_ECOLI	xerC	Tyrosine recombinase XerC	3	3		641249	460688	578539		
P0A8Q0	FRDC_ECOLI	frdC	Fumarate reductase subunit C	2	2	1.57687e+07	1.57547e+07	1.42774e+07	1.57728e+07	1.52452e+07	1.68508e+07
P0A8R0	RRAA_ECOLI	rraA	Regulator of ribonuclease activity A	5	5	8.15064e+07	9.68596e+07	8.53132e+07	8.68408e+07	8.20221e+07	8.64674e+07
P0A8R4	SLYX_ECOLI	slyX	Protein SlyX	2	2	1.63586e+06	1.50846e+06	1.68241e+06	1.55226e+06	1.34062e+06	1.03042e+06
P0A8R9	HDFR_ECOLI	hdfR	HTH-type transcriptional regulator HdfR	4	4	3.84205e+06	4.28636e+06	3.90949e+06	3.89283e+06	4.0389e+06	3.99738e+06
P0A8S1	ICIA_ECOLI	iciA	Chromosome initiation inhibitor	5	5	1.12448e+07	1.11151e+07	1.18701e+07	1.11249e+07	1.09528e+07	1.07635e+07
P0A8T1	PRMA_ECOLI	prmA	Ribosomal protein L11 methyltransferase	5	5	4.34365e+07	4.28189e+07	4.24511e+07	3.82098e+07	4.297e+07	4.23822e+07
P0A8T7	RPOC_ECOLI	rpoC	DNA-directed RNA polymerase subunit beta'	82	82	2.23173e+08	2.11758e+08	2.24978e+08	2.24454e+08	2.20682e+08	2.24404e+08
P0A8U0	SYDP_ECOLI	syd	Protein syd	4	4	2.88944e+06	2.17094e+06	2.56264e+06	2.82923e+06	3.24599e+06	2.62364e+06
P0A8U2	YAFD_ECOLI	yafD	UPF0294 protein YafD	1	1		374728		327240		281349
P0A8U6	METJ_ECOLI	metJ	Met repressor	5	5	3.87297e+07	3.98421e+07	3.74613e+07	3.74706e+07	3.91691e+07	3.75884e+07
P0A8V0	RBN_ECOLI	rbn	Ribonuclease BN	1	1	384590	941742		726269		731691
P0A8V2	RPOB_ECOLI	rpoB	DNA-directed RNA polymerase subunit beta	75	75	2.13642e+08	2.18285e+08	2.1312e+08	2.20354e+08	2.09437e+08	2.17722e+08
P0A8V6	FADR_ECOLI	fadR	Fatty acid metabolism regulator protein	11	11	2.38694e+07	2.1577e+07	2.28377e+07	2.39781e+07	2.32569e+07	2.3767e+07
P0A8W0	NANR_ECOLI	nanR	Transcriptional regulator NanR	7	7	9.60014e+06	1.00891e+07	9.34706e+06	8.8556e+06	9.26134e+06	8.90043e+06
P0A8W2	SLYA_ECOLI	slyA	Transcriptional regulator SlyA	4	4	3.59784e+07	4.15781e+07	3.96303e+07	3.92066e+07	4.00402e+07	3.99417e+07
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	5	5	1.48838e+07	1.50465e+07	1.59226e+07	1.46653e+07	1.59161e+07	1.55248e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.09109e+08	1.02617e+08	1.09025e+08	1.05191e+08	1.0892e+08	1.06078e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14	3.69254e+07	3.69433e+07	3.55212e+07	3.82785e+07	3.77382e+07	3.71402e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	6	6	5.03364e+06	5.62535e+06	5.12772e+06	5.65142e+06	5.0377e+06	5.04937e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	4.9875e+06	5.38997e+06	5.06931e+06	4.92605e+06	5.11594e+06	4.65062e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	7	7	1.07015e+07	1.01457e+07	1.03998e+07	1.08685e+07	1.08704e+07	1.09077e+07
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	8	8	4.14795e+07	4.41899e+07	4.13061e+07	3.89403e+07	4.09411e+07	4.12642e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.30516e+07	1.24137e+07	1.33398e+07	1.43329e+07	1.41118e+07	1.38768e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	3	3	4.78868e+06	5.08828e+06	4.77108e+06	4.34445e+06	5.14742e+06	4.84578e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	5	5	3.31602e+06	3.45432e+06	3.25339e+06	2.69092e+06	3.2768e+06	3.14244e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.30903e+08	1.27486e+08	1.2729e+08	1.22805e+08	1.32446e+08	1.28728e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.42947e+08	1.48949e+08	1.40615e+08	1.62607e+08	1.35747e+08	1.565e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.69575e+07	3.12182e+07	2.86781e+07	3.1003e+07	2.6775e+07	2.95112e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	2.71499e+09	2.00611e+09	2.67262e+09	2.74458e+09	2.74618e+09	2.7263e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	3.88925e+08	3.63789e+08	3.87966e+08	4.1567e+08	4.04325e+08	4.03291e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	7	7	1.0684e+08	1.36754e+08	1.1071e+08	1.41377e+08	1.04244e+08	1.29233e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.39444e+08	1.58936e+08	1.35406e+08	1.61506e+08	1.38033e+08	1.5046e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	8.25828e+06	1.1153e+07	8.14712e+06	9.40638e+06	8.25399e+06	9.31552e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	9.58674e+07	1.05386e+08	9.35329e+07	1.15829e+08	9.30846e+07	1.10594e+08
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	14	14	5.9696e+07	6.08414e+07	5.97781e+07	5.95466e+07	5.81977e+07	5.99948e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.83257e+07	1.82835e+07	1.99428e+07	1.93635e+07	1.90352e+07	1.91216e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	9.81297e+07	7.8991e+07	9.98246e+07	1.01465e+08	9.625e+07	9.9926e+07
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	38	38	7.31689e+07	7.54633e+07	7.49371e+07	7.73846e+07	7.25956e+07	7.50414e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	5	5	3.21793e+06	2.90416e+06	3.82138e+06	2.44688e+06	3.294e+06	3.00229e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	973758		906683	936076	1.10991e+06	1.04913e+06
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4	4.71745e+06	4.75371e+06	4.76545e+06	5.54177e+06	4.8429e+06	5.97093e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.68773e+08	1.53395e+08	1.66022e+08	1.7736e+08	1.64606e+08	1.76713e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.47527e+08	1.45671e+08	1.42856e+08	1.48166e+08	1.55056e+08	1.44784e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	5.26448e+06	6.0396e+06	4.51454e+06	5.84828e+06	5.28077e+06	5.80065e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	6.19828e+06	6.82804e+06	6.17594e+06	6.47354e+06	5.57044e+06	6.48525e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	4.9937e+07	5.3478e+07	5.13472e+07	4.84458e+07	5.21398e+07	4.74068e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	9.86787e+06	9.05282e+06	8.86727e+06	1.03741e+07	9.09226e+06	9.91768e+06
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.3158e+09	1.56065e+09	1.31332e+09	1.68113e+09	1.30339e+09	1.7139e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	2.16823e+07	2.07138e+07	2.42325e+07	2.20602e+07	2.21999e+07	2.34074e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	10	10	1.80578e+07	2.03153e+07	1.74856e+07	1.87462e+07	1.76054e+07	1.84694e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	13	13	3.58552e+07	3.74518e+07	3.53392e+07	3.70483e+07	3.64184e+07	3.73241e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	15	15	9.24069e+07	8.88241e+07	9.40211e+07	9.22226e+07	9.18289e+07	9.0888e+07
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	12	12	3.8851e+07	4.0796e+07	3.99946e+07	3.82742e+07	3.65483e+07	3.59974e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.46398e+08	2.39169e+08	2.33811e+08	2.24531e+08	2.38562e+08	2.28975e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	3	3	1.24919e+06	1.44576e+06	1.42369e+06	1.36669e+06	1.59811e+06	1.68903e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.37924e+08	1.28354e+08	1.37672e+08	1.35967e+08	1.36938e+08	1.34764e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.1794e+08	1.18053e+08	1.23375e+08	1.12703e+08	1.22932e+08	1.10758e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	26	25	2.42087e+09	2.18387e+09	2.36939e+09	2.57253e+09	2.38713e+09	2.49821e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	7	7	7.46547e+06	7.8453e+06	8.49625e+06	8.55158e+06	7.65623e+06	8.51386e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	14	14	5.11304e+06	5.32107e+06	5.01867e+06	5.64238e+06	5.26097e+06	5.62396e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	3.03523e+07	2.67577e+07	2.93176e+07	2.96857e+07	3.01066e+07	2.83434e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	25	25	1.87601e+08	1.90722e+08	1.90649e+08	2.09228e+08	1.86371e+08	2.06496e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	13	13	1.85424e+07	1.95641e+07	1.78483e+07	1.75273e+07	1.77029e+07	1.76121e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	2.15265e+07	1.99789e+07	2.15448e+07	1.94852e+07	2.25285e+07	2.05731e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.27647e+07	1.49862e+07	1.44563e+07	1.60829e+07	1.55141e+07	1.52567e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.56243e+08	1.53928e+08	1.52975e+08	1.48568e+08	1.55158e+08	1.51013e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	5	5	3.60942e+07	3.67118e+07	3.88025e+07	3.72216e+07	3.60287e+07	3.75959e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	3.57334e+06	5.17431e+06	4.33176e+06	4.24925e+06	3.27194e+06	4.91255e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	12	12	1.34391e+07	1.57231e+07	1.48851e+07	1.47559e+07	1.368e+07	1.51349e+07
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	3.90358e+06	4.07616e+06	3.97987e+06	3.83272e+06	3.93265e+06	3.94388e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	11	11	2.74326e+07	2.67104e+07	2.65872e+07	2.62654e+07	2.70337e+07	2.44519e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	1.02829e+07	1.04619e+07	1.02547e+07	9.95704e+06	9.86626e+06	9.63488e+06
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	5.69112e+06	5.80137e+06	5.06146e+06	5.63196e+06	5.40858e+06	5.64952e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3				2.83522e+06	4.08546e+06	3.01948e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	2	2	4.37015e+06	4.22389e+06	4.60687e+06	4.83995e+06	4.3255e+06	4.31555e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	10	10	1.72374e+07	1.67491e+07	1.64766e+07	1.71151e+07	1.69818e+07	1.64247e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	9	9	5.91365e+06	5.77887e+06	5.62512e+06	5.92806e+06	5.5383e+06	5.86163e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	13	13	3.40376e+07	3.51989e+07	3.42463e+07	3.54823e+07	3.44353e+07	3.57676e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	7.75029e+06	6.00629e+06	7.29479e+06	9.55238e+06	8.17824e+06	9.72727e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.09939e+07	1.51654e+07	1.83291e+07	2.50012e+07	2.51597e+07	2.49923e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	12	12	4.65231e+07	4.56174e+07	4.51824e+07	4.96023e+07	4.71089e+07	5.08418e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	6.1102e+06	6.43402e+06	6.20582e+06	6.90538e+06	6.20483e+06	6.29068e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.06165e+07	1.30718e+07	1.03039e+07	1.07697e+07	1.10488e+07	1.03374e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	7.77029e+06	9.2512e+06	9.36134e+06	8.23089e+06	9.78623e+06	8.45987e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	13	13	2.42894e+07	2.50286e+07	2.48294e+07	2.43262e+07	2.44643e+07	2.45571e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	1.01881e+07	7.70139e+06	8.84464e+06	9.5967e+06	9.73914e+06	1.01485e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	4.40648e+08	5.59814e+08	4.60586e+08	5.63696e+08	4.47056e+08	5.49739e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.4819e+08	1.52858e+08	1.5624e+08	1.50016e+08	1.54074e+08	1.46973e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	5	5	1.8052e+07	1.95211e+07	1.82132e+07	1.9711e+07	1.76049e+07	2.01912e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.11608e+07	8.51553e+06	1.3172e+07	1.29879e+07	1.47921e+07	1.24351e+07
P0A9M0	LON_ECOLI	lon	Lon protease	34	34	4.33643e+07	4.60393e+07	4.36454e+07	4.58025e+07	4.38424e+07	4.49478e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	3.03124e+07	2.90735e+07	3.03991e+07	3.00111e+07	3.06035e+07	2.93387e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	8	8	2.3052e+08	2.17559e+08	2.35794e+08	2.22983e+08	2.2391e+08	2.26535e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	32	32	2.16646e+08	2.28491e+08	2.22949e+08	2.24964e+08	2.22229e+08	2.23309e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.11871e+07	2.33461e+07	2.17098e+07	2.2059e+07	2.25969e+07	2.26496e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	3	3		1.07354e+06	1.55851e+06	1.63635e+06	1.57008e+06	1.57654e+06
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	31	31	2.06532e+08	2.03087e+08	2.02081e+08	2.16093e+08	2.10448e+08	2.15906e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	13	13	6.4607e+07	6.41655e+07	6.31653e+07	6.71088e+07	6.44194e+07	6.56066e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	29	29	3.72253e+07	3.60646e+07	3.79298e+07	3.74894e+07	3.84119e+07	3.66432e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.2482e+08	2.5703e+08	2.19102e+08	2.54431e+08	2.30827e+08	2.53033e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.09907e+08	1.11213e+08	1.10405e+08	1.05464e+08	1.14776e+08	1.06718e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	8.1023e+08	7.61288e+08	8.10849e+08	8.55685e+08	8.24421e+08	8.61104e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	12	12	9.84967e+07	1.00082e+08	9.72451e+07	1.02265e+08	9.97629e+07	1.00596e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.62687e+07	6.6853e+07	6.30839e+07	6.56991e+07	6.32754e+07	6.86041e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.10785e+07	1.19588e+07	1.096e+07	1.0329e+07	1.07943e+07	1.0388e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	4	4	1.61512e+06	1.70184e+06	1.75788e+06	1.85196e+06	1.69003e+06	1.51387e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	9.46103e+07	8.62791e+07	9.36884e+07	9.55276e+07	9.44182e+07	8.87562e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	11	11	4.10296e+07	4.28275e+07	3.93479e+07	4.02327e+07	3.95044e+07	4.17493e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	10	10	3.30019e+07	3.31995e+07	3.47792e+07	3.41983e+07	3.50289e+07	3.50366e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	5	5	7.12876e+06	6.184e+06	5.77613e+06	6.00412e+06	7.10087e+06	5.69248e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	3	3	1.37044e+06	1.57604e+06	1.22733e+06	1.29884e+06	1.35557e+06	1.38875e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	2.70079e+06	2.35389e+06	1.73946e+06	2.39013e+06	2.26289e+06	2.5061e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.11717e+07	3.45407e+07	3.19055e+07	3.11822e+07	3.14715e+07	3.21133e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.45919e+07	2.50363e+07	2.56161e+07	2.4688e+07	2.53724e+07	2.56627e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	7.02753e+06	4.83674e+06		8.32563e+06	5.99965e+06	8.32232e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	28	28	6.90364e+07	6.7322e+07	6.71549e+07	6.80488e+07	7.03093e+07	7.07966e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.28125e+07	5.3408e+07	5.40374e+07	5.26053e+07	5.16914e+07	5.35851e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	7	7	1.88084e+07	2.00912e+07	1.9273e+07	1.95312e+07	1.96098e+07	1.88979e+07
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	7.46196e+07	7.93927e+07	7.6886e+07	7.58418e+07	7.5341e+07	7.6041e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.25138e+08	2.18878e+08	2.28804e+08	2.4326e+08	2.37515e+08	2.49544e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8	1.16737e+09	1.28169e+09	1.22146e+09	1.25146e+09	1.18735e+09	1.31483e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	7.41126e+07	7.60686e+07	7.47076e+07	7.45203e+07	7.44381e+07	7.8705e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5	1.09951e+09	1.52362e+09	1.19767e+09	1.57553e+09	1.18833e+09	1.54922e+09
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	13	13	6.26025e+08	5.99098e+08	6.7189e+08	6.4209e+08	6.42893e+08	6.69701e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.6578e+07	4.93407e+07	4.84826e+07	4.81812e+07	4.70682e+07	4.7326e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.27177e+08	3.16452e+08	3.31693e+08	3.2841e+08	3.33555e+08	3.21759e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.1683e+07	2.34194e+07	2.08995e+07	2.15579e+07	2.28475e+07	2.12012e+07
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	8.85135e+06	1.00403e+07	8.29216e+06	9.01741e+06	9.43337e+06	8.85636e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	3	3	6.36591e+06		8.61189e+06	4.77206e+06	8.62506e+06	7.02494e+06
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	8	8	1.82178e+07	1.84347e+07	1.76588e+07	1.8248e+07	2.00323e+07	1.812e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	3.22116e+06	3.11933e+06	3.56615e+06	2.5031e+06	3.29759e+06	3.10199e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	4.04198e+06			4.25316e+06		
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	3.2091e+06	2.47727e+06	2.94202e+06	3.13899e+06	2.75192e+06	3.30955e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	4.12266e+06	4.56139e+06	4.31372e+06	4.57194e+06	4.19655e+06	4.0574e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	953139	816820	909765	1.02437e+06	1.02814e+06	1.08565e+06
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	5.24058e+06	5.19625e+06	5.15418e+06	5.21358e+06	4.91969e+06	4.61839e+06
