Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1.50233e+06	7.10444e+06	6.88357e+06	1.5314e+06	1.46084e+06	7.05432e+06
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2.66051e+06	1.18478e+07	1.14014e+07	2.7946e+06	2.73007e+06	1.16403e+07
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2.7929e+06	9.92709e+06	9.31431e+06	2.86915e+06	2.54003e+06	9.84049e+06
P00350	P00350		gnd		3.68994e+07	3.7119e+07	3.74357e+07	3.73275e+07	3.69012e+07	3.80252e+07
P00363	P00363		frdA		4.72284e+07	4.97497e+07	4.68205e+07	4.71992e+07	4.69678e+07	4.9043e+07
P00370	P00370		gdhA		2.03111e+06	2.07783e+06	2.06794e+06	1.97707e+06	1.96026e+06	2.06745e+06
P00393	P00393		ndh		5.61493e+06	5.4109e+06	5.59759e+06	5.76547e+06	5.60018e+06	5.52204e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1.64746e+06	5.36143e+06	5.16742e+06	1.81002e+06	1.82896e+06	5.30096e+06
P00448	P00448		sodA		3.69553e+06	3.80971e+06	3.78078e+06	3.76352e+06	3.64344e+06	3.82962e+06
P00452	P00452		nrdA		7.22746e+06	7.1916e+06	7.11356e+06	7.18449e+06	7.15534e+06	7.36116e+06
P00490	P00490		malP		6.32927e+06	6.15726e+06	5.9555e+06	6.23501e+06	6.20645e+06	6.11891e+06
P00509	P00509		aspC		1.94998e+07	1.86765e+07	1.82619e+07	1.90188e+07	1.88961e+07	1.87595e+07
P00547	P00547		thrB		881420	1.23634e+06	1.22332e+06	789570	797410	1.06449e+06
P00550	P00550		mtlA		1.4523e+06	1.40755e+06	1.46316e+06	1.41775e+06	1.40812e+06	1.46314e+06
P00561	P00561		thrA		2.59357e+06	2.7301e+06	2.55053e+06	2.64219e+06	2.67193e+06	2.52223e+06
P00562	P00562		metL		2.78657e+06	2.71714e+06	2.76093e+06	2.67531e+06	2.78659e+06	2.60433e+06
P00579	P00579		rpoD		8.83379e+06	9.19154e+06	8.74411e+06	8.85613e+06	8.81379e+06	9.18131e+06
P00582	P00582		polA		3.69692e+06	3.68756e+06	3.67442e+06	3.71537e+06	3.64644e+06	3.78063e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1.50443e+06	6.26546e+06	6.55554e+06	1.21118e+06	1.25715e+06	6.4158e+06
P00803	P00803		lepB		5.39532e+06	5.11316e+06	4.97574e+06	5.33836e+06	5.02237e+06	5.9063e+06
P00805	P00805		ansB		2.12102e+07	2.12059e+07	2.06042e+07	2.13249e+07	2.086e+07	2.10021e+07
P00811	P00811		ampC		1.65111e+06	1.59691e+06	1.55178e+06	1.58323e+06	1.51465e+06	1.62162e+06
P00861	P00861		lysA		163812	312491	295275	143739	319924	300272
P00864	P00864		ppc		1.20528e+07	1.22013e+07	1.17614e+07	1.19374e+07	1.17481e+07	1.1843e+07
P00887	P00887		aroH		1.62175e+06	1.78426e+06	1.66829e+06	1.79549e+06	1.63436e+06	1.65539e+06
P00888	P00888		aroF		2.2026e+06	2.25497e+06	2.15693e+06	2.17046e+06	2.22149e+06	2.19976e+06
