Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
DECOY_sp|P52143|YPJA_ECOLI Uncharacterized outer membrane protein YpjA OS=Escherichia coli (strain K12) GN=ypjA PE=4 SV=3	DECOY_sp|P52143|YPJA_ECOLI Uncharacterized outer membrane protein YpjA OS=Escherichia coli (strain K12) GN=ypjA PE=4 SV=3				535915	542116	458640	462346	309131	549063
DECOY_sp|P76115|YNCD_ECOLI Probable TonB-dependent receptor YncD OS=Escherichia coli (strain K12) GN=yncD PE=3 SV=1	DECOY_sp|P76115|YNCD_ECOLI Probable TonB-dependent receptor YncD OS=Escherichia coli (strain K12) GN=yncD PE=3 SV=1							5.83597e+06		
DECOY_sp|P76473|ARNT_ECOLI Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase OS=Escherichia coli (strain K12) GN=arnT PE=1 SV=1	DECOY_sp|P76473|ARNT_ECOLI Undecaprenyl phosphate-alpha-4-amino-4-deoxy-L-arabinose arabinosyl transferase OS=Escherichia coli (strain K12) GN=arnT PE=1 SV=1				3.16885e+06	2.9561e+06	2.62052e+06	2.93775e+06	2.91052e+06	2.91892e+06
DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1	DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1				1.21707e+06	1.28199e+06	1.51094e+06	1.75048e+06	1.59439e+06	
DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1	DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1				2.60892e+06	2.79943e+06	3.11718e+06	2.93469e+06	3.22588e+06	3.12866e+06
DECOY_sp|Q47154|MBHA_ECOLI Putative protein MbhA OS=Escherichia coli (strain K12) GN=mbhA PE=5 SV=1	DECOY_sp|Q47154|MBHA_ECOLI Putative protein MbhA OS=Escherichia coli (strain K12) GN=mbhA PE=5 SV=1						2.30738e+06			
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				2.57404e+06	2.62766e+06	1.15012e+07	1.15549e+07	1.12482e+07	2.63325e+06
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				4.67076e+06	4.78637e+06	2.04399e+07	2.02242e+07	2.15481e+07	4.5994e+06
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				4.23156e+06	4.19099e+06	1.744e+07	1.71725e+07	1.74492e+07	4.18896e+06
P00350	P00350		gnd		3.76177e+07	3.74996e+07	3.7065e+07	3.69987e+07	3.70499e+07	3.62647e+07
P00363	P00363		frdA		4.73908e+07	4.73784e+07	4.45591e+07	4.48062e+07	4.49763e+07	4.48183e+07
P00370	P00370		gdhA		2.27944e+06	2.15599e+06	2.29136e+06	2.26115e+06	2.14509e+06	2.27003e+06
P00393	P00393		ndh		5.95945e+06	5.79186e+06	5.54164e+06	5.62292e+06	5.65054e+06	5.37708e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1.70344e+06	1.70477e+06	6.68422e+06	6.5745e+06	6.54583e+06	1.62312e+06
P00448	P00448		sodA		3.56447e+06	3.74869e+06	3.48993e+06	3.48107e+06	3.45591e+06	3.79146e+06
P00452	P00452		nrdA		9.9156e+06	1.00233e+07	1.00041e+07	9.8638e+06	1.0092e+07	9.80029e+06
P00490	P00490		malP		5.876e+06	5.85077e+06	5.4442e+06	5.3441e+06	5.36519e+06	5.09493e+06
P00509	P00509		aspC		1.91937e+07	1.90862e+07	1.84286e+07	1.869e+07	1.88646e+07	1.87385e+07
P00547	P00547		thrB		948578	906536	782687	767535	893794	856795
P00550	P00550		mtlA		1.31502e+06	1.39822e+06	1.20465e+06	1.25257e+06	1.23806e+06	1.27778e+06
P00561	P00561		thrA		2.50999e+06	2.4775e+06	2.54746e+06	2.51774e+06	2.41442e+06	2.53726e+06
P00562	P00562		metL		2.47098e+06	2.56034e+06	2.54339e+06	2.63142e+06	2.58994e+06	2.66152e+06
P00579	P00579		rpoD		8.60323e+06	8.70398e+06	8.36728e+06	8.45437e+06	8.5183e+06	7.8153e+06
P00582	P00582		polA		6.396e+06	6.10641e+06	5.966e+06	6.09458e+06	6.09265e+06	5.82782e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				2.54534e+06	2.03146e+06	8.30012e+06	8.46116e+06	7.87637e+06	2.15885e+06
P00803	P00803		lepB		4.73713e+06	5.21394e+06	4.88268e+06	4.68676e+06	4.71635e+06	5.09102e+06
P00805	P00805		ansB		2.15278e+07	2.18897e+07	2.16937e+07	2.14973e+07	2.15184e+07	1.97655e+07
P00811	P00811		ampC		1.50281e+06	1.40278e+06	1.32683e+06	1.32709e+06	1.14956e+06	1.59742e+06
P00861	P00861		lysA		229955	253054	320700	253317		241276
P00864	P00864		ppc		1.1077e+07	1.14342e+07	1.10902e+07	1.10905e+07	1.12152e+07	1.08363e+07
P00887	P00887		aroH		1.506e+06	1.43465e+06	1.45654e+06	1.6057e+06	1.44082e+06	1.54084e+06
P00888	P00888		aroF		2.90102e+06	2.97535e+06	2.82234e+06	2.76143e+06	2.88095e+06	2.76756e+06
P00914	P00914		phrB		899450	957216	1.03207e+06	1.02658e+06	862326	984071
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				5.36386e+06	5.37141e+06	2.08564e+07	2.09828e+07	2.08968e+07	5.48666e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				5.79282e+06	6.07511e+06	2.40202e+07	2.39859e+07	2.44962e+07	5.55446e+06
P00926	P00926		dsdA		1.34032e+06	1.32118e+06	1.1706e+06	1.1296e+06	1.31517e+06	1.08994e+06
P00934	P00934		thrC		4.46329e+06	4.38618e+06	4.57328e+06	4.23131e+06	4.41203e+06	3.99661e+06
P00935	P00935		metB		1.76905e+06	1.77486e+06	1.66819e+06	1.72551e+06	1.4227e+06	1.75183e+06
P00936	P00936		cyaA		1.47191e+06	1.28567e+06	1.21808e+06	1.15505e+06	1.39591e+06	1.5084e+06
P00946	P00946		manA		1.11795e+07	1.14555e+07	1.11683e+07	1.10283e+07	1.09843e+07	1.13395e+07
P00954	P00954		trpS		1.40694e+07	1.37001e+07	1.37698e+07	1.36615e+07	1.3497e+07	1.31403e+07
P00956	P00956		ileS		2.07158e+07	2.09444e+07	2.06071e+07	2.05285e+07	2.02953e+07	1.90428e+07
P00957	P00957		alaS		1.60333e+07	1.5938e+07	1.58653e+07	1.57827e+07	1.56475e+07	1.48191e+07
P00959	P00959		metG		1.8314e+07	1.85546e+07	1.82775e+07	1.8137e+07	1.82197e+07	1.68038e+07
P00960	P00960		glyQ		4.86431e+06	4.968e+06	4.33367e+06	4.73578e+06	4.65498e+06	5.02013e+06
P00961	P00961		glyS		1.42556e+07	1.43787e+07	1.41879e+07	1.39838e+07	1.38859e+07	1.30859e+07
P00962	P00962		glnS		1.05427e+07	1.04256e+07	1.03869e+07	1.02655e+07	1.01008e+07	9.30736e+06
P00963	P00963		asnA		1.7309e+07	1.74243e+07	1.7872e+07	1.76537e+07	1.76214e+07	1.65315e+07
P00968	P00968		carB		3.9383e+06	3.95394e+06	3.86542e+06	3.89708e+06	3.96979e+06	3.86274e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				4.56219e+06	4.53895e+06	1.78892e+07	1.82114e+07	1.7769e+07	4.57953e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				5.41661e+06	5.78486e+06	2.30332e+07	2.32796e+07	2.29278e+07	5.62226e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				3.98606e+06	4.25878e+06	1.44439e+07	1.45426e+07	1.45342e+07	3.52201e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				5.5828e+06	5.2755e+06	2.48466e+07	2.44263e+07	2.52464e+07	5.765e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				3.13515e+06	3.00698e+06	1.36716e+07	1.38277e+07	1.30014e+07	3.39e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				6.99369e+06	7.14574e+06	3.45111e+07	3.59651e+07	3.43567e+07	8.01771e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				2.18344e+06	2.0243e+06	8.11689e+06	7.98158e+06	8.24202e+06	1.96276e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				5.96204e+06	5.8786e+06	2.56959e+07	2.56321e+07	2.55402e+07	5.54815e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				4.55803e+06	4.87216e+06	2.01528e+07	2.01204e+07	2.02785e+07	4.41168e+06
P02358	P02358		rpsF		1.08702e+08	1.07373e+08	1.03673e+08	1.0328e+08	1.04933e+08	8.38591e+07
P02359	P02359		rpsG		1.38036e+08	1.39396e+08	1.38299e+08	1.35793e+08	1.33021e+08	1.30552e+08
P02413	P02413		rplO		1.23923e+08	1.22754e+08	1.20656e+08	1.15817e+08	1.15465e+08	1.1864e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				464938	472647	2.2013e+06	2.13029e+06	2.22397e+06	410405
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				1.32987e+06	1.34334e+06	4.63802e+06	4.74124e+06	4.54462e+06	1.08721e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				8.82107e+06	8.83471e+06	3.87722e+07	3.90108e+07	3.95425e+07	8.12717e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				7.33091e+06	7.02933e+06	2.89888e+07	2.9397e+07	2.88522e+07	6.91204e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				6.17468e+06	6.38231e+06	2.73392e+07	2.75174e+07	2.79649e+07	6.29019e+06
P02918	P02918		mrcA		1.00439e+06	989252	896355	930965	1.03451e+06	1.01167e+06
P02919	P02919		mrcB		1.70452e+06	1.61593e+06	1.82624e+06	1.79291e+06	1.72792e+06	1.63328e+06
P02925	P02925		rbsB		8.87949e+06	9.13534e+06	9.2732e+06	9.3756e+06	9.05971e+06	8.71215e+06
P02930	P02930		tolC		2.19559e+07	2.20774e+07	2.16306e+07	2.18176e+07	2.14599e+07	2.24332e+07
P02931	P02931		ompF		3.90063e+07	3.92552e+07	3.56952e+07	3.50038e+07	3.76092e+07	4.12459e+07
P02932	P02932		phoE		1.3624e+06	1.50524e+06	1.2027e+06	1.36245e+06	1.32973e+06	1.48545e+06
P02942	P02942		tsr		8.91079e+06	8.49663e+06	8.48502e+06	8.55845e+06	8.45405e+06	7.52824e+06
P02943	P02943		lamB		1.38609e+06	1.46502e+06	1.34201e+06	1.36796e+06	1.23598e+06	1.33885e+06
P03004	P03004		dnaA		1.96629e+06	2.21852e+06	2.18891e+06	2.14373e+06	2.06451e+06	2.14714e+06
P03007	P03007		dnaQ		1.12092e+06	1.20541e+06	1.33868e+06	1.21978e+06	1.3555e+06	971435
P03018	P03018		uvrD		3.98349e+06	4.0639e+06	4.00806e+06	4.05734e+06	3.92273e+06	4.29402e+06
P03024	P03024		galR		2.19641e+06	2.15523e+06	2.25703e+06	2.11083e+06	2.21234e+06	2.14488e+06
P03817	P03817		mioC		8.80117e+06	8.90675e+06	9.4492e+06	8.63726e+06	9.18267e+06	8.39876e+06
P03841	P03841		malM		9.60875e+06	9.95712e+06	9.66948e+06	9.83058e+06	9.47005e+06	9.97116e+06
P04036	P04036		dapB		1.15802e+07	1.05815e+07	1.04919e+07	1.04454e+07	1.07098e+07	9.71733e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				2.75292e+06	2.64433e+06	1.06651e+07	1.07581e+07	1.05528e+07	2.38072e+06
P04079	P04079		guaA		1.885e+07	1.89793e+07	1.77241e+07	1.78678e+07	1.77895e+07	1.76989e+07
P04335	P04335		frsA		4.38709e+06	4.43317e+06	4.3826e+06	4.14971e+06	4.28936e+06	4.3284e+06
P04425	P04425		gshB		7.64717e+06	7.5539e+06	7.26569e+06	7.35155e+06	7.34611e+06	7.68648e+06
P04693	P04693		tyrB		3.92216e+06	4.00317e+06	3.89191e+06	4.21074e+06	4.128e+06	4.39522e+06
P04805	P04805		gltX		2.35915e+07	2.38346e+07	2.38207e+07	2.36531e+07	2.38818e+07	2.39063e+07
P04825	P04825		pepN		1.5545e+07	1.58174e+07	1.57333e+07	1.58709e+07	1.6169e+07	1.43036e+07
P04846	P04846		nlpA		2.94406e+06	2.92688e+06	3.44781e+06	3.3368e+06	3.54109e+06	3.27196e+06
P04949	P04949		fliC		3.63044e+07	3.70485e+07	3.38283e+07	3.32619e+07	3.25508e+07	3.44895e+07
P04951	P04951		kdsB		5.7746e+06	5.3491e+06	5.70157e+06	5.6103e+06	5.68399e+06	5.78813e+06
P04982	P04982		rbsD		1.00216e+06	1.11257e+06	1.19837e+06	1.05833e+06	1.21693e+06	1.02178e+06
P04994	P04994		xseA		1.00522e+06	1.06783e+06	902459	1.06155e+06	769416	1.10126e+06
P04995	P04995		sbcB		1.00374e+07	1.01294e+07	9.97837e+06	9.96353e+06	9.78703e+06	9.88061e+06
P05020	P05020		pyrC		6.46536e+06	6.60265e+06	6.48831e+06	6.4208e+06	6.28142e+06	6.18737e+06
P05041	P05041		pabB		1.70576e+06	1.74612e+06	1.8011e+06	1.87397e+06	1.67272e+06	1.95695e+06
P05055	P05055		pnp		4.39301e+07	4.4113e+07	4.45508e+07	4.36238e+07	4.39837e+07	4.1775e+07
P05100	P05100		tag		1.55505e+06	1.65427e+06	1.70756e+06	1.8809e+06	1.63993e+06	1.58143e+06
P05194	P05194		aroD		1.2338e+06	1.27564e+06	1.29694e+06	1.29211e+06	1.27876e+06	1.30649e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				7.3751e+06	7.36117e+06	3.41632e+07	3.47011e+07	3.39226e+07	6.68133e+06
P05458	P05458		ptrA		1.21734e+06	1.22623e+06	1.15607e+06	1.1812e+06	1.16683e+06	1.18731e+06
P05459	P05459		pdxB		5.51368e+06	5.40148e+06	5.42966e+06	5.29488e+06	5.52903e+06	5.29661e+06
P05637	P05637		apaH		1.45901e+06	1.59377e+06	1.44938e+06	1.53863e+06	1.46382e+06	1.38438e+06
P05719	P05719		hsdS		2.0204e+06	1.86082e+06	2.05712e+06	2.47855e+06	2.08683e+06	2.11981e+06
P05791	P05791		ilvD		2.96915e+06	3.07763e+06	3.06339e+06	2.95494e+06	2.9235e+06	3.04002e+06
P05793	P05793		ilvC		4.76754e+06	4.76273e+06	4.50407e+06	4.36826e+06	4.6277e+06	4.55504e+06
P05825	P05825		fepA		2.01852e+06	2.05425e+06	2.00872e+06	2.10116e+06	1.98499e+06	2.07832e+06
P05852	P05852		gcp		2.75092e+06	2.65328e+06	2.78868e+06	2.53439e+06	2.7323e+06	2.63915e+06
P06129	P06129		btuB		1.5562e+07	1.54152e+07	1.47207e+07	1.44029e+07	1.3435e+07	1.42061e+07
P06136	P06136		ftsQ			2.24409e+06	2.222e+06	2.23277e+06	2.30883e+06	2.3444e+06
P06149	P06149		dld		7.36351e+06	7.2321e+06	7.40033e+06	7.18283e+06	7.02509e+06	6.43e+06
P06282	P06282		cdh		4.70995e+06	4.77471e+06	4.47355e+06	4.78463e+06	4.0979e+06	4.82118e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				3.16618e+06	3.46489e+06	1.1317e+07	1.14291e+07	1.14758e+07	3.29964e+06
P06610	P06610		btuE		9.05334e+06	8.78388e+06	9.2484e+06	9.28365e+06	8.4878e+06	7.91135e+06
P06612	P06612		topA		4.61245e+06	4.457e+06	4.42107e+06	4.46791e+06	4.39475e+06	4.65675e+06
P06616	P06616		era		3.75956e+06	3.68453e+06	3.40622e+06	3.69886e+06	3.62976e+06	3.64237e+06
P06709	P06709		birA		928619	964626	893989	897976	852939	900456
P06710	P06710		dnaX		1.35411e+06	1.36879e+06	1.29054e+06	1.29303e+06	1.3326e+06	1.3895e+06
P06715	P06715		gor		4.20338e+06	4.03319e+06	3.90391e+06	3.94503e+06	4.01052e+06	3.86376e+06
P06721	P06721		metC		737486	839154	599148	602984	601865	818081
P06722	P06722		mutH		1.02569e+06	956463	1.01331e+06	1.01684e+06	1.21797e+06	1.06677e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3.43785e+06	3.40463e+06	1.57772e+07	1.58259e+07	1.57348e+07	3.52592e+06
P06846	P06846		ebgR		2.07689e+06	2.30349e+06	2.11734e+06	2.54557e+06	2.46124e+06	2.0733e+06
P06959	P06959		aceF		4.07064e+07	4.00832e+07	3.95038e+07	3.92262e+07	3.92278e+07	3.69935e+07
P06961	P06961		cca		1.59102e+06	1.51773e+06	1.45719e+06	1.46581e+06	1.48012e+06	1.51269e+06
P06968	P06968		dut		8.1777e+06	8.08263e+06	7.60234e+06	7.75992e+06	7.80571e+06	8.08442e+06
P06971	P06971		fhuA		1.30882e+07	1.34192e+07	1.29744e+07	1.2765e+07	1.31116e+07	1.24288e+07
P06974	P06974		fliM		1.76871e+06	1.75681e+06	1.7893e+06	1.73973e+06	1.75253e+06	1.5866e+06
P06983	P06983		hemC		1.17216e+07	1.18029e+07	1.0947e+07	1.11575e+07	1.08875e+07	1.06231e+07
P06986	P06986		hisC		4.53195e+06	4.60451e+06	4.66393e+06	4.77504e+06	4.61063e+06	4.49558e+06
P06987	P06987		hisB		1.09765e+06	1.11549e+06	1.06757e+06	1.04096e+06	1.05589e+06	1.11224e+06
P06988	P06988		hisD		3.8107e+06	4.13016e+06	3.85781e+06	3.76395e+06	3.82254e+06	3.61463e+06
P06992	P06992		rsmA		2.91888e+06	2.96248e+06	2.99205e+06	2.94556e+06	3.18394e+06	2.62633e+06
P06996	P06996		ompC		2.51766e+08	2.5405e+08	2.24398e+08	2.21342e+08	2.34884e+08	2.43132e+08
P06999	P06999		pfkB		2.37423e+06	2.55758e+06	2.36871e+06	2.44094e+06	2.4307e+06	2.26223e+06
P07000	P07000		pldB		498025	498877	600382	614571	497270	508838
P07001	P07001		pntA		2.62425e+06	2.6867e+06	2.65293e+06	2.51678e+06	2.75639e+06	2.4694e+06
P07003	P07003		poxB		2.9186e+06	2.94402e+06	2.79605e+06	2.58507e+06	2.71448e+06	2.868e+06
P07004	P07004		proA		5.1991e+06	5.18394e+06	4.96689e+06	4.81722e+06	4.66603e+06	4.7756e+06
P07012	P07012		prfB		8.96716e+06	8.94566e+06	7.9587e+06	8.19626e+06	8.23982e+06	8.53981e+06
P07014	P07014		sdhB		4.36441e+06	4.57943e+06	4.3162e+06	4.28171e+06	4.31224e+06	4.41196e+06
P07017	P07017		tar		1.06047e+07	1.09559e+07	1.13477e+07	1.07092e+07	1.13154e+07	9.76962e+06
P07021	P07021		yfiB		832394	847488	962549	814256	969044	674622
P07023	P07023		tyrA		2.32426e+06	2.57454e+06	2.58157e+06	2.45785e+06	2.53074e+06	2.60609e+06
P07024	P07024		ushA		4.58693e+06	4.78282e+06	4.74382e+06	4.78445e+06	4.67812e+06	5.08832e+06
P07026	P07026		sdiA		1.62858e+06	1.69455e+06	1.72216e+06	1.83195e+06	1.84344e+06	1.9822e+06
P07118	P07118		valS		2.3628e+07	2.34666e+07	2.35675e+07	2.35579e+07	2.3331e+07	2.17427e+07
