Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
P0ADR6	P0ADR6		rlmM		2.90431e+06	2.98592e+06	2.91559e+06	2.80668e+06	3.27118e+06	3.09432e+06
P0ADR8	P0ADR8		ygdH		9.71047e+06	9.47191e+06	9.50112e+06	9.88705e+06	9.60937e+06	9.75505e+06
P0ADS2	P0ADS2		zapA		1.56269e+07	1.46788e+07	1.50715e+07	1.52955e+07	1.41359e+07	1.28627e+07
P0ADS6	P0ADS6		yggE		5.38867e+06	5.34079e+06	5.51638e+06	5.34774e+06	5.31815e+06	5.15159e+06
P0ADS9	P0ADS9		yggN		2.31929e+06	2.26836e+06	2.34177e+06	2.356e+06	2.35781e+06	2.21012e+06
P0ADT2	P0ADT2		ygiB		733570	634992	865386	828410	675839	743470
P0ADT5	P0ADT5		ygiC		2.88053e+06	2.92943e+06	3.00677e+06	2.84988e+06	2.85858e+06	2.81695e+06
P0ADT8	P0ADT8		ygiM		4.07744e+06	3.91174e+06	4.03858e+06	4.12817e+06	3.93164e+06	3.91405e+06
P0ADU2	P0ADU2		ygiN		8.84722e+06	8.34238e+06	9.11808e+06	8.71349e+06	8.44512e+06	8.60769e+06
P0ADU5	P0ADU5		ygiW		6.95288e+06	6.94206e+06	7.1236e+06	7.0332e+06	7.06964e+06	6.67877e+06
P0ADV1	P0ADV1		lptA		3.43037e+06	2.87709e+06	4.00648e+06	3.50093e+06	2.79184e+06	2.73495e+06
P0ADV5	P0ADV5		yhbW		1.15996e+06	1.07803e+06	1.25011e+06	1.05506e+06	974450	1.02871e+06
P0ADV7	P0ADV7		mlaC		1.03605e+07	9.75845e+06	1.03189e+07	1.02274e+07	1.00117e+07	1.00973e+07
P0ADW3	P0ADW3		yhcB		3.3689e+07	3.43925e+07	3.4361e+07	3.42932e+07	3.48928e+07	3.45551e+07
P0ADW8	P0ADW8		yheV		1.25694e+06	853723	1.08596e+06	1.28385e+06	824513	881214
P0ADX1	P0ADX1		yhfA		9.33973e+06	9.22438e+06	9.36957e+06	9.69132e+06	9.58887e+06	9.47711e+06
P0ADX7	P0ADX7		yhhA		167587	132246	126388	128476	276465	181238
P0ADY1	P0ADY1		ppiD		2.2506e+07	2.22797e+07	2.2237e+07	2.25368e+07	2.2056e+07	2.22034e+07
P0ADY3	P0ADY3		rplN		1.72002e+07	1.65411e+07	1.67432e+07	1.72579e+07	1.63257e+07	1.58702e+07
P0ADY7	P0ADY7		rplP		6.30193e+07	5.70857e+07	6.13107e+07	6.2078e+07	5.58453e+07	5.46503e+07
P0ADZ0	P0ADZ0		rplW		7.75235e+06	7.9962e+06	8.62721e+06	8.33302e+06	7.6136e+06	7.59526e+06
P0ADZ4	P0ADZ4		rpsO		1.54544e+08	1.56576e+08	1.51742e+08	1.59787e+08	1.64387e+08	1.55551e+08
P0ADZ7	P0ADZ7		yajC		2.05458e+07	1.8239e+07	2.01797e+07	2.08678e+07	1.87432e+07	2.01106e+07
P0AE01	P0AE01		trmJ		4.08697e+06	4.05878e+06	4.07474e+06	4.083e+06	3.93437e+06	4.04624e+06
P0AE06	P0AE06		acrA		2.36248e+07	2.39715e+07	2.401e+07	2.29808e+07	2.37498e+07	2.31259e+07
P0AE08	P0AE08		ahpC		2.46738e+07	2.49225e+07	2.45094e+07	2.4446e+07	2.49964e+07	2.51097e+07
P0AE12	P0AE12		amn		1.1197e+06	1.10255e+06	1.15476e+06	1.11958e+06	1.09567e+06	1.07457e+06
P0AE18	P0AE18		map		9.89384e+06	9.54624e+06	1.02091e+07	1.01744e+07	9.60561e+06	9.61912e+06
P0AE22	P0AE22		aphA		1.70428e+06	1.5638e+06	1.69488e+06	1.71904e+06	1.65209e+06	1.65093e+06
P0AE39	P0AE39		ypdB		1.25597e+06	1.30982e+06	1.34559e+06	1.33486e+06	1.27651e+06	1.37335e+06
P0AE45	P0AE45		ytfL		601678	663904	642688	634038	650274	624476
P0AE48	P0AE48		ytfP		4.61991e+06	4.83922e+06	4.54526e+06	4.77507e+06	4.8529e+06	4.81124e+06
P0AE52	P0AE52		bcp		1.83382e+07	1.83891e+07	1.87396e+07	1.91628e+07	1.87074e+07	1.87052e+07
P0AE60	P0AE60		cedA		1.57775e+06	1.66301e+06	1.46912e+06	1.53616e+06	1.84105e+06	1.66457e+06
P0AE67	P0AE67		cheY		1.46149e+06	1.56274e+06	1.59179e+06	1.52298e+06	1.71643e+06	1.67799e+06
P0AE70	P0AE70		mazF		3.05314e+06	2.48546e+06	2.50061e+06	2.77429e+06	2.42063e+06	2.46141e+06
P0AE74	P0AE74		citT		787743	797261	823970	821552	688805	776816
P0AE78	P0AE78		corC		760356	866668	843282	741753	854054	847979
P0AE82	P0AE82		cpxA		1.52431e+06	1.54713e+06	1.55797e+06	1.61268e+06	1.49081e+06	1.59218e+06
P0AE85	P0AE85		cpxP		754974	829530	687916	791214	938458	923783
P0AE88	P0AE88		cpxR		4.02595e+06	4.28652e+06	4.0735e+06	4.04091e+06	4.01235e+06	4.02856e+06
P0AE91	P0AE91		creA		3.48409e+06	3.42265e+06	3.54424e+06	3.55657e+06	3.46611e+06	3.46077e+06
P0AEA8	P0AEA8		cysG		1.76849e+06	1.56569e+06	1.75873e+06	1.88e+06	1.53691e+06	1.58582e+06
P0AEB2	P0AEB2		dacA		7.64485e+06	7.58811e+06	7.83394e+06	7.57954e+06	7.50613e+06	7.58776e+06
P0AEB7	P0AEB7		yoaB		1.06887e+07	1.20134e+07	1.02591e+07	1.05141e+07	1.20039e+07	1.0667e+07
P0AEC0	P0AEC0		yoaE		372713	344823	368204	396435	343344	430436
P0AEC3	P0AEC3		arcB		662590	636867	769765	673731	761460	771413
P0AED0	P0AED0		uspA		9.76268e+06	8.17266e+06	1.05497e+07	1.01873e+07	8.20115e+06	8.29278e+06
P0AED5	P0AED5		uvrY		2.27001e+06	2.45916e+06	2.45327e+06	2.30588e+06	2.30416e+06	2.22458e+06
P0AED7	P0AED7		dapE		5.60919e+06	5.34326e+06	5.83698e+06	5.63516e+06	5.41573e+06	5.26162e+06
P0AED9	P0AED9		dcm		393686	356643	371199	349745	353901	401275
P0AEE1	P0AEE1		dcrB		8.22826e+06	8.33534e+06	8.13234e+06	7.77432e+06	8.19547e+06	8.22852e+06
P0AEE3	P0AEE3		degS		757384	583758	871008	843804	771190	665399
P0AEE5	P0AEE5		mglB		2.14814e+06	2.28232e+06	1.98651e+06	2.01149e+06	2.03882e+06	1.96258e+06
P0AEE8	P0AEE8		dam		245349	258432	284250	271723	231359	277791
P0AEF0	P0AEF0		dnaC		561193	434719	491733	500242	407765	438130
P0AEF4	P0AEF4		dpiA		1.00807e+06	865076	1.00988e+06	974920	888758	856156
P0AEG4	P0AEG4		dsbA		5.58526e+06	5.51246e+06	5.04883e+06	5.40024e+06	5.06513e+06	5.38399e+06
P0AEG6	P0AEG6		dsbC		2.16076e+06	2.24562e+06	2.30621e+06	2.34704e+06	2.0163e+06	2.21346e+06
P0AEH1	P0AEH1		rseP		8.02907e+06	8.01872e+06	7.43453e+06	7.61355e+06	7.74672e+06	7.64854e+06
P0AEH5	P0AEH5		elaB		9.29264e+06	7.92954e+06	9.23854e+06	8.97003e+06	7.77266e+06	8.72975e+06
P0AEI1	P0AEI1		miaB		1.04296e+07	1.08691e+07	1.027e+07	1.06178e+07	1.1395e+07	1.11088e+07
P0AEI4	P0AEI4		rimO		4.94835e+06	4.9255e+06	4.8282e+06	4.82847e+06	5.05184e+06	4.86807e+06
P0AEI6	P0AEI6		nudJ		3.18001e+06	2.92635e+06	3.07388e+06	2.93672e+06	2.75985e+06	2.82251e+06
P0AEJ2	P0AEJ2		entC		958141	886732	972418	874754	875214	954428
P0AEK2	P0AEK2		fabG		6.12803e+07	5.84909e+07	6.09392e+07	6.28446e+07	5.95432e+07	5.93528e+07
P0AEK4	P0AEK4		fabI		5.72533e+07	5.76766e+07	5.71865e+07	5.67695e+07	5.79338e+07	5.50615e+07
P0AEL6	P0AEL6		fepB		1.59401e+06	1.40999e+06	1.64951e+06	1.53318e+06	1.24307e+06	1.36485e+06
P0AEM0	P0AEM0		fkpB		1.59716e+06	1.76365e+06	1.4709e+06	1.45982e+06	1.87255e+06	1.698e+06
P0AEM4	P0AEM4		flgM		2.12499e+06	2.06893e+06	2.1872e+06	2.17983e+06	2.17728e+06	1.93446e+06
P0AEM6	P0AEM6		fliA		2.52426e+06	2.54859e+06	2.24301e+06	2.57481e+06	2.58849e+06	2.634e+06
P0AEM9	P0AEM9		fliY		7.59376e+06	7.12953e+06	7.3056e+06	7.65104e+06	7.3155e+06	7.48258e+06
P0AEN1	P0AEN1		fre		9.59329e+06	9.38762e+06	9.8181e+06	9.62242e+06	9.35881e+06	9.2588e+06
P0AEN4	P0AEN4		ftsL		1.688e+06	1.8228e+06	1.80021e+06	1.82588e+06	1.86704e+06	1.9224e+06
P0AEN8	P0AEN8		fucU		4.8863e+06	5.14276e+06	4.83386e+06	4.9438e+06	5.26151e+06	5.32951e+06
P0AEP3	P0AEP3		galU		2.40078e+07	2.49882e+07	2.51322e+07	2.42333e+07	2.50171e+07	2.38194e+07
P0AEQ3	P0AEQ3		glnH		1.50012e+07	1.45366e+07	1.52817e+07	1.51907e+07	1.50645e+07	1.4858e+07
P0AEQ6	P0AEQ6		glnP		3.7086e+06	3.82729e+06	3.59761e+06	3.70732e+06	4.22242e+06	4.39562e+06
P0AES0	P0AES0		gsp		2.16291e+06	2.1044e+06	2.18722e+06	2.09317e+06	2.00282e+06	2.12274e+06
P0AES2	P0AES2		gudD		2.90905e+06	2.88332e+06	2.63309e+06	2.73584e+06	2.7893e+06	2.73614e+06
P0AES4	P0AES4		gyrA		1.4221e+07	1.42729e+07	1.41211e+07	1.40388e+07	1.43934e+07	1.42974e+07
P0AES6	P0AES6		gyrB		8.49535e+06	8.23241e+06	8.367e+06	8.53822e+06	8.39696e+06	8.50541e+06
P0AET2	P0AET2		hdeB		1.30163e+07	1.45107e+07	1.2633e+07	1.35643e+07	1.43762e+07	1.3845e+07
P0AET8	P0AET8		hdhA		3.56206e+06	2.85078e+06	3.19055e+06	4.11193e+06	2.91222e+06	2.75099e+06
P0AEU0	P0AEU0		hisJ		3.54509e+06	3.27681e+06	3.40392e+06	3.47081e+06	3.31498e+06	3.17888e+06
P0AEU7	P0AEU7		skp		2.17318e+07	1.98982e+07	2.07996e+07	2.18179e+07	1.93316e+07	1.90275e+07
P0AEV1	P0AEV1		hnr		166501	244042	239775	165478	239316	279435
P0AEV4	P0AEV4		hycA		854224	603352	806134	842036	865700	776925
P0AEV9	P0AEV9		hycI		421122	404303	381617	346671	415620	
P0AEW6	P0AEW6		gsk		2.25566e+06	2.1866e+06	2.21256e+06	2.20899e+06	2.16336e+06	2.15922e+06
P0AEW9	P0AEW9		fruK		1.57646e+07	1.57695e+07	1.62576e+07	1.6376e+07	1.67827e+07	1.58899e+07
P0AEX5	P0AEX5		prkB		1.86887e+06	1.82667e+06	1.82888e+06	2.00395e+06	1.93273e+06	1.83442e+06
P0AEX9	P0AEX9		malE		6.34764e+06	7.00586e+06	6.73884e+06	6.60672e+06	7.06526e+06	7.18421e+06
P0AEY3	P0AEY3		mazG		2.02417e+06	2.05283e+06	2.00622e+06	2.04927e+06	1.98408e+06	2.15408e+06
P0AEY5	P0AEY5		mdaB		1.40762e+06	1.6098e+06	1.43896e+06	1.46661e+06	1.49346e+06	1.49231e+06
P0AEZ3	P0AEZ3		minD		1.30971e+07	1.26128e+07	1.27774e+07	1.29713e+07	1.24761e+07	1.25629e+07
P0AEZ9	P0AEZ9		moaB		8.97066e+06	9.95468e+06	9.3292e+06	9.24664e+06	9.48197e+06	9.40281e+06
P0AF03	P0AF03		mog		1.25501e+07	1.32742e+07	1.30694e+07	1.32347e+07	1.39701e+07	1.36035e+07
P0AF06	P0AF06		motB		878951	866782	817330	895325	938328	893329
P0AF08	P0AF08		mrp		3.98583e+06	3.79563e+06	3.92585e+06	3.9885e+06	3.92737e+06	3.54826e+06
P0AF12	P0AF12		mtnN		2.47871e+07	2.40349e+07	2.40565e+07	2.48618e+07	2.38317e+07	2.52109e+07
P0AF18	P0AF18		nagA		3.71676e+06	3.55641e+06	3.61106e+06	3.77969e+06	3.61803e+06	3.64371e+06
P0AF20	P0AF20		nagC		1.19608e+06	1.19297e+06	1.19768e+06	1.27122e+06	1.12554e+06	1.14978e+06
P0AF24	P0AF24		nagD		2.05917e+06	1.87498e+06	1.92438e+06	2.01771e+06	1.92405e+06	1.80404e+06
P0AF28	P0AF28		narL		9.34718e+06	9.36499e+06	9.493e+06	9.44168e+06	9.4995e+06	9.35892e+06
P0AF36	P0AF36		zapB		7.4727e+06	5.90266e+06	7.42649e+06	7.53547e+06	5.02325e+06	6.14277e+06
P0AF48	P0AF48		yjbQ		1.33988e+06	969858	1.45771e+06	1.20782e+06	1.19624e+06	1.10934e+06
P0AF50	P0AF50		yjbR		8.3719e+06	6.52615e+06	7.24982e+06	6.83395e+06	6.60781e+06	7.02953e+06
P0AF52	P0AF52		yjcD		505418	454762	485876	410824	472913	441251
P0AF59	P0AF59		yjdI		643876	672731	612872	608715	686355	699550
P0AF61	P0AF61		yjdK		1.80271e+06	1.24786e+06	1.86975e+06	1.96796e+06	1.64858e+06	1.86668e+06
P0AF63	P0AF63		nsrR		1.37438e+06	1.43745e+06	1.37952e+06	1.41952e+06	1.41669e+06	1.42984e+06
P0AF67	P0AF67		yjeE		3.8346e+06	3.65524e+06	3.52557e+06	3.53867e+06	3.43272e+06	3.49061e+06
P0AF70	P0AF70		yjeI		5.57842e+06	6.09316e+06	6.20165e+06	5.90389e+06	5.39611e+06	6.11772e+06
P0AF90	P0AF90		rraB		6.86202e+06	6.66356e+06	6.79198e+06	7.41517e+06	7.56428e+06	7.0219e+06
P0AF93	P0AF93		ridA		1.30369e+08	1.20103e+08	1.25823e+08	1.34962e+08	1.20568e+08	1.26749e+08
P0AF96	P0AF96		tabA		2.87782e+06	2.65731e+06	2.94572e+06	3.15734e+06	2.72606e+06	2.63291e+06
P0AF98	P0AF98		lptF		1.21139e+06	1.58189e+06	1.25143e+06	1.33287e+06	1.58656e+06	1.60871e+06
P0AFA7	P0AFA7		nhaB		512769	546116	494951	434949	671365	566340
P0AFB1	P0AFB1		nlpI		2.07921e+06	1.9414e+06	2.10791e+06	2.03849e+06	2.034e+06	2.10461e+06
P0AFB5	P0AFB5		glnL		1.11845e+06	1.15585e+06	1.05491e+06	1.15826e+06	1.2142e+06	1.2557e+06
P0AFB8	P0AFB8		glnG		3.16306e+06	3.17038e+06	3.15516e+06	3.17131e+06	3.21306e+06	2.94284e+06
P0AFC0	P0AFC0		nudB		619821	690334	695824	623923	679215	637850
P0AFC3	P0AFC3		nuoA		2.24129e+06	2.25432e+06	2.31514e+06	2.19762e+06	2.22969e+06	2.54714e+06
P0AFC7	P0AFC7		nuoB		3.93243e+06	4.07936e+06	4.28723e+06	3.92209e+06	3.81379e+06	3.39448e+06
P0AFD1	P0AFD1		nuoE		2.51377e+06	2.54604e+06	2.67311e+06	2.50996e+06	2.43242e+06	2.41459e+06
P0AFD4	P0AFD4		nuoH		2.42117e+06	2.465e+06	2.46733e+06	2.43448e+06	2.47457e+06	2.39019e+06
P0AFD6	P0AFD6		nuoI		7.59915e+06	6.90066e+06	7.16366e+06	7.07122e+06	6.51345e+06	6.45807e+06
P0AFF2	P0AFF2		nupC		583693	740950	624025	611611	581742	615767
P0AFF6	P0AFF6		nusA		2.35399e+07	2.37092e+07	2.38988e+07	2.35264e+07	2.35737e+07	2.32637e+07
P0AFG0	P0AFG0		nusG		1.68775e+07	1.61034e+07	1.51632e+07	1.70751e+07	1.56948e+07	1.65633e+07
P0AFG3	P0AFG3		sucA		8.59174e+06	8.87917e+06	8.62744e+06	8.70304e+06	9.02899e+06	9.00003e+06
P0AFG6	P0AFG6		sucB		8.75814e+06	8.48434e+06	8.85447e+06	8.92944e+06	9.04893e+06	8.81927e+06
P0AFG8	P0AFG8		aceE		9.4395e+07	9.25875e+07	9.41632e+07	9.35637e+07	9.38814e+07	9.24907e+07
P0AFH8	P0AFH8		osmY		2.45082e+07	2.51234e+07	2.48208e+07	2.43308e+07	2.48163e+07	2.531e+07
P0AFI0	P0AFI0		oxc		1.218e+06	1.28835e+06	1.10657e+06	1.10501e+06	1.18843e+06	1.26901e+06
P0AFI2	P0AFI2		parC		3.59645e+06	3.65485e+06	3.47945e+06	3.64129e+06	3.68867e+06	3.71702e+06
P0AFI5	P0AFI5		pbpG		2.47923e+06	1.8048e+06	1.83855e+06	2.0139e+06	2.17057e+06	1.87327e+06
P0AFI7	P0AFI7		pdxH		7.3317e+06	7.19133e+06	7.42583e+06	7.31989e+06	7.28229e+06	7.27624e+06
P0AFJ1	P0AFJ1		phnA		1.67819e+06	1.61699e+06	1.69589e+06	1.76102e+06	1.68862e+06	1.5982e+06
P0AFJ7	P0AFJ7		pitA		1.83356e+06	1.70146e+06	1.932e+06	1.76438e+06	1.70394e+06	1.50139e+06
P0AFK0	P0AFK0		pmbA		4.62338e+06	4.47689e+06	4.76333e+06	4.71986e+06	4.69941e+06	4.42446e+06
P0AFK9	P0AFK9		potD		7.3212e+06	7.872e+06	7.39402e+06	7.52805e+06	7.98748e+06	7.62527e+06
P0AFL3	P0AFL3		ppiA		6.2204e+06	6.0569e+06	5.92263e+06	6.26428e+06	6.14533e+06	6.23378e+06
P0AFL6	P0AFL6		ppx		1.5583e+06	1.46521e+06	1.5209e+06	1.46774e+06	1.56666e+06	1.56624e+06
P0AFM2	P0AFM2		proX		8.90298e+06	9.00148e+06	9.67634e+06	9.24922e+06	8.86998e+06	8.8875e+06
P0AFM6	P0AFM6		pspA		3.87359e+06	3.70345e+06	3.78418e+06	3.94197e+06	3.79047e+06	3.4698e+06
P0AFP4	P0AFP4		ybbO		1.05364e+06	850359	1.01941e+06	969385	841723	815399
P0AFP6	P0AFP6		ybgI		6.40595e+06	6.23458e+06	6.5682e+06	6.43356e+06	6.04609e+06	5.72393e+06
P0AFQ7	P0AFQ7		ycfH		4.43282e+06	4.38842e+06	4.31921e+06	4.43977e+06	4.43202e+06	4.34507e+06
P0AFR0	P0AFR0		rssA		1.95216e+06	2.13208e+06	1.8778e+06	1.96362e+06	1.95407e+06	2.40244e+06
P0AFR4	P0AFR4		yciO		6.63739e+06	5.92914e+06	6.32205e+06	6.6847e+06	6.01538e+06	6.03775e+06
P0AFU4	P0AFU4		glrR		694617	583095	710577		692858	649479
P0AFU8	P0AFU8		ribC		9.02595e+06	9.19683e+06	8.76729e+06	8.90836e+06	9.31946e+06	9.15279e+06
P0AFW0	P0AFW0		rfaH		676868	707235	710148	721632	568921	671408
P0AFW8	P0AFW8		rof		4.36777e+06	3.53146e+06	4.13838e+06	4.31928e+06	3.70906e+06	3.48512e+06
P0AFX0	P0AFX0		hpf		437168	658419	472537	339328	577379	523580
P0AFX4	P0AFX4		rsd		356008	375795	361360	346465	424450	476956
P0AFX7	P0AFX7		rseA		1.5116e+06	1.62399e+06	1.70675e+06	1.49914e+06	1.68649e+06	1.7383e+06
P0AFX9	P0AFX9		rseB		2.83502e+06	2.96738e+06	2.689e+06	2.67149e+06	2.81332e+06	2.9572e+06
P0AFY8	P0AFY8		seqA		1.00177e+07	9.54483e+06	1.00036e+07	9.94398e+06	9.57448e+06	9.49678e+06
P0AFZ1	P0AFZ1		sseB		2.42039e+06	2.32915e+06	2.31957e+06	2.29895e+06	2.2361e+06	2.22204e+06
P0AFZ3	P0AFZ3		sspB		8.05049e+06	7.80922e+06	7.9273e+06	8.02882e+06	7.89417e+06	7.83959e+06
P0AG00	P0AG00		wzzE		2.89641e+06	3.02201e+06	3.12963e+06	3.27875e+06	2.87047e+06	2.84541e+06
P0AG07	P0AG07		rpe		1.16038e+07	1.19033e+07	1.14488e+07	1.11584e+07	1.15426e+07	1.19886e+07
P0AG14	P0AG14		sohB		1.91506e+06	1.89149e+06	2.07129e+06	1.95225e+06	1.9685e+06	1.88195e+06
P0AG16	P0AG16		purF		1.08707e+06	1.02362e+06	855603	940928	1.03142e+06	1.15285e+06
P0AG18	P0AG18		purE		1.24351e+06	1.49493e+06	1.19165e+06	1.38246e+06	1.52978e+06	1.2762e+06
P0AG20	P0AG20		relA		3.46022e+06	3.29846e+06	3.46067e+06	3.41089e+06	3.22254e+06	3.24766e+06
P0AG24	P0AG24		spoT		1.18863e+06	1.11277e+06	1.11537e+06	1.13411e+06	1.15894e+06	1.26823e+06
P0AG27	P0AG27		yibN		1.35195e+07	1.31441e+07	1.3376e+07	1.33488e+07	1.35071e+07	1.3118e+07
P0AG30	P0AG30		rho		2.21799e+07	2.11956e+07	2.21465e+07	2.20084e+07	2.19958e+07	2.12498e+07
P0AG40	P0AG40		ribF		1.91271e+06	1.92772e+06	1.80142e+06	1.83441e+06	2.01235e+06	1.98416e+06
P0AG44	P0AG44		rplQ		1.64794e+08	1.75506e+08	1.73033e+08	1.68379e+08	1.74393e+08	1.74883e+08
P0AG48	P0AG48		rplU		1.03315e+08	9.9433e+07	1.02286e+08	1.04344e+08	9.73378e+07	9.43811e+07
P0AG51	P0AG51		rpmD		9.59195e+07	9.66266e+07	9.46782e+07	9.59937e+07	9.85818e+07	9.25347e+07
P0AG55	P0AG55		rplF		1.89314e+08	1.89619e+08	1.90222e+08	1.91736e+08	1.91028e+08	1.86732e+08
P0AG59	P0AG59		rpsN		2.41319e+07	2.4046e+07	2.35632e+07	2.35262e+07	2.41591e+07	2.47228e+07
P0AG63	P0AG63		rpsQ		1.98437e+08	1.66042e+08	1.93813e+08	1.94468e+08	1.70051e+08	1.77035e+08
P0AG67	P0AG67		rpsA		3.28705e+08	3.08888e+08	3.33492e+08	3.35009e+08	3.14681e+08	3.18716e+08
P0AG71	P0AG71		rmuC		666898	350544	542905	658150	800966	671245
P0AG78	P0AG78		sbp		793474	756416	816094	775048	752744	782951
P0AG80	P0AG80		ugpB		819914	1.04501e+06		798203	1.26712e+06	967866
P0AG82	P0AG82		pstS		2.2094e+06	1.99956e+06	2.14933e+06	2.18264e+06	2.04805e+06	2.07357e+06
P0AG84	P0AG84		yghA		876303	774323	765513	741044	689536	574370
P0AG86	P0AG86		secB		2.30164e+07	2.39865e+07	2.3673e+07	2.35536e+07	2.32944e+07	2.38624e+07
P0AG90	P0AG90		secD		1.89888e+07	1.87053e+07	1.94101e+07	1.91438e+07	1.87804e+07	1.84734e+07
P0AG93	P0AG93		secF		1.38074e+06	1.23124e+06	1.35035e+06	1.36059e+06	1.4068e+06	1.29555e+06
P0AG96	P0AG96		secE		590066	643686	601360	542195	679967	719095
P0AG99	P0AG99		secG		5.50304e+06	6.05786e+06	5.27816e+06	5.59003e+06	5.79743e+06	5.56857e+06
P0AGA2	P0AGA2		secY		3.88802e+06	3.6263e+06	3.88294e+06	3.83894e+06	3.61794e+06	3.78183e+06
P0AGB0	P0AGB0		serB		4.23754e+06	4.40293e+06	3.83204e+06	4.15215e+06	4.24119e+06	4.26237e+06
P0AGB6	P0AGB6		rpoE		3.4495e+06	3.67372e+06	3.46639e+06	3.51317e+06	3.66705e+06	3.74366e+06
P0AGC3	P0AGC3		slt		1.76123e+06	1.38919e+06	1.78029e+06	1.71655e+06	1.47601e+06	1.46351e+06
P0AGD1	P0AGD1		sodC		538144	504762	564901	581085	463952	435531
P0AGD3	P0AGD3		sodB		7.36996e+07	7.8538e+07	7.38747e+07	7.54534e+07	7.63589e+07	7.723e+07
P0AGD7	P0AGD7		ffh		4.55166e+06	4.45744e+06	4.61842e+06	4.55755e+06	4.34065e+06	4.56445e+06
P0AGE0	P0AGE0		ssb		2.33584e+07	2.35772e+07	2.34462e+07	2.40653e+07	2.4072e+07	2.33143e+07
P0AGE6	P0AGE6		yieF		8.59289e+06	8.9643e+06	8.09376e+06	8.43439e+06	8.67848e+06	8.7783e+06
P0AGE9	P0AGE9		sucD		6.4661e+06	6.12178e+06	6.35655e+06	6.42065e+06	6.18924e+06	6.15311e+06
P0AGF2	P0AGF2		ygdK		1.64571e+06	1.85555e+06	1.64518e+06	1.76438e+06	1.74274e+06	1.71945e+06
P0AGG0	P0AGG0		thiL		3.30696e+06	3.37892e+06	3.37062e+06	3.50482e+06	3.49028e+06	3.39952e+06
P0AGG2	P0AGG2		tesB		1.68267e+06	1.9753e+06	1.46779e+06	1.78281e+06	1.74334e+06	1.96787e+06
P0AGG4	P0AGG4		trxC		4.12501e+06	3.28223e+06	3.76956e+06	3.6868e+06	3.61631e+06	2.99415e+06
P0AGG8	P0AGG8		tldD		3.04569e+06	2.74914e+06	2.95285e+06	3.05529e+06	2.80503e+06	2.81272e+06
P0AGI8	P0AGI8		trkA		1.19236e+06	1.15413e+06	1.09579e+06	1.24696e+06	1.07989e+06	1.08265e+06
P0AGJ2	P0AGJ2		trmH		1.51747e+06	1.47285e+06	1.57523e+06	1.45752e+06	1.50381e+06	1.54682e+06
P0AGJ5	P0AGJ5		yfiF		1.25374e+07	1.25372e+07	1.21657e+07	1.25448e+07	1.22188e+07	1.22674e+07
P0AGJ7	P0AGJ7		trmL		2.54104e+06	2.537e+06	2.53357e+06	2.53034e+06	2.61495e+06	2.69682e+06
P0AGJ9	P0AGJ9		tyrS		1.03145e+07	9.88202e+06	9.88378e+06	1.00881e+07	9.78167e+06	1.0027e+07
P0AGK4	P0AGK4		yhbY		1.27417e+07	1.30485e+07	1.27189e+07	1.28783e+07	1.332e+07	1.28517e+07
P0AGK8	P0AGK8		iscR		2.05349e+06	2.00427e+06	1.92296e+06	2.06419e+06	1.7194e+06	1.61466e+06
P0AGL2	P0AGL2		tdcF		716820	857986	839756	682728	917567	991823
P0AGL7	P0AGL7		rsmE		4.08984e+06	4.36509e+06	4.02907e+06	4.16774e+06	4.31732e+06	4.4027e+06
P0AGM5	P0AGM5		sirB1		437697	266044	400796	355016	358598	370576
P0C018	P0C018		rplR		3.55652e+07	3.50821e+07	3.48126e+07	3.56382e+07	3.51011e+07	3.60828e+07
P0C037	P0C037		yaiE		1.13042e+07	1.24592e+07	1.21912e+07	1.14921e+07	1.01468e+07	1.15102e+07
P0C054	P0C054		ibpA		4.44091e+06	4.26533e+06	4.35232e+06	4.48024e+06	4.30465e+06	4.06148e+06
P0C093	P0C093		slmA		3.01559e+06	3.20362e+06	3.01633e+06	3.00497e+06	3.19473e+06	3.23893e+06
P0C0K3	P0C0K3		rdoA		2.66213e+06	2.56029e+06	2.6429e+06	2.65537e+06	2.58424e+06	2.65613e+06
P0C0L2	P0C0L2		osmC		5.8654e+06	5.83041e+06	5.84748e+06	6.16528e+06	5.87701e+06	5.8846e+06
P0C0L7	P0C0L7		proP		2.18617e+06	2.47313e+06	2.13955e+06	2.2666e+06	2.46732e+06	2.71042e+06
P0C0L9	P0C0L9		iscX		1.86472e+06	1.95979e+06	1.86008e+06	1.85705e+06	1.99539e+06	1.91722e+06
P0C0R7	P0C0R7		rlmE		2.69665e+06	2.81385e+06	2.57106e+06	2.59553e+06	2.81036e+06	2.84072e+06
