Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P50456	MLC_ECOLI	mlc	Protein mlc	4	4	4.23038e+06	4.59886e+06	4.35555e+06	4.3635e+06	4.55282e+06	4.36525e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	1.40802e+07	1.58589e+07	1.41643e+07	1.38991e+07	1.30887e+07	1.22125e+07
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	3.90898e+06	3.34534e+06	4.07199e+06	3.3503e+06	3.37396e+06	3.93084e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	5.85487e+06	6.55074e+06	6.11595e+06	6.28655e+06	6.49597e+06	6.22137e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	2.59971e+06	3.44576e+06	2.72732e+06	3.41109e+06	3.78264e+06	2.33277e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	2.01896e+07	2.33029e+07	2.50471e+07	2.27329e+07	2.17965e+07	2.32032e+07
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	5	5	3.31014e+06	3.53123e+06	3.1024e+06	2.63964e+06	2.94886e+06	3.07577e+06
P52097	TILS_ECOLI	tilS	tRNA(Ile)-lysidine synthase	1	1		400164	345162	380627		
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	6	6	1.48893e+07	1.45753e+07	1.5576e+07	1.45222e+07	1.50758e+07	1.60279e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	1.86591e+07	1.78116e+07	1.94871e+07	1.80664e+07	1.89149e+07	1.93201e+07
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	4	4	1.14243e+06	1.0799e+06	1.37622e+06	1.13976e+06	1.35671e+06	1.07336e+06
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1	607381	530722	642097	773292	645334	686792
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	1	1	1.88516e+06	1.78891e+06	2.10952e+06	1.94848e+06	2.35026e+06	1.92773e+06
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	2	2	977185	709055	820564	611097	917835	918028
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	11	11	3.07085e+07	3.10684e+07	2.99517e+07	3.00217e+07	3.08901e+07	2.90569e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	2.01245e+06	2.30268e+06	2.47586e+06	2.15171e+06	2.15146e+06	2.60557e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	13	13	1.02089e+07	1.0124e+07	1.08434e+07	1.03364e+07	1.06299e+07	1.04379e+07
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	9	9	1.08684e+08	1.10322e+08	1.07914e+08	1.14843e+08	1.13208e+08	1.11824e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	3	3	6.33948e+06	6.70279e+06	5.64281e+06		6.90559e+06	5.59744e+06
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	2	2		1.62634e+06	855211		1.09233e+06	512734
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	4	4	5.69069e+06	5.63607e+06	5.78924e+06	6.14099e+06	5.18397e+06	5.32443e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	2.73506e+06	3.62272e+06	3.41227e+06	3.42564e+06	3.24715e+06	3.22232e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	24	24	2.06682e+07	2.08012e+07	2.09704e+07	2.13451e+07	2.1084e+07	2.13679e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	16	16	8.27568e+06	8.13722e+06	8.38159e+06	7.96586e+06	7.9796e+06	8.33625e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	7	7	3.50053e+07	3.44899e+07	3.44924e+07	3.47258e+07	3.51388e+07	3.72218e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	8	8	2.43764e+07	2.5497e+07	2.45633e+07	2.572e+07	2.49011e+07	2.37536e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	6.35612e+08	7.02427e+08	6.30986e+08	6.86546e+08	7.04526e+08	6.28623e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	9	9	1.11799e+09	1.12029e+09	1.06629e+09	1.11232e+09	7.86172e+08	1.06307e+09
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	4	4	5.22803e+06	5.69481e+06	5.69591e+06	5.1606e+06	5.29947e+06	5.6783e+06
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6	5.14032e+07	4.96181e+07	4.74254e+07	4.90162e+07	4.91533e+07	4.86554e+07
P60560	GUAC_ECOLI	guaC	GMP reductase	6	6	9.33519e+06	8.82083e+06	9.46115e+06	9.31765e+06	9.7749e+06	9.57927e+06
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	2	2	6.48549e+06	7.08182e+06	6.39915e+06	6.97429e+06	6.98038e+06	6.81432e+06
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7	9.25419e+08	8.41917e+08	9.09373e+08	8.32209e+08	8.25483e+08	8.89972e+08
P60651	SPEB_ECOLI	speB	Agmatinase	5	5	9.34826e+07	9.82805e+07	9.48728e+07	9.77738e+07	9.82295e+07	9.64537e+07
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	10	10	7.72261e+06	7.79025e+06	8.15858e+06	7.90827e+06	7.80449e+06	7.65355e+06
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	11	11	6.82076e+07	6.92018e+07	7.00355e+07	7.09269e+07	7.22441e+07	6.82171e+07
P60720	LIPB_ECOLI	lipB	Octanoyltransferase	2	2	1.59268e+06	1.58151e+06	1.82813e+06	1.61292e+06	1.55937e+06	1.73703e+06
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	15	15	1.0116e+09	9.61222e+08	9.81754e+08	9.49502e+08	9.90595e+08	9.93345e+08
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	9	9	1.11516e+07	1.23867e+07	1.20387e+07	1.22657e+07	1.24642e+07	1.09698e+07
P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	5	5	1.01949e+07	1.01797e+07	1.10114e+07	9.41227e+06	1.05022e+07	1.13826e+07
P60785	LEPA_ECOLI	lepA	Elongation factor 4	18	18	2.89985e+07	2.92724e+07	3.02888e+07	2.94352e+07	2.8582e+07	2.95154e+07
P60869	YBJL_ECOLI	ybjL	Putative transport protein YbjL	1	1	550080	742449	694687	714796		484989
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	21	21	8.74181e+07	8.75464e+07	8.68205e+07	8.65825e+07	8.6607e+07	8.76595e+07
P60955	LGT_ECOLI	lgt	Prolipoprotein diacylglyceryl transferase	2	2	405683	332214	403392		432584	552384
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11	8.55451e+08	9.44992e+08	8.78142e+08	9.26715e+08	9.31295e+08	8.42011e+08
P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	11	11	4.36837e+07	4.26441e+07	4.27623e+07	4.16681e+07	4.33839e+07	4.31645e+07
P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	11	11	1.42643e+07	1.55504e+07	1.46594e+07	1.5486e+07	1.5711e+07	1.52741e+07
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	8	8	5.99646e+07	6.61189e+07	6.693e+07	6.73304e+07	6.6483e+07	6.49645e+07
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	10	10	2.07355e+08	2.12214e+08	2.04901e+08	2.13373e+08	2.16647e+08	2.04558e+08
P61887	RMLA2_ECOLI	rmlA2	Glucose-1-phosphate thymidylyltransferase 2	3	3	4.03651e+06	3.75622e+06	3.86677e+06	3.53498e+06	3.47706e+06	3.9907e+06
P61889	MDH_ECOLI	mdh	Malate dehydrogenase	15	15	8.87542e+07	9.30162e+07	8.67605e+07	8.92625e+07	9.09808e+07	8.37921e+07
P61949	FLAV_ECOLI	fldA	Flavodoxin-1	6	6	1.50182e+08	1.44355e+08	1.40809e+08	1.46197e+08	1.44352e+08	1.38863e+08
P62399	RL5_ECOLI	rplE	50S ribosomal protein L5	19	19	1.23528e+09	1.27731e+09	1.24527e+09	1.28758e+09	1.32135e+09	1.25721e+09
P62517	OPGH_ECOLI	mdoH	Glucans biosynthesis glucosyltransferase H	4	4	1.16903e+06	1.32534e+06	1.53939e+06	1.15638e+06	1.33215e+06	1.43252e+06
P62556	SOPA_ECOLI	sopA	Protein SopA	7	7	2.17138e+07	2.07742e+07	2.10499e+07	2.11943e+07	2.03863e+07	1.95884e+07
P62558	SOPB_ECOLI	sopB	Protein SopB	10	10	2.00824e+07	2.1249e+07	2.12963e+07	2.14936e+07	2.18896e+07	2.08802e+07
P62601	TREF_ECOLI	treF	Cytoplasmic trehalase	2	2	2.14018e+06	2.48475e+06	2.35006e+06		2.77691e+06	2.99951e+06
P62615	ISPE_ECOLI	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	3	3	8.17376e+06	8.23906e+06	8.70611e+06	7.76558e+06	7.9581e+06	8.12044e+06
P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	2	2	8.41476e+06	8.1109e+06	8.69894e+06	7.64781e+06	8.13327e+06	9.56192e+06
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	19	19	2.66423e+07	2.75253e+07	2.88124e+07	2.72754e+07	2.79666e+07	2.74866e+07
P62623	ISPH_ECOLI	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	9	9	6.25058e+06	7.04466e+06	7.09787e+06	6.69786e+06	7.15026e+06	7.17354e+06
P62672	APAG_ECOLI	apaG	Protein ApaG	2	2	4.62608e+06	5.80872e+06	5.49446e+06	5.67262e+06	5.32936e+06	5.29575e+06
P62707	GPMA_ECOLI	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	19	19	1.96509e+08	1.86776e+08	1.91349e+08	1.8915e+08	1.85144e+08	1.94682e+08
P62768	YAEH_ECOLI	yaeH	UPF0325 protein YaeH	13	13	3.07171e+07	2.97123e+07	3.00608e+07	3.01921e+07	3.01395e+07	3.04365e+07
P63020	NFUA_ECOLI	nfuA	Fe/S biogenesis protein NfuA	6	6	6.96051e+07	6.73815e+07	6.60321e+07	6.74539e+07	6.42798e+07	6.56786e+07
P63177	RLMB_ECOLI	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	7	7	2.23683e+07	2.13288e+07	2.20046e+07	2.03802e+07	2.13696e+07	2.18214e+07
P63183	KUP_ECOLI	kup	Low affinity potassium transport system protein kup	2	2	1.62712e+06	1.94712e+06	1.56605e+06	1.4052e+06		1.42989e+06
P63204	GADE_ECOLI	gadE	Transcriptional regulator GadE	1	1			3.51604e+07			3.2333e+07
P63224	GMHA_ECOLI	gmhA	Phosphoheptose isomerase	10	10	1.79457e+08	1.87439e+08	1.8244e+08	1.8662e+08	1.86411e+08	1.79721e+08
P63228	GMHB_ECOLI	gmhB	D,D-heptose 1,7-bisphosphate phosphatase	3	3	1.16464e+07	1.20832e+07	1.25862e+07	1.0447e+07	1.23274e+07	1.23091e+07
P63235	GADC_ECOLI	gadC	Probable glutamate/gamma-aminobutyrate antiporter	3	3	2.34003e+07	2.29951e+07	2.39506e+07	2.33283e+07	2.36046e+07	2.28253e+07
P63284	CLPB_ECOLI	clpB	Chaperone protein ClpB	52	52	6.10098e+07	6.06524e+07	5.95651e+07	6.00055e+07	5.90759e+07	5.83293e+07
P63386	MLAF_ECOLI	mlaF	Probable phospholipid import ATP-binding protein MlaF	3	3	3.48825e+06	2.80776e+06	3.36193e+06	3.10955e+06	3.25558e+06	3.21967e+06
P63389	YHES_ECOLI	yheS	Uncharacterized ABC transporter ATP-binding protein YheS	15	15	5.35784e+06	5.31564e+06	5.31566e+06	4.9369e+06	5.50828e+06	5.32076e+06
P63417	YHBS_ECOLI	yhbS	Uncharacterized N-acetyltransferase YhbS	6	6	3.69314e+07	3.78692e+07	3.36515e+07	3.82191e+07	3.97645e+07	3.53313e+07
P63883	AMIC_ECOLI	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	9	9	3.51054e+06	3.31019e+06	3.52685e+06	3.22755e+06	3.23419e+06	3.21945e+06
P64423	ZNTB_ECOLI	zntB	Zinc transport protein ZntB	1	1	1.99203e+06	2.41495e+06	2.18069e+06	2.23588e+06	1.76304e+06	1.8475e+06
P64429	YPFJ_ECOLI	ypfJ	Uncharacterized protein YpfJ	3	3	5.73306e+06	6.16021e+06	6.2593e+06	6.22775e+06	5.62489e+06	6.07647e+06
P64448	YNBE_ECOLI	ynbE	Uncharacterized protein YnbE	2	2	928313			761337	815227	880692
P64451	YDCL_ECOLI	ydcL	Uncharacterized lipoprotein YdcL	2	2	1.51919e+07	1.44086e+07	1.45714e+07	1.46846e+07	1.56413e+07	1.56526e+07
P64455	YDCY_ECOLI	ydcY	Uncharacterized protein YdcY	1	1	5.02447e+07	5.30521e+07	5.26331e+07	5.30836e+07	5.28166e+07	5.62183e+07
P64463	YDFZ_ECOLI	ydfZ	Putative selenoprotein YdfZ	3	3	1.8245e+08	1.85069e+08	1.86368e+08	1.82387e+08	1.78002e+08	1.74793e+08
P64467	CNU_ECOLI	cnu	OriC-binding nucleoid-associated protein	4	4	2.85695e+07	3.00651e+07	2.92035e+07	2.93123e+07	2.56706e+07	2.82574e+07
P64476	YDIH_ECOLI	ydiH	Uncharacterized protein YdiH	3	3	4.81383e+06	5.84253e+06	5.4444e+06	5.67085e+06	5.47703e+06	6.08356e+06
P64483	YEAK_ECOLI	yeaK	Uncharacterized protein YeaK	3	3	9.92755e+06	8.51236e+06	1.01208e+07	8.74571e+06	8.66922e+06	8.32924e+06
P64493	YOAF_ECOLI	yoaF	Uncharacterized protein YoaF	1	1	769397	670474	778669	767700	673237	1.17166e+06
P64499	YEBO_ECOLI	yebO	Uncharacterized protein YebO	3	3	1.88876e+07	1.83781e+07	1.79933e+07	1.90989e+07	1.86508e+07	1.84213e+07
P64506	YEBY_ECOLI	yebY	Uncharacterized protein YebY	1	1	1.70499e+06	2.00148e+06	1.86382e+06	1.91789e+06	2.11471e+06	1.8991e+06
P64519	YODD_ECOLI	yodD	Uncharacterized protein YodD	1	1	726849	744159	1.33517e+06	539123		1.10006e+06
P64530	RCNR_ECOLI	rcnR	Transcriptional repressor RcnR	2	2	1.98735e+06	1.78934e+06	2.30938e+06		1.78634e+06	1.8575e+06
P64534	RCNB_ECOLI	rcnB	Nickel/cobalt homeostasis protein RcnB	4	4	2.50561e+07	2.57369e+07	2.66717e+07	2.49627e+07	2.70014e+07	2.71371e+07
P64540	YFCL_ECOLI	yfcL	Uncharacterized protein YfcL	3	3	3.18562e+07	3.64356e+07	3.21498e+07	3.41693e+07	3.42979e+07	3.38413e+07
P64545	YFGG_ECOLI	yfgG	Uncharacterized protein YfgG	1	1	3.20138e+06	3.15846e+06	3.04775e+06	2.81915e+06	3.21368e+06	3.26026e+06
P64548	YFIR_ECOLI	yfiR	Uncharacterized protein YfiR	1	1	494264	570474	588368	630032	535251	643249
P64554	QUEE_ECOLI	queE	7-carboxy-7-deazaguanine synthase	7	7	2.33897e+07	2.23752e+07	2.31153e+07	2.45679e+07	2.41334e+07	2.37546e+07
P64559	CPTB_ECOLI	cptB	Antitoxin CptB	2	2	3.08802e+06	3.31381e+06	3.24772e+06	2.95364e+06	2.96352e+06	3.84523e+06
P64564	YGGT_ECOLI	yggT	Uncharacterized protein YggT	2	2	5.40152e+06	5.81818e+06	5.98086e+06	6.95663e+06	6.19184e+06	7.12052e+06
P64581	YQJD_ECOLI	yqjD	Uncharacterized protein YqjD	3	3	2.31062e+08	2.10357e+08	2.0877e+08	2.24723e+08	2.14318e+08	1.85882e+08
P64585	YQJE_ECOLI	yqjE	Inner membrane protein YqjE	1	1	1.3935e+06	1.62153e+06	1.53611e+06	1.54184e+06	1.54634e+06	1.62128e+06
P64588	YQJI_ECOLI	yqjI	Transcriptional regulator YqjI	4	4	4.44909e+06	3.65292e+06	4.69218e+06	3.38997e+06	4.37866e+06	5.1022e+06
P64596	YRAP_ECOLI	yraP	Uncharacterized protein YraP	9	9	4.59501e+07	4.78574e+07	4.79281e+07	4.58882e+07	4.87949e+07	4.80161e+07
P64599	YHBT_ECOLI	yhbT	Uncharacterized protein YhbT	7	7	2.18362e+07	2.18205e+07	2.30562e+07	2.26285e+07	2.25175e+07	2.2948e+07
P64602	MLAB_ECOLI	mlaB	Probable phospholipid ABC transporter-binding protein MlaB	1	1	6.12707e+06	6.55684e+06	5.90536e+06	5.181e+06	6.00562e+06	5.89699e+06
P64604	MLAD_ECOLI	mlaD	Probable phospholipid ABC transporter-binding protein MlaD	6	6	4.99159e+07	4.89404e+07	4.75465e+07	4.8879e+07	4.83704e+07	4.70776e+07
P64606	MLAE_ECOLI	mlaE	Probable phospholipid ABC transporter permease protein MlaE	1	1					447273	
P64612	YHCM_ECOLI	yhcM	Uncharacterized protein YhcM	4	4	4.85292e+06	4.73503e+06	4.87872e+06	4.65303e+06	5.29948e+06	5.05002e+06
P64624	YHEO_ECOLI	yheO	Uncharacterized protein YheO	5	5	8.86826e+06	8.99922e+06	9.27231e+06	8.67767e+06	9.19856e+06	8.40114e+06
P64636	YRFG_ECOLI	yrfG	GMP/IMP nucleotidase YrfG	3	3	8.60371e+06	9.08154e+06	9.13964e+06	9.61835e+06	8.46812e+06	8.68988e+06
P65294	YGDR_ECOLI	ygdR	Uncharacterized lipoprotein YgdR	1	1	4.39331e+06	3.28137e+06	2.98922e+06	3.0071e+06		
P65367	YQCA_ECOLI	yqcA	Uncharacterized protein YqcA	2	2	5.9752e+06	5.0435e+06	5.5958e+06	5.06401e+06	5.62534e+06	5.34805e+06
P65556	YFCD_ECOLI	yfcD	Uncharacterized Nudix hydrolase YfcD	6	6	7.14103e+06	7.37509e+06	6.54034e+06	7.37587e+06	7.59389e+06	7.00726e+06
P65870	QUED_ECOLI	queD	6-carboxy-5,6,7,8-tetrahydropterin synthase	5	5	9.19701e+06	8.17386e+06	8.90043e+06	7.65778e+06	7.13027e+06	8.82106e+06
P66817	DIAA_ECOLI	diaA	DnaA initiator-associating protein DiaA	3	3	1.28724e+07	1.37998e+07	1.41086e+07	1.32299e+07	1.37696e+07	1.36453e+07
P66948	YFGC_ECOLI	yfgC	TPR repeat-containing protein YfgC	7	7	1.32702e+07	1.34506e+07	1.30537e+07	1.33778e+07	1.26462e+07	1.24938e+07
P67080	YGGS_ECOLI	yggS	UPF0001 protein YggS	10	10	9.40194e+06	1.08053e+07	1.02816e+07	1.00978e+07	9.49725e+06	9.70699e+06
P67087	RSMI_ECOLI	rsmI	Ribosomal RNA small subunit methyltransferase I	7	7	3.10353e+07	3.37895e+07	3.10831e+07	3.18744e+07	3.38829e+07	3.02079e+07
P67095	YFCE_ECOLI	yfcE	Phosphodiesterase YfcE	2	2	1.82588e+07	1.83633e+07	1.73256e+07	1.81475e+07	1.8842e+07	1.86149e+07
P67244	YQHA_ECOLI	yqhA	UPF0114 protein YqhA	2	2	2.30663e+06	1.3452e+06	2.32607e+06	1.31513e+06	1.44721e+06	2.19095e+06
P67338	YOAH_ECOLI	yoaH	UPF0181 protein YoaH	1	1	1.9129e+06	3.63913e+06	3.09798e+06	3.20037e+06	2.9901e+06	
P67601	YOBD_ECOLI	yobD	UPF0266 membrane protein YobD	2	2	339841	308230	502211	301052	541451	452547
P67603	YQFB_ECOLI	yqfB	UPF0267 protein YqfB	5	5	1.16566e+07	1.42163e+07	1.13529e+07	1.48647e+07	1.38667e+07	1.20124e+07
P67660	YHAJ_ECOLI	yhaJ	Uncharacterized HTH-type transcriptional regulator YhaJ	6	6	5.92274e+06	4.96588e+06	5.77057e+06	6.04043e+06	5.94095e+06	5.51509e+06
P67662	AAER_ECOLI	aaeR	HTH-type transcriptional activator AaeR	2	2	2.37049e+06		2.50154e+06			
P67826	CUTC_ECOLI	cutC	Copper homeostasis protein CutC	6	6	8.2159e+06	9.77291e+06	1.00277e+07	9.61577e+06	9.563e+06	8.42716e+06
P67910	HLDD_ECOLI	hldD	ADP-L-glycero-D-manno-heptose-6-epimerase	24	24	1.45144e+08	1.45356e+08	1.40854e+08	1.45085e+08	1.47089e+08	1.39817e+08
P68066	GRCA_ECOLI	grcA	Autonomous glycyl radical cofactor	14	14	2.15539e+09	2.08866e+09	2.07448e+09	2.02806e+09	2.06449e+09	2.08618e+09
P68187	MALK_ECOLI	malK	Maltose/maltodextrin import ATP-binding protein MalK	8	8	1.00846e+07	1.08802e+07	1.05375e+07	9.69288e+06	1.04709e+07	9.90001e+06
P68191	SRA_ECOLI	sra	Stationary-phase-induced ribosome-associated protein	2	2	2.28746e+07	2.31681e+07	2.21328e+07	2.30399e+07	2.29509e+07	2.13218e+07
P68206	YJBJ_ECOLI	yjbJ	UPF0337 protein YjbJ	2	2	1.81e+07	2.27948e+07	1.80127e+07	2.20629e+07	2.36901e+07	1.83408e+07
P68567	RSMJ_ECOLI	rsmJ	Ribosomal RNA small subunit methyltransferase J	3	3	1.841e+06	1.81225e+06	1.94058e+06	1.92006e+06	2.06336e+06	2.12908e+06
P68679	RS21_ECOLI	rpsU	30S ribosomal protein S21	6	6	5.55809e+08	5.23164e+08	5.59653e+08	5.15001e+08	5.14373e+08	5.50648e+08
P68688	GLRX1_ECOLI	grxA	Glutaredoxin-1	2	2	1.1151e+07	1.07726e+07	1.09439e+07	1.02613e+07	9.95693e+06	9.73185e+06
P68699	ATPL_ECOLI	atpE	ATP synthase subunit c	1	1	1.34213e+07	1.18527e+07	1.5674e+07	1.07495e+07	1.35482e+07	1.67382e+07
P68767	AMPA_ECOLI	pepA	Cytosol aminopeptidase	11	11	2.50689e+07	2.63991e+07	2.5822e+07	2.60133e+07	2.55393e+07	2.55024e+07
P68871ups|HBB_HUMAN_UPS	Hemoglobin	Hemoglobin		2	2	2.41976e+06	2.96802e+06	2.76444e+06	2.76191e+06	2.885e+06	2.54598e+06
P68919	RL25_ECOLI	rplY	50S ribosomal protein L25	8	8	8.98124e+08	9.25992e+08	9.83666e+08	9.33979e+08	9.47537e+08	8.58332e+08
P69222	IF1_ECOLI	infA	Translation initiation factor IF-1	4	4	1.85316e+08	1.94724e+08	1.82025e+08	1.95182e+08	1.85663e+08	1.86664e+08
P69228	BAER_ECOLI	baeR	Transcriptional regulatory protein BaeR	12	12	6.95979e+06	6.98531e+06	7.13289e+06	7.01481e+06	7.63534e+06	7.66263e+06
P69330	CITD_ECOLI	citD	Citrate lyase acyl carrier protein	5	5	4.78865e+07	4.73256e+07	5.04985e+07	5.09271e+07	4.94353e+07	5.05201e+07
P69346	YEFM_ECOLI	yefM	Antitoxin YefM	1	1	5.51066e+06	5.95286e+06	5.00816e+06	5.58885e+06	5.18375e+06	4.82032e+06
P69407	RCSB_ECOLI	rcsB	Capsular synthesis regulator component B	9	9	6.26974e+07	6.62409e+07	6.28755e+07	6.27775e+07	6.51528e+07	6.03835e+07
P69411	RCSF_ECOLI	rcsF	Protein RcsF	2	2	3.4534e+07	3.58024e+07	3.61064e+07	3.57726e+07	3.64176e+07	3.58467e+07
P69425	TATB_ECOLI	tatB	Sec-independent protein translocase protein TatB	4	4	1.35554e+07	1.40236e+07	1.55123e+07	1.41016e+07	1.4528e+07	1.43471e+07
P69428	TATA_ECOLI	tatA	Sec-independent protein translocase protein TatA	2	2	1.6066e+08	1.66429e+08	1.56806e+08	1.51622e+08	1.55727e+08	1.61637e+08
P69441	KAD_ECOLI	adk	Adenylate kinase	17	17	3.74158e+08	3.73007e+08	3.67557e+08	3.7158e+08	3.95499e+08	3.81687e+08
P69490	CCME_ECOLI	ccmE	Cytochrome c-type biogenesis protein CcmE	1	1	1.94677e+06	2.16944e+06	1.9775e+06	1.99404e+06	2.18452e+06	2.52591e+06
P69503	APT_ECOLI	apt	Adenine phosphoribosyltransferase	11	11	1.2206e+08	1.12646e+08	1.25202e+08	1.13293e+08	1.11605e+08	1.21497e+08
P69739	MBHS_ECOLI	hyaA	Hydrogenase-1 small chain	3	3	3.15389e+06	3.42038e+06	3.12883e+06	2.65507e+06	2.79044e+06	2.53971e+06
P69741	MBHT_ECOLI	hybO	Hydrogenase-2 small chain	2	2	1.88292e+07	1.8545e+07	1.88867e+07	1.91867e+07	1.95903e+07	1.81791e+07
P69776	LPP_ECOLI	lpp	Major outer membrane lipoprotein Lpp	3	3	4.49376e+08	4.39148e+08	4.19115e+08	4.44275e+08	4.5385e+08	4.59932e+08
P69783	PTGA_ECOLI	crr	Glucose-specific phosphotransferase enzyme IIA component	11	11	9.46749e+08	1.00016e+09	8.99297e+08	9.36756e+08	9.7315e+08	8.63432e+08
P69786	PTGCB_ECOLI	ptsG	PTS system glucose-specific EIICB component	11	11	4.26138e+07	4.3023e+07	4.43515e+07	4.29455e+07	4.16263e+07	4.32187e+07
P69791	PTQA_ECOLI	chbA	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component	1	1	1.01428e+06	1.93041e+06	873219	1.04059e+06	1.34693e+06	1.05319e+06
P69795	PTQB_ECOLI	chbB	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIB component	2	2	1.70721e+06	1.29026e+06	1.19457e+06	1.50801e+06	1.36031e+06	1.48693e+06
P69797	PTNAB_ECOLI	manX	PTS system mannose-specific EIIAB component	18	18	8.3827e+07	8.6224e+07	8.27188e+07	8.42639e+07	8.74195e+07	8.25872e+07
P69801	PTNC_ECOLI	manY	Mannose permease IIC component	1	1	1.47153e+07	1.57319e+07	1.61816e+07	1.42581e+07	1.54128e+07	1.57075e+07
P69805	PTND_ECOLI	manZ	Mannose permease IID component	6	6	3.16513e+07	2.97588e+07	3.02941e+07	3.13973e+07	2.94884e+07	3.07948e+07
P69811	PTFAH_ECOLI	fruB	Multiphosphoryl transfer protein	23	23	1.06144e+08	1.14992e+08	1.06704e+08	1.14463e+08	1.15159e+08	1.06206e+08
P69829	PTSN_ECOLI	ptsN	Nitrogen regulatory protein	7	7	9.35482e+06	1.06078e+07	1.04789e+07	1.00627e+07	1.099e+07	1.17278e+07
P69853	DMSD_ECOLI	dmsD	Tat proofreading chaperone DmsD	4	4	4.32918e+06	3.70694e+06	4.78876e+06	3.62687e+06	3.66822e+06	4.69516e+06
P69874	POTA_ECOLI	potA	Spermidine/putrescine import ATP-binding protein PotA	6	6	2.17843e+07	2.13038e+07	2.17903e+07	2.07266e+07	2.28157e+07	2.11408e+07
