Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P00954	P00954		trpS		5.16828e+06	5.10208e+06	5.05061e+06	4.9342e+06	4.87689e+06	4.72952e+06
P00956	P00956		ileS		2.51594e+07	2.53866e+07	2.48547e+07	2.45783e+07	2.47325e+07	2.48514e+07
P00957	P00957		alaS		1.5376e+07	1.52415e+07	1.43798e+07	1.49322e+07	1.44569e+07	1.40334e+07
P00959	P00959		metG		1.87304e+07	1.86094e+07	1.85466e+07	1.85256e+07	1.8586e+07	1.8633e+07
P00960	P00960		glyQ		4.88569e+06	4.77999e+06	4.85696e+06	4.73705e+06	4.99308e+06	4.60376e+06
P00961	P00961		glyS		1.11804e+07	1.11277e+07	1.12756e+07	1.10989e+07	1.14965e+07	1.13684e+07
P00962	P00962		glnS		1.38097e+07	1.37117e+07	1.3369e+07	1.3568e+07	1.33952e+07	1.32012e+07
P00963	P00963		asnA		1.86025e+07	1.78203e+07	1.73792e+07	1.86687e+07	1.76548e+07	1.75383e+07
P00968	P00968		carB		3.61539e+06	3.57241e+06	3.48703e+06	3.64633e+06	3.64774e+06	3.47e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				5.9972e+06	5.75562e+06		5.83064e+06		
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2.66169e+06	2.74002e+06		2.52402e+06		
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				2.14447e+06	2.23972e+06		2.07759e+06		
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2.56815e+06	2.64711e+06		2.81877e+06		
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4.123e+06	4.25918e+06		4.2568e+06		
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				775075	794661		771334		
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				2.99232e+06	2.9479e+06		2.70839e+06		
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2.73206e+06	2.67969e+06		2.53445e+06		
P02358	P02358		rpsF		1.17569e+08	1.16442e+08	1.06911e+08	1.14236e+08	1.05073e+08	1.05125e+08
P02359	P02359		rpsG		1.55895e+08	1.56282e+08	1.5163e+08	1.52961e+08	1.49734e+08	1.50596e+08
P02413	P02413		rplO		1.45135e+08	1.44059e+08	1.44812e+08	1.41835e+08	1.42282e+08	1.43801e+08
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				3.74909e+06	3.787e+06		3.79216e+06		
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3.50806e+06	3.65769e+06	2.77645e+06	3.55947e+06	3.23778e+06	2.55164e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				2.87195e+06	2.92378e+06		2.87978e+06		
P02918	P02918		mrcA		1.24309e+06	1.25787e+06	1.40184e+06	1.31759e+06	1.26346e+06	1.39954e+06
P02919	P02919		mrcB		1.86594e+06	1.55447e+06	1.73235e+06	1.63112e+06	1.60705e+06	1.57826e+06
P02925	P02925		rbsB		9.23802e+06	9.20232e+06	9.15902e+06	9.41322e+06	9.27266e+06	8.97106e+06
P02930	P02930		tolC		2.48758e+07	2.46221e+07	2.43752e+07	2.39147e+07	2.50158e+07	2.35303e+07
P02931	P02931		ompF		3.75551e+07	3.68867e+07	3.84169e+07	3.83533e+07	3.95184e+07	3.79269e+07
P02942	P02942		tsr		1.07482e+07	1.06651e+07	1.03633e+07	1.04411e+07	1.0495e+07	1.07151e+07
P02943	P02943		lamB		1.45608e+06	1.47211e+06	1.41636e+06	1.54579e+06	1.4218e+06	1.51865e+06
P03004	P03004		dnaA		1.86178e+06	1.72788e+06	1.82447e+06	1.90655e+06	1.84677e+06	1.92597e+06
P03007	P03007		dnaQ		617778	910745	852761	573728	726101	898633
P03018	P03018		uvrD		1.7606e+06	1.69089e+06	1.83047e+06	1.73386e+06	1.82082e+06	1.7979e+06
P03817	P03817		mioC		7.43067e+06	7.21101e+06	7.61685e+06	7.10052e+06	7.04223e+06	7.59434e+06
P03841	P03841		malM		9.66827e+06	9.61909e+06	9.80335e+06	9.62442e+06	9.81951e+06	1.00006e+07
P04036	P04036		dapB		5.63343e+06	5.52051e+06	5.20841e+06	5.41716e+06	5.19105e+06	5.32583e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				449696	518593		560674		
P04079	P04079		guaA		2.05795e+07	2.0179e+07	2.01166e+07	2.04886e+07	2.01691e+07	2.03753e+07
P04335	P04335		frsA		4.38122e+06	4.44123e+06	4.49226e+06	4.28237e+06	4.37595e+06	4.5956e+06
P04425	P04425		gshB		7.60254e+06	7.67847e+06	7.74825e+06	7.6737e+06	7.8885e+06	7.62765e+06
P04693	P04693		tyrB		3.85133e+06	4.02715e+06	3.81179e+06	3.58344e+06	3.97722e+06	3.63366e+06
P04805	P04805		gltX		2.15925e+07	2.16294e+07	2.06401e+07	2.12138e+07	2.07372e+07	2.10816e+07
P04825	P04825		pepN		1.66815e+07	1.68743e+07	1.61979e+07	1.67335e+07	1.63933e+07	1.67597e+07
P04846	P04846		nlpA		3.33939e+06	3.48392e+06	3.134e+06	3.27728e+06	3.34729e+06	3.2842e+06
P04949	P04949		fliC		3.78124e+07	3.85371e+07	3.64053e+07	3.72926e+07	3.86409e+07	3.63634e+07
P04951	P04951		kdsB		4.25592e+06	4.09898e+06	3.95449e+06	4.15284e+06	3.95441e+06	4.12126e+06
P04982	P04982		rbsD		1.0766e+06	1.0896e+06	1.06214e+06	1.11724e+06	1.13826e+06	1.14414e+06
P04995	P04995		sbcB		1.24125e+07	1.25473e+07	1.26236e+07	1.29434e+07	1.30155e+07	1.30993e+07
P05020	P05020		pyrC		6.08722e+06	6.22258e+06	5.91776e+06	6.31866e+06	5.81311e+06	6.10013e+06
P05041	P05041		pabB		1.72511e+06	1.81106e+06	1.68416e+06	1.65516e+06	1.66479e+06	1.59155e+06
P05055	P05055		pnp		4.39977e+07	4.39548e+07	4.19675e+07	4.28203e+07	4.20693e+07	4.18391e+07
P05100	P05100		tag		2.12601e+06	1.86319e+06	1.61586e+06	2.2433e+06	1.65685e+06	1.77118e+06
P05194	P05194		aroD		976770	992431	856680	1.04374e+06	990531	1.01954e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				1.84253e+06	1.67269e+06		1.72626e+06		
P05458	P05458		ptrA		945604	986091	932428	974474	898584	904475
P05459	P05459		pdxB		6.08739e+06	5.95618e+06	5.78483e+06	6.04672e+06	5.76271e+06	5.7802e+06
P05637	P05637		apaH		1.66297e+06	1.61439e+06	1.51733e+06	1.4869e+06	1.35802e+06	1.44771e+06
P05719	P05719		hsdS		896059	882711	1.05204e+06	862702	815037	917013
P05791	P05791		ilvD		3.2133e+06	3.26004e+06	3.13801e+06	3.09408e+06	2.97186e+06	3.01862e+06
P05793	P05793		ilvC		5.02151e+06	4.99889e+06	4.93595e+06	4.88764e+06	5.09613e+06	5.03978e+06
P05825	P05825		fepA		2.23453e+06	2.23453e+06	2.08872e+06	2.17818e+06	2.1019e+06	2.19791e+06
P05852	P05852		gcp		2.65991e+06	2.6818e+06	2.61561e+06	2.60072e+06	2.52877e+06	2.50779e+06
P06129	P06129		btuB		1.27679e+07	1.26979e+07	1.31588e+07	1.25473e+07	1.34411e+07	1.33808e+07
P06149	P06149		dld		6.74089e+06	6.76718e+06	6.74075e+06	6.58451e+06	6.55461e+06	6.28885e+06
P06282	P06282		cdh		2.61401e+06	2.44194e+06	2.57189e+06	2.54736e+06	2.24322e+06	2.62195e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.18762e+06	1.22274e+06		1.1844e+06	1.11109e+06	
P06610	P06610		btuE		6.48407e+06	6.52201e+06	6.57762e+06	6.68731e+06	6.6523e+06	6.71559e+06
P06612	P06612		topA		5.60895e+06	5.61813e+06	5.86805e+06	5.60563e+06	5.6883e+06	5.66412e+06
P06616	P06616		era		3.6949e+06	3.72641e+06	3.77369e+06	3.70454e+06	3.85944e+06	3.74495e+06
P06709	P06709		birA		959140	948694	926531	1.08254e+06	1.03627e+06	1.12428e+06
P06710	P06710		dnaX		1.33566e+06	1.39747e+06	1.39529e+06	1.28066e+06	1.36576e+06	1.618e+06
P06715	P06715		gor		4.52073e+06	4.4594e+06	4.56345e+06	4.48355e+06	4.59578e+06	4.60928e+06
P06722	P06722		mutH		606925	644816	556383	599066	568002	592150
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1.7573e+06	1.76502e+06		1.68904e+06		
P06846	P06846		ebgR		1.21394e+06	1.10527e+06	1.41034e+06	1.24189e+06	1.25516e+06	1.38019e+06
P06959	P06959		aceF		5.84409e+07	5.87305e+07	5.8142e+07	5.69738e+07	5.82367e+07	5.63284e+07
P06961	P06961		cca		838278	819073	1.04785e+06	894493	1.10268e+06	1.10637e+06
P06966	P06966		dicA		3.23824e+06	3.20296e+06	3.83179e+06	3.3468e+06	3.69573e+06	3.69854e+06
P06968	P06968		dut		1.05522e+07	1.08113e+07	1.11604e+07	1.06259e+07	1.13618e+07	1.07466e+07
P06971	P06971		fhuA		1.45482e+07	1.41215e+07	1.40593e+07	1.44542e+07	1.37431e+07	1.40103e+07
P06974	P06974		fliM		1.80286e+06	1.78195e+06	1.83217e+06	1.86097e+06	1.85364e+06	1.80632e+06
P06983	P06983		hemC		1.12082e+07	1.12472e+07	1.10662e+07	1.12015e+07	1.15069e+07	1.13942e+07
P06986	P06986		hisC		3.05691e+06	3.15811e+06	3.16349e+06	3.16129e+06	2.89381e+06	3.00795e+06
P06987	P06987		hisB		1.19911e+06	1.11047e+06	1.16601e+06	1.16203e+06	1.18233e+06	1.16223e+06
P06988	P06988		hisD		1.80652e+06	1.97772e+06	1.9175e+06	1.54768e+06	1.963e+06	1.99842e+06
P06992	P06992		rsmA		2.00902e+06	2.14475e+06	2.17663e+06	2.05158e+06	2.17852e+06	2.15507e+06
P06996	P06996		ompC		2.11216e+08	2.12701e+08	2.1075e+08	2.03714e+08	2.08551e+08	2.02854e+08
P06999	P06999		pfkB		2.84282e+06	2.91129e+06	2.36776e+06	2.42424e+06	2.34247e+06	2.4504e+06
P07000	P07000		pldB		612646	576276	497502	546460	560545	536198
P07001	P07001		pntA		4.09817e+06	4.35531e+06	4.21147e+06	4.19048e+06	3.95285e+06	3.8692e+06
P07003	P07003		poxB		2.30825e+06	2.29553e+06	2.20026e+06	2.40359e+06	2.21899e+06	2.19035e+06
P07004	P07004		proA		5.07045e+06	5.0621e+06	5.2106e+06	5.15068e+06	5.26123e+06	5.11537e+06
P07012	P07012		prfB		9.41519e+06	9.26537e+06	9.42354e+06	9.2302e+06	1.00958e+07	9.74014e+06
P07014	P07014		sdhB		1.74523e+06	1.82647e+06	1.91254e+06	1.74196e+06	1.86057e+06	1.72508e+06
P07017	P07017		tar		3.61724e+06	3.5295e+06	3.5285e+06	3.60747e+06	3.47621e+06	3.37981e+06
P07021	P07021		yfiB		948408	1.01998e+06	872217	907941	812560	860357
P07023	P07023		tyrA		2.62166e+06	2.42556e+06	2.52507e+06	2.39292e+06	2.62283e+06	2.53491e+06
P07024	P07024		ushA		4.78201e+06	4.61131e+06	4.87149e+06	4.52583e+06	4.8426e+06	4.75233e+06
P07026	P07026		sdiA		1.71316e+06	1.75441e+06	1.79435e+06	1.75666e+06	1.72001e+06	1.6865e+06
P07118	P07118		valS		2.42245e+07	2.42551e+07	2.34561e+07	2.39598e+07	2.38637e+07	2.36931e+07
P07330	P07330		cheB		1.12812e+06	906873	1.08493e+06	1.04785e+06	1.16822e+06	1.22159e+06
P07363	P07363		cheA		1.54619e+06	1.64075e+06	1.6982e+06	1.52887e+06	1.73726e+06	1.72282e+06
P07395	P07395		pheT		1.5659e+07	1.54457e+07	1.53139e+07	1.51202e+07	1.53453e+07	1.53236e+07
P07604	P07604		tyrR		2.41584e+06	2.36626e+06	2.54729e+06	2.49491e+06	2.38518e+06	2.48697e+06
P07639	P07639		aroB		3.19684e+06	3.08255e+06	3.21467e+06	3.05531e+06	3.16548e+06	3.12046e+06
P07649	P07649		truA		2.06501e+06	2.10111e+06	2.17131e+06	1.99308e+06	2.19781e+06	2.12671e+06
P07650	P07650		deoA		6.07787e+06	6.33301e+06	6.06378e+06	6.01237e+06	6.09348e+06	5.96454e+06
P07658	P07658		fdhF		870029	884501	884555	891472	902958	827733
P07762	P07762		glgB		3.5782e+06	3.69858e+06	3.47483e+06	3.72642e+06	3.49147e+06	3.60782e+06
P07813	P07813		leuS		1.49395e+07	1.4985e+07	1.47201e+07	1.49852e+07	1.46422e+07	1.47864e+07
P07862	P07862		ddlB		3.55151e+06	3.57076e+06	3.62949e+06	3.57095e+06	3.65551e+06	3.75395e+06
P07913	P07913		tdh		4.28495e+06	4.31774e+06	4.21936e+06	4.38896e+06	4.3038e+06	4.10536e+06
P08178	P08178		purM		1.66394e+06	1.7093e+06	1.65939e+06	1.87904e+06	1.71432e+06	1.56344e+06
P08179	P08179		purN		5.09536e+06	4.8079e+06	4.77592e+06	5.06613e+06	4.57166e+06	4.43567e+06
P08190	P08190		fimG		607215	648007	716015	629990	742101	806822
P08191	P08191		fimH		2.84149e+06	2.61214e+06	3.11924e+06	2.72735e+06	2.9398e+06	2.82522e+06
P08192	P08192		folC		3.21947e+06	3.28594e+06	3.27255e+06	3.21118e+06	3.26759e+06	3.24895e+06
P08200	P08200		icd		2.41463e+07	2.32718e+07	2.31924e+07	2.34064e+07	2.32547e+07	2.3402e+07
P08201	P08201		nirB		5.15375e+06	5.0888e+06	5.39999e+06	5.18907e+06	5.34592e+06	5.34705e+06
P08244	P08244		pyrF		9.9089e+06	9.75044e+06	1.00675e+07	1.01292e+07	9.57848e+06	9.70378e+06
P08245	P08245		yciH		846397	828476	798378	786337	815961	840563
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				1.01379e+06	989386		968107		
P08312	P08312		pheS		1.39663e+07	1.38109e+07	1.36488e+07	1.38303e+07	1.36187e+07	1.35483e+07
P08331	P08331		cpdB		3.32847e+06	3.29893e+06	3.32309e+06	3.34096e+06	3.27446e+06	3.19743e+06
P08337	P08337		mutT		1.44844e+06	1.44615e+06	1.52506e+06	1.46214e+06	1.46017e+06	1.47784e+06
P08373	P08373		murB		1.65216e+06	1.61279e+06	1.73683e+06	1.67175e+06	1.66302e+06	1.74432e+06
P08390	P08390		usg		5.41103e+06	5.47508e+06	5.29113e+06	5.39562e+06	5.22803e+06	5.14858e+06
P08395	P08395		sppA		3.26715e+06	2.97475e+06	3.02795e+06	3.19986e+06	3.21925e+06	3.05412e+06
P08506	P08506		dacC		5.901e+06	5.72324e+06	5.98813e+06	5.80663e+06	5.88352e+06	5.92731e+06
P08622	P08622		dnaJ		5.89332e+06	5.72947e+06	6.10339e+06	5.67581e+06	6.19986e+06	6.08989e+06
P08660	P08660		lysC		2.44755e+06	2.43367e+06	2.38232e+06	2.46581e+06	2.32113e+06	2.42223e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				3.213e+06	3.1653e+06		3.07295e+06		
P08839	P08839		ptsI		4.44083e+07	4.4649e+07	4.38605e+07	4.36212e+07	4.41768e+07	4.41204e+07
P08956	P08956		hsdR		1.6054e+06	1.63398e+06	1.64028e+06	1.56884e+06	1.61069e+06	1.51469e+06
P08957	P08957		hsdM		1.1446e+07	1.14467e+07	1.14783e+07	1.1298e+07	1.14267e+07	1.15666e+07
P09029	P09029		purK		1.03901e+06	1.08718e+06	1.08631e+06	1.11994e+06	1.0862e+06	1.04474e+06
P09030	P09030		xthA		3.28705e+06	3.35212e+06	3.59607e+06	3.34967e+06	3.56319e+06	3.46529e+06
P09126	P09126		hemD		1.45292e+06	1.35653e+06	1.35204e+06	1.41218e+06	1.4028e+06	1.41888e+06
P09127	P09127		hemX		8.94807e+06	8.9366e+06	8.9033e+06	9.01032e+06	8.87235e+06	8.99328e+06
P09147	P09147		galE		9.14642e+06	9.22814e+06	9.40862e+06	9.29048e+06	9.51926e+06	9.43485e+06
P09148	P09148		galT		1.46877e+06	1.46539e+06	1.54464e+06	1.49389e+06	1.44665e+06	1.49486e+06
P09152	P09152		narG		5.15924e+06	5.12e+06	5.03344e+06	5.22069e+06	5.10494e+06	5.14236e+06
P09155	P09155		rnd		2.33862e+06	2.30604e+06	2.35813e+06	2.39473e+06	2.28511e+06	2.29238e+06
P09158	P09158		speE		6.95962e+06	6.93103e+06	6.98875e+06	7.19988e+06	7.08281e+06	6.71903e+06
P09169	P09169		ompT		5.63491e+06	5.4073e+06	5.41687e+06	5.36968e+06	5.70031e+06	5.64199e+06
P09323	P09323		nagE		647850	553464	624640	692587	714906	764160
P09372	P09372		grpE		4.36466e+07	4.77012e+07	4.63336e+07	4.58026e+07	4.64805e+07	4.19414e+07
P09373	P09373		pflB		2.73214e+08	2.75188e+08	2.52408e+08	2.67997e+08	2.51257e+08	2.45788e+08
P09394	P09394		glpQ		5.26844e+06	5.31828e+06	5.38887e+06	5.11482e+06	5.41726e+06	5.37642e+06
P09424	P09424		mtlD		2.28858e+06	2.2334e+06	2.11014e+06	2.15631e+06	2.15407e+06	2.16016e+06
P09546	P09546		putA		1.66603e+06	1.67398e+06	1.83709e+06	1.76882e+06	1.9019e+06	1.89842e+06
P09549	P09549		dedD		1.28698e+06	1.31336e+06	1.12208e+06	1.28736e+06	1.16541e+06	1.20754e+06
P09831	P09831		gltB		3.44066e+06	3.42198e+06	3.53515e+06	3.39207e+06	3.49246e+06	3.52581e+06
P09832	P09832		gltD		2.88119e+06	2.91487e+06	2.95061e+06	2.86546e+06	2.99785e+06	2.91213e+06
P0A698	P0A698		uvrA		2.23861e+06	2.32472e+06	2.21676e+06	2.29154e+06	2.23311e+06	2.20557e+06
P0A6A0	P0A6A0		ubiB		1.72936e+06	1.51818e+06	1.9327e+06	1.77742e+06	1.60617e+06	1.69513e+06
P0A6A3	P0A6A3		ackA		1.25776e+08	1.26351e+08	1.22812e+08	1.2589e+08	1.26524e+08	1.21809e+08
P0A6A8	P0A6A8		acpP		1.77064e+08	1.75023e+08	1.82675e+08	1.72223e+08	1.78627e+08	1.78953e+08
P0A6B4	P0A6B4		alr		2.95865e+06	2.97434e+06	3.13471e+06	3.15319e+06	3.11227e+06	3.14205e+06
P0A6B7	P0A6B7		iscS		1.76884e+07	1.74651e+07	1.67734e+07	1.75781e+07	1.69774e+07	1.68338e+07
P0A6C1	P0A6C1		nfo		2.34675e+06	2.15067e+06	2.22002e+06	2.09226e+06	2.25127e+06	2.15058e+06
P0A6D0	P0A6D0		argR		1.58079e+06	1.49004e+06	1.78362e+06	1.56475e+06	1.72837e+06	1.62418e+06
P0A6D3	P0A6D3		aroA		5.84434e+06	5.95083e+06	5.80446e+06	6.07373e+06	5.29792e+06	5.74224e+06
P0A6D7	P0A6D7		aroK		1.2548e+07	1.23599e+07	1.2109e+07	1.25289e+07	1.16355e+07	1.20116e+07
P0A6E4	P0A6E4		argG		510187	574508	607627	559043	608934	627061
P0A6E6	P0A6E6		atpC		6.95251e+06	6.88253e+06	6.74278e+06	6.83119e+06	6.9006e+06	6.59735e+06
P0A6E9	P0A6E9		bioD2		6.37504e+06	6.41636e+06	5.94275e+06	6.19383e+06	5.97491e+06	5.2432e+06
P0A6F1	P0A6F1		carA		4.78278e+06	4.78474e+06	4.78365e+06	4.71783e+06	4.6163e+06	4.4392e+06
P0A6F3	P0A6F3		glpK		4.84513e+06	4.83949e+06	4.97491e+06	4.82822e+06	4.8764e+06	4.91371e+06
P0A6F5	P0A6F5		groL		1.11959e+08	1.10739e+08	1.06382e+08	1.11953e+08	1.06278e+08	1.05102e+08
