Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	3	3	2.61681e+07	3.25352e+07	2.65692e+07	3.12769e+07	2.7272e+07	3.40906e+07
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	5	5	1.00211e+07	8.44369e+06	9.554e+06	8.54016e+06	1.04244e+07	8.78974e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	6	6	8.12183e+06	9.73889e+06	8.66635e+06	1.02493e+07	7.95502e+06	1.02987e+07
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3	1.08935e+07	1.04101e+07	1.16707e+07	1.10078e+07	1.0896e+07	9.92009e+06
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	15	15	2.84963e+07	2.72949e+07	2.80659e+07	2.70355e+07	2.77529e+07	2.74687e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	5	5	2.31107e+06	2.67808e+06	2.46789e+06	2.36418e+06	2.83961e+06	2.25861e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	5	5	1.07808e+07	9.81862e+06	1.07689e+07	1.0743e+07	1.03897e+07	1.03349e+07
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	12	12	4.87258e+07	5.15408e+07	4.99913e+07	5.1371e+07	4.84375e+07	4.9666e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	6	6	1.03412e+07	9.89874e+06	1.05776e+07	1.00933e+07	1.05803e+07	9.79757e+06
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	19	19	1.10546e+08	1.0895e+08	1.09251e+08	1.09996e+08	1.10859e+08	1.08142e+08
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	7.64928e+07	7.3361e+07	7.60459e+07	7.73419e+07	7.77644e+07	7.78319e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	4	4	1.31983e+07	1.15619e+07	1.2966e+07	1.12387e+07	1.36334e+07	1.21352e+07
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	4	4	2.0315e+08	2.23291e+08	1.99915e+08	2.1739e+08	1.91334e+08	2.25941e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	1.82878e+06	1.65577e+06	1.79758e+06	1.86468e+06	2.3106e+06	1.42522e+06
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	6	6	1.82417e+07	1.66836e+07	1.77121e+07	1.70378e+07	1.79902e+07	1.70788e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1	2.05612e+06	1.65698e+06	2.12139e+06	1.5808e+06	1.83801e+06	1.84175e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	3.84632e+08	3.19472e+08	3.76969e+08	3.22095e+08	3.83623e+08	3.16955e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	4.45381e+07	4.57099e+07	4.58077e+07	4.91212e+07	4.07166e+07	4.31319e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	7	7	2.06549e+07	2.08734e+07	2.02932e+07	2.06298e+07	2.12384e+07	1.96567e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2	269355		289654		322389	245231
P0C066	MLTC_ECOLI	mltC	Membrane-bound lytic murein transglycosylase C	2	2			1.11705e+06	1.13122e+06		
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	5	5	1.7035e+07	1.86823e+07	1.73411e+07	1.89921e+07	1.70966e+07	1.73286e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	9	9	4.63204e+06	4.64989e+06	4.45501e+06	4.6623e+06	4.17022e+06	4.45355e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.23632e+07	2.13232e+07	2.20197e+07	2.12974e+07	2.13618e+07	2.21825e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	8	8	8.96006e+06	8.61358e+06	8.35231e+06	8.35351e+06	8.3492e+06	8.32118e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	1.95101e+07	2.34702e+07	2.19622e+07	2.14253e+07	2.26173e+07	2.30834e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	4	4	2.32757e+07	2.09772e+07	2.2589e+07	2.2851e+07	2.32826e+07	2.21356e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	7	7	4.29748e+07	4.4551e+07	4.39884e+07	4.37323e+07	4.38641e+07	4.29859e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	2	2	4.07373e+06	3.12647e+06	4.17218e+06	3.7154e+06	3.25943e+06	3.23421e+06
P0C0U4	RIMK_ECOLI	rimK	Ribosomal protein S6 modification protein	1	1			136822		144019	
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	16	16	8.62762e+07	7.41289e+07	7.9091e+07	7.34605e+07	7.85777e+07	7.59647e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1	508105	659745	587126	393601	499434	489549
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	8	8	1.12942e+07	1.08976e+07	1.21926e+07	9.54581e+06	1.31904e+07	1.06048e+07
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	30	0	7.26726e+09	7.11186e+09	6.79722e+09	7.1047e+09	6.81122e+09	6.71158e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	2.51833e+07	2.28618e+07	2.46095e+07	2.29963e+07	2.43393e+07	2.17891e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	29	29	1.8081e+07	1.85312e+07	1.88417e+07	1.84219e+07	1.83031e+07	1.78864e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.73288e+07	2.65249e+07	2.74862e+07	2.47427e+07	2.811e+07	2.28595e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	23	23	4.40614e+07	4.34831e+07	4.42819e+07	4.31865e+07	4.3185e+07	4.31631e+07
P10145ups|IL8_HUMAN_UPS	Interleukin-8,	Interleukin-8,		1	1		1.28677e+06		1.27033e+06		1.03618e+06
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	3.65525e+07	3.28231e+07	3.57646e+07	3.397e+07	3.72017e+07	3.69925e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	4	4	9.16266e+06	9.42281e+06	8.47492e+06	9.23024e+06	8.97223e+06	8.9045e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	5	5	1.92938e+06	1.95722e+06	1.75713e+06	1.83486e+06	1.85582e+06	2.1056e+06
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	14	14	9.49185e+07	9.47255e+07	9.46689e+07	9.17532e+07	9.64766e+07	9.26244e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	38	38	4.83032e+07	4.721e+07	4.93399e+07	4.87627e+07	4.76469e+07	4.95105e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	4	4	3.86635e+06	3.6614e+06	4.04551e+06	3.25246e+06	3.96113e+06	3.60747e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	1.94037e+06	2.2046e+06	1.87674e+06	1.90732e+06	1.97905e+06	1.95261e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	7	7	1.28873e+06	1.43602e+06	1.43732e+06	1.35005e+06	1.2669e+06	1.28873e+06
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		5	5		8.041e+06		7.24699e+06		7.57513e+06
P10903	NARK_ECOLI	narK	Nitrite extrusion protein 1	1	1	8.026e+06	7.99862e+06	8.21294e+06	7.45427e+06	7.07985e+06	7.56895e+06
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	3	3	2.48437e+06	2.12144e+06	2.60576e+06	1.99417e+06	2.35058e+06	2.07641e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	13	10	1.71053e+07	1.67936e+07	1.66689e+07	1.72577e+07	1.65535e+07	1.57351e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	8	8	8.03477e+06	8.46886e+06	7.84535e+06	8.36257e+06	7.53964e+06	7.56172e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	3	3			2.05324e+06	1.97761e+06	2.18421e+06	
P11557	DAMX_ECOLI	damX	Protein DamX	10	10	2.91968e+07	2.95515e+07	2.92321e+07	2.92723e+07	3.01487e+07	3.02345e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	30	30	5.95266e+07	6.02922e+07	5.84438e+07	6.05243e+07	5.80338e+07	5.97686e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.69849e+07	2.59945e+07	2.31614e+07	2.52543e+07	2.58358e+07	2.26184e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	1	1	1.15418e+06	1.58472e+06	1.33342e+06	1.49204e+06	1.18449e+06	1.24083e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.34799e+07	1.39032e+07	1.39553e+07	1.33664e+07	1.37945e+07	1.40532e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		15	15		1.64303e+07		1.56724e+07		1.55603e+07
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	8	8	3.22208e+07	3.18712e+07	3.24833e+07	2.98858e+07	3.16918e+07	3.14097e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2	5.59979e+06	4.91507e+06	5.36504e+06	5.96453e+06	5.7716e+06	6.15205e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.0538e+07	1.28897e+07	1.04368e+07	1.35235e+07	1.05985e+07	1.35548e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.55378e+08	2.54898e+08	2.50534e+08	2.51479e+08	2.46775e+08	2.5082e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	2.14979e+06	1.57546e+06	2.2302e+06	2.04507e+06	2.24856e+06	2.0891e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	3	3	2.37073e+06	2.36406e+06	2.83572e+06	2.49821e+06	2.47833e+06	2.43309e+06
P13009	METH_ECOLI	metH	Methionine synthase	24	24	1.09959e+07	1.18764e+07	1.10512e+07	1.12633e+07	1.09617e+07	1.10806e+07
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	7.86694e+06	7.4374e+06	8.85738e+06	7.73581e+06	8.53958e+06	8.01228e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	9	9	2.01063e+07	1.84029e+07	1.99513e+07	1.86416e+07	1.89962e+07	1.86675e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	41	41	1.9395e+08	1.91863e+08	1.9532e+08	1.88466e+08	1.97821e+08	1.89492e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	6	6	2.53301e+06	2.28769e+06	2.73558e+06	2.37523e+06	2.85348e+06	1.99155e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	19	19	1.95814e+07	1.85826e+07	1.97687e+07	1.88107e+07	1.98209e+07	1.85085e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	14	14	2.56249e+07	2.64097e+07	2.30513e+07	2.65931e+07	2.5496e+07	2.75858e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	1	1	2.7431e+06		2.58903e+06		2.42457e+06	
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	1	1	721454	810857	887793	896211	836045	633680
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.99212e+07	1.98327e+07	1.94298e+07	1.90262e+07	1.86384e+07	1.79325e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	9	9	1.17941e+07	1.2217e+07	1.20737e+07	1.27032e+07	1.11676e+07	1.15679e+07
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	6	6	1.1424e+07	1.00538e+07	1.20434e+07	1.18792e+07	1.17235e+07	1.17768e+07
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	3	3	1.09973e+06	1.30542e+06	841615	1.01855e+06	960447	782459
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	24	16	1.21405e+08	1.22317e+08	1.22732e+08	1.19384e+08	1.24096e+08	1.19139e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	8	8	2.23175e+07	2.21555e+07	2.25273e+07	2.17754e+07	2.07588e+07	2.14341e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	3	3	1.59173e+06	1.52605e+06	1.80344e+06	1.50748e+06	1.66997e+06	1.34906e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	13	13	6.19126e+07	5.84439e+07	6.09998e+07	5.4266e+07	5.93903e+07	5.67362e+07
P15038	HELD_ECOLI	helD	Helicase IV	3	3	4.29446e+06	4.55607e+06	4.98019e+06	3.66027e+06	3.54578e+06	3.50921e+06
P15042	DNLJ_ECOLI	ligA	DNA ligase	20	20	2.37581e+07	2.48753e+07	2.44605e+07	2.48955e+07	2.43186e+07	2.5139e+07
P15043	RECQ_ECOLI	recQ	ATP-dependent DNA helicase RecQ	2	2	278336	223186	222135	286790		272536
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	4	4	3.07113e+06	3.18936e+06	2.63184e+06	3.26678e+06	3.02899e+06	2.60978e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	5	5	2.86494e+06	3.04171e+06	2.95368e+06	3.07367e+06	2.71958e+06	2.86033e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1	2.04974e+07	1.97815e+07	2.12968e+07	2.24946e+07	2.01486e+07	2.19123e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	2	2	1.52601e+06	1.57517e+06	1.68165e+06	1.45602e+06	1.88613e+06	1.49288e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	18	18	1.49659e+07	1.54838e+07	1.50986e+07	1.53379e+07	1.49684e+07	1.52438e+07
P15286	FLK_ECOLI	flk	Flagellar regulator flk	2	2	951853	980665	860163	969440		1.10266e+06
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	20	20	1.47298e+08	1.46503e+08	1.4786e+08	1.43646e+08	1.45975e+08	1.45789e+08
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		5	5		6.5433e+06		6.9594e+06		6.60887e+06
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	12	12	3.61186e+07	3.90191e+07	3.7218e+07	3.84794e+07	3.58453e+07	3.79841e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	7	7	1.92902e+07	1.90882e+07	1.95377e+07	1.98964e+07	1.97245e+07	1.90206e+07
P15723	DGTP_ECOLI	dgt	Deoxyguanosinetriphosphate triphosphohydrolase	2	2		6.03668e+06	5.58202e+06			5.38203e+06
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	1.19973e+07	1.1411e+07	1.23445e+07	1.2053e+07	1.30567e+07	1.2078e+07
P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	3	3		1.1381e+06	1.17567e+06	660359	1.18833e+06	
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	6	6	9.15516e+06	9.53407e+06	9.42271e+06	9.17676e+06	9.56891e+06	9.14448e+06
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		3	3		4.6351e+06		4.62525e+06		5.02725e+06
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	9	9	3.24799e+07	3.20825e+07	3.28024e+07	3.03835e+07	3.34686e+07	2.78224e+07
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12	7.65242e+06	6.89768e+06	8.02644e+06	6.96731e+06	7.61672e+06	6.48806e+06
P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	15	14	3.69957e+07	3.8777e+07	3.71448e+07	3.9149e+07	3.9027e+07	3.94783e+07
P16432	HYCF_ECOLI	hycF	Formate hydrogenlyase subunit 6	3	3	1.28271e+06	1.28867e+06	1.19882e+06	1.24074e+06		
P16433	HYCG_ECOLI	hycG	Formate hydrogenlyase subunit 7	2	1	6.35131e+06	7.21979e+06	6.76948e+06	6.3011e+06	7.6558e+06	5.81814e+06
P16456	SELD_ECOLI	selD	Selenide, water dikinase	8	8	3.74679e+07	3.89979e+07	3.669e+07	3.81969e+07	3.58332e+07	3.79314e+07
P16525	TUS_ECOLI	tus	DNA replication terminus site-binding protein	2	2		667635		745740	588485	
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	5	5	8.06865e+06	7.7591e+06	8.00252e+06	7.73032e+06	8.31134e+06	6.94111e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28	9.03592e+07	9.16331e+07	8.81449e+07	9.13373e+07	9.04904e+07	9.01073e+07
P16676	CYSA_ECOLI	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	4	4	1.78736e+06	1.73876e+06	1.82269e+06	1.65448e+06	2.09228e+06	1.84975e+06
P16681	PHNB_ECOLI	phnB	Protein PhnB	1	1				1.08865e+06	903367	
P16694	YJDA_ECOLI	yjdA	Uncharacterized protein YjdA	2	2	684039	518640			628810	
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	21	21	3.49765e+07	3.38131e+07	3.54721e+07	3.36759e+07	3.37019e+07	3.41853e+07
P16703	CYSM_ECOLI	cysM	Cysteine synthase B	6	6	1.20359e+07	1.08686e+07	1.09655e+07	1.18406e+07	1.16008e+07	1.08762e+07
P16926	MREC_ECOLI	mreC	Cell shape-determining protein MreC	6	6	4.51856e+06	5.23338e+06	3.58145e+06	3.90856e+06	4.22705e+06	4.44968e+06
P17109	MEND_ECOLI	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	7	7	6.23722e+06	6.18412e+06	6.40087e+06	5.41628e+06	6.08447e+06	4.85615e+06
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	5	5	9.27529e+06	8.79309e+06	9.55371e+06	8.46092e+06	9.74309e+06	8.86197e+06
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	2	2	1.66155e+07	1.99117e+07	1.85243e+07	1.96932e+07	1.77223e+07	1.91115e+07
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	35	35	2.46417e+08	2.43834e+08	2.4463e+08	2.41981e+08	2.44918e+08	2.42603e+08
P17315	CIRA_ECOLI	cirA	Colicin I receptor	12	12	7.9858e+06	8.01817e+06	7.48308e+06	8.20843e+06	7.25163e+06	7.67908e+06
P17443	MURG_ECOLI	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	11	11	7.53946e+06	8.60088e+06	8.46752e+06	8.27389e+06	8.00046e+06	8.28839e+06
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	7	7	2.48655e+06	2.04713e+06	2.42045e+06	2.19325e+06	2.38544e+06	2.40362e+06
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	30	30	2.65716e+07	2.61526e+07	2.59727e+07	2.66248e+07	2.64164e+07	2.67136e+07
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	13	13	2.63247e+07	2.86304e+07	2.78277e+07	2.6963e+07	2.55831e+07	2.64324e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	7	7	1.35594e+07	1.43204e+07	1.5016e+07	1.35908e+07	1.48878e+07	1.48591e+07
P17993	UBIG_ECOLI	ubiG	3-demethylubiquinone-9 3-methyltransferase	7	7	1.87284e+07	1.96956e+07	1.937e+07	1.89522e+07	1.92943e+07	1.80354e+07
P18133	PNCB_ECOLI	pncB	Nicotinate phosphoribosyltransferase	10	10	5.47827e+06	5.43564e+06	5.68038e+06	5.38997e+06	5.27231e+06	5.73787e+06
P18196	MINC_ECOLI	minC	Septum site-determining protein MinC	7	7	1.04858e+07	1.04891e+07	1.03452e+07	1.0156e+07	9.73922e+06	9.33038e+06
P18390	YJJA_ECOLI	yjjA	Uncharacterized protein YjjA	4	4	1.44296e+07	1.37629e+07	1.36339e+07	1.30779e+07	1.40077e+07	1.32374e+07
P18392	RSTB_ECOLI	rstB	Sensor protein RstB	3	3	819866	892106	814385	1.04926e+06	797453	724389
P18393	YBDZ_ECOLI	ybdZ	Uncharacterized protein YbdZ	1	1	2.16254e+06	1.60082e+06		2.22383e+06	2.4193e+06	
P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	15	15	1.17099e+07	1.10549e+07	1.17119e+07	1.12431e+07	1.18234e+07	1.08968e+07
P18776	DMSB_ECOLI	dmsB	Anaerobic dimethyl sulfoxide reductase chain B	5	4	9.62002e+06	9.56586e+06	9.92193e+06	9.00474e+06	9.25296e+06	9.25014e+06
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	14	14	9.36548e+07	9.2557e+07	9.28194e+07	9.16401e+07	9.14832e+07	9.06131e+07
P19318	NARY_ECOLI	narY	Respiratory nitrate reductase 2 beta chain	1	1	1.60241e+06	1.81905e+06	1.43582e+06	2.04906e+06	1.71672e+06	1.63297e+06
P19624	PDXA_ECOLI	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	4	4	2.30184e+06	2.14175e+06	2.59054e+06	1.99255e+06	2.46409e+06	2.27621e+06
P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	6	6	1.58211e+07	1.49781e+07	1.60578e+07	1.44227e+07	1.59945e+07	1.47843e+07
P19930	HYAD_ECOLI	hyaD	Hydrogenase 1 maturation protease	2	2	5.62676e+06	4.68328e+06		6.62889e+06	4.76626e+06	6.17098e+06
P19931	HYAE_ECOLI	hyaE	Hydrogenase-1 operon protein HyaE	2	2	3.93996e+06	4.97671e+06	4.92853e+06	4.60266e+06	4.59627e+06	4.80902e+06
P19934	TOLA_ECOLI	tolA	Protein TolA	3	3	8.12202e+06	8.70119e+06	7.99073e+06	8.0664e+06	7.7087e+06	8.88266e+06
P20083	PARE_ECOLI	parE	DNA topoisomerase 4 subunit B	7	7	8.09432e+06	8.04096e+06	8.09116e+06	8.19197e+06	7.786e+06	8.17428e+06
P20099	BISC_ECOLI	bisC	Biotin sulfoxide reductase	4	4	1.11124e+06	1.61255e+06	1.32119e+06	1.55702e+06	946323	1.59851e+06
P20605	FIC_ECOLI	fic	Probable adenosine monophosphate-protein transferase fic	2	2	2.22627e+06	1.94347e+06	1.94893e+06	1.89621e+06	2.08816e+06	2.03058e+06
P20966	PTFBC_ECOLI	fruA	PTS system fructose-specific EIIBC component	10	10	7.53675e+07	7.39029e+07	7.68126e+07	7.24946e+07	7.38619e+07	7.33491e+07
P21156	CYSD_ECOLI	cysD	Sulfate adenylyltransferase subunit 2	5	5	1.18107e+07	1.17559e+07	1.16995e+07	1.31378e+07	1.19365e+07	1.23778e+07
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	16	16	1.21047e+08	1.12305e+08	1.17251e+08	1.13019e+08	1.15125e+08	1.13581e+08
P21169	DCOR_ECOLI	speC	Ornithine decarboxylase, constitutive	2	2	465888	532303		515112	471212	572210
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	17	17	3.6188e+07	3.75767e+07	3.61323e+07	3.76258e+07	3.54733e+07	3.6396e+07
P21179	CATE_ECOLI	katE	Catalase HPII	6	6	2.19062e+06	2.28104e+06	2.37061e+06	2.22235e+06	2.02979e+06	2.16126e+06
P21338	RNI_ECOLI	rna	Ribonuclease I	6	6	3.47925e+06	3.16928e+06	3.45679e+06	3.27906e+06	3.51724e+06	3.30959e+06
P21367	YCAC_ECOLI	ycaC	Uncharacterized protein YcaC	6	6	1.1512e+07	1.08582e+07	1.18732e+07	1.14816e+07	1.01165e+07	1.20007e+07
P21369	PNCA_ECOLI	pncA	Pyrazinamidase/nicotinamidase	1	1	5.3757e+06	7.15709e+06	5.21743e+06	7.01129e+06	5.53383e+06	6.82243e+06
P21420	NMPC_ECOLI	nmpC	Putative outer membrane porin protein NmpC	8	8	2.09803e+08	1.83755e+08	1.98276e+08	1.81862e+08	1.70686e+08	1.83978e+08
P21499	RNR_ECOLI	rnr	Ribonuclease R	31	31	2.08074e+07	2.14588e+07	2.03362e+07	2.06566e+07	2.11492e+07	2.07369e+07
P21507	SRMB_ECOLI	srmB	ATP-dependent RNA helicase SrmB	18	18	2.89047e+07	2.91893e+07	2.81536e+07	2.81745e+07	2.79993e+07	2.94475e+07
P21513	RNE_ECOLI	rne	Ribonuclease E	35	35	6.34054e+07	5.94909e+07	6.29171e+07	5.98826e+07	6.11894e+07	6.01292e+07
P21515	ACPH_ECOLI	acpH	Acyl carrier protein phosphodiesterase	2	2	9.07105e+06	1.4451e+07	9.93521e+06		1.15501e+07	7.8661e+06
P21599	KPYK2_ECOLI	pykA	Pyruvate kinase II	23	23	1.24296e+08	1.23988e+08	1.22261e+08	1.19785e+08	1.22388e+08	1.23069e+08
P21645	LPXD_ECOLI	lpxD	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase	3	3	2.58871e+07	2.73832e+07	2.56911e+07	2.63282e+07	2.77895e+07	2.69986e+07
P21829	YBHA_ECOLI	ybhA	Pyridoxal phosphate phosphatase YbhA	5	5	1.32646e+07	1.2335e+07	1.36161e+07	1.27806e+07	1.38486e+07	1.29348e+07
P21866	KDPE_ECOLI	kdpE	KDP operon transcriptional regulatory protein KdpE	1	1		1.42306e+06			1.72303e+06	1.78208e+06
