Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
DECOY_sp|P39356|YJHU_ECOLI Uncharacterized transcriptional regulator YjhU OS=Escherichia coli (strain K12) GN=yjhU PE=3 SV=2	DECOY_sp|P39356|YJHU_ECOLI Uncharacterized transcriptional regulator YjhU OS=Escherichia coli (strain K12) GN=yjhU PE=3 SV=2				1.18517e+06	992030	1.09002e+06	1.11685e+06	1.08001e+06	1.0201e+06
DECOY_sp|P64564|YGGT_ECOLI Uncharacterized protein YggT OS=Escherichia coli (strain K12) GN=yggT PE=3 SV=1	DECOY_sp|P64564|YGGT_ECOLI Uncharacterized protein YggT OS=Escherichia coli (strain K12) GN=yggT PE=3 SV=1				693113		731656	585900		570962
DECOY_sp|P76344|ZINT_ECOLI Metal-binding protein ZinT OS=Escherichia coli (strain K12) GN=zinT PE=1 SV=1	DECOY_sp|P76344|ZINT_ECOLI Metal-binding protein ZinT OS=Escherichia coli (strain K12) GN=zinT PE=1 SV=1				7.45557e+06	7.14996e+06	7.1961e+06	6.94305e+06	7.6734e+06	6.92796e+06
DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1	DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1				1.26344e+06	1.51486e+06	1.40629e+06	1.57157e+06	1.18361e+06	1.15446e+06
DECOY_sp|P77672|LSRC_ECOLI Autoinducer 2 import system permease protein LsrC OS=Escherichia coli (strain K12) GN=lsrC PE=1 SV=1	DECOY_sp|P77672|LSRC_ECOLI Autoinducer 2 import system permease protein LsrC OS=Escherichia coli (strain K12) GN=lsrC PE=1 SV=1						565092			
DECOY_sp|Q47156|YAFN_ECOLI Antitoxin YafN OS=Escherichia coli (strain K12) GN=yafN PE=1 SV=1	DECOY_sp|Q47156|YAFN_ECOLI Antitoxin YafN OS=Escherichia coli (strain K12) GN=yafN PE=1 SV=1				773566	725081	750727	743004		782167
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)					1.31978e+06	1.45842e+06	1.24824e+06	1.25848e+06	1.21136e+06
P00350	P00350		gnd		8.77904e+07	8.7575e+07	8.71853e+07	8.60711e+07	8.84198e+07	8.76952e+07
P00363	P00363		frdA		4.30514e+07	4.59844e+07	4.62783e+07	4.56458e+07	4.48315e+07	4.35248e+07
P00370	P00370		gdhA		2.0558e+06	2.00674e+06	2.08465e+06	2.06068e+06	2.11332e+06	2.1836e+06
P00393	P00393		ndh		5.41161e+06	5.12313e+06	5.12098e+06	5.11771e+06	5.33654e+06	5.26119e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				744645	1.21074e+06	1.24458e+06	1.35455e+06	691007	
P00448	P00448		sodA		3.37341e+06	3.31742e+06	3.1336e+06	3.16753e+06	3.46097e+06	3.41641e+06
P00452	P00452		nrdA		9.47825e+06	9.49249e+06	9.36806e+06	9.55888e+06	9.47026e+06	9.45716e+06
P00490	P00490		malP		5.67748e+06	5.70025e+06	5.55018e+06	5.54832e+06	5.49999e+06	5.55403e+06
P00509	P00509		aspC		1.77788e+07	1.78287e+07	1.76337e+07	1.76646e+07	1.76978e+07	1.74046e+07
P00547	P00547		thrB		803923	902604	959913	1.01161e+06	930410	866206
P00550	P00550		mtlA		1.48756e+06	1.47286e+06	1.50189e+06	1.51472e+06	1.48348e+06	1.45929e+06
P00561	P00561		thrA		3.03499e+06	2.90181e+06	3.10107e+06	2.9643e+06	3.13186e+06	2.84519e+06
P00562	P00562		metL		2.58776e+06	2.57494e+06	2.69969e+06	2.60605e+06	2.67487e+06	2.66154e+06
P00579	P00579		rpoD		7.55166e+06	8.16927e+06	7.95535e+06	7.95446e+06	7.37495e+06	7.5695e+06
P00582	P00582		polA		5.01402e+06	4.90841e+06	4.87964e+06	4.95869e+06	5.01478e+06	4.73865e+06
P00803	P00803		lepB		4.73672e+06	5.17401e+06	4.5128e+06	4.61127e+06	4.98818e+06	4.64846e+06
P00805	P00805		ansB		1.97201e+07	1.96217e+07	1.9387e+07	1.9698e+07	1.95807e+07	1.97115e+07
P00811	P00811		ampC		880332	893342	920167	941538	862262	834068
P00861	P00861		lysA		109632	137937	166483	150246	264634	216132
P00864	P00864		ppc		2.84398e+07	2.88013e+07	2.90676e+07	2.88282e+07	2.87088e+07	2.80271e+07
P00887	P00887		aroH		2.67485e+06	2.60049e+06	2.92272e+06	2.72195e+06	2.90723e+06	2.78047e+06
P00888	P00888		aroF		1.94349e+06	1.9187e+06	1.94686e+06	1.96048e+06	1.95525e+06	1.86687e+06
P00892	P00892		ilvG		994562	1.01269e+06	926553	1.12586e+06	1.03628e+06	934017
P00914	P00914		phrB		885867	768776	831791	820777	868777	811009
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				866380	1.0549e+06	888942	1.00038e+06	1.07407e+06	902343
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)					1.3565e+06	1.40275e+06	1.33613e+06		
P00926	P00926		dsdA		1.43513e+06	990757	1.18963e+06	1.13025e+06	1.66295e+06	1.27693e+06
P00934	P00934		thrC		4.36758e+06	4.27199e+06	4.21753e+06	4.26298e+06	4.3874e+06	4.42552e+06
P00935	P00935		metB		2.00521e+06	2.25139e+06	1.85706e+06	2.04051e+06	1.8757e+06	1.57407e+06
P00946	P00946		manA		1.06809e+07	1.10011e+07	1.11174e+07	1.06611e+07	1.03669e+07	1.10805e+07
P00954	P00954		trpS		1.30725e+07	1.35035e+07	1.31767e+07	1.33627e+07	1.34784e+07	1.29832e+07
P00956	P00956		ileS		2.2664e+07	2.41293e+07	2.45365e+07	2.41544e+07	2.25005e+07	2.32029e+07
P00957	P00957		alaS		1.39599e+07	1.44016e+07	1.43485e+07	1.46689e+07	1.45116e+07	1.39898e+07
P00959	P00959		metG		1.72291e+07	1.79539e+07	1.78173e+07	1.80824e+07	1.74508e+07	1.72808e+07
P00960	P00960		glyQ		4.87148e+06	4.46212e+06	4.47234e+06	4.62924e+06	4.7779e+06	4.67117e+06
P00961	P00961		glyS		1.32773e+07	1.33622e+07	1.34647e+07	1.34708e+07	1.36211e+07	1.34873e+07
P00962	P00962		glnS		9.42011e+06	9.99557e+06	9.99926e+06	1.005e+07	9.53481e+06	9.811e+06
P00963	P00963		asnA		1.38658e+07	1.37994e+07	1.34347e+07	1.37922e+07	1.36774e+07	1.35215e+07
P00968	P00968		carB		6.56895e+06	6.62523e+06	6.80209e+06	6.53859e+06	6.70572e+06	6.6399e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)					981072	973650	964806	388174	
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)					1.47887e+06	1.43527e+06	1.36432e+06		
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)					895434	927404	873326	388390	
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)					1.65538e+06	1.62311e+06	1.6975e+06		
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)					1.60914e+06	1.51505e+06	1.61045e+06		
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)					1.17727e+06	1.21118e+06	1.21073e+06		
P02358	P02358		rpsF		1.12745e+08	1.286e+08	1.28799e+08	1.30151e+08	1.14689e+08	1.06074e+08
P02359	P02359		rpsG		9.89408e+07	9.97282e+07	9.88027e+07	9.86021e+07	9.8503e+07	9.72818e+07
P02413	P02413		rplO		1.21436e+08	1.25376e+08	1.22365e+08	1.21885e+08	1.19991e+08	1.20478e+08
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				1.89783e+07	2.81427e+07	2.79721e+07	2.74842e+07	2.45081e+07	1.51764e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				382804	1.7536e+06	1.72988e+06	1.71863e+06		1.76435e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				794805	757150	741490	713150	777888	546007
P02918	P02918		mrcA		2.97424e+06	2.6694e+06	3.04092e+06	2.92827e+06	3.03109e+06	3.04639e+06
P02919	P02919		mrcB		1.57146e+06	1.57566e+06	1.62164e+06	1.56439e+06	1.53277e+06	1.53752e+06
P02925	P02925		rbsB		7.8064e+06	8.00752e+06	7.77895e+06	7.81036e+06	7.99575e+06	7.79919e+06
P02930	P02930		tolC		2.30215e+07	2.41902e+07	2.35117e+07	2.43556e+07	2.38563e+07	2.26272e+07
P02931	P02931		ompF		3.52568e+07	3.4659e+07	3.5788e+07	3.55313e+07	3.57955e+07	3.37917e+07
P02942	P02942		tsr		1.27685e+07	1.38606e+07	1.42901e+07	1.32417e+07	1.26091e+07	1.24672e+07
P02943	P02943		lamB		1.3482e+06	1.51311e+06	1.49875e+06	1.50414e+06	1.33886e+06	1.4594e+06
P03004	P03004		dnaA		2.15712e+06	2.22423e+06	2.18592e+06	2.074e+06	2.15499e+06	2.23223e+06
P03007	P03007		dnaQ		692677	662726	715102	632126	563362	720358
P03018	P03018		uvrD		4.03288e+06	3.78005e+06	3.74976e+06	3.93761e+06	3.97213e+06	3.94189e+06
P03024	P03024		galR		2.03579e+06	1.85221e+06	1.88462e+06	2.05782e+06	2.04778e+06	1.74704e+06
P03817	P03817		mioC		7.62239e+06	8.01043e+06	7.31343e+06	7.94606e+06	7.0239e+06	7.61381e+06
P03841	P03841		malM		9.2834e+06	9.28217e+06	9.42641e+06	9.73134e+06	9.37282e+06	9.56262e+06
P04036	P04036		dapB		4.69401e+06	4.75953e+06	4.64345e+06	4.66623e+06	4.55403e+06	4.67945e+06
P04079	P04079		guaA		1.90786e+07	1.91319e+07	1.94206e+07	1.9314e+07	1.92239e+07	1.91532e+07
P04335	P04335		frsA		4.32991e+06	4.25031e+06	4.33495e+06	4.33798e+06	4.11462e+06	4.29774e+06
P04425	P04425		gshB		7.44509e+06	7.69336e+06	7.61159e+06	7.64506e+06	7.51898e+06	7.21457e+06
P04693	P04693		tyrB		3.51889e+06	3.68785e+06	3.78392e+06	3.64658e+06	3.63423e+06	3.57471e+06
P04805	P04805		gltX		2.19142e+07	2.2251e+07	2.18338e+07	2.22199e+07	2.22685e+07	2.27544e+07
P04825	P04825		pepN		1.48282e+07	1.52644e+07	1.55493e+07	1.47603e+07	1.51002e+07	1.50992e+07
P04846	P04846		nlpA		2.98573e+06	3.07368e+06	3.02322e+06	3.18765e+06	3.16612e+06	3.0867e+06
P04949	P04949		fliC		3.53249e+07	3.57777e+07	3.45748e+07	3.62949e+07	3.66582e+07	3.4987e+07
P04951	P04951		kdsB		3.99374e+06	3.9783e+06	3.82981e+06	4.06533e+06	3.79749e+06	4.08564e+06
P04982	P04982		rbsD		1.02132e+06	1.086e+06	1.0799e+06	1.1586e+06	1.11265e+06	1.05605e+06
P04994	P04994		xseA		818928	817510	592068	801652	768348	725818
P04995	P04995		sbcB		1.17451e+07	1.27489e+07	1.25953e+07	1.21603e+07	1.20902e+07	1.22854e+07
P05020	P05020		pyrC		6.12155e+06	6.21538e+06	6.28083e+06	6.05642e+06	5.80628e+06	6.05138e+06
P05041	P05041		pabB		1.67064e+06	1.4583e+06	1.56448e+06	1.62885e+06	1.48894e+06	1.5536e+06
P05055	P05055		pnp		3.02974e+07	3.15e+07	3.17738e+07	3.18421e+07	3.02318e+07	3.06106e+07
P05100	P05100		tag		1.30548e+06	1.45748e+06	1.37018e+06	1.48852e+06	1.42045e+06	1.39993e+06
P05194	P05194		aroD		1.04273e+06	1.10263e+06	1.08717e+06	1.16786e+06	1.15994e+06	1.08591e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				935688	1.19045e+06	1.23255e+06	1.1572e+06	1.03324e+06	920780
P05458	P05458		ptrA		1.22607e+06	1.18976e+06	1.19888e+06	1.15633e+06	1.13447e+06	1.13398e+06
P05459	P05459		pdxB		5.57462e+06	5.80064e+06	5.61551e+06	5.68404e+06	5.51644e+06	5.42038e+06
P05637	P05637		apaH		1.28644e+06	1.2926e+06	1.68349e+06	1.58565e+06	1.46097e+06	1.44814e+06
P05706	P05706		srlB		531088	468816	512589	519307	537483	426828
P05719	P05719		hsdS		1.21262e+06	1.20581e+06	1.11611e+06	1.13538e+06	1.20238e+06	1.08516e+06
P05791	P05791		ilvD		2.89137e+06	2.88575e+06	2.8793e+06	2.88355e+06	2.94025e+06	2.90353e+06
P05793	P05793		ilvC		6.02231e+06	6.2161e+06	6.28953e+06	6.23746e+06	6.15664e+06	6.37391e+06
P05825	P05825		fepA		1.94157e+06	1.95474e+06	2.01138e+06	2.00217e+06	1.95653e+06	1.91666e+06
P05852	P05852		gcp		2.30195e+06	2.20051e+06	2.22523e+06	2.17516e+06	2.2325e+06	2.11345e+06
P06129	P06129		btuB		1.37544e+07	1.4223e+07	1.41355e+07	1.39266e+07	1.41346e+07	1.41161e+07
P06136	P06136		ftsQ		1.93972e+06	1.77944e+06	1.76007e+06	1.79607e+06	1.666e+06	1.64038e+06
P06149	P06149		dld		6.08234e+06	6.11203e+06	6.01142e+06	5.924e+06	5.93064e+06	5.72414e+06
P06282	P06282		cdh		2.72557e+06	2.69499e+06	2.65073e+06	2.80063e+06	2.65157e+06	2.77782e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)					583818	468152	478070		
P06610	P06610		btuE		7.27198e+06	7.76993e+06	7.72198e+06	7.47485e+06	7.11415e+06	7.36082e+06
P06612	P06612		topA		5.39406e+06	5.35895e+06	5.28645e+06	5.37631e+06	5.43256e+06	5.35858e+06
P06616	P06616		era		3.57502e+06	3.52125e+06	3.42455e+06	3.30545e+06	3.62226e+06	3.64654e+06
P06709	P06709		birA		1.0062e+06	968026	991354	987793	971835	1.08305e+06
P06710	P06710		dnaX		6.44224e+06	6.53249e+06	6.97585e+06	6.92916e+06	6.79154e+06	6.79396e+06
P06715	P06715		gor		2.86812e+06	2.89339e+06	2.94576e+06	2.89589e+06	2.92692e+06	2.90086e+06
P06721	P06721		metC		613975	509397	555226	556770	599511	510513
P06722	P06722		mutH		439360	408449	508904	484328	427244	482296
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)					771742	785654	705735		501060
P06846	P06846		ebgR		1.66619e+06	1.57083e+06	1.56277e+06	1.65424e+06	1.64038e+06	1.64349e+06
P06959	P06959		aceF		5.71015e+07	5.84262e+07	5.72942e+07	5.78413e+07	5.68945e+07	5.62179e+07
P06961	P06961		cca		1.46875e+06	1.55107e+06	1.61986e+06	1.53275e+06	1.43902e+06	1.38255e+06
P06968	P06968		dut		7.68389e+06	7.73887e+06	7.78468e+06	7.73858e+06	7.94682e+06	7.53537e+06
P06971	P06971		fhuA		1.31848e+07	1.35178e+07	1.34384e+07	1.3259e+07	1.30031e+07	1.32741e+07
P06974	P06974		fliM		1.63796e+06	1.65244e+06	1.70036e+06	1.65303e+06	1.55902e+06	1.83429e+06
P06983	P06983		hemC		1.06812e+07	1.03487e+07	1.09189e+07	1.0545e+07	1.07486e+07	1.05857e+07
P06986	P06986		hisC		4.19409e+06	4.11995e+06	4.0335e+06	4.11312e+06	3.97618e+06	4.17834e+06
P06987	P06987		hisB		1.05881e+06	1.04548e+06	1.05393e+06	1.09213e+06	1.03494e+06	956764
P06988	P06988		hisD		2.24004e+06	2.29414e+06	2.32853e+06	2.42919e+06	2.15947e+06	2.37322e+06
P06992	P06992		rsmA		2.28991e+06	2.30743e+06	2.19011e+06	2.25891e+06	2.3512e+06	2.29569e+06
P06996	P06996		ompC		1.95003e+08	1.85638e+08	1.86592e+08	1.91805e+08	1.91211e+08	1.87224e+08
P06999	P06999		pfkB		2.30636e+06	2.24337e+06	2.27397e+06	2.29216e+06	2.35578e+06	2.34167e+06
P07000	P07000		pldB		484933	506592	549305	447947	514398	498028
P07001	P07001		pntA		2.69134e+06	2.6938e+06	2.51153e+06	2.62479e+06	2.52642e+06	2.62027e+06
P07003	P07003		poxB		2.37143e+06	2.38205e+06	2.38718e+06	2.40069e+06	2.42952e+06	2.36801e+06
P07004	P07004		proA		1.39634e+07	1.40909e+07	1.43725e+07	1.43527e+07	1.37329e+07	1.40928e+07
P07012	P07012		prfB		8.20425e+06	8.94139e+06	8.89498e+06	8.84794e+06	8.66324e+06	8.58498e+06
P07014	P07014		sdhB		4.68552e+06	4.48944e+06	4.61932e+06	4.61516e+06	4.5947e+06	4.59772e+06
P07017	P07017		tar		4.41414e+06	4.46867e+06	4.37685e+06	4.42339e+06	4.33247e+06	4.26023e+06
P07021	P07021		yfiB		803686	754574	846390	836903	784140	695381
P07023	P07023		tyrA		2.28176e+06	2.56579e+06	2.36098e+06	2.31189e+06	2.36062e+06	2.25786e+06
P07024	P07024		ushA		4.69185e+06	4.64829e+06	4.81562e+06	4.73429e+06	4.50729e+06	4.46185e+06
P07026	P07026		sdiA		1.74704e+06	1.6291e+06	1.59683e+06	1.68616e+06	1.68386e+06	1.65434e+06
P07118	P07118		valS		2.15228e+07	2.22784e+07	2.2434e+07	2.20059e+07	2.19565e+07	2.17906e+07
P07330	P07330		cheB		2.19224e+06	2.16987e+06	2.08152e+06	2.38925e+06	2.34399e+06	2.17203e+06
P07363	P07363		cheA		1.70116e+06	1.7822e+06	1.78341e+06	1.84603e+06	1.74925e+06	1.74453e+06
P07395	P07395		pheT		1.47348e+07	1.46526e+07	1.44468e+07	1.46216e+07	1.47055e+07	1.48193e+07
P07604	P07604		tyrR		2.4145e+06	2.45385e+06	2.48115e+06	2.45903e+06	2.29443e+06	2.46867e+06
P07639	P07639		aroB		3.206e+06	3.07065e+06	3.04161e+06	3.0464e+06	3.08866e+06	3.09175e+06
P07649	P07649		truA		1.77164e+06	1.89615e+06	1.79375e+06	1.88267e+06	1.92174e+06	1.83602e+06
P07650	P07650		deoA		6.3257e+06	6.31069e+06	6.3538e+06	6.34041e+06	6.42202e+06	6.21432e+06
P07658	P07658		fdhF		783306	810655	786408	783333	782196	716914
P07762	P07762		glgB		2.60066e+06	2.51319e+06	2.71611e+06	2.56674e+06	2.58697e+06	2.60091e+06
P07813	P07813		leuS		1.65223e+07	1.68093e+07	1.7325e+07	1.69574e+07	1.68687e+07	1.6835e+07
P07821	P07821		fhuC		665896	674767	680741	616964	584530	665140
P07822	P07822		fhuD		399389	389014	388501	370663	325887	378228
P07862	P07862		ddlB		5.34938e+06	5.51641e+06	5.23977e+06	5.32685e+06	5.21949e+06	5.4937e+06
P07913	P07913		tdh		4.01428e+06	3.98413e+06	3.75067e+06	3.93342e+06	4.1142e+06	3.94342e+06
P08178	P08178		purM		1.51823e+06	1.55211e+06	1.59908e+06	1.55538e+06	1.59116e+06	1.5685e+06
P08179	P08179		purN		979648	1.1198e+06	1.03617e+06	1.0619e+06	970703	918740
P08189	P08189		fimF		941994	1.13024e+06	1.13043e+06	1.05807e+06	1.00176e+06	1.03851e+06
P08190	P08190		fimG		1.92045e+06	2.14719e+06	2.04872e+06	2.12897e+06	2.31011e+06	2.20675e+06
P08191	P08191		fimH		2.69842e+06	2.87412e+06	2.87168e+06	2.7841e+06	2.82657e+06	2.68972e+06
P08192	P08192		folC		2.90814e+06	2.86037e+06	2.89921e+06	2.86809e+06	2.86554e+06	2.93758e+06
P08200	P08200		icd		2.22022e+07	2.31628e+07	2.37369e+07	2.28554e+07	2.21668e+07	2.29335e+07
P08201	P08201		nirB		5.72601e+06	5.74064e+06	5.64231e+06	5.64273e+06	5.60398e+06	5.618e+06
P08244	P08244		pyrF		9.36323e+06	9.15697e+06	9.50964e+06	9.14549e+06	9.1525e+06	9.55781e+06
P08245	P08245		yciH		665031	668407	683315	615776	726226	729094
P08312	P08312		pheS		1.27887e+07	1.2763e+07	1.28331e+07	1.29646e+07	1.29447e+07	1.28987e+07
P08331	P08331		cpdB		2.36067e+06	2.35475e+06	2.48506e+06	2.46186e+06	2.39536e+06	2.33415e+06
P08337	P08337		mutT		1.20387e+06	1.00742e+06	967824	1.01005e+06	1.1295e+06	1.14812e+06
P08373	P08373		murB		1.6394e+06	1.6923e+06	1.76334e+06	1.61883e+06	1.6557e+06	1.73374e+06
P08390	P08390		usg		5.07467e+06	5.21229e+06	5.36142e+06	5.20808e+06	5.02246e+06	4.97701e+06
P08395	P08395		sppA		2.16395e+06	2.16079e+06	2.11507e+06	2.13074e+06	2.27399e+06	2.18808e+06
P08506	P08506		dacC		5.71738e+06	5.90876e+06	6.0996e+06	6.00003e+06	5.80037e+06	5.56755e+06
P08622	P08622		dnaJ		5.72966e+06	5.62623e+06	5.73773e+06	5.7835e+06	5.64694e+06	5.64965e+06
P08660	P08660		lysC		2.43341e+06	2.26417e+06	2.17554e+06	2.28311e+06	2.25788e+06	2.35085e+06
