Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1.43534e+06	2.72039e+06	2.65524e+06	1.39568e+06	1.39711e+06	2.4701e+06
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				5.43571e+06	9.25416e+06	9.19345e+06	5.28368e+06	4.66016e+06	8.79047e+06
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2.72885e+06	4.63974e+06	4.64885e+06	2.66415e+06	2.71071e+06	4.14115e+06
P00350	P00350		gnd		3.78372e+07	3.83639e+07	3.82392e+07	3.84031e+07	3.81969e+07	3.65135e+07
P00363	P00363		frdA		5.0323e+07	5.07842e+07	5.06048e+07	4.99224e+07	5.00222e+07	4.8528e+07
P00370	P00370		gdhA		1.99919e+06	2.05932e+06	2.01043e+06	2.09566e+06	1.97753e+06	2.08897e+06
P00393	P00393		ndh		5.37009e+06	5.40252e+06	5.41436e+06	5.41901e+06	5.43577e+06	5.18656e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1.73573e+06	2.30419e+06	2.29932e+06	1.58001e+06	1.56237e+06	2.14163e+06
P00448	P00448		sodA		3.58697e+06	3.66146e+06	3.78681e+06	3.67093e+06	3.54262e+06	3.85161e+06
P00452	P00452		nrdA		9.82102e+06	9.92843e+06	9.94192e+06	9.89639e+06	9.71816e+06	9.78572e+06
P00490	P00490		malP		5.79006e+06	5.90944e+06	5.89804e+06	5.80827e+06	5.79532e+06	5.4886e+06
P00509	P00509		aspC		1.99181e+07	1.97429e+07	1.98355e+07	1.92177e+07	1.94994e+07	1.92625e+07
P00547	P00547		thrB		918501	1.12014e+06	1.10299e+06	838636	963454	897664
P00550	P00550		mtlA		1.48476e+06	1.48539e+06	1.52622e+06	1.4641e+06	1.42692e+06	1.31165e+06
P00561	P00561		thrA		2.71094e+06	2.78794e+06	2.74402e+06	2.71205e+06	2.77281e+06	2.79502e+06
P00562	P00562		metL		3.28146e+06	3.14728e+06	3.25808e+06	3.26876e+06	3.31548e+06	3.23656e+06
P00579	P00579		rpoD		9.2621e+06	8.96723e+06	8.94831e+06	9.16169e+06	8.98618e+06	8.32032e+06
P00582	P00582		polA		6.61825e+06	6.56454e+06	6.44053e+06	6.46727e+06	6.44516e+06	6.19754e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1.24434e+06	2.33496e+06	2.19414e+06	1.11236e+06	1.00755e+06	1.96405e+06
P00803	P00803		lepB		5.06303e+06	4.64162e+06	5.10097e+06	4.90583e+06	4.81032e+06	4.98821e+06
P00805	P00805		ansB		2.00031e+07	1.96664e+07	1.98506e+07	2.03401e+07	2.01608e+07	1.84488e+07
P00811	P00811		ampC		1.30509e+06	1.27121e+06	1.36065e+06	1.42127e+06	1.27701e+06	1.41701e+06
P00864	P00864		ppc		1.20839e+07	1.194e+07	1.20761e+07	1.19092e+07	1.16817e+07	1.10697e+07
P00887	P00887		aroH		2.83757e+06	2.75898e+06	2.77043e+06	3.00889e+06	2.79974e+06	2.88901e+06
P00888	P00888		aroF		2.02022e+06	2.05495e+06	2.01839e+06	1.96579e+06	2.0572e+06	2.18412e+06
P00892	P00892		ilvG		498103	427063	438913	515223	479321	310484
P00914	P00914		phrB		1.18288e+06	980533	1.05931e+06	1.08514e+06	1.04599e+06	1.08272e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				2.07612e+06	3.19083e+06	3.162e+06	2.03378e+06	2.17565e+06	3.21267e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				3.98727e+06	7.4822e+06	7.55004e+06	4.15606e+06	3.98193e+06	7.16843e+06
P00926	P00926		dsdA		1.45165e+06	1.41528e+06	1.47892e+06	1.44432e+06	1.37575e+06	1.22439e+06
P00934	P00934		thrC		4.66563e+06	4.72912e+06	4.7016e+06	4.77072e+06	4.56908e+06	4.33209e+06
P00935	P00935		metB		1.20467e+06	1.02128e+06	997718	1.09189e+06	1.15743e+06	1.13593e+06
P00936	P00936		cyaA		996530	1.23958e+06	1.32493e+06	1.10417e+06	996180	1.24589e+06
P00946	P00946		manA		1.15146e+07	1.13767e+07	1.14797e+07	1.16238e+07	1.13733e+07	1.13996e+07
P00954	P00954		trpS		7.50447e+06	7.71824e+06	7.57604e+06	7.55789e+06	7.35585e+06	7.36233e+06
P00956	P00956		ileS		2.20886e+07	2.26877e+07	2.21704e+07	2.22877e+07	2.1936e+07	2.04479e+07
P00957	P00957		alaS		1.96826e+07	1.96212e+07	1.93022e+07	1.96553e+07	1.93977e+07	1.79734e+07
P00959	P00959		metG		1.88666e+07	1.89523e+07	1.90512e+07	1.89207e+07	1.8832e+07	1.77612e+07
P00960	P00960		glyQ		5.08117e+06	5.15924e+06	5.25222e+06	4.94543e+06	5.01222e+06	5.34193e+06
P00961	P00961		glyS		1.44342e+07	1.4832e+07	1.48399e+07	1.41831e+07	1.4192e+07	1.37191e+07
P00962	P00962		glnS		1.12495e+07	1.14524e+07	1.13591e+07	1.13608e+07	1.10777e+07	1.07274e+07
P00963	P00963		asnA		1.87601e+07	1.94987e+07	1.93226e+07	1.85529e+07	1.89067e+07	1.72584e+07
P00968	P00968		carB		4.32275e+06	4.30258e+06	4.23719e+06	4.36429e+06	4.29491e+06	4.14166e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				2.3894e+06	4.46157e+06	4.52614e+06	2.55536e+06	2.35472e+06	4.23513e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2.46275e+06	6.49195e+06	5.69024e+06	2.87915e+06	2.587e+06	5.48894e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				5.8022e+06	1.00549e+07	9.94286e+06	5.79938e+06	5.88109e+06	9.02522e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2.95137e+06	5.50343e+06	5.48122e+06	2.98352e+06	3.10197e+06	5.5904e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				1.75138e+06	3.61187e+06	3.51333e+06	1.78467e+06	1.7799e+06	4.04082e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4.59612e+06	8.61172e+06	8.72456e+06	4.69183e+06	4.71356e+06	9.45968e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1.53115e+06	2.74244e+06	2.74676e+06	1.49182e+06	1.52415e+06	2.58881e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				3.02746e+06	6.15742e+06	5.81173e+06	3.25973e+06	3.33255e+06	5.83173e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2.89118e+06	5.4036e+06	5.7796e+06	3.0417e+06	2.81874e+06	5.41196e+06
P02358	P02358		rpsF		1.11099e+08	1.12209e+08	1.07714e+08	1.1163e+08	1.08993e+08	8.67309e+07
P02359	P02359		rpsG		1.75837e+08	1.75628e+08	1.76274e+08	1.72524e+08	1.72023e+08	1.70431e+08
P02413	P02413		rplO		1.33055e+08	1.28172e+08	1.29631e+08	1.32134e+08	1.32251e+08	1.1963e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				165658	563331	544658	217143	207454	423038
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				803477	1.51635e+06	1.38034e+06	830415	925526	1.25878e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				4.41647e+06	7.82148e+06	7.9431e+06	4.41628e+06	4.39407e+06	7.37775e+06
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3.27159e+06	5.92635e+06	5.89763e+06	3.33667e+06	3.33461e+06	5.50048e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				3.28889e+06	5.70687e+06	5.86474e+06	3.34598e+06	3.33394e+06	5.60863e+06
P02918	P02918		mrcA		1.28767e+06	1.4133e+06	1.35386e+06	1.36984e+06	1.35052e+06	1.38424e+06
P02919	P02919		mrcB		1.88483e+06	1.8677e+06	1.68768e+06	1.79314e+06	1.72095e+06	1.72577e+06
P02925	P02925		rbsB		9.16709e+06	9.08138e+06	9.25415e+06	9.10587e+06	9.28918e+06	8.91836e+06
P02930	P02930		tolC		2.6948e+07	2.59276e+07	2.56354e+07	2.64452e+07	2.588e+07	2.50424e+07
P02931	P02931		ompF		3.93217e+07	3.80637e+07	3.87071e+07	3.876e+07	3.94323e+07	3.98046e+07
P02942	P02942		tsr		1.19724e+07	1.16406e+07	1.08527e+07	1.17049e+07	1.19185e+07	9.80766e+06
P02943	P02943		lamB		1.42196e+06	1.5869e+06	1.61961e+06	1.38762e+06	1.40516e+06	1.44517e+06
P03004	P03004		dnaA		2.25128e+06	2.18591e+06	2.30818e+06	2.15041e+06	2.20667e+06	2.33397e+06
P03007	P03007		dnaQ		545057	532457	554274	552391	563933	438963
P03018	P03018		uvrD		3.6497e+06	3.57494e+06	3.65962e+06	3.58236e+06	3.6381e+06	3.604e+06
P03023	P03023		lacI			1.12159e+06	1.15601e+06	255390	304331	1.17599e+06
P03024	P03024		galR		2.37261e+06	2.32034e+06	2.25786e+06	2.2615e+06	2.1891e+06	2.33589e+06
P03817	P03817		mioC		5.02127e+06	4.95115e+06	4.9991e+06	5.13547e+06	4.74419e+06	4.69744e+06
P03841	P03841		malM		1.06807e+07	1.00801e+07	1.05147e+07	1.04238e+07	1.04297e+07	1.02605e+07
P04036	P04036		dapB		5.67585e+06	5.8356e+06	5.49856e+06	5.52083e+06	5.5002e+06	5.18096e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1.72958e+06	2.79819e+06	3.06023e+06	1.82472e+06	1.77233e+06	2.80578e+06
P04079	P04079		guaA		2.04705e+07	2.04896e+07	2.07305e+07	2.04484e+07	2.07027e+07	2.01141e+07
P04335	P04335		frsA		4.68606e+06	4.4747e+06	4.56378e+06	4.76426e+06	4.49053e+06	4.39623e+06
P04425	P04425		gshB		7.87794e+06	7.99989e+06	8.16397e+06	7.76484e+06	7.79197e+06	7.66163e+06
P04693	P04693		tyrB		4.09618e+06	4.22326e+06	4.25186e+06	4.08325e+06	3.75192e+06	4.53636e+06
P04805	P04805		gltX		2.37362e+07	2.37071e+07	2.37754e+07	2.36646e+07	2.36394e+07	2.31437e+07
P04825	P04825		pepN		1.72303e+07	1.7571e+07	1.75305e+07	1.73806e+07	1.75595e+07	1.62888e+07
P04846	P04846		nlpA		3.49491e+06	3.05527e+06	3.25791e+06	3.42582e+06	3.2065e+06	3.58893e+06
P04949	P04949		fliC		4.1326e+07	3.80217e+07	3.86131e+07	4.20055e+07	4.0406e+07	3.61266e+07
P04951	P04951		kdsB		5.67002e+06	5.56014e+06	5.3539e+06	5.59954e+06	5.59781e+06	5.61544e+06
P04982	P04982		rbsD		1.47655e+06	1.43024e+06	1.33618e+06	1.51742e+06	1.42393e+06	1.35632e+06
P04994	P04994		xseA		1.52849e+06	1.35757e+06	1.40254e+06	1.50215e+06	1.3536e+06	1.44065e+06
P04995	P04995		sbcB		1.23502e+07	1.26432e+07	1.28531e+07	1.25056e+07	1.22128e+07	1.23045e+07
P05020	P05020		pyrC		6.67489e+06	6.47309e+06	6.6439e+06	6.60845e+06	6.42676e+06	6.10712e+06
P05041	P05041		pabB		1.78331e+06	1.87405e+06	1.87889e+06	1.98963e+06	1.80024e+06	2.04412e+06
P05055	P05055		pnp		4.64382e+07	4.68568e+07	4.70097e+07	4.62605e+07	4.58033e+07	4.43874e+07
P05100	P05100		tag		2.28848e+06	1.98497e+06	2.12974e+06	2.01905e+06	2.31429e+06	2.23972e+06
P05194	P05194		aroD		1.23973e+06	1.32245e+06	1.40733e+06	1.29262e+06	1.22138e+06	1.54545e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				4.15108e+06	7.55807e+06	7.69393e+06	4.26846e+06	4.19507e+06	7.19409e+06
P05458	P05458		ptrA		1.608e+06	1.64016e+06	1.6133e+06	1.60511e+06	1.64769e+06	1.62892e+06
P05459	P05459		pdxB		5.24037e+06	5.19448e+06	5.0572e+06	5.22771e+06	5.24472e+06	4.81694e+06
P05637	P05637		apaH		1.6068e+06	1.43959e+06	1.50175e+06	1.65022e+06	1.47114e+06	1.52579e+06
P05719	P05719		hsdS		1.47514e+06	1.56103e+06	1.55684e+06	1.46391e+06	1.41383e+06	1.38482e+06
P05791	P05791		ilvD		3.17944e+06	3.09647e+06	3.2425e+06	3.26452e+06	3.08239e+06	2.91185e+06
P05793	P05793		ilvC		5.6264e+06	5.71555e+06	5.79151e+06	5.9239e+06	5.38329e+06	5.36952e+06
P05825	P05825		fepA		2.13074e+06	2.12376e+06	2.1357e+06	2.23051e+06	2.1698e+06	2.11109e+06
P05852	P05852		gcp		2.94133e+06	2.73871e+06	2.64694e+06	2.92483e+06	2.84184e+06	2.93164e+06
P06129	P06129		btuB		1.49939e+07	1.6671e+07	1.65515e+07	1.4896e+07	1.50484e+07	1.55193e+07
P06136	P06136		ftsQ		657570	614729	687286	616075	604608	714015
P06149	P06149		dld		7.43223e+06	7.36185e+06	7.28689e+06	7.40514e+06	7.31372e+06	6.33268e+06
P06282	P06282		cdh		2.46902e+06	2.56327e+06	2.56731e+06	2.49527e+06	2.48002e+06	2.76113e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2.65928e+06	4.73065e+06	4.76994e+06	2.55865e+06	2.52555e+06	5.16729e+06
P06610	P06610		btuE		6.63054e+06	7.20646e+06	7.02539e+06	6.24566e+06	6.65532e+06	6.1109e+06
P06612	P06612		topA		6.03884e+06	6.06233e+06	5.95059e+06	6.01717e+06	5.95745e+06	6.20392e+06
P06616	P06616		era		4.3429e+06	4.2123e+06	4.12556e+06	4.25227e+06	4.19638e+06	4.16446e+06
P06709	P06709		birA		934338	1.0729e+06	1.09102e+06	951838	1.04588e+06	982274
P06710	P06710		dnaX		1.55283e+06	1.69279e+06	1.67199e+06	1.65768e+06	1.45945e+06	1.467e+06
P06715	P06715		gor		5.40073e+06	5.60733e+06	5.59562e+06	5.44953e+06	5.55721e+06	5.25753e+06
P06721	P06721		metC		845251	506540	740446	734833	617844	639711
P06722	P06722		mutH		1.0011e+06	1.05511e+06	1.0118e+06	1.02328e+06	1.0551e+06	1.10899e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				2.09904e+06	3.85889e+06	3.82906e+06	2.01731e+06	1.951e+06	3.93732e+06
P06846	P06846		ebgR		2.31182e+06	2.24608e+06	2.34618e+06	2.2172e+06	2.41792e+06	2.45517e+06
P06959	P06959		aceF		6.59508e+07	6.65999e+07	6.63234e+07	6.60983e+07	6.45456e+07	6.07122e+07
P06961	P06961		cca		1.19782e+06	1.26338e+06	1.20797e+06	1.14516e+06	1.16642e+06	1.21361e+06
P06968	P06968		dut		8.11252e+06	8.47938e+06	8.59226e+06	8.26087e+06	8.05806e+06	8.56621e+06
P06971	P06971		fhuA		1.3579e+07	1.38139e+07	1.38262e+07	1.36126e+07	1.37926e+07	1.32537e+07
P06974	P06974		fliM		1.83767e+06	1.80018e+06	1.85229e+06	1.79851e+06	1.84819e+06	1.58382e+06
P06983	P06983		hemC		1.14747e+07	1.09483e+07	1.11889e+07	1.15749e+07	1.1513e+07	1.05854e+07
P06986	P06986		hisC		4.67513e+06	4.71079e+06	4.74592e+06	4.6669e+06	4.80832e+06	4.98268e+06
P06987	P06987		hisB		1.02813e+06	1.05621e+06	1.10321e+06	1.06333e+06	1.06385e+06	977199
P06988	P06988		hisD		3.80161e+06	3.85517e+06	4.05892e+06	4.03402e+06	3.80711e+06	3.65226e+06
P06992	P06992		rsmA		2.48956e+06	2.53714e+06	2.54002e+06	2.55056e+06	2.50698e+06	2.30899e+06
P06993	P06993		malT		306838	273190	271699	304550	282058	246995
P06996	P06996		ompC		2.13858e+08	2.0613e+08	2.10338e+08	2.13089e+08	2.09359e+08	1.94141e+08
P06999	P06999		pfkB		3.24607e+06	2.72863e+06	3.13742e+06	3.15259e+06	3.1377e+06	3.0238e+06
P07000	P07000		pldB		617839	520271	542405	582648	579262	534853
P07001	P07001		pntA		4.26291e+06	4.41759e+06	4.59673e+06	4.49565e+06	4.26292e+06	4.19901e+06
P07003	P07003		poxB		2.54425e+06	2.44181e+06	2.44606e+06	2.49515e+06	2.56476e+06	2.38659e+06
P07004	P07004		proA		5.15086e+06	5.27361e+06	5.24066e+06	5.11767e+06	5.18803e+06	4.96736e+06
P07012	P07012		prfB		1.03457e+07	1.08582e+07	1.05992e+07	1.02973e+07	1.03533e+07	1.04088e+07
P07014	P07014		sdhB		4.62956e+06	4.8774e+06	4.71381e+06	4.78158e+06	4.59585e+06	4.75081e+06
P07017	P07017		tar		5.0952e+06	5.15162e+06	5.3035e+06	5.15801e+06	5.23602e+06	4.68328e+06
P07021	P07021		yfiB		948313	929948	908202	937520	1.01628e+06	733086
P07023	P07023		tyrA		2.60526e+06	2.44927e+06	2.6554e+06	2.57656e+06	2.62082e+06	2.52968e+06
P07024	P07024		ushA		5.05992e+06	4.95393e+06	4.94033e+06	4.97198e+06	5.0759e+06	5.28317e+06
P07026	P07026		sdiA		1.7646e+06	1.69316e+06	1.75977e+06	1.82775e+06	1.80126e+06	2.06229e+06
P07118	P07118		valS		2.3449e+07	2.37869e+07	2.36465e+07	2.3576e+07	2.3445e+07	2.17883e+07
P07330	P07330		cheB		1.57678e+06	1.59116e+06	1.63029e+06	1.36245e+06	1.47862e+06	1.61238e+06
P07363	P07363		cheA		7.52938e+06	7.42813e+06	7.86858e+06	7.5298e+06	7.40037e+06	7.05228e+06
P07364	P07364		cheR		189959	144836	139496	157577		
P07395	P07395		pheT		1.66797e+07	1.66442e+07	1.65525e+07	1.65135e+07	1.60254e+07	1.60637e+07
P07604	P07604		tyrR		2.29161e+06	2.28813e+06	2.32857e+06	2.34903e+06	2.32026e+06	2.35763e+06
P07639	P07639		aroB		5.38669e+06	5.42297e+06	5.35329e+06	5.43409e+06	5.40803e+06	5.09649e+06
P07648	P07648		recC		1.02089e+06	1.12298e+06	983256	939559	1.1623e+06	1.10314e+06
P07649	P07649		truA		1.84141e+06	1.99806e+06	2.0961e+06	1.74526e+06	1.79178e+06	2.16657e+06
P07650	P07650		deoA		6.5466e+06	6.5997e+06	6.76178e+06	6.70701e+06	6.51964e+06	6.19512e+06
P07658	P07658		fdhF		1.01763e+06	1.08188e+06	1.03496e+06	1.02369e+06	977474	1.07977e+06
P07762	P07762		glgB		3.76653e+06	3.84231e+06	3.83287e+06	3.83793e+06	3.90258e+06	4.06072e+06
P07813	P07813		leuS		1.47722e+07	1.55318e+07	1.56578e+07	1.49548e+07	1.46629e+07	1.43029e+07
P07821	P07821		fhuC		1.86598e+06	2.25172e+06	1.86368e+06	1.72354e+06	1.77719e+06	1.39918e+06
P07822	P07822		fhuD		337836	344394	354881	370559	370708	298633
P07862	P07862		ddlB		5.95329e+06	6.20463e+06	6.24151e+06	6.13277e+06	6.12523e+06	5.68396e+06
P07913	P07913		tdh		4.54495e+06	4.6484e+06	4.45725e+06	4.3953e+06	4.5076e+06	4.29807e+06
