Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML
P39298	YJFP_ECOLI	yjfP	Esterase YjfP	2	2	3.84864e+06	3.50451e+06	3.51009e+06	3.65048e+06	4.37936e+06	4.09167e+06
P39300	ULAG_ECOLI	ulaG	Probable L-ascorbate-6-phosphate lactonase UlaG	2	2	2.06562e+06	2.01474e+06	2.31895e+06	2.05292e+06	2.0978e+06	1.9544e+06
P39304	ULAD_ECOLI	ulaD	3-keto-L-gulonate-6-phosphate decarboxylase UlaD	1	1	677891	499172		721660	397707	590027
P39310	YTFB_ECOLI	ytfB	Uncharacterized protein YtfB	5	5	2.20005e+06	2.31067e+06	2.12584e+06	2.18411e+06	2.2799e+06	2.32003e+06
P39315	QOR2_ECOLI	qorB	Quinone oxidoreductase 2	5	5	9.22488e+06	1.32897e+07	1.397e+07	1.36277e+07	1.41529e+07	1.355e+07
P39321	TAMB_ECOLI	tamB	Translocation and assembly module TamB	16	16	3.53591e+06	3.64856e+06	3.60488e+06	3.663e+06	3.85847e+06	3.58865e+06
P39325	YTFQ_ECOLI	ytfQ	ABC transporter periplasmic-binding protein YtfQ	4	4	4.8871e+06	4.45827e+06	4.03586e+06	5.0931e+06	4.79972e+06	4.61606e+06
P39337	YJGM_ECOLI	yjgM	Uncharacterized N-acetyltransferase YjgM	1	1	1.87969e+06	2.2038e+06	1.5971e+06	2.40149e+06	2.17042e+06	2.55433e+06
P39342	YJGR_ECOLI	yjgR	Uncharacterized protein YjgR	9	9	6.62439e+06	5.48926e+06	6.25855e+06	6.12194e+06	6.61801e+06	6.1119e+06
P39347	INTB_ECOLI	intB	Putative prophage P4 integrase	1	1	3.34798e+06	3.17521e+06	3.80758e+06	3.07239e+06	3.39835e+06	3.1265e+06
P39377	IADA_ECOLI	iadA	Isoaspartyl dipeptidase	10	10	2.00166e+07	1.9807e+07	1.96095e+07	1.977e+07	1.91212e+07	1.96215e+07
P39384	YJIM_ECOLI	yjiM	Uncharacterized protein YjiM	4	4	3.24743e+06	3.14497e+06	3.42184e+06	3.11699e+06	3.05943e+06	3.27181e+06
P39391	YJIT_ECOLI	yjiT	Putative uncharacterized protein YjiT	5	5	1.38989e+06	1.29746e+06	1.36788e+06	1.40348e+06	1.42568e+06	1.33568e+06
P39393	YJIV_ECOLI	yjiV	Putative uncharacterized protein YjiV	10	10	2.67504e+06	2.90635e+06	2.74225e+06	2.93946e+06	2.92134e+06	2.87271e+06
P39396	YJIY_ECOLI	yjiY	Inner membrane protein YjiY	5	5	1.99871e+07	2.09608e+07	1.96766e+07	2.03606e+07	2.08063e+07	2.01908e+07
P39401	OPGB_ECOLI	mdoB	Phosphoglycerol transferase I	9	9	3.48196e+06	3.2986e+06	3.14899e+06	3.27641e+06	3.20362e+06	3.46657e+06
P39406	RSMC_ECOLI	rsmC	Ribosomal RNA small subunit methyltransferase C	7	7	4.34395e+07	4.39939e+07	4.40172e+07	4.47959e+07	4.31534e+07	4.17409e+07
P39407	YJJU_ECOLI	yjjU	Uncharacterized protein YjjU	5	5	1.81908e+06	1.64355e+06	1.80624e+06	1.93682e+06	1.8008e+06	1.77439e+06
P39408	YJJV_ECOLI	yjjV	Uncharacterized deoxyribonuclease YjjV	2	2	1.22605e+06	1.33033e+06	1.50364e+06	1.2902e+06	1.67684e+06	1.36098e+06
P39411	NCPP_ECOLI	yjjX	Non-canonical purine NTP phosphatase	2	2	1.26635e+07	1.23977e+07	1.1995e+07	1.21324e+07	1.29366e+07	1.19593e+07
P39451	ADHP_ECOLI	adhP	Alcohol dehydrogenase, propanol-preferring	4	4	8.62149e+06	9.47024e+06	8.45478e+06	9.28384e+06	8.42162e+06	8.93583e+06
P39829	GARD_ECOLI	garD	D-galactarate dehydratase	3	3	1.09858e+06	1.19286e+06	1.32296e+06	1.16739e+06	1.42365e+06	1.20181e+06
P39830	YBAL_ECOLI	ybaL	Inner membrane protein YbaL	3	3	2.77176e+06	2.51989e+06	2.71418e+06	2.84928e+06	2.92101e+06	3.21352e+06
P39831	YDFG_ECOLI	ydfG	NADP-dependent 3-hydroxy acid dehydrogenase YdfG	7	7	6.46003e+07	6.67676e+07	6.30621e+07	6.34382e+07	6.34956e+07	6.41109e+07
P39838	RCSD_ECOLI	rcsD	Sensor-like histidine kinase RcsD	4	4	1.34384e+06	1.47069e+06	1.52169e+06	1.60017e+06	1.6627e+06	1.47091e+06
P40120	OPGD_ECOLI	mdoD	Glucans biosynthesis protein D	13	13	1.57728e+07	1.57375e+07	1.56151e+07	1.49246e+07	1.61134e+07	1.50159e+07
P40191	PDXK_ECOLI	pdxK	Pyridoxine kinase	6	6	8.25786e+06	8.76794e+06	9.08765e+06	8.449e+06	8.29788e+06	8.6308e+06
P40710	NLPE_ECOLI	nlpE	Lipoprotein NlpE	2	2	1.20223e+07	1.24927e+07	1.25907e+07	1.15241e+07	1.30383e+07	1.19042e+07
P40719	QSEC_ECOLI	qseC	Sensor protein QseC	5	5	630101	611073	713286	697285	769275	669153
P40874	MTOX_ECOLI	solA	N-methyl-L-tryptophan oxidase	14	14	1.80575e+07	1.81372e+07	1.77091e+07	1.89212e+07	1.73e+07	1.89594e+07
P41052	MLTB_ECOLI	mltB	Membrane-bound lytic murein transglycosylase B	7	7	3.76502e+06	3.58774e+06	3.62838e+06	3.51638e+06	3.81313e+06	3.85724e+06
P41159ups|LEP_HUMAN_UPS	Leptin	Leptin		7	7		5.28843e+07		5.20571e+07		5.54167e+07
P41407	AZOR_ECOLI	azoR	FMN-dependent NADH-azoreductase	8	8	1.37814e+07	1.49688e+07	1.376e+07	1.42691e+07	1.3689e+07	1.48178e+07
P41409	RIHA_ECOLI	rihA	Pyrimidine-specific ribonucleoside hydrolase RihA	5	5	5.10815e+06	6.32789e+06	5.36724e+06	6.64727e+06	5.27764e+06	6.54408e+06
P42596	RLMG_ECOLI	rlmG	Ribosomal RNA large subunit methyltransferase G	7	7	1.01284e+07	9.55277e+06	9.82479e+06	1.01261e+07	9.98129e+06	1.01026e+07
P42599	YGJR_ECOLI	ygjR	Uncharacterized oxidoreductase YgjR	2	2	1.08885e+06	1.55583e+06	1.51762e+06	1.38385e+06		1.47942e+06
P42604	UXAA_ECOLI	uxaA	Altronate dehydratase	1	1	5.96802e+06	5.96306e+06	5.74808e+06	6.00533e+06	6.07e+06	6.36946e+06
P42616	YQJC_ECOLI	yqjC	Protein YqjC	1	1	5.62066e+06	3.76341e+06	4.80683e+06	4.59116e+06	5.46461e+06	4.38035e+06
P42620	YQJG_ECOLI	yqjG	Glutathionyl-hydroquinone reductase YqjG	7	7	3.57174e+06	3.1755e+06	3.77767e+06	3.35363e+06	3.14955e+06	4.03659e+06
P42632	TDCE_ECOLI	tdcE	PFL-like enzyme TdcE	16	16	1.46858e+07	1.36712e+07	1.44255e+07	1.38132e+07	1.42414e+07	1.39457e+07
P42641	OBG_ECOLI	obgE	GTPase ObgE/CgtA	7	7	3.12329e+07	2.78554e+07	2.93905e+07	2.83868e+07	2.92862e+07	2.63163e+07
P43329	HRPA_ECOLI	hrpA	ATP-dependent RNA helicase HrpA	22	22	5.48254e+06	5.11471e+06	5.21363e+06	5.39472e+06	5.49627e+06	5.24679e+06
P43337	NUDL_ECOLI	nudL	Uncharacterized Nudix hydrolase NudL	3	3	731883	730427	545508	852826	754831	761417
P43533	FLGN_ECOLI	flgN	Flagella synthesis protein FlgN	2	2	4.47895e+06	4.18289e+06	4.25688e+06	5.47716e+06	4.42467e+06	4.41211e+06
P43671	PQIB_ECOLI	pqiB	Paraquat-inducible protein B	10	10	7.92421e+06	7.4161e+06	8.0689e+06	7.55533e+06	8.69478e+06	8.00743e+06
P43672	UUP_ECOLI	uup	ABC transporter ATP-binding protein uup	14	14	7.25975e+06	7.27352e+06	7.25616e+06	7.42451e+06	7.1856e+06	6.88268e+06
P43674	YCAL_ECOLI	ycaL	Uncharacterized metalloprotease YcaL	3	3	2.39249e+06	2.76861e+06	2.1268e+06	2.51985e+06	1.83704e+06	1.63212e+06
P45395	KDSD_ECOLI	kdsD	Arabinose 5-phosphate isomerase KdsD	6	6	9.6025e+06	1.02589e+07	9.34783e+06	1.02919e+07	9.66832e+06	9.97226e+06
P45464	LPOA_ECOLI	lpoA	Penicillin-binding protein activator LpoA	15	15	3.10244e+07	2.89055e+07	3.14932e+07	2.96428e+07	3.1856e+07	2.81867e+07
P45469	YRAR_ECOLI	yraR	Uncharacterized protein YraR	1	1	4.90199e+06	4.51582e+06	4.19703e+06	4.3287e+06	4.42776e+06	3.96956e+06
P45470	YHBO_ECOLI	yhbO	Protein YhbO	3	3	3.38082e+06	4.05766e+06	3.734e+06	4.82371e+06	4.00908e+06	3.67895e+06
P45475	YHBV_ECOLI	yhbV	Uncharacterized protein YhbV	5	5	3.68954e+06	4.28091e+06	4.05523e+06	4.20982e+06	4.43872e+06	4.0047e+06
P45523	FKBA_ECOLI	fkpA	FKBP-type peptidyl-prolyl cis-trans isomerase FkpA	18	18	2.35984e+08	2.2881e+08	2.35379e+08	2.33869e+08	2.27403e+08	2.22102e+08
P45527	YHBU_ECOLI	yhbU	Uncharacterized protease YhbU	5	5	3.30153e+06	5.72715e+06	3.88469e+06	4.66536e+06	4.64794e+06	5.67311e+06
P45530	TUSB_ECOLI	tusB	Protein TusB	3	3	4.38648e+06	3.83185e+06	4.44001e+06	4.47271e+06	4.79282e+06	3.87534e+06
P45531	TUSC_ECOLI	tusC	Protein TusC	3	3	2.48893e+06	2.48965e+06	2.58287e+06	1.92256e+06	2.93938e+06	1.8328e+06
P45532	TUSD_ECOLI	tusD	Sulfurtransferase TusD	1	1	203490	281229	184852	289220	224248	226852
P45568	DXR_ECOLI	dxr	1-deoxy-D-xylulose 5-phosphate reductoisomerase	3	3	3.63065e+06		1.15324e+07	8.65723e+06	9.22821e+06	7.92917e+06
P45577	PROQ_ECOLI	proQ	ProP effector	12	12	1.09748e+08	1.1971e+08	1.0673e+08	1.17427e+08	1.09733e+08	1.18685e+08
P45578	LUXS_ECOLI	luxS	S-ribosylhomocysteine lyase	8	8	1.8611e+08	2.1192e+08	1.84925e+08	2.07566e+08	1.91577e+08	2.05565e+08
P45748	RIMN_ECOLI	rimN	tRNA threonylcarbamoyladenosine biosynthesis protein RimN	6	6	1.82996e+07	1.82676e+07	1.89511e+07	1.84026e+07	1.795e+07	1.81977e+07
P45795	YRDB_ECOLI	yrdB	Uncharacterized protein YrdB	1	1	3.70852e+06	3.72427e+06	4.01343e+06	3.46269e+06	4.17172e+06	3.2517e+06
P45799	NUDE_ECOLI	nudE	ADP compounds hydrolase NudE	7	7	6.38926e+06	6.43414e+06	6.05343e+06	6.28643e+06	6.18486e+06	6.9353e+06
P45807	YBAM_ECOLI	ybaM	Uncharacterized protein YbaM	1	1	1.6786e+06	1.56307e+06	1.7756e+06	1.49218e+06	1.37417e+06	1.41239e+06
P45955	YBGF_ECOLI	ybgF	Uncharacterized protein YbgF	10	10	1.31604e+07	1.25485e+07	1.254e+07	1.18516e+07	1.32752e+07	1.26636e+07
P46118	HEXR_ECOLI	hexR	HTH-type transcriptional regulator HexR	2	2				1.5487e+06	1.71725e+06	1.24338e+06
P46122	YAJI_ECOLI	yajI	Uncharacterized lipoprotein YajI	1	1	6.62631e+06		5.83893e+06	7.95992e+06	8.27271e+06	6.90472e+06
P46125	YEDI_ECOLI	yedI	Inner membrane protein YedI	2	2	1.25429e+06	1.32803e+06	1.22006e+06	1.36295e+06	1.32574e+06	1.32761e+06
P46130	YBHC_ECOLI	ybhC	Putative acyl-CoA thioester hydrolase YbhC	7	7	4.20331e+07	4.12044e+07	4.15461e+07	4.14254e+07	4.25302e+07	4.24051e+07
P46142	YGGM_ECOLI	yggM	Uncharacterized protein YggM	1	1	8.0289e+07	8.57951e+07	7.95632e+07	8.31446e+07	7.83825e+07	8.04817e+07
P46474	YHDP_ECOLI	yhdP	Uncharacterized protein YhdP	4	4	2.05513e+06	3.22258e+06	2.58751e+06	3.01911e+06	3.01003e+06	3.75282e+06
P46837	YHGF_ECOLI	yhgF	Protein YhgF	29	29	3.93751e+07	3.90701e+07	3.87133e+07	3.86798e+07	3.98333e+07	3.72656e+07
P46852	YHHW_ECOLI	yhhW	Quercetin 2,3-dioxygenase	3	3	3.75248e+06	4.33449e+06	5.12404e+06	5.58222e+06	4.65387e+06	4.81016e+06
P46853	YHHX_ECOLI	yhhX	Uncharacterized oxidoreductase YhhX	12	12	3.53555e+07	3.68511e+07	3.57094e+07	3.55203e+07	3.43081e+07	3.60409e+07
P46854	YHHY_ECOLI	yhhY	Uncharacterized N-acetyltransferase YhhY	2	2	3.87405e+06	2.23452e+06	3.41542e+06	2.80613e+06	3.63843e+06	3.2026e+06
P46859	GNTK_ECOLI	gntK	Thermoresistant gluconokinase	3	3	2.94535e+06	4.47625e+06	2.09205e+06	4.22093e+06	3.88432e+06	4.8044e+06
P46889	FTSK_ECOLI	ftsK	DNA translocase FtsK	10	10	1.91205e+07	1.77519e+07	1.81636e+07	1.61711e+07	1.86281e+07	1.74532e+07
P50456	MLC_ECOLI	mlc	Protein mlc	5	5	5.21349e+06	4.82222e+06	4.86205e+06	5.04271e+06	5.07654e+06	4.44571e+06
P51024	YAIL_ECOLI	yaiL	Uncharacterized protein YaiL	3	3	2.67404e+06	2.80439e+06		2.8182e+06	1.92863e+06	3.48573e+06
P51025	SFGH1_ECOLI	frmB	S-formylglutathione hydrolase FrmB	1	1	1.59241e+07	1.73257e+07	1.5867e+07	1.52687e+07	1.48227e+07	1.57562e+07
P52006	NUDI_ECOLI	nudI	Nucleoside triphosphatase NudI	3	3	4.24622e+06	5.89664e+06	3.66708e+06	5.53452e+06	4.10034e+06	5.75443e+06
P52007	YECM_ECOLI	yecM	Protein YecM	8	8	5.02681e+06	6.39017e+06	6.25883e+06	6.25316e+06	6.51998e+06	5.91456e+06
P52060	YGGU_ECOLI	yggU	UPF0235 protein YggU	2	2	3.39522e+06	3.36032e+06	3.70669e+06	3.6931e+06	3.61737e+06	3.30421e+06
P52061	RDGB_ECOLI	rdgB	dITP/XTP pyrophosphatase	4	4	2.49316e+07	2.53522e+07	2.32183e+07	2.54919e+07	2.34344e+07	2.4857e+07
P52062	YGGW_ECOLI	yggW	Oxygen-independent coproporphyrinogen-III oxidase-like protein YggW	1	1	3.13707e+06		2.23673e+06	1.96895e+06		
P52076	QSEB_ECOLI	qseB	Transcriptional regulatory protein QseB	5	5	2.92089e+06	2.47016e+06	2.36661e+06	2.93958e+06	2.37896e+06	2.80778e+06
P52096	YAER_ECOLI	yaeR	Uncharacterized protein YaeR	1	1	1.97057e+06	1.87834e+06	1.83463e+06	1.7439e+06	1.74478e+06	1.81595e+06
P52108	RSTA_ECOLI	rstA	Transcriptional regulatory protein RstA	7	7	1.65231e+07	1.6373e+07	1.6358e+07	1.69624e+07	1.68459e+07	1.65233e+07
P52119	RATB_ECOLI	ratB	UPF0125 protein RatB	4	4	1.82979e+07	1.97645e+07	1.95526e+07	1.95305e+07	2.04711e+07	1.98147e+07
P52612	FLII_ECOLI	fliI	Flagellum-specific ATP synthase	3	3	1.13791e+06	1.23796e+06	1.13509e+06	1.16079e+06	1.28279e+06	
P52613	FLIJ_ECOLI	fliJ	Flagellar FliJ protein	1	1	732858	887720	949613	781024	811952	1.00216e+06
P52614	FLIK_ECOLI	fliK	Flagellar hook-length control protein	1	1	1.67771e+06	1.63703e+06	1.8035e+06	1.62424e+06	2.1932e+06	1.40348e+06
P52627	FLIZ_ECOLI	fliZ	Regulator of sigma S factor FliZ	1	1	619890	888940	577579	855837	852931	707143
P52643	LDHD_ECOLI	ldhA	D-lactate dehydrogenase	13	13	3.37512e+07	3.71196e+07	3.4374e+07	3.61844e+07	3.43683e+07	3.59232e+07
P52644	HSLJ_ECOLI	hslJ	Heat shock protein HslJ	2	2	2.43832e+06	3.34172e+06	2.08665e+06	2.96581e+06	2.38329e+06	2.85294e+06
P52647	NIFJ_ECOLI	ydbK	Probable pyruvate-flavodoxin oxidoreductase	15	15	1.07963e+07	1.12822e+07	1.08714e+07	1.17009e+07	1.13187e+07	1.20286e+07
P52697	6PGL_ECOLI	pgl	6-phosphogluconolactonase	9	9	1.21526e+08	1.17585e+08	1.24456e+08	1.16569e+08	1.22667e+08	1.17813e+08
P55135	RLMD_ECOLI	rlmD	23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD	4	4	8.05511e+06	7.59051e+06		8.46506e+06	8.66885e+06	8.90075e+06
P55957ups|BID_HUMAN_UPS	BH3-interacting	BH3-interacting		8	8		3.89735e+07		3.71317e+07		3.7413e+07
P56258	WECF_ECOLI	wecF	4-alpha-L-fucosyltransferase	2	2	889054	1.12879e+06		1.03037e+06	1.03566e+06	1.0328e+06
P56262	DLHH_ECOLI	ysgA	Putative carboxymethylenebutenolidase	4	4	7.61152e+06	8.59967e+06	8.94662e+06	9.73066e+06	8.07193e+06	8.22172e+06
P60061	ADIC_ECOLI	adiC	Arginine/agmatine antiporter	2	2	4.22826e+06	4.01099e+06	4.07419e+06	3.98476e+06	4.00395e+06	3.98911e+06
P60240	RAPA_ECOLI	rapA	RNA polymerase-associated protein RapA	26	26	2.22681e+07	2.36388e+07	2.33597e+07	2.28719e+07	2.29177e+07	2.33292e+07
P60293	MUKF_ECOLI	mukF	Chromosome partition protein MukF	18	18	8.97439e+06	8.92324e+06	8.84834e+06	9.01405e+06	8.88906e+06	9.34803e+06
P60340	TRUB_ECOLI	truB	tRNA pseudouridine synthase B	7	7	3.55153e+07	3.50831e+07	3.65577e+07	3.69999e+07	3.6814e+07	3.6389e+07
P60390	RSMH_ECOLI	rsmH	Ribosomal RNA small subunit methyltransferase H	9	9	2.79754e+07	2.96598e+07	2.82604e+07	2.91187e+07	2.73846e+07	2.79802e+07
P60422	RL2_ECOLI	rplB	50S ribosomal protein L2	15	15	7.01768e+08	7.34481e+08	6.9357e+08	7.07548e+08	7.0184e+08	7.07785e+08
P60438	RL3_ECOLI	rplC	50S ribosomal protein L3	9	9	1.30877e+09	1.26001e+09	1.2858e+09	1.18544e+09	9.30278e+08	1.19002e+09
P60472	UPPS_ECOLI	ispU	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl-diphosphate specific)	3	3	6.19951e+06	4.90276e+06	5.58221e+06	5.60152e+06	5.92822e+06	5.43944e+06
P60546	KGUA_ECOLI	gmk	Guanylate kinase	6	6	5.6526e+07	5.51702e+07	5.45855e+07	5.41708e+07	5.63663e+07	5.24724e+07
P60560	GUAC_ECOLI	guaC	GMP reductase	7	7	9.17064e+06	1.0295e+07	1.00693e+07	1.00738e+07	1.09395e+07	1.04312e+07
P60595	HIS5_ECOLI	hisH	Imidazole glycerol phosphate synthase subunit HisH	2	2	7.93076e+06	8.06129e+06	8.10162e+06	7.54337e+06	7.93258e+06	8.04886e+06
P60624	RL24_ECOLI	rplX	50S ribosomal protein L24	7	7	9.46227e+08	9.62851e+08	9.25212e+08	9.71321e+08	9.20138e+08	9.45567e+08
P60651	SPEB_ECOLI	speB	Agmatinase	6	6	1.08424e+08	1.08581e+08	1.06641e+08	1.07796e+08	1.04635e+08	1.07176e+08
P60664	HIS6_ECOLI	hisF	Imidazole glycerol phosphate synthase subunit HisF	10	10	3.33589e+07	3.32984e+07	3.25846e+07	3.15797e+07	3.21745e+07	3.42078e+07
P60716	LIPA_ECOLI	lipA	Lipoyl synthase	11	11	7.44702e+07	7.71944e+07	7.4477e+07	7.33949e+07	7.32025e+07	7.48789e+07
P60720	LIPB_ECOLI	lipB	Octanoyltransferase	2	2	1.73425e+06	1.65016e+06	1.71154e+06	1.65273e+06	1.69767e+06	1.69891e+06
P60723	RL4_ECOLI	rplD	50S ribosomal protein L4	15	15	9.9e+08	1.07447e+09	9.41007e+08	1.0974e+09	9.87631e+08	1.10534e+09
P60752	MSBA_ECOLI	msbA	Lipid A export ATP-binding/permease protein MsbA	9	9	1.45793e+07	1.38478e+07	1.46377e+07	1.41242e+07	1.52232e+07	1.32301e+07
P60757	HIS1_ECOLI	hisG	ATP phosphoribosyltransferase	5	5	1.05987e+07	1.09573e+07	9.92741e+06	1.09435e+07	1.06521e+07	1.10034e+07
P60785	LEPA_ECOLI	lepA	Elongation factor 4	19	19	2.89793e+07	2.93925e+07	2.95466e+07	2.98743e+07	2.85277e+07	2.81146e+07
P60869	YBJL_ECOLI	ybjL	Putative transport protein YbjL	1	1	766683	632014	785557	781495	508733	838922
P60906	SYH_ECOLI	hisS	Histidine--tRNA ligase	22	22	8.93045e+07	9.59244e+07	8.96539e+07	9.25595e+07	9.13178e+07	9.38545e+07
P60955	LGT_ECOLI	lgt	Prolipoprotein diacylglyceryl transferase	3	3		963410		1.59766e+06	1.34854e+06	1.36328e+06
P61175	RL22_ECOLI	rplV	50S ribosomal protein L22	11	11	1.00486e+09	9.43832e+08	9.66076e+08	8.94188e+08	9.63505e+08	9.13416e+08
P61316	LOLA_ECOLI	lolA	Outer-membrane lipoprotein carrier protein	11	11	4.28979e+07	4.51777e+07	4.20771e+07	4.4275e+07	4.42221e+07	4.65893e+07
P61320	LOLB_ECOLI	lolB	Outer-membrane lipoprotein LolB	11	11	1.80286e+07	1.8602e+07	1.73612e+07	1.82802e+07	1.79797e+07	1.85802e+07
P61517	CAN_ECOLI	can	Carbonic anhydrase 2	9	9	6.92542e+07	6.86423e+07	7.05284e+07	7.02832e+07	7.14351e+07	7.00155e+07
P61626ups|LYSC_HUMAN_UPS	Lysozyme	Lysozyme		3	3		7.74261e+07		7.53391e+07		7.65083e+07
P61714	RISB_ECOLI	ribE	6,7-dimethyl-8-ribityllumazine synthase	10	10	2.24454e+08	2.3199e+08	2.23397e+08	2.26363e+08	2.29939e+08	2.20673e+08
P61769ups|B2MG_HUMAN_UPS	Beta-2-microglobulin	Beta-2-microglobulin		3	3		1.45457e+07		1.48816e+07		1.52864e+07
P61887	RMLA2_ECOLI	rmlA2	Glucose-1-phosphate thymidylyltransferase 2	3	3	4.07902e+06	3.62787e+06	3.69018e+06	4.20418e+06	3.94158e+06	3.68606e+06
P61889	MDH_ECOLI	mdh	Malate dehydrogenase	15	15	1.01314e+08	9.21888e+07	9.64225e+07	9.38561e+07	9.7664e+07	8.99608e+07
P61949	FLAV_ECOLI	fldA	Flavodoxin-1	6	6	1.68933e+08	1.64046e+08	1.73937e+08	1.56562e+08	1.74472e+08	1.54565e+08
P62399	RL5_ECOLI	rplE	50S ribosomal protein L5	19	19	1.35715e+09	1.35872e+09	1.34339e+09	1.3974e+09	1.38555e+09	1.32325e+09
P62517	OPGH_ECOLI	mdoH	Glucans biosynthesis glucosyltransferase H	4	4	2.84986e+06	2.02225e+06		2.47448e+06	2.65752e+06	2.60243e+06
P62556	SOPA_ECOLI	sopA	Protein SopA	7	7	5.49149e+07	5.5687e+07	5.66236e+07	5.65829e+07	5.37258e+07	5.62588e+07
P62558	SOPB_ECOLI	sopB	Protein SopB	11	11	2.30264e+07	2.2885e+07	2.31332e+07	2.29417e+07	2.42884e+07	2.32658e+07
P62601	TREF_ECOLI	treF	Cytoplasmic trehalase	2	2	304309	350981		468248	383239	302922
P62615	ISPE_ECOLI	ispE	4-diphosphocytidyl-2-C-methyl-D-erythritol kinase	3	3	9.22144e+06	8.6877e+06	9.81233e+06	8.92326e+06	8.92051e+06	8.82954e+06
P62617	ISPF_ECOLI	ispF	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	3	3	8.89209e+06	1.02262e+07	8.06222e+06	1.00835e+07	8.73222e+06	1.06286e+07
P62620	ISPG_ECOLI	ispG	4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase	21	21	3.19494e+07	2.94321e+07	3.15757e+07	2.90036e+07	3.26808e+07	2.84856e+07
P62623	ISPH_ECOLI	ispH	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	9	9	1.13237e+07	1.04741e+07	1.11674e+07	1.07987e+07	1.20996e+07	1.07076e+07
P62672	APAG_ECOLI	apaG	Protein ApaG	2	2	5.90892e+06	5.24353e+06	5.93767e+06	5.83122e+06	5.4273e+06	5.86067e+06
P62707	GPMA_ECOLI	gpmA	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	19	19	2.11816e+08	2.11007e+08	2.1461e+08	2.04718e+08	2.0844e+08	2.05618e+08
P62768	YAEH_ECOLI	yaeH	UPF0325 protein YaeH	13	13	3.33772e+07	3.53384e+07	3.3811e+07	3.50398e+07	3.3466e+07	3.46943e+07
P62937ups|PPIA_HUMAN_UPS	Peptidyl-prolyl	Peptidyl-prolyl		7	7		7.65582e+07		7.40218e+07		7.39328e+07
P62988ups|UBIQ_HUMAN_UPS	Ubiquitin	Ubiquitin		3	3	908186	8.95492e+06	698396	9.20504e+06	772371	8.9068e+06
P63020	NFUA_ECOLI	nfuA	Fe/S biogenesis protein NfuA	6	6	7.51914e+07	7.11413e+07	7.30415e+07	7.03238e+07	7.06922e+07	7.25754e+07
P63165ups|SUMO1_HUMAN_UPS	Small	Small		15	15		5.22989e+07		5.51605e+07		5.41837e+07
P63177	RLMB_ECOLI	rlmB	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB	7	7	2.15683e+07	2.31545e+07	2.02677e+07	2.26958e+07	2.10517e+07	2.32034e+07
P63183	KUP_ECOLI	kup	Low affinity potassium transport system protein kup	2	2	1.73417e+06	1.74863e+06	1.47583e+06			1.63994e+06
P63204	GADE_ECOLI	gadE	Transcriptional regulator GadE	1	1						2.0011e+06
P63224	GMHA_ECOLI	gmhA	Phosphoheptose isomerase	9	9	2.08134e+08	2.04935e+08	2.05973e+08	2.04436e+08	2.06853e+08	1.99688e+08
P63228	GMHB_ECOLI	gmhB	D,D-heptose 1,7-bisphosphate phosphatase	3	3	1.30719e+07	1.2274e+07	1.15351e+07	1.2329e+07	1.36256e+07	1.34008e+07
P63235	GADC_ECOLI	gadC	Probable glutamate/gamma-aminobutyrate antiporter	3	3	2.55161e+07	2.5139e+07	2.57215e+07	2.53332e+07	2.58369e+07	2.63101e+07
P63279ups|UBC9_HUMAN_UPS	SUMO-conjugating	SUMO-conjugating		5	5		4.66081e+07		4.18922e+07		4.43898e+07
P63284	CLPB_ECOLI	clpB	Chaperone protein ClpB	54	54	6.62918e+07	6.82246e+07	6.51831e+07	6.76691e+07	6.43676e+07	6.53244e+07
P63386	MLAF_ECOLI	mlaF	Probable phospholipid import ATP-binding protein MlaF	2	2	2.93156e+06	3.28892e+06	3.219e+06	2.74044e+06	3.31818e+06	3.36314e+06
P63389	YHES_ECOLI	yheS	Uncharacterized ABC transporter ATP-binding protein YheS	17	17	5.74578e+06	5.84435e+06	5.69739e+06	6.465e+06	5.77943e+06	6.27076e+06
P63417	YHBS_ECOLI	yhbS	Uncharacterized N-acetyltransferase YhbS	6	6	4.469e+07	4.1534e+07	4.55058e+07	4.32918e+07	4.62375e+07	3.9891e+07
P63883	AMIC_ECOLI	amiC	N-acetylmuramoyl-L-alanine amidase AmiC	9	9	5.501e+06	5.46035e+06	5.24397e+06	5.39456e+06	5.312e+06	5.00487e+06
