Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P03004	P03004		dnaA		2.01959e+06	2.02889e+06	1.9738e+06	1.94922e+06	1.9654e+06	2.00204e+06
P03018	P03018		uvrD		3.28592e+06	3.29363e+06	3.30257e+06	3.33321e+06	3.46156e+06	3.42492e+06
P03817	P03817		mioC		9.46097e+06	9.40067e+06	9.83843e+06	1.0021e+07	9.82812e+06	8.39321e+06
P03841	P03841		malM		9.63496e+06	9.84528e+06	1.06362e+07	1.06622e+07	1.05096e+07	9.06126e+06
P04036	P04036		dapB		5.28995e+06	5.21658e+06	5.47234e+06	5.06485e+06	5.12276e+06	4.7564e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1.10017e+06	1.09882e+06				1.01194e+06
P04079	P04079		guaA		1.99049e+07	2.00986e+07	1.96326e+07	1.9669e+07	1.97059e+07	1.93058e+07
P04335	P04335		frsA		4.45997e+06	4.54722e+06	4.48454e+06	4.56551e+06	4.43734e+06	4.26415e+06
P04425	P04425		gshB		1.45787e+07	1.44318e+07	1.45719e+07	1.48114e+07	1.46877e+07	1.39922e+07
P04693	P04693		tyrB		3.87283e+06	3.8453e+06	4.07392e+06	4.0804e+06	3.76542e+06	4.52485e+06
P04805	P04805		gltX		2.50576e+07	2.51177e+07	2.41724e+07	2.41389e+07	2.44851e+07	2.49685e+07
P04825	P04825		pepN		1.62838e+07	1.62888e+07	1.56133e+07	1.57607e+07	1.57557e+07	1.49713e+07
P04846	P04846		nlpA		3.20892e+06	3.20107e+06	3.31011e+06	3.31296e+06	3.17849e+06	3.26876e+06
P04949	P04949		fliC		3.67027e+07	3.66567e+07	4.28516e+07	4.30233e+07	4.15947e+07	3.50064e+07
P04951	P04951		kdsB		5.76518e+06	5.64008e+06	5.80118e+06	5.73719e+06	5.65681e+06	5.907e+06
P04982	P04982		rbsD		1.16953e+06	1.20445e+06	1.26804e+06	1.08127e+06	1.18892e+06	1.01372e+06
P04995	P04995		sbcB		1.17818e+07	1.17907e+07	1.19858e+07	1.15416e+07	1.1507e+07	1.18335e+07
P05020	P05020		pyrC		6.75102e+06	6.55481e+06	6.72736e+06	6.8216e+06	6.63805e+06	6.36199e+06
P05041	P05041		pabB		1.36952e+07	1.45747e+07	1.44835e+07	1.55169e+07	1.59095e+07	1.34731e+07
P05055	P05055		pnp		4.25826e+07	4.28315e+07	4.29072e+07	4.2647e+07	4.29058e+07	3.98211e+07
P05100	P05100		tag		1.68941e+06	1.58598e+06	1.571e+06	1.46441e+06	1.52079e+06	1.5794e+06
P05194	P05194		aroD		1.16002e+06	1.19732e+06	1.07947e+06	1.05342e+06	1.04781e+06	1.15076e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				5.72366e+06	5.78068e+06	938754	816723	1.3575e+06	4.50474e+06
P05458	P05458		ptrA		873580	837763	870593	830052	826810	883207
P05459	P05459		pdxB		6.06173e+06	6.06593e+06	6.12876e+06	6.15608e+06	5.83323e+06	6.04107e+06
P05637	P05637		apaH		2.5222e+06	2.71191e+06	2.61351e+06	2.82882e+06	2.24031e+06	2.59123e+06
P05719	P05719		hsdS		1.12467e+06	1.18295e+06	1.30003e+06	1.25435e+06	1.35265e+06	1.09816e+06
P05791	P05791		ilvD		2.94535e+06	2.91271e+06	2.80651e+06	2.91454e+06	2.76119e+06	2.97344e+06
P05793	P05793		ilvC		6.43972e+06	6.39809e+06	6.56213e+06	6.60458e+06	6.68848e+06	5.89245e+06
P05825	P05825		fepA		2.0426e+06	2.09219e+06	2.11257e+06	2.13817e+06	2.09774e+06	2.15856e+06
P05852	P05852		gcp		2.64074e+06	2.79057e+06	2.77382e+06	2.88463e+06	2.94766e+06	2.90055e+06
P06129	P06129		btuB		1.5717e+07	1.5644e+07	1.49477e+07	1.56756e+07	1.52616e+07	1.44907e+07
P06149	P06149		dld		6.88926e+06	6.87157e+06	6.56594e+06	6.79475e+06	6.60569e+06	5.89478e+06
P06282	P06282		cdh		2.28542e+06	2.32066e+06	2.35193e+06	2.50874e+06	2.33279e+06	2.59044e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.97786e+06	2.08257e+06				2.14838e+06
P06610	P06610		btuE		1.0406e+07	1.02554e+07	9.9852e+06	1.01479e+07	9.55724e+06	9.86747e+06
P06612	P06612		topA		6.03234e+06	5.90753e+06	6.01361e+06	5.9661e+06	5.86043e+06	6.23561e+06
P06616	P06616		era		4.38218e+06	4.10149e+06	4.20201e+06	4.04729e+06	4.0308e+06	3.91711e+06
P06709	P06709		birA		950598	979148	1.01351e+06	985226	1.09902e+06	1.01408e+06
P06710	P06710		dnaX		1.27621e+06	1.3478e+06	1.3699e+06	1.38926e+06	1.47333e+06	1.29078e+06
P06715	P06715		gor		4.55393e+06	4.64105e+06	4.44755e+06	4.55763e+06	4.3871e+06	4.36812e+06
P06722	P06722		mutH		593347	516624	540302	567807	603059	
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3.65875e+06	3.68867e+06	295048			3.5551e+06
P06846	P06846		ebgR		1.3536e+06	1.399e+06	1.39904e+06	1.13721e+06	1.28975e+06	1.18734e+06
P06959	P06959		aceF		4.47889e+07	4.38175e+07	4.38251e+07	4.36659e+07	4.33091e+07	3.96906e+07
P06961	P06961		cca		1.06285e+06	1.0144e+06	961777	1.06362e+06	1.10489e+06	1.12739e+06
P06968	P06968		dut		8.56275e+06	8.3237e+06	8.63222e+06	8.67775e+06	8.20292e+06	8.16531e+06
P06971	P06971		fhuA		1.36565e+07	1.35786e+07	1.39073e+07	1.36471e+07	1.35388e+07	1.33371e+07
P06974	P06974		fliM		1.54849e+06	1.45594e+06	1.50891e+06	1.70007e+06	1.46124e+06	1.33845e+06
P06983	P06983		hemC		1.03041e+07	1.0627e+07	1.09806e+07	1.09918e+07	1.06548e+07	9.53228e+06
P06986	P06986		hisC		4.47939e+06	4.68336e+06	4.5136e+06	4.4107e+06	4.25203e+06	4.74352e+06
P06987	P06987		hisB		1.13192e+06	1.14519e+06	1.19838e+06	1.19906e+06	1.15633e+06	1.27158e+06
P06988	P06988		hisD		2.05483e+06	2.04552e+06	2.18066e+06	2.11176e+06	2.27818e+06	1.92745e+06
P06992	P06992		rsmA		2.27126e+06	2.43174e+06	2.11066e+06	2.1236e+06	1.79009e+06	2.09475e+06
P06996	P06996		ompC		3.01354e+08	3.03691e+08	3.0564e+08	3.02239e+08	3.01134e+08	2.7892e+08
P06999	P06999		pfkB		1.20664e+06	1.20212e+06	1.16459e+06	1.18548e+06	1.20342e+06	1.26812e+06
P07000	P07000		pldB		519303	525036	638320	620877	568793	507683
P07001	P07001		pntA		3.51934e+06	3.56601e+06	3.39313e+06	3.50913e+06	3.2953e+06	3.49533e+06
P07003	P07003		poxB		2.36687e+06	2.39912e+06	2.37605e+06	2.45085e+06	2.31019e+06	2.48586e+06
P07004	P07004		proA		2.55031e+07	2.49132e+07	2.53982e+07	2.56899e+07	2.63518e+07	2.30545e+07
P07012	P07012		prfB		9.26522e+06	9.12511e+06	9.42297e+06	9.31437e+06	9.43736e+06	8.43284e+06
P07014	P07014		sdhB		1.66181e+06	1.62365e+06	1.73341e+06	1.77477e+06	1.63319e+06	1.49838e+06
P07017	P07017		tar		6.44994e+06	6.86543e+06	6.43567e+06	6.57392e+06	6.23245e+06	5.92161e+06
P07021	P07021		yfiB		1.53575e+06	1.41202e+06	1.35771e+06	1.45472e+06	1.37606e+06	1.24594e+06
P07023	P07023		tyrA		2.48921e+06	2.5616e+06	2.26254e+06	2.42796e+06	2.30666e+06	2.5666e+06
P07024	P07024		ushA		4.89277e+06	4.91509e+06	5.02553e+06	5.07393e+06	4.9268e+06	5.12414e+06
P07026	P07026		sdiA		1.65761e+06	1.73763e+06	1.88727e+06	1.83872e+06	1.73768e+06	2.1245e+06
P07118	P07118		valS		2.4509e+07	2.45522e+07	2.42061e+07	2.41921e+07	2.44917e+07	2.23167e+07
P07330	P07330		cheB		1.54306e+06	1.55864e+06	1.74608e+06	1.71583e+06	1.74814e+06	1.72563e+06
P07363	P07363		cheA		1.66989e+06	1.70576e+06	1.74854e+06	1.75992e+06	1.64681e+06	1.57419e+06
P07395	P07395		pheT		1.46146e+07	1.46731e+07	1.43685e+07	1.43771e+07	1.41764e+07	1.39333e+07
P07604	P07604		tyrR		2.19263e+06	2.18564e+06	2.29473e+06	2.25553e+06	2.37533e+06	2.31011e+06
P07639	P07639		aroB		3.20833e+06	3.19335e+06	3.33074e+06	3.33113e+06	3.35387e+06	3.06456e+06
P07649	P07649		truA		1.77066e+06	1.81349e+06	1.98927e+06	2.00619e+06	1.96629e+06	1.95789e+06
P07650	P07650		deoA		6.20598e+06	6.22716e+06	5.76914e+06	5.82894e+06	5.75822e+06	5.75484e+06
P07658	P07658		fdhF		943546	883738	848534	909001	958365	1.01335e+06
P07762	P07762		glgB		3.76673e+06	3.88812e+06	3.73481e+06	3.62575e+06	3.67864e+06	3.8963e+06
P07813	P07813		leuS		1.49843e+07	1.49398e+07	1.46407e+07	1.45093e+07	1.46516e+07	1.41401e+07
P07821	P07821		fhuC		547982	548575	581410		611991	514277
P07822	P07822		fhuD		349633	366945	421428	444438	470848	297423
P07862	P07862		ddlB		5.96781e+06	6.00316e+06	5.70333e+06	5.86057e+06	5.70461e+06	5.6779e+06
P07913	P07913		tdh		4.39805e+06	4.16962e+06	3.97135e+06	3.87675e+06	3.83248e+06	4.03458e+06
P08178	P08178		purM		1.86609e+06	1.72448e+06	1.80979e+06	1.64449e+06	1.60812e+06	1.59964e+06
P08189	P08189		fimF		1.30337e+06	930170	1.37712e+06	1.31393e+06	1.25987e+06	1.08834e+06
P08190	P08190		fimG		2.23432e+06	1.77307e+06	1.95513e+06	2.04409e+06	2.07775e+06	1.82955e+06
P08191	P08191		fimH		2.93398e+06	3.00333e+06	3.10144e+06	2.75901e+06	2.62397e+06	3.17126e+06
P08192	P08192		folC		2.59991e+06	2.61404e+06	2.51611e+06	2.61979e+06	2.48196e+06	2.71925e+06
P08200	P08200		icd		2.54351e+07	2.45159e+07	2.42399e+07	2.45639e+07	2.49275e+07	2.2737e+07
P08201	P08201		nirB		5.85195e+06	5.84487e+06	5.74185e+06	5.78026e+06	5.67247e+06	6.13617e+06
P08244	P08244		pyrF		9.35949e+06	9.45368e+06	9.60899e+06	9.65925e+06	9.89892e+06	9.5179e+06
P08245	P08245		yciH		736460	694822	742554	708344	739939	562414
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				5.01377e+06	5.02551e+06				3.27855e+06
P08312	P08312		pheS		1.39684e+07	1.38796e+07	1.40168e+07	1.4152e+07	1.41029e+07	1.31442e+07
P08331	P08331		cpdB		2.48507e+06	2.44411e+06	2.47841e+06	2.41366e+06	2.43517e+06	2.38427e+06
P08337	P08337		mutT		1.12337e+06	1.11611e+06	1.11047e+06	980524	942624	1.06905e+06
P08373	P08373		murB		1.87157e+06	1.84059e+06	1.62868e+06	1.68972e+06	1.5696e+06	1.84323e+06
P08390	P08390		usg		5.17285e+06	5.31353e+06	5.61078e+06	5.58594e+06	5.62948e+06	4.69489e+06
P08395	P08395		sppA		2.28949e+06	2.22466e+06	2.1785e+06	2.19111e+06	2.06655e+06	2.15736e+06
P08506	P08506		dacC		6.40858e+06	6.47968e+06	6.69045e+06	6.48486e+06	6.42056e+06	6.33434e+06
P08622	P08622		dnaJ		5.82712e+06	5.78943e+06	5.98172e+06	5.87486e+06	6.04404e+06	5.77684e+06
P08660	P08660		lysC		2.47361e+06	2.6032e+06	2.38706e+06	2.50085e+06	2.34838e+06	2.91972e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				3.94449e+06	4.05661e+06				4.36588e+06
