Protein.Group	pval	log2fc	-log10(p-value)	color	gene_names_	label	FC_pass	Bonf_pass	BH_thr	BH_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	1.999561224566414e-06	-3.61071961854762	5.699065293663856	down		ids:P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	True	True	2.6205450733752623e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P42628	6.486368501646971e-06	0.34940754861619894	5.1879983819526325	non_sig	yhaO		False	True	5.2410901467505245e-05	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P09373	1.8408805636892546e-05	-0.11455677916600848	4.7349743876031765	non_sig	pflB		False	True	7.861635220125787e-05	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P0A972	3.4743864354177116e-05	0.48814155014529703	4.45912187920038	non_sig	cspE		False	False	0.00010482180293501049	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P61889	6.151820430680607e-05	0.08354215390670205	4.210996349913828	non_sig	mdh		False	False	0.0001310272536687631	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	6.940697322700863e-05	-3.0119470054824866	4.1585968943596345	down		ids:P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	True	False	0.00015723270440251574	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P0AG44	7.823200399812259e-05	-0.3736003453851353	4.106615544684575	non_sig	rplQ		False	False	0.00018343815513626835	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P0ABP8	9.639193863340167e-05	-0.11419687513961918	4.015959285116078	non_sig	deoD		False	False	0.00020964360587002098	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P36928	0.00010521307784117689	-0.10981521749360468	3.9779302746189877	non_sig	yegD		False	False	0.0002358490566037736	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P45578	0.00011761780017538706	-0.40063968708205167	3.9295269475374903	non_sig	luxS		False	False	0.0002620545073375262	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P77570	0.00012962989391303485	-0.1576429849809955	3.8872948343883964	non_sig	anmK		False	False	0.00028825995807127885	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
Q46927	0.000195585468311429	-0.2733908240819254	3.708663415737595	non_sig	ygdL		False	False	0.0003144654088050315	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P0AEP3	0.00021068385643039796	-0.18188298877043252	3.6763687407649397	non_sig	galU		False	False	0.00034067085953878406	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P0A858	0.0002285162879083128	-0.37741888853701155	3.6410828393726913	non_sig	tpiA		False	False	0.0003668763102725367	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P18355	0.0002702957953243064	0.5428418004752444	3.568160710060264	non_sig			False	False	0.00039308176100628933	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P0A7M6	0.00036414285028557965	-0.2686428970476449	3.438728212723312	non_sig	rpmC		False	False	0.00041928721174004196	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P0AF63	0.0003990382308589405	-0.23355715812781952	3.398985493647379	non_sig	nsrR		False	False	0.0004454926624737946	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P0AG07	0.00040032825089465524	-0.09389652283541139	3.397583760944776	non_sig	rpe		False	False	0.0004716981132075472	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P17993	0.00042251390628693033	-0.1127591459224746	3.3741589924556186	non_sig	ubiG		False	False	0.0004979035639412999	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P64506	0.0004390281354556299	-0.4311316662218019	3.3575076467702174	non_sig	yebY		False	False	0.0005241090146750524	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P02358	0.00047920067808487476	-0.1913852551420625	3.3194825760771947	non_sig	rpsF		False	False	0.000550314465408805	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P68206	0.00048551308328286257	-0.5257452437406762	3.3137990625201486	non_sig	yjbJ		False	False	0.0005765199161425577	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P0AFK9	0.0005029792457003693	-0.07319034997315299	3.298449934752747	non_sig	potD		False	False	0.0006027253668763104	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P0ABA6	0.0005992226062912062	-0.08701892060308225	3.222411810792015	non_sig	atpG		False	False	0.000628930817610063	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
P13035	0.0006062795079931259	-0.033227391554795815	3.2173271104981818	non_sig	glpD		False	False	0.0006551362683438155	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.660964047443681
