protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P45748	14832176.08477502	14302572.59664959	14796508.04614936	13845702.235548578	13778575.15908352	13491364.675896406	P45748	P45748		rimN	0	0.014389975214691587	0.09556041225152213	False	0.003787076271186441	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
Q46925	2911685.223436437	2803292.2892759265	2790650.643603555	2496086.374466227	2341931.609707029	2213277.8708068626	Q46925	Q46925		csdA	0	0.014524104362173463	0.27052937172194336	False	0.0038135593220338985	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7J3	1194179089.8368268	1226334931.991129	1220962349.0898714	1287117277.377021	1335529250.9977975	1286628838.004937	P0A7J3	P0A7J3		rplJ	0	0.01457192769724634	-0.10237772683466434	False	0.003840042372881356	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6Y8	439748238.2775672	433927117.3951937	432175147.613254	444881511.3049721	449557746.9619581	448825896.8356407	P0A6Y8	P0A6Y8		dnaK	0	0.01475057901454338	-0.04075437168377997	False	0.0038665254237288138	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P36680	11767331.222064734	11426514.583404478	12121114.711451462	10961564.747896552	10558507.842010014	10548933.324612796	P36680	P36680		zapD	0	0.014818529089312624	0.1390998501884159	False	0.0038930084745762714	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P25526	2939421.294358826	2969011.0933063105	2904137.643035789	3251803.2430477	3415472.2101822747	3243525.107011438	P25526	P25526		gabD	0	0.015037590918260832	-0.1694387809570469	False	0.003919491525423729	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P68191	3011424.0780153587	2847127.294988317	3049765.860068988	2566879.901464309	2667034.434669188	2595119.3328324	P68191	P68191		sra	0	0.015207795664199256	0.18631868681890018	False	0.003945974576271187	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AE01	20085289.63369996	20710537.82637109	21029443.10888348	22513145.11937433	21710724.17142128	22094863.873813808	P0AE01	P0AE01		trmJ	0	0.015266364944221383	-0.10121980004511398	False	0.003972457627118644	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AC59	31650149.32086184	31198994.07311416	30780840.232526645	30001127.1339671	29081260.01454984	29862247.314278416	P0AC59	P0AC59		grxB	0	0.015351422919817625	0.07406302737226729	False	0.003998940677966102	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	62430.69754014204	54504.46874999999	52991.61042449279	605354.3974077234	763978.9082188666	912256.4822926334	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)			3	0.015400217319237512	-3.7470543171170023	False	0.004025423728813559	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0A9K9	108576010.85589628	103982781.69603588	102412523.6473129	113206379.96490674	120999683.5147466	120422330.1435865	P0A9K9	P0A9K9		slyD	0	0.01578731576727549	-0.1710876001886689	False	0.004051906779661017	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P16433	5000966.824198429	4967883.243496325	5354223.098868396	4174844.1613323744	4451861.210867285	4594822.745240968	P16433	P16433		hycG	0	0.015967290944919093	0.2128167402166854	False	0.0040783898305084745	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P45523	218325964.47423452	222463137.5884921	219795629.6175264	215302736.97766235	212724542.82590425	210610202.5911372	P45523	P45523		fkpA	0	0.01623300378357979	0.04874639562361378	False	0.0041048728813559325	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ACM2	1207021.7119183056	1087299.7622664715	1140902.097437688	1354501.9975841308	1367904.2198917067	1270129.9725204548	P0ACM2	P0ACM2		ydfH	0	0.016339854284548257	-0.21690148913284868	False	0.004131355932203391	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00448	15007118.909250394	14740137.885303374	15271914.398147551	13938592.039240245	14034729.36751424	14443746.003479868	P00448	P00448		sodA	0	0.01643560164818822	0.08589461620516725	False	0.004157838983050848	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEB7	13560782.036551394	12634829.827053197	13062548.025639923	15088457.20091159	15680847.664022433	16822628.558679525	P0AEB7	P0AEB7		yoaB	0	0.016557146409291866	-0.2777245129120465	False	0.004184322033898305	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AED7	24475989.62464527	24687824.12839628	24195727.111435104	21992207.80565757	23007927.45910637	21855028.53866809	P0AED7	P0AED7		dapE	0	0.016654110555230292	0.13394561310493036	False	0.004210805084745763	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P20099	2200594.9008474336	2138110.208916568	2052192.1068998645	2597832.029817176	2369006.683152638	2461965.9909070963	P20099	P20099		bisC	0	0.01675740202033515	-0.21711161449138353	False	0.00423728813559322	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A978	6650179.405390899	6900524.880515301	6948532.191773101	5807947.457331624	6104823.111363238	6309146.208469173	P0A978	P0A978		cspG	0	0.01678033959695258	0.16989545026451147	False	0.004263771186440678	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEK4	172703092.77766562	171922981.3131709	164908103.27289966	186664620.74954912	187908774.29558375	187838695.7722348	P0AEK4	P0AEK4		fabI	0	0.017144387510752233	-0.14244869059035795	False	0.004290254237288136	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P36879	4537507.652746726	4798067.389831484	4897534.94684068	4221065.726520875	4055150.450413395	3726678.0325252754	P36879	P36879		yadG	0	0.017346438327204918	0.2458686117230586	False	0.004316737288135594	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A884	31830934.942658182	31154396.020784657	32241952.859516155	29131898.598130863	29214134.471508257	30432925.7890722	P0A884	P0A884		thyA	0	0.017481067189586114	0.10115719337907236	False	0.004343220338983052	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADY3	60570922.48015753	63057829.26648033	63983275.19615471	69787120.1771178	69108873.31194454	69254626.6063276	P0ADY3	P0ADY3		rplN	0	0.018186111603147932	-0.14987554102395692	False	0.004369703389830508	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P22523	47235684.87974976	47863428.37438685	47302497.65622339	46445188.42056992	46659668.18856687	46245409.500215866	P22523	P22523		mukB	0	0.018302642314721767	0.03124970932681195	False	0.004396186440677966	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEU0	14505888.123640098	14626995.543505143	14979660.42182272	14146407.764724689	13946448.451341225	13852294.556096658	P0AEU0	P0AEU0		hisJ	0	0.018435760254133383	0.07268493484231162	False	0.004422669491525423	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ACB2	29224308.629962515	29576480.206303127	28103821.383929286	31912118.111160893	31056237.783473067	30682303.15413452	P0ACB2	P0ACB2		hemB	0	0.0185861122927707	-0.10785643430706839	False	0.0044491525423728815	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AC47	40731778.99649927	40494276.18672931	39000475.71314079	42350395.05282352	43140768.04373113	43238530.01152889	P0AC47	P0AC47		frdB	0	0.01877616775642713	-0.09858957074559682	False	0.0044756355932203395	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAI9	26449342.013192616	25798944.875454225	27014022.77404913	24241308.65280908	24014640.984643266	24062287.06849372	P0AAI9	P0AAI9		fabD	0	0.019083211088478016	0.1322755055286205	False	0.004502118644067797	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABT5	636471.6565290281	721156.0812557648	542564.1625774294	922352.924744637	972740.9237810964	922585.3765774228	P0ABT5	P0ABT5		dusB	0	0.019225853471448964	-0.5683622556493131	False	0.004528601694915255	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A715	97729106.7945642	96156736.16760065	97724695.1544444	102499435.08880062	100023699.0820997	100441450.72399512	P0A715	P0A715		kdsA	0	0.019295218707336987	-0.055106303231270866	False	0.004555084745762712	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P62517	757148.9045210503	623603.4999999997	883360.1174583934	326959.9394704538	505524.9496628419	299702.3183652132	P62517	P62517		mdoH	0	0.019665540935059015	0.9998331311259687	False	0.004581567796610169	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P21893	2349859.3306879955	2400838.01848633	2564971.656965532	2042748.9448697276	2124601.9657526044	2196771.629103621	P21893	P21893		recJ	0	0.01999824207107481	0.20102818783299495	False	0.004608050847457627	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69441	160748617.34514797	159228396.74254376	166622854.79165134	177522620.49483296	177616214.45487344	178013204.38455954	P69441	P69441		adk	0	0.02008115122971771	-0.13181107447225793	False	0.0046345338983050845	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8A4	5471239.909236765	5526847.388567331	5355060.065587461	5052793.229687384	5208394.994385341	5233880.224409596	P0A8A4	P0A8A4		ppsR	0	0.020092310333459457	0.07775919881554763	False	0.004661016949152543	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P39285	1652571.359491741	1596274.212695992	1613134.3738433465	1779984.3578167618	1695263.1157607485	1748375.1677126675	P39285	P39285		yjeP	0	0.020172274141130306	-0.10350673643030078	False	0.0046875	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P38521	1454802.5108284089	1491786.2230318857	1336984.4707616982	1256430.6251069847	1102194.081546912	1199069.031925207	P38521	P38521		yggL	0	0.020315818911156306	0.26787242118212723	False	0.004713983050847458	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AG90	74420037.25206384	75573773.33479296	75492758.7322301	72732966.1000447	72784631.42506249	70915222.07306877	P0AG90	P0AG90		secD	0	0.02047152644185965	0.05912222044004143	False	0.004740466101694916	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEM6	9388381.717273869	8534940.427066809	9369599.70833683	7374532.94258417	7766945.821751499	7778304.836435976	P0AEM6	P0AEM6		fliA	0	0.0206151022512432	0.25193342824721515	False	0.004766949152542373	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ACP5	3103776.4721959927	2925738.9565991163	3358170.4516202784	2577079.7840698035	2368682.2553379657	2531888.9137289994	P0ACP5	P0ACP5		gntR	0	0.020773788718088108	0.3281844392522712	False	0.004793432203389831	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23256	713934.9415316043	704023.1249999994	727944.336405695	653837.1805223924	608948.6478966416	594863.0918247615	P23256	P23256		malY	0	0.021212144126712094	0.20810659240055313	False	0.004819915254237288	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77808	14137416.560557304	14042152.972395048	14508601.641007934	13392801.967803102	13409432.199672736	13561893.454844296	P77808	P77808		yfaY	0	0.021279238585522792	0.08076264515944682	False	0.004846398305084746	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6A8	203213987.92056477	208170265.34240648	207948882.78833348	194020939.5767657	187366073.83867952	181417908.6873907	P0A6A8	P0A6A8		acpP	0	0.021552756467022895	0.13808069037564794	False	0.004872881355932204	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9Q5	92343420.50245851	92457216.4417378	88412849.16258872	97171529.3857144	96212861.48246184	98998917.95622373	P0A9Q5	P0A9Q5		accD	0	0.02161877372116335	-0.09783225671425458	False	0.004899364406779661	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P13001	2836616.202245116	3043064.2645031377	2612596.1285534743	2372404.8512090915	2287599.692667132	2039696.166533612	P13001	P13001		bioH	0	0.021679529194565117	0.34205471208438215	False	0.004925847457627119	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFF6	156718559.93579578	154600407.65898272	157353579.0498032	161763000.82558432	161502859.90578592	161571133.19958207	P0AFF6	P0AFF6		nusA	0	0.022246100395523497	-0.04891949444657488	False	0.004952330508474576	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P52643	18179960.26376433	18415595.19009016	18104042.02106656	19445478.41370112	18826835.830455422	19383970.453431997	P52643	P52643		ldhA	0	0.022325063194301085	-0.075947657767154	False	0.004978813559322034	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AB83	2074007.3229007225	2159353.785505573	2017995.9483398397	1753690.1337428996	1447835.8358013353	1447789.6536387363	P0AB83	P0AB83		nth	0	0.02237818665155665	0.4271510389207223	False	0.005005296610169492	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A805	55020682.78255288	57967345.27709059	55838119.21080907	61166268.30690149	59168227.32803664	60882011.599308535	P0A805	P0A805		frr	0	0.02243646856781166	-0.1021760167470416	False	0.005031779661016949	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77804	87103340.3445786	87731865.600579	89897395.0526635	85041947.62842967	81748090.98723364	83947182.03081284	P77804	P77804		ydgA	0	0.02290370403133256	0.0783596964855504	False	0.005058262711864407	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABT2	297854921.7357477	294805870.1522248	289576246.82322794	312146935.72684705	306162271.81885993	302982244.0767564	P0ABT2	P0ABT2		dps	0	0.023143867365935294	-0.0624912968128234	False	0.005084745762711865	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A912	139147405.92258328	137259717.5321477	138353348.84561524	146987088.53072307	142695533.89558885	144156513.85722235	P0A912	P0A912		pal	0	0.023294470460106936	-0.06488179495923593	False	0.005111228813559322	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P26608	4649038.36665585	5202855.283539372	6249458.110260185	6888437.968937012	8164528.924559989	7631487.671987281	P26608	P26608		fliS	0	0.023414521088555455	-0.4945221590125286	False	0.00513771186440678	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABA4	86036486.90378246	89920451.60363281	88175145.57510935	94604926.9984232	92819217.26159808	93173741.48151565	P0ABA4	P0ABA4		atpH	0	0.02349411547928787	-0.08724458244326978	False	0.005164194915254237	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A877	8373787.777788911	7926916.047933599	8393373.090767203	7735570.091767468	7395470.445268317	7165377.1159477625	P0A877	P0A877		trpA	0	0.02403563588511426	0.14735310853484745	False	0.0051906779661016955	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P34209	1872283.1423325185	1816232.098866884	1956706.7041727835	1636093.2675757196	1758408.478920178	1625120.3084984245	P34209	P34209		ydcF	0	0.024332566498730127	0.16945155987638827	False	0.0052171610169491536	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77561	2171918.250833381	2062897.3258415333	1894179.6022836424	1561331.8053556832	1542737.2610381143	1533818.3511362365	P77561	P77561		ydeP	0	0.024459809717602577	0.40218277028913746	False	0.005243644067796611	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00957	160835340.07614875	165469580.76199973	167018892.77922943	175666656.1086579	174179667.35545754	175169315.44538748	P00957	P00957		alaS	0	0.024531441125406905	-0.08982546724691047	False	0.005270127118644068	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AET2	20152784.302686464	19208552.94917065	19021663.096820783	20786978.216258757	21754002.89890562	22461496.42903556	P0AET2	P0AET2		hdeB	0	0.024867746814674296	-0.15494635296316572	False	0.005296610169491525	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABH7	30990094.59872308	32411990.27365565	32037092.93891392	34266876.91216892	34078087.13688469	33074954.922783207	P0ABH7	P0ABH7		gltA	0	0.024871671386124925	-0.08768750721368332	False	0.005323093220338983	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P06992	5834381.894527012	6019774.400210421	6032328.690629918	5718864.151674921	5596308.432863291	5683895.567488772	P06992	P06992		rsmA	0	0.024914539131782206	0.07341423636783631	False	0.005349576271186441	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8J8	44065113.171518	43677782.51176591	44562948.24762552	45664255.4145605	47361056.15350625	46274665.70308355	P0A8J8	P0A8J8		rhlB	0	0.025100803412523437	-0.07431823587689387	False	0.0053760593220338986	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P25519	17826792.29463555	17937516.483331166	18067304.578877628	17125448.97326633	17500465.43128847	17492135.791800093	P25519	P25519		hflX	0	0.025110017920490942	0.04667055237379819	False	0.005402542372881357	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8U6	20787317.35343293	21537321.758347973	21078746.314372934	23747088.580402795	22380220.12920622	22841059.55863064	P0A8U6	P0A8U6		metJ	0	0.025521594529761937	-0.12137495909054247	False	0.005429025423728814	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A717	165789583.0118436	165185591.3404879	163969007.29194397	183504807.44180557	192755621.5865969	181154232.05538008	P0A717	P0A717		prs	0	0.025524241588745115	-0.17148511716760356	False	0.005455508474576272	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	1024421.5664130524	1338201.7161258743	52991.61042449279	2772205.199143304	2743439.038632226	3090187.3635747973	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			1	0.02598799181682255	-1.8329241371979461	False	0.00548199152542373	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0A6W9	23673448.53421144	24221143.142792404	23649177.342254736	23211951.540810004	22852389.714600485	22447085.00489886	P0A6W9	P0A6W9		gshA	0	0.02616370847270135	0.06248150416373214	False	0.005508474576271186	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69853	5174844.741566128	5428572.787543596	4879019.051712399	4405444.585345233	4411734.635665047	4245076.022543205	P69853	P69853		dmsD	0	0.026498138077199654	0.24522853181906057	False	0.005534957627118644	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFC7	18415768.516446296	17277952.914704427	17352167.507691357	19041612.689231955	19217595.681514077	20298472.06438423	P0AFC7	P0AFC7		nuoB	0	0.0270944163769238	-0.14261746078188703	False	0.005561440677966102	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADB7	16370832.96455422	15602242.773458708	15615952.657469152	17480253.56874937	16934099.204730317	18257310.5657471	P0ADB7	P0ADB7		ecnB	0	0.027140213674058028	-0.1463980197256469	False	0.00558792372881356	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A953	115766062.07123975	118479085.4200942	116662133.04626954	127853797.18385738	121885281.46721596	125763652.62400232	P0A953	P0A953		fabB	0	0.027142405837850086	-0.09773352070403941	False	0.005614406779661018	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AA43	15789759.649311123	15675062.040812217	15713215.860406552	17366638.45131945	16943657.47108334	16608331.293265454	P0AA43	P0AA43		rsuA	0	0.027253211661216657	-0.11007811568175237	False	0.005640889830508475	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P20605	1741269.86324849	1772890.5368504743	1589985.3941767684	1443856.710242882	1530529.1648940872	1379054.2623574154	P20605	P20605		fic	0	0.02739336148065905	0.22951365315399258	False	0.005667372881355933	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8V2	505948077.3599712	521153062.4805115	518470320.7906591	547986270.2132562	538172951.2027167	530267827.83060974	P0A8V2	P0A8V2		rpoB	0	0.027583777655146288	-0.06466803905326601	False	0.005693855932203389	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37908	1523960.8508602954	1601329.4231777268	1730025.5176798904	1842786.7797724456	1859259.889032428	1953883.2081139048	P37908	P37908		yfjD	0	0.027679462587758632	-0.22019910133552045	False	0.0057203389830508475	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABI4	4552581.153347864	4509035.142961089	4453015.105344186	4083178.126004636	4178946.1025687456	4313256.414388556	P0ABI4	P0ABI4		corA	0	0.02800358690606162	0.10392009482742694	False	0.0057468220338983056	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P02359	487572984.67576426	488963374.1685544	485343542.7864364	509657623.7979938	527189185.8516778	513088038.6732032	P02359	P02359		rpsG	0	0.0280123252400325	-0.08438277904329332	False	0.005773305084745763	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P64554	13437161.735358108	13175091.315875756	13538889.177857265	14075944.812060071	13693231.833298046	13972710.75374538	P64554	P64554		queE	0	0.028263814070700468	-0.05605480434719126	False	0.005799788135593221	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75937	12015008.164225323	13705107.452031918	12146407.179120127	9930733.017001448	10696144.001955451	9873420.055451762	P75937	P75937		flgE	0	0.028570814035464936	0.3120996529317719	False	0.005826271186440678	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A799	1598802551.839151	1574192948.1923351	1548617765.0632856	1652184971.028866	1649743114.9007685	1657678560.0954535	P0A799	P0A799		pgk	0	0.029102358759448502	-0.07094582374804724	False	0.005852754237288136	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7L0	545738632.0053476	576267760.0767589	564128814.2428604	605741780.7930026	599053983.977858	609627445.6699111	P0A7L0	P0A7L0		rplA	0	0.029677927486213326	-0.10579077425751861	False	0.005879237288135594	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P05100	1769356.5404297933	1859741.1249999984	1838546.2599568309	2022200.468616686	2249142.4213492926	2231063.9096437064	P05100	P05100		tag	0	0.029685171721107222	-0.2500545238673132	False	0.005905720338983051	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEC3	2891789.639506147	2918586.456758885	2926556.5655775024	2780623.516517425	2847079.733844312	2836360.826460015	P0AEC3	P0AEC3		arcB	0	0.029707366661077542	0.045776321877539335	False	0.005932203389830509	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69910	181489874.3736448	179997947.14896134	178474054.85707223	185200164.00918835	182830327.75152764	186820440.34251535	P69910	P69910		gadB	0	0.029981196223520593	-0.039242674367255204	False	0.005958686440677966	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A932	43937820.00759625	45897087.34773498	45426558.479297854	46731261.81338371	48453056.15145054	47809686.32850276	P0A932	P0A932		gfcE	0	0.030385805355359542	-0.08020376288132938	False	0.005985169491525424	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8J2	1962969.0382718856	2093983.9402124705	1796514.698571538	1698387.1263569987	1462027.5208412255	1584169.5493818652	P0A8J2	P0A8J2		dnaT	0	0.030447879685570136	0.3030098922838377	False	0.006011652542372882	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A917	85402100.11494139	80575410.87282196	83184095.55614413	77790231.80596273	77136670.13881336	72479994.57087167	P0A917	P0A917		ompX	0	0.03051054478390709	0.13180577260636034	False	0.006038135593220339	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AE45	2061237.30251098	2185398.9842058904	1974048.7626611004	2395519.749844148	2357975.234096437	2242912.651095385	P0AE45	P0AE45		ytfL	0	0.031373367731690666	-0.1695408830682244	False	0.006064618644067797	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAD6	77474.76060314103	68524.09375000006	126026.1000409758	146100.78714454	169204.55131263804	182510.83776169395	P0AAD6	P0AAD6		sdaC	0	0.03158903877869483	-0.8718741063782778	False	0.0060911016949152545	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A870	340000068.38137424	338244802.68641865	339926178.9900473	325778155.137256	332917043.8045327	329342010.1935829	P0A870	P0A870		talB	0	0.031995933447660586	0.043342671410239196	False	0.0061175847457627126	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P06986	15215693.722121228	15670513.375421204	15469123.290783944	14511880.125441784	14730773.61275271	15066149.076515378	P06986	P06986		hisC	0	0.0323561060469643	0.06514189656045653	False	0.006144067796610171	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABU2	137855253.98165846	137084763.7260807	137864883.42867428	145349583.5196173	144076646.71567878	141320140.74457726	P0ABU2	P0ABU2		ychF	0	0.032444215225585875	-0.06137854221121213	False	0.006170550847457627	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AD12	23206180.15161732	22298258.77020564	22151490.564672414	23799432.507530857	24049059.149296436	24236799.12020832	P0AD12	P0AD12		yeeZ	0	0.0334066644015701	-0.09148852307055431	False	0.006197033898305085	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76149	1211621.05913592	1239456.5000000016	1038537.0199042966	1473999.608215913	1445175.4300477332	1380703.3190858138	P76149	P76149		sad	0	0.03436335299357289	-0.30122814440570705	False	0.006223516949152542	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76502	6786563.863094849	5961880.472411801	6898668.623618106	7981615.884956334	7751638.62583614	8037379.064241191	P76502	P76502		sixA	0	0.03448716242972283	-0.27486302539591173	False	0.00625	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P16700	46761987.47850029	47078095.23212654	46500699.59683626	47884437.62020607	47652075.41847616	47228842.31168416	P16700	P16700		cysP	0	0.034524407736253475	-0.024711615626298727	False	0.006276483050847458	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEV9	302914.228814848	321126.84380000015	281400.7501372776	355397.55344361166	418720.5279603826	368015.1941523158	P0AEV9	P0AEV9		hycI	0	0.034562905238777294	-0.33503715668919043	False	0.006302966101694916	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
