Protein.Group	pval	log2fc	-log10(p-value)	color	gene_names_	label	FC_pass	Bonf_pass	BH_thr	BH_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	8.417398603751616e-08	-5.725891854098283	7.074822106433356	down		ids:P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	True	True	2.6109660574412533e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	6.12062385426914e-07	-2.5457713954054455	6.213204309446217	down		ids:P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	True	True	5.2219321148825065e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P0A7L3	4.217921094095345e-05	-0.3423647848340998	4.374901548996607	non_sig	rplT		False	False	7.832898172323761e-05	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P0AEX9	0.00011029597193383017	-0.2628309220655858	3.9574403479301976	non_sig	malE		False	False	0.00010443864229765013	False	Ecoli	False	True	False	False	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	0.00014092899473804458	-3.6175148529553063	3.8509996459305116	down		ids:P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	True	False	0.00013054830287206266	False	Human	True	False	False	False	msfragger	AlphaPeptStats	randomforest	1.660964047443681
Q46829	0.00014518992679957675	-0.13472141907823243	3.838063513712467	non_sig	bglA		False	False	0.00015665796344647523	False	Ecoli	False	True	False	False	msfragger	AlphaPeptStats	randomforest	1.660964047443681
Q47622	0.0001691179103127683	0.17804143200329747	3.7718103963164538	non_sig	sapA		False	False	0.00018276762402088774	False	Ecoli	False	True	False	False	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P0AEV4	0.0002708250259647392	-0.235242160827557	3.5673112065444665	non_sig	hycA		False	False	0.00020887728459530026	False	Ecoli	False	True	False	False	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P0A7K2	0.0003656854916800049	-0.18033428602083035	3.4368922696545874	non_sig	rplL		False	False	0.0002349869451697128	False	Ecoli	False	True	False	False	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P69829	0.00040957104701025724	0.549246009231311	3.3876707516613958	non_sig	ptsN		False	False	0.0002610966057441253	False	Ecoli	False	True	False	False	msfragger	AlphaPeptStats	randomforest	1.660964047443681
