Protein.Group	pval	log2fc	-log10(p-value)	color	gene_names_	label	FC_pass	Bonf_pass	BH_thr	BH_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	1.391181679369539e-08	-0.8815545292224982	7.85661615024133	down		ids:P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	True	True	2.5933609958506227e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	2.4668399919820544e-08	-0.9019685909696697	7.607859019481853	down		ids:P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	True	True	5.1867219917012454e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	7.064562123340899e-08	-0.8804212193958492	7.150914751481406	down		ids:P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	True	True	7.780082987551868e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	7.456233645994898e-08	-0.8777382721681803	7.127480491537061	down		ids:P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	True	True	0.00010373443983402491	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	8.296947248587628e-08	-0.9068075995891718	7.081081671113935	down		ids:P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	True	True	0.00012966804979253112	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	1.2113906481715776e-07	-0.8953201038020637	6.916715783374679	down		ids:P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	True	True	0.00015560165975103736	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	1.618071030744715e-07	-0.9262156851965422	6.791002417468264	down		ids:P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	True	True	0.00018153526970954357	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	1.8131133709698528e-07	-0.8421366843186213	6.741575039342303	down		ids:P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	True	True	0.00020746887966804981	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	1.8447017907892274e-07	-0.9268449058244208	6.73407383063353	down		ids:O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	True	True	0.00023340248962655603	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	6.564237696525848e-07	-0.8150423411806322	6.1828157011685345	down		ids:P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	True	True	0.00025933609958506224	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	7.179041640610922e-07	-0.7628645513287857	6.143933527620362	down		ids:P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	True	True	0.0002852697095435685	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	8.908375854910822e-07	-0.8713432998527892	6.050201467853733	down		ids:P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	True	True	0.0003112033195020747	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	8.928370640823878e-07	-0.9044546781004676	6.049227789293208	down		ids:P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	True	True	0.0003371369294605809	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	9.077605774239263e-07	-0.8469581439967939	6.0420286818917095	down		ids:P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	True	True	0.00036307053941908715	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	1.0344309920843236e-06	-0.8563056134304929	5.985298476246792	down		ids:Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	True	True	0.00038900414937759333	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	1.2398481679498281e-06	-0.8735276669198306	5.906631495369138	down		ids:P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	True	True	0.00041493775933609963	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	1.2538842301373766e-06	-0.8755477330952921	5.901742559624525	down		ids:P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	True	True	0.00044087136929460587	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	1.4385851833950134e-06	-0.7950440901570559	5.842064416997086	down		ids:P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	True	True	0.00046680497925311206	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	1.505589065768132e-06	-0.7923036402809878	5.8222935479376785	down		ids:P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	True	True	0.0004927385892116182	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	1.5190769053372031e-06	-0.9060755411812984	5.818420238831017	down		ids:P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	True	True	0.0005186721991701245	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	1.719506498142155e-06	-0.8445115916568611	5.764596178607918	down		ids:P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	True	True	0.0005446058091286307	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	2.084231499149802e-06	-0.8822687623045482	5.681054044864063	down		ids:P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	True	True	0.000570539419087137	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	2.25473292252462e-06	-0.8092548549708525	5.646904893760816	down		ids:P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	True	True	0.0005964730290456432	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
