Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				8389300.0	8352580.0	1229370.0	1260870.0	1345140.0	8251860.0	0	3.1067708847649035e-08	2.7041253702208055	True	2.6014568158168575e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				3252120.0	3325080.0	610836.0	546543.0	554645.0	3289830.0	0	8.167453522478509e-08	2.5269129690182384	True	5.202913631633715e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				3163830.0	3085740.0	363597.0	316151.0	328000.0	3081150.0	0	2.4510357903570065e-06	3.210853490174923	True	7.804370447450573e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				8416280.0	8520420.0	1064110.0	1170380.0	1074890.0	8282320.0	0	3.5780350349712894e-06	2.9298793503368885	True	0.0001040582726326743	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				4690470.0	4843460.0	384982.0	499264.0	669047.0	4553180.0	0	3.7608112540986434e-06	3.1809737718579347	True	0.00013007284079084288	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				2864430.0	2660500.0	446731.0	340750.0	353075.0	2736200.0	0	3.5338877276321485e-05	2.8566018513447484	False	0.00015608740894901147	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				2823750.0	2791340.0	391947.0	514044.0	213844.0	2549740.0	0	4.402138353811106e-05	2.8661366710019736	False	0.00018210197710718005	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				6867130.0	6747420.0	1840050.0	2282200.0	2454620.0	7303750.0	0	4.556908835850837e-05	1.669292551600104	False	0.0002081165452653486	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				6319390.0	6070250.0	900212.0	916091.0	838846.0	6291320.0	0	6.927140955647663e-05	2.814703867251604	False	0.00023413111342351719	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				4759020.0	4839640.0	468030.0	424506.0	418269.0	4979920.0	0	9.900576055336961e-05	3.475325217224088	False	0.00026014568158168577	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
