Protein.Group	pval	log2fc	-log10(p-value)	color	gene_names_	label	FC_pass	Bonf_pass	BH_thr	BH_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	1.1133528746154049e-08	-1.305001783154438	7.953367165216636	down		ids:O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	True	True	2.6055237102657634e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	0.6609640474436812
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	9.381464896013349e-08	-1.215405406666914	7.02772934215588	down		ids:P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	True	True	5.211047420531527e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	0.6609640474436812
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	1.0674157593300458e-07	-1.1157883602907788	6.971666389559831	down		ids:P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	True	True	7.816571130797291e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	0.6609640474436812
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	1.2297358081569417e-07	-1.1916335659931612	6.9101881807423595	down		ids:P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	True	True	0.00010422094841063054	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	0.6609640474436812
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	3.238777303080871e-07	-1.2497633196949671	6.4896189128629675	down		ids:P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	True	True	0.00013027618551328816	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	0.6609640474436812
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	6.414986247934513e-07	-1.2671624733261098	6.192804270302702	down		ids:P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	True	True	0.00015633142261594582	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	0.6609640474436812
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	6.474455516839451e-07	-1.2164658539488649	6.188796748632795	down		ids:P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	True	True	0.00018238665971860346	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	0.6609640474436812
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	7.202629888473721e-07	-1.2027051090403091	6.142508901136579	down		ids:P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	True	True	0.00020844189682126107	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	0.6609640474436812
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	8.292541461430645e-07	-1.2636314797317887	6.081312348397503	down		ids:P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	True	True	0.0002344971339239187	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	0.6609640474436812
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	1.1605640098866645e-06	-1.1378570702231592	5.9353309014175135	down		ids:P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	True	True	0.0002605523710265763	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	0.6609640474436812
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	1.7185292028577187e-06	-1.2610426952611071	5.764843083525473	down		ids:P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	True	True	0.000286607608129234	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	0.6609640474436812
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	2.098463068240667e-06	-1.2809343498481205	5.678098669721695	down		ids:P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	True	True	0.00031266284523189165	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	0.6609640474436812
