protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	53169.13265293834	35058.921879999994	49744.70427278486	13852153.251426756	15435688.30821402	16503114.183738386	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			3	0.002549937127312538	-8.374535415909705	False	0.0005474452554744526	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	53169.13265293834	35058.921879999994	49744.70427278486	6823230.052261993	5754711.892807015	5953061.080117693	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			3	0.0028458079007335985	-7.069413710869921	False	0.0005735140771637123	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P23869	92995909.83253457	92677430.85161434	93357145.31091528	97007678.9074853	97587764.17684852	98485577.97734556	P23869	P23869		ppiB	0	0.0029113648046554925	-0.0708767919901817	False	0.000599582898852972	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00579	42168506.678783454	41399325.73925551	42054490.03719111	47064514.35115513	45917886.352401935	45539119.58042494	P00579	P00579		rpoD	0	0.0035763539863092604	-0.14101727975411407	False	0.0006256517205422316	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76558	18951044.870827105	19095938.62862636	18599924.252780285	17443887.503412377	17871249.132243387	17345330.089963824	P76558	P76558		maeB	0	0.003795277995356418	0.10527689626166564	False	0.0006517205422314911	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	3738251.904692785	3766828.957861671	3558115.2382039027	11210216.057882229	9610555.408689484	10029739.195052631	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			0	0.0046050011885504045	-1.4795261371765867	False	0.0006777893639207508	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	6212242.822432537	2922079.199468748	5451056.185304622	16640482.72563816	16393494.942893509	17031663.7537337	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.005634353639529136	-1.7792980671768104	False	0.0007038581856100105	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P21165	76259000.12295723	75052090.51911555	74700977.1336128	78129303.28379813	79064858.94747439	78974790.45924602	P21165	P21165		pepQ	0	0.006339192036045904	-0.06341951070450833	False	0.0007299270072992701	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7X3	163893195.19424	156783037.2458996	160529928.91624242	171032449.96527115	177675402.67303827	176225603.42473748	P0A7X3	P0A7X3		rpsI	0	0.007165046456287918	-0.12547943420104077	False	0.0007559958289885298	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00363	242947553.827046	239804676.06896567	244045972.80208236	256812761.5840798	251103046.54535612	252867589.823998	P00363	P00363		frdA	0	0.00717620629141088	-0.06593091168161501	False	0.0007820646506777894	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	2920775.6810549702	3955914.3589810967	3465169.785962071	6391861.163438789	6291295.415906869	6480585.25271508	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			0	0.008474135030764288	-0.8898836274598952	False	0.0008081334723670491	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0AFL3	21431417.283150725	20774685.959987625	21561563.510724384	20088935.741621356	19311156.38677202	19358715.547756307	P0AFL3	P0AFL3		ppiA	0	0.008881693247275167	0.11801997297519475	False	0.0008342022940563087	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	2436047.400938151	35058.921879999994	3506333.0553114368	7378316.530201462	9241100.101136094	9273469.368863134	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			1	0.008997777990153165	-2.114956277197202	False	0.0008602711157455684	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0AB77	69298156.70044194	69039216.22566462	70648270.68099171	72988098.41010761	72020186.2137857	73261134.19088046	P0AB77	P0AB77		kbl	0	0.009332114603071076	-0.06270617315722521	False	0.000886339937434828	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8Y1	1259089.0547962587	1195726.2499999998	1232467.5950246202	1084781.0348411785	1101807.6229855488	1079015.0726568208	P0A8Y1	P0A8Y1		yjjG	0	0.009454035831875866	0.17520837317586832	False	0.0009124087591240876	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A817	50033060.49704798	49123536.18836281	49072851.819982685	51742085.98325214	52025261.97061503	51656959.11003341	P0A817	P0A817		metK	0	0.009731600350172953	-0.06838005283423675	False	0.0009384775808133472	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00393	43598462.94841349	43558729.542696975	43503476.98055358	42270153.29790604	42692331.460517965	42427641.21862243	P00393	P00393		ndh	0	0.009753372150242813	0.0365714783956865	False	0.0009645464025026069	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P02359	592717405.8242416	583052000.1877583	587123793.2499331	634730137.7794263	616991487.0970362	619928890.0704101	P02359	P02359		rpsG	0	0.010027730433362038	-0.08636599696158512	False	0.0009906152241918665	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8E7	92826650.4216842	94126305.5551387	93528166.22303995	97715019.49788368	96985241.28489104	95795830.47285788	P0A8E7	P0A8E7		yajQ	0	0.010860812430620556	-0.05061507828712714	False	0.0010166840458811263	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9L5	10372896.191809656	10216775.091277044	10176182.202386504	9466637.069805078	9654469.585105956	9826140.876630016	P0A9L5	P0A9L5		ppiC	0	0.012741417437756147	0.08790384025311324	False	0.0010427528675703858	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADE4	14687076.659218362	14373418.496292423	14387615.180269472	13902427.06832238	14047605.652550109	13750357.311482191	P0ADE4	P0ADE4		tamA	0	0.012840922045791693	0.059232554522825324	False	0.0010688216892596456	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P22333	65875283.275892586	64657609.459459454	64817870.00346969	67707581.28167851	67353889.92876941	66620030.67096748	P22333	P22333		add	0	0.014209944201295985	-0.04601187833313334	False	0.0010948905109489052	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AE45	3097067.758897815	3345175.259900205	3151132.612013716	2825876.799237941	2738280.4514394947	2701635.100722958	P0AE45	P0AE45		ytfL	0	0.014374170511904661	0.21488542555177928	False	0.0011209593326381648	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	53169.13265293834	35058.921879999994	9724590.6607856	28989774.76895952	27545920.284025103	27634709.587338846	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			2	0.015013057899742176	-3.100573540196941	False	0.0011470281543274246	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0A6F9	198908005.59567812	203350843.5307012	205427875.21610016	176216955.26515818	187875124.9374169	184945378.07745636	P0A6F9	P0A6F9		groS	0	0.015046652079556013	0.1464231938132989	False	0.0011730969760166841	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	53169.13265293834	35058.921879999994	49744.70427278486	615731.0405824857	915980.683620294	884403.0113406512	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)			3	0.01512463265702118	-4.130233610384016	False	0.001199165797705944	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P69783	385551132.5329636	392041505.4249991	379669483.9791914	427258685.5760986	408545117.105748	412499961.4891735	P69783	P69783		crr	0	0.015841648360701163	-0.10925337010575946	False	0.0012252346193952035	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P10384	47980475.80499233	46880888.014357135	47673896.47859553	50146995.59183865	49199536.83588315	49000403.15775153	P10384	P10384		fadL	0	0.016073897859551208	-0.057656268687682415	False	0.0012513034410844633	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P16095	5240266.920674224	5347026.565998733	5084211.182352375	5664540.945501596	5587695.93210859	5707553.504046532	P16095	P16095		sdaA	0	0.016974351214462998	-0.11397463467985272	False	0.0012773722627737226	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	4003657.056364859	3730125.996836266	4558110.745686496	5041997.194734941	5472291.125186616	5516607.944108205	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			0	0.017939664903694735	-0.38314787941096035	False	0.0013034410844629822	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0A8N3	248767875.4356976	247387015.263604	246317302.12926757	252553958.83190653	250118871.2405729	252783037.6050493	P0A8N3	P0A8N3		lysS	0	0.018616643116201894	-0.025010483388186698	False	0.001329509906152242	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A796	128776987.9320834	124232696.344124	128086129.84023844	138451601.25998104	145324743.3954395	137015735.7889091	P0A796	P0A796		pfkA	0	0.018705239395948526	-0.14295379056169405	False	0.0013555787278415016	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A908	6995609.338668404	6068464.263024346	6438266.375934128	8127763.033776922	8153491.980090082	7407170.49358405	P0A908	P0A908		mipA	0	0.01887260866792063	-0.28053507518255233	False	0.0013816475495307613	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7W1	349891844.2301204	345328256.7885205	341673683.2195888	366776767.6544525	378983978.2104446	386406874.6652359	P0A7W1	P0A7W1		rpsE	0	0.01901066908896441	-0.126819451850844	False	0.001407716371220021	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P21888	71710903.80882984	73667436.81688705	74463367.89566806	76301373.97033079	77936151.55500817	77772462.6184517	P21888	P21888		cysS	0	0.019486367137578075	-0.07772179406081398	False	0.0014337851929092805	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P15288	138063023.47615597	137757075.88797107	139096350.93822044	144223220.81764078	142447876.9686137	141357638.96586362	P15288	P15288		pepD	0	0.01966512393818635	-0.044886801468938926	False	0.0014598540145985403	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7S9	240962766.2167793	243217943.05195084	241181490.49528813	250740092.827663	253001092.90119147	257989241.52888373	P0A7S9	P0A7S9		rpsM	0	0.02097112456837003	-0.07057895996660819	False	0.0014859228362877998	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75691	4602899.68264733	4505642.581779532	4452694.072235968	4223178.223330869	4344564.5884585	4139898.5036569824	P75691	P75691		yahK	0	0.02133069272761285	0.09379243620864898	False	0.0015119916579770596	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P39099	32353453.79663254	32492311.769385345	33341121.055997435	30664446.3042427	31291397.756059904	31630930.968048777	P39099	P39099		degQ	0	0.02184185652668408	0.06922568433738974	False	0.0015380604796663192	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P32157	10680576.52558668	10357300.985895967	10456655.59605973	11070477.73785529	10969241.400849102	10929792.029785383	P32157	P32157		yiiM	0	0.022111184537513547	-0.06603107258380214	False	0.0015641293013555788	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	6116592.521836857	4968430.082516405	6247603.384999106	7554302.703845309	8067708.472435285	8054308.357114658	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)			0	0.022257806256357718	-0.4499545851143495	False	0.0015901981230448386	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0A9D2	18124792.98314076	17963826.865326814	17935654.73961117	19753279.589673866	18998287.490025066	19760653.06566125	P0A9D2	P0A9D2		gstA	0	0.02265620253072324	-0.11513016437171776	False	0.0016162669447340981	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P39274	3796247.7240192816	3804775.000000001	3791598.910333951	3392300.776377855	3535827.920374129	3538080.896967737	P39274	P39274		yjdJ	0	0.022936594865885656	0.12236071829927765	False	0.001642335766423358	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	1626521.3467378663	1692736.6845513002	1977810.9675582368	2091116.4817140207	2385372.1494788458	2387355.263446814	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)			0	0.023520464954018074	-0.37382244070310333	False	0.0016684045881126175	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P22523	43024735.54755791	42862739.57962659	42607281.658071496	42258184.16464037	42139369.696995854	42349247.52695199	P22523	P22523		mukB	0	0.024247185492180023	0.019760152099700556	False	0.001694473409801877	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P42632	42148455.55373464	41191013.08812798	41471808.62172107	39809082.41911337	40190172.40810656	40710816.31634483	P42632	P42632		tdcE	0	0.02426822139220875	0.0482022453385527	False	0.0017205422314911368	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P26646	24413689.3722617	24065526.69069172	23541847.78669638	25306984.38042141	25260878.66773334	25517431.797863152	P26646	P26646		acuI	0	0.024853699166869265	-0.0791987379086947	False	0.0017466110531803962	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7E3	37619226.79743144	37925788.37772557	38316781.32857893	36545441.58722633	36395318.862703264	37264403.09185591	P0A7E3	P0A7E3		pyrE	0	0.025117214014043626	0.04709194638337726	False	0.001772679874869656	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFK0	36151716.65932898	36829040.38411523	36886310.97879883	38200534.12553439	37420297.39895759	38438462.10687111	P0AFK0	P0AFK0		pmbA	0	0.025279025073655707	-0.05402499112337481	False	0.0017987486965589156	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
