Protein.Group	pval	log2fc	-log10(p-value)	color	gene_names_	label	FC_pass	Bonf_pass	BH_thr	BH_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	2.0649412453454166e-08	-3.5841348665633603	7.6850923009980345	down		ids:P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	True	True	2.6028110359187926e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P0AA25	3.396281702673364e-06	-0.14106408691726458	5.468996294622829	non_sig	trxA		False	True	5.205622071837585e-05	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P0A6X7	4.225724276022068e-06	-0.25060614214576304	5.374098843608525	non_sig	ihfA		False	True	7.808433107756378e-05	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	4.241389671527968e-06	-0.9905978798695045	5.3724918255312994	non_sig			False	True	0.0001041124414367517	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P0AEX9	2.0964479860493102e-05	-0.255314875749324	4.678515908195777	non_sig	malE		False	True	0.0001301405517959396	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P18355	2.190947404473543e-05	0.8371641997148416	4.659368047916739	non_sig			False	True	0.00015616866215512756	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P23827	2.541310403624238e-05	0.09359568604296342	4.594942285619451	non_sig	eco		False	True	0.00018219677251431549	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P0ABI4	5.2170735365962185e-05	0.10603669401318427	4.2825730416918715	non_sig	corA		False	False	0.0002082248828735034	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P0AEK4	5.319964436591244e-05	-0.09995825989347651	4.2740912709086745	non_sig	fabI		False	False	0.0002342529932326913	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P0A7L3	5.492242226618149e-05	-0.20996518625601368	4.260250317144712	non_sig	rplT		False	False	0.0002602811035918792	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
