Protein.Group	pval	log2fc	-log10(p-value)	color	gene_names_	label	FC_pass	Bonf_pass	BH_thr	BH_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	1.1921805306320049e-08	-3.2435541866013082	7.923657974863636	down		ids:P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	True	True	2.6082420448617632e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	1.4210452981062803e-08	-2.695321791410837	7.8473920780162	down		ids:P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	True	True	5.2164840897235264e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	1.625929861299393e-08	-2.924461177165039	7.788898192756487	down		ids:P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	True	True	7.82472613458529e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	2.5801163196458264e-08	-3.096289581499999	7.5883607142532155	down		ids:P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	True	True	0.00010432968179447053	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	3.333565011270018e-08	-2.6627401775840163	7.4770910708337475	down		ids:P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	True	True	0.00013041210224308815	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	3.477783638543857e-08	-3.0130297964109936	7.458697440018563	down		ids:P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	True	True	0.0001564945226917058	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	3.5049955676528645e-08	-2.7570352946576087	7.455312526897072	down		ids:P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	True	True	0.00018257694314032343	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	5.46542033199616e-08	-3.0634137976922204	7.26237643191251	down		ids:P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	True	True	0.00020865936358894105	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	6.31512797964546e-08	-3.0274570547358017	7.199617843795804	down		ids:P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	True	True	0.00023474178403755868	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	7.90840596839962e-08	-2.9590756781845933	7.10191104480723	down		ids:P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	True	True	0.0002608242044861763	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	8.463764387279656e-08	-2.842285497102644	7.072436434950732	down		ids:P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	True	True	0.000286906624934794	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	9.135937879929651e-08	-2.8127570143066407	7.039246862085912	down		ids:O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	True	True	0.0003129890453834116	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	9.576437082419384e-08	-3.0554122400574357	7.018796040321892	down		ids:Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	True	True	0.00033907146583202923	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	1.3081167443669967e-07	-2.789866464232798	6.883353495176997	down		ids:P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	True	True	0.00036515388628064686	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	2.018494652920046e-07	-3.1441411546583033	6.694972396717078	down		ids:O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	True	True	0.0003912363067292645	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	3.377435198243218e-07	-2.398399929913115	6.471412974893755	down		ids:P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	True	True	0.0004173187271778821	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	4.704753337998874e-07	-2.3241186856043576	6.327463140941102	down		ids:P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	True	True	0.0004434011476264998	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	5.709260231549982e-07	-3.0540646245141723	6.2434201611358215	down		ids:P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	True	True	0.00046948356807511736	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	6.792269406748568e-07	-2.9183618277080896	6.167985096682847	down		ids:P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	True	True	0.000495565988523735	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	8.070486546252922e-07	-2.7138051282672393	6.093100282132546	down		ids:P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	True	True	0.0005216484089723526	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	1.002886492528673e-06	-2.7983475422981954	5.998748217984575	down		ids:P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	True	True	0.0005477308294209702	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	1.0221563486166444e-06	-2.7445925732602987	5.990482669614108	down		ids:P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	True	True	0.000573813249869588	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	1.1321423241214528e-06	-2.1036773839024505	5.946098973593637	down		ids:P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	True	True	0.0005998956703182056	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	1.3452407778249248e-06	-1.7372617017995715	5.87119997653735	down		ids:P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	True	True	0.0006259780907668232	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	1.475852291313101e-06	-2.0680581411941716	5.830957106115741	down		ids:P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	True	True	0.0006520605112154408	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	1.6783161612384946e-06	-2.9589158087744885	5.775126223395577	down		ids:P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	True	True	0.0006781429316640585	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	1.774193844597697e-06	-2.445838234692779	5.750998931832371	down		ids:P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	True	True	0.0007042253521126761	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	2.0915975034821955e-06	-2.817659052153626	5.679521885213272	down		ids:P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	True	True	0.0007303077725612937	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	2.173876069757937e-06	-2.815626601545574	5.662765218186436	down		ids:Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	True	True	0.0007563901930099115	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	2.7085650744068116e-06	-2.891294316316838	5.567260725845177	down		ids:P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	True	True	0.000782472613458529	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	3.7111604742917915e-06	-3.094350530603819	5.430490265917293	down		ids:P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	True	True	0.0008085550339071466	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	4.146092797894175e-06	-2.614014237016306	5.3823609817495495	down		ids:P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	True	True	0.0008346374543557642	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	5.8959745672833e-06	-2.6955852172281567	5.229444398505915	down		ids:P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	True	True	0.000860719874804382	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	1.5123060190967332e-05	-2.2666648121365363	4.8203603193125995	down		ids:P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	True	True	0.0008868022952529996	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P18355	1.6540113807129967e-05	0.756177462441876	4.78146150653447	non_sig			False	True	0.0009128847157016171	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	2.0280202040782517e-05	-2.95531766624644	4.692927722674013	down		ids:P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	True	True	0.0009389671361502347	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P0A7K2	2.4455706391489324e-05	-0.16232055547027358	4.611619788271232	non_sig	rplL		False	True	0.0009650495565988525	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	4.083792604609917e-05	-2.0325289454933895	4.388936321668518	down		ids:P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	True	False	0.00099113197704747	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	4.43565005555441e-05	-1.9088883962487557	4.353042724230862	down		ids:P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	True	False	0.0010172143974960877	True	Human	True	False	False	True	msfragger	AlphaPeptStats	randomforest	1.660964047443681
