protein	RD139_Wide_UPS1_2_5fmol_inj1	RD139_Wide_UPS1_2_5fmol_inj2	RD139_Wide_UPS1_2_5fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0AFF2	1643080.5839990526	1479934.527518845	1488886.821718469	1800494.766881994	1702619.0966594126	1641369.3916868418	P0AFF2	P0AFF2		nupC	0	0.06623952065176279	-0.15766433481451997	False	0.012891440501043842	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P33363	30469617.87383637	31677780.74487317	30431970.080825686	32041967.687177222	31866816.26172276	33332076.34598398	P33363	P33363		bglX	0	0.06640973549446653	-0.07087193212160867	False	0.012917536534446765	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76402	6626772.574145462	6353337.402782479	6654858.349142535	6266614.032240295	5567411.378266662	5848399.258712377	P76402	P76402		yegP	0	0.06660824836469889	0.15110915560137322	False	0.012943632567849687	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6Q6	58805819.50237523	54065144.02140912	56419792.41961274	63955359.75950553	61136011.11884438	59028903.47058277	P0A6Q6	P0A6Q6		fabZ	0	0.06687224946371746	-0.12114529979125943	False	0.01296972860125261	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
Q46856	28178441.343641724	28346643.59847823	28169617.43122986	26190930.43894335	27533105.787609834	26803412.254964788	Q46856	Q46856		yqhD	0	0.0669315354820184	0.07279111005043129	False	0.012995824634655534	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABB0	576702322.425479	581280953.5962336	582369955.4747374	585126218.2895713	587066655.1679175	585486158.0028303	P0ABB0	P0ABB0		atpA	0	0.06698462900958603	-0.014291492023793236	False	0.013021920668058457	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23894	7220013.700272485	7191651.9075385	6895622.505740964	7756585.380076205	7344886.79248232	7435321.299292499	P23894	P23894		htpX	0	0.06715804210253637	-0.08093527819619341	False	0.013048016701461378	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P04425	42557109.97381932	42950238.43249836	41413471.33575857	40448496.901071474	41446420.01713945	40670260.39522506	P04425	P04425		gshB	0	0.06745253875077102	0.05037959932797172	False	0.0130741127348643	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00547	2487151.3058068254	2115872.489392	2192137.466507512	1859025.211574881	1830684.214974914	2039598.9541441	P00547	P00547		thrB	0	0.06771453305360432	0.2461467961230439	False	0.013100208768267224	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8C1	998339.3078182552	1203788.500000001	1404670.271881768	1706105.172619157	1566348.9645256556	2227265.7656290974	P0A8C1	P0A8C1		ybjQ	0	0.0677193563216414	-0.6086394863497104	False	0.013126304801670147	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P21889	113151403.6276521	109458923.33357476	112684760.57793304	108286674.8053091	107649713.48685583	107352053.44805816	P21889	P21889		aspS	0	0.0677398290867185	0.052609417212042126	False	0.01315240083507307	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6L7	3953195.873871663	3959911.9712820025	4033010.07282814	4117201.8151739687	4215712.095223928	4381632.272655593	P0A6L7	P0A6L7		uxaB	0	0.06787400122031924	-0.08993810166722799	False	0.013178496868475992	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AC53	107753637.0738202	103388184.8041372	105377722.32477076	109190535.52180351	111426134.33052012	108069070.57220724	P0AC53	P0AC53		zwf	0	0.06812906578852795	-0.05441428363455345	False	0.013204592901878915	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A784	13208765.054519769	12975899.341267958	12859499.403108925	12477480.374940949	12857430.83135878	12465528.565363675	P0A784	P0A784		orn	0	0.06853244633506182	0.04670389597131643	False	0.013230688935281837	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFM2	5919435.277229203	5448518.645941436	5452657.816678958	4975936.6056844	5146719.041041719	5200789.868714795	P0AFM2	P0AFM2		proX	0	0.06859750846446357	0.13448944778920946	False	0.013256784968684761	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFM6	11262721.08005134	11114892.81070761	10766564.733185437	10794448.335726907	10542420.696319256	10368000.034704966	P0AFM6	P0AFM6		pspA	0	0.06888368229702294	0.06405108168512219	False	0.013282881002087684	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P27830	6158776.470320481	6258261.57371677	6049765.031227603	6655103.42532995	6432594.655955142	6313660.391829447	P27830	P27830		rffG	0	0.0689749305292099	-0.07122354037437605	False	0.013308977035490605	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A763	45136413.85881253	47203380.77596339	45074241.277438544	43963883.15428789	43852360.821673885	41375475.25264335	P0A763	P0A763		ndk	0	0.0690239244294771	0.08901577229179321	False	0.01333507306889353	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23886	943805.1689041916	751143.2499999994	820937.6830929371	1037800.8839547242	1046029.98164117	1037043.5346374052	P23886	P23886		cydC	0	0.06953413615560407	-0.31088368639230574	False	0.013361169102296452	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P60720	2484525.7651878647	2587489.7499999967	2582734.354782281	34880.24104631837	41594.01589779342	1685887.000257956	P60720	P60720		lipB	2	0.06954122904210015	2.1188455512754203	False	0.013387265135699374	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P07813	139812812.06456283	138203762.3580776	137138641.42705077	130805396.64482784	135905052.9497509	134350710.44799483	P07813	P07813		leuS	0	0.06993266591870338	0.04982856582700548	False	0.013413361169102299	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76268	37854023.08173623	37623347.53390834	37548976.16420787	38419114.61169691	38458486.6213223	39425370.407900944	P76268	P76268		kdgR	0	0.07069170117843206	-0.04122885100466146	False	0.01343945720250522	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AB80	30948801.67104814	31671017.394902587	32471517.81689211	33043526.57020331	32518949.240677305	33849681.97203249	P0AB80	P0AB80		ilvE	0	0.07081254908272638	-0.0641083864211468	False	0.013465553235908142	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEY5	6456502.633667545	5372215.550963603	5538465.520265859	3784075.659057838	4787629.970360201	5036868.302748109	P0AEY5	P0AEY5		mdaB	0	0.07101569933017084	0.3518479308201295	False	0.013491649269311066	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P12008	7707935.499912823	7706697.546542446	7929999.1927306	8059221.791834193	7970846.283821778	8336693.180630384	P12008	P12008		aroC	0	0.07101812272460296	-0.06182364469071233	False	0.013517745302713989	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77247	6384587.226449634	6722745.240658325	6337288.200588469	5989025.445731686	5972124.676239228	6297946.044976388	P77247	P77247		yniC	0	0.07135644163333354	0.09075573738949973	False	0.013543841336116911	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAH8	580615.6061591811	589420.8749999999	523500.479261838	646573.3205728985	628066.7114503208	609990.9565854466	P0AAH8	P0AAH8		sapF	0	0.07162137078788104	-0.15424259784005154	False	0.013569937369519834	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00888	10580529.373387791	9991022.854273422	10202353.561691253	9468696.057677433	9810203.448485432	9882455.922466584	P00888	P00888		aroF	0	0.0716731977286598	0.07764978239112273	False	0.013596033402922756	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75797	4234084.821838184	4413707.207999989	4188556.70064405	3368814.6311775283	3775142.805092624	3980365.234840465	P75797	P75797		gsiB	0	0.07170601247831568	0.20651739247968753	False	0.013622129436325679	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P60595	2582238.1502076588	2259586.812371576	2296437.022825192	2764080.681897952	2736050.362399294	2573122.079006257	P60595	P60595		hisH	0	0.07209829063596827	-0.17757727416243635	False	0.013648225469728603	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P31069	2907464.5877692653	2791269.61056222	2988560.610383141	2807693.514737428	2554788.0476307706	2595289.2964166286	P31069	P31069		kch	0	0.07224305257424564	0.12654263937078483	False	0.013674321503131526	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76270	7094062.138445644	7014797.894020119	6901034.697427181	7243282.1278012125	7443288.087675831	7139647.874333782	P76270	P76270		msrC	0	0.07244304015167487	-0.054993237431310536	False	0.013700417536534447	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8I1	3701804.160469365	3721861.7070214464	4098228.423841509	3316705.1209954247	3490163.43565468	3527799.723470966	P0A8I1	P0A8I1		yqgF	0	0.07249356041471264	0.15688584465088912	False	0.013726513569937369	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23305	2858766.7636543354	2563842.846815842	2798725.0543467733	3158266.177727252	2900237.9153652512	3021775.906262206	P23305	P23305		yigA	0	0.07260502581511342	-0.14336416274590288	False	0.013752609603340293	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P46889	5648960.074434076	5686183.053702781	5330799.479677993	5868973.31449723	6016371.507306098	5814086.763461735	P46889	P46889		ftsK	0	0.07265337705814122	-0.08680011206776847	False	0.013778705636743216	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A998	70134235.61707774	70170724.78859259	71199039.43727341	71872689.35261223	72632742.35977493	71121157.29297766	P0A998	P0A998		ftnA	0	0.07278664821101714	-0.02785014136340248	False	0.013804801670146138	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37095	65340609.41953836	65013993.86710888	66143913.86653554	63409722.65284859	64923432.44090744	64065966.31684994	P37095	P37095		pepB	0	0.07282285593917684	0.0304162143764878	False	0.013830897703549061	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6F9	196247768.1470914	216060680.84378016	241808255.14355785	150899900.4473385	189895348.350672	183306595.37428665	P0A6F9	P0A6F9		groS	0	0.07282866110936655	0.31970087147148485	False	0.013856993736951984	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AGL7	14959517.573916337	15497748.125217684	15555578.436669769	15983824.31732828	15753465.622930238	16586207.553813804	P0AGL7	P0AGL7		rsmE	0	0.07367251116462446	-0.07068824116599828	False	0.013883089770354906	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AB55	4376943.604531189	4690833.88530966	4198096.329346506	4744309.148334676	4957991.681017964	4892410.588868933	P0AB55	P0AB55		yciI	0	0.07423815603243979	-0.1377259760663822	False	0.01390918580375783	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P62620	52906359.50295837	54501983.18411806	53799898.5666749	54585015.65904275	55110732.9884301	55767704.17337687	P62620	P62620		ispG	0	0.07441481073964407	-0.0375870942216042	False	0.013935281837160753	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
Q46893	10330203.70863132	11030524.932387888	10801821.015361927	10078358.18302754	10224820.282204809	9940093.884005526	Q46893	Q46893		ispD	0	0.07453447083958355	0.08876753046128813	False	0.013961377870563674	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEA8	4234623.981609842	4286411.160443817	4824113.619092182	3861591.529588089	3742844.942230425	3945240.7546407	P0AEA8	P0AEA8		cysG	0	0.0753615900268815	0.20846285372385948	False	0.013987473903966598	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A927	34851722.38693316	30915743.687954128	33036304.7608172	30509460.84073032	29630622.156749565	28412648.6575992	P0A927	P0A927		tsx	0	0.0755189244221151	0.15802929156668766	False	0.01401356993736952	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AB46	4752698.458043826	5360297.927966852	5218346.765330597	4618331.16515292	4018033.764263325	4680833.007958733	P0AB46	P0AB46		ymgD	0	0.07569289324538181	0.20319353659487138	False	0.014039665970772443	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P21369	3775527.110826552	3465236.3131975825	3525600.7328773616	3914340.9031317495	3741158.430999715	4068334.122407408	P21369	P21369		pncA	0	0.07582380184265897	-0.12291325061825029	False	0.014065762004175367	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A805	58759918.12456505	62407481.9689939	61011797.889562085	66033531.36050419	63069848.441467725	63301364.330441736	P0A805	P0A805		frr	0	0.07598383065336205	-0.07878613682247484	False	0.014091858037578288	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P15038	281486.8939074865	311973.28119999974	341082.77095950616	403019.6195598688	489869.7292020808	368527.4694423035	P15038	P15038		helD	0	0.07604905825633951	-0.4327122052599213	False	0.01411795407098121	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8Z0	7095081.145091978	7315015.987558825	7281690.26280572	7543008.946140767	7431338.188111931	7855147.942403741	P0A8Z0	P0A8Z0		yciA	0	0.07626486394892296	-0.0737500161551931	False	0.014144050104384135	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
Q46829	58459585.236224905	56093577.9508208	59634976.81005916	61685914.81802788	61645637.57763394	60689945.96384997	Q46829	Q46829		bglA	0	0.07666375229879382	-0.07922792130443594	False	0.014170146137787058	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEV1	234165.0719851846	176937.84379999994	167507.47071358387	242560.6116898801	243803.03846731485	278371.3945539098	P0AEV1	P0AEV1		hnr	0	0.07669099665015468	-0.4023677674903626	False	0.01419624217118998	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AC47	49542538.48864517	50123161.6072538	47274290.04587127	50756034.01530916	52312438.5027092	54987675.40682007	P0AC47	P0AC47		frdB	0	0.07748684297882272	-0.10521007003337844	False	0.014222338204592903	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75914	22229071.206039567	20547503.69138332	22538655.260684595	23331175.894469436	24933367.7638954	23074130.99891039	P75914	P75914		ycdX	0	0.07752100596642368	-0.12726497582076618	False	0.014248434237995825	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AGC3	7827799.162261724	7754015.595285071	7957557.447125712	6310345.721069085	7331690.332594872	6974129.6095331125	P0AGC3	P0AGC3		slt	0	0.07752164076169811	0.19129980892353868	False	0.014274530271398748	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A853	24009736.47747818	24068372.37751232	23972270.90184696	23691323.942976624	23194106.44345665	22918938.044665687	P0A853	P0A853		tnaA	0	0.07815976000677193	0.04568870981139652	False	0.014300626304801672	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P36566	1434450.0486378637	1239851.3466151222	1370289.9106787895	1126888.851392605	1185814.9431614014	1222504.1385014008	P36566	P36566		smtA	0	0.07878352029999336	0.19419885628614272	False	0.014326722338204595	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AB43	3950992.747314724	3980694.8025598815	4140440.440369128	4349365.304286111	4155451.397854232	4170604.7554971618	P0AB43	P0AB43		ycgL	0	0.07893025774796086	-0.07035371092638754	False	0.014352818371607515	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AE85	1088734.9813100016	1258042.958405381	1193533.600290704	1289597.895306701	1395845.161329961	1294862.457079024	P0AE85	P0AE85		cpxP	0	0.0790471024002355	-0.16900285098312923	False	0.014378914405010438	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P31802	5097311.875842726	4999646.478908341	4969152.095948765	5303995.284176688	5088623.386616627	5306695.973664289	P31802	P31802		narP	0	0.08048495573154789	-0.059394568480010734	False	0.014405010438413362	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9U1	1145295.8125764043	1079157.5576286805	1094702.4741029523	930759.9448046827	1018078.7703124213	805353.3332575936	P0A9U1	P0A9U1		ybhF	0	0.0810056882629839	0.26918720850675754	False	0.014431106471816285	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P10408	83282001.39308278	80548995.35888441	80598514.30710477	79272460.47159642	77630049.3026226	79605357.94601916	P10408	P10408		secA	0	0.08142497112036803	0.04753030128579028	False	0.014457202505219207	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P60240	32397026.79677873	31863496.117779996	32864163.91309692	33906424.36174281	33294482.90267245	32845495.29660821	P60240	P60240		rapA	0	0.08248876836311551	-0.04275934541183819	False	0.01448329853862213	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75694	642691.3900449286	461784.55680933833	706660.7939687014	723122.857652811	818896.8559695112	936318.8254901848	P75694	P75694		yahO	0	0.08294093523980976	-0.45247779808260913	False	0.014509394572025052	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9D2	22163321.66799708	21264468.90347799	22544908.565975174	23545631.22916638	23513263.75664653	22479630.004167844	P0A9D2	P0A9D2		gstA	0	0.08318707229257095	-0.0759433347718585	False	0.014535490605427975	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFR4	21671024.58509236	23170042.160908174	22719660.965314567	21396197.072240304	21195631.357356504	20936042.60869577	P0AFR4	P0AFR4		yciO	0	0.08349290759550007	0.08879519580932985	False	0.0145615866388309	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76245	729751.2449722901	720262.1250000006	680014.1580700381	823911.9136950134	771311.3000537113	741880.2196526919	P76245	P76245		yeaP	0	0.08366085659163355	-0.13384950935194648	False	0.014587682672233822	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P46853	36985669.92092706	37264803.55316297	37351507.29718269	35936759.854982205	36890366.02965954	36341012.97997747	P46853	P46853		yhhX	0	0.08368165653335677	0.031810771443062345	False	0.014613778705636743	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P43337	719453.5404664868	785320.8240359746	608484.3886136225	830291.180983081	870925.3397717364	879505.6610904294	P43337	P43337		nudL	0	0.08419937181280406	-0.2883054161920981	False	0.014639874739039667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AB38	9019597.335298872	7702411.528013993	7606820.077539242	7541550.144660984	5999772.531724831	6267513.883083468	P0AB38	P0AB38		lpoB	0	0.08425164653747057	0.29652273004198487	False	0.01466597077244259	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P07017	32530065.501203008	33192646.88776248	32854352.5447546	33875190.976248585	35015458.813983925	36417216.9891132	P07017	P07017		tar	0	0.08429402874604396	-0.0952892820882279	False	0.014692066805845512	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AGM5	433219.0586052781	380752.8124999999	461815.9574471406	267578.50814287696	364176.3027793013	363435.27879662416	P0AGM5	P0AGM5		sirB1	0	0.08462379806661985	0.3583443958597392	False	0.014718162839248436	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0C0R7	7247185.630044516	7522944.314674459	7814642.527959639	7782417.137544659	8179545.32097681	8539922.99123652	P0C0R7	P0C0R7		rlmE	0	0.08471968959979585	-0.11754239102296549	False	0.014744258872651357	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AF52	513445.6529398755	463786.0625000004	510106.22112425073	441766.3191983958	470000.6515257511	438434.6885221324	P0AF52	P0AF52		yjcD	0	0.08516224104872172	0.1395575809756146	False	0.01477035490605428	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77757	579533.4451238039	445639.1875000003	498486.2115821529	660994.2252058102	557844.3777401766	661129.9687191431	P77757	P77757		arnC	0	0.0852516145041479	-0.30316863243358866	False	0.014796450939457204	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AG16	2999608.42453093	2850080.171996469	3330979.2555893483	3309553.8678443283	3493817.333347873	3869075.076386412	P0AG16	P0AG16		purF	0	0.08559078481753744	-0.21721988832163716	False	0.014822546972860126	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6T9	4942770.047046612	4972538.260727486	4747375.22039114	5090904.22940411	5475001.280090801	5735424.814276797	P0A6T9	P0A6T9		gcvH	0	0.08575432499785259	-0.15284053901937825	False	0.014848643006263049	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFP6	31231049.379892148	29735976.92080078	30085069.69585068	29464857.544220343	29262391.59633321	28431667.66218023	P0AFP6	P0AFP6		ybgI	0	0.08578474123395408	0.06304396108554527	False	0.014874739039665972	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P13035	28911800.155052043	30177998.80068013	30553096.379292887	28833716.603023224	28785302.576162517	27708259.179320525	P13035	P13035		glpD	0	0.0859532122329592	0.07118221472258643	False	0.014900835073068894	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABV2	3957135.3969522817	4204515.003460015	4078165.684349269	4322407.082219928	4196267.043737295	4328990.016886888	P0ABV2	P0ABV2		exbD	0	0.08596482877959549	-0.06992420396891613	False	0.014926931106471817	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A850	1037072156.1106014	1043680930.41897	1051042147.0895282	1004744359.9770032	1032474197.9008442	1024341836.4038448	P0A850	P0A850		tig	0	0.08623742865782401	0.03272274499480092	False	0.014953027139874741	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00959	87113366.6484936	85719330.1460106	83274533.56821513	88976042.5462864	89094775.46215436	88271900.20403817	P00959	P00959		metG	0	0.08650545402306518	-0.056535854919286165	False	0.014979123173277663	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEV4	1110552.73353498	1157078.883382947	1251949.6262659691	873901.405429386	1094986.1764043197	1004158.583906266	P0AEV4	P0AEV4		hycA	0	0.08656712221771433	0.2434619227071007	False	0.015005219206680584	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9W9	16782975.74253635	16318513.079782365	16262319.54684938	16918459.29960245	17009094.311141446	16971215.910944622	P0A9W9	P0A9W9		yrdA	0	0.086633968237401	-0.04417707827247138	False	0.015031315240083507	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P06992	6559125.070543913	6760229.96360718	6262024.575858196	6870002.101853172	6814737.686772828	7134751.589946285	P06992	P06992		rsmA	0	0.08669132351890854	-0.08845241005154636	False	0.015057411273486431	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75829	12231736.664555011	12547055.62387984	11845451.380027112	11831025.22428313	11711897.028935043	11297766.659496322	P75829	P75829		ybjX	0	0.08697660813361976	0.07202581562883784	False	0.015083507306889354	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P39285	340723.2830903564	245577.40619999976	247595.5469023808	343513.9160504147	359797.79206380434	396702.1367741727	P39285	P39285		yjeP	0	0.08721945970315746	-0.3995818999977295	False	0.015109603340292276	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P17443	13667688.314074729	14308747.40640348	14284768.892094975	14422957.837096749	15311389.124501206	14800394.052637905	P17443	P17443		murG	0	0.08730607946701098	-0.07559731386122541	False	0.015135699373695199	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AF06	1053987.1173977698	1144561.7211935744	1089408.4445165177	1136927.2585489347	1245530.7724990137	1185283.9860902044	P0AF06	P0AF06		motB	0	0.08731781789078036	-0.11781974222259119	False	0.015161795407098121	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P45748	13755152.985365458	14283183.622826718	14462781.081317903	13381245.827735957	13557344.26736056	13767604.3685145	P45748	P45748		rimN	0	0.0874387510029959	0.06225242831646282	False	0.015187891440501044	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
Q46845	2386210.524792019	2593936.6646489277	2827794.959987988	2846713.757936582	3201498.9038349707	2904561.6211205064	Q46845	Q46845		yghU	0	0.08750902319395837	-0.1973924498159652	False	0.015213987473903968	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7T3	178418211.37115496	187705669.7485524	188657481.20146585	162348139.16768074	179878491.2689219	169552487.6583808	P0A7T3	P0A7T3		rpsP	0	0.08798842740825223	0.11639803875050951	False	0.01524008350730689	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AD44	2826219.121873303	3164840.756543332	2969013.307119589	2686296.2092583827	2778756.357797452	2650094.6713977214	P0AD44	P0AD44		yfhG	0	0.08812427096607688	0.14289324543342677	False	0.015266179540709812	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P09372	79477802.67366536	76605789.49386936	73445416.58747174	82620166.67594029	81342881.55802758	81048076.17850815	P09372	P09372		grpE	0	0.08830735077685754	-0.09417075592751743	False	0.015292275574112736	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P42628	11725765.363691716	10775612.744055066	10750691.484940846	9026396.674885197	9772461.708312817	10593475.987616224	P42628	P42628		yhaO	0	0.08842920612435207	0.1780041921164073	False	0.015318371607515658	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23893	68032524.3560279	71680788.71738254	69421934.37554349	73185163.35762037	72824434.05234313	73027908.57461964	P23893	P23893		hemL	0	0.08856550528704085	-0.06674169209460981	False	0.015344467640918581	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADT2	2775053.001349462	2846925.8118425324	2551169.811786514	2230868.7836679537	2614322.551252158	2334892.5234637843	P0ADT2	P0ADT2		ygiB	0	0.08860893861072462	0.18689127568234892	False	0.015370563674321505	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P27303	8730707.32963948	8445415.118440842	8582495.71946949	8803684.603010911	9346937.669801883	9565798.106054792	P27303	P27303		emrA	0	0.08867041540878505	-0.1056857415608637	False	0.015396659707724426	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8D6	6274589.451431528	6302197.377184575	6278924.55039842	6376716.906199353	6312655.928965573	6404395.33544486	P0A8D6	P0A8D6		ymdB	0	0.08867745861349632	-0.018100267078662306	False	0.015422755741127349	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAI9	35760989.9048976	34793997.06411823	34500800.40582946	36071950.730843134	35941171.917464	36356843.143434376	P0AAI9	P0AAI9		fabD	0	0.08946519001888478	-0.04480933595225328	False	0.015448851774530273	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
