Protein.Group	pval	log2fc	-log10(p-value)	color	gene_names_	label	FC_pass	Bonf_pass	BH_thr	BH_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	5.18203998647293e-08	-2.0082333938124997	7.285499240165797	down		ids:P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	True	True	2.6427061310782243e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	2.4515119015671004e-06	-1.9826416510692866	5.610565994005659	down		ids:P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	True	True	5.2854122621564486e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	2.8052055302137413e-06	-1.89540431041722	5.552035313599384	down		ids:P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	True	True	7.928118393234673e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	3.061491189107883e-06	-2.0802106323394867	5.514066986114687	down		ids:P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	True	True	0.00010570824524312897	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	3.311116604526829e-06	-2.0146269195253907	5.480025524832084	down		ids:P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	True	True	0.0001321353065539112	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	5.414970121571006e-06	-2.004928613473414	5.266403935358631	down		ids:P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	True	True	0.00015856236786469346	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	5.42616153134207e-06	-2.2772987623256427	5.2655072818744	down		ids:P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	True	True	0.00018498942917547572	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
P52614	6.118139346008579e-06	0.9760222009407862	5.213380635799619	non_sig	fliK		False	True	0.00021141649048625794	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	7.8413970664793e-06	-1.5695806878980747	5.105606554125551	down		ids:O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	True	True	0.00023784355179704017	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	7.903807741257219e-06	-1.3209921953479729	5.10216363242936	down		ids:P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	True	True	0.0002642706131078224	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
P0AF12	9.180489664125994e-06	-0.12499693653820643	5.037134154010471	non_sig	mtnN		False	True	0.0002906976744186047	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	1.1326120272295747e-05	-1.9532017028328283	4.945918830903288	down		ids:P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	True	True	0.00031712473572938693	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	1.1384229019945525e-05	-2.2595579825200396	4.943696376003698	down		ids:P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	True	True	0.00034355179704016915	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	1.6197817631365558e-05	-2.6916482398491475	4.790543494994501	down		ids:P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	True	True	0.00036997885835095143	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	1.160964047443681
