protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_1fmol_inj1	RD139_Wide_UPS1_1fmol_inj2	RD139_Wide_UPS1_1fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0A7H6	1445387.631329124	1595334.8157906835	1658603.895434306	1570290.8990285583	1761057.6212440506	1683295.5577354508	P0A7H6	P0A7H6		recR	0	0.28035920660699015	-0.09369334848520824	False	0.02038809144072302	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P42620	1712346.216146907	2032638.626251638	2111650.828987133	1911225.8985936712	2305512.839001336	2315027.856116468	P42620	P42620		yqjG	0	0.28111773215186137	-0.1574010882184502	False	0.020414673046251997	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A7A9	218268907.34500307	217613278.44203204	225561449.95749915	219126733.06661367	227718401.29441205	234408075.1963095	P0A7A9	P0A7A9		ppa	0	0.2813235270399957	-0.042572897764695763	False	0.02044125465178097	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P76297	614415.4569458731	645498.9999999995	609776.5765929157	637333.9805965004	632114.6465441425	710142.9770989924	P76297	P76297		flhE	0	0.2829837320192656	-0.08240294419355626	False	0.02046783625730994	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P30125	682328.1748003624	833326.4999999995	770700.8850448455	786973.7730488024	832595.1060932846	858318.367306622	P30125	P30125		leuB	0	0.28362945603426526	-0.1160607607206516	False	0.02049441786283892	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P39838	2022968.0176590816	2024033.6836714563	1949328.8713663328	2167138.6926934305	2071097.0514668475	1986209.0086596904	P39838	P39838		rcsD	0	0.28418296656505626	-0.053865228281430984	False	0.02052099946836789	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A6N8	42402788.94634772	42671058.712736405	42432486.48791692	42392214.71991142	43798596.41513	43070258.76482978	P0A6N8	P0A6N8		yeiP	0	0.28458552810439575	-0.01971892023788333	False	0.020547581073896867	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P36979	11922266.8899299	12279184.483063594	12596452.012793282	13119554.044777296	12250528.53065271	12615929.156755917	P36979	P36979		rlmN	0	0.28546186059698314	-0.045844678009533096	False	0.02057416267942584	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0CK95	36965634.56691179	38130687.19452556	38826329.45191302	38683360.3930226	38782085.19173539	38807056.50714058	P0CK95	P0CK95		yghJ	0	0.28552288101809437	-0.02945532018088308	False	0.02060074428495481	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P68699	3271557.2805679045	2946570.4999999986	2156618.7696933	3810574.9457754935	3160644.1551964	2962178.3994124928	P68699	P68699		atpE	0	0.28630805028072387	-0.24624171428774372	False	0.020627325890483786	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P46889	5481241.98031172	6413564.040262325	5834667.566388048	5453714.633348691	5553742.599830276	5555456.591503281	P46889	P46889		ftsK	0	0.28796901270512143	0.09819320045158521	False	0.02065390749601276	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ADE4	14875826.733453564	14689481.647242911	14348686.80804537	14451541.565620668	14592094.98943264	14013604.245782994	P0ADE4	P0ADE4		tamA	0	0.2879691457705786	0.028424921815889705	False	0.020680489101541737	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P75958	510041.12916672806	477365.00000000006	603912.3046457091	521268.0515274132	613100.714178781	664711.5640542203	P75958	P75958		lolE	0	0.2885389263747712	-0.1770370472193611	False	0.02070707070707071	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AF20	4370182.789693755	4443007.343336645	4479643.933622431	4379874.626869237	4365357.955424385	3956923.516751534	P0AF20	P0AF20		nagC	0	0.2894345761411129	0.06557531890427885	False	0.02073365231259968	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P39377	24490807.14857829	24463056.59440593	25169124.364607718	24208224.24310756	23676121.362115115	24779097.49793914	P39377	P39377		iadA	0	0.28980903683651205	0.028691313257129408	False	0.020760233918128656	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A7G6	71066887.02057561	67003942.43318635	67291130.69127259	66799338.50760981	67813330.41947167	64909526.69626071	P0A7G6	P0A7G6		recA	0	0.29075448149072985	0.041619725000621194	False	0.02078681552365763	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ABH0	15073460.272739576	15297393.428775044	14489918.450736417	14086109.688118264	14822965.658892572	14732077.682021614	P0ABH0	P0ABH0		ftsA	0	0.2908440329810582	0.039765233430649444	False	0.020813397129186607	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P62556	14954727.242651846	16042254.557287194	15744438.67023858	14704920.36514703	15330005.877088765	15274553.255391696	P62556	P62556		sopA	0	0.29116980649683033	0.04488866056265026	False	0.02083997873471558	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P07913	16066157.061670268	16003147.332006956	15672870.75344954	16519394.569933215	15986975.210103683	16018292.422087375	P07913	P07913		tdh	0	0.2914146372606692	-0.0234538723324943	False	0.02086656034024455	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P15770	11200853.97100874	11803973.16038762	12103413.150733612	11499430.254948674	11274269.904504484	11212717.780350069	P15770	P15770		aroE	0	0.29231161320105364	0.04685137190913029	False	0.020893141945773526	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P75876	31602715.717954848	32495623.291206747	33050500.91712576	31169769.76866745	31985833.34348472	32096535.25676087	P75876	P75876		rlmI	0	0.29296928323206456	0.028445287560468893	False	0.020919723551302498	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P24216	4901458.568342019	5022070.1942202775	4718315.493002976	4152782.3227834585	4789030.6124608265	4796553.600206328	P24216	P24216		fliD	0	0.29332800614562565	0.09188680309470643	False	0.020946305156831477	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A9X4	72232878.19112343	72247143.4881522	73831275.75652288	72178335.1986238	75371230.67471316	75215712.26168978	P0A9X4	P0A9X4		mreB	0	0.2935775878634202	-0.02913759036474447	False	0.02097288676236045	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AGD1	818978.7645239469	629864.4374999995	880456.164765973	858640.0242660915	902367.2958917568	885877.6109073701	P0AGD1	P0AGD1		sodC	0	0.29425971780137544	-0.18439940754691256	False	0.02099946836788942	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P26612	2806474.222764936	2972531.1883033225	2543592.2779388754	2641868.5787028023	2510414.114989685	2646668.248756111	P26612	P26612		amyA	0	0.29565187214312494	0.09375382324049193	False	0.021026049973418396	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AB83	2061401.7122265385	2127390.351313014	2464003.734564516	2029651.476219359	2017872.591282209	2082254.5802073332	P0AB83	P0AB83		nth	0	0.29579045270894355	0.11812577437483478	False	0.021052631578947368	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P60422	533085871.2920763	563472451.2332199	566521705.7444222	564951404.1475159	568427175.7709506	574353203.7993126	P60422	P60422		rplB	0	0.2959964508869065	-0.038223809602191364	False	0.021079213184476347	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P14407	132810559.68970814	130576736.5349327	135188621.6543116	132808987.40677814	135426620.73384207	136668400.13034683	P14407	P14407		fumB	0	0.29629224480395566	-0.022725380190966482	False	0.02110579479000532	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ABQ0	6312353.270549874	6176448.114175652	6027143.619688661	7003612.997813131	6007117.273394584	6757122.19600823	P0ABQ0	P0ABQ0		coaBC	0	0.29645014060754316	-0.09438796590661012	False	0.02113237639553429	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P04825	70592651.19963585	68088033.22374962	69104867.9888458	71582625.17509617	70964708.54156545	69039707.04636002	P04825	P04825		pepN	0	0.296546886100949	-0.02615592293654021	False	0.021158958001063266	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P36659	11084413.76327679	11269702.909291526	10548333.349700948	10669361.495621232	10907994.275888871	10339034.074427314	P36659	P36659		cbpA	0	0.2977551029724578	0.04389754224401942	False	0.021185539606592238	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P76440	3406203.9023840856	3283314.049046018	3064155.0891192886	2406550.6694734404	3068395.8921735724	3229564.911931721	P76440	P76440		preT	0	0.29905397829335034	0.16418228037422286	False	0.021212121212121217	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P76561	811091.2265939446	800710.2682470097	877544.590064315	824187.0518538682	1069184.6374385643	897369.4280247124	P76561	P76561		ypfH	0	0.2991485983744681	-0.1648814822137508	False	0.02123870281765019	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ABK5	285427696.6792542	280708648.1579927	288820750.3426024	277580442.89154834	285391585.92425567	280252379.0353557	P0ABK5	P0ABK5		cysK	0	0.2996059247605666	0.019935394571731848	False	0.02126528442317916	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P25519	22990231.66378463	22591370.972506262	21840003.3668066	22229119.867040057	22267309.277849365	21068718.46914199	P25519	P25519		hflX	0	0.29970927119508917	0.04028186621824215	False	0.021291866028708136	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
Q2M7R5	2829470.082211131	2883346.3018710148	2867872.4456477864	2892248.7018813347	3006911.920249911	2863419.945055752	Q2M7R5	Q2M7R5		yibT	0	0.2997162641942461	-0.0302623367555071	False	0.021318447634237108	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AFK0	43573564.25213799	43627002.004770346	43324080.239141904	44566031.23692047	43899754.87873056	43426267.62186863	P0AFK0	P0AFK0		pmbA	0	0.3001688682225842	-0.015035395993073429	False	0.021345029239766083	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P64455	7856428.332958029	7910636.500000008	7994912.264455429	7919175.673307073	7807646.0305847395	7449866.380634666	P64455	P64455		ydcY	0	0.30032436768622767	0.035980457465921815	False	0.02137161084529506	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P75713	609953.2102504908	613207.7499999993	664957.1477266144	647764.429336925	545466.6772867887	558194.8107850773	P75713	P75713		ylbA	0	0.30054327382986207	0.10841904715150727	False	0.02139819245082403	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ABK2	6363830.895010085	5778816.7220801925	6353716.220685338	6647942.807655113	6906073.147667515	6070063.969078369	P0ABK2	P0ABK2		cydB	0	0.300595670733476	-0.08538333263081527	False	0.021424774056353006	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P08373	7455359.059259431	6841082.902379439	7265818.752314285	7743945.390384003	7152400.663579579	7565205.032317346	P08373	P08373		murB	0	0.3006143871624329	-0.05894911009800228	False	0.021451355661881978	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P63284	196339935.9567843	198687038.1706741	201979564.2894907	197675018.6501388	204739241.5744041	205378094.88537544	P63284	P63284		clpB	0	0.3007152116594241	-0.025831796595411374	False	0.021477937267410954	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P30177	33531405.43831137	33914990.08713479	33688471.17386067	33761503.32199566	32997599.05003053	33444607.44291961	P30177	P30177		ybiB	0	0.3007757819071526	0.01334453655712212	False	0.021504518872939925	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P16926	4064626.0375589286	3792907.46221609	4076688.830832656	4360677.679741213	4013310.828936353	4068164.574712869	P16926	P16926		mreC	0	0.30086564885460204	-0.06013160264472505	False	0.0215311004784689	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P23721	68145506.88601823	69398572.41638388	70117620.40130681	71131276.93376592	69984622.78292066	69327923.18553677	P23721	P23721		serC	0	0.301149820039766	-0.019200007488931595	False	0.021557682083997876	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P03007	764921.7895831479	983130.000000001	983997.631296684	937911.9882189902	1074079.7463751086	1028524.2925609032	P03007	P03007		dnaQ	0	0.30150098035723455	-0.1543326130568193	False	0.021584263689526848	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AAH8	529191.2697306685	642293.9999999999	581479.5631632577	650323.000497621	612409.5714585625	624968.7608626524	P0AAH8	P0AAH8		sapF	0	0.30184702454541984	-0.10683346954929691	False	0.021610845295055824	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AGL7	14793405.249827951	14452663.604422776	14450270.029878708	14692957.758988025	13474948.007954417	14080441.42233409	P0AGL7	P0AGL7		rsmE	0	0.3020595004687895	0.04861750560964707	False	0.021637426900584796	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P25516	9482964.543322494	10044033.900772065	10168475.36400083	9465965.85377032	9608506.054755216	9750356.997301312	P25516	P25516		acnA	0	0.30227252829018214	0.042931007260435416	False	0.02166400850611377	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AFJ5	613617.6672025949	633650.6250000001	430787.81981409393	751099.2342695103	652158.6160540584	571034.0650969954	P0AFJ5	P0AFJ5		phoB	0	0.30228988125271344	-0.23454436155084493	False	0.021690590111642746	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P40874	22802098.64107226	24574674.35434705	23752183.40605512	24298976.25193695	24292614.029565424	24644362.37729448	P40874	P40874		solA	0	0.30231320080105967	-0.04211506707136993	False	0.021717171717171718	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P22634	5522496.8839937225	5709003.368192572	5474057.744545767	5504750.805418449	5477299.653208179	4863980.862763887	P22634	P22634		murI	0	0.30311005135718777	0.07620661319341365	False	0.021743753322700694	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P39830	1880978.8126965936	1594777.0122004177	1609331.6187984694	1693544.910803596	1420181.2756090702	1536977.056087809	P39830	P39830		ybaL	0	0.30320518222549836	0.12882369740012772	False	0.021770334928229666	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ABT5	864192.768612723	843272.252184038	832410.6933999914	795858.6229988402	788933.1503578905	860757.0088314433	P0ABT5	P0ABT5		dusB	0	0.3033786137897995	0.054599659266962884	False	0.021796916533758637	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P75797	1203647.1738375109	1342335.27185484	1243438.222416015	1297984.210908428	1337301.034673061	1322530.3503711966	P75797	P75797		gsiB	0	0.30489603790760517	-0.0627270913219508	False	0.021823498139287616	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P37647	13227890.920355406	13696510.028435476	12984207.178814732	13694071.646887776	13442806.939956982	13625425.55659327	P37647	P37647		kdgK	0	0.3057258000581235	-0.03053564048463786	False	0.02185007974481659	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P33018	197414.14925353692	226643.53120000023	181867.30805301355	298093.9262204578	199323.33699546175	228744.678929634	P33018	P33018		yeiG	0	0.30669715164535755	-0.26115211713810044	False	0.021876661350345564	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P25536	4131162.252792921	4247148.690361895	4234271.909736784	4152387.844485686	4014544.818798715	4203666.791886279	P25536	P25536		yhdE	0	0.3071337486948254	0.027948334320255817	False	0.021903242955874536	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A940	170533849.7990387	174893345.4552589	174051983.2013217	171603069.57168144	170314078.8843292	172113454.2756502	P0A940	P0A940		bamA	0	0.3072139892620134	0.015211672196857465	False	0.021929824561403508	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A7M9	120485280.40019284	121107814.77649496	123038726.14976732	115747536.14134526	123018030.8409693	116537450.12628432	P0A7M9	P0A7M9		rpmE	0	0.30848348376976675	0.03739053091961341	False	0.021956406166932486	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ACV8	3903230.240374832	3476117.999999998	3550729.546980971	3639896.790111888	3396862.25855886	3312165.691352644	P0ACV8	P0ACV8		ymjA	0	0.3086125179444172	0.07882278987890878	False	0.02198298777246146	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P30866	217286.0138141307	265906.09380000015	231771.8653543296	205196.2021838818	245942.58113632436	168141.79146371715	P30866	P30866		yafE	0	0.3086237891072791	0.20727735314025664	False	0.022009569377990434	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P06971	56250066.96101384	57014946.55215074	57227103.37234876	56498099.11291029	57937027.26896727	58593148.27191632	P06971	P06971		fhuA	0	0.3091495127761364	-0.021302774480723905	False	0.022036150983519406	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A6Z6	3023557.6820522863	3244590.3421791545	3382391.335995321	2991386.105715066	3125914.00659208	3109296.6275786213	P0A6Z6	P0A6Z6		nikR	0	0.30967682490332665	0.06481097235529995	False	0.022062732589048378	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A6P7	35588033.35197423	35619631.12771685	34261048.31408477	34217481.04186646	34889407.92537151	34542461.25896572	P0A6P7	P0A6P7		engB	0	0.31009532761145614	0.02510401583516427	False	0.022089314194577353	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P07821	1223336.8734975974	1175167.528304111	1166102.936534362	910438.4248911436	1087464.8116624523	1214022.1549539403	P07821	P07821		fhuC	0	0.31232144842859266	0.15030478292587418	False	0.02211589580010633	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P45523	247535180.68879855	250235676.11027464	253264338.9858032	247866155.2883896	249999670.79609832	246105589.29448655	P45523	P45523		fkpA	0	0.312708166484337	0.013633326733138567	False	0.022142477405635304	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P61316	26709281.961127497	27255301.34718541	27885903.04620668	28053130.896723304	27861612.355526622	27356600.51230832	P61316	P61316		lolA	0	0.3127439921614192	-0.02482911597656599	False	0.022169059011164276	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AGJ9	81066164.21314162	80951983.57611676	80640758.21287015	83323091.13420348	80871696.8247793	81432749.25197321	P0AGJ9	P0AGJ9		tyrS	0	0.3127611616381941	-0.01754249929382366	False	0.022195640616693248	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AB80	38365793.89139606	38193827.9904964	36915542.86195466	38375661.5538525	38022744.61453711	38992426.3731306	P0AB80	P0AB80		ilvE	0	0.31289985511666624	-0.024152027916016987	False	0.022222222222222223	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P76536	52441740.42233929	54616545.6261316	54310386.92236704	54255651.02375919	54248422.27523163	55877270.88682416	P76536	P76536		yfeX	0	0.3152030630115954	-0.026686044626865413	False	0.0222488038277512	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A8I3	14070611.210707176	13437740.154185187	13333451.158186035	13306809.175569229	13311800.683179004	13305759.696733618	P0A8I3	P0A8I3		yaaA	0	0.3155154779478255	0.03277691364870885	False	0.022275385433280174	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P77625	21357323.10127516	20621141.657701	20426676.59688421	21867035.42440877	20655499.516653627	21456655.188416675	P77625	P77625		yfbT	0	0.31588731455655056	-0.035937837522380695	False	0.022301967038809146	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P69425	8807296.70299748	8554593.626129493	8459169.75799792	8563887.544564065	9702080.214671051	8895146.633760314	P69425	P69425		tatB	0	0.31632270425004816	-0.07299444121070461	False	0.022328548644338118	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P46853	40618623.587204725	39025438.95035524	40308794.894036286	39692220.39971834	41169421.85572721	41929598.51557715	P46853	P46853		yhhX	0	0.31680104826079886	-0.03374012582174822	False	0.022355130249867093	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A8I1	4036599.5846279226	4321734.13718113	3908635.05695664	4266380.969542218	4308321.333277884	4175728.005002808	P0A8I1	P0A8I1		yqgF	0	0.3169630566118512	-0.055767139858598054	False	0.022381711855396065	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P06616	18139815.216823865	18340803.443422005	18643809.69788013	18687381.167595517	18371537.64560918	18692757.21587837	P06616	P06616		era	0	0.31787488243354656	-0.016323386598080403	False	0.022408293460925044	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AAH0	2619502.3917061267	2690238.18515032	2912489.349276996	2619031.084647922	2560556.813892271	2691322.3077003523	P0AAH0	P0AAH0		pstB	0	0.3180715164775213	0.06299923470215052	False	0.022434875066454016	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
Q93K97	19436607.210879736	18867214.886886496	18210390.351621248	18696603.777135275	18559121.602593403	17370576.555688616	Q93K97	Q93K97		nudF	0	0.3182433167414212	0.049017969140652186	False	0.022461456671982988	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P77781	227800.50986680956	196461.6562000002	221672.2896691668	254352.26877814383	220146.23974954677	221765.4126826705	P77781	P77781		ydiI	0	0.3187656236017564	-0.10824648902425715	False	0.022488038277511963	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P29131	2895920.5990111297	2873112.208137808	2642437.0533783976	2665724.118577473	2825963.1694682995	2355486.512794956	P29131	P29131		ftsN	0	0.3192867518044326	0.10018477228538389	False	0.022514619883040935	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A832	10967934.019832926	10739936.183422145	11558117.078159334	11654640.987155229	11586434.349491922	11075114.864533031	P0A832	P0A832		smpB	0	0.3193100436858018	-0.04484154183571588	False	0.022541201488569914	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P77213	435322.5360118637	415417.62500000006	405998.8604598123	421203.7057712665	391375.522880558	402394.9426739482	P77213	P77213		ybdK	0	0.31990643136464153	0.04875944164769626	False	0.022567783094098886	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P46130	20256919.82102512	21217768.67034769	20837003.308372527	20515768.031731155	20647097.740703035	18894308.29456363	P46130	P46130		ybhC	0	0.32000823805534306	0.05316629561571976	False	0.022594364699627858	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AE22	5375674.482230383	5538806.495829801	5659273.849739705	5245632.277260369	5530653.609785753	5402479.105436376	P0AE22	P0AE22		aphA	0	0.3211699325079801	0.03479900223744148	False	0.022620946305156833	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P21889	120104348.41929284	120659784.2140788	122660377.28075604	121297182.53900306	121992832.47690582	123713384.65269344	P21889	P21889		aspS	0	0.3226797421743319	-0.014137706820695413	False	0.022647527910685805	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AAF6	1143973.2693590417	980537.0000000006	1048326.9012473128	1030516.5630079716	1031045.9683384714	835402.7220386303	P0AAF6	P0AAF6		artP	0	0.3228678753626965	0.13123110350140652	False	0.022674109516214784	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P24228	5419941.164859816	5262252.998751686	4991616.613788088	5232286.986821002	5376230.735971871	5960628.201573044	P24228	P24228		dacB	0	0.3234506638644152	-0.08014325385340831	False	0.022700691121743756	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P27434	40603832.41067201	41690898.39143704	40535223.698631935	39410806.90312423	40651151.05659138	40807404.93428896	P27434	P27434		rodZ	0	0.32373605250754156	0.023213826330048832	False	0.022727272727272728	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P76539	7245465.755790392	7747727.017053171	7718251.371583824	7551695.024344069	7806265.464946836	8169414.006776233	P76539	P76539		ypeA	0	0.32464786841315146	-0.05092088894902909	False	0.022753854332801703	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A6Q3	42861115.139626674	41491557.20194899	41600651.81002955	43644130.93627318	42434027.58437446	42061917.8849034	P0A6Q3	P0A6Q3		fabA	0	0.3246578547673168	-0.024832557760376416	False	0.022780435938330675	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ABA4	105260931.71371888	105162635.44670558	106691180.25037634	110034453.26721647	105216797.76023482	107285013.35813177	P0ABA4	P0ABA4		atpH	0	0.32493123297758925	-0.024456407678242868	False	0.02280701754385965	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AEB2	84405289.91858676	85822769.43665737	84915341.95724037	85328768.30169891	84064282.26610836	82353431.13519247	P0AEB2	P0AEB2		dacA	0	0.3250314783538524	0.019336714363004694	False	0.022833599149388626	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P64423	630748.5323725542	659625.3124999995	658380.2462225476	537284.1480134423	671558.0855529874	588625.6307461152	P64423	P64423		zntB	0	0.32541088740902147	0.11658607368578253	False	0.022860180754917598	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0A6U3	42896197.22116981	42447290.05780292	44177911.41095246	41813762.78130124	42779684.528682604	42814147.888152406	P0A6U3	P0A6U3		mnmG	0	0.3255051049157105	0.023739186277131834	False	0.022886762360446573	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P75782	2192097.074242539	1901897.1536802775	2024996.6100992495	2202630.8497551978	2294446.032104169	2015980.7070364004	P75782	P75782		rlmF	0	0.32589714636905226	-0.09004124411380185	False	0.022913343965975545	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P07648	2102839.393706113	1938923.4999995828	1906387.6072789093	2026763.2693671004	1710556.8192751457	1834115.18809676	P07648	P07648		recC	0	0.3273414698414711	0.09439211802368376	False	0.02293992557150452	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ABN5	7112465.417797117	7568990.668861847	7524532.869681887	7516440.994251032	7847255.597842251	7472223.410778124	P0ABN5	P0ABN5		dcuA	0	0.3276514910117952	-0.04035608953106238	False	0.022966507177033493	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0AF28	32013771.465061672	32023482.200994316	31995385.371343847	32194688.04278205	31475565.00344969	30679695.61150453	P0AF28	P0AF28		narL	0	0.32837143634888916	0.025503091560875567	False	0.022993088782562468	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P0ABQ4	10851554.604041524	10178460.573028568	9714381.740482042	11157098.53541743	10584251.564632893	10372335.898131914	P0ABQ4	P0ABQ4		folA	0	0.3289357306201565	-0.06286475945071716	False	0.023019670388091443	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P22259	76541815.87665133	73886769.24624087	74445974.35458986	77363585.79823959	75139214.3545664	75850936.65380535	P22259	P22259		pckA	0	0.3300240822336204	-0.022149943052532182	False	0.023046251993620415	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
P69795	660253.8589845508	705766.7524489346	500957.3851168375	735684.941984459	660178.6895670199	709173.8231248516	P69795	P69795		chbB	0	0.33017681336203025	-0.1731409785756456	False	0.02307283359914939	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.0
