Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				2570620.0	2448480.0	34604.9	50995.1	52355.4	2752120.0	3	0.0011514145721617333	-5.815867269952577	False	0.00033907146583202923	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				5222800.0	5219830.0	34604.9	50995.1	52355.4	4694300.0	3	0.001219690995518753	-6.777726894902368	False	0.00036515388628064686	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				1244890.0	1198550.0	34604.9	50995.1	52355.4	1356560.0	3	0.001281953029192277	-4.7837255841119815	False	0.0003912363067292645	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				5407170.0	5855010.0	34604.9	50995.1	52355.4	5000140.0	3	0.0020933028594556403	-6.881187348959164	False	0.0004173187271778821	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P52006	P52006		nudI		1201020.0	1228820.0	1129330.0	1101450.0	1127910.0	1200180.0	0	0.0022980947336631915	-0.11207885292313255	False	0.0004434011476264998	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				933866.0	939052.0	34604.9	50995.1	52355.4	799283.0	3	0.0025784496222033683	-4.275754695372549	False	0.00046948356807511736	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				7995190.0	8204760.0	1843880.0	2296680.0	3135040.0	7877010.0	0	0.002904467690588063	-1.7265151129569107	False	0.000495565988523735	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				2015100.0	1965370.0	34604.9	50995.1	52355.4	1665320.0	3	0.0034493714071087006	-5.35490163306227	False	0.0005216484089723526	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P39274	P39274		yjdJ		3479630.0	3441130.0	3642890.0	3623120.0	3582360.0	3498000.0	0	0.004297843742260511	0.05829470579223358	False	0.0005477308294209702	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				1566610.0	1573140.0	34604.9	50995.1	52355.4	1284050.0	3	0.004306763144675068	-5.003012328359278	False	0.000573813249869588	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P0ABP8	P0ABP8		deoD		49147200.0	48987700.0	46943100.0	46245300.0	46683600.0	49000600.0	0	0.004770177514369146	-0.07303818533392141	False	0.0005998956703182056	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				3559190.0	3506650.0	2217800.0	2637510.0	2544700.0	3179780.0	0	0.005583402807766192	-0.4694081643120628	False	0.0006259780907668232	False	False	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P00954	P00954		trpS		14159200.0	14040200.0	13054800.0	13332600.0	12889600.0	13910900.0	0	0.006859610667314406	-0.10048841353804647	False	0.0006520605112154408	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P07762	P07762		glgB		2685020.0	2728790.0	2595420.0	2519570.0	2566200.0	2720750.0	0	0.007592347640796348	-0.08273447612042321	False	0.0006781429316640585	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				2932700.0	2954870.0	489751.0	974469.0	1100660.0	2932820.0	0	0.0078050719703974415	-1.781951117261694	False	0.0007042253521126761	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2341900.0	2278160.0	1536180.0	1352970.0	1171720.0	2229120.0	0	0.007921894041877448	-0.7541424323259277	False	0.0007303077725612937	False	False	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P0A953	P0A953		fabB		16540700.0	16856400.0	16033300.0	15747100.0	15579700.0	16478500.0	0	0.009342074099745815	-0.0746620697656745	False	0.0007563901930099115	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				2052250.0	1957210.0	34604.9	794578.0	525126.0	1648680.0	1	0.01000404338419827	-2.062771037784042	False	0.000782472613458529	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P33030	P33030		yeiR		1573000.0	1546850.0	1495160.0	1442510.0	1433800.0	1602550.0	0	0.010186338436751147	-0.11140174861515904	False	0.0008085550339071466	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P13033	P13033		glpB		1245200.0	1226480.0	1207880.0	1198880.0	1190910.0	1249170.0	0	0.011287746026277091	-0.048569371773930545	False	0.0008346374543557642	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ABL5	P0ABL5		napC		873626.0	821511.0	1056940.0	972308.0	1062210.0	871908.0	0	0.01161989678045003	0.2681788191214452	False	0.000860719874804382	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6R0	P0A6R0		fabH		17621000.0	17487100.0	16518000.0	16765000.0	16952400.0	17315600.0	0	0.011720680130162465	-0.061514816605171524	False	0.0008868022952529996	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P29745	P29745		pepT		5749200.0	5841960.0	5644420.0	5526950.0	5597710.0	5774010.0	0	0.011744664521942129	-0.05039299368647364	False	0.0009128847157016171	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6U3	P0A6U3		mnmG		6590280.0	6617790.0	6308000.0	6365790.0	6419120.0	6612440.0	0	0.012651565020698316	-0.05395708047757266	False	0.0009389671361502347	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P00579	P00579		rpoD		8425800.0	8323410.0	7786000.0	7679930.0	7939890.0	8131880.0	0	0.013185155948509558	-0.08818237962701575	False	0.0009650495565988525	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P00561	P00561		thrA		2180230.0	2220310.0	2273450.0	2336690.0	2298170.0	2208840.0	0	0.014888083314575359	0.06381787856509658	False	0.00099113197704747	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0C037	P0C037		yaiE		8549390.0	8751020.0	7308650.0	7506840.0	7697670.0	8141020.0	0	0.014920137532439376	-0.17641119216091888	False	0.0010172143974960877	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6V1	P0A6V1		glgC		7122860.0	7225110.0	7526610.0	7475150.0	7364730.0	7004790.0	0	0.015480556477404131	0.06691630954625054	False	0.0010432968179447052	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AF98	P0AF98		lptF		1204250.0	1184660.0	1068030.0	1043140.0	1061050.0	1265940.0	0	0.015910956681305148	-0.20431936884362809	False	0.001069379238393323	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76506	P76506		mlaA		7075110.0	6858990.0	6590920.0	6646620.0	6469450.0	6870520.0	0	0.016391085467529824	-0.07819649823825545	False	0.0010954616588419405	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9Q5	P0A9Q5		accD		15364800.0	15646100.0	14618300.0	14640300.0	14721100.0	15259500.0	0	0.016671132069059194	-0.07325180768950727	False	0.0011215440792905582	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AGI8	P0AGI8		trkA		1269550.0	1174340.0	1447050.0	1445580.0	1338900.0	1232170.0	0	0.016944880676452584	0.2030190806291056	False	0.001147626499739176	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				7709820.0	7807200.0	34604.9	2758030.0	52355.4	7803850.0	2	0.017028211642809106	-3.0351259714240477	False	0.0011737089201877935	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				579048.0	580054.0	34604.9	50995.1	52355.4	387160.0	3	0.01752652463304085	-3.4865109570538064	False	0.0011997913406364112	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P0A996	P0A996		glpC		1530860.0	1479040.0	1594750.0	1586970.0	1568800.0	1502430.0	0	0.01827088863666302	0.07421286180266014	False	0.0012258737610850287	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ACY9	P0ACY9		yebG		809047.0	750831.0	846718.0	858027.0	885763.0	776318.0	0	0.018305157183723036	0.14907372173909358	False	0.0012519561815336464	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P05637	P05637		apaH		1424800.0	1456620.0	1499620.0	1485620.0	1488720.0	1430950.0	0	0.01852448243584081	0.053071391673707856	False	0.001278038601982264	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P06986	P06986		hisC		4383540.0	4421240.0	4276040.0	4121140.0	4193340.0	4472820.0	0	0.018601851026662605	-0.07665652618971158	False	0.0013041210224308817	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADP7	P0ADP7		yigP		1954590.0	1905860.0	1650460.0	1734130.0	1546790.0	2148390.0	0	0.020485382324378545	-0.2850950794640161	False	0.0013302034428794994	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P25519	P25519		hflX		2531970.0	2460390.0	2602860.0	2666390.0	2635980.0	2417860.0	0	0.020930512910305323	0.09329106297337572	False	0.001356285863328117	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P05194	P05194		aroD		1210130.0	1280750.0	1165180.0	1117370.0	1109610.0	1301180.0	0	0.021088476860834687	-0.16077757155971267	False	0.0013823682837767347	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A908	P0A908		mipA		2646720.0	2472560.0	1928630.0	2114180.0	2241140.0	2466930.0	0	0.021522836192326342	-0.2717076071178987	False	0.0014084507042253522	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A887	P0A887		ubiE		7528680.0	7495890.0	7421640.0	7466020.0	7407160.0	7526560.0	0	0.02161531277872786	-0.016491174444273123	False	0.0014345331246739697	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				3417650.0	3670440.0	34604.9	1488590.0	52355.4	3387870.0	2	0.02229354164131617	-2.7331547374662644	False	0.0014606155451225874	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P15254	P15254		purL		2902200.0	2907830.0	2939940.0	2920800.0	2944700.0	2893230.0	0	0.02407881217615517	0.016839200269524908	False	0.001486697965571205	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P05055	P05055		pnp		39971800.0	39881200.0	36634200.0	36592700.0	37290500.0	38362800.0	0	0.024916974613361256	-0.09714934294684739	False	0.001512780386019823	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P64506	P64506		yebY		1568640.0	1545000.0	1345310.0	1315120.0	1403520.0	1448180.0	0	0.025525301654435707	-0.16672686969705866	False	0.0015388628064684404	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AEI4	P0AEI4		rimO		5087220.0	4868170.0	5370140.0	5266380.0	5165670.0	4911140.0	0	0.025717047784017705	0.08805656611466511	False	0.001564945226917058	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P12282	P12282		moeB		6131470.0	6189510.0	5718170.0	5011760.0	5438270.0	6704960.0	0	0.02618815442613018	-0.23480866059338862	False	0.0015910276473656757	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A894	P0A894		yhbJ		1512150.0	1521380.0	1580160.0	1599450.0	1605790.0	1457460.0	0	0.02669484252855064	0.0916060114369889	False	0.0016171100678142932	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ACF4	P0ACF4		hupB		32109700.0	31460100.0	33566700.0	32886800.0	33657100.0	32493700.0	0	0.027167598017918723	0.05953446085335143	False	0.001643192488262911	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A8U6	P0A8U6		metJ		8283560.0	8262820.0	7931230.0	7975100.0	7772560.0	8069780.0	0	0.027578058475274052	-0.05600427298517444	False	0.0016692749087115284	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				3833740.0	4041300.0	34604.9	1819200.0	52355.4	3571560.0	2	0.02785855060654884	-2.5861777821783747	False	0.001695357329160146	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P69425	P69425		tatB		2806000.0	2840350.0	2652810.0	2479080.0	2563740.0	2773760.0	0	0.02821621732487134	-0.12979964362639423	False	0.001721439749608764	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P28635	P28635		metQ		11998800.0	11981300.0	12758200.0	12807800.0	12497500.0	11394100.0	0	0.02891307416587374	0.10571070458240807	False	0.0017475221700573814	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P39099	P39099		degQ		5079540.0	5113520.0	5228240.0	5420350.0	5287490.0	4920200.0	0	0.029160287304681187	0.0764819048895937	False	0.0017736045905059992	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76129	P76129		dosP		1101350.0	1021590.0	782642.0	759838.0	946210.0	1244340.0	0	0.029324723972553198	-0.4361971564867149	False	0.0017996870109546167	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A8N3	P0A8N3		lysS		35491600.0	35914600.0	34899200.0	35228700.0	35249600.0	36002100.0	0	0.029440630734440216	-0.027538623805861546	False	0.0018257694314032342	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				2597210.0	2606160.0	1213190.0	50995.1	783418.0	2516300.0	1	0.029974058139938253	-1.9146030809347938	False	0.001851851851851852	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P76402	P76402		yegP		3779130.0	3838840.0	3539680.0	3656370.0	3679770.0	3838370.0	0	0.030589222182218743	-0.07502203511213486	False	0.0018779342723004694	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AGD3	P0AGD3		sodB		81747800.0	80786000.0	75648300.0	78620600.0	78233500.0	82326000.0	0	0.03063292002014849	-0.07471032956601469	False	0.0019040166927490874	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AA16	P0AA16		ompR		9861730.0	9652770.0	9173780.0	9121020.0	9138480.0	9517340.0	0	0.03104860855764723	-0.0817088858150333	False	0.001930099113197705	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P33590	P33590		nikA		3521580.0	3470280.0	3395860.0	3420780.0	3339670.0	3466580.0	0	0.03166271576213361	-0.0422913366054015	False	0.0019561815336463224	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A915	P0A915		ompW		16618900.0	17104100.0	15426900.0	15250800.0	15291100.0	17849200.0	0	0.03241182568563879	-0.1659385846811975	False	0.00198226395409494	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AGG4	P0AGG4		trxC		6784440.0	6978010.0	7087640.0	7148760.0	7181940.0	6774550.0	0	0.03270703105647337	0.060621218943529204	False	0.002008346374543558	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P31550	P31550		thiB		2135820.0	2063000.0	2221330.0	2220790.0	2248730.0	2025530.0	0	0.03271969718022285	0.10426631482386664	False	0.0020344287949921754	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A862	P0A862		tpx		51761400.0	51664600.0	52825400.0	53490000.0	52701000.0	51731400.0	0	0.03290135027561888	0.03544305842832466	False	0.002060511215440793	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P60438	P60438		rplC		276551000.0	281173000.0	294212000.0	303176000.0	292101000.0	262480000.0	0	0.03370872163672795	0.11699398482802978	False	0.0020865936358894104	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AC47	P0AC47		frdB		8734810.0	9023110.0	8631450.0	8344830.0	8568450.0	8962220.0	0	0.03380397431722493	-0.06490187985114684	False	0.002112676056338028	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				5380460.0	5218020.0	299755.0	1563460.0	2804940.0	4912470.0	0	0.03392314741046929	-1.7323626801409269	False	0.002138758476786646	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P00935	P00935		metB		1939970.0	1885620.0	2061960.0	2226110.0	2357870.0	1650950.0	0	0.034154937714324166	0.2792085615331568	False	0.0021648408972352634	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P77718	P77718		thiI		4412580.0	4345800.0	4190900.0	4231800.0	4147560.0	4536910.0	0	0.03418625913629342	-0.08090075554579615	False	0.002190923317683881	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AFK0	P0AFK0		pmbA		7005240.0	7073190.0	6813830.0	6827070.0	6795420.0	6933490.0	0	0.03591774863113063	-0.04007256543448313	False	0.002217005738132499	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P05100	P05100		tag		1535290.0	1643390.0	1349180.0	1473710.0	1441320.0	1550840.0	0	0.03729338519599095	-0.14941528316327704	False	0.0022430881585811164	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P69786	P69786		ptsG		5541560.0	5376880.0	5248880.0	5323860.0	5125980.0	5479470.0	0	0.037638341804993834	-0.06286501415373144	False	0.0022691705790297344	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
