Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				5676070.0	5753710.0	1948440.0	1906720.0	1948890.0	5762440.0	0	1.3130483960116433e-06	1.5666239965045081	True	2.635740643120717e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				6203290.0	6032860.0	2011720.0	1991010.0	2090810.0	6106060.0	0	2.1358019959084103e-06	1.5898149750568025	True	5.271481286241434e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				2644420.0	2725200.0	1042010.0	961337.0	986026.0	2615240.0	0	5.3869381142199025e-06	1.4174241918280956	True	7.907221929362152e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				4734240.0	4835950.0	1682760.0	1898140.0	1798680.0	4690300.0	0	8.070234191253393e-06	1.4064581078549194	True	0.00010542962572482868	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				2170310.0	2282130.0	699442.0	672039.0	743805.0	2251090.0	0	1.395726346476099e-05	1.6640682638992754	True	0.00013178703215603585	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				2803340.0	2800920.0	909949.0	935656.0	914854.0	2803300.0	0	1.4518065271888408e-05	1.6067789959739085	True	0.00015814443858724303	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				3144020.0	3108000.0	1036880.0	951500.0	772365.0	3337010.0	0	2.917934953207286e-05	1.796327245974274	False	0.0001845018450184502	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				11218200.0	11502000.0	3405440.0	3451720.0	3380950.0	11303900.0	0	4.70393617827844e-05	1.7326075882109089	False	0.00021085925144965736	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				2975060.0	2985540.0	978775.0	881097.0	981870.0	3164760.0	0	6.916243481283889e-05	1.6831058959060916	False	0.00023721665788086453	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				3898570.0	3797200.0	1218860.0	1447020.0	1242580.0	3775020.0	0	7.050122132569912e-05	1.5532925759085394	False	0.0002635740643120717	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				7953380.0	7963080.0	2267470.0	2392560.0	2179160.0	7966790.0	0	0.00011177396892015363	1.804101795287912	False	0.0002899314707432789	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P0A7L3	P0A7L3		rplT		49615700.0	50289600.0	41993000.0	43042700.0	43154500.0	50688800.0	0	0.00012368035311563147	0.23237927525651278	False	0.00031628887717448606	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.0
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				1648050.0	1731420.0	602790.0	578353.0	597283.0	1698100.0	0	0.00017076190271127033	1.5135372784723937	False	0.00034264628360569324	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				7699480.0	7726400.0	2052140.0	2173720.0	2315600.0	8243220.0	0	0.00017217424256180268	1.8553202752780664	False	0.0003690036900369004	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				16150700.0	15687600.0	5409220.0	5469530.0	5398580.0	16265800.0	0	0.00022737275299009098	1.563295791636687	False	0.00039536109646810753	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				5826660.0	5655460.0	2413550.0	2456580.0	2754480.0	6231820.0	0	0.00023760421835530564	1.2161496868599542	False	0.0004217185028993147	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				9278420.0	8786040.0	3701670.0	3417570.0	3677610.0	8572720.0	0	0.000323648171558737	1.3028308916486961	False	0.00044807590933052194	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				14074700.0	14470700.0	6792840.0	6826740.0	7413480.0	13261200.0	0	0.0003295109728717641	0.9910719620897365	False	0.00047443331576172906	True	False	Human	True	False	False	True	msfragger	manual	min	1.0
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				2613350.0	2482090.0	773054.0	810346.0	840136.0	2411560.0	0	0.000446667790632821	1.631122970067272	False	0.0005007907221929363	True	True	Human	True	False	False	True	msfragger	manual	min	1.0
P61175	P61175		rplV		186588000.0	184795000.0	177675000.0	177768000.0	179199000.0	185691000.0	0	0.00047809111386930834	0.0592958073017314	False	0.0005271481286241434	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.0
P0AB28	P0AB28		yceD		8203240.0	8240010.0	8667990.0	8625200.0	8580880.0	8254500.0	0	0.0005565749930995242	-0.06712739205797127	False	0.0005535055350553505	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.0
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				4527760.0	4534860.0	1480190.0	1461000.0	1560630.0	4215690.0	0	0.0005905145010282242	1.5604912604349415	False	0.0005798629414865578	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2744120.0	2871210.0	871653.0	890067.0	866090.0	2926290.0	0	0.0006164831208578895	1.7006487492680018	False	0.000606220347917765	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				4230500.0	4247640.0	1903630.0	1813860.0	1708070.0	3849190.0	0	0.0008555184206600322	1.1840163991524697	False	0.0006325777543489721	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				2285360.0	2192440.0	669128.0	659484.0	618343.0	2074770.0	0	0.0008725597173112071	1.7508413212922571	False	0.0006589351607801792	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				4455100.0	4100490.0	2620290.0	2308960.0	2176460.0	4680800.0	0	0.0008877309903564716	0.8974589899283594	False	0.0006852925672113865	False	False	Human	True	False	False	False	msfragger	manual	min	1.0
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				5160460.0	5392470.0	1391850.0	1403610.0	1384500.0	4984110.0	0	0.0009523574061845578	1.894150636856985	False	0.0007116499736425936	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				6543760.0	6567610.0	1799600.0	1776060.0	1823430.0	6082030.0	0	0.0010953697725852591	1.8298221281989373	False	0.0007380073800738008	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
P0A7K2	P0A7K2		rplL		211615000.0	213862000.0	184656000.0	190884000.0	190328000.0	207477000.0	0	0.0012310751503575006	0.1616351005429471	False	0.000764364786505008	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.0
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				3278870.0	3382340.0	1633700.0	1488970.0	1524920.0	3009890.0	0	0.0015973272170446695	1.0571971894996806	False	0.0007907221929362151	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				11353700.0	11350700.0	3751700.0	3549430.0	3551580.0	10308200.0	0	0.00161539525776669	1.6049614275154418	False	0.0008170795993674223	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
P0AGJ7	P0AGJ7		trmL		3625670.0	3674870.0	3809140.0	3867620.0	3844050.0	3678050.0	0	0.0016650590743165425	-0.0695493743797759	False	0.0008434370057986294	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.0
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				5107940.0	5114250.0	1219730.0	1231690.0	1203360.0	4617770.0	0	0.0018973967710082893	2.0216307326160043	False	0.0008697944122298367	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				5520770.0	5301440.0	1607160.0	1789400.0	1439470.0	4667590.0	0	0.0019522360651452895	1.6794234171766298	False	0.0008961518186610439	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
P0A6I3	P0A6I3		coaA		3394030.0	3421640.0	3165430.0	3227670.0	3236160.0	3462070.0	0	0.002024231739453521	0.09402622367730595	False	0.0009225092250922509	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.0
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				2784750.0	2697870.0	806256.0	738569.0	703881.0	2412890.0	0	0.002088240098090894	1.8119374052535542	False	0.0009488666315234581	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				11422400.0	10562600.0	5130000.0	4927500.0	5184340.0	10250300.0	0	0.0026427684644937397	1.080604334118031	False	0.0009752240379546654	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				4399370.0	4523940.0	1554980.0	1625130.0	1492880.0	3959140.0	0	0.0027123710222514076	1.4629891380301159	False	0.0010015814443858726	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				1008600.0	1044480.0	252219.0	258005.0	183669.0	848194.0	0	0.0027200806656563774	2.063901433963108	False	0.0010279388508170797	False	True	Human	True	False	False	False	msfragger	manual	min	1.0
P76402	P76402		yegP		3444360.0	3456090.0	3860210.0	3886250.0	3793870.0	3569080.0	0	0.0028050380439106405	-0.14048780097051902	False	0.0010542962572482868	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.0
P76270	P76270		msrC		4106070.0	3991070.0	3735010.0	3582870.0	3648010.0	3987380.0	0	0.0033352201857440077	0.14013726305869648	False	0.0010806536636794942	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.0
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				1140160.0	1102580.0	583834.0	632815.0	710562.0	1125270.0	0	0.003363508894540563	0.8053818887080381	False	0.001107011070110701	False	False	Human	True	False	False	False	msfragger	manual	min	1.0
P15034	P15034		pepP		4029360.0	3968170.0	3827760.0	3785110.0	3777770.0	4053400.0	0	0.0035873734027941917	0.08129567780356677	False	0.0011333684765419082	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.0
P37646	P37646		yhjH		191528.0	165516.0	119567.0	104270.0	89248.5	173175.0	0	0.003617392268024234	0.7600316748656252	False	0.0011597258829731155	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.0
P63417	P63417		yhbS		8109310.0	8249970.0	8739460.0	8545960.0	8635280.0	8033690.0	0	0.004015004613786912	-0.08763925319749848	False	0.0011860832894043227	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.0
P0AGD3	P0AGD3		sodB		85312900.0	83921600.0	77107400.0	77005400.0	76969300.0	83819100.0	0	0.004074681216046076	0.13103748801141454	False	0.00121244069583553	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.0
