Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P0AB71	P0AB71		fbaA		155499000.0	167603000.0	166064000.0	167933000.0	156647000.0	153592000.0	0	0.00079693730089057	-0.10701875033862097	False	0.0005005268703898841	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				25394.3	599058.0	592847.0	600148.0	80644.9	33224.2	3	0.0008214757414425064	-3.685725249501057	False	0.0005268703898840885	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				25394.3	441886.0	431612.0	449063.0	80644.9	33224.2	3	0.0009172718290998525	-3.2474462085151043	False	0.0005532139093782929	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				868078.0	2547030.0	2610390.0	2433350.0	499619.0	796417.0	0	0.0009908951117090523	-1.8104697399259628	False	0.0005795574288724974	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P0A915	P0A915		ompW		13391300.0	15246600.0	15254000.0	14941100.0	13811300.0	13384500.0	0	0.001139181825724207	-0.16299554657965687	False	0.0006059009483667018	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P31467	P31467		yieH		1853630.0	2036290.0	2025340.0	2079980.0	1862290.0	1802900.0	0	0.0011909094202395588	-0.1542570704286021	False	0.0006322444678609063	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ACE7	P0ACE7		hinT		11695300.0	12004800.0	11982700.0	11940700.0	11694800.0	11670500.0	0	0.0012432903232261104	-0.03526597276612309	False	0.0006585879873551106	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				25394.3	476678.0	599522.0	558506.0	80644.9	33224.2	3	0.0013840006885770051	-3.553143135746412	False	0.0006849315068493151	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P07012	P07012		prfB		8702610.0	8937480.0	8873100.0	8906640.0	8666170.0	8735750.0	0	0.0017661188963676857	-0.03346971538442202	False	0.0007112750263435195	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AFX9	P0AFX9		rseB		3058160.0	2728010.0	2731100.0	2669600.0	2961930.0	2975990.0	0	0.002301607131774218	0.14627007129070674	False	0.000737618545837724	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AD05	P0AD05		yecA		5848260.0	6189400.0	6253520.0	6115480.0	5756300.0	5827100.0	0	0.00236577118243895	-0.09036237239336174	False	0.0007639620653319284	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				25394.3	975224.0	779684.0	891182.0	80644.9	289977.0	2	0.0024432435712167036	-2.740230778489034	False	0.0007903055848261328	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P13029	P13029		katG		40399700.0	41211100.0	41169200.0	41444000.0	40586400.0	40261900.0	0	0.002582542659491934	-0.03033351512103891	False	0.0008166491043203372	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				1264490.0	4145490.0	4427430.0	4141100.0	1244970.0	495151.0	0	0.0026273891682092178	-2.0811701372342877	False	0.0008429926238145417	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P0AFK9	P0AFK9		potD		4485880.0	4978870.0	4913550.0	4931930.0	4606810.0	4584420.0	0	0.002712970615941857	-0.1162054304748833	False	0.0008693361433087461	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				25394.3	226091.0	178631.0	244584.0	80644.9	33224.2	3	0.003054981950200618	-2.2210823897007286	False	0.0008956796628029506	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P69908	P69908		gadA		4438630.0	4080540.0	3912630.0	4009890.0	4635000.0	4473790.0	0	0.003134077666095383	0.17461588159868693	False	0.0009220231822971549	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P37095	P37095		pepB		11418500.0	11897200.0	11791900.0	11842500.0	11520500.0	11554400.0	0	0.003242955525263676	-0.04278231352479858	False	0.0009483667017913594	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AA25	P0AA25		trxA		26593600.0	28316900.0	27902900.0	27819400.0	26971800.0	26675800.0	0	0.0035828106254379368	-0.06671924704526319	False	0.0009747102212855638	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AEZ3	P0AEZ3		minD		14255300.0	13861100.0	13753500.0	13855100.0	14179000.0	14101800.0	0	0.003871814591013251	0.03663015269222964	False	0.0010010537407797683	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P18355	P18355				3023460.0	2756910.0	2690550.0	2818040.0	3086970.0	3088260.0	0	0.0041873166397680605	0.1543263250594174	False	0.0010273972602739727	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A8Y3	P0A8Y3		yihX		2204900.0	2590690.0	2663250.0	2514340.0	2261330.0	2310800.0	0	0.0046339977331027	-0.1969420443455703	False	0.001053740779768177	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7A9	P0A7A9		ppa		82208300.0	87937300.0	86964300.0	87669400.0	83382800.0	81299200.0	0	0.005053311901050054	-0.08883742869983384	False	0.0010800842992623816	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7R5	P0A7R5		rpsJ		169384000.0	157142000.0	154600000.0	157785000.0	170080000.0	165184000.0	0	0.005132252753178754	0.10406931395717828	False	0.0011064278187565859	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76170	P76170		ynfB		2317240.0	2463930.0	2477500.0	2519080.0	2316240.0	2334660.0	0	0.005211565299281926	-0.0985006463392199	False	0.0011327713382507903	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ACL2	P0ACL2		exuR		1493580.0	1667770.0	1633930.0	1684010.0	1543290.0	1550950.0	0	0.0052346710499706385	-0.11999017982057804	False	0.0011591148577449948	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P61320	P61320		lolB		2809240.0	3052370.0	2981640.0	3021810.0	2724960.0	2685840.0	0	0.005886605424393166	-0.13969986810547258	False	0.0011854583772391992	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AG99	P0AG99		secG		5303030.0	5896150.0	5882140.0	6118090.0	5245120.0	5354300.0	0	0.0061277186897226756	-0.17041874462516732	False	0.0012118018967334037	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P45531	P45531		tusC		374211.0	296468.0	257895.0	286071.0	348749.0	365867.0	0	0.006153631207120116	0.37356831443149474	False	0.0012381454162276081	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76539	P76539		ypeA		2957560.0	3324150.0	3218840.0	3171830.0	2972980.0	2860550.0	0	0.006737224072486554	-0.1441452102104099	False	0.0012644889357218126	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				417536.0	834799.0	777296.0	744791.0	236195.0	391300.0	0	0.007229430938933237	-1.1733362393699327	False	0.001290832455216017	False	False	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P60546	P60546		gmk		5324090.0	5161420.0	5210670.0	5140720.0	5331160.0	5275440.0	0	0.007365077737618284	0.03834871440776048	False	0.0013171759747102212	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P61175	P61175		rplV		179264000.0	172704000.0	170564000.0	172592000.0	178969000.0	179342000.0	0	0.007815607468795227	0.05948646329251292	False	0.001343519494204426	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A850	P0A850		tig		127759000.0	126095000.0	125972000.0	126042000.0	128466000.0	128075000.0	0	0.008166330845392082	0.02343078668721388	False	0.0013698630136986301	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6K3	P0A6K3		def		14606500.0	14063400.0	13776200.0	13951900.0	14341300.0	14583100.0	0	0.008223568978992154	0.05883030663655638	False	0.0013962065331928348	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P52647	P52647		ydbK		1714170.0	2057810.0	2037210.0	1997470.0	1833020.0	1795770.0	0	0.008234467968100588	-0.18939276147777173	False	0.001422550052687039	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ACG1	P0ACG1		stpA		15421100.0	15234500.0	15102800.0	15068200.0	15633500.0	15570000.0	0	0.008247128250870074	0.03822428554504164	False	0.0014488935721812435	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AG30	P0AG30		rho		22520800.0	22292100.0	22167700.0	22194300.0	22487700.0	22664300.0	0	0.009167091825180653	0.02188246158103393	False	0.001475237091675448	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AEU7	P0AEU7		skp		31586800.0	29129800.0	28129300.0	28579700.0	31482200.0	30321900.0	0	0.009364258213836409	0.12165207291932582	False	0.0015015806111696524	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P60293	P60293		mukF		2203760.0	2320170.0	2345720.0	2310430.0	2247140.0	2249780.0	0	0.009655822209371757	-0.05815870634785425	False	0.0015279241306638569	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A8M3	P0A8M3		thrS		9413840.0	9650680.0	9563850.0	9570370.0	9446590.0	9341620.0	0	0.00987057488632805	-0.02951216469816203	False	0.0015542676501580613	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P33355	P33355		yehS		2825170.0	3076350.0	3053500.0	2967140.0	2779270.0	2877230.0	0	0.009916325293395678	-0.10104091477674486	False	0.0015806111696522655	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76561	P76561		ypfH		522104.0	617379.0	677260.0	640678.0	567747.0	524337.0	0	0.010069362680454105	-0.2617612804100111	False	0.0016069546891464702	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P09029	P09029		purK		1084990.0	1143550.0	1176210.0	1176880.0	1060860.0	1024420.0	0	0.010161947052176708	-0.14136355507841478	False	0.0016332982086406744	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P62623	P62623		ispH		4942240.0	4627480.0	4496790.0	4528730.0	4808620.0	4786220.0	0	0.010282743926796277	0.09051951834310125	False	0.001659641728134879	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7V0	P0A7V0		rpsB		77831600.0	80487400.0	80164000.0	80154000.0	78536600.0	78708800.0	0	0.010359225916461101	-0.03473435232470009	False	0.0016859852476290833	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P61949	P61949		fldA		7844770.0	7112120.0	7378500.0	7168980.0	7727560.0	7742970.0	0	0.010398504285371129	0.1062703929477108	False	0.0017123287671232876	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AFL3	P0AFL3		ppiA		6820070.0	6378840.0	6219010.0	6445910.0	6780260.0	6675970.0	0	0.010401473421920165	0.09047606225461848	False	0.0017386722866174922	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADK0	P0ADK0		yiaF		14740600.0	15357600.0	15490100.0	15224800.0	14622200.0	14955100.0	0	0.01046412491880373	-0.05601636300061836	False	0.0017650158061116965	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P25536	P25536		yhdE		2366380.0	2422450.0	2422310.0	2395440.0	2343510.0	2368700.0	0	0.011386210440677315	-0.03256753490287928	False	0.0017913593256059011	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7N4	P0A7N4		rpmF		31418100.0	32410000.0	32966300.0	32356600.0	30746300.0	31463100.0	0	0.01140932032996398	-0.061911964664924345	False	0.0018177028451001054	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P45470	P45470		yhbO		841250.0	911270.0	879421.0	910797.0	850651.0	826658.0	0	0.012039172720662709	-0.10115574543170613	False	0.0018440463645943098	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P75736	P75736		ybfF		1972370.0	2133300.0	2095180.0	2169200.0	2017810.0	2034620.0	0	0.012310721285713108	-0.08663548309192065	False	0.0018703898840885143	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A794	P0A794		pdxJ		7630540.0	7000490.0	7191600.0	7290780.0	7594610.0	7887720.0	0	0.012564900367050855	0.10550967227641785	False	0.0018967334035827187	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADZ7	P0ADZ7		yajC		20258500.0	19347300.0	19655200.0	19129900.0	20068000.0	20592700.0	0	0.012678626501670424	0.06755452470358765	False	0.0019230769230769232	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P20083	P20083		parE		1702660.0	1744860.0	1739410.0	1763810.0	1681190.0	1711270.0	0	0.012692738698396482	-0.042673587021387425	False	0.0019494204425711276	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ACF0	P0ACF0		hupA		473601000.0	522369000.0	502945000.0	513228000.0	488617000.0	466463000.0	0	0.013756607724522965	-0.1068800044278794	False	0.001975763962065332	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P06983	P06983		hemC		11311900.0	10673800.0	10945200.0	10801300.0	11128600.0	11258000.0	0	0.014411902426365206	0.0557869342248437	False	0.0020021074815595365	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7K6	P0A7K6		rplS		70742800.0	68165000.0	67263500.0	68758100.0	69760100.0	70722300.0	0	0.014651986716026653	0.04889377351376131	False	0.002028451001053741	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A8L1	P0A8L1		serS		24282600.0	24565900.0	24498800.0	24740300.0	24091300.0	23977000.0	0	0.014652696492692067	-0.028707593447470436	False	0.0020547945205479454	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P29208	P29208		menC		2914670.0	2788770.0	2717070.0	2700550.0	2897120.0	2839170.0	0	0.014702681261595338	0.07611251958207138	False	0.00208113804004215	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P77348	P77348		mppA		1530390.0	1593920.0	1666260.0	1617850.0	1499230.0	1446950.0	0	0.014923360690152937	-0.12390488493446458	False	0.002107481559536354	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9Q7	P0A9Q7		adhE		133842000.0	135065000.0	136073000.0	134806000.0	133069000.0	132857000.0	0	0.015413497561308345	-0.02211772714503261	False	0.0021338250790305584	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
Q46925	Q46925		csdA		1023720.0	963759.0	963588.0	909305.0	1049550.0	1094520.0	0	0.01649891784659791	0.15928752717573394	False	0.0021601685985247632	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P68919	P68919		rplY		93304100.0	89229400.0	90244400.0	87555600.0	93880000.0	92150000.0	0	0.0165049653682807	0.06499311113983988	False	0.0021865121180189677	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AAS7	P0AAS7		ybcJ		2414700.0	2802050.0	2749490.0	2973260.0	2596860.0	2478150.0	0	0.01776258067755045	-0.18675612860568713	False	0.0022128556375131717	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76594	P76594		yfiQ		1747200.0	1982650.0	2166460.0	2155480.0	1854640.0	1769050.0	0	0.01804789372261063	-0.23124137800161457	False	0.002239199157007376	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P60438	P60438		rplC		218431000.0	208614000.0	196296000.0	202903000.0	225300000.0	217745000.0	0	0.018409712801032093	0.1220612810986421	False	0.0022655426765015806	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9S5	P0A9S5		gldA		10178100.0	10608700.0	10378500.0	10779200.0	9981120.0	9839420.0	0	0.018854261527000208	-0.08260450553340816	False	0.0022918861959957855	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AF48	P0AF48		yjbQ		1008620.0	1403710.0	1364670.0	1233190.0	1104300.0	1121730.0	0	0.019185985648830887	-0.30695653049342064	False	0.0023182297154899895	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P37657	P37657		bcsE		942351.0	1034430.0	985606.0	1013910.0	959317.0	920996.0	0	0.01922730151124683	-0.10413800219543094	False	0.002344573234984194	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P65870	P65870		queD		3069210.0	3160810.0	3171030.0	3217500.0	3117410.0	3102940.0	0	0.01980098463140367	-0.03979076014716918	False	0.0023709167544783984	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ABZ6	P0ABZ6		surA		12343800.0	12032200.0	12177400.0	11993300.0	12416200.0	12372500.0	0	0.02058061619939117	0.036577182324800256	False	0.0023972602739726024	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P28635	P28635		metQ		14503900.0	13503800.0	13036800.0	13646900.0	14404900.0	14243200.0	0	0.020777187665626612	0.10268059424556901	False	0.0024236037934668073	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P00363	P00363		frdA		43376600.0	44198400.0	44474900.0	44003800.0	43703600.0	43624600.0	0	0.020965261269975045	-0.021607260159528928	False	0.0024499473129610118	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A799	P0A799		pgk		370507000.0	360195000.0	355319000.0	360052000.0	377686000.0	368463000.0	0	0.021165143677274807	0.054088758184417336	False	0.0024762908324552162	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P26646	P26646		acuI		6223010.0	6581730.0	6819240.0	6453770.0	6137750.0	5955410.0	0	0.02129343822073325	-0.11636560829653335	False	0.0025026343519494202	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
