Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				106001.0	5754140.0	40643.6	5638370.0	11797.2	5736820.0	2	6.191466756563623e-08	-6.756371916056192	True	2.6205450733752623e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				48003.7	6045960.0	40643.6	6122720.0	11797.2	6047040.0	3	7.180435144320002e-07	-7.502641641229635	True	5.2410901467505245e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				48003.7	17543600.0	40643.6	17608600.0	11797.2	17695000.0	3	1.744315347496436e-06	-9.039284656034786	True	7.861635220125787e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				458640.0	3965330.0	427782.0	4117650.0	240770.0	4133840.0	0	3.1461815740325476e-06	-3.4380636223250702	True	0.00010482180293501049	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				48003.7	5995930.0	40643.6	6083650.0	11797.2	6107180.0	3	5.428553225764116e-06	-7.50034616810811	True	0.0001310272536687631	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0A7L3	P0A7L3		rplT		37065900.0	44740400.0	37246800.0	44250700.0	36584500.0	44843100.0	0	9.661912177044417e-06	-0.2712238895576156	True	0.00015723270440251574	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A7W1	P0A7W1		rpsE		146401000.0	123579000.0	144217000.0	124295000.0	145746000.0	122321000.0	0	1.5844169036236884e-05	0.23724667459863744	True	0.00018343815513626835	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				48003.7	4201930.0	40643.6	4093160.0	11797.2	4208710.0	3	2.2690594378475086e-05	-6.959824228155246	True	0.00020964360587002098	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P30864	P30864		yafC		48003.7	569655.0	40643.6	573028.0	11797.2	588467.0	3	2.499173540901183e-05	-4.107260261928114	True	0.0002358490566037736	True	True	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A972	P0A972		cspE		255633000.0	147755000.0	246380000.0	142768000.0	250452000.0	147717000.0	0	2.528800191613326e-05	0.7799033070609236	True	0.0002620545073375262	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A7M6	P0A7M6		rpmC		20491600.0	27177100.0	19916900.0	27966600.0	19571000.0	27868900.0	0	3.1918984635640385e-05	-0.46886083568477566	False	0.00028825995807127885	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)				1808560.0	6589500.0	1254920.0	6732300.0	1367410.0	6307110.0	0	3.442554890750935e-05	-2.1473116452364494	False	0.0003144654088050315	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P18355	P18355				3019600.0	1629140.0	3106770.0	1688270.0	3071710.0	1769270.0	0	4.0099409185490473e-05	0.8546084075932818	False	0.00034067085953878406	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AB38	P0AB38		lpoB		6210310.0	4137420.0	6215300.0	4223570.0	6257080.0	4256830.0	0	4.170188548569961e-05	0.5662395191264222	False	0.0003668763102725367	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P37908	P37908		yfjD		710602.0	562888.0	706904.0	554145.0	704654.0	565497.0	0	4.458949271501098e-05	0.33490120343603574	False	0.00039308176100628933	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AF98	P0AF98		lptF		1232550.0	1591770.0	1276310.0	1581970.0	1256520.0	1626040.0	0	4.880172824934393e-05	-0.3501728125913679	False	0.00041928721174004196	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1933000.0	4455910.0	1732600.0	4250580.0	2034870.0	4377420.0	0	5.983712682300643e-05	-1.1986409621826395	False	0.0004454926624737946	True	False	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				48003.7	11207700.0	798724.0	11432900.0	11797.2	11065000.0	2	8.900123801214076e-05	-5.294984519281349	False	0.0004716981132075472	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				48003.7	15260100.0	40643.6	15163000.0	11797.2	14766800.0	3	9.308374163146588e-05	-8.813457985121888	False	0.0004979035639412999	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0A9P0	P0A9P0		lpdA		47209600.0	43980300.0	46995200.0	44138500.0	47306500.0	44072100.0	0	9.319750614958875e-05	0.0982943947733551	False	0.0005241090146750524	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				48003.7	7166480.0	40643.6	7137540.0	11797.2	7394620.0	3	9.801270724643727e-05	-7.7550622427085525	False	0.000550314465408805	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P77330	P77330		borD		26578000.0	19274200.0	26978700.0	19822800.0	27001700.0	18960500.0	0	9.846739076480034e-05	0.4725525799736251	False	0.0005765199161425577	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				48003.7	40592600.0	40643.6	41910600.0	110529.0	40681200.0	2	0.00010342984120698791	-9.27255785896251	False	0.0006027253668763104	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				48003.7	18033200.0	40643.6	18725500.0	11797.2	18463600.0	3	0.00011551710159633396	-9.102708597822025	False	0.000628930817610063	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				48003.7	6860460.0	40643.6	6806730.0	11797.2	6581620.0	3	0.0001284080348436489	-7.655294745534614	False	0.0006551362683438155	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P68919	P68919		rplY		116445000.0	101294000.0	119015000.0	101954000.0	118052000.0	103916000.0	0	0.0001445887812132517	0.20275004796554166	False	0.0006813417190775681	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				48003.7	7550380.0	40643.6	7672450.0	11797.2	7895150.0	3	0.00014687847594730338	-7.846472964342656	False	0.0007075471698113208	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				48003.7	29040200.0	40643.6	30242400.0	11797.2	30051000.0	3	0.00015527032404654995	-9.796660522021185	False	0.0007337526205450734	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
Q46861	Q46861		ygiQ		48003.7	535446.0	40643.6	472600.0	11797.2	532808.0	3	0.0002160031484270555	-3.9392596948887415	False	0.0007599580712788261	True	True	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P37641	P37641		yhjC		48003.7	737699.0	40643.6	715300.0	11797.2	801349.0	3	0.0002590842493004128	-4.4882397649050745	False	0.0007861635220125787	True	True	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P45795	P45795		yrdB		1309960.0	3022540.0	1579410.0	3281340.0	1570440.0	2962520.0	0	0.00027877746026488937	-1.0550267113797884	False	0.0008123689727463312	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P15043	P15043		recQ		772073.0	556582.0	737008.0	560373.0	755092.0	593883.0	0	0.0003343731192293502	0.4042810383620198	False	0.0008385744234800839	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				142420.0	32173200.0	40643.6	32802300.0	2723360.0	32982300.0	1	0.0003412626817207938	-5.074843482651208	False	0.0008647798742138365	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P23830	P23830		pssA		1707690.0	1958400.0	1708800.0	1912410.0	1678530.0	1920680.0	0	0.000342073830464096	-0.18484675438312598	False	0.0008909853249475892	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A884	P0A884		thyA		4294290.0	4705770.0	4335000.0	4771180.0	4387210.0	4791290.0	0	0.00036606662668937234	-0.13246581296134713	False	0.0009171907756813418	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A9Y6	P0A9Y6		cspC		146589000.0	125304000.0	143066000.0	128720000.0	143183000.0	125542000.0	0	0.00037598896278447276	0.18947639545123984	False	0.0009433962264150943	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P26612	P26612		amyA		740483.0	581655.0	716455.0	570678.0	734162.0	571982.0	0	0.00037852534373421546	0.3456319774244404	False	0.000969601677148847	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P68066	P68066		grcA		304008000.0	321104000.0	302107000.0	317356000.0	301189000.0	318800000.0	0	0.000388833522132933	-0.07732480712157803	False	0.0009958071278825997	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A873	P0A873		trmD		3806880.0	3942320.0	3791680.0	3977780.0	3819120.0	3962850.0	0	0.0003981793685356397	-0.05762350263007112	False	0.0010220125786163522	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0ABV6	P0ABV6		tolR		6119820.0	8611020.0	6016530.0	8127160.0	6480270.0	8325340.0	0	0.00041462283882056934	-0.428997881984084	False	0.0010482180293501049	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A8W5	P0A8W5		yqgE		2673300.0	2863240.0	2617330.0	2897280.0	2654510.0	2909440.0	0	0.0004168911554265195	-0.12595269611041032	False	0.0010744234800838576	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				48003.7	15871400.0	40643.6	16267700.0	11797.2	15120900.0	3	0.0004515217507365994	-8.878077249937759	False	0.00110062893081761	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0AEU7	P0AEU7		skp		33275200.0	27337800.0	32828900.0	25865300.0	31955300.0	26429400.0	0	0.00046848991208132143	0.30029858356205763	False	0.0011268343815513627	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P76268	P76268		kdgR		5671710.0	6043420.0	5708450.0	6103870.0	5609130.0	6111270.0	0	0.00047247613400514535	-0.10394742654506332	False	0.0011530398322851154	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AAC0	P0AAC0		uspE		4813720.0	5283990.0	4706880.0	5308030.0	4761190.0	5414640.0	0	0.0004848070479598203	-0.164495491915371	False	0.0011792452830188679	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A7S9	P0A7S9		rpsM		32031000.0	36341800.0	32293500.0	37146900.0	31662400.0	36224800.0	0	0.0004865745174402683	-0.19283162729911058	False	0.0012054507337526208	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P69853	P69853		dmsD		1333620.0	1559920.0	1294080.0	1507340.0	1286030.0	1520690.0	0	0.0004916851346377678	-0.22930543788346655	False	0.0012316561844863733	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				48003.7	19037300.0	40643.6	20122600.0	11797.2	20517000.0	3	0.0004923336437178217	-9.21463021535477	False	0.001257861635220126	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P52108	P52108		rstA		3399400.0	3795730.0	3430430.0	3713980.0	3467940.0	3768350.0	0	0.0005599615012551658	-0.13118697020297243	False	0.0012840670859538784	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P09029	P09029		purK		1036140.0	1261760.0	1004820.0	1231640.0	1039480.0	1210220.0	0	0.0005663357812854451	-0.26579964684313484	False	0.001310272536687631	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P76548	P76548		yffQ		6161880.0	7724050.0	5879500.0	7355880.0	6061090.0	7477250.0	0	0.0005729198471200247	-0.31740015964456375	False	0.0013364779874213838	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AG59	P0AG59		rpsN		23438400.0	24856200.0	23269700.0	24892600.0	23073500.0	25271900.0	0	0.0006483355220581295	-0.10444204749560024	False	0.0013626834381551363	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P25746	P25746		hflD		2486940.0	2819460.0	2497060.0	2861270.0	2412010.0	2797420.0	0	0.0006901238887362497	-0.1970023161740845	False	0.0013888888888888892	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P39361	P39361		sgcR		569162.0	755161.0	518015.0	714769.0	533892.0	768758.0	0	0.0007649845155188719	-0.4657079778614055	False	0.0014150943396226416	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P09424	P09424		mtlD		1930810.0	2236140.0	1969920.0	2254610.0	1901500.0	2324040.0	0	0.0007986837945795142	-0.23206171559018451	False	0.001441299790356394	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P77756	P77756		queC		1928700.0	1218830.0	2036850.0	1273640.0	2066240.0	1063100.0	0	0.0008264335064614768	0.7625053417858505	False	0.0014675052410901468	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P75821	P75821		ybjS		1190530.0	1291890.0	1177160.0	1287960.0	1190000.0	1288080.0	0	0.0008384118303022161	-0.12062087925374308	False	0.0014937106918238995	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				4076620.0	16380700.0	2439830.0	16362100.0	1871560.0	15676200.0	0	0.0009327949925685817	-2.5291727970952658	False	0.0015199161425576522	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0ABD5	P0ABD5		accA		14024700.0	13555200.0	13916600.0	13514600.0	14035400.0	13415400.0	0	0.000938122661013445	0.052194148989991807	False	0.0015461215932914046	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A825	P0A825		glyA		27415800.0	25949800.0	27686000.0	25591000.0	27468900.0	25496600.0	0	0.0009436021945748525	0.10007092256264227	False	0.0015723270440251573	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AAJ8	P0AAJ8		hybA		1946720.0	1756010.0	1944700.0	1781690.0	1938370.0	1777700.0	0	0.0009547780519877363	0.1332656527462577	False	0.00159853249475891	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A7K6	P0A7K6		rplS		66853700.0	58773200.0	66866300.0	60632000.0	65392400.0	60107600.0	0	0.0009648989507728801	0.14949635188608376	False	0.0016247379454926625	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A800	P0A800		rpoZ		46417900.0	41256400.0	47132200.0	42226900.0	45781000.0	42032200.0	0	0.0009905917122348224	0.15065178222898604	False	0.0016509433962264154	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P64463	P64463		ydfZ		43808800.0	46680800.0	43797400.0	46680300.0	43042800.0	47561400.0	0	0.000999546762910037	-0.10920589176561639	False	0.0016771488469601678	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P22634	P22634		murI		2430800.0	1755790.0	2302610.0	1727130.0	2377150.0	1888130.0	0	0.0010350358349379065	0.404759033514556	False	0.0017033542976939203	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AC02	P0AC02		bamD		11995000.0	11206700.0	11894000.0	11010700.0	11974800.0	11156300.0	0	0.0010581243273302748	0.103816718270036	False	0.001729559748427673	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P75883	P75883		gfcC		1071160.0	1516440.0	1122270.0	1491030.0	1040190.0	1404450.0	0	0.0011417827381708123	-0.4482564812636116	False	0.0017557651991614257	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P03841	P03841		malM		10217000.0	9846390.0	10148400.0	9885330.0	10157800.0	9783760.0	0	0.0011868564296963159	0.04843441575340693	False	0.0017819706498951784	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AEX9	P0AEX9		malE		6233740.0	7170630.0	6083560.0	7146210.0	6263430.0	7214370.0	0	0.0012522367665899138	-0.21262221416774668	False	0.0018081761006289308	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P00954	P00954		trpS		12172600.0	13856100.0	12280200.0	13702500.0	11860300.0	13381900.0	0	0.0012602195770194833	-0.17303862556993527	False	0.0018343815513626835	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P69739	P69739		hyaA		155211.0	317779.0	204756.0	342753.0	160734.0	367449.0	0	0.001394825485667395	-0.9812865171664014	False	0.0018605870020964362	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P63284	P63284		clpB		17662800.0	18198900.0	17672400.0	18281100.0	17593600.0	18125300.0	0	0.001404642930890899	-0.04498804056557965	False	0.0018867924528301887	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P04805	P04805		gltX		24007300.0	26428500.0	24294600.0	26029600.0	24661000.0	26627900.0	0	0.001418220131777955	-0.11625925551643221	False	0.0019129979035639414	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A6P1	P0A6P1		tsf		198804000.0	172088000.0	195834000.0	174518000.0	192046000.0	177972000.0	0	0.0014446891276829821	0.16142634303448639	False	0.001939203354297694	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AET2	P0AET2		hdeB		12128400.0	15012800.0	12628200.0	14845400.0	12424000.0	14299800.0	0	0.001543534042591155	-0.24812477932562987	False	0.0019654088050314465	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0ACI0	P0ACI0		rob		3565450.0	3990940.0	3613030.0	3920590.0	3566130.0	4026840.0	0	0.0015548899295386497	-0.15199275450150548	False	0.0019916142557651994	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P52614	P52614		fliK		911839.0	491675.0	926041.0	521860.0	888890.0	580316.0	0	0.0015867218601244972	0.7746762493350035	False	0.002017819706498952	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P36979	P36979		rlmN		3388740.0	3703570.0	3423020.0	3662240.0	3401440.0	3738000.0	0	0.001595173110030408	-0.12061982465358509	False	0.0020440251572327044	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AFW8	P0AFW8		rof		4669000.0	3673030.0	4523420.0	3442620.0	4415140.0	3324170.0	0	0.001682524116335465	0.38231155973102815	False	0.0020702306079664573	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P36672	P36672		treB		1013680.0	1443170.0	867434.0	1370050.0	901035.0	1311170.0	0	0.001700999442650763	-0.5679810730638744	False	0.0020964360587002098	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P61889	P61889		mdh		24355700.0	21413700.0	24609100.0	22104900.0	23747000.0	21474500.0	0	0.001738805778611849	0.1619029478409525	False	0.0021226415094339622	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A7R5	P0A7R5		rpsJ		196699000.0	162253000.0	203042000.0	162504000.0	195660000.0	164891000.0	0	0.0017476845549573366	0.28211665285457443	False	0.002148846960167715	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0ACN4	P0ACN4		allR		12627100.0	10509400.0	12756200.0	9755960.0	12996700.0	10132100.0	0	0.0018002889840692139	0.3364039338677028	False	0.0021750524109014676	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A7Q1	P0A7Q1		rpmI		19387100.0	11675400.0	19847200.0	11524600.0	18625900.0	11584400.0	0	0.001874548354274573	0.7341308743947711	False	0.00220125786163522	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A917	P0A917		ompX		17778100.0	15754900.0	17527800.0	16103700.0	17256800.0	16220500.0	0	0.0019376930030885837	0.12862949452986375	False	0.0022274633123689725	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AC84	P0AC84		gloB		1252620.0	1515500.0	1151110.0	1505600.0	1244150.0	1603440.0	0	0.0019505149003233226	-0.34225159717546233	False	0.0022536687631027254	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P06986	P06986		hisC		4344920.0	4831120.0	4207500.0	4917090.0	4159990.0	4714830.0	0	0.0019614731104012667	-0.18613326531586402	False	0.0022798742138364783	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0ADV1	P0ADV1		lptA		3439810.0	3085590.0	3464520.0	3022910.0	3358260.0	2941840.0	0	0.001974794795501694	0.18135097709633938	False	0.002306079664570231	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P16659	P16659		proS		12487500.0	13193100.0	12292700.0	13359700.0	12471100.0	13077300.0	0	0.002014348496878401	-0.0893058339277913	False	0.0023322851153039833	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P45470	P45470		yhbO		935873.0	848550.0	973385.0	829623.0	945860.0	858206.0	0	0.0021907921172678708	0.170780035198612	False	0.0023584905660377358	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P76445	P76445		yeiU		1642280.0	2089750.0	1789110.0	2081010.0	1682930.0	2208460.0	0	0.0021986067384858646	-0.3188376015774715	False	0.0023846960167714882	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A7G2	P0A7G2		rbfA		25923000.0	24104700.0	25577000.0	24142800.0	26250700.0	23755600.0	0	0.002289255176736983	0.11079664282477758	False	0.0024109014675052416	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AA04	P0AA04		ptsH		65983300.0	37494100.0	67646700.0	37048000.0	61549500.0	38925400.0	0	0.0022930182076121093	0.7825224005513786	False	0.002437106918238994	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AE74	P0AE74		citT		1318580.0	2047680.0	1439930.0	1908480.0	1444020.0	1856440.0	0	0.0023092942104632344	-0.4679255131953645	False	0.0024633123689727465	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A6I6	P0A6I6		coaD		978046.0	744025.0	1013270.0	795468.0	1049350.0	827169.0	0	0.002328496756050904	0.36153367402077763	False	0.002489517819706499	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AD33	P0AD33		yfcZ		51222900.0	41578900.0	55274800.0	41416500.0	54117300.0	44421900.0	0	0.0023896763977979286	0.3340454620580796	False	0.002515723270440252	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P61175	P61175		rplV		215599000.0	195950000.0	211685000.0	197448000.0	214876000.0	190963000.0	0	0.002416469844361403	0.13607290620500945	False	0.0025419287211740044	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P02413	P02413		rplO		124307000.0	118677000.0	127289000.0	116980000.0	125664000.0	115416000.0	0	0.0024615474468600014	0.10378809563919913	False	0.002568134171907757	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
