Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				3228070.0	13432200.0	13274200.0	3351820.0	3415570.0	13390600.0	0	2.3109134701803873e-08	2.0041494326201486	True	2.6288117770767615e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				907093.0	3744090.0	3688260.0	870940.0	943412.0	3693410.0	0	7.889160356969202e-08	2.0314591050397413	True	5.257623554153523e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				4390190.0	18354300.0	18128800.0	4310280.0	4465640.0	18331000.0	0	1.1113999554491014e-07	2.057717893495375	True	7.886435331230284e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				2866920.0	11375500.0	11192400.0	2650410.0	2624940.0	11426300.0	0	1.408402319102044e-07	2.061785651004427	True	0.00010515247108307046	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				2176930.0	8980800.0	8945680.0	2012590.0	2173470.0	8781710.0	0	1.5542609616294416e-07	2.0695054492195433	True	0.00013144058885383806	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				2510250.0	10465900.0	10720200.0	2603410.0	2676280.0	10677700.0	0	1.1171742737219698e-06	2.0322342080005606	True	0.0001577287066246057	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				831141.0	3856300.0	3980140.0	937669.0	831222.0	3834300.0	0	1.491764128603441e-06	2.1662947555889227	True	0.00018401682439537332	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1647460.0	5361430.0	5167420.0	1810020.0	1828960.0	5300960.0	0	1.709182421069415e-06	1.5822755261678438	True	0.00021030494216614092	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				2242210.0	8488540.0	8235120.0	2026770.0	1912520.0	8357750.0	0	1.8135643846884272e-06	2.020589584861124	True	0.00023659305993690852	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				1504430.0	6265460.0	6555540.0	1211180.0	1257150.0	6415800.0	0	2.247491622778709e-06	2.2756552839308286	True	0.0002628811777076761	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
