Protein.Group	pval	log2fc	-log10(p-value)	color	gene_names_	label	FC_pass	Bonf_pass	BH_thr	BH_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	1.301106460771035e-07	-0.7174847563409692	6.885687166594613	down		ids:P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	True	True	2.653927813163482e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	1.6251450906133714e-07	-1.025659296850641	6.789107859768266	down		ids:P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	True	True	5.307855626326964e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	9.54104616169443e-07	-0.8081905915206491	6.020404002933098	down		ids:P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	True	True	7.961783439490447e-05	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	2.9479304895930325e-06	-0.8931042624955658	5.530482761091848	down		ids:P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	True	True	0.00010615711252653928	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	5.548395203270667e-06	-0.7425945618820116	5.255832612399238	down		ids:P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	True	True	0.0001326963906581741	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	7.503827951238115e-06	-0.7572948461787412	5.124717132076285	down		ids:P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	True	True	0.00015923566878980894	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	8.29567734742987e-06	-0.8412168571416139	5.081148147766048	down		ids:P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	True	True	0.00018577494692144375	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	1.1599883302124357e-05	-0.9876185459964191	4.935546379867769	down		ids:P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	True	True	0.00021231422505307856	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	1.1706235599746597e-05	-1.0054043255835552	4.931582739521323	down		ids:P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	True	True	0.00023885350318471338	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	1.213217413465388e-05	-0.7883866809405689	4.916061364832149	down		ids:P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	True	True	0.0002653927813163482	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	1.3891597061138636e-05	-0.8214053943656907	4.857247822299221	down		ids:P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	True	True	0.00029193205944798306	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P0A7L0	1.4053283862269727e-05	-0.1326740016204866	4.852222181337356	non_sig	rplA		False	True	0.00031847133757961787	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	0.5
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	1.631493880559871e-05	-0.9145575415881773	4.787414550833547	down		ids:P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	True	True	0.0003450106157112527	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	2.0351906153712076e-05	-0.8873390089730506	4.691394908636778	down		ids:P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	True	True	0.0003715498938428875	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	2.4646727134705336e-05	-0.6636841845573009	4.608240742987444	down		ids:P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	True	True	0.0003980891719745223	True	Human	True	False	False	True	msfragger	AlphaPeptStats	mean	0.5
P52614	2.677753994504512e-05	1.8724696112929209	4.572229324163705	up	fliK	fliK	True	False	0.0004246284501061571	True	Ecoli	False	True	False	True	msfragger	AlphaPeptStats	mean	0.5
