Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P76938	P76938		epmC		3436240.0	2715290.0	2903960.0	3549590.0	3245000.0	3051180.0	0	0.017094680552387404	0.23874774270423826	False	0.007113079729025534	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADQ2	P0ADQ2		yiiD		7617800.0	6987610.0	6771210.0	7696880.0	7501480.0	7169970.0	0	0.017405387245079097	0.12456709948237353	False	0.007139134966128192	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AEI1	P0AEI1		miaB		10211400.0	10831800.0	11236600.0	10427100.0	9850860.0	10993800.0	0	0.017504449349514117	-0.11687685939474542	False	0.00716519020323085	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7E9	P0A7E9		pyrH		6165880.0	7311790.0	7066070.0	6712240.0	6352500.0	7365900.0	0	0.017593533472553418	-0.17719616106706115	False	0.007191245440333507	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6R3	P0A6R3		fis		4002830.0	5288170.0	5159370.0	4066870.0	3954470.0	4767560.0	0	0.017612303969891024	-0.33956650427109847	False	0.007217300677436166	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AAI3	P0AAI3		ftsH		15544100.0	14894000.0	14760000.0	15529800.0	15342300.0	15123800.0	0	0.017819523566630316	0.05184476882888403	False	0.007243355914538822	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P23367	P23367		mutL		249235.0	464966.0	395383.0	264330.0	261546.0	393812.0	0	0.01783331600386726	-0.6942477307830727	False	0.0072694111516414806	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P09373	P09373		pflB		233346000.0	243671000.0	243628000.0	231598000.0	227377000.0	243033000.0	0	0.017912378654794916	-0.07711133490844885	False	0.007295466388744137	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76506	P76506		mlaA		6563660.0	6939260.0	6915410.0	6354370.0	6525030.0	6898130.0	0	0.018257939402833642	-0.09405070828835443	False	0.0073215216258467955	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P64476	P64476		ydiH		1471440.0	1690050.0	1700060.0	1446260.0	1503250.0	1591670.0	0	0.01830573527467792	-0.17230489443016667	False	0.007347576862949454	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9P0	P0A9P0		lpdA		31335600.0	30945800.0	30920800.0	31641200.0	31407300.0	30540400.0	0	0.018342132582173088	0.030541700235628508	False	0.0073736321000521104	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7X3	P0A7X3		rpsI		67953000.0	71604200.0	74202000.0	67818900.0	68422000.0	72961900.0	0	0.018359427974237535	-0.09946261630272074	False	0.007399687337154769	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P63284	P63284		clpB		15199800.0	15756400.0	15555100.0	15298900.0	15007900.0	15514300.0	0	0.01854779300294185	-0.04122784235977608	False	0.007425742574257425	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P05055	P05055		pnp		40465000.0	43886100.0	42666000.0	40513300.0	40828400.0	42709000.0	0	0.01862898421359367	-0.08569468284839545	False	0.007451797811360084	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P14407	P14407		fumB		22270900.0	23336900.0	23045700.0	22575300.0	22764600.0	23385200.0	0	0.01864939834230807	-0.045307623771539414	False	0.007477853048462742	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AE18	P0AE18		map		9983720.0	9563240.0	9249010.0	10339000.0	10546800.0	9588760.0	0	0.01871916200315041	0.12024081427265958	False	0.007503908285565399	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P09147	P09147		galE		8948300.0	8673720.0	8788290.0	8843770.0	8965980.0	8666340.0	0	0.01875228408718861	0.0343569613904545	False	0.007529963522668057	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P23917	P23917		mak		1464470.0	1184820.0	1027120.0	1364600.0	1399840.0	969799.0	0	0.01875621788185277	0.41047036177812685	False	0.007556018759770714	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76491	P76491		yfbR		742398.0	1121410.0	963673.0	759086.0	881674.0	1025290.0	0	0.01890535298738791	-0.3842129972706742	False	0.007582073996873372	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A738	P0A738		moaC		1295930.0	1924750.0	1902210.0	1520370.0	1479070.0	1894210.0	0	0.018961949035465307	-0.4135278041384152	False	0.00760812923397603	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7J0	P0A7J0		ribB		13826600.0	13350300.0	13267000.0	14048500.0	14463100.0	12939200.0	0	0.019057997240147343	0.09804515416591253	False	0.007634184471078687	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P32664	P32664		nudC		1230800.0	982081.0	797326.0	1124040.0	1177690.0	923259.0	0	0.019283409576629076	0.38631858048028245	False	0.007660239708181345	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADV7	P0ADV7		mlaC		9361750.0	9936260.0	10280900.0	9350910.0	9491960.0	10388600.0	0	0.019429447513527428	-0.11787169380064857	False	0.007686294945284002	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AB98	P0AB98		atpB		340800.0	549773.0	628043.0	476728.0	409354.0	690378.0	0	0.019442035164900843	-0.6066477784402902	False	0.00771235018238666	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A884	P0A884		thyA		7255680.0	7543880.0	7451790.0	7160590.0	7346890.0	7645390.0	0	0.019623295266185985	-0.05705345286483146	False	0.007738405419489318	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A8U6	P0A8U6		metJ		7885210.0	8194770.0	8127780.0	7639680.0	7756500.0	8077810.0	0	0.019625167568584248	-0.06772523732431922	False	0.007764460656591975	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AD59	P0AD59		ivy		2450510.0	2879840.0	2851600.0	2467350.0	2666060.0	2957540.0	0	0.019657790204398035	-0.1962430830488404	False	0.0077905158936946335	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P40710	P40710		nlpE		3683450.0	3531650.0	3295490.0	3752280.0	3822130.0	3344970.0	0	0.019930419939398918	0.14631364406707734	False	0.007816571130797291	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P21507	P21507		srmB		4963450.0	5151160.0	5086690.0	4858200.0	4812990.0	5070530.0	0	0.019960997914762964	-0.06493436150806396	False	0.007842626367899948	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A796	P0A796		pfkA		17215500.0	19210900.0	18826700.0	17578800.0	18100100.0	18805300.0	0	0.01996699078223851	-0.10386516919848479	False	0.007868681605002606	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7T3	P0A7T3		rpsP		48539100.0	45271400.0	46050600.0	48877400.0	46991400.0	44222300.0	0	0.020083519640707242	0.09138522340313625	False	0.007894736842105263	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P77737	P77737		oppF		1711150.0	2016430.0	1882500.0	1686930.0	1689120.0	1935480.0	0	0.020264320365727274	-0.19771495799340782	False	0.007920792079207921	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P46130	P46130		ybhC		8052060.0	7677450.0	7471340.0	8498080.0	8352710.0	7827720.0	0	0.02035434819998929	0.1161511830611211	False	0.007946847316310578	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AD70	P0AD70		ampH		1327660.0	1435190.0	1522340.0	1202140.0	1267890.0	1620580.0	0	0.02039930445613297	-0.2696299823335634	False	0.007972902553413236	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P17993	P17993		ubiG		3519920.0	3778900.0	3707390.0	3347750.0	3507960.0	3777010.0	0	0.020694880360132922	-0.11843064176812597	False	0.007998957790515895	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A840	P0A840		surE		1678120.0	1526600.0	1556630.0	1745470.0	1642880.0	1510740.0	0	0.020863728038566714	0.14123948188533525	False	0.00802501302761855	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P22524	P22524		mukE		5430510.0	5636670.0	5837280.0	5182890.0	5284720.0	5586800.0	0	0.02114327383518647	-0.10182489710748961	False	0.00805106826472121	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P27248	P27248		gcvT		9120560.0	8757960.0	8959730.0	9260220.0	9235400.0	8689220.0	0	0.02131574100544745	0.06459827835736996	False	0.008077123501823866	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ACR9	P0ACR9		mprA		13193500.0	14322300.0	14506800.0	13935200.0	13461500.0	14883100.0	0	0.021318449045141272	-0.10690454099512449	False	0.008103178738926525	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				2380760.0	4649320.0	4782530.0	2819770.0	1519790.0	4783070.0	0	0.021368083692277814	-1.0808041434650468	False	0.008129233976029182	False	False	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P07021	P07021		yfiB		824384.0	978337.0	897795.0	766574.0	809566.0	1005900.0	0	0.021397434058671512	-0.26373699437462395	False	0.00815528921313184	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A8M0	P0A8M0		asnS		32451300.0	33395300.0	32738900.0	31875400.0	31668400.0	33385800.0	0	0.02144978776350759	-0.05202571907345614	False	0.008181344450234497	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P20966	P20966		fruA		10309700.0	9944560.0	9803390.0	10412000.0	10169400.0	10050500.0	0	0.02217402348406035	0.05195395552416842	False	0.008207399687337155	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P75913	P75913		ghrA		1150840.0	1037220.0	1057370.0	1188020.0	1122750.0	1047360.0	0	0.02223400362670754	0.13978297135646225	False	0.008233454924439812	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6V1	P0A6V1		glgC		7511210.0	6732820.0	6772240.0	7281880.0	7156370.0	6974400.0	0	0.022252457765840426	0.10000777202849424	False	0.008259510161542472	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AA86	P0AA86		dsbE		1133690.0	1032240.0	1021770.0	1218860.0	1299090.0	901506.0	0	0.022385074381316303	0.30513451223594007	False	0.008285565398645127	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AEU7	P0AEU7		skp		21077600.0	19680100.0	19165000.0	20762800.0	20107600.0	18665400.0	0	0.022482919350288785	0.1072323248373671	False	0.008311620635747786	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P00959	P00959		metG		17891000.0	18108000.0	18269200.0	17766400.0	17625500.0	18033500.0	0	0.02250326894190991	-0.030217783616948928	False	0.008337675872850442	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADV5	P0ADV5		yhbW		1055930.0	1019350.0	998637.0	1072440.0	1116670.0	967834.0	0	0.022648460269349795	0.12010858323868738	False	0.008363731109953101	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P69739	P69739		hyaA		183151.0	285087.0	323795.0	181751.0	173175.0	365010.0	0	0.02265546535489559	-0.8559491527630696	False	0.008389786347055759	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P67910	P67910		hldD		36536500.0	35594600.0	35663100.0	36704000.0	36425700.0	36099300.0	0	0.022948038738849992	0.030702681769586564	False	0.008415841584158416	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P06986	P06986		hisC		4298520.0	4516490.0	4701920.0	4051570.0	4129220.0	4431230.0	0	0.022948323452938922	-0.12932473393761817	False	0.008441896821261074	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P07014	P07014		sdhB		4479460.0	4241490.0	4152610.0	4515440.0	4455310.0	4314520.0	0	0.023075912733970326	0.08182131806544059	False	0.008467952058363731	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9L3	P0A9L3		fklB		19664500.0	19857900.0	19913100.0	19784200.0	19750400.0	19929600.0	0	0.023243431889145877	-0.012170188041159763	False	0.008494007295466389	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P25714	P25714		yidC		6518260.0	5909780.0	5488700.0	7067040.0	6777880.0	6169990.0	0	0.023295899525038653	0.21297432071372197	False	0.008520062532569046	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P60720	P60720		lipB		2573310.0	1976580.0	1409220.0	2704210.0	2621140.0	1570480.0	0	0.02374957021348509	0.6723502288648969	False	0.008546117769671705	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76049	P76049		ycjY		2274430.0	2150380.0	2061440.0	2229320.0	2196000.0	2050320.0	0	0.023886202256130296	0.09745150010512658	False	0.008572173006774361	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0C0V0	P0C0V0		degP		22367600.0	21545900.0	19885000.0	23853000.0	22691500.0	20102300.0	0	0.02421643923352361	0.16339230117653747	False	0.008598228243877019	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P06710	P06710		dnaX		1357260.0	1167750.0	1025410.0	1364040.0	1327680.0	1134690.0	0	0.0245284057663021	0.28296811012106626	False	0.008624283480979678	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P40874	P40874		solA		2789380.0	2870500.0	2862820.0	2726410.0	2711210.0	2823510.0	0	0.02467027325331811	-0.056709985091887405	False	0.008650338718082335	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
Q59385	Q59385		copA		5663940.0	5046800.0	5141700.0	5578540.0	5375610.0	5170910.0	0	0.024860749944381796	0.11363177652287379	False	0.008676393955184993	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P00550	P00550		mtlA		1320590.0	1042830.0	1065020.0	1338960.0	1223380.0	1180960.0	0	0.025129774427740604	0.23958003541870557	False	0.008702449192287649	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A901	P0A901		blc		997662.0	961804.0	874202.0	1047970.0	1069560.0	926415.0	0	0.02516988625667764	0.17338787749537457	False	0.008728504429390308	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P20605	P20605		fic		1474480.0	1344700.0	1346390.0	1428560.0	1509010.0	1374330.0	0	0.02517986602425607	0.11804473516595669	False	0.008754559666492965	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P07023	P07023		tyrA		2133100.0	2442540.0	2369740.0	2274340.0	2119060.0	2427840.0	0	0.025920882034017368	-0.14970409158321893	False	0.008780614903595623	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P28904	P28904		treC		2272060.0	2471300.0	2532290.0	2367010.0	2351980.0	2426760.0	0	0.02616449623393209	-0.08792101605284457	False	0.008806670140698282	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76046	P76046		ycjX		218992.0	115354.0	110489.0	179631.0	170573.0	133906.0	0	0.026208031316941802	0.6619348467348416	False	0.008832725377800938	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P77258	P77258		nemA		4371700.0	4614240.0	4467740.0	4221850.0	4375770.0	4597810.0	0	0.026378718448203074	-0.07694324441160258	False	0.008858780614903595	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P25519	P25519		hflX		3664120.0	3491820.0	3329670.0	3638460.0	3566240.0	3418420.0	0	0.02641099402823476	0.085992283809571	False	0.008884835852006254	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9A6	P0A9A6		ftsZ		14228000.0	15035200.0	14975800.0	14562800.0	14533000.0	14889400.0	0	0.02641363681382434	-0.05156850783364224	False	0.008910891089108912	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P17854	P17854		cysH		6568250.0	6340380.0	6433260.0	6478720.0	6495230.0	6342890.0	0	0.026472572977644743	0.03177221902835655	False	0.00893694632621157	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P51025	P51025		frmB		2357720.0	3974350.0	3819220.0	2929160.0	1979120.0	3641750.0	0	0.026875293337199676	-0.654263467070132	False	0.008963001563314225	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADC1	P0ADC1		lptE		1259120.0	1102740.0	1068240.0	1199530.0	1240300.0	971672.0	0	0.026878495213919655	0.23513327431429912	False	0.008989056800416884	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P60438	P60438		rplC		292316000.0	262522000.0	253624000.0	283192000.0	272616000.0	253819000.0	0	0.02691394061847507	0.1394823422201168	False	0.009015112037519542	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A734	P0A734		minE		34561800.0	31224600.0	31458200.0	32833300.0	34100100.0	30892800.0	0	0.027251145140326054	0.11720720110068959	False	0.0090411672746222	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ACY3	P0ACY3		yeaG		886205.0	860399.0	793995.0	939003.0	909671.0	823785.0	0	0.027273724593874723	0.14219660711505056	False	0.009067222511724858	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AF18	P0AF18		nagA		3504380.0	3396380.0	3338740.0	3589080.0	3481370.0	3407950.0	0	0.027509145562604906	0.06014009237986057	False	0.009093277748827514	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P07330	P07330		cheB		1198150.0	1147320.0	1000500.0	1289360.0	1285530.0	1020570.0	0	0.027713780483714655	0.25197746601563215	False	0.009119332985930172	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6L2	P0A6L2		dapA		39294100.0	40496200.0	40600900.0	39932400.0	39597900.0	40324100.0	0	0.027723189221729626	-0.031189219642627226	False	0.00914538822303283	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P60752	P60752		msbA		3710500.0	3446280.0	3554780.0	3746710.0	3594550.0	3435910.0	0	0.02777582023751324	0.08257320012173376	False	0.009171443460135488	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P61949	P61949		fldA		6011780.0	5495120.0	5369730.0	5959920.0	5705180.0	5552970.0	0	0.027969906619693678	0.10660108391322196	False	0.009197498697238146	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7R5	P0A7R5		rpsJ		168150000.0	150397000.0	149805000.0	165575000.0	159739000.0	150643000.0	0	0.02830911844881116	0.13031331684859163	False	0.009223553934340802	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6R0	P0A6R0		fabH		15670600.0	16933500.0	16891600.0	16317400.0	15870900.0	16639000.0	0	0.028511541398110116	-0.07647018607630515	False	0.00924960917144346	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AC33	P0AC33		fumA		2829180.0	3204210.0	3210220.0	2800180.0	3055350.0	3339890.0	0	0.028609541140261652	-0.16756362693084723	False	0.009275664408546118	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				41245.6	12182100.0	12796500.0	5664570.0	27598.9	12692900.0	2	0.028644526379821914	-2.7160069912533267	False	0.009301719645648776	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P13036	P13036		fecA		514669.0	310724.0	258521.0	417053.0	566852.0	283058.0	0	0.028670536069241928	0.8141520108156247	False	0.009327774882751435	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P69874	P69874		potA		4288930.0	3948290.0	4078650.0	4163550.0	4172820.0	3898450.0	0	0.02877620469396719	0.08228122138089626	False	0.00935383011985409	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P27306	P27306		sthA		1473620.0	1338050.0	1330330.0	1515260.0	1428750.0	1404570.0	0	0.02883150184129854	0.11719848661225793	False	0.009379885356956748	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AG67	P0AG67		rpsA		329161000.0	317340000.0	318782000.0	329137000.0	336533000.0	318495000.0	0	0.028874345257780265	0.05952943577380533	False	0.009405940594059406	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AFX7	P0AFX7		rseA		1468080.0	1680840.0	1619940.0	1399320.0	1536140.0	1647360.0	0	0.028915674512404625	-0.16822254891165211	False	0.009431995831162065	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0CB39	P0CB39		eptC		2124300.0	1682150.0	1675250.0	2030970.0	2124310.0	1899200.0	0	0.029152063763523486	0.2565381124407566	False	0.009458051068264722	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A8C1	P0A8C1		ybjQ		556761.0	1094390.0	1216810.0	804453.0	876144.0	1502530.0	0	0.02952862341963955	-0.7694065883036745	False	0.009484106305367378	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AAB6	P0AAB6		galF		13158000.0	14549300.0	14218500.0	12125400.0	12643300.0	13480700.0	0	0.029606793807758092	-0.15568627226340684	False	0.009510161542470037	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P42620	P42620		yqjG		760831.0	879987.0	845228.0	819180.0	734361.0	914230.0	0	0.029849988403123348	-0.18961382954751438	False	0.009536216779572695	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P37648	P37648		yhjJ		3526520.0	3449310.0	3402100.0	3541630.0	3644000.0	3380290.0	0	0.029964700211138298	0.0662021984644522	False	0.009562272016675352	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P37765	P37765		rluB		7665730.0	7587280.0	7527460.0	7709110.0	7830700.0	7452680.0	0	0.030072405287987367	0.040227776709061566	False	0.00958832725377801	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P60651	P60651		speB		12129800.0	11893000.0	11799900.0	12285400.0	12359200.0	11487600.0	0	0.03009506665752646	0.06392581595399122	False	0.009614382490880667	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7W1	P0A7W1		rpsE		169779000.0	156749000.0	162776000.0	174618000.0	174399000.0	165650000.0	0	0.030303535320721425	0.09666214275018802	False	0.009640437727983325	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P21888	P21888		cysS		11547100.0	12578500.0	12557100.0	12038600.0	11752800.0	12504800.0	0	0.030352654454506103	-0.09104115583833754	False	0.009666492965085982	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7S9	P0A7S9		rpsM		35625500.0	37136800.0	38061000.0	34472300.0	35518000.0	36445000.0	0	0.030359819289512653	-0.08006453641331664	False	0.009692548202188641	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P46837	P46837		yhgF		7160430.0	6978320.0	6751820.0	7251810.0	7102070.0	6919950.0	0	0.030476438699911502	0.05914850197288401	False	0.009718603439291299	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P77562	P77562		yaiW		1006400.0	1188980.0	1090560.0	1066640.0	976032.0	1159220.0	0	0.03055902877678901	-0.17351821176221988	False	0.009744658676393955	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P60624	P60624		rplX		124089000.0	121410000.0	119114000.0	124904000.0	122405000.0	120906000.0	0	0.030661669579380983	0.03924978620687659	False	0.009770713913496612	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				3918100.0	4266560.0	4532850.0	3300680.0	3345650.0	4485590.0	0	0.03073614511819442	-0.3305832985449018	False	0.009796769150599271	False	False	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P76116	P76116		yncE		6149310.0	5744390.0	5686320.0	6235430.0	5966020.0	5696250.0	0	0.030755623504331565	0.09957071502052806	False	0.009822824387701929	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9D8	P0A9D8		dapD		34164100.0	36102700.0	35745500.0	33683100.0	33866700.0	34883000.0	0	0.030918351399087864	-0.06946512273685714	False	0.009848879624804586	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76576	P76576		yfgM		10479900.0	9921610.0	10258400.0	11113700.0	11174100.0	9776530.0	0	0.030924123222504898	0.12940341092610813	False	0.009874934861907244	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADG4	P0ADG4		suhB		12069300.0	11831500.0	11994100.0	12243300.0	12352800.0	11719900.0	0	0.03128108812920146	0.04475234983923355	False	0.009900990099009901	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9M2	P0A9M2		hpt		3735330.0	3874970.0	4062840.0	3460790.0	3603950.0	3871440.0	0	0.03165694980548716	-0.12887667959074145	False	0.009927045336112559	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P75829	P75829		ybjX		2321520.0	2143970.0	2132950.0	2373770.0	2556470.0	1883810.0	0	0.031853671061112816	0.23522986976136284	False	0.009953100573215218	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ABI4	P0ABI4		corA		1683680.0	1622550.0	1558790.0	1653900.0	1695900.0	1609250.0	0	0.032012362976597285	0.07135283540481004	False	0.009979155810317875	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P68066	P68066		grcA		289019000.0	298234000.0	293939000.0	290382000.0	289794000.0	295217000.0	0	0.03216799170122477	-0.029888420002658237	False	0.010005211047420533	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P39391	P39391		yjiT		950189.0	1035190.0	1053650.0	918029.0	954493.0	986422.0	0	0.0322773941386388	-0.12362789983871529	False	0.010031266284523188	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
