Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				2764870.0	6781960.0	2714140.0	6730430.0	6780060.0	2733950.0	0	7.658773452905527e-09	-1.3049688819858754	True	2.6096033402922757e-05	True	True	Human	True	False	False	True	msfragger	manual	min	0.6609640474436812
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				5865120.0	12954500.0	6034870.0	12834900.0	12952500.0	5978120.0	0	8.644669365093336e-08	-1.115700480244364	True	5.2192066805845514e-05	True	True	Human	True	False	False	True	msfragger	manual	min	0.6609640474436812
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				5884340.0	14039700.0	5902320.0	13805700.0	13832100.0	6151850.0	0	3.4123551586493026e-07	-1.2162086782263877	True	7.828810020876828e-05	True	True	Human	True	False	False	True	msfragger	manual	min	0.6609640474436812
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				5772730.0	13589000.0	5985270.0	13318700.0	13309000.0	5717140.0	0	4.852352199256819e-07	-1.2024906918618894	True	0.00010438413361169103	True	True	Human	True	False	False	True	msfragger	manual	min	0.6609640474436812
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				5038750.0	12384600.0	5315640.0	12094700.0	12331600.0	5009370.0	0	7.676603708240275e-07	-1.260601690443749	True	0.00013048016701461377	True	True	Human	True	False	False	True	msfragger	manual	min	0.6609640474436812
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				5705480.0	13678500.0	5898140.0	14031100.0	13759900.0	5628290.0	0	1.0575142665245435e-06	-1.2669680326888082	True	0.00015657620041753656	True	True	Human	True	False	False	True	msfragger	manual	min	0.6609640474436812
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				3322310.0	8066180.0	3245230.0	7761590.0	7903710.0	3493790.0	0	3.304018049325308e-06	-1.2379810496052386	True	0.00018267223382045932	True	True	Human	True	False	False	True	msfragger	manual	min	0.6609640474436812
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				8391550.0	19818700.0	8324280.0	19596900.0	19811800.0	7958380.0	0	3.95840565756485e-06	-1.2632608609152403	True	0.00020876826722338206	True	True	Human	True	False	False	True	msfragger	manual	min	0.6609640474436812
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				2634180.0	5426160.0	2511270.0	5278010.0	5391720.0	2442060.0	0	4.036204403110195e-06	-1.0849939329602425	True	0.0002348643006263048	True	True	Human	True	False	False	True	msfragger	manual	min	0.6609640474436812
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				7010810.0	16271700.0	6932970.0	16911700.0	16444500.0	6531150.0	0	4.206306067567533e-06	-1.2772928888522255	True	0.00026096033402922753	True	True	Human	True	False	False	True	msfragger	manual	min	0.6609640474436812
