Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				11130.7	656692.0	716822.0	615288.0	61623.2	15496.3	3	0.0002653248807977482	-4.494156294152717	False	0.00039556962025316455	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0A7R9	P0A7R9		rpsK		96903300.0	102824000.0	103743000.0	104113000.0	97919500.0	97073500.0	0	0.0002813690792995848	-0.08997344733503745	False	0.0004219409282700422	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				835274.0	1711740.0	1901340.0	1843380.0	722630.0	746965.0	0	0.0003018731578502823	-1.243280518402621	False	0.00044831223628691985	True	False	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				11130.7	422327.0	396361.0	405274.0	61623.2	15496.3	3	0.00031943977654969345	-3.7938154096141443	False	0.0004746835443037975	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				11130.7	296513.0	290017.0	353073.0	61623.2	15496.3	3	0.00048465584401910413	-3.412379866592179	False	0.0005010548523206751	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P09373	P09373		pflB		220183000.0	242697000.0	237857000.0	238723000.0	219726000.0	215916000.0	0	0.0004862872072201904	-0.13323657421977034	False	0.0005274261603375527	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P39831	P39831		ydfG		14611600.0	15534600.0	15763000.0	15728300.0	14826300.0	14703300.0	0	0.0005721802760054623	-0.0913297043552776	False	0.0005537974683544304	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				11130.7	650110.0	703462.0	587888.0	61623.2	15496.3	3	0.0005858125587303048	-4.459398625463413	False	0.0005801687763713081	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P0A8P6	P0A8P6		xerC		11130.7	712379.0	799164.0	841467.0	61623.2	15496.3	3	0.0006572928228698637	-4.736764093680603	False	0.0006065400843881857	False	True	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				11130.7	598914.0	606068.0	602606.0	61623.2	15496.3	3	0.0006671186000703172	-4.356322526392057	False	0.0006329113924050634	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				11130.7	534396.0	535137.0	635621.0	61623.2	15496.3	3	0.0008955625292242182	-4.272158683134884	False	0.0006592827004219409	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P0A6G7	P0A6G7		clpP		21261000.0	22417200.0	22372500.0	22458200.0	21458000.0	21406200.0	0	0.0009273184667828834	-0.06859779591936126	False	0.0006856540084388186	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6F5	P0A6F5		groL		79009300.0	82381300.0	83696100.0	83352400.0	78535300.0	77838900.0	0	0.0009288669145398502	-0.08362064448968884	False	0.0007120253164556962	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A972	P0A972		cspE		167294000.0	157799000.0	157424000.0	159814000.0	170270000.0	168227000.0	0	0.000993749443442932	0.0905014786249715	False	0.0007383966244725739	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A858	P0A858		tpiA		65905400.0	75181600.0	74704400.0	73865400.0	65631500.0	65982000.0	0	0.0010039803380810718	-0.1799060021462885	False	0.0007647679324894516	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AFX0	P0AFX0		hpf		836164.0	620396.0	653624.0	611826.0	824000.0	842242.0	0	0.001174724954117681	0.4081040079440353	False	0.0007911392405063291	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6P1	P0A6P1		tsf		171047000.0	185679000.0	184237000.0	188878000.0	171532000.0	168574000.0	0	0.0012369233081566688	-0.12856134198586566	False	0.0008175105485232068	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6P7	P0A6P7		engB		8102590.0	8305630.0	8361570.0	8318550.0	8073990.0	8143610.0	0	0.0012436713433550655	-0.03895102446667107	False	0.0008438818565400844	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6P9	P0A6P9		eno		125376000.0	131810000.0	130119000.0	131039000.0	126023000.0	124247000.0	0	0.0012823443564721957	-0.06503809628506219	False	0.0008702531645569621	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9X9	P0A9X9		cspA		28288200.0	23155800.0	24236800.0	24192700.0	28288200.0	28843600.0	0	0.0013423805695548532	0.25491053666982433	False	0.0008966244725738397	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				11130.7	600805.0	493715.0	496604.0	61623.2	15496.3	3	0.0013869446558393004	-4.172302914466471	False	0.0009229957805907173	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P0ACZ4	P0ACZ4		evgA		2268340.0	2391760.0	2397340.0	2427680.0	2293790.0	2279350.0	0	0.0014045045312638298	-0.07704682215398506	False	0.000949367088607595	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ABP8	P0ABP8		deoD		46695100.0	49813600.0	51175300.0	50538600.0	45748300.0	46922000.0	0	0.001654344778020333	-0.12070721494224172	False	0.0009757383966244726	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0CE47	P0CE47		tufA		1340350000.0	1492700000.0	1467930000.0	1460950000.0	1350500000.0	1380430000.0	0	0.001957936419147535	-0.11907954654753924	False	0.0010021097046413502	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P00363	P00363		frdA		48323400.0	50794700.0	51207000.0	50581800.0	49093800.0	48539200.0	0	0.002016543204330133	-0.06406148861031409	False	0.001028481012658228	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AFX4	P0AFX4		rsd		490569.0	377894.0	392501.0	371507.0	515591.0	479061.0	0	0.0020989908453545626	0.37923877772613673	False	0.0010548523206751054	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P68206	P68206		yjbJ		2314330.0	2745280.0	2916190.0	2918180.0	2129270.0	2325020.0	0	0.0022143673834380665	-0.3420570711436634	False	0.0010812236286919833	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AEP3	P0AEP3		galU		56741000.0	59963700.0	61180600.0	60393800.0	56772000.0	57768100.0	0	0.002254225698997226	-0.08390639703723925	False	0.0011075949367088608	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AGK4	P0AGK4		yhbY		14433800.0	13618400.0	13876000.0	13780100.0	14576000.0	14403100.0	0	0.0022751085193258897	0.07287306003406245	False	0.0011339662447257383	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7D7	P0A7D7		purC		6827920.0	6993160.0	7080070.0	7037370.0	6752080.0	6736450.0	0	0.002299678759615624	-0.055319248720988944	False	0.0011603375527426162	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P00579	P00579		rpoD		7532830.0	7889210.0	8033840.0	7997840.0	7458330.0	7622360.0	0	0.002545526458168811	-0.08108548923803077	False	0.0011867088607594937	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AF20	P0AF20		nagC		1135410.0	1044360.0	1010990.0	1042120.0	1134380.0	1152990.0	0	0.0025833681425166863	0.14407825629536047	False	0.0012130801687763714	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AAB6	P0AAB6		galF		11221300.0	12436000.0	12574000.0	12404800.0	10839300.0	11168300.0	0	0.0026147357163173283	-0.17117052798515292	False	0.001239451476793249	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7W1	P0A7W1		rpsE		138487000.0	168318000.0	171102000.0	168894000.0	145983000.0	141009000.0	0	0.002637212915302038	-0.2566320382715618	False	0.0012658227848101268	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A805	P0A805		frr		30146100.0	32229500.0	32777600.0	32902800.0	30243700.0	29296400.0	0	0.0026826065177926054	-0.12656872797647642	False	0.0012921940928270043	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P02358	P02358		rpsF		112067000.0	127248000.0	129015000.0	130929000.0	113602000.0	107428000.0	0	0.002784501407400745	-0.21710678395275418	False	0.0013185654008438818	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A715	P0A715		kdsA		12846400.0	13476200.0	13635300.0	13483300.0	12796800.0	12847400.0	0	0.0028029804953328768	-0.07678877652718877	False	0.0013449367088607597	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9B2	P0A9B2		gapA		415349000.0	425268000.0	423834000.0	425388000.0	416519000.0	418275000.0	0	0.0028315477172809176	-0.027826923861162485	False	0.0013713080168776372	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P17993	P17993		ubiG		3795920.0	4122860.0	4029190.0	4144900.0	3724970.0	3833460.0	0	0.002854080667787213	-0.115055410989723	False	0.001397679324894515	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7V0	P0A7V0		rpsB		84955800.0	87528000.0	88159100.0	87932800.0	84151000.0	85231400.0	0	0.0029657166406247154	-0.05171111782447133	False	0.0014240506329113924	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADY3	P0ADY3		rplN		14540600.0	17952600.0	18400000.0	18330700.0	15463100.0	15394800.0	0	0.0031492232736902185	-0.26845567800526526	False	0.0014504219409282701	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P28903	P28903		nrdD		4944600.0	5037370.0	5043240.0	5070740.0	4973830.0	4932580.0	0	0.0036646787252374064	-0.028885294572244844	False	0.0014767932489451478	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P24178	P24178		yffB		2457870.0	2746770.0	2876010.0	2748780.0	2369770.0	2493920.0	0	0.0036930279177459745	-0.19334541176847925	False	0.0015031645569620253	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A796	P0A796		pfkA		21742300.0	24485400.0	25567200.0	24749100.0	22595200.0	22508800.0	0	0.0037024957781193538	-0.16222335014249534	False	0.0015295358649789032	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P63417	P63417		yhbS		7759470.0	8724320.0	8427760.0	8656600.0	7958400.0	7956530.0	0	0.00409944569602905	-0.12452849310174689	False	0.0015559071729957807	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9L3	P0A9L3		fklB		19594800.0	18104100.0	18247100.0	17749500.0	19550600.0	19730900.0	0	0.004144088034417219	0.1220397490952799	False	0.0015822784810126582	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P08390	P08390		usg		4960960.0	5268220.0	5396310.0	5333710.0	4944740.0	4913790.0	0	0.0041713785336115515	-0.11041740053991711	False	0.001608649789029536	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AFK9	P0AFK9		potD		4781060.0	4566560.0	4500830.0	4567240.0	4803000.0	4801840.0	0	0.004203915348996019	0.07737993003548463	False	0.0016350210970464136	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76049	P76049		ycjY		2341710.0	2078160.0	2063770.0	2075650.0	2319070.0	2277610.0	0	0.004228643499086908	0.15824777000957613	False	0.0016613924050632913	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AEE8	P0AEE8		dam		366201.0	249271.0	288329.0	269424.0	368968.0	383539.0	0	0.0043193324073842005	0.4711500364416237	False	0.0016877637130801688	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P31475	P31475		yieP		1318210.0	1221220.0	1250030.0	1249210.0	1323070.0	1334200.0	0	0.004336559415062266	0.0956480540325988	False	0.0017141350210970465	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P00956	P00956		ileS		22860600.0	24364100.0	24537700.0	24152500.0	22714500.0	23295600.0	0	0.0044593994592157914	-0.08507885241109592	False	0.0017405063291139242	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P21888	P21888		cysS		10815500.0	11274800.0	11409100.0	11388200.0	10995700.0	10805500.0	0	0.004481293006615286	-0.06298004472403432	False	0.0017668776371308017	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P15042	P15042		ligA		6637500.0	6811530.0	6852310.0	6796750.0	6621100.0	6626640.0	0	0.00453239809713877	-0.04114977262613551	False	0.0017932489451476794	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P60422	P60422		rplB		141855000.0	151926000.0	148219000.0	149887000.0	140281000.0	137306000.0	0	0.004591332638560241	-0.10155625934304602	False	0.0018196202531645571	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A8T7	P0A8T7		rpoC		47836900.0	50023600.0	49726000.0	49478600.0	47980100.0	47957700.0	0	0.004647622543431274	-0.05371036338733472	False	0.0018459915611814346	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P69503	P69503		apt		26939500.0	23294100.0	24210900.0	24150000.0	26838600.0	27188500.0	0	0.0046548705822788555	0.17625951871699005	False	0.0018723628691983123	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				11130.7	238778.0	171402.0	250088.0	61623.2	15496.3	3	0.0047537751559494894	-2.9033802741298187	False	0.00189873417721519	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P77488	P77488		dxs		2572210.0	2821820.0	2809930.0	2765580.0	2615900.0	2656340.0	0	0.004868492513895134	-0.09825838539237657	False	0.0019251054852320677	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADS6	P0ADS6		yggE		5039810.0	5210350.0	5279990.0	5293750.0	4918570.0	4926570.0	0	0.004961065000162511	-0.08461671193352194	False	0.0019514767932489452	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AE67	P0AE67		cheY		2460850.0	2958350.0	3163630.0	2960000.0	2155180.0	2390970.0	0	0.00499827858212818	-0.3742099634846465	False	0.001977848101265823	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P45955	P45955		ybgF		1670000.0	1788210.0	1752370.0	1799060.0	1649280.0	1607150.0	0	0.005025846571758482	-0.11619992033309282	False	0.0020042194092827004	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A903	P0A903		bamC		13422100.0	14239200.0	14273100.0	14117200.0	13706200.0	13538300.0	0	0.00515023347393424	-0.06800775719992316	False	0.002030590717299578	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AB77	P0AB77		kbl		14127400.0	15723600.0	16117800.0	15734200.0	14288200.0	14778500.0	0	0.005379506401533896	-0.13938758697903922	False	0.002056962025316456	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P24173	P24173		rfaC		657327.0	540327.0	512276.0	508793.0	628153.0	605808.0	0	0.005540239557089926	0.2765325906654711	False	0.0020833333333333333	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7Q1	P0A7Q1		rpmI		13348600.0	17101700.0	17627000.0	18595800.0	14695500.0	14826800.0	0	0.0057435887280264985	-0.314799828776193	False	0.002109704641350211	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P33219	P33219		yebF		327441.0	296737.0	299498.0	291496.0	337688.0	344497.0	0	0.006022252922432654	0.1856264854925581	False	0.0021360759493670887	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P67826	P67826		cutC		1574800.0	1734610.0	1717220.0	1756330.0	1489210.0	1528220.0	0	0.006091132493095697	-0.18157886962467035	False	0.0021624472573839666	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P18355	P18355				2543130.0	2677900.0	2656060.0	2739190.0	2459830.0	2453370.0	0	0.006093362595270918	-0.11466598561204215	False	0.002188818565400844	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A9Q1	P0A9Q1		arcA		23369800.0	25842600.0	25975700.0	25123900.0	23736700.0	23872100.0	0	0.006154764747988989	-0.11639096245275572	False	0.0022151898734177216	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				736603.0	1146500.0	1147840.0	1143000.0	658246.0	774375.0	0	0.0064076792695162855	-0.6641135237291412	False	0.002241561181434599	False	False	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P61714	P61714		ribE		42863400.0	44793400.0	44858600.0	44869800.0	42162900.0	42454200.0	0	0.00680652568843649	-0.07756340568780787	False	0.0022679324894514766	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P02942	P02942		tsr		12547300.0	13756300.0	14127300.0	13587700.0	12688700.0	12439400.0	0	0.006944884934223334	-0.13849044307658312	False	0.0022943037974683545	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AG44	P0AG44		rplQ		186710000.0	202257000.0	200158000.0	198181000.0	192054000.0	190372000.0	0	0.007420161075619925	-0.07762142824140716	False	0.0023206751054852324	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7K2	P0A7K2		rplL		173976000.0	157581000.0	157229000.0	161387000.0	173916000.0	173990000.0	0	0.007541670346733796	0.1321651116807486	False	0.00234704641350211	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A7L0	P0A7L0		rplA		225145000.0	218692000.0	218150000.0	218274000.0	224951000.0	223150000.0	0	0.0076800715718243675	0.03938336895630025	False	0.0023734177215189874	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADT5	P0ADT5		ygiC		2577040.0	2823110.0	2883880.0	2775340.0	2564550.0	2539440.0	0	0.00772588728195188	-0.14316082680085226	False	0.002399789029535865	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P75915	P75915		ycdY		8263930.0	9371290.0	9238890.0	8964530.0	8513310.0	8353960.0	0	0.007741147753218223	-0.13386615253954737	False	0.002426160337552743	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A799	P0A799		pgk		339967000.0	359288000.0	356011000.0	354908000.0	346760000.0	341172000.0	0	0.007743634095286359	-0.0581913562651975	False	0.0024525316455696203	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A6M8	P0A6M8		fusA		129179000.0	140429000.0	136610000.0	139732000.0	132986000.0	129458000.0	0	0.007854517033523167	-0.08978939783043709	False	0.002478902953586498	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P28635	P28635		metQ		14295700.0	12827600.0	12375400.0	13071100.0	14293800.0	13958500.0	0	0.007887956289057018	0.1527228648318571	False	0.0025052742616033757	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
