Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				3176580.0	3080260.0	3254450.0	1202720.0	1302440.0	1303550.0	0	2.1601824718572157e-05	-1.320338581161234	True	0.00031796502384737684	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				1995590.0	2037980.0	1956290.0	672443.0	579213.0	701939.0	0	2.854311119583195e-05	-1.616390870505334	False	0.0003444621091679915	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				1320440.0	1412670.0	1385490.0	318127.0	279819.0	264424.0	0	3.078271709890791e-05	-2.2557751221037976	False	0.0003709591944886063	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P0C0L9	P0C0L9		iscX		2106960.0	2094250.0	2094900.0	1980660.0	1980730.0	1990310.0	0	4.092159246376524e-05	-0.08115893841298548	False	0.000397456279809221	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				1757280.0	1870670.0	1895060.0	297215.0	273334.0	353815.0	0	4.8296475942828287e-05	-2.57892176031618	False	0.00042395336512983573	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P0AF12	P0AF12		mtnN		28100200.0	28177000.0	28237500.0	25921100.0	25695500.0	25884300.0	0	5.879111933338947e-05	-0.12498923311643023	False	0.0004504504504504505	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				1321660.0	1390270.0	1366540.0	459606.0	344854.0	406854.0	0	7.475751654522382e-05	-1.751455147377228	False	0.0004769475357710652	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				980615.0	1070530.0	1053950.0	189086.0	245016.0	218766.0	0	7.827494900421799e-05	-2.2497741728696026	False	0.00050344462109168	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P0A988	P0A988		dnaN		4632850.0	4633580.0	4645830.0	4732830.0	4743070.0	4748620.0	0	8.112986963061307e-05	0.03202317037001778	False	0.0005299417064122947	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2812000.0	2891040.0	2713090.0	662742.0	703557.0	625565.0	0	8.176409397197052e-05	-2.0790378426420837	False	0.0005564387917329094	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2635160.0	2589100.0	2389560.0	653661.0	816887.0	810101.0	0	9.208182847848802e-05	-1.739176035399578	False	0.0005829358770535241	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
Q47083	Q47083		cbl		465355.0	450001.0	505103.0	12907.8	74089.3	14704.0	3	9.346469999731971e-05	-3.8039500017145413	False	0.000609432962374139	True	True	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P0A9M2	P0A9M2		hpt		5899600.0	5963620.0	5936590.0	6374360.0	6311760.0	6364210.0	0	0.0001017241217911659	0.09795414751409837	False	0.0006359300476947537	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P07012	P07012		prfB		9889670.0	9789880.0	9825600.0	10484000.0	10534900.0	10465200.0	0	0.00010516328530264419	0.09365663445231258	False	0.0006624271330153683	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				4621810.0	4475440.0	4468940.0	1135010.0	1130080.0	1106950.0	0	0.0001453357654620939	-2.0083220484833326	False	0.000688924218335983	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				2190410.0	2303390.0	2354780.0	546850.0	674685.0	801902.0	0	0.00014540953554166477	-1.7589969562510697	False	0.0007154213036565979	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2079970.0	2082040.0	2091010.0	372423.0	313272.0	287835.0	0	0.00015886479311299825	-2.6832557892625712	False	0.0007419183889772126	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P52614	P52614		fliK		643368.0	687673.0	683758.0	1327540.0	1313390.0	1320500.0	0	0.00018613483592616563	0.9753853894123272	False	0.0007684154742978273	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P0AFD1	P0AFD1		nuoE		2490340.0	2465430.0	2456140.0	2819240.0	2791830.0	2849030.0	0	0.0001948747897694654	0.19082935300214657	False	0.000794912559618442	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2966330.0	3289260.0	3174280.0	1635860.0	1610160.0	1360070.0	0	0.00024623202148961996	-1.0336952813443103	False	0.0008214096449390567	True	False	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P0AFM2	P0AFM2		proX		1503140.0	1554430.0	1501360.0	1804870.0	1857330.0	1803120.0	0	0.00026468321167617847	0.26161071207997055	False	0.0008479067302596715	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				1552790.0	1392830.0	1411490.0	222600.0	295333.0	301875.0	0	0.00026739914755408574	-2.4100135626006196	False	0.0008744038155802862	True	True	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P0A855	P0A855		tolB		17246800.0	17099100.0	17272600.0	18091400.0	18087800.0	18202900.0	0	0.00029972856191184613	0.07524364477890252	False	0.000900900900900901	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P38489	P38489		nfnB		6045270.0	6068870.0	6081670.0	6299880.0	6266220.0	6313830.0	0	0.0003200977281702183	0.05324714046396178	False	0.0009273979862215156	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P45795	P45795		yrdB		3283710.0	3477840.0	3584690.0	1650040.0	1601960.0	1749430.0	0	0.00043109907068936766	-1.0486940112085938	False	0.0009538950715421304	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P0A7N9	P0A7N9		rpmG		116774000.0	118633000.0	119563000.0	131102000.0	128883000.0	131423000.0	0	0.0004478981976569179	0.14097614197903555	False	0.000980392156862745	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P0AAB6	P0AAB6		galF		12217900.0	12174600.0	12057700.0	12891200.0	12770600.0	12932800.0	0	0.0004698050900396578	0.0824722750182351	False	0.00100688924218336	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P30847	P30847		baeS		402744.0	366764.0	370347.0	12907.8	74089.3	14704.0	3	0.00047537085199751943	-3.4864431234392	False	0.0010333863275039747	True	True	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P0A6Z1	P0A6Z1		hscA		5535300.0	5568820.0	5489060.0	5175130.0	5133240.0	5074450.0	0	0.0005388936351098137	-0.10927039367314652	False	0.0010598834128245894	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P60651	P60651		speB		13392200.0	13455600.0	13416100.0	13686700.0	13693600.0	13644900.0	0	0.0005412442155856261	0.027023447116273445	False	0.0010863804981452042	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P0A7W1	P0A7W1		rpsE		142655000.0	139547000.0	138513000.0	154860000.0	156988000.0	158663000.0	0	0.0006075131675457309	0.16138519559959333	False	0.0011128775834658188	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P76502	P76502		sixA		6722450.0	6492560.0	6343390.0	7747340.0	7904580.0	8110650.0	0	0.0007846376009387067	0.28090252318563697	False	0.0011393746687864334	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P32177	P32177		fdhD		1185100.0	1196680.0	1226990.0	1038700.0	1056960.0	1027120.0	0	0.000787242239251626	-0.20867626297389977	False	0.0011658717541070483	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P0AEK0	P0AEK0		exoX		4031810.0	3824890.0	3902040.0	2853700.0	2555110.0	2593430.0	0	0.0008173468122962482	-0.5552576742432485	False	0.0011923688394276629	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P0A8A2	P0A8A2		yeeN		10284900.0	10352100.0	10465800.0	9551190.0	9581320.0	9357360.0	0	0.0008326450627333771	-0.12659542482903577	False	0.001218865924748278	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P06610	P06610		btuE		6373970.0	6460990.0	6530500.0	7002910.0	7014060.0	7099540.0	0	0.000846179758528619	0.12488564408650962	False	0.0012453630100688925	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P0A8I5	P0A8I5		trmB		6446360.0	6244800.0	6272110.0	6985990.0	7061730.0	7154580.0	0	0.0009714914499870961	0.16101301307872437	False	0.0012718600953895074	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				2271720.0	2200810.0	2253240.0	1186950.0	979938.0	1092240.0	0	0.0010188926941727952	-1.045213430073907	False	0.001298357180710122	True	False	Human	True	False	False	True	msfragger	manual	min	1.160964047443681
P0AE18	P0AE18		map		10578300.0	10661700.0	10638100.0	11347400.0	11233900.0	11194000.0	0	0.001074707502335949	0.08340293964395087	False	0.0013248542660307366	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P76402	P76402		yegP		3598710.0	3522170.0	3621130.0	3970540.0	3907070.0	3892940.0	0	0.001075478298166598	0.13191776481055967	False	0.0013513513513513514	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P0ADM8	P0ADM8		yieE		68629.9	65266.3	32089.2	1293360.0	1322590.0	1154820.0	3	0.0011854444035392074	4.505730901790041	False	0.001377848436671966	True	True	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P27302	P27302		tktA		27682700.0	27479700.0	27466600.0	28251600.0	28277200.0	28434500.0	0	0.0011861174599570895	0.040191593979978874	False	0.001404345521992581	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P0A862	P0A862		tpx		41336000.0	40904200.0	41139900.0	39120200.0	39058600.0	39224400.0	0	0.001409406790210983	-0.07163798889357915	False	0.0014308426073131957	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.160964047443681
P64463	P64463		ydfZ		42873300.0	41834800.0	42663000.0	39235300.0	39429700.0	38435800.0	0	0.0014726615678129775	-0.12128704094992063	False	0.0014573396926338103	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				2358400.0	2458180.0	2408120.0	1151020.0	923040.0	877687.0	0	0.0015269859669125745	-1.2913686115892988	False	0.0014838367779544252	False	True	Human	True	False	False	False	msfragger	manual	min	1.160964047443681
P0A7Y0	P0A7Y0		rnc		9713480.0	9735610.0	9678010.0	10095900.0	10000100.0	10081200.0	0	0.0015971791868792666	0.051096882545083905	False	0.0015103338632750398	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P32703	P32703		yjcE		1012360.0	1015600.0	1076260.0	655070.0	669715.0	555050.0	0	0.0017110554307141744	-0.7236247699371471	False	0.0015368309485956546	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P06129	P06129		btuB		14725800.0	14611400.0	15003400.0	16030800.0	16109600.0	15847400.0	0	0.001753035187329938	0.1140393819032867	False	0.0015633280339162692	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P0ADY7	P0ADY7		rplP		54558900.0	54116200.0	53916800.0	57706100.0	57540700.0	57655900.0	0	0.0018167788925822841	0.08870501082599698	False	0.001589825119236884	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P24178	P24178		yffB		4237920.0	4323170.0	4404420.0	4720000.0	4840150.0	4866630.0	0	0.0018173662711885778	0.1540703760533415	False	0.0016163222045574989	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P07649	P07649		truA		1867540.0	1827090.0	1864480.0	2012190.0	2076910.0	2063170.0	0	0.0020274480316075164	0.1462648896842814	False	0.0016428192898781135	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				619118.0	619495.0	804105.0	190205.0	74089.3	14704.0	2	0.002085765097475469	-2.8721618152781954	False	0.0016693163751987283	False	True	Human	True	False	False	False	msfragger	manual	min	1.160964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				12618800.0	12686800.0	12614900.0	3909930.0	4076330.0	5152490.0	0	0.0021476018561957617	-1.529149960535412	False	0.001695813460519343	False	True	Human	True	False	False	False	msfragger	manual	min	1.160964047443681
P0AGD3	P0AGD3		sodB		84110300.0	84785600.0	84609800.0	80530800.0	80244200.0	81425100.0	0	0.0021566088259429485	-0.0658187254658853	False	0.0017223105458399576	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P33232	P33232		lldD		1349660.0	1280960.0	1339840.0	1015050.0	1032920.0	1009420.0	0	0.0024164875258667765	-0.37700556751426473	False	0.0017488076311605724	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P0A6J8	P0A6J8		ddlA		13095900.0	12921300.0	13093900.0	12336200.0	12398900.0	12315100.0	0	0.002504447966858068	-0.07809678211344809	False	0.0017753047164811872	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P21165	P21165		pepQ		11023300.0	11005900.0	11073800.0	11554100.0	11727100.0	11651700.0	0	0.0026127101453675403	0.07762444593834246	False	0.001801801801801802	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P0A7T3	P0A7T3		rpsP		62452100.0	63525300.0	63066700.0	66214900.0	65353500.0	66383800.0	0	0.002637935044050798	0.06642927725083209	False	0.0018282988871224167	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P26648	P26648		ftsP		920077.0	941854.0	918162.0	1130340.0	1106980.0	1168190.0	0	0.0026996248113511467	0.29273772357692934	False	0.0018547959724430313	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P0ABZ6	P0ABZ6		surA		11463000.0	11331700.0	11256500.0	11929100.0	12030500.0	11972200.0	0	0.0029869077025660275	0.07755556759752737	False	0.001881293057763646	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P0ACF0	P0ACF0		hupA		184773000.0	182775000.0	184873000.0	178133000.0	177226000.0	178722000.0	0	0.003105956832278929	-0.04870960286583453	False	0.0019077901430842607	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P0ABB0	P0ABB0		atpA		59891600.0	59361800.0	59545300.0	58121900.0	58258700.0	57641500.0	0	0.0031599068634256735	-0.039065713798460806	False	0.0019342872284048756	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P05194	P05194		aroD		1202950.0	1206670.0	1176450.0	1262690.0	1281210.0	1285720.0	0	0.003173710763171316	0.09479759573951063	False	0.00196078431372549	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P09148	P09148		galT		1488350.0	1528190.0	1488780.0	1639530.0	1614310.0	1623690.0	0	0.0032223772644455182	0.11452116619726664	False	0.001987281399046105	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P61175	P61175		rplV		209146000.0	210531000.0	205851000.0	217956000.0	221911000.0	220915000.0	0	0.00325603353231526	0.07909992360972645	False	0.00201377848436672	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P0AE45	P0AE45		ytfL		839575.0	806251.0	819822.0	723896.0	753583.0	741236.0	0	0.0032866904565886424	-0.15224249158409747	False	0.0020402755696873344	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P0A7X3	P0A7X3		rpsI		73265800.0	71938600.0	74321100.0	79613300.0	77774900.0	79476800.0	0	0.003376162893156781	0.10967650425544932	False	0.0020667726550079495	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				714318.0	903806.0	807310.0	374609.0	295158.0	272708.0	0	0.0035469160560936915	-1.3637166667772642	False	0.002093269740328564	False	True	Human	True	False	False	False	msfragger	manual	min	1.160964047443681
P0AF20	P0AF20		nagC		982325.0	994423.0	1011050.0	1069640.0	1093500.0	1061550.0	0	0.0036335865746973265	0.11007786296969728	False	0.0021197668256491787	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P36659	P36659		cbpA		4045780.0	4094080.0	3970200.0	3775590.0	3677380.0	3767720.0	0	0.00366645038632503	-0.110044617860563	False	0.0021462639109697933	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P0A8J4	P0A8J4		ybeD		12588000.0	12961900.0	12654500.0	13875000.0	13853000.0	14011900.0	0	0.003766237078513668	0.1276883411193321	False	0.0021727609962904084	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P46142	P46142		yggM		9469420.0	9577910.0	9352950.0	8759410.0	8921830.0	8995870.0	0	0.00389360162030429	-0.09030276929382769	False	0.002199258081611023	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P0A6K1	P0A6K1		dapF		781900.0	676679.0	774113.0	438192.0	439948.0	531015.0	0	0.003978070627604456	-0.6639539354036786	False	0.0022257551669316376	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P0AAN5	P0AAN5		yaiA		1387480.0	1354390.0	1338860.0	1537430.0	1508830.0	1473410.0	0	0.004087403222988817	0.14739018092323947	False	0.0022522522522522522	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.160964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				7063130.0	7133440.0	7079320.0	3285010.0	2358470.0	2457210.0	0	0.0042799646271537255	-1.39310277898895	False	0.002278749337572867	False	True	Human	True	False	False	False	msfragger	manual	min	1.160964047443681
