protein	RD139_Wide_UPS1_0_1fmol_inj1	RD139_Wide_UPS1_0_1fmol_inj2	RD139_Wide_UPS1_0_1fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P76548	7380529.290229301	6653324.499999995	6795739.208147918	7980758.945374047	7836561.806257546	7918946.730458368	P76548	P76548		yffQ	0	0.04471014774283091	-0.18845843964664422	False	0.009791666666666667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37650	4927029.328994863	4863687.355203339	4582895.294543433	4496840.118002008	4312987.783619332	4375898.978568632	P37650	P37650		bcsC	0	0.0450908420429934	0.12444554176418789	False	0.009817708333333335	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AG96	2753136.783847696	2487257.765436752	2607405.8246471784	2399535.1479868847	2279402.6103165983	2299257.549793463	P0AG96	P0AG96		secE	0	0.04516229441520113	0.16943436716600968	False	0.009843750000000002	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAB6	57339822.264161184	60205623.69193708	56311369.76819432	69686246.82308264	67613456.50587139	62064899.98717658	P0AAB6	P0AAB6		galF	0	0.045245937401530614	-0.19750965931986064	False	0.009869791666666666	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9M0	116620375.03620604	112312041.39075686	113732339.2156752	110266971.34733574	107490149.18383148	110682175.34397264	P0A9M0	P0A9M0		lon	0	0.045426912787595176	0.061171065266079815	False	0.009895833333333333	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
Q47208	5053729.7104660245	5174260.500000002	5215661.368943676	4573217.770234518	4941518.177655169	4680859.300221757	Q47208	Q47208		fdrA	0	0.04566915605234152	0.12157056619843559	False	0.009921875	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAI3	128106874.11676855	129781253.3553386	132888443.95828108	125142745.30921476	123322402.8235646	126854590.02571574	P0AAI3	P0AAI3		ftsH	0	0.045933625799263425	0.058223810829809645	False	0.009947916666666667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P24171	16906707.447926458	16912739.327479973	16550889.8449465	17170336.81129669	17867500.42859939	17534753.770385653	P24171	P24171		dcp	0	0.04642286433412568	-0.06173646664014016	False	0.009973958333333335	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AF18	15053769.72374171	14980920.291620998	15363907.864766572	14806816.593586072	14180163.316368816	14422053.658750746	P0AF18	P0AF18		nagA	0	0.046549035634428394	0.06465243737325116	False	0.010000000000000002	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	33448.12541480996	43284.28516000001	35449159.9764574	62285886.46809472	61378290.89420127	66393795.27735818	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			2	0.046579164533186744	-2.419496750721789	False	0.010026041666666667	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P75829	12008960.330100557	10844458.983333752	11594208.697903352	10234269.177378444	10500031.615204932	9181650.545852398	P75829	P75829		ybjX	0	0.047218032832679016	0.20348970354629164	False	0.010052083333333333	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0C0V0	74399388.76098937	73603783.45928526	78140271.62691538	71931655.85510719	67916719.87397304	70576642.38989513	P0C0V0	P0C0V0		degP	0	0.04728708499858952	0.10393192966153776	False	0.010078125	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P08244	28516453.3501459	29121240.97595771	28811370.206409976	27618898.09119956	28362240.462182827	27458864.212192047	P08244	P08244		pyrF	0	0.04762493609607691	0.051111146837915164	False	0.010104166666666668	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P21893	2729211.9477877035	2869283.65709561	3099502.628318275	2428471.8728396622	2646973.925359741	2208064.439491681	P21893	P21893		recJ	0	0.04860339157604448	0.25604950076940847	False	0.010130208333333335	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABZ1	7359433.727517279	7091191.094717879	7210043.061009697	7757300.477213876	7634602.799587509	7400402.308421018	P0ABZ1	P0ABZ1		fliG	0	0.04891559300411864	-0.07346914210050612	False	0.01015625	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A870	374642438.5168209	379742080.406966	381788253.7451475	353660967.75736046	369199599.0761867	363446730.3038352	P0A870	P0A870		talB	0	0.04892075940427359	0.06474996184316821	False	0.010182291666666668	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P18843	59431683.533376455	59647602.65459763	59880278.02440969	59929033.69112946	60363894.639824994	60184469.23064829	P18843	P18843		nadE	0	0.04894845621454416	-0.012184521320356806	False	0.010208333333333335	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P30859	10337145.308407422	10019084.58098129	10446574.537417123	9920851.592441255	9712235.795268135	9768266.388942504	P30859	P30859		artI	0	0.04896762344122415	0.06717912133151718	False	0.010234375	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9E5	22520646.52003673	22725367.85597623	22416699.10309127	21597693.876446277	21907128.977037888	20976605.62043695	P0A9E5	P0A9E5		fnr	0	0.049007945547755095	0.06947733009927472	False	0.010260416666666668	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6J8	60390549.65711128	63283557.28439336	61229828.2325634	64792198.29644005	65499483.84718159	64966379.57517486	P0A6J8	P0A6J8		ddlA	0	0.04960943755592407	-0.07860618599679768	False	0.010286458333333333	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P40874	22728719.234981664	23605152.821085826	23050496.07447434	24265391.551688656	24066133.70036692	23854732.54280628	P40874	P40874		solA	0	0.04962069841951119	-0.057113546120991496	False	0.0103125	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P30177	22110751.736610018	23834344.37194416	24167401.566699237	25151369.13820646	25957749.23987824	26022018.56755678	P30177	P30177		ybiB	0	0.04985953630312147	-0.13764174691460312	False	0.010338541666666668	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P07862	24820153.484198164	25557746.13784934	24379234.449341465	22765000.29979675	24122848.694103263	23502650.88920717	P07862	P07862		ddlB	0	0.05029109508133	0.08683053076027486	False	0.010364583333333335	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFC7	11019830.566128984	11413399.755057937	11216706.50480327	12614526.664841391	13990488.609950537	12589086.8530873	P0AFC7	P0AFC7		nuoB	0	0.050333770657442906	-0.22003277965914197	False	0.010390625000000002	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P06986	15174429.70811678	15740200.262945771	14520804.598123556	16124449.711256262	17085887.256390397	16164771.747303303	P06986	P06986		hisC	0	0.05041486265328997	-0.11996604709118505	False	0.010416666666666666	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADM8	719093.4326346098	426891.1249999996	377297.72974204685	781983.0386372083	1027294.8584219544	1296986.1120040042	P0ADM8	P0ADM8		yieE	0	0.05045097003736041	-1.0279971332223872	False	0.010442708333333333	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P32684	3334261.382523266	3572895.9453388997	3352390.781499287	3657303.459975683	3774421.7010963503	3646098.821673132	P32684	P32684		rluF	0	0.05051004765915143	-0.11070733299391583	False	0.01046875	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0C0S1	21005363.71663778	20520677.06137972	21124613.2167584	17751869.5889182	19567215.886189096	19117960.940558527	P0C0S1	P0C0S1		mscS	0	0.05093437241419722	0.15068708185925997	False	0.010494791666666668	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P06612	40671030.31967866	41947624.09230895	40214652.95329509	39323429.04041199	38729984.36713149	38899455.26733167	P06612	P06612		topA	0	0.05125725389072077	0.07077456437500611	False	0.010520833333333335	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P21507	29671523.193681568	31313342.071403127	29934918.42222732	32511919.85511076	32444316.629036427	32312505.544537205	P21507	P21507		srmB	0	0.051570926897930025	-0.09738200786989125	False	0.010546875	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P62707	160227009.77818835	150899784.50528827	158542471.7683198	139753132.3940974	141882371.20663118	150903689.76781052	P62707	P62707		gpmA	0	0.051844285061347355	0.11881432585377856	False	0.010572916666666666	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P52697	76565481.70329337	75230380.86914855	73266403.21647213	78161580.54397433	79408391.69390096	77523798.62634645	P52697	P52697		pgl	0	0.05212951007796513	-0.0629121202142365	False	0.010598958333333333	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77808	14452708.365495332	14510440.23319318	15377927.694447923	13489756.96843846	13827013.976776533	13640853.627687646	P77808	P77808		yfaY	0	0.05231494598293073	0.1145117437311644	False	0.010625	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AE48	11957750.755488388	12531039.233786795	11559538.057740169	12991904.441374484	13258810.148049032	12833882.34186595	P0AE48	P0AE48		ytfP	0	0.05249598281935294	-0.11666781217086722	False	0.010651041666666668	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P22634	1307965.8827754003	1327922.0912377515	1072438.189978884	1067522.8425395533	899077.3496016782	880756.3255042096	P22634	P22634		murI	0	0.05257732927376126	0.38114499676726227	False	0.010677083333333334	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7T3	175808520.74169615	178209124.3779258	183977154.33685943	162432336.632701	173851580.377944	166774393.08146602	P0A7T3	P0A7T3		rpsP	0	0.05262418828235856	0.09686659275690312	False	0.010703125	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ACB4	4837872.31920052	5391848.589495871	5786723.58531894	6654202.636781888	6067840.628661087	6160246.48079357	P0ACB4	P0ACB4		hemG	0	0.05264271408046553	-0.23747980458077436	False	0.010729166666666668	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7C2	15303617.117353132	15733997.239579666	14772429.245288912	16271529.431627892	16490908.55192886	16239816.150193738	P0A7C2	P0A7C2		lexA	0	0.05283731463974549	-0.09718417959049198	False	0.010755208333333334	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7I7	19026304.648421552	19894920.98271819	20551390.51095639	18115994.58303365	17877566.899102416	18886215.065872896	P0A7I7	P0A7I7		ribA	0	0.05317738874102933	0.11595093249714605	False	0.010781250000000001	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P28904	12238894.0519361	11753391.942362055	12358290.283257673	13187411.354237672	13490010.186482407	12548340.386820529	P28904	P28904		treC	0	0.05342919581934913	-0.10982323476547406	False	0.010807291666666666	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P09127	37331135.09307638	36740789.41978268	36250567.367059566	38139493.963955656	37860631.84171963	37595190.10949504	P09127	P09127		hemX	0	0.05364362086099308	-0.04217639794519058	False	0.010833333333333334	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77398	2444310.444284774	2291936.0774796	2194942.7296814867	2947501.896104742	2915580.5015013563	2516065.6044484903	P77398	P77398		arnA	0	0.05365516111985754	-0.27370064628819996	False	0.010859375000000001	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AAD6	492764.4175893866	925158.7531255776	705928.2626033378	1139532.2924130005	1210615.4537889252	1233320.7305655095	P0AAD6	P0AAD6		sdaC	0	0.05373945603712213	-0.7546738124706253	False	0.010885416666666668	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77804	83026065.83017892	83501435.52542895	86958501.42599376	80930612.13661848	78620638.82680912	81199440.21443436	P77804	P77804		ydgA	0	0.054490994958106144	0.07436614544587582	False	0.010911458333333336	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P45470	1660504.634366579	1546987.889136676	1652854.442896885	1486071.9801424483	1455533.6834425917	1542284.274366294	P45470	P45470		yhbO	0	0.05493390141679223	0.11630844138996906	False	0.0109375	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69783	369485779.90912384	374712537.8055884	366505911.4200791	390708329.4551886	425958780.4433193	412153250.4542548	P69783	P69783		crr	0	0.0550037892764805	-0.14579933467526157	False	0.010963541666666667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9W3	89241069.47215892	88055882.41144702	87434302.67502642	94873720.62566972	91099041.84251146	91450421.69175416	P0A9W3	P0A9W3		yjjK	0	0.05509945649278779	-0.06755982665457673	False	0.010989583333333334	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AC33	8637142.776093189	8520452.207913315	7950499.316565371	8957389.632689502	8967543.623399667	9605215.10541956	P0AC33	P0AC33		fumA	0	0.0553670030977688	-0.1328598522243024	False	0.011015625000000001	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AG40	8008612.10862464	8338837.47904962	8223168.169168646	8470618.20914771	8940434.257327536	8596492.493984347	P0AG40	P0AG40		ribF	0	0.05546880187878091	-0.08199608879547075	False	0.011041666666666668	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P21499	52668044.03071532	53053514.46308947	53280310.44908539	52603868.691467226	52205148.18760347	52375837.10852933	P21499	P21499		rnr	0	0.055919797042481144	0.016581514225852804	False	0.011067708333333334	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6U8	19786697.35263646	19753244.833325297	19287909.32604625	20272156.82710622	20123090.10157176	20233617.801224165	P0A6U8	P0A6U8		glgA	0	0.05602744309200994	-0.04350546069120401	False	0.011093750000000001	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P13035	27974749.007723983	29320656.68168941	29424629.82723345	27912602.420930818	27224890.93108421	26831068.084222887	P13035	P13035		glpD	0	0.056107211218933556	0.08129466900727236	False	0.011119791666666667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADA5	43050845.69852447	43074575.7124321	40610853.98624765	38700336.83430426	40035062.7684048	39563048.02194489	P0ADA5	P0ADA5		yajG	0	0.05635686602809483	0.09939838047963002	False	0.011145833333333334	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AE88	17971418.669165537	17386986.57009511	17051931.78436471	19782084.470834173	18171804.73061312	19431963.67673888	P0AE88	P0AE88		cpxR	0	0.05641051951163808	-0.13084373224028867	False	0.011171875000000001	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	33448.12541480996	43284.28516000001	25135650.722625345	41270748.67816344	43003089.96700806	41422744.28860792	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)			2	0.0564997420276658	-2.317741033922679	False	0.011197916666666667	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P36683	102919382.70440713	101593381.32835656	101952303.3123149	109598576.6548322	104894351.32675348	107013862.18733104	P36683	P36683		acnB	0	0.05665554300023011	-0.06912657075892485	False	0.011223958333333334	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23305	2076742.296571853	2334986.153222107	2234219.184234393	2632881.839756585	2364617.882229694	2508495.9700469584	P23305	P23305		yigA	0	0.05670897943700478	-0.17556853668252662	False	0.011250000000000001	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AA10	241388389.38454175	237663952.66388947	241160352.15949616	230226191.14793423	233522927.1881913	222821668.0727344	P0AA10	P0AA10		rplM	0	0.056724654386278585	0.06901455625385437	False	0.011276041666666669	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P24188	1114517.9957148654	1121846.8750000005	1188009.0110840383	1220479.5867756286	1201742.9971515734	1241496.7342045703	P24188	P24188		yceA	0	0.056996411575795956	-0.09746875366463864	False	0.011302083333333334	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00956	179447890.56490982	172527726.1772833	180459957.0521916	185517813.5811843	185935415.98715723	188087875.3724588	P00956	P00956		ileS	0	0.05713577112860139	-0.07163715245108655	False	0.011328125	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AA95	2109109.721973675	2368932.140131258	2220245.674709314	2091842.883279763	1920905.5670131987	1826687.0717146995	P0AA95	P0AA95		yacC	0	0.05714788596623049	0.19796339230388432	False	0.011354166666666667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9M5	123455274.40334176	126883370.7800813	126251261.24187674	127693132.96596146	131397137.5399208	132703509.56461924	P0A9M5	P0A9M5		gpt	0	0.05719604013664381	-0.05710016170956283	False	0.011380208333333334	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AD70	1764934.6205782788	1931366.8485847104	1612213.498149602	1973963.5385209816	2064372.6376052045	2248707.3945138697	P0AD70	P0AD70		ampH	0	0.057348075060258887	-0.24407343119898564	False	0.011406250000000001	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ACP5	2189013.878515354	1968405.3461445333	2132941.0929354574	1756657.4384270466	1980866.056515799	1784624.969143369	P0ACP5	P0ACP5		gntR	0	0.05739345992246872	0.18791298276621693	False	0.011432291666666669	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P66899	362536.4603978189	402621.8438000005	420890.4395904727	433769.3626909145	471211.27062628185	511781.6227121591	P66899	P66899		ygeX	0	0.05741149876817443	-0.2564343804240544	False	0.011458333333333333	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37666	30404289.63357052	29577001.46267021	27795260.80742193	33208247.54070661	31418045.564580537	31182156.80421404	P37666	P37666		ghrB	0	0.05747768291914894	-0.1263173029020444	False	0.011484375	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8E7	90774565.56057884	92732476.31316388	88874983.77273753	88015401.09504172	85607386.01782762	87579877.00025015	P0A8E7	P0A8E7		yajQ	0	0.05796201755227369	0.06046189216957535	False	0.011510416666666667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6Q6	63404953.91969516	62734076.37795673	63019482.71781051	67865015.2003979	71287328.06229158	66513226.3701254	P0A6Q6	P0A6Q6		fabZ	0	0.058186870480624465	-0.12070458738757457	False	0.011536458333333334	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P36680	10813767.08413618	10843456.326137517	12023896.278148836	9608993.31575554	10296745.92709602	9759072.166799506	P36680	P36680		zapD	0	0.05828655120314105	0.18318748879482905	False	0.011562500000000002	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00550	4137725.313302392	4447782.799652722	4553576.265402866	3502712.6031516166	3657264.980210337	4120109.1512111886	P00550	P00550		mtlA	0	0.058311101185201296	0.22008658134832926	False	0.011588541666666667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P23845	17581623.731063787	17071141.387429778	16426898.956470547	15636273.893429106	15819354.445825735	15800194.877829242	P23845	P23845		cysN	0	0.058431229256048677	0.11225691720312533	False	0.011614583333333334	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P27250	1164834.5640793256	1086491.880194103	1307781.8493287168	1459084.5485845949	1405364.344285289	1393566.6558360546	P27250	P27250		yjgB	0	0.058523006445996714	-0.25866538734475936	False	0.011640625	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFA7	819734.7970288605	725684.0576097781	835661.2150800208	933378.6204280657	1108813.2152197654	929157.7453621672	P0AFA7	P0AFA7		nhaB	0	0.05884914533099982	-0.3195022134508408	False	0.011666666666666667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AB80	34434847.94704308	34737625.23006487	34451975.6222265	35918226.69310789	35905551.41906733	37401570.29795699	P0AB80	P0AB80		ilvE	0	0.05904682760126906	-0.07594328000214157	False	0.011692708333333334	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75859	33448.12541480996	43284.28516000001	79629.9261153617	301906.4482632517	216076.6493034491	465565.5281149029	P75859	P75859		ycbU	3	0.05906338765542627	-2.653103330057143	False	0.01171875	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AA91	3731981.500566341	3607323.5943474057	3641127.965748517	3326876.859714432	3457686.0562742306	3550394.674379703	P0AA91	P0AA91		yeaY	0	0.059144354293352665	0.08740248569889592	False	0.011744791666666667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P61949	22104857.557047725	23115604.173685223	23047855.47036692	21289738.37979766	21132716.564422514	22199272.53905028	P61949	P61949		fldA	0	0.05945766188336758	0.07919687262008575	False	0.011770833333333335	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P12758	98054018.5621268	102004261.37108508	100786225.13648354	103296776.41938023	105060299.03581944	104339159.17114314	P12758	P12758		udp	0	0.060159506010159396	-0.05574384080417494	False	0.011796875000000002	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6M8	1248079587.5029838	1249638102.2219126	1264649337.180039	1291844028.5893452	1291849899.9403694	1265459243.1002202	P0A6M8	P0A6M8		fusA	0	0.060271852359100334	-0.03290048861291903	False	0.011822916666666667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P25894	1379869.9685859375	1567944.907818016	1557602.4711358326	1749579.6885824706	1629717.4685531992	1728026.9944631774	P25894	P25894		yggG	0	0.06035052279516566	-0.18090687440407513	False	0.011848958333333333	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P31550	3791161.382553429	4237333.771878093	3949820.021412417	3649197.4505151226	3662416.330688554	3337375.794002738	P31550	P31550		thiB	0	0.06049546616572116	0.1697084509642562	False	0.011875	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P37005	3857096.569880287	3796128.2781751007	3468054.4874578845	3403150.8814286087	3285771.232007049	3215395.7898976696	P37005	P37005		lasT	0	0.060564707169440714	0.16719323068317213	False	0.011901041666666667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P15070	4865978.911314116	4862468.000000003	4629477.258804735	4094886.290923935	4574810.009283335	4323921.3741428	P15070	P15070		fliN	0	0.06091016033178536	0.14404402238439593	False	0.011927083333333335	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADQ7	19081081.90817579	17566058.733986143	19000635.85459909	19523532.656510085	20649590.73094623	20326115.986873697	P0ADQ7	P0ADQ7		ygaM	0	0.06098159857995052	-0.1205929609009746	False	0.011953125000000002	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P07017	29945077.7244408	31618530.588781606	30476804.02001829	32590839.220911108	31601367.96203643	32737860.57104304	P07017	P07017		tar	0	0.06125144205741153	-0.0746768130388333	False	0.011979166666666667	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77748	8694484.461123839	8207900.512819099	7925582.451761331	7374655.221938126	7466367.743415677	7439417.961919624	P77748	P77748		ydiJ	0	0.061371645314050316	0.15618837449336065	False	0.012005208333333333	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A7F3	7453595.683381276	7400034.154512409	7243662.381922407	7571967.58211075	7571943.588883872	7842841.928190368	P0A7F3	P0A7F3		pyrI	0	0.06145507531512426	-0.05693310436165644	False	0.01203125	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9M8	369119394.0006251	363096415.5385389	359349916.54652065	352991417.8802028	347670241.5849248	358380106.299469	P0A9M8	P0A9M8		pta	0	0.06173528603715257	0.043639514990801306	False	0.012057291666666668	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABU5	46377450.38387511	47776894.98129766	49608763.21555679	51393086.4955079	51654968.6721888	51114718.10810284	P0ABU5	P0ABU5		elbB	0	0.06207445205955559	-0.10076092040812713	False	0.012083333333333335	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P06996	767450756.8633344	761478941.98514	774628484.7132694	700875575.3796946	669313635.7087044	732857147.1231841	P06996	P06996		ompC	0	0.062276003024543905	0.13138338590592016	False	0.012109375	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P69228	7932214.233079245	7477787.551016018	7718146.688764104	7983590.08283578	8204303.161050235	8218718.224775276	P69228	P69228		baeR	0	0.062345455447562835	-0.0776222346803013	False	0.012135416666666668	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABT2	289514640.524622	291624961.3166709	281992536.6209949	295576156.9785648	309020009.1197225	315149406.91135204	P0ABT2	P0ABT2		dps	0	0.0628409026487374	-0.09165338601495791	False	0.012161458333333335	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ACF8	165060029.64903444	173953462.65263835	174222121.0223885	157816299.08991092	161333612.1618415	164804833.9819803	P0ACF8	P0ACF8		hns	0	0.06292442200488603	0.08474913531976645	False	0.0121875	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADT2	1871875.5035489048	1825172.2635010208	1793340.3250192464	1482564.1639827082	1168902.0953076985	1552523.4621067492	P0ADT2	P0ADT2		ygiB	0	0.06319536423084086	0.38514898881422543	False	0.012213541666666668	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P04079	147724658.62767157	143163775.06102747	142728390.38345745	138277639.55607653	138851418.72298545	138697229.38039714	P04079	P04079		guaA	0	0.0639590872708254	0.06043976826619027	False	0.012239583333333333	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AED7	19337470.87388993	20382497.057968248	19555288.966632053	18664697.88060565	18497464.23289479	18854427.242779277	P0AED7	P0AED7		dapE	0	0.06450921104165429	0.08157586464828218	False	0.012265625	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76445	2036680.3513195384	2261138.551896084	2052590.952144313	2328762.103778393	2419550.499955625	2305440.855936878	P76445	P76445		yeiU	0	0.06458430982074058	-0.15154144566514913	False	0.012291666666666668	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
