Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2187760.0	4542490.0	4615740.0	2289650.0	2243090.0	4761060.0	0	9.381890673514938e-05	1.050445146067033	False	0.00028750653423941457	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				2926520.0	6190220.0	5953160.0	3243840.0	3310380.0	6119360.0	0	0.0001330577634262349	0.9458316570694573	False	0.00031364349189754316	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2900240.0	5424060.0	5764520.0	3031170.0	2836290.0	5510420.0	0	0.00013820455196951744	0.9294913709062427	False	0.00033978044955567174	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				2357800.0	4113660.0	3998410.0	2321560.0	2395690.0	3943730.0	0	0.00016338838958702417	0.7689151398751077	False	0.00036591740721380033	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				983311.0	1793070.0	1871360.0	1013760.0	996884.0	1847310.0	0	0.00017914078051792793	0.8804552973441161	False	0.0003920543648719289	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P25665	P25665		metE		45091.9	203270.0	188881.0	67349.6	44465.4	217817.0	3	0.00018977402679367728	1.9588247619367543	False	0.0004181913225300575	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
Q47083	Q47083		cbl		465798.0	42276.8	64347.0	450585.0	507591.0	35017.7	3	0.0001982872952464368	-3.3296068723780916	False	0.00044432828018818615	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				2736010.0	4460440.0	4455810.0	2813610.0	2698960.0	4254030.0	0	0.0002534108824548325	0.6750683329212571	False	0.0004704652378463147	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				2457880.0	4406700.0	4448840.0	2551170.0	2360280.0	4147780.0	0	0.00027573819946860286	0.8192746539562034	False	0.0004966021955044433	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				1164550.0	2264200.0	2354160.0	1214310.0	1382410.0	2430100.0	0	0.0003040235559384404	0.9060882082935187	False	0.0005227391531625719	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				1338180.0	2825940.0	2657800.0	1337150.0	1388940.0	2762650.0	0	0.0004044573575428032	1.0207664455563634	False	0.0005488761108207005	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P06961	P06961		cca		1164930.0	1242610.0	1228700.0	1155340.0	1164520.0	1243960.0	0	0.00047232184459604457	0.09239534042523216	False	0.0005750130684788291	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				1479980.0	2652090.0	2556200.0	1456860.0	1507920.0	2509120.0	0	0.0005012921306159045	0.7960112321535214	False	0.0006011500261369578	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1599380.0	2800130.0	2929920.0	1802650.0	1770250.0	2658800.0	0	0.0005510854569721402	0.6976726727030751	False	0.0006272869837950863	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
Q47710	Q47710		yqjK		600435.0	837339.0	823766.0	634319.0	641490.0	846277.0	0	0.0006773818991590419	0.4183343494184672	False	0.0006534239414532148	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				1996600.0	3312000.0	3408020.0	1969110.0	2110940.0	3136650.0	0	0.0006790959546581353	0.6978241269035014	False	0.0006795608991113435	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				2627940.0	4962440.0	4694960.0	2680310.0	2713590.0	4730020.0	0	0.000711545145999484	0.8428028101913704	False	0.0007056978567694721	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				2048970.0	3173990.0	3163090.0	2058970.0	2212390.0	3228830.0	0	0.0007569169167974593	0.5979023308908835	False	0.0007318348144276007	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P05523	P05523		mutM		45091.9	226078.0	190867.0	67349.6	44465.4	227268.0	3	0.0008001645514614936	2.037628977720649	False	0.0007579717720857293	False	True	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0AGD3	P0AGD3		sodB		78126600.0	83060100.0	82210800.0	78825700.0	78440200.0	82091600.0	0	0.000827310220571665	0.07155845080267119	False	0.0007841087297438578	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P76002	P76002		pliG		930665.0	1106200.0	1068790.0	922379.0	904716.0	1069910.0	0	0.0009019012130579116	0.2346771098506625	False	0.0008102456874019865	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P18133	P18133		pncB		1985230.0	2082120.0	2088910.0	1953060.0	1953760.0	2117980.0	0	0.0009841495951608843	0.09406325643299052	False	0.000836382645060115	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2891670.0	4854440.0	4784520.0	2765180.0	2409520.0	4607760.0	0	0.0011012471797519359	0.8206383200799822	False	0.0008625196027182437	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1466600.0	2816640.0	2774750.0	1476870.0	1485850.0	2662560.0	0	0.0011286732240984726	0.8979994692276576	False	0.0008886565603763723	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				2982870.0	5331180.0	5149580.0	3128240.0	3008480.0	5586410.0	0	0.0011755771712954578	0.8170749714450551	False	0.0009147935180345008	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				1001820.0	2009480.0	1980000.0	1024500.0	1012340.0	1878350.0	0	0.0013865238077894143	0.9493918158518376	False	0.0009409304756926294	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				731456.0	1117200.0	1094200.0	754176.0	735755.0	1168790.0	0	0.0015488109442011776	0.6056435878815832	False	0.000967067433350758	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				2704240.0	5260780.0	5235330.0	2690740.0	2716490.0	4951430.0	0	0.001557183822548498	0.9293418137203762	False	0.0009932043910088866	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3262570.0	5923010.0	5939860.0	3297090.0	3338920.0	5575230.0	0	0.0016640832605925924	0.8169493737605696	False	0.0010193413486670152	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P16456	P16456		selD		5582860.0	5320580.0	5343810.0	5527010.0	5577870.0	5321020.0	0	0.001954084601620241	-0.0620328381281601	False	0.0010454783063251437	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1436350.0	2688860.0	2652520.0	1404460.0	1380510.0	2467240.0	0	0.0021484260874954377	0.8873734087084227	False	0.0010716152639832725	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P75782	P75782		rlmF		895545.0	1175470.0	1174000.0	987618.0	951778.0	1238830.0	0	0.0022231801621144013	0.33998180137635536	False	0.001097752221641401	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0ADG7	P0ADG7		guaB		38350200.0	37309800.0	37125600.0	38195000.0	38660000.0	36954500.0	0	0.0023294515795770263	-0.04858741111044415	False	0.0011238891792995295	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P40120	P40120		mdoD		10939200.0	11786900.0	11715500.0	11067100.0	11151300.0	11995900.0	0	0.002391321237944426	0.09841035011488448	False	0.0011500261369576583	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P67660	P67660		yhaJ		3006350.0	2659320.0	2712380.0	3050140.0	2929410.0	2588850.0	0	0.0024429615748676877	-0.17479489582498986	False	0.0011761630946157868	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)				2001360.0	3446930.0	3434320.0	1932790.0	1865750.0	3789220.0	0	0.0024467547346840417	0.8795237925679812	False	0.0012023000522739156	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P0AC84	P0AC84		gloB		886945.0	715262.0	685470.0	838406.0	842399.0	709575.0	0	0.002607442517867821	-0.2830518539666133	False	0.0012284370099320439	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P37908	P37908		yfjD		793442.0	650612.0	694433.0	773636.0	821964.0	667458.0	0	0.002787606764302611	-0.24744128315652922	False	0.0012545739675901726	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0C0L9	P0C0L9		iscX		1741330.0	1583780.0	1594350.0	1691500.0	1698200.0	1549410.0	0	0.003085158978793873	-0.11815879571738658	False	0.0012807109252483012	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0AA97	P0AA97		yaeQ		1382390.0	1526070.0	1475620.0	1333200.0	1327840.0	1537760.0	0	0.0031310093267973922	0.16693787541288235	False	0.0013068478829064297	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2457110.0	6456710.0	5672450.0	2895840.0	2645920.0	5467040.0	0	0.0035490590870420956	1.137395794211381	False	0.0013329848405645584	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4615710.0	8590670.0	8745510.0	4685270.0	4676210.0	9442350.0	0	0.003555221381673706	0.9380024186918074	False	0.001359121798222687	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				4253270.0	7480670.0	7699500.0	4423040.0	4155550.0	6868800.0	0	0.0035624708585729865	0.7809809563189231	False	0.0013852587558808157	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)				2015200.0	3177320.0	2951490.0	2364870.0	2108230.0	2886400.0	0	0.0038673250337804446	0.47452057104589296	False	0.0014113957135389443	False	False	Human	True	False	False	False	msfragger	manual	min	0.5
P0ACB4	P0ACB4		hemG		2600720.0	2777680.0	2754670.0	2587040.0	2528170.0	2719430.0	0	0.0038858086905446164	0.09686530305370282	False	0.0014375326711970726	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P07649	P07649		truA		1858340.0	2048690.0	2074400.0	1728800.0	1760900.0	2155070.0	0	0.003999917510599403	0.23133154079295587	False	0.0014636696288552013	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P36767	P36767		rdgC		5774610.0	5265780.0	5416420.0	5633370.0	5792180.0	5293000.0	0	0.004032383060415954	-0.10658799231498595	False	0.0014898065865133299	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P25522	P25522		mnmE		4871670.0	4624280.0	4617900.0	4795640.0	4819350.0	4530470.0	0	0.004200804929917997	-0.07291883428235031	False	0.0015159435441714586	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				4445210.0	7918900.0	7923090.0	4424770.0	4385440.0	7264070.0	0	0.004217906865240119	0.8016888923093006	False	0.0015420805018295871	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
Q46920	Q46920		queF		4453430.0	4740500.0	4679270.0	4534550.0	4529380.0	4775530.0	0	0.004254257404266908	0.07059992451902382	False	0.0015682174594877157	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P06968	P06968		dut		8116100.0	8395480.0	8500510.0	8223800.0	8119410.0	8539380.0	0	0.004780099974782357	0.056452374922354866	False	0.0015943544171458444	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0C0T5	P0C0T5		mepA		4349900.0	3469480.0	3729610.0	4312560.0	4590340.0	3790970.0	0	0.0047894600257818816	-0.2700979362007235	False	0.001620491374803973	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P45795	P45795		yrdB		3161500.0	1323600.0	1348820.0	3102480.0	3453090.0	1946090.0	0	0.004869997895330007	-1.0730938699723926	False	0.0016466283324621015	False	True	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				682815.0	1161140.0	1109750.0	656490.0	676847.0	1247940.0	0	0.005009124101873599	0.8034914076279525	False	0.00167276529012023	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				793593.0	1593310.0	1686500.0	951381.0	788073.0	1381850.0	0	0.005061202374729124	0.8799699386614289	False	0.0016989022477783586	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				2937690.0	5929890.0	6004260.0	2735570.0	2823500.0	5213370.0	0	0.005482276016617048	1.0130152182322099	False	0.0017250392054364873	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P0A6A8	P0A6A8		acpP		164763000.0	173899000.0	176514000.0	165128000.0	160447000.0	173164000.0	0	0.005501313469874329	0.09462515180859243	False	0.0017511761630946158	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0A6M4	P0A6M4		dtd		2585160.0	2112120.0	2220090.0	2673430.0	2759180.0	1951210.0	0	0.005656279014448615	-0.35165101576265495	False	0.0017773131207527446	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0AFK0	P0AFK0		pmbA		5926390.0	6192680.0	6096540.0	5979650.0	5916550.0	6174160.0	0	0.005865166136086149	0.05095967797736397	False	0.0018034500784108731	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P17117	P17117		nfsA		4269500.0	4441320.0	4389440.0	4325460.0	4300810.0	4415590.0	0	0.0061984687450126925	0.03869696497289087	False	0.0018295870360690017	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P07000	P07000		pldB		614998.0	512828.0	536280.0	587496.0	583831.0	531262.0	0	0.006344796925217896	-0.17673221991100208	False	0.0018557239937271304	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				1730000.0	3598980.0	3516130.0	1792380.0	1790690.0	4051190.0	0	0.006534146308102076	1.0715335963573103	False	0.0018818609513852587	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P0AAC0	P0AAC0		uspE		5532870.0	5328700.0	5254470.0	5509640.0	5446240.0	5337030.0	0	0.006789314573206802	-0.05062357319444099	False	0.0019079979090433875	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0ACY9	P0ACY9		yebG		640324.0	833167.0	831162.0	704192.0	689956.0	777846.0	0	0.006938897352355956	0.2635121588106494	False	0.001934134866701516	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				1582390.0	2199070.0	2292500.0	1486550.0	1485150.0	2022370.0	0	0.007151060750972501	0.5163676281566407	False	0.0019602718243596443	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				9833520.0	16789000.0	16460300.0	9592100.0	9721910.0	14946700.0	0	0.007199052645845264	0.7255397830258739	False	0.0019864087820177733	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P0AB03	P0AB03		ycbJ		1056610.0	1312250.0	1308010.0	1025240.0	1114790.0	1286760.0	0	0.007738840967723917	0.28951236120641405	False	0.002012545739675902	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0A8U6	P0A8U6		metJ		8996870.0	8482470.0	8680130.0	8886560.0	9104220.0	8496020.0	0	0.00776947406401724	-0.07285577700080104	False	0.0020386826973340304	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P75856	P75856		elfD		1210360.0	1381370.0	1465020.0	1086660.0	1179280.0	1360880.0	0	0.00807200612072855	0.2753318153391249	False	0.002064819654992159	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0A908	P0A908		mipA		2185750.0	2455760.0	2461380.0	2199850.0	2262780.0	2467470.0	0	0.008169264044909402	0.15151888634505628	False	0.0020909566126502874	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P60560	P60560		guaC		8540680.0	8070010.0	8073880.0	8502050.0	8672570.0	7808430.0	0	0.008400491889235613	-0.10246158370375089	False	0.002117093570308416	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
