protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_5fmol_inj1	RD139_Wide_UPS1_5fmol_inj2	RD139_Wide_UPS1_5fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	25271052.63246081	26375497.97131589	24313647.155038346	13857603.119457277	14046344.957253926	15201518.486206496	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			0	0.00022523880586962963	0.8173728204009774	False	0.00028705636743215035	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	13992387.89181572	13578125.983015165	13163363.648435408	8936356.757803472	8475410.342244815	9442554.071962051	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)			0	0.00026326530275402155	0.6010749000681684	False	0.0003131524008350731	True	True	Human	True	False	False	True	msfragger	directlfq	min	0.5
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	2721319.8052669927	2855402.993661561	2665475.719414512	1335166.3750000002	1358670.4596621285	1413595.148035016	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)			0	0.00040632070985542563	1.0047925272554428	False	0.0003392484342379958	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	16626674.273624204	17475379.186828606	16843517.636862114	10155069.293434411	9842764.763688143	10057676.932244487	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.0004105570360278811	0.7613271843037213	False	0.00036534446764091864	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	12583522.767702349	12115756.744470308	11476528.220127905	7087491.086582626	6991188.809440335	7760791.517462801	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)			0	0.00042867972804572994	0.7280872908163308	False	0.00039144050104384135	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P60438	378139486.2561675	381748940.2443015	387222134.5172843	420932760.3416831	416288202.67735744	424595420.8278661	P60438	P60438		rplC	0	0.0004511413279683683	-0.13749754031137812	False	0.0004175365344467641	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P0ABQ0	8664300.122458348	8861222.506043972	8610162.642463146	9983393.969479116	10027459.935582733	9756910.653764876	P0ABQ0	P0ABQ0		coaBC	0	0.00045539041448857965	-0.1877298980746384	False	0.0004436325678496869	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	67801284.41864228	64105824.02831727	67953558.0870032	38637311.51321383	37356724.51977164	37016181.8673264	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)			0	0.0005356549042829486	0.8225413503823371	False	0.0004697286012526096	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	6747208.522084502	6828886.237062087	6900687.586663039	3887631.492873752	3465824.797123188	3569884.39141608	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			0	0.0005478571033466571	0.906574890142606	False	0.0004958246346555324	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	8270235.559584016	8905783.27566221	8453022.661839094	4668681.336987055	4747640.155679901	4950517.629650628	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			0	0.0005916553197633823	0.8350368377337295	False	0.0005219206680584551	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	6649949.220801743	7229980.570498907	7114258.496434578	3664692.816212583	3925408.092629152	3820665.861184457	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)			0	0.0008437825900168265	0.8795942696182429	False	0.0005480167014613779	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P03023	935883.0866056748	977474.0347284576	1007772.2731303727	642098.6533005413	679254.7794125245	725555.4185791006	P03023	P03023		lacI	0	0.0008780634039699151	0.5130794045772669	False	0.0005741127348643007	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	16897977.5462917	16587389.262753928	17056785.285130292	10252321.4439318	10069519.184921203	9084715.156721065	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			0	0.0008838861997844313	0.7813492759546887	False	0.0006002087682672235	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	14668834.844289104	15611988.406304354	15882662.13606935	8974685.047675999	9512119.680071289	9158832.29220776	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			0	0.00101642070353807	0.7397003377997768	False	0.0006263048016701462	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P05523	232974.5781675437	230262.8666378088	196344.0252659806	64172.48438	47871.13248186042	44637.987566295466	P05523	P05523		mutM	3	0.0010912791371000495	2.0737150622899905	False	0.0006524008350730689	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	6432922.917250385	5930268.893444998	6283570.790738699	3241166.626526754	3393543.703845713	3382128.962645029	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)			0	0.0011578068920456933	0.8964978222790783	False	0.0006784968684759916	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	14238502.020679962	14842777.721364047	15905000.238591554	8655175.974293904	7991049.706609665	7855161.244704969	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)			0	0.001166751579633015	0.8766216553244863	False	0.0007045929018789144	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	7155820.891234724	6208942.311268475	6472706.878664994	3433074.7085307622	3217450.4450028846	3883686.910875065	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	0.0013962683179516236	0.9131456393762521	False	0.0007306889352818373	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P25665	229544.6822605704	202986.98115479125	189041.34097322257	64172.48438	47871.13248186042	44637.987566295466	P25665	P25665		metE	3	0.0014312168502178004	1.9880880404928816	False	0.00075678496868476	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P17169	246744338.99908125	244903984.9200613	244465518.10270444	257324452.76643693	255230155.2664084	254024265.56913057	P17169	P17169		glmS	0	0.0015485876552144688	-0.058505338705157076	False	0.0007828810020876827	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	11507740.84678332	11937018.814616382	12285227.857265672	8285064.597096139	7002582.762877453	7769958.700341462	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			0	0.0015722821817038216	0.6318926759856509	False	0.0008089770354906055	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	20324332.61257204	19835383.88786776	20197207.992488038	12428465.60182942	11500533.05993614	10765176.88862915	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	0.00157244467956016	0.7988258108889636	False	0.0008350730688935282	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	24523759.41121954	23932809.284185503	22954300.397744253	14016656.17243698	14099317.497731766	14297337.636953142	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			0	0.0016881531058606804	0.7516265544708882	False	0.000861169102296451	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	2234783.205626312	2209136.1768448143	2495608.7915493525	1476933.5291994007	1173963.5984073055	1157282.97711345	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			0	0.0017648223851857855	0.8657358644265148	False	0.0008872651356993738	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	35960113.78139452	39107372.67076327	38524598.44162923	20251635.100495238	19709621.62590445	20568853.338201903	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.001766277628453672	0.9081374317507408	False	0.0009133611691022964	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P25519	16929003.591302566	17009748.204671938	17305178.636488985	18036996.18879248	18372160.90446586	18271752.813769057	P25519	P25519		hflX	0	0.0017680271743948364	-0.09365611474887067	False	0.0009394572025052192	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P62707	161757234.9248297	164238210.7494172	163561820.78435853	154902525.3628392	157095443.56476644	155068662.67303386	P62707	P62707		gpmA	0	0.001858187149224332	0.06784925131291446	False	0.000965553235908142	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	3556691.0112106614	4049975.024650477	3835738.0945633454	2110214.063212049	2302599.4239608757	2398295.34142776	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)			0	0.0018847679274789583	0.7484286154415347	False	0.0009916492693110648	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	66613885.11001437	71193875.4569527	68818252.70859495	39038905.80591291	39132715.32072151	39208310.00475052	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	0.001946495791270602	0.815836127606203	False	0.0010177453027139876	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	8024931.816968932	8985799.464859217	8901023.87227072	5005117.539060467	4626888.503084055	5102239.000550688	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			0	0.002040040641306544	0.8144335998159837	False	0.0010438413361169101	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	12964986.514140522	12127049.539420268	11522998.34634396	5899545.887552899	5631632.6190864025	6111093.10839385	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)			0	0.0020576873041150945	1.053399817302447	False	0.001069937369519833	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P02943	5900557.323620697	5737280.385157159	5772313.106887366	5312832.154010935	5270400.503480783	5413799.164329244	P02943	P02943		lamB	0	0.0021462023371134945	0.12212445611968054	False	0.0010960334029227559	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P0ABU5	46871903.19951082	47689681.19240127	47364071.63809958	49861404.85360832	49047595.319418736	49704249.410865135	P0ABU5	P0ABU5		elbB	0	0.0029587802911797386	-0.06642733452286818	False	0.0011221294363256784	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	23985948.851063628	26348706.57799692	26226165.95044984	14959523.324985037	14348323.815864608	14980196.771014027	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.003112289928117245	0.7896890292703961	False	0.0011482254697286014	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P08331	27536762.088841524	27689464.95762941	27525714.15244719	28180089.87202949	28307891.112019204	28061113.14905101	P08331	P08331		cpdB	0	0.003338909813838776	-0.030996142423752364	False	0.001174321503131524	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
Q47710	1301865.8496344232	1207293.779992069	1213819.368324401	938942.9950362472	893657.7011494011	912290.4138943112	Q47710	Q47710		yqjK	0	0.0033609842634708047	0.43970855908265577	False	0.001200417536534447	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P08373	7243008.55984662	7063325.692875243	7011073.888545147	6193195.389849491	6345204.748411001	6509445.36010555	P08373	P08373		murB	0	0.0034686781247169336	0.16240421620050155	False	0.0012265135699373695	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P09323	1097948.997434487	1015661.0392540548	1076907.2988318682	842383.2776325752	840184.3360921588	894804.7086483571	P09323	P09323		nagE	0	0.003565106058777373	0.30788941158150307	False	0.0012526096033402925	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	6525897.213745202	5988499.068328266	5879045.939656811	2894388.311631633	2859501.836417414	2891941.2065363154	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			0	0.003674333979016472	1.089114896248588	False	0.0012787056367432152	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P37128	2731464.6643879083	2701037.4207691103	2652983.6521874	2411899.59139449	2437497.783336604	2318731.147363204	P37128	P37128		nudK	0	0.003727276529396723	0.1737379418697796	False	0.0013048016701461378	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	19888630.655154128	19708581.49341109	19005539.570442125	14690650.376285717	12687871.648082372	13081559.910073766	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)			0	0.004032302301556245	0.5344691671878389	False	0.0013308977035490607	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	9883554.200037863	9031214.3779233	8922791.174078437	5889012.833187573	5652177.638450057	5578252.448036796	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			0	0.004085221316280514	0.7013969936391493	False	0.0013569937369519833	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P24230	1464251.5193400288	1615315.4593502823	1494790.958332115	1847725.778063344	1851742.8593453567	1961961.660883515	P24230	P24230		recG	0	0.004174914783789902	-0.3075973211823633	False	0.0013830897703549063	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P0A8J4	25054793.95040294	24730446.92878821	25508008.853364125	27439576.26918049	26672325.875429265	26836532.4635245	P0A8J4	P0A8J4		ybeD	0	0.004381249934420796	-0.10448265304095863	False	0.0014091858037578288	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P0AAC0	20196933.77326737	19951248.42693594	20135545.41400948	21194546.72887493	20953147.07851959	20807657.50566418	P0AAC0	P0AAC0		uspE	0	0.004525326258177604	-0.06256038669265963	False	0.0014352818371607516	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	2294004.0778678358	2093000.297721278	2033480.4027225769	1433375.3262488735	1385515.470756991	1325089.2100618293	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)			0	0.00494865716388914	0.6316651894069524	False	0.0014613778705636746	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	11014646.09788536	10056899.995567352	9743349.816304384	5405932.5633649845	5644533.9741927255	5468973.648456769	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)	P15559ups|NQO1_HUMAN_UPS NAD(P)H dehydrogenase [quinone] 1 (Chain 2-274) - Homo sapiens (Human)			0	0.005105456107520358	0.8994631205497664	False	0.0014874739039665971	False	True	Human	True	False	False	False	msfragger	directlfq	min	0.5
P0A799	1438838811.292637	1429912987.188959	1465708070.2775075	1547275769.7176197	1530291048.6227596	1533398096.8685908	P0A799	P0A799		pgk	0	0.005153555821725701	-0.08921646264456919	False	0.00151356993736952	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P36566	3070457.68575406	3135155.9152313336	3320023.645447455	3982682.239958518	3905556.9374932633	3972931.936201242	P36566	P36566		smtA	0	0.00517140421009044	-0.31635894711043133	False	0.0015396659707724426	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P28631	76391.77904883718	62299.90636006766	79487.93785406878	105013.74219999988	121878.04569743644	110776.15748488322	P28631	P28631		holB	0	0.005401983527414314	-0.6300888632270935	False	0.0015657620041753654	False	True	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P21420	42691177.13266783	42262118.50476493	41074941.28953047	38875161.79650808	38007554.05782183	38076183.70169032	P21420	P21420		nmpC	0	0.0057643023778942626	0.13262885242869812	False	0.0015918580375782882	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
P0AGE0	133003222.80757996	132126931.08782502	129464863.1013346	141891024.10945693	141300042.19824323	140519412.25784415	P0AGE0	P0AGE0		ssb	0	0.006114613647423558	-0.10270607007702826	False	0.001617954070981211	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	0.5
