Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				1859990.0	1926210.0	1882720.0	1024160.0	1053630.0	1087050.0	0	6.4095631051850546e-06	-0.8409413445780783	True	2.660989888238425e-05	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4189630.0	4318020.0	4141790.0	2107470.0	2055860.0	2218120.0	0	8.674808599148263e-06	-0.9871173400788638	True	5.32197977647685e-05	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2674400.0	2676660.0	2595060.0	1529680.0	1527700.0	1440540.0	0	9.21697390448015e-06	-0.820992579181111	True	7.982969664715275e-05	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P30847	P30847		baeS		399601.0	372597.0	396561.0	39940.6	68334.9	40466.1	3	1.2429399127165096e-05	-2.974097373085605	True	0.000106439595529537	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P0A7L0	P0A7L0		rplA		178937000.0	177666000.0	177780000.0	162130000.0	161923000.0	163380000.0	0	1.5304295603182016e-05	-0.13267018581771078	True	0.00013304949441192123	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				2868450.0	2843870.0	2769530.0	1802710.0	1723540.0	1829150.0	0	1.8620478306029554e-05	-0.6633846340698489	True	0.0001596593932943055	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P52614	P52614		fliK		302841.0	325228.0	366984.0	1205360.0	1257970.0	1170230.0	0	2.0770601322519968e-05	1.8685384535596228	True	0.00018626929217668975	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				2907380.0	2968480.0	2888050.0	1689150.0	1645710.0	1670130.0	0	2.2557029958361632e-05	-0.8082074822569669	True	0.000212879191059074	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				3443340.0	3366200.0	3460600.0	1732270.0	1839890.0	1879040.0	0	2.4279442521488616e-05	-0.913810090591419	True	0.00023948908994145824	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2319510.0	2433930.0	2425520.0	1298210.0	1329360.0	1211790.0	0	2.6335051780427678e-05	-0.9029090174240467	True	0.00026609898882384245	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
Q47083	Q47083		cbl		450022.0	436399.0	480602.0	39940.6	68334.9	40466.1	3	3.288449739560542e-05	-3.2001574149260894	False	0.00029270888770622675	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				1692080.0	1703860.0	1782450.0	879664.0	874855.0	825370.0	0	5.995499922770914e-05	-1.0051946281219102	False	0.000319318786588611	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P02359	P02359		rpsG		123323000.0	122725000.0	123346000.0	117901000.0	118492000.0	118476000.0	0	6.777050172343576e-05	-0.0578738814992641	False	0.00034592868547099524	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)	P41159ups|LEP_HUMAN_UPS Leptin (Chain 22-167) - Homo sapiens (Human)				1785990.0	1779440.0	1909390.0	866962.0	962188.0	851734.0	0	9.072581451040592e-05	-1.0301027366117932	False	0.0003725385843533795	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				3096380.0	3014260.0	3178100.0	1932190.0	2043670.0	1972680.0	0	9.939430229334876e-05	-0.6429472918892815	False	0.0003991484832357637	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P31142	P31142		sseA		6869340.0	6824710.0	6900060.0	7281660.0	7353070.0	7335250.0	0	0.00011638303567165386	0.09330177673049704	False	0.000425758382118148	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				1256580.0	1336310.0	1311740.0	710264.0	722888.0	677809.0	0	0.00014016028501609852	-0.8872859209304667	False	0.0004523682810005322	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P0A6P7	P0A6P7		engB		8446330.0	8455880.0	8505910.0	8806560.0	8852280.0	8828780.0	0	0.0001783499078953118	0.0600285873109112	False	0.00047897817988291647	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P0A7W7	P0A7W7		rpsH		38948800.0	38514700.0	38490000.0	33694800.0	34443900.0	33838800.0	0	0.00019496253267523448	-0.18529549215096397	False	0.0005055880787653008	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P18355	P18355				2109390.0	2148660.0	2213950.0	2795660.0	2785150.0	2844590.0	0	0.00020572114739215956	0.38053357280762706	False	0.0005321979776476849	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				3916590.0	3947180.0	3997580.0	2403970.0	2400830.0	2408510.0	0	0.00020660865936792964	-0.7175348879420705	False	0.0005588078765300693	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2637790.0	2705660.0	2634640.0	1300560.0	1313130.0	1304770.0	0	0.0002129250126890427	-1.0257566284798272	False	0.0005854177754124535	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				1603270.0	1501610.0	1472950.0	613071.0	761594.0	611046.0	0	0.00023142712356662872	-1.205008220105202	False	0.0006120276742948378	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P24188	P24188		yceA		1430550.0	1407440.0	1527050.0	869498.0	776147.0	810279.0	0	0.0002495318494849464	-0.8297289580075323	False	0.000638637573177222	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1205360.0	1208870.0	1256130.0	742544.0	720054.0	730826.0	0	0.0002601110275266695	-0.7427368546491117	False	0.0006652474720596061	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				980704.0	1047110.0	1055050.0	536320.0	628254.0	590079.0	0	0.0002619155254195935	-0.8130854951006019	False	0.0006918573709419905	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				9228250.0	8720280.0	8931860.0	6700690.0	6298040.0	6558200.0	0	0.0002716412232933304	-0.45887415267027676	False	0.0007184672698243747	True	False	Human	True	False	False	True	msfragger	manual	min	0.5
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				1697830.0	1723670.0	1792880.0	1246730.0	1130430.0	1186790.0	0	0.00027515475263691617	-0.5490186267865289	False	0.000745077168706759	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P76569	P76569		yfgD		2217950.0	2163000.0	2194890.0	2554370.0	2494020.0	2563740.0	0	0.00036256707267582743	0.21112500365311018	False	0.0007716870675891432	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)				1150740.0	1185430.0	1211210.0	688888.0	697883.0	711600.0	0	0.0003687156579444522	-0.7574841074815374	False	0.0007982969664715274	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P17115	P17115		gutQ		1992090.0	1963480.0	1983070.0	2129240.0	2098850.0	2121130.0	0	0.0003946824130607877	0.09644678887536476	False	0.0008249068653539117	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				6386410.0	6643220.0	6191120.0	4070990.0	3838220.0	4030930.0	0	0.0004164140951534293	-0.6868448791202005	False	0.000851516764236296	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				1029130.0	1097570.0	1012950.0	646209.0	624230.0	713169.0	0	0.0004954814227186995	-0.6624767912530273	False	0.0008781266631186802	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P29217	P29217		yceH		2748090.0	2712090.0	2741970.0	2568380.0	2568900.0	2594840.0	0	0.000504630929161949	-0.08513809986859233	False	0.0009047365620010645	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P11557	P11557		damX		8023230.0	7941040.0	7938580.0	8570690.0	8462570.0	8593300.0	0	0.0005766797258558305	0.10045718559810207	False	0.0009313464608834486	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				2145650.0	2091040.0	2097670.0	1493880.0	1382640.0	1386460.0	0	0.0005830906247390103	-0.571336575391752	False	0.0009579563597658329	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				1031480.0	1031230.0	981820.0	613374.0	573937.0	514788.0	0	0.0006257405553387855	-0.8389045773235572	False	0.000984566258648217	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P0ADS9	P0ADS9		yggN		1690880.0	1663750.0	1680960.0	1809340.0	1805770.0	1819580.0	0	0.0006408756791863831	0.11003692191178052	False	0.0010111761575306015	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P03023	P03023		lacI		272941.0	243603.0	296241.0	39940.6	68334.9	40466.1	3	0.0006760511114694941	-2.4500655810424483	False	0.0010377860564129858	True	True	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				2791640.0	2913480.0	2777430.0	1524960.0	1537160.0	1504470.0	0	0.0006767392608255418	-0.8933807621397352	False	0.0010643959552953698	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				4156740.0	3911620.0	3989230.0	2278990.0	2352660.0	2348080.0	0	0.0007244704739705206	-0.788698444459794	False	0.0010910058541777543	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P0A972	P0A972		cspE		103773000.0	103755000.0	103126000.0	109183000.0	108273000.0	109565000.0	0	0.0009118924637872832	0.07407465225951562	False	0.0011176157530601385	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P0A903	P0A903		bamC		21234700.0	21018200.0	21018000.0	22352300.0	22057900.0	22358200.0	0	0.001044125573349017	0.07762335103626754	False	0.0011442256519425226	True	False	Ecoli	False	True	False	True	msfragger	manual	min	0.5
P27303	P27303		emrA		2418580.0	2343960.0	2387860.0	2107960.0	2159940.0	2141940.0	0	0.0012125506856800602	-0.1577356045596532	False	0.001170835550824907	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0A8F0	P0A8F0		upp		32057000.0	31643000.0	31785300.0	30316500.0	30310200.0	30689800.0	0	0.0013573023724476824	-0.06440308209440677	False	0.001197445449707291	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P75823	P75823		ltaE		5279780.0	5224350.0	5174920.0	4905680.0	4822440.0	4928730.0	0	0.001557827771001646	-0.09726307091480225	False	0.0012240553485896755	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P60566	P60566		fixA		977969.0	996473.0	945041.0	1115970.0	1107670.0	1151760.0	0	0.001755654090793386	0.20934556769516888	False	0.0012506652474720598	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0ADA1	P0ADA1		tesA		1538180.0	1602650.0	1662850.0	2028340.0	1962130.0	2012890.0	0	0.0019458723378531202	0.32163013555754083	False	0.001277275146354444	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0C960	P0C960		emtA		134515.0	131736.0	158010.0	39940.6	68334.9	40466.1	3	0.001954038987374282	-1.5121438693538893	False	0.0013038850452368282	False	True	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0A9Q7	P0A9Q7		adhE		202301000.0	202867000.0	204685000.0	196735000.0	194916000.0	196998000.0	0	0.0019685439999300213	-0.051053895610710845	False	0.0013304949441192123	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P52647	P52647		ydbK		1925400.0	1952000.0	1942740.0	2021810.0	2029620.0	2055470.0	0	0.0022258912655953164	0.06938636463787176	False	0.0013571048430015967	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P07012	P07012		prfB		8518260.0	8470840.0	8531420.0	9101100.0	9064640.0	9220450.0	0	0.002252948535672694	0.10179084510722325	False	0.001383714741883981	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P30864	P30864		yafC		1462310.0	1730010.0	1647260.0	39940.6	68334.9	40466.1	3	0.002271271792923439	-5.0240017481275725	False	0.0014103246407663652	False	True	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P67910	P67910		hldD		37954900.0	37863800.0	37782900.0	38523100.0	38460400.0	38459800.0	0	0.0023607887296105165	0.023201291286683027	False	0.0014369345396487495	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				3078200.0	3172830.0	3412340.0	2116660.0	2127120.0	1984040.0	0	0.0024400895278736037	-0.6337991543083884	False	0.0014635444385311335	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P0AAI5	P0AAI5		fabF		41442000.0	41469500.0	42074800.0	43521600.0	43697200.0	43940300.0	0	0.002471225367124714	0.0695479404100804	False	0.001490154337413518	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P40120	P40120		mdoD		4094350.0	4206880.0	4176120.0	4516030.0	4418670.0	4453670.0	0	0.002550568932639096	0.10166876672486932	False	0.0015167642362959022	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)				2446220.0	2495320.0	2216860.0	1601440.0	1742530.0	1486930.0	0	0.002572387436820339	-0.5673451723284344	False	0.0015433741351782865	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P0A9A2	P0A9A2		ftnB		891932.0	924945.0	937583.0	1064200.0	1042640.0	1035840.0	0	0.0025965812594613926	0.19022586637114644	False	0.0015699840340606707	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0AA25	P0AA25		trxA		28639500.0	28348800.0	28859600.0	27431600.0	26996000.0	27371300.0	0	0.0026287790960457173	-0.06970140115133486	False	0.0015965939329430547	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0A7N9	P0A7N9		rpmG		120260000.0	117908000.0	118156000.0	128998000.0	128342000.0	129047000.0	0	0.003033558812894144	0.1168568968342078	False	0.0016232038318254392	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				4266150.0	4290300.0	4231630.0	2411430.0	2735510.0	2417200.0	0	0.0031133328776316973	-0.7575517039083158	False	0.0016498137307078234	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P39199	P39199		prmB		6712450.0	6791600.0	6769210.0	7653700.0	7508950.0	7435060.0	0	0.0031179452508233885	0.15659848357106684	False	0.0016764236295902077	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0AFX7	P0AFX7		rseA		564535.0	574507.0	536244.0	679463.0	680950.0	642417.0	0	0.003139091001941208	0.2576325612063594	False	0.001703033528472592	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0A855	P0A855		tolB		19466400.0	19419300.0	19306500.0	20489200.0	20591500.0	20250200.0	0	0.003212145540597408	0.07578833266131821	False	0.001729643427354976	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1405880.0	1343090.0	1406270.0	892687.0	724649.0	745452.0	0	0.003292203808264064	-0.8144416171442728	False	0.0017562533262373604	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P0AEA8	P0AEA8		cysG		1667460.0	1642350.0	1640740.0	1849890.0	1792090.0	1808660.0	0	0.0034382105580327785	0.13883682160582644	False	0.0017828632251197447	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0AF03	P0AF03		mog		13974900.0	13834300.0	13710200.0	12914300.0	13148900.0	13209600.0	0	0.003459070177152003	-0.08025513505710428	False	0.001809473124002129	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				991243.0	1049190.0	1026180.0	686106.0	716283.0	597439.0	0	0.003520471116083749	-0.6167701901732721	False	0.0018360830228845132	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				1966860.0	2145420.0	2195860.0	1298890.0	1295300.0	1227830.0	0	0.003633195621975402	-0.7228793512833517	False	0.0018626929217668972	False	True	Human	True	False	False	False	msfragger	manual	min	0.5
P76053	P76053		smrA		1323300.0	1374660.0	1336640.0	1060730.0	1103610.0	1153630.0	0	0.003641188900575468	-0.2821248063421129	False	0.0018893028206492816	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0A7M9	P0A7M9		rpmE		30670500.0	31586100.0	30922000.0	33265700.0	33440300.0	33791200.0	0	0.0036671483801253234	0.10908474699564474	False	0.0019159127195316659	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P77804	P77804		ydgA		9258290.0	9426560.0	9461780.0	10003300.0	9808810.0	9875220.0	0	0.0038715034577197272	0.07688514841624838	False	0.0019425226184140501	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0AD33	P0AD33		yfcZ		37306400.0	37945200.0	37164200.0	42738400.0	44376300.0	42623800.0	0	0.0038948809670633533	0.20676184391593933	False	0.001969132517296434	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P32157	P32157		yiiM		3574920.0	3621140.0	3536240.0	3790090.0	3832530.0	3744080.0	0	0.003973783183124286	0.08285418136770116	False	0.0019957424161788184	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0A6W0	P0A6W0		glsA2		1395250.0	1458700.0	1394040.0	1646880.0	1574070.0	1585090.0	0	0.003987693357366829	0.17806828590387075	False	0.002022352315061203	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P22524	P22524		mukE		6009700.0	5963940.0	6157440.0	5639280.0	5599330.0	5459180.0	0	0.003995661307457154	-0.11880769299761842	False	0.002048962213943587	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P39451	P39451		adhP		2628140.0	2585860.0	2601390.0	2498890.0	2491040.0	2516750.0	0	0.004058201360151425	-0.05814288363070566	False	0.0020755721128259716	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P07649	P07649		truA		1859490.0	1826040.0	1840670.0	2112450.0	2034060.0	2092000.0	0	0.004148735765346869	0.17491372226099608	False	0.0021021820117083554	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P60624	P60624		rplX		155033000.0	157074000.0	156926000.0	146116000.0	149608000.0	148437000.0	0	0.004288367282602199	-0.07860670959307119	False	0.0021287919105907396	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P61889	P61889		mdh		23887100.0	23996800.0	24019700.0	23499500.0	23254300.0	23370000.0	0	0.004330645192477765	-0.03615982625416874	False	0.002155401809473124	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P37655	P37655		bcsQ		2050840.0	2095980.0	2137510.0	2327880.0	2276560.0	2285420.0	0	0.004367652324570242	0.13271572727864503	False	0.0021820117083555086	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
Q46871	Q46871		yqjH		3703440.0	3579400.0	3751470.0	3142800.0	3332090.0	3252040.0	0	0.004445469883216536	-0.18193997692510994	False	0.002208621607237893	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P69503	P69503		apt		28139200.0	27343200.0	28318800.0	25498700.0	24859500.0	25933000.0	0	0.004449371084877336	-0.1354542475191187	False	0.002235231506120277	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P36999	P36999		rlmA		1023470.0	1023980.0	1040820.0	1181860.0	1138020.0	1148280.0	0	0.004520694183698214	0.1673715678802668	False	0.002261841405002661	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0AEI6	P0AEI6		nudJ		3156030.0	3116760.0	3131670.0	3359080.0	3309960.0	3286240.0	0	0.004526236203736892	0.08211678623221542	False	0.002288451303885045	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0AEH5	P0AEH5		elaB		8285020.0	8541500.0	8693790.0	9536860.0	9490000.0	9286600.0	0	0.004762580029508687	0.1498422083042226	False	0.00231506120276743	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0AB58	P0AB58		yciM		430995.0	388657.0	424935.0	586340.0	529489.0	536252.0	0	0.004785694052858712	0.4086173403597751	False	0.002341671101649814	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P08660	P08660		lysC		2500520.0	2585720.0	2584650.0	2289460.0	2249780.0	2365180.0	0	0.004854626264253594	-0.15187374611914772	False	0.0023682810005321983	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P0A817	P0A817		metK		17757100.0	17739300.0	17581000.0	16620200.0	16768700.0	16989100.0	0	0.004932631473159879	-0.07530385352067155	False	0.002394890899414582	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P21165	P21165		pepQ		20370700.0	20609800.0	20678400.0	21165200.0	21376600.0	21230100.0	0	0.005114693427369405	0.048611713168838694	False	0.0024215007982969663	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
P37128	P37128		nudK		905702.0	829440.0	900807.0	1166610.0	1164670.0	1063580.0	0	0.005135746725789215	0.3650296231252048	False	0.002448110697179351	False	False	Ecoli	False	True	False	False	msfragger	manual	min	0.5
