protein	RD139_Wide_UPS1_0_25fmol_inj1	RD139_Wide_UPS1_0_25fmol_inj2	RD139_Wide_UPS1_0_25fmol_inj3	RD139_Wide_UPS1_25fmol_inj1	RD139_Wide_UPS1_25fmol_inj2	RD139_Wide_UPS1_25fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	83096.40897191528	44874.80469000001	77346.03815186358	24935331.4872606	25148231.79634262	23989696.692116223	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			3	0.0002059329779148534	-8.494954166394255	False	0.0002873563218390805	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0A8L1	237498916.60420623	240953988.89387164	239443579.58977604	256126741.6086359	254611092.6913949	257976944.11987352	P0A8L1	P0A8L1		serS	0	0.0002653547259127002	-0.09867257031699653	False	0.00031347962382445143	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	83096.40897191528	44874.80469000001	77346.03815186358	46097684.21450683	46340869.35216953	43991225.82218573	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			3	0.00026891232109379386	-9.376088014334686	False	0.00033960292580982235	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	83096.40897191528	44874.80469000001	77346.03815186358	46519243.69567982	48143881.57818516	45471777.64822563	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)			3	0.0002768032585001713	-9.414745757104189	False	0.0003657262277951933	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P24181	83096.40897191528	67245.31250000007	88963.82919923247	188863.0211773846	178271.22844589694	195234.58526243735	P24181	P24181		acrF	0	0.0002843445745363979	-1.23266278552349	False	0.00039184952978056425	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	83096.40897191528	44874.80469000001	77346.03815186358	6697300.563075334	6336694.749721072	6682117.93637385	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)			3	0.0002887172829275145	-6.585376507533939	False	0.0004179728317659352	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	12660190.524108106	12321052.273713777	14126879.013428632	21895510.911571026	22706852.857947007	21205164.660563108	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)			0	0.0003114657580472915	-0.7507843872618692	False	0.0004440961337513062	True	False	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	83096.40897191528	44874.80469000001	77346.03815186358	3547329.5643031425	3783633.94131764	3773624.493081571	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)			3	0.00034124827809639687	-5.757157201714284	False	0.0004702194357366771	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P0A7L3	82450648.48358679	81813889.79216155	83325901.52989975	92924570.16036978	95345927.7221462	93975224.2972111	P0A7L3	P0A7L3		rplT	0	0.00043208173076092124	-0.18899610621260557	False	0.0004963427377220481	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0ACG1	69943976.31312375	70047825.5792983	69775479.81502852	66914551.02958432	67098608.82720599	67434434.54004882	P0ACG1	P0ACG1		stpA	0	0.000503629979467802	0.0583850946714287	False	0.0005224660397074191	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P0A6T9	5212547.663232722	5249345.796430214	5109938.329182326	5917267.408748885	5764904.440472958	5800083.482219907	P0A6T9	P0A6T9		gcvH	0	0.0005369942290766588	-0.16695264895096068	False	0.00054858934169279	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P36548	1711331.5244608133	1686491.8668454515	1727069.211764287	1882282.9350554224	1848409.362099442	1877932.622658084	P36548	P36548		amiA	0	0.0005617243945221461	-0.1301253332337343	False	0.000574712643678161	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	83096.40897191528	44874.80469000001	77346.03815186358	15203252.043107256	14049293.348107887	14990012.617452202	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			3	0.0005753501458216859	-7.751436136041257	False	0.0006008359456635319	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	275563.8762547148	3356855.3612561347	3990330.5870521134	40015485.86270862	40764195.62121832	40193899.15969683	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)			0	0.0006203138174422604	-3.9882366740194928	False	0.0006269592476489029	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.660964047443681
P43337	936906.35293363	957256.6687326968	931239.1194255676	1163267.9345366322	1118091.7012407382	1131975.7880669616	P43337	P43337		nudL	0	0.0007192195389825798	-0.2727259713417163	False	0.0006530825496342738	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	83096.40897191528	44874.80469000001	77346.03815186358	9710930.393293569	9097463.926350068	9988709.886677328	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)			3	0.000745791700521581	-7.131925078269838	False	0.0006792058516196447	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P18355	3348672.3243519044	3262498.5000000023	3291470.051270009	1724188.017470414	1960841.815392034	1862182.809984864	P18355	P18355			0	0.0007555399220391147	0.836050290396535	False	0.0007053291536050157	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	396523.7418380456	415489.0367279371	436296.14040174446	4826767.876822622	4878200.751057794	4464498.543032439	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)			0	0.0008415973946985561	-3.5047386009350188	False	0.0007314524555903867	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	83096.40897191528	44874.80469000001	77346.03815186358	31676035.37838281	28610078.83836493	30496716.815689333	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)			3	0.0008717912657065217	-8.788420813504581	False	0.0007575757575757577	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P05719	6109116.524185254	6191890.348857407	6223850.915475488	5614032.681525431	5746176.19640144	5720542.921539667	P05719	P05719		hsdS	0	0.0009230040331990092	0.11709099155537896	False	0.0007836990595611285	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
Q46919	854455.9677456651	918411.188846554	880143.7231412358	1121061.5811401035	1104890.6611267233	1144661.2649529171	Q46919	Q46919		yqcC	0	0.0009866650587133383	-0.3453806176597538	False	0.0008098223615464995	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A8E1	39096128.429027714	40298503.66416095	39381815.40071507	43680314.7909722	44432902.68011418	43355660.60055471	P0A8E1	P0A8E1		ycfP	0	0.0010071863510044737	-0.14647252985032086	False	0.0008359456635318704	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6Y1	17178320.972878233	17902177.04160982	17375614.40283836	21975847.23983833	20864281.715744294	21571822.60637176	P0A6Y1	P0A6Y1		ihfB	0	0.0010241076691112766	-0.29621751176802974	False	0.0008620689655172415	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	83096.40897191528	44874.80469000001	4834888.066358767	32234660.162315905	33974284.37874421	32531103.200065438	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			2	0.0010609407016403999	-4.31439188936603	False	0.0008881922675026124	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	5821397.618646309	9499872.618522892	329219.8021370039	48710096.54164894	48957189.007355325	52019255.168019205	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	0.0011737130996265033	-3.25766476937536	False	0.0009143155694879833	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	18100711.50917258	16897639.210578058	17878460.124346647	23597190.45871953	24000936.25169859	23531811.124802776	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)			0	0.0012459292786065894	-0.42782173639214377	False	0.0009404388714733542	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P52643	24383151.77258212	24024072.865852524	24103312.908134304	25859387.969797827	25389996.57225648	25707434.477680653	P52643	P52643		ldhA	0	0.0013723687632916832	-0.0858584980214144	False	0.0009665621734587253	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A9M2	29590758.66187476	29523691.57271025	28843961.81930105	31492230.412369385	31946534.93598028	32149419.60830425	P0A9M2	P0A9M2		hpt	0	0.0013870153380930027	-0.12001074801675372	False	0.0009926854754440963	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P27836	1887692.607647897	1933088.8046691215	1892207.810247332	2340405.8101380137	2272704.1572630564	2243283.4820760745	P27836	P27836		wecG	0	0.0014040171931981582	-0.26320409158989116	False	0.0010188087774294671	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEZ3	81630688.39417733	82768471.17630143	82325045.56889407	77186113.56176543	76835267.28476544	77236397.79726058	P0AEZ3	P0AEZ3		minD	0	0.0015472216434743165	0.09339736641378739	False	0.0010449320794148381	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P61889	115943839.83219716	112504751.53648296	115221832.68256168	102300414.686819	105168392.69417706	103787503.0937804	P61889	P61889		mdh	0	0.001572153544108468	0.14292261311904395	False	0.0010710553814002092	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	2338037.362920949	44874.80469000001	77346.03815186358	15846406.373973526	16295999.524091745	15721821.37541136	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			2	0.0016301780885256733	-4.282066178020113	False	0.00109717868338558	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P42597	1835408.1562331624	1698596.2499999984	2022332.194116228	2875213.5463769403	2633753.232679485	2902583.228955924	P42597	P42597		ygjP	0	0.0017495374129740963	-0.5982376726205991	False	0.0011233019853709508	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P29208	13143525.021597791	12952239.65041592	13217119.141274275	12308944.83803554	12194316.747975135	12432912.737212367	P29208	P29208		menC	0	0.0017623603459648066	0.08996775072081745	False	0.001149425287356322	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P22634	5395270.337914743	5431632.112169833	5264247.103919787	4789246.823749928	4856850.810427798	4938365.634782859	P22634	P22634		murI	0	0.0018434302562301394	0.1418351023002073	False	0.0011755485893416929	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6X7	81460705.61857785	77916975.33926041	76525761.50527531	92692718.16189454	91594362.49705423	94920086.97406264	P0A6X7	P0A6X7		ihfA	0	0.0021582252536535415	-0.24313950647807117	False	0.0012016718913270639	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AG90	89743859.81759147	88389874.69646096	89050966.65988599	85960321.0485321	85022715.93222441	85108294.90833431	P0AG90	P0AG90		secD	0	0.002175419469827155	0.06117898057051442	False	0.0012277951933124347	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P63417	24974205.273485724	25431089.88905656	25629659.704593584	23623648.49397264	23693245.303942934	23122634.89127632	P63417	P63417		yhbS	0	0.002179629921845962	0.11027755216269988	False	0.0012539184952978057	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6K1	706514.1130366421	796006.0911117756	676779.7006376517	1218256.7163306947	1064371.5040677504	1147257.9013293227	P0A6K1	P0A6K1		dapF	0	0.002218544473760765	-0.6542959302934517	False	0.0012800417972831768	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ADP9	20411383.760048803	19540375.82042059	19478667.131602976	22949514.68173028	22421228.31864922	23616810.768720023	P0ADP9	P0ADP9		yihD	0	0.002418176644384046	-0.21513436528292368	False	0.0013061650992685476	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P77570	2361829.976247198	2238337.189704566	2324159.242603586	2604233.4283519518	2739393.673701556	2705070.834317541	P77570	P77570		anmK	0	0.0024522474831742175	-0.2170816786300438	False	0.0013322884012539186	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AD33	78154036.18530096	76111438.1413361	83186956.97891966	63032815.322052665	60026263.79297941	56765059.31186231	P0AD33	P0AD33		yfcZ	0	0.0024739417139539015	0.40105183632601293	False	0.0013584117032392894	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	83096.40897191528	44874.80469000001	77346.03815186358	15169009.479605282	14506305.491070054	12778948.599890726	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			3	0.0025432481475705982	-7.691910781702283	False	0.0013845350052246607	False	True	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P0A6R0	62653904.431979015	64904749.57264077	65145708.20340826	73381362.69600041	73001178.70325391	70522519.73851417	P0A6R0	P0A6R0		fabH	0	0.0026627772097412516	-0.17067448643126557	False	0.0014106583072100315	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P75726	34733333.939330265	34139905.73721407	34250528.63376282	36032864.24778776	36183138.032216944	35765184.6137771	P75726	P75726		citF	0	0.00299051970819243	-0.06640309141763265	False	0.0014367816091954023	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	22177660.815665867	18741339.520916488	19085269.421623588	31010912.64853899	32101637.88447987	30226052.015850008	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)			0	0.003060219229739697	-0.6374087046050805	False	0.0014629049111807733	False	False	Human	True	False	False	False	msfragger	directlfq	min	1.660964047443681
P37666	32194413.13553872	31507214.4886496	32124182.000903267	34922779.37586315	35331473.588227555	34207769.17589128	P37666	P37666		ghrB	0	0.003159165675316897	-0.1244923488763855	False	0.0014890282131661443	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AA04	105270472.29846114	114465897.06127287	116314085.49075994	77229421.47299209	82442967.59951536	84203315.3925934	P0AA04	P0AA04		ptsH	0	0.0032043622188749213	0.4625318162664529	False	0.0015151515151515154	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P76268	39321379.99752095	40235691.41322977	39844386.86224817	42955089.575143166	43926961.51281429	42609830.01993578	P76268	P76268		kdgR	0	0.003421897272751113	-0.11704118991804068	False	0.0015412748171368862	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P36683	111921837.83119345	113144148.19728056	113465602.30157776	119167365.00263636	117674915.36266688	120144386.25570136	P36683	P36683		acnB	0	0.003462044593904386	-0.07657973316392605	False	0.001567398119122257	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AFX0	2118673.710772496	2004605.8610263437	1910553.9867965071	2669229.0894623715	2459398.118904854	2510581.5690608784	P0AFX0	P0AFX0		hpf	0	0.003607585297942968	-0.340348319717222	False	0.0015935214211076282	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A6U3	43337992.10186927	43104682.92073029	43569988.03323752	42391800.40696227	42298730.75795884	42023737.395641975	P0A6U3	P0A6U3		mnmG	0	0.003621154621128642	0.03707315945765047	False	0.001619644723092999	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P09424	15503196.08526058	15779103.535233004	15160556.154997448	17143513.41390816	17023351.799678545	17337224.500125866	P09424	P09424		mtlD	0	0.0036420677554195595	-0.1492303085432401	False	0.00164576802507837	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ABU2	145571730.2091907	146556417.60934272	147844279.72288278	136788485.62863183	137796850.76527438	140229717.30892965	P0ABU2	P0ABU2		ychF	0	0.004046696653680726	0.0849448641674829	False	0.001671891327063741	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0A800	126379559.70200972	126256941.38852824	128379242.55306087	110078076.48498894	112283383.64275336	115265575.2148763	P0A800	P0A800		rpoZ	0	0.00407362577713009	0.17442017951780348	False	0.0016980146290491117	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P24171	18858888.865934573	19474567.04461366	19118799.2016267	20715176.134712096	20354940.762291253	20711429.438308965	P24171	P24171		dcp	0	0.004093537128352094	-0.10481245819356286	False	0.001724137931034483	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEG4	7757338.5711232815	8208372.1424271	7533374.95377042	9538651.48303226	9052658.22905179	9631650.2496611	P0AEG4	P0AEG4		dsbA	0	0.004303591987811727	-0.2642646788953003	False	0.0017502612330198538	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0ACF0	711443416.9647589	757944387.5350955	758208753.4513935	889052615.853013	887575991.2062668	840421052.3265804	P0ACF0	P0ACF0		hupA	0	0.004336064273777442	-0.23245333174432872	False	0.0017763845350052248	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AEX9	36077041.14817507	35055287.83977529	35606938.70322228	43160573.43520735	41036654.593370974	43108444.37417955	P0AEX9	P0AEX9		malE	0	0.004358239823109523	-0.2542056847940174	False	0.0018025078369905956	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
P0AGD3	194810660.83290848	187871275.5730401	191463053.78332427	217040482.54613853	218431796.59993783	208900281.7495173	P0AGD3	P0AGD3		sodB	0	0.004440104994003718	-0.16647995145082786	False	0.0018286311389759666	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.660964047443681
