Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				12118100.0	11951600.0	12058800.0	22389000.0	22502200.0	22618500.0	0	7.884706416850667e-08	-0.9019574503644884	True	2.5974025974025975e-05	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)				3112480.0	3040430.0	3063360.0	5510290.0	5473220.0	5537930.0	0	1.3526143750717975e-07	-0.8420845490467264	True	5.194805194805195e-05	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				5641940.0	5487690.0	5581750.0	10546600.0	10578100.0	10643700.0	0	6.360059643451594e-07	-0.9267615573967594	True	7.792207792207793e-05	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)				7589260.0	7508950.0	7792450.0	14080000.0	13890400.0	13900700.0	0	1.2560222988658368e-06	-0.8711957594507038	True	0.0001038961038961039	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				13111600.0	12939900.0	13134800.0	24193800.0	23977300.0	23833200.0	0	1.3264842810261557e-06	-0.8777337059191194	True	0.00012987012987012987	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				12557900.0	12383300.0	12691000.0	23235500.0	23376600.0	23381400.0	0	1.42180208310462e-06	-0.8952533186470271	True	0.00015584415584415587	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				14999500.0	14436800.0	14597400.0	26475900.0	26613600.0	25974000.0	0	1.764108808757147e-06	-0.8444037480465457	True	0.00018181818181818183	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				2402640.0	2328190.0	2448220.0	4472400.0	4378820.0	4440330.0	0	2.448087425858564e-06	-0.8886445042493035	True	0.0002077922077922078	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				14849900.0	14974200.0	14966300.0	27335500.0	27544600.0	27640200.0	0	2.66768970441765e-06	-0.8815595158894469	True	0.00023376623376623377	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				18454900.0	18763600.0	18815500.0	35125000.0	35803600.0	35551400.0	0	3.0861797762785596e-06	-0.9262080878877622	True	0.00025974025974025974	True	True	Human	True	False	False	True	msfragger	manual	min	0.5
