Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				24375800.0	24262800.0	23957200.0	3258170.0	3108330.0	3197300.0	0	4.993940566663848e-06	2.9242302185449343	True	0.00028780743066457356	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				15675100.0	15151700.0	15892600.0	4289970.0	3637990.0	4567230.0	0	8.526152975147704e-06	1.9026489073397606	True	0.0003139717425431712	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)	Q15843ups|NEDD8_HUMAN_UPS NEDD8 (Chain 1-81) - Homo sapiens (Human)				10394400.0	10479100.0	10670200.0	1238010.0	1235140.0	1322950.0	0	1.2592152735329459e-05	3.054761992069893	True	0.00034013605442176874	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				5986270.0	5967040.0	6138300.0	905290.0	872141.0	839631.0	0	2.0030921501371516e-05	2.7893007929649842	True	0.00036630036630036635	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)				2924950.0	3017900.0	2856970.0	463388.0	448938.0	528333.0	0	2.0554283842939516e-05	2.6107451197818845	True	0.0003924646781789639	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				17634800.0	18801700.0	17472100.0	2351790.0	3132200.0	2278940.0	0	2.5307996356903676e-05	2.795842259796219	True	0.00041862899005756153	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				14892200.0	14593100.0	14981200.0	2229230.0	2129140.0	2220460.0	0	2.8909352610445153e-05	2.756815914853841	False	0.00044479330193615915	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				10375100.0	10288000.0	10722500.0	1675580.0	1618220.0	1494880.0	0	3.0988184246324024e-05	2.7124028523757007	False	0.0004709576138147567	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)				6531500.0	6822740.0	6520790.0	1030450.0	903076.0	894863.0	0	3.2023883348509914e-05	2.8129045793454046	False	0.0004971219256933543	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				7317580.0	7432290.0	7497600.0	1583850.0	1856740.0	2024840.0	0	8.987415897447237e-05	2.025234369545406	False	0.0005232862375719519	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)				5501680.0	5592720.0	5827010.0	735166.0	814615.0	854332.0	0	9.110078969703437e-05	2.8152731745991386	False	0.0005494505494505495	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				14211200.0	13703100.0	14178300.0	1976020.0	1889090.0	2005350.0	0	0.00010095248627963756	2.8420211654623033	False	0.0005756148613291471	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)	P61769ups|B2MG_HUMAN_UPS Beta-2-microglobulin (Chain 21-119) - Homo sapiens (Human)				3757330.0	3915320.0	3786410.0	493627.0	474998.0	505210.0	0	0.00013805316103714907	2.9588417782064003	False	0.0006017791732077447	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				7055580.0	6731770.0	6957390.0	804441.0	742399.0	800819.0	0	0.00013897126331153351	3.1434507998281456	False	0.0006279434850863424	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)				15317300.0	15960200.0	15453900.0	1782590.0	1858750.0	1822880.0	0	0.0001706324962623499	3.096304783162459	False	0.0006541077969649398	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				9977930.0	9637840.0	10046100.0	1202740.0	1255690.0	1215980.0	0	0.00017215649008248734	3.013025033662605	False	0.0006802721088435375	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				8125540.0	7783410.0	8257880.0	959698.0	1030750.0	921526.0	0	0.00021717323757050396	3.052958865615999	False	0.000706436420722135	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)				9766100.0	9336830.0	9851870.0	1783160.0	1808130.0	1901290.0	0	0.0002282750285194097	2.3982466487914063	False	0.0007326007326007327	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				12740600.0	13180300.0	12558900.0	1349370.0	1366150.0	1346530.0	0	0.00025477819848821945	3.243821397603776	False	0.0007587650444793303	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0A870	P0A870		talB		48145100.0	47946200.0	48217500.0	49646400.0	49814600.0	49486400.0	0	0.0002788678427928639	-0.04564366182379867	False	0.0007849293563579278	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				9578060.0	9424980.0	9104270.0	1477410.0	1494160.0	1466260.0	0	0.00029996633630866536	2.6630190793425244	False	0.0008110936682365254	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				19607100.0	18884200.0	19989300.0	2297980.0	2389100.0	2307760.0	0	0.00032328893764666384	3.063595150479557	False	0.0008372579801151231	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0AFX4	P0AFX4		rsd		479744.0	503072.0	496317.0	383219.0	395887.0	377278.0	0	0.00034971969853622384	0.35513122925887297	False	0.0008634222919937206	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AD33	P0AD33		yfcZ		49558500.0	49337500.0	47634700.0	59601600.0	60160200.0	58914000.0	0	0.00039622928729533667	-0.2861412889563281	False	0.0008895866038723183	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				4153950.0	4125770.0	4408940.0	992196.0	1016500.0	943595.0	0	0.0004250946961885117	2.1036328834239737	False	0.0009157509157509158	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)				8928130.0	8374260.0	8855820.0	1695060.0	1727080.0	1801150.0	0	0.0004325486931830588	2.3242331106530707	False	0.0009419152276295134	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P41409	P41409		rihA		1321690.0	1292600.0	1273160.0	1066710.0	1101660.0	1083620.0	0	0.00044901194759616134	0.2575012984861783	False	0.000968079539508111	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				12913700.0	11900300.0	12639100.0	1691580.0	1876580.0	1817630.0	0	0.0005687764669026167	2.7978552525475604	False	0.0009942438513867087	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				16867300.0	17576800.0	17034500.0	4754270.0	3029870.0	2912560.0	0	0.0006550820514562556	2.2668070342250597	False	0.0010204081632653062	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)				11325800.0	11870300.0	11041200.0	1499160.0	3081600.0	2925000.0	0	0.0006662497866263697	2.1894988680715	False	0.0010465724751439038	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0ADZ7	P0ADZ7		yajC		18671800.0	19081400.0	18673700.0	22079600.0	22626500.0	21861900.0	0	0.000669538522038305	-0.2384457314111216	False	0.0010727367870225016	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A7S9	P0A7S9		rpsM		37273300.0	37377200.0	36809200.0	34430100.0	34797600.0	34663000.0	0	0.0006919176506273705	0.10145566137458528	False	0.001098901098901099	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AE88	P0AE88		cpxR		4704980.0	4660450.0	4719160.0	4455300.0	4440880.0	4384850.0	0	0.0007762839787451222	0.08475052959806936	False	0.0011250654107796965	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A8U2	P0A8U2		yafD		161635.0	149657.0	168407.0	74829.5	83978.2	84662.6	0	0.000808596116752309	0.9783836377878551	False	0.0011512297226582942	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A7K2	P0A7K2		rplL		157260000.0	159803000.0	157996000.0	141563000.0	141891000.0	141044000.0	0	0.000826252396788713	0.16234894361319424	False	0.0011773940345368916	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AEP3	P0AEP3		galU		66725800.0	66070100.0	67409800.0	61503400.0	62662500.0	61970600.0	0	0.0008660065525855914	0.10512206428669973	False	0.0012035583464154894	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0ACP1	P0ACP1		cra		4215270.0	4249770.0	4251070.0	4453080.0	4435640.0	4442140.0	0	0.0008856500144987815	-0.06811245292848554	False	0.001229722658294087	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AA04	P0AA04		ptsH		46970400.0	44607900.0	48562800.0	67112700.0	62007200.0	63802600.0	0	0.0009920674357396329	-0.461141285163739	False	0.0012558869701726847	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)				2085260.0	2023400.0	2196740.0	627682.0	642683.0	619984.0	0	0.0010010669462334973	1.7379352824243608	False	0.001282051282051282	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P12008	P12008		aroC		3535770.0	3518620.0	3545210.0	3658560.0	3661360.0	3649420.0	0	0.0010067540688205937	-0.049466902265539237	False	0.0013082155939298796	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				10579000.0	11820400.0	11138500.0	1641540.0	1620880.0	1738950.0	0	0.0012890861931717978	2.7453971120359113	False	0.0013343799058084774	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)	P10145ups|IL8_HUMAN_UPS Interleukin-8, IL-8 (Chain 28-99) - Homo sapiens (Human)				2709120.0	2416350.0	2752310.0	365879.0	364950.0	289199.0	0	0.0013018542863262852	2.9491803728294608	False	0.001360544217687075	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)	P10599ups|THIO_HUMAN_UPS Thioredoxin (Chain 2-105, N-terminal His tag)- Homo sapiens (Human)				1355880.0	1417720.0	1428700.0	261916.0	65259.3	44294.2	2	0.0013062136151966738	3.4998634925983954	False	0.0013867085295656725	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0AA25	P0AA25		trxA		28771300.0	28850800.0	29333000.0	26818900.0	27306000.0	27127300.0	0	0.0013093356495872263	0.09786376921871193	False	0.00141287284144427	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0A7N9	P0A7N9		rpmG		110114000.0	112980000.0	112813000.0	122394000.0	122958000.0	120575000.0	0	0.001357598877775664	-0.12349400880505049	False	0.0014390371533228676	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0AC86	P0AC86		glgP		1854990.0	1857820.0	1839330.0	1922780.0	1905650.0	1909490.0	0	0.0013859951705503428	-0.04748390705472284	False	0.0014652014652014654	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P0ACL0	P0ACL0		glpR		2128080.0	2145980.0	2123650.0	2220160.0	2199570.0	2201140.0	0	0.0014459888334604398	-0.049465205052833035	False	0.0014913657770800628	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)				1049610.0	1066580.0	1085840.0	74829.5	65259.3	219697.0	2	0.0019503946949540698	3.153776671966988	False	0.0015175300889586605	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				2371990.0	2322760.0	2391450.0	706892.0	372003.0	510997.0	0	0.001967305856283365	2.1560834166694294	False	0.001543694400837258	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P0A905	P0A905		slyB		30354600.0	29799900.0	29965700.0	31895300.0	31380100.0	31923900.0	0	0.0022167707044637337	-0.07910045015263921	False	0.0015698587127158557	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0A8M3	P0A8M3		thrS		11824300.0	11761700.0	11915500.0	11328400.0	11303100.0	11379500.0	0	0.002319974847500151	0.0618785571220562	False	0.0015960230245944532	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AEB7	P0AEB7		yoaB		12801300.0	12905500.0	12719800.0	11848400.0	11496200.0	11575000.0	0	0.002423774243020344	0.13806829869228326	False	0.0016221873364730508	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P76273	P76273		rsmF		2569000.0	2749100.0	2731770.0	3326070.0	3448180.0	3204590.0	0	0.0024280094020595736	-0.30990663295729504	False	0.0016483516483516486	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P18355	P18355				1726230.0	1729940.0	1731340.0	2934500.0	2808280.0	3022970.0	0	0.0027032718025365604	-0.7568353212103004	False	0.0016745159602302461	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P69441	P69441		adk		50122600.0	49659000.0	48827100.0	46156600.0	46283000.0	45521200.0	0	0.002764681168657841	0.1072601782915982	False	0.0017006802721088435	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ADW8	P0ADW8		yheV		638411.0	688377.0	669135.0	851013.0	855774.0	794964.0	0	0.003035271726978952	-0.3258821402623642	False	0.0017268445839874413	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P56262	P56262		ysgA		990480.0	1033700.0	1000830.0	1135280.0	1142200.0	1190870.0	0	0.0032754435204870847	-0.1973095803044644	False	0.0017530088958660388	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				13640200.0	11569500.0	13700000.0	1577840.0	1509840.0	1456750.0	0	0.003647864940272153	3.0979586008103546	False	0.0017791732077446366	False	True	Human	True	False	False	False	msfragger	manual	min	1.660964047443681
P0A7M6	P0A7M6		rpmC		27259500.0	28662100.0	28173300.0	23049800.0	22724300.0	22675800.0	0	0.003698663203651077	0.29696987596206015	False	0.001805337519623234	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P10100	P10100		rlpA		3480090.0	3394440.0	3473090.0	3644430.0	3683010.0	3745270.0	0	0.003913595676410378	-0.09770937957154506	False	0.0018315018315018315	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P77150	P77150		pdxY		3837360.0	3839450.0	3874480.0	3643940.0	3699380.0	3625620.0	0	0.004132767534877598	0.07462985934327655	False	0.0018576661433804293	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ABA6	P0ABA6		atpG		33048500.0	33682500.0	33312600.0	31870200.0	31033900.0	31459100.0	0	0.004208320333247578	0.08433262944411501	False	0.0018838304552590268	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P75821	P75821		ybjS		5294940.0	5054960.0	5181660.0	5780340.0	5799660.0	5887090.0	0	0.004238268908114605	-0.16943653446771584	False	0.0019099947671376244	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0ACN4	P0ACN4		allR		10020500.0	9818000.0	9593430.0	11373700.0	11264600.0	10810200.0	0	0.0044763125947635376	-0.18455936440530307	False	0.001936159079016222	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P0AFZ3	P0AFZ3		sspB		8187790.0	8200830.0	8238240.0	8735990.0	8687370.0	8588840.0	0	0.0044946857483872974	-0.07895572985172815	False	0.0019623233908948193	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
P08244	P08244		pyrF		9524980.0	9480010.0	9732150.0	10046600.0	10257000.0	10236500.0	0	0.004520068800733172	-0.08778829815783845	False	0.0019884877027734173	False	False	Ecoli	False	True	False	False	msfragger	manual	min	1.660964047443681
