Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_25fmol_inj1.mzML	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)				1317890.0	1355650.0	50714.2	1356490.0	86479.6	87821.3	3	2.282561188445005e-07	-4.16269685420518	True	2.641310089804543e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2521940.0	2480270.0	50714.2	2546530.0	86479.6	87821.3	3	4.608392859419224e-07	-5.068142132522322	True	5.282620179609086e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2774430.0	2827150.0	196511.0	2690070.0	86479.6	165479.0	1	1.3856409493662646e-06	-4.208577121012202	True	7.923930269413631e-05	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P52614	P52614		fliK		657393.0	668999.0	1471180.0	656732.0	1459160.0	1446250.0	0	1.5595594760589971e-06	1.1420323496328966	True	0.00010565240359218173	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)				975834.0	988844.0	50714.2	1024950.0	86479.6	87821.3	3	1.6055216865850588e-06	-3.731872256589913	True	0.00013206550449022716	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				1448960.0	1428940.0	50714.2	1490080.0	86479.6	87821.3	3	1.6802850766646383e-06	-4.278872526322712	True	0.00015847860538827262	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P63389	P63389		yheS		4365800.0	4395970.0	3783260.0	4398880.0	3805680.0	3814690.0	0	2.359946467341757e-06	-0.2067376093069687	True	0.00018489170628631802	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2884050.0	2900720.0	50714.2	2815150.0	86479.6	87821.3	3	4.6805576979778435e-06	-5.256229515159924	True	0.00021130480718436345	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)				1336710.0	1370630.0	50714.2	1416600.0	86479.6	87821.3	3	1.6665430389383164e-05	-4.195929618636361	True	0.00023771790808240888	True	True	Human	True	False	False	True	msfragger	manual	min	1.660964047443681
P0ABC7	P0ABC7		hflK		18707500.0	18761100.0	18242100.0	18729400.0	18290100.0	18269200.0	0	2.642852654618567e-05	-0.03630603818451677	False	0.0002641310089804543	True	False	Ecoli	False	True	False	True	msfragger	manual	min	1.660964047443681
