protein	RD139_Wide_UPS1_10fmol_inj1r	RD139_Wide_UPS1_10fmol_inj2	RD139_Wide_UPS1_10fmol_inj3	RD139_Wide_UPS1_50fmol_inj1	RD139_Wide_UPS1_50fmol_inj2	RD139_Wide_UPS1_50fmol_inj3	Protein.Group	Protein.Ids	Protein.Names	Genes	isna	pval	log2_FC	Bonf_pass	BH_thr	BH_pass	FC_pass	Organism	Human	Ecoli	Yeast	FDR_pass	Search Engine	Quantitation	Imputation	FC_thr
P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	9180227.474804357	9874459.219910476	8932499.827454282	36269489.556329645	35285225.14978877	34810781.6122807	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)	P61626ups|LYSC_HUMAN_UPS Lysozyme C (Chain 19-148) - Homo sapiens (Human)			0	4.34734943910113e-06	-1.926191864895293	True	0.0003374870197300104	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	5690254.919333557	6486722.911024774	6586256.933498359	21737595.57051575	22920823.07739889	22110677.66440893	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)			0	5.592621577037993e-06	-1.8312719456276172	True	0.000363447559709242	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	5225058.7245756	5761507.907449996	6071610.829391008	24238796.010718416	23771066.516754624	24030530.16810828	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)			0	5.807743722242603e-06	-2.0783425317410877	True	0.0003894080996884735	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	13045754.271970045	14881596.07481481	14483317.022057692	59529036.5584273	60765173.41988698	62475732.1036346	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)	Q06830ups|PRDX1_HUMAN_UPS Peroxiredoxin 1 (Chain 2-199) - Homo sapiens (Human)			0	6.402952933824209e-06	-2.1075297373543496	True	0.0004153686396677051	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	9606567.772216884	10200943.614898246	8646113.955403835	34593408.24594478	36574432.65665723	36070964.56021429	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)			0	7.554520883700744e-06	-1.9141426678038576	True	0.0004413291796469367	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	18847482.522592075	23473132.818781946	23114384.422951672	97166244.20973192	100192552.19297092	99596451.45437866	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)			0	9.514727352107033e-06	-2.1821111148511005	True	0.00046728971962616824	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	10941561.122228645	10013308.459153062	9714146.329402942	38836195.02028392	38337963.97129317	38354944.35201079	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)	P62937ups|PPIA_HUMAN_UPS Peptidyl-prolyl cis-trans isomerase A (Chain 1-165, N terminal His tag)- Homo sapiens (Human)			0	1.4760044191988149e-05	-1.9134025517019668	True	0.0004932502596053999	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	6668989.772838365	7598416.587371264	6346115.299663447	20582358.992465645	20340727.38716176	19600696.163026515	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)	P63279ups|UBC9_HUMAN_UPS SUMO-conjugating enzyme UBC9 (Chain 1-158) - Homo sapiens (Human)			0	1.5900423014871382e-05	-1.5539111550316933	True	0.0005192107995846313	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	26076734.917392336	25911407.146120504	25313496.48120146	121177418.57024258	120401582.09292936	118562371.06460188	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)			0	1.751471625511012e-05	-2.219992440539221	True	0.0005451713395638629	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	13307303.879643004	13349106.466726888	11084564.433966575	45901033.66956439	43183511.02985893	46819786.708553255	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)	P69905ups|HBA_HUMAN_UPS Hemoglobin subunit alpha (Chain 2-142) - Homo sapiens (Human)			0	4.3122804684132185e-05	-1.8483878462767234	False	0.0005711318795430945	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	13569574.662302649	13495590.006462663	13179660.1720898	62989336.755004205	63601057.285544015	61875807.48050516	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)	P16083ups|NQO2_HUMAN_UPS Ribosyldihydronicotinamide dehydrogenase [quinone] (Chain 2-231) - Homo sapiens (Human)			0	4.646858415126192e-05	-2.227430640449413	False	0.0005970924195223261	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	16069034.902369114	14693117.590438006	14533699.152161414	61966060.824529536	62003261.33240297	58848761.09057875	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)			0	5.629884615324737e-05	-2.0129579457342457	False	0.0006230529595015578	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	25136188.80522803	26104611.687612064	27788525.831008527	115197973.2409249	108806304.45973691	112526470.41513713	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)			0	7.125463713823915e-05	-2.090278311658395	False	0.0006490134994807892	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	15655724.442859264	16022090.713320917	14546031.803194994	64556881.21188215	61550189.7131933	64885122.96916582	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)			0	7.478337634912804e-05	-2.046804437018705	False	0.0006749740394600208	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	20308376.26359485	20202197.151464805	19237443.31584563	68200051.60171665	68142438.3684125	65432597.09904588	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)			0	7.575856854522884e-05	-1.7557853272530621	False	0.0007009345794392524	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	11898021.251137882	10842011.978806742	10794355.922824282	43607049.56189037	44895290.664691694	46422469.37855045	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)			0	7.89116976689794e-05	-2.008442423572825	False	0.000726895119418484	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	23107816.504840262	21977115.64634426	22597660.717313256	101876085.54992616	105409153.05740725	105712999.7440626	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)			0	9.179976342136949e-05	-2.209297794081832	False	0.0007528556593977155	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	3532359.789663795	3667381.813268684	3823806.997390238	17797373.725070164	18537750.96279852	17726139.19745297	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)	P99999ups|CYC_HUMAN_UPS Cytochrome c (Chain 2-105) - Homo sapiens (Human)			0	9.341690262838445e-05	-2.2940065227700503	False	0.000778816199376947	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	10696083.567550847	8272998.291190286	8175447.5261523295	33705933.87055279	34306749.32275649	32803168.25365991	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)			0	0.00010912978596020407	-1.8929891174160145	False	0.0008047767393561786	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	7644806.981078124	7477272.817134832	7358795.311777229	31993435.6644011	31786862.16775998	32998341.050122995	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)	P55957ups|BID_HUMAN_UPS BH3-interacting domain death agonist (Chain 1-195) - Homo sapiens (Human)			0	0.00012083979457761467	-2.10599045270539	False	0.0008307372793354102	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	6045727.578490433	5571379.430058299	5526209.658417275	24539298.800972167	25884722.64152884	24504768.6795205	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)			0	0.00013337763223030525	-2.127873905996666	False	0.0008566978193146419	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	2963354.2940584198	3018761.2328918786	2587153.857697316	9824799.47737691	9585808.760069124	10469886.241942065	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)	P62988ups|UBIQ_HUMAN_UPS Ubiquitin (Chain 1-76, N-terminal His tag) - Homo sapiens (Human)			0	0.00016495766087917707	-1.8019599122532768	False	0.0008826583592938734	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	15074346.873056812	16538922.206783578	14360215.443780828	60166085.29779451	57575873.512525454	55052258.49231784	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)	P63165ups|SUMO1_HUMAN_UPS Small ubiquitin-related modifier 1 (Chain 1-97, N-terminal GST tag) - Homo sapiens (Human)			0	0.0002316312251742702	-1.9101810140277495	False	0.0009086188992731049	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	22367282.72080801	20619987.33378614	21341472.57118836	92016717.13658318	97668813.95203984	91116573.79165988	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)	P10636-8ups|TAU_HUMAN_UPS Microtubule-associated protein tau {Isoform Tau-F (Tau-4)} (Chain 2-441) - Homo sapiens (Human)			0	0.00042838009651867013	-2.1260183550098364	False	0.0009345794392523365	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	39542301.55120554	42621510.25535598	40872168.34458194	180965449.0468233	189894175.58603036	194629870.85228404	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)	P12081ups|SYHC_HUMAN_UPS Histidyl-tRNA synthetase, cytoplasmic (Chain 1-509, C terminal His tag) - Homo sapiens (Human)			0	0.000436073950640715	-2.200419951759872	False	0.0009605399792315681	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P10384	55790834.04118493	56211527.86607513	55006570.74486497	50203781.154921606	48847026.155231655	48957887.8877048	P10384	P10384		fadL	0	0.00043649962191843144	0.17424333522987875	False	0.0009865005192107998	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	22479173.693034157	20508602.031146824	21200912.94816074	82009270.21530387	81205750.32339486	75819991.60418315	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)			0	0.0004765656787089585	-1.8968309561518129	False	0.0010124610591900312	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P76170	4265041.461503825	4237875.177078142	4224469.414167466	4062614.520356655	4065929.958847213	4021960.4495122912	P76170	P76170		ynfB	0	0.0005576597530530207	0.06691988133940345	False	0.0010384215991692627	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	6213741.633391434	6088900.297396824	5893276.496221226	26517271.940742496	28194463.38036367	28494224.137034032	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)			0	0.000631650384103847	-2.1930719900738174	False	0.0010643821391484944	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P08337	1061077.0196413042	1137573.567116638	1106119.5819232522	810390.2500000008	836954.7103061252	776338.5316940305	P08337	P08337		mutT	0	0.0006334499389378902	0.4473486324661596	False	0.0010903426791277258	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	72998728.28055593	71689292.59786478	72982736.41475552	325467200.6671769	336833417.9845325	350877797.7738226	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)			0	0.0007390613055992577	-2.218668740405411	False	0.0011163032191069573	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P0A6Z6	3432359.3295285865	3458028.680192361	3599587.4459981327	2874762.6522607	2774898.895494102	2937188.878261683	P0A6Z6	P0A6Z6		nikR	0	0.0008692237096385522	0.28881033546204865	False	0.001142263759086189	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	17689026.894417666	17298948.11423496	16730988.41701582	79120950.40619889	79794037.77456392	85729583.34182878	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)			0	0.000892916893172942	-2.241922005399161	False	0.0011682242990654205	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
Q6BF16	36448.91548758997	32387.868831736843	55471.78315402986	198880.0311999999	192886.2376967241	191581.2778109012	Q6BF16	Q6BF16		dgoA	3	0.0009504237819696753	-2.230429936360161	False	0.0011941848390446522	True	True	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	6049522.722866542	5292227.140050784	4565211.629900633	15835755.825473236	16012595.179038756	15649605.522797093	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)	P51965ups|UB2E1_HUMAN_UPS Ubiquitin-conjugating enzyme E2 E1 (Chain 1-193, N terminal His tag)- Homo sapiens (Human)			0	0.0009678666669418941	-1.5782071646170188	False	0.0012201453790238838	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P02925	38063725.25447303	37473155.19800308	37516803.62166826	40041548.50281336	40398290.34892802	40276152.27829593	P02925	P02925		rbsB	0	0.0011058270552271774	-0.0946087952834997	False	0.0012461059190031155	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P0AG67	1091403452.947275	1089043326.3428414	1108583992.1790376	1003308045.6062708	1004537136.3417684	1026422175.106207	P0AG67	P0AG67		rpsA	0	0.0011147640898045634	0.11631429504886767	False	0.001272066458982347	True	False	Ecoli	False	True	False	True	msfragger	directlfq	min	1.160964047443681
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	29973383.346096035	28399468.93224629	28531340.842391927	106311229.23790964	115042098.225174	105408538.79971331	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)			0	0.001145939786734036	-1.9107419342676117	False	0.0012980269989615785	True	True	Human	True	False	False	True	msfragger	directlfq	min	1.160964047443681
P0A7M2	161907099.80120414	156444918.71077037	159300456.94307026	179419646.3236077	176931632.4225769	174099865.88142523	P0A7M2	P0A7M2		rpmB	0	0.001332825074626705	-0.15125854134941308	False	0.0013239875389408102	False	False	Ecoli	False	True	False	False	msfragger	directlfq	min	1.160964047443681
