Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	8	8	4.12938e+07	4.22757e+07	4.262e+07	4.00884e+07	4.24647e+07	4.1665e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.34698e+07	1.33292e+07	1.43506e+07	1.50311e+07	1.45137e+07	1.40204e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	3	3	4.56523e+06	4.42659e+06	3.75742e+06	4.81368e+06	3.89593e+06	3.92897e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	3	3	3.49167e+06	3.36284e+06	3.3545e+06	3.5426e+06	2.58813e+06	2.40734e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.33067e+08	1.33804e+08	1.38893e+08	1.36667e+08	1.35561e+08	1.35677e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.30574e+08	1.28986e+08	1.53013e+08	1.21731e+08	1.4925e+08	1.54141e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.4601e+07	2.56124e+07	2.54873e+07	2.42592e+07	2.34837e+07	2.49988e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	2.67096e+09	2.63749e+09	2.62828e+09	2.66101e+09	2.63888e+09	2.65307e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	3.91107e+08	3.95536e+08	4.25376e+08	4.05255e+08	4.1889e+08	4.19455e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	6	6	9.66242e+07	9.91824e+07	1.09543e+08	9.45237e+07	1.03922e+08	1.02422e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.34505e+08	1.3134e+08	1.43412e+08	1.33921e+08	1.41538e+08	1.4507e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	8.31e+06	8.62008e+06	8.47152e+06	8.52771e+06	9.16809e+06	8.74796e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.00847e+08	9.90206e+07	1.1065e+08	9.62112e+07	1.06835e+08	1.05287e+08
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	14	14	6.35598e+07	6.37348e+07	6.19803e+07	6.11792e+07	6.43454e+07	6.38763e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.64819e+07	1.77334e+07	1.88728e+07	1.72492e+07	1.71292e+07	1.69789e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	8.93813e+07	9.18741e+07	1.00767e+08	8.52858e+07	9.50507e+07	9.74061e+07
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	38	38	7.05189e+07	7.23034e+07	7.29844e+07	6.94812e+07	7.20562e+07	7.32434e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	2	2	2.92716e+06	3.50673e+06	2.66929e+06	2.79053e+06	2.75179e+06	2.76448e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	806732	771906	807495	1.09794e+06	785149	677518
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	3	3	3.75459e+06	3.40828e+06	3.95223e+06	3.56696e+06	3.6061e+06	3.82503e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	15	15	1.69828e+08	1.69382e+08	1.66098e+08	1.64824e+08	1.69301e+08	1.73836e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.47598e+08	1.49131e+08	1.43547e+08	1.50539e+08	1.40392e+08	1.50328e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	9	9	6.75843e+06	6.02943e+06	7.33553e+06	7.07384e+06	6.94897e+06	7.37546e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	5.87999e+06	5.60356e+06	6.44255e+06	5.22513e+06	5.59478e+06	6.16284e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.21545e+07	5.32038e+07	4.79508e+07	5.31342e+07	4.84718e+07	4.70753e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	9.75783e+06	9.41008e+06	9.59615e+06	9.40988e+06	1.03968e+07	9.92865e+06
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.11129e+09	1.0908e+09	1.43007e+09	1.08276e+09	1.38017e+09	1.40185e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	2.19971e+07	2.38357e+07	2.02278e+07	2.2033e+07	2.18856e+07	2.17151e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	11	11	1.7506e+07	1.71166e+07	1.76154e+07	1.70066e+07	1.73303e+07	1.80856e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12	3.51584e+07	3.60765e+07	3.65256e+07	3.53797e+07	3.66768e+07	3.64802e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	9.80649e+07	1.0047e+08	9.39579e+07	9.70903e+07	9.35755e+07	9.6365e+07
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	12	12	2.02856e+07	2.04942e+07	2.04664e+07	1.95562e+07	1.94548e+07	1.97566e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.51765e+08	2.42321e+08	2.38854e+08	2.48092e+08	2.40757e+08	2.43345e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	3	3	1.37917e+06	1.48152e+06	1.7494e+06	1.68898e+06	1.81943e+06	1.78073e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.36245e+08	1.37008e+08	1.35554e+08	1.34873e+08	1.32199e+08	1.36124e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.14541e+08	1.22544e+08	1.09399e+08	1.17104e+08	1.0968e+08	1.0657e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	25	24	2.35355e+09	2.33759e+09	2.43129e+09	2.39379e+09	2.45991e+09	2.42304e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	7	7	7.25009e+06	8.48595e+06	7.81228e+06	7.44232e+06	8.26272e+06	7.77719e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	14	14	5.27288e+06	5.14424e+06	5.57646e+06	5.20653e+06	5.30478e+06	5.65466e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	2.89821e+07	2.8512e+07	2.94064e+07	2.83753e+07	2.83542e+07	2.96638e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	24	24	1.85055e+08	1.82829e+08	1.98485e+08	1.84239e+08	1.96903e+08	1.96358e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	12	12	1.66144e+07	1.58332e+07	1.51743e+07	1.57839e+07	1.50717e+07	1.52029e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	2.18066e+07	2.13031e+07	2.17714e+07	2.27189e+07	1.97911e+07	1.99194e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.38874e+07	1.48139e+07	1.46079e+07	1.52431e+07	1.56539e+07	1.49409e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.61535e+08	1.55484e+08	1.48965e+08	1.59517e+08	1.54862e+08	1.53724e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	5	5	3.57079e+07	3.93399e+07	3.54961e+07	3.48721e+07	3.50408e+07	3.4854e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	3.63177e+06	4.17788e+06	4.313e+06	3.14961e+06	4.4889e+06	4.60649e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	12	12	1.26941e+07	1.4168e+07	1.37619e+07	1.28702e+07	1.3097e+07	1.34183e+07
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	3.27411e+06	3.4562e+06	3.17954e+06	3.28487e+06	3.10959e+06	3.32625e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	11	11	2.55714e+07	2.53464e+07	2.46615e+07	2.58943e+07	2.4352e+07	2.46594e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	7	7	1.03629e+07	1.03096e+07	1.09911e+07	9.9333e+06	9.69792e+06	1.08201e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	5.45916e+06	5.05938e+06	6.9525e+06	5.30781e+06	5.80779e+06	5.58541e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3			2.85049e+06	3.79447e+06	3.15586e+06	2.74759e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	2	2	4.77118e+06	5.52681e+06	5.48412e+06	5.1684e+06	5.10358e+06	5.59874e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	10	10	1.60509e+07	1.53495e+07	1.7038e+07	1.57819e+07	1.62492e+07	1.62564e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	8	8	6.1158e+06	5.74007e+06	6.15574e+06	5.85917e+06	5.8763e+06	6.28314e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.45458e+07	3.5712e+07	3.61418e+07	3.50002e+07	3.72614e+07	3.70199e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	2	2	6.95814e+06	6.4912e+06	7.40854e+06	6.98468e+06	7.5223e+06	8.24123e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	2	2	1.98234e+07	1.95132e+07	2.35356e+07	2.49599e+07	2.27349e+07	1.99004e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	4.09332e+07	4.22468e+07	4.44868e+07	4.07519e+07	4.30472e+07	4.43061e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	6.10986e+06	6.60766e+06	6.80295e+06	6.48994e+06	6.28383e+06	6.35796e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	9.8413e+06	9.86484e+06	9.96356e+06	1.06354e+07	9.83408e+06	9.4965e+06
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	7.25857e+06	8.63654e+06	7.4006e+06	8.82625e+06	7.80677e+06	7.61168e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	13	13	2.58172e+07	2.61824e+07	2.6373e+07	2.5762e+07	2.48439e+07	2.57448e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	1.04727e+07	9.79614e+06	1.04388e+07	1.09115e+07	9.7965e+06	8.67494e+06
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	4.71921e+08	4.92294e+08	4.99106e+08	4.64613e+08	4.80797e+08	5.05727e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.54228e+08	1.60412e+08	1.37344e+08	1.59254e+08	1.41229e+08	1.40877e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	5	5	1.59008e+07	1.62591e+07	1.53556e+07	1.51783e+07	1.57661e+07	1.54895e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.21137e+07	1.3054e+07	1.37575e+07	1.52657e+07	1.2731e+07	1.34308e+07
P0A9M0	LON_ECOLI	lon	Lon protease	34	34	4.45173e+07	4.52424e+07	4.6808e+07	4.48079e+07	4.49994e+07	4.63419e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	2.86788e+07	2.86321e+07	2.88375e+07	2.90247e+07	2.85245e+07	2.80328e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	8	8	2.2498e+08	2.24167e+08	2.1529e+08	2.15388e+08	2.18065e+08	2.28967e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	33	33	2.12499e+08	2.17777e+08	2.20849e+08	2.22342e+08	2.12536e+08	2.20472e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	5	5	2.11166e+07	2.27044e+07	2.15427e+07	2.29406e+07	2.12144e+07	2.02295e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	3	3		1.66336e+06	1.67742e+06	1.6533e+06	1.56587e+06	
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	31	31	1.91979e+08	1.89405e+08	1.94448e+08	1.94649e+08	1.96728e+08	1.95401e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	13	13	6.46161e+07	6.56928e+07	7.01281e+07	6.72251e+07	6.80277e+07	7.1769e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	27	27	3.79153e+07	3.90614e+07	3.72498e+07	3.88936e+07	3.76152e+07	3.71424e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.20739e+08	2.15e+08	2.46083e+08	2.21725e+08	2.41999e+08	2.38378e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.08989e+08	1.09891e+08	1.07249e+08	1.1191e+08	1.0417e+08	1.0572e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	8.46372e+08	8.58812e+08	8.90073e+08	8.61343e+08	8.74497e+08	8.79548e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	12	12	1.02404e+08	9.83868e+07	9.8675e+07	1.01155e+08	9.91596e+07	1.00615e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.43078e+07	6.22495e+07	6.62488e+07	6.31968e+07	6.37043e+07	6.24026e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.23571e+07	1.21721e+07	1.04823e+07	1.1641e+07	1.10637e+07	1.17028e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	3	3	1.40019e+06	1.54467e+06	1.11216e+06	1.43508e+06	1.42793e+06	1.41544e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	8.84062e+07	8.57947e+07	7.57949e+07	8.89543e+07	8.08421e+07	7.77912e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.27743e+07	4.08864e+07	4.15293e+07	4.13439e+07	4.19335e+07	4.3312e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.42442e+07	3.56336e+07	3.47744e+07	3.4928e+07	3.38262e+07	3.47905e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	5	5	5.73644e+06	5.32238e+06	4.88777e+06	6.16088e+06	5.3229e+06	5.68811e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	1.33978e+06	1.26722e+06	1.32065e+06	1.46744e+06	1.26188e+06	1.27013e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	2.8342e+06	1.98718e+06	2.60472e+06	2.1828e+06	3.02801e+06	2.98799e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.07021e+07	3.20283e+07	3.07665e+07	3.10151e+07	3.10236e+07	3.10486e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.44163e+07	2.57823e+07	2.40104e+07	2.44643e+07	2.44059e+07	2.5213e+07
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	29	29	6.78415e+07	6.58706e+07	7.0538e+07	7.03651e+07	7.18103e+07	7.05149e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.03733e+07	5.1493e+07	4.73035e+07	4.90092e+07	5.11005e+07	4.54818e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	7	7	1.83649e+07	1.84319e+07	1.9182e+07	1.90691e+07	1.8418e+07	1.89427e+07
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	6.49616e+07	6.75622e+07	6.48494e+07	6.6715e+07	6.57303e+07	6.50936e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.05212e+08	2.04789e+08	1.91497e+08	2.12538e+08	1.89405e+08	1.94391e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	7	7	1.08327e+09	1.18805e+09	1.17827e+09	1.08673e+09	1.13546e+09	1.17163e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	7.82975e+07	7.8173e+07	8.16933e+07	8.1236e+07	7.8396e+07	8.0196e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	6	6	1.02245e+09	1.12436e+09	1.44572e+09	1.08458e+09	1.51792e+09	1.46378e+09
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	5.85725e+08	6.20018e+08	6.50826e+08	6.20125e+08	6.17296e+08	6.15429e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.479e+07	4.72337e+07	4.70158e+07	4.61493e+07	4.82467e+07	4.81371e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.39501e+08	3.38325e+08	3.40404e+08	3.39778e+08	3.23253e+08	3.2574e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.14402e+07	2.04384e+07	2.24598e+07	2.26437e+07	2.26086e+07	2.2395e+07
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	8.84491e+06	8.50001e+06	8.66461e+06	9.31935e+06	8.46306e+06	8.77265e+06
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	3	3	1.072e+06	1.19223e+06	869390	1.4325e+06	788455	835560
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	8	8	1.83271e+07	1.81279e+07	2.07104e+07	2.04994e+07	1.83138e+07	1.85987e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	3.22816e+06	3.47803e+06	3.52721e+06	3.21852e+06	3.75868e+06	2.84359e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	3.39715e+06				3.65084e+06	2.94804e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	2.53368e+06	2.06206e+06	2.76075e+06	2.14805e+06	2.50656e+06	2.62704e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	2.6476e+06	2.79507e+06	2.50879e+06	2.76443e+06	2.652e+06	2.66501e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	741396	693259	367789	838355	914833	703775
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	5.4031e+06	5.45823e+06	5.15961e+06	4.93658e+06	4.5922e+06	4.72911e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	2.87914e+06	2.8452e+06	3.39829e+06	3.0314e+06	3.40385e+06	3.35403e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	4.25046e+07	3.98549e+07	4.293e+07	4.44052e+07	4.29984e+07	4.34652e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.10114e+07	1.03723e+07	1.00911e+07	1.15728e+07	1.06075e+07	1.10536e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	10	10	1.28056e+08	1.3278e+08	1.32444e+08	1.33073e+08	1.26702e+08	1.30977e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.52033e+07	1.85157e+07	2.13112e+07	1.41443e+07	1.83599e+07	1.81257e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	10	10	3.96968e+07	4.30286e+07	4.27642e+07	4.26866e+07	4.21847e+07	4.4999e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.60173e+07	4.01074e+07	3.63187e+07	3.82056e+07	3.54011e+07	3.68701e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	7.80869e+06	7.91167e+06	6.1234e+06	7.51607e+06	6.67709e+06	6.65112e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	3.45871e+06	2.63412e+06	3.04708e+06	3.05629e+06	2.95358e+06	2.86425e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	3	3	2.19581e+06	1.8443e+06	2.46597e+06	2.10925e+06	2.13765e+06	2.276e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	2	2	1.41758e+06	1.47098e+06	1.34648e+06	1.59952e+06	1.18089e+06	1.10588e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	25	25	7.17505e+07	7.13555e+07	7.34564e+07	7.08555e+07	7.18369e+07	7.39328e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	1.77616e+08	1.79721e+08	1.84742e+08	1.75427e+08	1.82127e+08	1.82783e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.85667e+07	8.01295e+07	6.33124e+07	7.98572e+07	6.67542e+07	6.49915e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.55749e+07	1.49055e+07	1.60028e+07	1.61721e+07	1.68423e+07	1.67553e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	2.02547e+07	1.30201e+07	1.55e+07	2.00448e+07	1.53751e+07	1.48965e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	1.93343e+07	1.9399e+07	2.14978e+07	1.99156e+07	2.01349e+07	1.9522e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	2	2	4.55247e+06	4.07955e+06	4.65708e+06	4.49919e+06	4.44322e+06	4.66474e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	1	1	635330	542005		519482	503239	557994
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1	1.85941e+06	2.03151e+06	2.08152e+06	2.02531e+06	2.17228e+06	2.1488e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	6	6	1.06305e+07	1.00842e+07	1.00032e+07	1.02119e+07	1.08555e+07	1.07543e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	5.20508e+06	4.14698e+06	6.56606e+06	5.55784e+06	7.1134e+06	7.05418e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.17032e+06	1.19028e+06	920427	1.10812e+06	986330	1.01312e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.51744e+07	1.48193e+07	1.40483e+07	1.50626e+07	1.32092e+07	1.42135e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.54822e+07	1.65931e+07	1.60186e+07	1.46299e+07	1.61131e+07	1.45742e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	5	5	1.18392e+07	1.26314e+07	1.20624e+07	1.20869e+07	1.11031e+07	1.10746e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	2	2	709036	650385	727572	670562	646436	659963
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.62524e+07	1.68775e+07	1.46639e+07	1.66097e+07	1.49742e+07	1.50084e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.60417e+06	2.32714e+06	2.52606e+06	2.04313e+06	1.79262e+06	1.73766e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	4.74952e+06	5.15116e+06	5.51691e+06	5.29973e+06	5.53951e+06	5.84141e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5	1.39241e+07	1.48742e+07	1.38325e+07	1.40709e+07	1.23704e+07	1.27415e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	5	5	2.01757e+07	2.12375e+07	2.2926e+07	2.15713e+07	2.42636e+07	2.48267e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	3.23919e+06	4.42009e+06	3.59484e+06	4.20737e+06	4.04376e+06	3.70847e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	1.46434e+06	1.43902e+06	1.641e+06	1.48811e+06	1.47046e+06	1.66546e+06
P0AAV6	YBGS_ECOLI	ybgS	Uncharacterized protein YbgS	1	1	113072			131909	151566	129353
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13	5.00808e+07	4.92706e+07	5.07429e+07	5.08416e+07	5.17886e+07	5.24656e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	7	7	3.94831e+06	4.37258e+06	3.98633e+06	4.17707e+06	3.90155e+06	4.06333e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	5.80099e+07	5.87131e+07	5.41919e+07	5.85777e+07	5.40964e+07	5.86307e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	9.23875e+06	7.9117e+06	1.14119e+07	9.09186e+06	1.0792e+07	1.08312e+07
