Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
DECOY_sp|P0A9P0|DLDH_ECOLI	Dihydrolipoyl	Dihydrolipoyl		1	1					1.87447e+06	
DECOY_sp|P76344|ZINT_ECOLI	Metal-binding	Metal-binding		2	2						3.21569e+06
O00762ups|UBE2C_HUMAN_UPS	Ubiquitin-conjugating	Ubiquitin-conjugating		7	7	9.66154e+07	9.90525e+07	5.47198e+06	9.6649e+07	4.9563e+06	4.1609e+06
O76070ups|SYUG_HUMAN_UPS	Gamma-synuclein	Gamma-synuclein		12	11	1.57308e+08	1.65484e+08	9.86547e+06	1.62678e+08	9.09135e+06	9.77727e+06
P00167ups|CYB5_HUMAN_UPS	Cytochrome	Cytochrome		5	5	1.27004e+08	1.23042e+08		1.25829e+08	9.5615e+06	
P00350	6PGD_ECOLI	gnd	6-phosphogluconate dehydrogenase, decarboxylating	27	27	3.43668e+08	3.54916e+08	3.42618e+08	3.46564e+08	3.29832e+08	3.41737e+08
P00363	FRDA_ECOLI	frdA	Fumarate reductase flavoprotein subunit	28	28	2.1896e+08	2.10241e+08	2.1203e+08	2.02133e+08	2.08786e+08	2.11445e+08
P00370	DHE4_ECOLI	gdhA	NADP-specific glutamate dehydrogenase	10	10	1.31889e+07	1.32425e+07	1.3494e+07	1.42798e+07	1.32179e+07	1.31752e+07
P00393	DHNA_ECOLI	ndh	NADH dehydrogenase	18	18	2.29983e+07	2.28002e+07	2.18165e+07	2.19521e+07	2.24156e+07	2.24012e+07
P00441ups|SODC_HUMAN_UPS	Superoxide	Superoxide		2	2	5.58827e+07	5.39667e+07		5.2933e+07		
P00448	SODM_ECOLI	sodA	Superoxide dismutase [Mn]	8	8	4.26666e+07	4.08975e+07	3.993e+07	4.06902e+07	4.11938e+07	3.91957e+07
P00452	RIR1_ECOLI	nrdA	Ribonucleoside-diphosphate reductase 1 subunit alpha	31	31	4.09153e+07	4.25492e+07	4.07602e+07	4.1146e+07	3.99916e+07	3.99395e+07
P00490	PHSM_ECOLI	malP	Maltodextrin phosphorylase	30	30	3.37194e+07	3.49625e+07	3.52692e+07	3.30562e+07	3.43607e+07	3.47344e+07
P00509	AAT_ECOLI	aspC	Aspartate aminotransferase	26	26	9.16766e+07	9.97177e+07	9.13234e+07	9.34736e+07	9.11712e+07	9.25478e+07
P00547	KHSE_ECOLI	thrB	Homoserine kinase	2	2	3.20157e+06	3.21663e+06	3.42818e+06	3.27569e+06	3.11813e+06	3.21205e+06
P00550	PTM3C_ECOLI	mtlA	PTS system mannitol-specific EIICBA component	4	4	2.96225e+06	3.36696e+06	3.37977e+06	3.14213e+06	3.34331e+06	3.35436e+06
P00561	AK1H_ECOLI	thrA	Bifunctional aspartokinase/homoserine dehydrogenase 1	12	12	1.0311e+07	1.03427e+07	1.18618e+07	1.0381e+07	1.18421e+07	1.13474e+07
P00562	AK2H_ECOLI	metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	14	14	7.35728e+06	7.68238e+06	7.70003e+06	7.61949e+06	7.76644e+06	7.79733e+06
P00579	RPOD_ECOLI	rpoD	RNA polymerase sigma factor RpoD	20	19	8.38953e+07	9.35801e+07	8.84561e+07	9.05947e+07	8.47816e+07	8.51497e+07
P00582	DPO1_ECOLI	polA	DNA polymerase I	43	43	2.20266e+07	2.22283e+07	2.23347e+07	2.15052e+07	2.21506e+07	2.27231e+07
P00709ups|LALBA_HUMAN_UPS	Alpha-lactalbumin	Alpha-lactalbumin		2	2	6.75786e+07	6.99601e+07		7.85725e+07		
P00803	LEP_ECOLI	lepB	Signal peptidase I	7	7	1.44792e+07	1.44296e+07	1.51392e+07	1.49335e+07	1.48197e+07	1.36571e+07
P00805	ASPG2_ECOLI	ansB	L-asparaginase 2	18	18	1.33001e+08	1.37926e+08	1.36341e+08	1.34916e+08	1.33408e+08	1.33982e+08
P00811	AMPC_ECOLI	ampC	Beta-lactamase	5	5	4.13196e+06	4.10774e+06	3.95802e+06	3.86581e+06	3.76482e+06	3.80767e+06
P00861	DCDA_ECOLI	lysA	Diaminopimelate decarboxylase	2	2	1.12357e+06	916045	1.15562e+06	1.13643e+06	1.05502e+06	1.25174e+06
P00864	CAPP_ECOLI	ppc	Phosphoenolpyruvate carboxylase	40	40	6.1e+07	6.20546e+07	6.28108e+07	6.30498e+07	6.22626e+07	6.23988e+07
P00887	AROH_ECOLI	aroH	Phospho-2-dehydro-3-deoxyheptonate aldolase, Trp-sensitive	3	3	8.29934e+06	8.20968e+06	6.50412e+06	8.83478e+06	6.30249e+06	6.90313e+06
P00888	AROF_ECOLI	aroF	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive	7	6	9.38607e+06	1.05575e+07	1.00738e+07	1.04684e+07	1.05052e+07	1.03106e+07
P00892	ILVG_ECOLI	ilvG	Acetolactate synthase isozyme 2 large subunit	1	1	716561		852899	728111		798425
P00894	ILVH_ECOLI	ilvH	Acetolactate synthase isozyme 3 small subunit	3	3	921529	1.06679e+06	951105	930354	800674	1.03632e+06
P00914	PHR_ECOLI	phrB	Deoxyribodipyrimidine photo-lyase	3	3	1.20206e+06	1.17245e+06	1.17926e+06	1.30547e+06	948002	1.08545e+06
P00915ups|CAH1_HUMAN_UPS	Carbonic	Carbonic		10	10	1.20562e+08	1.20261e+08	7.95651e+06	1.24864e+08	9.03365e+06	6.93918e+06
P00918ups|CAH2_HUMAN_UPS	Carbonic	Carbonic		12	12	1.87076e+08	1.8464e+08	9.52411e+06	1.88438e+08	9.74039e+06	9.92787e+06
P00926	SDHD_ECOLI	dsdA	D-serine dehydratase	4	4	1.9811e+06	1.45594e+06	2.02841e+06	1.57678e+06	1.89735e+06	2.16019e+06
P00934	THRC_ECOLI	thrC	Threonine synthase	14	14	1.65456e+07	1.6936e+07	1.76617e+07	1.7653e+07	1.73058e+07	1.70316e+07
P00935	METB_ECOLI	metB	Cystathionine gamma-synthase	2	2	3.15756e+06	2.41701e+06	2.31545e+06	2.66502e+06	2.55108e+06	2.44802e+06
P00936	CYAA_ECOLI	cyaA	Adenylate cyclase	5	5	2.58416e+06	1.88056e+06	2.48747e+06	2.77358e+06	2.24878e+06	2.05319e+06
P00946	MANA_ECOLI	manA	Mannose-6-phosphate isomerase	11	11	4.98798e+07	5.07347e+07	5.18485e+07	4.88931e+07	5.05565e+07	5.02062e+07
P00954	SYW_ECOLI	trpS	Tryptophan--tRNA ligase	12	12	8.42052e+07	8.77241e+07	9.2038e+07	8.75706e+07	8.92894e+07	9.15667e+07
P00956	SYI_ECOLI	ileS	Isoleucine--tRNA ligase	37	37	1.10103e+08	1.10556e+08	1.0867e+08	1.11233e+08	1.07405e+08	1.09572e+08
P00957	SYA_ECOLI	alaS	Alanine--tRNA ligase	40	40	1.27233e+08	1.29115e+08	1.24502e+08	1.27618e+08	1.2624e+08	1.25114e+08
P00959	SYM_ECOLI	metG	Methionine--tRNA ligase	35	35	6.20142e+07	6.24559e+07	5.99029e+07	6.28111e+07	5.92512e+07	6.2095e+07
P00960	SYGA_ECOLI	glyQ	Glycine--tRNA ligase alpha subunit	9	9	3.14023e+07	3.17084e+07	2.86112e+07	3.00166e+07	2.72174e+07	2.75169e+07
P00961	SYGB_ECOLI	glyS	Glycine--tRNA ligase beta subunit	40	40	7.03325e+07	7.14846e+07	7.10007e+07	7.07743e+07	7.20979e+07	7.27318e+07
P00962	SYQ_ECOLI	glnS	Glutamine--tRNA ligase	29	29	7.28599e+07	7.13971e+07	7.31219e+07	7.40228e+07	7.40201e+07	7.3049e+07
P00963	ASNA_ECOLI	asnA	Aspartate--ammonia ligase	9	9	9.64045e+07	9.42028e+07	9.50622e+07	9.59533e+07	9.59205e+07	9.81296e+07
P00968	CARB_ECOLI	carB	Carbamoyl-phosphate synthase large chain	32	32	1.65086e+07	1.75666e+07	1.78123e+07	1.71597e+07	1.69364e+07	1.75374e+07
P01008ups|ANT3_HUMAN_UPS	Antithrombin-III	Antithrombin-III		15	15	1.48097e+08	1.44125e+08	8.72436e+06	1.41669e+08	9.50834e+06	9.4246e+06
P01112ups|RASH_HUMAN_UPS	GTPase	GTPase		8	8	7.55765e+07	7.92468e+07	7.577e+06	7.7565e+07	5.75064e+06	5.02628e+06
P01127ups|PDGFB_HUMAN_UPS	Platelet-derived	Platelet-derived		4	4	1.06361e+08	1.06187e+08	6.07235e+06	1.08407e+08	6.28895e+06	6.76284e+06
P01133ups|EGF_HUMAN_UPS	Pro-Epidermal	Pro-Epidermal		1	1	5.96375e+07	5.23726e+07		5.74541e+07		
P01344ups|IGF2_HUMAN_UPS	Insulin-like	Insulin-like		1	1	7.172e+07	6.63397e+07		6.72052e+07		
P01375ups|TNFA_HUMAN_UPS	Tumor	Tumor		7	7	9.72316e+07	9.72723e+07	3.28392e+06	9.53208e+07	4.30966e+06	4.0517e+06
P01579ups|IFNG_HUMAN_UPS	Interferon	Interferon		8	8	1.36766e+08	1.4757e+08	8.95725e+06	1.42539e+08	8.75393e+06	7.87621e+06
P02144ups|MYG_HUMAN_UPS	Myoglobin	Myoglobin		9	9	1.46863e+08	1.45563e+08	6.95651e+06	1.51937e+08	7.337e+06	7.23606e+06
P02358	RS6_ECOLI	rpsF	30S ribosomal protein S6	11	11	8.07542e+08	8.75954e+08	8.6634e+08	8.17226e+08	8.37652e+08	8.92532e+08
P02359	RS7_ECOLI	rpsG	30S ribosomal protein S7	14	14	8.82187e+08	8.61783e+08	8.80954e+08	9.16098e+08	8.84121e+08	8.89468e+08
P02413	RL15_ECOLI	rplO	50S ribosomal protein L15	13	13	7.20059e+08	7.72077e+08	8.03825e+08	7.42412e+08	7.91537e+08	7.99511e+08
P02741ups|CRP_HUMAN_UPS	C-reactive	C-reactive		7	7	1.6114e+07	1.76578e+07		1.76685e+07		
P02753ups|RETBP_HUMAN_UPS	Retinol-binding	Retinol-binding		4	4	1.82609e+07	2.03249e+07		1.96905e+07		
P02768ups|ALBU_HUMAN_UPS	Serum	Serum		23	23	2.51692e+08	2.67608e+08	1.51534e+07	2.50145e+08	1.41398e+07	1.50577e+07
P02787ups|TRFE_HUMAN_UPS	Serotransferrin	Serotransferrin		20	20	1.29656e+08	1.23273e+08	8.78773e+06	1.27816e+08	8.41534e+06	7.83741e+06
P02788ups|TRFL_HUMAN_UPS	Lactotransferrin	Lactotransferrin		23	23	1.39385e+08	1.45476e+08	7.73658e+06	1.38845e+08	8.37993e+06	7.84077e+06
P02918	PBPA_ECOLI	mrcA	Penicillin-binding protein 1A	9	9	6.9708e+06	7.57471e+06	8.4874e+06	7.32941e+06	7.29192e+06	7.11328e+06
P02919	PBPB_ECOLI	mrcB	Penicillin-binding protein 1B	14	14	4.37879e+07	4.38901e+07	4.4171e+07	4.86695e+07	4.18967e+07	4.07493e+07
P02925	RBSB_ECOLI	rbsB	D-ribose-binding periplasmic protein	13	13	4.29927e+07	4.30352e+07	4.07147e+07	4.21519e+07	3.96123e+07	4.06031e+07
P02930	TOLC_ECOLI	tolC	Outer membrane protein TolC	15	15	1.191e+08	1.19606e+08	1.21243e+08	1.1899e+08	1.20492e+08	1.2278e+08
P02931	OMPF_ECOLI	ompF	Outer membrane protein F	16	15	1.87834e+08	2.01308e+08	1.92147e+08	1.85588e+08	1.86778e+08	1.93063e+08
P02932	PHOE_ECOLI	phoE	Outer membrane pore protein E	1	1	1.14254e+06	1.41902e+06	1.08097e+06	1.0941e+06	971921	1.16796e+06
P02942	MCP1_ECOLI	tsr	Methyl-accepting chemotaxis protein I	13	13	3.92231e+07	4.10193e+07	4.25435e+07	4.00871e+07	4.07291e+07	3.98423e+07
P02943	LAMB_ECOLI	lamB	Maltoporin	9	9	7.86186e+06	7.77977e+06	9.23625e+06	8.47891e+06	8.69801e+06	8.98574e+06
P03004	DNAA_ECOLI	dnaA	Chromosomal replication initiator protein DnaA	13	13	5.90983e+06	6.01755e+06	5.12867e+06	6.20711e+06	5.78524e+06	5.17118e+06
P03007	DPO3E_ECOLI	dnaQ	DNA polymerase III subunit epsilon	3	3	3.1673e+06		2.59366e+06	2.94569e+06	2.68063e+06	2.86384e+06
P03018	UVRD_ECOLI	uvrD	DNA helicase II	9	9	8.62691e+06	7.87585e+06	7.39179e+06	8.49541e+06	7.45458e+06	7.3757e+06
P03023	LACI_ECOLI	lacI	Lactose operon repressor	2	2	1.92614e+06	1.7668e+06	1.8071e+06	2.01623e+06	1.67707e+06	1.65274e+06
P03024	GALR_ECOLI	galR	HTH-type transcriptional regulator GalR	3	3	5.60963e+06	6.92106e+06	6.19738e+06	6.68019e+06	5.69631e+06	6.44489e+06
P03817	MIOC_ECOLI	mioC	Protein MioC	1	1	3.54797e+07	3.79989e+07	3.3473e+07	3.55757e+07	3.40941e+07	3.35037e+07
P03841	MALM_ECOLI	malM	Maltose operon periplasmic protein	6	6	3.11035e+07	3.07862e+07	3.12968e+07	3.08974e+07	3.08096e+07	3.32074e+07
P04036	DAPB_ECOLI	dapB	4-hydroxy-tetrahydrodipicolinate reductase	8	8	3.28496e+07	3.25691e+07	3.04716e+07	3.13469e+07	3.21225e+07	3.09243e+07
P04040ups|CATA_HUMAN_UPS	Catalase	Catalase		25	25	5.14442e+07	5.2166e+07	3.78367e+06	5.30691e+07	3.31676e+06	3.31025e+06
P04079	GUAA_ECOLI	guaA	GMP synthase [glutamine-hydrolyzing]	26	26	7.12712e+07	7.40458e+07	7.4441e+07	7.18018e+07	7.29419e+07	7.22684e+07
P04335	FRSA_ECOLI	frsA	Esterase FrsA	15	15	1.7187e+07	1.74e+07	1.71892e+07	1.81506e+07	1.7687e+07	1.72204e+07
P04425	GSHB_ECOLI	gshB	Glutathione synthetase	15	15	3.33335e+07	3.45915e+07	3.5632e+07	3.47788e+07	3.68858e+07	3.69959e+07
P04693	TYRB_ECOLI	tyrB	Aromatic-amino-acid aminotransferase	4	4	2.73924e+07	2.71417e+07	2.6136e+07	2.59946e+07	2.54399e+07	2.46793e+07
P04805	SYE_ECOLI	gltX	Glutamate--tRNA ligase	23	23	1.37175e+08	1.38929e+08	1.34794e+08	1.38681e+08	1.31474e+08	1.33364e+08
P04825	AMPN_ECOLI	pepN	Aminopeptidase N	28	28	7.29621e+07	7.37929e+07	7.2368e+07	7.35929e+07	7.10422e+07	7.02842e+07
P04846	NLPA_ECOLI	nlpA	Lipoprotein 28	3	3	7.85053e+06	8.63301e+06	7.74388e+06	8.28962e+06	7.64609e+06	7.12748e+06
P04949	FLIC_ECOLI	fliC	Flagellin	15	15	3.48927e+08	3.53708e+08	3.83426e+08	3.52757e+08	4.01237e+08	4.1124e+08
P04951	KDSB_ECOLI	kdsB	3-deoxy-manno-octulosonate cytidylyltransferase	7	7	3.57767e+07	3.58459e+07	3.37897e+07	3.54724e+07	3.36886e+07	3.49099e+07
P04968	ILVA_ECOLI	ilvA	L-threonine dehydratase biosynthetic IlvA	5	5	1.28955e+06	1.27566e+06	1.20129e+06	1.29789e+06	1.25617e+06	1.3649e+06
P04982	RBSD_ECOLI	rbsD	D-ribose pyranase	1	1	5.17556e+06	6.12323e+06	6.60343e+06	5.9674e+06	6.49781e+06	6.98681e+06
P04994	EX7L_ECOLI	xseA	Exodeoxyribonuclease 7 large subunit	3	3	3.35671e+06	2.9237e+06	2.859e+06	2.25589e+06	2.62131e+06	3.06288e+06
P04995	EX1_ECOLI	sbcB	Exodeoxyribonuclease I	8	8	1.15942e+07	1.12736e+07	1.21556e+07	1.1743e+07	1.15295e+07	1.16695e+07
P05020	PYRC_ECOLI	pyrC	Dihydroorotase	11	11	1.85233e+07	1.86116e+07	1.95888e+07	1.90745e+07	1.93054e+07	1.95801e+07
P05041	PABB_ECOLI	pabB	Para-aminobenzoate synthase component 1	4	4	5.20859e+06	5.25299e+06	4.79319e+06	5.74324e+06	5.33188e+06	5.29067e+06
P05055	PNP_ECOLI	pnp	Polyribonucleotide nucleotidyltransferase	35	35	1.8068e+08	1.87209e+08	1.83699e+08	1.85332e+08	1.78598e+08	1.80793e+08
P05100	3MG1_ECOLI	tag	DNA-3-methyladenine glycosylase 1	2	2	6.92448e+06	6.30856e+06	5.2156e+06	6.15694e+06	5.65008e+06	5.58217e+06
P05194	AROD_ECOLI	aroD	3-dehydroquinate dehydratase	5	5	2.20529e+07	2.22084e+07	2.29825e+07	2.10627e+07	2.23319e+07	2.14777e+07
P05413ups|FABPH_HUMAN_UPS	Fatty	Fatty		10	10	1.25699e+08	1.27986e+08	9.03464e+06	1.30537e+08	7.50316e+06	8.46783e+06
P05458	PTRA_ECOLI	ptrA	Protease 3	11	11	4.66547e+06	5.51276e+06	5.79303e+06	5.34266e+06	5.21559e+06	5.45432e+06
P05459	PDXB_ECOLI	pdxB	Erythronate-4-phosphate dehydrogenase	16	16	3.40417e+07	3.5113e+07	3.44128e+07	3.38382e+07	3.43707e+07	3.42245e+07
P05523	FPG_ECOLI	mutM	Formamidopyrimidine-DNA glycosylase	3	3	982776	802895	932448		785621	
P05637	APAH_ECOLI	apaH	Bis(5'-nucleosyl)-tetraphosphatase [symmetrical]	8	8	1.02128e+07	8.93065e+06	1.14757e+07	9.80463e+06	9.93126e+06	1.10439e+07
P05706	PTHA_ECOLI	srlB	Glucitol/sorbitol-specific phosphotransferase enzyme IIA component	1	1			1.07199e+06			
P05719	T1SK_ECOLI	hsdS	Type-1 restriction enzyme EcoKI specificity protein	6	6	9.4664e+06	9.8112e+06	1.13107e+07	7.80797e+06	1.11147e+07	1.07764e+07
P05791	ILVD_ECOLI	ilvD	Dihydroxy-acid dehydratase	13	13	1.41843e+07	1.4219e+07	1.32778e+07	1.41735e+07	1.34192e+07	1.35575e+07
P05793	ILVC_ECOLI	ilvC	Ketol-acid reductoisomerase	14	14	2.17341e+07	2.25447e+07	2.21482e+07	2.13327e+07	2.2759e+07	2.33143e+07
P05825	FEPA_ECOLI	fepA	Ferrienterobactin receptor	16	16	9.47626e+06	8.91354e+06	1.03987e+07	9.22136e+06	1.0151e+07	9.74962e+06
P05852	GCP_ECOLI	gcp	Probable tRNA threonylcarbamoyladenosine biosynthesis protein Gcp	5	5	6.87862e+06	8.11005e+06	7.59926e+06	7.74584e+06	7.44455e+06	7.44233e+06
P06129	BTUB_ECOLI	btuB	Vitamin B12 transporter BtuB	23	23	5.0428e+07	4.6499e+07	4.83485e+07	5.2507e+07	4.95667e+07	4.99311e+07
P06136	FTSQ_ECOLI	ftsQ	Cell division protein FtsQ	3	3	4.48262e+07	4.97405e+07	4.82723e+07	4.31146e+07	5.11218e+07	4.79186e+07
P06149	DLD_ECOLI	dld	D-lactate dehydrogenase	19	19	1.92546e+07	1.98343e+07	1.91135e+07	2.02447e+07	1.86964e+07	1.84431e+07
P06282	CDH_ECOLI	cdh	CDP-diacylglycerol pyrophosphatase	4	4	7.02452e+06	7.9758e+06	6.65032e+06	7.32216e+06	6.59226e+06	6.97756e+06
P06396ups|GELS_HUMAN_UPS	Gelsolin	Gelsolin		21	21	6.19266e+07	6.28037e+07	2.74121e+06	6.14226e+07	4.08882e+06	3.34436e+06
P06610	BTUE_ECOLI	btuE	Vitamin B12 transport periplasmic protein BtuE	8	8	5.68935e+07	5.1957e+07	5.35261e+07	5.71465e+07	5.28294e+07	5.31043e+07
P06611	BTUD_ECOLI	btuD	Vitamin B12 import ATP-binding protein BtuD	3	3	1.27105e+06	1.39906e+06	1.57381e+06	1.45851e+06	1.51815e+06	1.54053e+06
P06612	TOP1_ECOLI	topA	DNA topoisomerase 1	23	23	2.63711e+07	2.71273e+07	2.70865e+07	2.77223e+07	2.72483e+07	2.71407e+07
P06616	ERA_ECOLI	era	GTPase Era	8	8	7.78692e+06	8.45078e+06	8.27502e+06	7.78467e+06	8.33715e+06	8.28825e+06
P06709	BIRA_ECOLI	birA	Bifunctional protein BirA	6	6	4.88203e+06	4.95701e+06	5.69393e+06	5.38776e+06	5.56979e+06	5.69881e+06
P06710	DPO3X_ECOLI	dnaX	DNA polymerase III subunit tau	6	6	3.98398e+06	3.96108e+06	4.7152e+06	4.32649e+06	4.28128e+06	5.15043e+06
P06715	GSHR_ECOLI	gor	Glutathione reductase	14	14	2.37875e+07	2.46702e+07	2.38559e+07	2.32877e+07	2.30503e+07	2.26576e+07
P06721	METC_ECOLI	metC	Cystathionine beta-lyase MetC	1	1			395549		315659	244993
P06722	MUTH_ECOLI	mutH	DNA mismatch repair protein MutH	3	3	2.70053e+06	2.76069e+06	2.79283e+06	2.67855e+06	2.52198e+06	2.58003e+06
P06732ups|KCRM_HUMAN_UPS	Creatine	Creatine		19	19	7.49826e+07	7.6663e+07	4.60633e+06	7.63437e+07	4.22366e+06	4.32236e+06
P06846	EBGR_ECOLI	ebgR	HTH-type transcriptional regulator EbgR	8	8	4.62125e+06	4.26542e+06	4.22826e+06	4.04264e+06	4.60796e+06	4.18697e+06
P06959	ODP2_ECOLI	aceF	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex	36	36	2.87241e+08	2.90735e+08	3.04912e+08	2.95364e+08	2.96785e+08	3.0124e+08
P06961	CCA_ECOLI	cca	Multifunctional CCA protein	10	10	6.3782e+06	6.9846e+06	7.89493e+06	6.93892e+06	7.58179e+06	7.8598e+06
P06968	DUT_ECOLI	dut	Deoxyuridine 5'-triphosphate nucleotidohydrolase	3	3	7.79703e+07	8.23243e+07	8.8162e+07	8.16092e+07	8.79374e+07	8.83898e+07
P06971	FHUA_ECOLI	fhuA	Ferrichrome-iron receptor	17	17	6.96093e+07	7.15774e+07	7.25103e+07	6.84217e+07	6.90155e+07	7.22655e+07
P06974	FLIM_ECOLI	fliM	Flagellar motor switch protein FliM	8	8	1.4016e+07	1.5015e+07	1.40528e+07	1.48886e+07	1.40909e+07	1.38297e+07
P06983	HEM3_ECOLI	hemC	Porphobilinogen deaminase	14	14	5.37884e+07	5.41122e+07	5.59315e+07	5.40719e+07	5.39041e+07	5.6279e+07
P06986	HIS8_ECOLI	hisC	Histidinol-phosphate aminotransferase	8	8	1.51118e+07	1.54913e+07	1.41523e+07	1.5165e+07	1.31256e+07	1.35074e+07
P06987	HIS7_ECOLI	hisB	Histidine biosynthesis bifunctional protein HisB	7	7	3.87872e+06	3.43975e+06	3.84414e+06	3.96151e+06	4.04589e+06	4.17938e+06
P06988	HISX_ECOLI	hisD	Histidinol dehydrogenase	6	6	4.71693e+06	4.38116e+06	4.11486e+06	4.69292e+06	4.31716e+06	3.93943e+06
P06992	RSMA_ECOLI	rsmA	Ribosomal RNA small subunit methyltransferase A	3	3	1.31794e+08	1.2665e+08	1.28342e+08	1.38733e+08	1.30687e+08	1.34419e+08
P06993	MALT_ECOLI	malT	HTH-type transcriptional regulator MalT	2	2	3.56334e+06	2.46426e+06	2.65104e+06	3.44642e+06	2.97256e+06	
P06996	OMPC_ECOLI	ompC	Outer membrane protein C	19	16	1.23026e+09	1.27997e+09	1.30928e+09	1.2582e+09	1.30436e+09	1.36018e+09
P06999	K6PF2_ECOLI	pfkB	6-phosphofructokinase isozyme 2	4	4	4.50714e+06	4.43628e+06	4.65854e+06	4.58663e+06	4.61306e+06	4.59521e+06
P07000	PLDB_ECOLI	pldB	Lysophospholipase L2	1	1	2.29584e+06	2.01323e+06	1.7431e+06	2.20719e+06	2.01497e+06	1.57685e+06
P07001	PNTA_ECOLI	pntA	NAD(P) transhydrogenase subunit alpha	12	12	1.08237e+07	1.27629e+07	1.17056e+07	1.27977e+07	1.26399e+07	1.24719e+07
P07003	POXB_ECOLI	poxB	Pyruvate dehydrogenase [ubiquinone]	9	9	1.16669e+07	1.12411e+07	1.13677e+07	1.10064e+07	1.16042e+07	1.13961e+07
P07004	PROA_ECOLI	proA	Gamma-glutamyl phosphate reductase	14	14	2.72514e+07	2.83701e+07	3.06823e+07	2.87366e+07	2.95747e+07	2.9761e+07
P07012	RF2_ECOLI	prfB	Peptide chain release factor 2	19	19	5.78126e+07	5.89908e+07	6.1674e+07	5.85004e+07	6.00627e+07	6.22663e+07
P07014	DHSB_ECOLI	sdhB	Succinate dehydrogenase iron-sulfur subunit	10	10	1.99877e+07	2.05474e+07	2.11421e+07	1.92532e+07	1.98756e+07	2.05275e+07
P07017	MCP2_ECOLI	tar	Methyl-accepting chemotaxis protein II	16	14	6.55591e+07	6.95356e+07	6.26106e+07	6.89883e+07	6.32959e+07	6.28515e+07
P07021	YFIB_ECOLI	yfiB	Putative lipoprotein YfiB	4	4	4.07593e+06	5.30818e+06	4.35049e+06	4.73162e+06	4.20958e+06	4.09151e+06
P07023	TYRA_ECOLI	tyrA	T-protein	9	9	6.64177e+06	6.86512e+06	7.00372e+06	7.02453e+06	7.00718e+06	6.60707e+06
P07024	USHA_ECOLI	ushA	Protein UshA	11	11	2.30367e+07	2.31494e+07	2.32615e+07	2.28195e+07	2.25176e+07	2.23563e+07
P07026	SDIA_ECOLI	sdiA	Regulatory protein SdiA	1	1	4.95023e+06	5.01032e+06	4.18618e+06	4.76736e+06	4.53094e+06	4.29248e+06
P07117	PUTP_ECOLI	putP	Sodium/proline symporter	1	1	2.40125e+06			2.48267e+06	2.16094e+06	
P07118	SYV_ECOLI	valS	Valine--tRNA ligase	47	47	1.18459e+08	1.16305e+08	1.1522e+08	1.20046e+08	1.12135e+08	1.12424e+08
P07330	CHEB_ECOLI	cheB	Chemotaxis response regulator protein-glutamate methylesterase	3	3	2.77516e+06	3.30062e+06	3.41284e+06	3.04597e+06	3.20885e+06	3.45746e+06
P07363	CHEA_ECOLI	cheA	Chemotaxis protein CheA	13	13	8.61652e+06	9.71785e+06	1.05339e+07	9.78289e+06	1.0005e+07	1.03832e+07
P07364	CHER_ECOLI	cheR	Chemotaxis protein methyltransferase	1	1					62819.4	133096
P07395	SYFB_ECOLI	pheT	Phenylalanine--tRNA ligase beta subunit	36	36	8.84732e+07	9.07383e+07	8.7365e+07	8.74706e+07	8.47348e+07	8.78719e+07
P07604	TYRR_ECOLI	tyrR	Transcriptional regulatory protein TyrR	11	11	8.02551e+06	8.09123e+06	8.16897e+06	7.90215e+06	7.25097e+06	7.73605e+06
P07639	AROB_ECOLI	aroB	3-dehydroquinate synthase	11	11	1.54822e+07	1.48204e+07	1.62366e+07	1.67969e+07	1.58967e+07	1.62457e+07
P07648	EX5C_ECOLI	recC	Exodeoxyribonuclease V gamma chain	4	4	1.12246e+06	1.26286e+06	1.38668e+06	1.33662e+06	1.15833e+06	1.04854e+06
P07649	TRUA_ECOLI	truA	tRNA pseudouridine synthase A	3	3	4.63722e+06	6.04501e+06	6.31371e+06		6.00605e+06	6.0907e+06
P07650	TYPH_ECOLI	deoA	Thymidine phosphorylase	24	24	3.059e+07	3.03689e+07	3.15942e+07	3.16724e+07	3.18335e+07	3.24061e+07
P07658	FDHF_ECOLI	fdhF	Formate dehydrogenase H	12	12	4.02543e+06	3.91164e+06	4.03814e+06	3.88588e+06	3.87305e+06	3.7345e+06
P07762	GLGB_ECOLI	glgB	1,4-alpha-glucan branching enzyme GlgB	21	21	1.19039e+07	1.25362e+07	1.20814e+07	1.14127e+07	1.05965e+07	1.18472e+07
