Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0A786	P0A786		pyrB		2.56507e+06	2.69875e+06	2.61146e+06	2.37708e+06	2.42862e+06	2.50076e+06
P0A790	P0A790		panD		8.33907e+06	8.5187e+06	7.99066e+06	8.02304e+06	8.25148e+06	8.13913e+06
P0A794	P0A794		pdxJ		7.11527e+06	6.8143e+06	6.82272e+06	6.69825e+06	6.60265e+06	6.65527e+06
P0A796	P0A796		pfkA		1.77203e+07	1.76208e+07	1.74511e+07	1.75155e+07	1.7916e+07	1.75676e+07
P0A799	P0A799		pgk		3.90329e+08	3.90729e+08	3.8866e+08	3.89726e+08	3.90548e+08	3.84888e+08
P0A7A2	P0A7A2		gpmB		4.21569e+06	4.07631e+06	3.99406e+06	3.74865e+06	3.13319e+06	3.74139e+06
P0A7A5	P0A7A5		pcm		624342	722524	730562	714587	718302	743001
P0A7A7	P0A7A7		plsB		3.11363e+06	3.0071e+06	3.0215e+06	2.99689e+06	3.04576e+06	2.90584e+06
P0A7A9	P0A7A9		ppa		9.1826e+07	9.06452e+07	9.29846e+07	9.35694e+07	8.99844e+07	9.01789e+07
P0A7B1	P0A7B1		ppk		1.50275e+06	1.52815e+06	1.51691e+06	1.52738e+06	1.46875e+06	1.44859e+06
P0A7B5	P0A7B5		proB		5.2582e+06	5.21541e+06	5.25746e+06	5.18292e+06	4.93377e+06	5.14776e+06
P0A7B8	P0A7B8		hslV		1.86882e+07	1.90389e+07	1.49029e+07	1.3771e+07	1.34372e+07	1.33267e+07
P0A7C2	P0A7C2		lexA		4.68562e+06	4.63639e+06	4.73279e+06	4.55524e+06	4.51637e+06	4.66565e+06
P0A7C6	P0A7C6		pepE		5.63258e+06	5.5729e+06	5.57405e+06	5.60653e+06	5.42119e+06	5.67119e+06
P0A7D1	P0A7D1		pth		4.41534e+06	4.246e+06	4.30726e+06	4.21132e+06	4.04842e+06	4.05436e+06
P0A7D4	P0A7D4		purA		3.81355e+07	3.81444e+07	3.85152e+07	3.76484e+07	3.72578e+07	3.71266e+07
P0A7D7	P0A7D7		purC		7.49646e+06	7.48478e+06	7.27657e+06	7.34376e+06	7.42884e+06	7.23359e+06
P0A7E1	P0A7E1		pyrD		8.77091e+06	8.62136e+06	8.83385e+06	8.51976e+06	8.53229e+06	8.5373e+06
P0A7E3	P0A7E3		pyrE		5.4434e+06	5.51924e+06	5.37135e+06	5.51992e+06	5.45204e+06	5.43693e+06
P0A7E5	P0A7E5		pyrG		1.47707e+07	1.50016e+07	1.47133e+07	1.50086e+07	1.49621e+07	1.48852e+07
P0A7E9	P0A7E9		pyrH		7.784e+06	8.03196e+06	7.61722e+06	7.41868e+06	7.46018e+06	7.59523e+06
P0A7F3	P0A7F3		pyrI		2.04883e+06	2.10237e+06	2.08682e+06	2.07275e+06	1.988e+06	2.0111e+06
P0A7F6	P0A7F6		speD		2.75588e+06	2.81658e+06	2.65677e+06	2.61375e+06	2.67223e+06	2.7556e+06
P0A7F9	P0A7F9		queA		3.70402e+06	3.76162e+06	3.88982e+06	3.96725e+06	3.77526e+06	4.02681e+06
P0A7G2	P0A7G2		rbfA		2.52338e+07	2.62182e+07	2.65889e+07	2.64355e+07	2.65485e+07	2.64373e+07
P0A7G6	P0A7G6		recA		1.09396e+07	1.11097e+07	1.0977e+07	1.08866e+07	1.10128e+07	1.07642e+07
P0A7H6	P0A7H6		recR		989556	925532	926129	978347	1.17174e+06	1.09816e+06
P0A7I0	P0A7I0		prfA		3.68806e+06	3.73473e+06	3.81099e+06	3.7348e+06	3.84826e+06	3.73606e+06
P0A7I4	P0A7I4		prfC		5.39288e+06	5.28385e+06	5.33687e+06	5.26327e+06	5.28125e+06	5.27652e+06
P0A7I7	P0A7I7		ribA		9.59769e+06	1.01045e+07	9.51375e+06	9.53662e+06	9.39827e+06	9.57244e+06
P0A7J0	P0A7J0		ribB		1.31051e+07	1.33897e+07	1.32153e+07	1.39038e+07	1.46064e+07	1.37127e+07
P0A7J3	P0A7J3		rplJ		5.46341e+08	5.26347e+08	5.31878e+08	5.32794e+08	5.30857e+08	5.30826e+08
P0A7J7	P0A7J7		rplK		1.5941e+08	1.55472e+08	1.54338e+08	1.51453e+08	1.5505e+08	1.48208e+08
P0A7K2	P0A7K2		rplL		2.11177e+08	2.09874e+08	2.08093e+08	1.92671e+08	1.96534e+08	1.98818e+08
P0A7K6	P0A7K6		rplS		7.06708e+07	7.22751e+07	7.03035e+07	7.24208e+07	7.05974e+07	7.18941e+07
P0A7L0	P0A7L0		rplA		1.73022e+08	1.7855e+08	1.72478e+08	1.65635e+08	1.63545e+08	1.62743e+08
P0A7L3	P0A7L3		rplT		4.61546e+07	4.42508e+07	4.48594e+07	4.06729e+07	4.17062e+07	4.13508e+07
P0A7L8	P0A7L8		rpmA		1.31174e+08	1.30249e+08	1.33987e+08	1.2638e+08	1.23109e+08	1.23147e+08
P0A7M2	P0A7M2		rpmB		1.51502e+08	1.49742e+08	1.42376e+08	1.5034e+08	1.48156e+08	1.41707e+08
P0A7M6	P0A7M6		rpmC		2.58861e+07	2.66234e+07	2.52869e+07	2.31336e+07	2.18086e+07	2.29691e+07
P0A7M9	P0A7M9		rpmE		5.76474e+07	5.7526e+07	5.46554e+07	5.97694e+07	5.93908e+07	6.00295e+07
P0A7N4	P0A7N4		rpmF		2.92277e+07	2.924e+07	2.92714e+07	3.09511e+07	3.185e+07	3.13952e+07
P0A7N9	P0A7N9		rpmG		1.19574e+08	1.20393e+08	1.19052e+08	1.30516e+08	1.2669e+08	1.27858e+08
P0A7P5	P0A7P5		rpmH		2.83902e+07	3.12092e+07	2.51447e+07	2.99858e+07	2.87482e+07	2.877e+07
P0A7Q1	P0A7Q1		rpmI		1.66761e+07	1.46694e+07	1.55907e+07	2.08945e+07	2.02922e+07	2.11485e+07
P0A7R1	P0A7R1		rplI		3.17192e+08	3.12953e+08	3.06652e+08	3.19532e+08	3.15219e+08	3.16133e+08
P0A7R5	P0A7R5		rpsJ		1.5887e+08	1.5809e+08	1.60417e+08	1.51849e+08	1.52286e+08	1.53913e+08
P0A7R9	P0A7R9		rpsK		1.16419e+08	1.15081e+08	1.14283e+08	1.14803e+08	1.15277e+08	1.14406e+08
P0A7S3	P0A7S3		rpsL		7.90077e+07	7.95737e+07	7.83399e+07	7.72661e+07	8.2616e+07	8.15634e+07
P0A7S9	P0A7S9		rpsM		3.63981e+07	3.56373e+07	3.49803e+07	3.33634e+07	3.39673e+07	3.40696e+07
P0A7T3	P0A7T3		rpsP		1.19835e+08	1.20236e+08	1.20642e+08	1.2343e+08	1.20365e+08	1.18849e+08
P0A7T7	P0A7T7		rpsR		3.14951e+07	3.08392e+07	3.05838e+07	3.40215e+07	3.35639e+07	3.3339e+07
P0A7U3	P0A7U3		rpsS		1.49966e+08	1.52038e+08	1.50104e+08	1.42591e+08	1.4362e+08	1.43479e+08
P0A7U7	P0A7U7		rpsT		2.62488e+07	2.60177e+07	2.58661e+07	2.55522e+07	2.62961e+07	2.54055e+07
P0A7V0	P0A7V0		rpsB		8.57476e+07	8.61889e+07	8.50651e+07	8.48526e+07	8.45242e+07	8.35238e+07
P0A7V3	P0A7V3		rpsC		8.65407e+07	8.5277e+07	8.40308e+07	8.58058e+07	8.31131e+07	8.43202e+07
P0A7V8	P0A7V8		rpsD		2.07488e+08	2.14732e+08	2.03033e+08	2.09937e+08	1.97307e+08	2.04358e+08
P0A7W1	P0A7W1		rpsE		2.32557e+08	2.30564e+08	2.26442e+08	2.34142e+08	2.35119e+08	2.34579e+08
P0A7W7	P0A7W7		rpsH		4.02895e+07	4.02792e+07	4.06589e+07	3.67929e+07	3.79615e+07	3.7137e+07
P0A7X3	P0A7X3		rpsI		8.17057e+07	8.15673e+07	7.97637e+07	8.09512e+07	8.13023e+07	8.03029e+07
P0A7X6	P0A7X6		rimM		6.44718e+06	6.25128e+06	6.48248e+06	6.08765e+06	6.21026e+06	6.41234e+06
P0A7Y0	P0A7Y0		rnc		9.57214e+06	9.55773e+06	9.36263e+06	9.78717e+06	9.97266e+06	9.69633e+06
P0A7Y8	P0A7Y8		rnpA		1.21375e+06	1.2155e+06	1.13711e+06	1.16872e+06	1.03755e+06	1.19181e+06
P0A7Z0	P0A7Z0		rpiA		1.81753e+07	1.73027e+07	1.81172e+07	1.74534e+07	1.83694e+07	1.72951e+07
P0A7Z4	P0A7Z4		rpoA		9.02825e+07	9.08206e+07	8.89333e+07	8.75239e+07	8.74187e+07	8.87763e+07
P0A800	P0A800		rpoZ		4.70213e+07	4.74972e+07	4.71746e+07	4.74852e+07	4.62236e+07	4.78995e+07
P0A805	P0A805		frr		2.84928e+07	2.8894e+07	2.88756e+07	2.79014e+07	2.80142e+07	2.92629e+07
P0A809	P0A809		ruvA		587857	643718	615908	649578	594258	501305
P0A812	P0A812		ruvB		1.09423e+06	1.08756e+06	1.04928e+06	1.15246e+06	1.21073e+06	1.14545e+06
P0A817	P0A817		metK		1.75907e+07	1.75643e+07	1.78625e+07	1.66602e+07	1.65873e+07	1.6993e+07
P0A821	P0A821		selA		1.66235e+06	1.61799e+06	1.68131e+06	1.72968e+06	1.77939e+06	1.7549e+06
P0A825	P0A825		glyA		3.30389e+07	3.26325e+07	3.25559e+07	3.35653e+07	3.3348e+07	3.3137e+07
P0A832	P0A832		smpB		4.49257e+06	4.52358e+06	4.50339e+06	4.46561e+06	4.5378e+06	4.39879e+06
P0A836	P0A836		sucC		8.82875e+06	8.84194e+06	8.6879e+06	8.97629e+06	8.67005e+06	8.84924e+06
P0A840	P0A840		surE		1.64548e+06	1.68458e+06	1.68563e+06	1.74317e+06	1.75237e+06	1.78932e+06
P0A843	P0A843		tatE		8.15917e+06	9.07691e+06	8.37563e+06	8.62715e+06	9.16707e+06	8.73751e+06
P0A847	P0A847		tgt		3.01011e+06	3.0174e+06	2.9613e+06	2.975e+06	2.91178e+06	2.95027e+06
P0A850	P0A850		tig		1.40837e+08	1.40443e+08	1.36678e+08	1.41245e+08	1.40207e+08	1.41569e+08
P0A853	P0A853		tnaA		3.44757e+06	3.38274e+06	3.41888e+06	3.42545e+06	3.37101e+06	3.51977e+06
P0A855	P0A855		tolB		1.71491e+07	1.66948e+07	1.68954e+07	1.74998e+07	1.79181e+07	1.73882e+07
P0A858	P0A858		tpiA		5.184e+07	5.22325e+07	5.04038e+07	5.18229e+07	5.32611e+07	5.03858e+07
P0A862	P0A862		tpx		2.01959e+07	2.04732e+07	1.9822e+07	2.04651e+07	2.01687e+07	2.04545e+07
P0A867	P0A867		talA		4.51989e+06	4.71189e+06	4.71989e+06	4.55666e+06	4.62138e+06	4.65076e+06
P0A870	P0A870		talB		4.92866e+07	4.92655e+07	4.90207e+07	5.06935e+07	4.97833e+07	4.99615e+07
P0A873	P0A873		trmD		4.1814e+06	4.29728e+06	4.09024e+06	4.22148e+06	4.10223e+06	3.98877e+06
P0A877	P0A877		trpA		2.19987e+06	2.28913e+06	2.02212e+06	2.25313e+06	2.18062e+06	2.22006e+06
P0A879	P0A879		trpB		543617	580771	420189	540357	488542	460737
P0A881	P0A881		trpR		1.1547e+06	1.12109e+06	1.2136e+06	1.4926e+06	1.16873e+06	1.28031e+06
P0A884	P0A884		thyA		8.13193e+06	8.35262e+06	8.17915e+06	8.47632e+06	8.42555e+06	8.37614e+06
P0A887	P0A887		ubiE		9.58417e+06	9.78268e+06	9.5963e+06	9.71649e+06	9.51838e+06	9.7901e+06
P0A890	P0A890		tusA		830621	817630	930096	954626	902480	918262
P0A894	P0A894		yhbJ		1.53181e+06	1.46693e+06	1.43208e+06	1.51643e+06	1.54457e+06	1.47048e+06
P0A898	P0A898		ybeY		3.52138e+06	3.55113e+06	3.39306e+06	3.63295e+06	3.66506e+06	3.72037e+06
P0A8A0	P0A8A0		yebC		4.87658e+06	5.08289e+06	4.72488e+06	4.73415e+06	4.89288e+06	4.95688e+06
P0A8A2	P0A8A2		yeeN		1.01314e+07	1.00294e+07	9.98743e+06	9.55047e+06	9.08791e+06	9.63011e+06
P0A8A4	P0A8A4		ppsR		2.04761e+06	1.95084e+06	2.10882e+06	2.11482e+06	2.03976e+06	2.05731e+06
P0A8A8	P0A8A8		rimP		1.90176e+07	1.80856e+07	1.77022e+07	1.70529e+07	1.69596e+07	1.82822e+07
P0A8B2	P0A8B2		yfcN		1.7045e+06	1.69913e+06	1.80255e+06	1.59502e+06	1.61323e+06	1.76678e+06
P0A8B5	P0A8B5		ybaB		1.78985e+06	1.79584e+06	1.87959e+06	1.54905e+06	1.60174e+06	1.70003e+06
P0A8C1	P0A8C1		ybjQ		1.41775e+06	1.3009e+06	1.7984e+06	1.59279e+06	1.2521e+06	1.53312e+06
P0A8C4	P0A8C4		ygfB		3.10308e+06	3.10352e+06	3.04602e+06	3.27463e+06	3.21684e+06	3.16338e+06
P0A8D0	P0A8D0		nrdR		1.42362e+06	1.44841e+06	1.46527e+06	1.47707e+06	1.68236e+06	1.51022e+06
P0A8D3	P0A8D3		yaiI		1.97833e+06	1.99376e+06	1.99785e+06	1.96971e+06	2.04446e+06	2.00409e+06
P0A8D6	P0A8D6		ymdB		1.96083e+06	1.86533e+06	1.81442e+06	1.85199e+06	1.89766e+06	1.83869e+06
P0A8E1	P0A8E1		ycfP		1.0792e+07	1.05784e+07	1.00038e+07	1.06877e+07	1.04304e+07	1.04566e+07
P0A8E5	P0A8E5		yacL		492792	505095	474187	572481	682407	571151
P0A8E7	P0A8E7		yajQ		1.58208e+07	1.58714e+07	1.55204e+07	1.60356e+07	1.58995e+07	1.61793e+07
P0A8F0	P0A8F0		upp		3.21156e+07	3.22353e+07	3.14276e+07	2.99796e+07	3.02984e+07	3.1094e+07
P0A8F4	P0A8F4		udk		7.26837e+06	7.10898e+06	7.25985e+06	7.22041e+06	7.23819e+06	7.0112e+06
P0A8F8	P0A8F8		uvrB		7.52528e+06	7.6615e+06	7.19666e+06	7.84604e+06	7.99825e+06	7.44552e+06
P0A8G3	P0A8G3		uxaC		1.67624e+07	1.71416e+07	1.74993e+07	1.70749e+07	1.67086e+07	1.67953e+07
P0A8G6	P0A8G6		wrbA		9.41092e+06	9.36134e+06	9.72396e+06	9.69296e+06	9.58508e+06	9.63249e+06
P0A8G9	P0A8G9		xseB		9.71852e+06	9.17002e+06	8.6957e+06	9.66292e+06	9.09652e+06	8.8881e+06
P0A8H8	P0A8H8		yacG		1.96196e+06	2.02744e+06	2.0269e+06	2.22358e+06	2.19987e+06	2.0748e+06
P0A8I1	P0A8I1		yqgF		1.43659e+06	1.54879e+06	1.44034e+06	1.57905e+06	1.57005e+06	1.60868e+06
P0A8I3	P0A8I3		yaaA		3.45303e+06	3.55623e+06	3.44499e+06	3.61748e+06	3.64952e+06	3.58167e+06
P0A8I5	P0A8I5		trmB		6.65392e+06	6.443e+06	6.56892e+06	6.8369e+06	6.86819e+06	6.81691e+06
P0A8I8	P0A8I8		rlmH		2.72833e+06	2.54027e+06	2.72322e+06	2.70344e+06	2.6921e+06	2.74541e+06
P0A8J2	P0A8J2		dnaT		1.17611e+06	1.14363e+06	1.21676e+06	1.2533e+06	1.21446e+06	1.1075e+06
P0A8J4	P0A8J4		ybeD		1.36834e+07	1.46815e+07	1.36326e+07	1.49918e+07	1.49012e+07	1.57151e+07
P0A8J8	P0A8J8		rhlB		5.38278e+06	5.44065e+06	5.22182e+06	5.57096e+06	5.63751e+06	5.57365e+06
P0A8K1	P0A8K1		psd		4.2105e+06	4.41857e+06	4.20327e+06	4.43979e+06	4.37261e+06	4.41875e+06
P0A8K5	P0A8K5		yaeP		1.55511e+06	1.49419e+06	1.68003e+06	1.39944e+06	1.48659e+06	1.47171e+06
P0A8L1	P0A8L1		serS		2.14227e+07	2.16925e+07	2.12116e+07	2.12107e+07	2.06383e+07	2.11773e+07
P0A8M0	P0A8M0		asnS		2.79779e+07	2.81038e+07	2.74759e+07	2.74441e+07	2.77e+07	2.73588e+07
P0A8M3	P0A8M3		thrS		1.14218e+07	1.17294e+07	1.14007e+07	1.1822e+07	1.18039e+07	1.19921e+07
P0A8M6	P0A8M6		yeeX		9.52006e+06	1.00636e+07	8.8128e+06	1.13769e+07	1.0139e+07	1.00036e+07
P0A8N0	P0A8N0		matP		594302	528540	531347	463706	510593	482795
P0A8N3	P0A8N3		lysS		3.83325e+07	3.82165e+07	3.78954e+07	3.74054e+07	3.79407e+07	3.82345e+07
P0A8N5	P0A8N5		lysU		2.02422e+07	2.04234e+07	2.05993e+07	2.09743e+07	2.11258e+07	2.10314e+07
P0A8N7	P0A8N7		epmA		3.07935e+06	3.23251e+06	3.20516e+06	3.31351e+06	3.24991e+06	3.16536e+06
P0A8P3	P0A8P3		yggX		2.11443e+07	2.13799e+07	2.18567e+07	2.17094e+07	2.22024e+07	2.13512e+07
P0A8Q0	P0A8Q0		frdC		1.86396e+06	1.88722e+06	1.90345e+06	1.79345e+06	1.87463e+06	1.80036e+06
P0A8R0	P0A8R0		rraA		2.05013e+07	1.99612e+07	2.04969e+07	2.01746e+07	1.92459e+07	2.03412e+07
P0A8R9	P0A8R9		hdfR		1.07832e+06	1.06144e+06	1.11569e+06	1.2011e+06	1.10809e+06	1.11569e+06
P0A8S1	P0A8S1		iciA		3.18193e+06	3.11412e+06	3.28001e+06	3.3114e+06	3.21548e+06	3.09305e+06
P0A8T1	P0A8T1		prmA		8.18699e+06	7.94731e+06	8.20482e+06	8.39266e+06	8.36291e+06	8.26597e+06
P0A8T7	P0A8T7		rpoC		5.01008e+07	4.99944e+07	4.89224e+07	5.04886e+07	5.02991e+07	5.01918e+07
P0A8U0	P0A8U0		syd		383338	520149	534650	677657	623538	714177
P0A8U6	P0A8U6		metJ		8.30141e+06	8.38511e+06	8.35797e+06	8.47151e+06	8.52591e+06	8.43738e+06
P0A8V2	P0A8V2		rpoB		7.02819e+07	7.09224e+07	7.0243e+07	6.94346e+07	6.97256e+07	7.03721e+07
P0A8V6	P0A8V6		fadR		7.18342e+06	7.41933e+06	7.54509e+06	7.08618e+06	7.26999e+06	7.26682e+06
P0A8W0	P0A8W0		nanR		2.95943e+06	2.75233e+06	2.93636e+06	2.73132e+06	2.56916e+06	2.5945e+06
P0A8W2	P0A8W2		slyA		9.59607e+06	9.57651e+06	9.59035e+06	9.49427e+06	9.22528e+06	9.81036e+06
P0A8W5	P0A8W5		yqgE		2.98915e+06	2.83844e+06	2.80258e+06	2.95468e+06	2.98261e+06	2.99739e+06
P0A8W8	P0A8W8		yfbU		1.77725e+07	1.75339e+07	1.776e+07	1.70808e+07	1.7603e+07	1.73341e+07
P0A8X0	P0A8X0		yjgA		6.4332e+06	6.43269e+06	6.445e+06	6.65881e+06	6.46301e+06	6.49894e+06
P0A8X2	P0A8X2		yceI		1.10341e+06	1.1525e+06	1.11177e+06	1.25688e+06	1.19402e+06	1.20956e+06
P0A8Y1	P0A8Y1		yjjG		990266	972541	944493	993305	1.03407e+06	1.02166e+06
P0A8Y3	P0A8Y3		yihX		2.88585e+06	2.82505e+06	2.7757e+06	2.97294e+06	2.95032e+06	2.75974e+06
P0A8Y5	P0A8Y5		yidA		4.55768e+06	4.84443e+06	4.70824e+06	4.91358e+06	4.74736e+06	4.73861e+06
P0A8Z0	P0A8Z0		yciA		2.11244e+06	2.08872e+06	2.12565e+06	2.12502e+06	2.11542e+06	2.195e+06
P0A903	P0A903		bamC		2.10425e+07	2.09916e+07	2.07996e+07	2.23537e+07	2.20756e+07	2.21852e+07
P0A905	P0A905		slyB		3.09759e+07	3.06584e+07	3.09971e+07	3.13618e+07	3.16952e+07	3.19883e+07
P0A908	P0A908		mipA		2.18168e+06	2.11278e+06	2.12191e+06	2.1422e+06	2.20601e+06	2.16111e+06
P0A910	P0A910		ompA		6.28274e+08	6.35285e+08	6.15036e+08	6.46111e+08	6.34087e+08	6.443e+08
P0A912	P0A912		pal		5.63705e+07	5.56613e+07	5.66646e+07	6.07931e+07	5.87666e+07	5.95092e+07
P0A915	P0A915		ompW		1.57613e+07	1.60785e+07	1.64922e+07	1.57728e+07	1.62604e+07	1.57131e+07
P0A917	P0A917		ompX		1.51991e+07	1.5272e+07	1.55598e+07	1.63064e+07	1.6334e+07	1.64874e+07
P0A921	P0A921		pldA		1.78899e+06	1.8312e+06	1.72466e+06	1.94992e+06	1.9254e+06	1.96296e+06
P0A927	P0A927		tsx		9.56616e+06	9.3639e+06	9.56062e+06	1.02818e+07	1.0058e+07	9.63265e+06
P0A932	P0A932		gfcE		1.4837e+07	1.45293e+07	1.49121e+07	1.51363e+07	1.53707e+07	1.44759e+07
P0A935	P0A935		mltA		6.11958e+06	6.01478e+06	5.98082e+06	5.91013e+06	5.96118e+06	6.0895e+06
P0A937	P0A937		bamE		7.04948e+06	6.95914e+06	6.59817e+06	6.9955e+06	7.34388e+06	7.09164e+06
P0A940	P0A940		bamA		1.38856e+07	1.42294e+07	1.36999e+07	1.44675e+07	1.42928e+07	1.45592e+07
P0A944	P0A944		rimI		878060	770843	568009	622075	585895	573641
P0A948	P0A948		rimJ		464553	487544	451198	518300	427130	424891
P0A951	P0A951		speG		1.34749e+06	1.2804e+06	1.47375e+06	1.15278e+06	1.21578e+06	1.15135e+06
P0A953	P0A953		fabB		1.69556e+07	1.70802e+07	1.73227e+07	1.68348e+07	1.64691e+07	1.66374e+07
P0A955	P0A955		eda		3.00146e+07	3.03399e+07	3.05356e+07	2.97722e+07	2.90115e+07	3.00347e+07
P0A959	P0A959		alaA		1.31135e+06	1.34512e+06	1.33572e+06	1.40449e+06	1.40498e+06	1.44405e+06
P0A962	P0A962		ansA		1.59333e+06	1.66586e+06	1.58942e+06	1.61411e+06	1.66769e+06	1.69927e+06
P0A964	P0A964		cheW		1.60865e+07	1.58449e+07	1.53779e+07	1.59698e+07	1.55878e+07	1.56557e+07
P0A968	P0A968		cspD		858891	820612	865035	838746	781304	874439
P0A972	P0A972		cspE		1.04933e+08	1.04207e+08	1.09102e+08	1.0655e+08	1.06479e+08	1.07674e+08
P0A978	P0A978		cspG		9.01428e+06	9.01777e+06	9.19466e+06	9.15582e+06	8.80248e+06	9.69294e+06
P0A988	P0A988		dnaN		4.68188e+06	4.65726e+06	4.52715e+06	4.41237e+06	4.46547e+06	4.5845e+06
P0A991	P0A991		fbaB		8.39243e+06	8.61145e+06	8.65273e+06	8.5068e+06	8.41702e+06	8.51477e+06
P0A993	P0A993		fbp		1.71758e+07	1.74272e+07	1.73686e+07	1.68007e+07	1.64468e+07	1.70556e+07
P0A996	P0A996		glpC		1.42254e+06	1.4896e+06	1.45822e+06	1.4683e+06	1.59436e+06	1.60222e+06
P0A998	P0A998		ftnA		4.67987e+07	4.69773e+07	4.75235e+07	4.81502e+07	4.55333e+07	4.61181e+07
P0A9A6	P0A9A6		ftsZ		1.45158e+07	1.45238e+07	1.45595e+07	1.43911e+07	1.45133e+07	1.44726e+07
P0A9A9	P0A9A9		fur		1.25478e+07	1.27913e+07	1.25189e+07	1.31017e+07	1.32031e+07	1.30063e+07
P0A9B2	P0A9B2		gapA		3.30003e+08	3.2515e+08	3.25803e+08	3.32514e+08	3.36283e+08	3.38093e+08
P0A9B6	P0A9B6		epd		1.74707e+06	1.72248e+06	1.66882e+06	1.76062e+06	1.77841e+06	1.76655e+06
P0A9C0	P0A9C0		glpA		2.2419e+06	2.14987e+06	2.21322e+06	2.11922e+06	2.1551e+06	2.25108e+06
P0A9C3	P0A9C3		galM		6.21334e+06	6.37637e+06	6.15454e+06	6.58556e+06	6.10026e+06	6.51097e+06
P0A9C5	P0A9C5		glnA		3.69591e+07	3.68701e+07	3.71248e+07	3.77532e+07	3.77171e+07	3.81132e+07
P0A9C9	P0A9C9		glpX		9.94827e+06	1.01314e+07	9.8806e+06	9.96028e+06	1.01332e+07	9.85459e+06
P0A9D2	P0A9D2		gstA		7.68216e+06	7.79092e+06	7.93082e+06	7.70798e+06	7.47729e+06	7.13155e+06
P0A9D4	P0A9D4		cysE		3.21679e+06	3.56799e+06	3.13672e+06	3.16263e+06	3.30257e+06	3.33704e+06
P0A9D8	P0A9D8		dapD		4.05287e+07	4.08939e+07	4.03408e+07	3.99145e+07	3.87512e+07	3.8755e+07
P0A9E5	P0A9E5		fnr		7.43386e+06	7.80052e+06	7.39602e+06	8.11638e+06	7.93685e+06	7.83104e+06
P0A9F1	P0A9F1		mntR		3.55987e+06	3.57858e+06	3.40611e+06	3.70684e+06	3.92452e+06	3.99482e+06
P0A9F3	P0A9F3		cysB		3.94514e+06	4.01061e+06	4.00097e+06	4.00101e+06	3.88138e+06	3.89393e+06
P0A9G2	P0A9G2		nhaR		1.08268e+06	1.17933e+06	1.10741e+06	1.13845e+06	1.02086e+06	1.07581e+06
P0A9G6	P0A9G6		aceA		6.15526e+06	6.1146e+06	5.64806e+06	6.15341e+06	6.13194e+06	6.07831e+06
P0A9G8	P0A9G8		modE		3.42348e+06	3.32736e+06	3.23853e+06	3.45733e+06	3.70176e+06	3.51123e+06
P0A9H1	P0A9H1		mug		912902	948224	1.01694e+06	944791	951696	1.00625e+06
P0A9H5	P0A9H5		btuR		977399	953369	901167	942282	703630	950225
P0A9H7	P0A9H7		cfa		3.29568e+06	3.34464e+06	3.30183e+06	3.54221e+06	3.58534e+06	3.50408e+06
P0A9H9	P0A9H9		cheZ		2.2518e+06	2.32526e+06	2.28762e+06	2.32778e+06	2.30835e+06	2.34378e+06
P0A9I1	P0A9I1		citE		6.26851e+06	6.58546e+06	6.41149e+06	6.65328e+06	6.36953e+06	6.40508e+06
P0A9I3	P0A9I3		gcvR		2.33727e+06	2.33216e+06	2.42108e+06	2.44938e+06	2.30252e+06	2.41218e+06
P0A9I8	P0A9I8		nirD		3.03637e+06	2.92048e+06	2.90264e+06	3.30342e+06	3.03948e+06	2.93161e+06
P0A9J0	P0A9J0		rng		2.09392e+07	2.0053e+07	2.1042e+07	2.02758e+07	2.05423e+07	2.00677e+07
P0A9J4	P0A9J4		panE		885279	947430	687189	807489	872808	863596
P0A9J6	P0A9J6		rbsK		3.86732e+06	3.67253e+06	3.57555e+06	3.35985e+06	3.1918e+06	3.44969e+06
P0A9J8	P0A9J8		pheA		2.24905e+06	2.11871e+06	2.21465e+06	2.17664e+06	2.1325e+06	2.06426e+06
P0A9K3	P0A9K3		ybeZ		5.31199e+06	5.27943e+06	5.3505e+06	5.03697e+06	5.18963e+06	5.19199e+06
P0A9K7	P0A9K7		phoU		2.22869e+06	2.2535e+06	2.22737e+06	2.28737e+06	2.40372e+06	2.22329e+06
P0A9K9	P0A9K9		slyD		6.48909e+07	6.34944e+07	6.1886e+07	6.04633e+07	6.46311e+07	6.30028e+07
P0A9L3	P0A9L3		fklB		1.90282e+07	1.92458e+07	2.00294e+07	1.94273e+07	1.95605e+07	1.94439e+07
P0A9L5	P0A9L5		ppiC		2.58345e+06	2.64773e+06	2.56438e+06	2.45604e+06	2.39646e+06	2.5903e+06
P0A9L8	P0A9L8		proC		3.24818e+06	3.11847e+06	3.2386e+06	3.10682e+06	2.89887e+06	3.15264e+06
