Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML
DECOY_sp|P32132|TYPA_ECOLI GTP-binding protein TypA/BipA OS=Escherichia coli (strain K12) GN=typA PE=1 SV=2	DECOY_sp|P32132|TYPA_ECOLI GTP-binding protein TypA/BipA OS=Escherichia coli (strain K12) GN=typA PE=1 SV=2						164085			645543
DECOY_sp|P32701|YJCC_ECOLI Uncharacterized membrane protein YjcC OS=Escherichia coli (strain K12) GN=yjcC PE=1 SV=2	DECOY_sp|P32701|YJCC_ECOLI Uncharacterized membrane protein YjcC OS=Escherichia coli (strain K12) GN=yjcC PE=1 SV=2							1.41369e+06		
DECOY_sp|P39356|YJHU_ECOLI Uncharacterized transcriptional regulator YjhU OS=Escherichia coli (strain K12) GN=yjhU PE=3 SV=2	DECOY_sp|P39356|YJHU_ECOLI Uncharacterized transcriptional regulator YjhU OS=Escherichia coli (strain K12) GN=yjhU PE=3 SV=2				1.31365e+06	1.28802e+06	1.18774e+06	1.18735e+06	1.15456e+06	
DECOY_sp|P45423|YHCG_ECOLI Uncharacterized protein YhcG OS=Escherichia coli (strain K12) GN=yhcG PE=4 SV=1	DECOY_sp|P45423|YHCG_ECOLI Uncharacterized protein YhcG OS=Escherichia coli (strain K12) GN=yhcG PE=4 SV=1				702135	363377	434586	669857	892900	490414
DECOY_sp|P60390|RSMH_ECOLI Ribosomal RNA small subunit methyltransferase H OS=Escherichia coli (strain K12) GN=rsmH PE=1 SV=1	DECOY_sp|P60390|RSMH_ECOLI Ribosomal RNA small subunit methyltransferase H OS=Escherichia coli (strain K12) GN=rsmH PE=1 SV=1				4.25764e+06	4.2243e+06	4.21358e+06	4.36079e+06	4.24613e+06	4.21767e+06
DECOY_sp|P64564|YGGT_ECOLI Uncharacterized protein YggT OS=Escherichia coli (strain K12) GN=yggT PE=3 SV=1	DECOY_sp|P64564|YGGT_ECOLI Uncharacterized protein YggT OS=Escherichia coli (strain K12) GN=yggT PE=3 SV=1				399659		251341	316824	307007	240944
DECOY_sp|P68767|AMPA_ECOLI Cytosol aminopeptidase OS=Escherichia coli (strain K12) GN=pepA PE=1 SV=1	DECOY_sp|P68767|AMPA_ECOLI Cytosol aminopeptidase OS=Escherichia coli (strain K12) GN=pepA PE=1 SV=1				468168	434275		409053	481775	
DECOY_sp|P75713|YLBA_ECOLI Uncharacterized protein YlbA OS=Escherichia coli (strain K12) GN=ylbA PE=1 SV=1	DECOY_sp|P75713|YLBA_ECOLI Uncharacterized protein YlbA OS=Escherichia coli (strain K12) GN=ylbA PE=1 SV=1				799297	851745	938588	758253	793186	676242
DECOY_sp|P76344|ZINT_ECOLI Metal-binding protein ZinT OS=Escherichia coli (strain K12) GN=zinT PE=1 SV=1	DECOY_sp|P76344|ZINT_ECOLI Metal-binding protein ZinT OS=Escherichia coli (strain K12) GN=zinT PE=1 SV=1				421132	386425	393383	468588	378085	418322
DECOY_sp|P76373|UDG_ECOLI UDP-glucose 6-dehydrogenase OS=Escherichia coli (strain K12) GN=ugd PE=1 SV=1	DECOY_sp|P76373|UDG_ECOLI UDP-glucose 6-dehydrogenase OS=Escherichia coli (strain K12) GN=ugd PE=1 SV=1				1.71512e+06			1.75419e+06	1.31879e+06	1.20644e+06
DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1	DECOY_sp|P77425|ALLC_ECOLI Allantoate amidohydrolase OS=Escherichia coli (strain K12) GN=allC PE=1 SV=1				1.24518e+06	1.50552e+06	1.72092e+06	1.17058e+06	1.15933e+06	1.58735e+06
DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1	DECOY_sp|P77455|PAAZ_ECOLI Bifunctional protein PaaZ OS=Escherichia coli (strain K12) GN=paaZ PE=1 SV=1				2.56991e+06	2.98294e+06	2.79809e+06	2.31678e+06	2.38817e+06	3.05184e+06
DECOY_sp|P77672|LSRC_ECOLI Autoinducer 2 import system permease protein LsrC OS=Escherichia coli (strain K12) GN=lsrC PE=1 SV=1	DECOY_sp|P77672|LSRC_ECOLI Autoinducer 2 import system permease protein LsrC OS=Escherichia coli (strain K12) GN=lsrC PE=1 SV=1					622478		540916	707126	463573
O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)	O00762ups|UBE2C_HUMAN_UPS Ubiquitin-conjugating enzyme E2 C (Chain 1-179, N-terminal His tag)- Homo sapiens (Human)				2.9906e+06	5.52585e+06	5.49715e+06	3.22435e+06		5.2488e+06
O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)	O76070ups|SYUG_HUMAN_UPS Gamma-synuclein (Chain 1-127) - Homo sapiens (Human)					1.46918e+07	1.45491e+07	7.89511e+06		1.57368e+07
P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)	P00167ups|CYB5_HUMAN_UPS Cytochrome b5 (Chain 1-134, N-terminal His tag) - Homo sapiens (Human)					1.72866e+07	1.69073e+07			1.67074e+07
P00350	P00350		gnd		3.84181e+07	3.876e+07	3.8826e+07	3.88065e+07	3.8792e+07	3.8685e+07
P00363	P00363		frdA		4.78008e+07	4.67797e+07	4.71869e+07	4.85232e+07	4.85189e+07	4.69182e+07
P00370	P00370		gdhA		2.07452e+06	2.11292e+06	2.10034e+06	2.12439e+06	2.19801e+06	2.05675e+06
P00393	P00393		ndh		5.26611e+06	5.05887e+06	5.23308e+06	5.20217e+06	5.13171e+06	5.13962e+06
P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)	P00441ups|SODC_HUMAN_UPS Superoxide dismutase [Cu-Zn] (Chain 2-154) - Homo sapiens (Human)					6.49571e+06	6.3219e+06			6.19143e+06
P00448	P00448		sodA		3.30946e+06	3.2505e+06	3.32138e+06	3.47188e+06	3.20957e+06	3.20071e+06
P00452	P00452		nrdA		9.68162e+06	9.60924e+06	9.55229e+06	9.94531e+06	9.85967e+06	9.68863e+06
P00490	P00490		malP		6.66668e+06	6.53858e+06	6.48028e+06	6.54706e+06	6.4952e+06	6.38732e+06
P00509	P00509		aspC		1.7523e+07	1.71433e+07	1.74503e+07	1.7463e+07	1.7593e+07	1.76491e+07
P00547	P00547		thrB		775988	784269	813600	972411	957082	758165
P00550	P00550		mtlA		1.24702e+06	1.10155e+06	1.1119e+06	1.33349e+06	1.22491e+06	1.14479e+06
P00561	P00561		thrA		2.87427e+06	2.84846e+06	2.83266e+06	3.02495e+06	2.91424e+06	2.82611e+06
P00562	P00562		metL		2.40728e+06	2.38686e+06	2.39545e+06	2.30161e+06	2.47708e+06	2.36929e+06
P00579	P00579		rpoD		8.16809e+06	8.09315e+06	7.78606e+06	7.89532e+06	8.15496e+06	8.09605e+06
P00582	P00582		polA		3.43324e+06	3.21473e+06	3.33365e+06	3.43438e+06	3.35184e+06	3.22914e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				5.23989e+06	4.64847e+06	4.83188e+06	5.201e+06	5.85223e+06	4.71096e+06
P00803	P00803		lepB		4.49484e+06	4.53197e+06	4.69573e+06	4.57861e+06	4.29249e+06	4.517e+06
P00805	P00805		ansB		2.04905e+07	2.00931e+07	2.0152e+07	2.02556e+07	1.98679e+07	1.91712e+07
P00811	P00811		ampC		1.29491e+06	1.29755e+06	1.24792e+06	1.31207e+06	1.1442e+06	1.27485e+06
P00861	P00861		lysA		121123	307501	236346	264018	212761	
P00864	P00864		ppc		1.05087e+07	1.05325e+07	1.04524e+07	1.03375e+07	1.03769e+07	1.0709e+07
P00887	P00887		aroH		1.5773e+06	1.66616e+06	1.66259e+06	1.57455e+06	1.49691e+06	1.57109e+06
P00888	P00888		aroF		3.16144e+06	3.13967e+06	2.97395e+06	3.21143e+06	3.04771e+06	3.13508e+06
P00894	P00894		ilvH		807722	816595	852461	787088	819446	886358
P00914	P00914		phrB		1.03713e+06	991449	1.07387e+06	1.01136e+06	904177	892779
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				3.21365e+06	7.9796e+06	7.83665e+06			7.88306e+06
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				5.44318e+06	8.70781e+06	9.05471e+06	6.75009e+06	6.38975e+06	9.24812e+06
P00926	P00926		dsdA		1.33363e+06	1.16128e+06	1.14462e+06	1.11435e+06	1.20569e+06	1.31469e+06
P00934	P00934		thrC		4.4793e+06	4.27327e+06	4.25028e+06	4.26255e+06	4.22787e+06	4.26419e+06
P00935	P00935		metB		1.04458e+06	942889	848535	1.0493e+06	853513	900997
P00946	P00946		manA		1.12892e+07	1.11419e+07	1.11614e+07	1.07857e+07	1.11962e+07	1.07539e+07
P00954	P00954		trpS		6.51411e+06	7.20883e+06	7.07898e+06	6.42841e+06	6.12397e+06	6.89718e+06
P00956	P00956		ileS		1.81612e+07	1.9095e+07	1.88323e+07	1.82869e+07	1.83293e+07	1.88007e+07
P00957	P00957		alaS		1.3534e+07	1.46895e+07	1.47723e+07	1.3973e+07	1.3498e+07	1.48038e+07
P00959	P00959		metG		1.79931e+07	1.79477e+07	1.81112e+07	1.78744e+07	1.75601e+07	1.82133e+07
P00960	P00960		glyQ		4.75682e+06	4.41621e+06	4.67629e+06	4.75084e+06	4.51482e+06	4.59953e+06
P00961	P00961		glyS		1.26972e+07	1.29882e+07	1.29476e+07	1.31276e+07	1.26807e+07	1.27228e+07
P00962	P00962		glnS		9.3327e+06	9.94022e+06	9.63285e+06	9.58992e+06	9.54559e+06	9.59475e+06
P00963	P00963		asnA		1.66111e+07	1.69054e+07	1.73385e+07	1.5967e+07	1.64851e+07	1.71223e+07
P00968	P00968		carB		3.35472e+06	3.28262e+06	3.38605e+06	3.38134e+06	3.40469e+06	3.41723e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				6.00605e+06	1.31064e+07	1.32018e+07	7.67319e+06	6.91643e+06	1.31848e+07
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)					2.83493e+07	2.8948e+07			2.87914e+07
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)					1.47463e+07	1.48837e+07			1.45678e+07
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				6.11316e+06	6.51457e+06	6.46925e+06	6.59475e+06	4.59447e+06	6.33e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)					1.51587e+07	1.50727e+07			1.43589e+07
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)					2.23678e+07	2.32629e+07			2.27573e+07
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)					6.80633e+06	6.86149e+06			7.15058e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				9.73349e+06	9.95599e+06	9.87537e+06		9.27302e+06	1.00693e+07
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				1.065e+07	9.05925e+06	8.89811e+06		9.96824e+06	8.94378e+06
P02358	P02358		rpsF		1.14292e+08	1.24234e+08	1.26437e+08	1.12098e+08	1.07702e+08	1.25256e+08
P02359	P02359		rpsG		1.15216e+08	1.21278e+08	1.19368e+08	1.16256e+08	1.12037e+08	1.17858e+08
P02413	P02413		rplO		1.37453e+08	1.31472e+08	1.30245e+08	1.35998e+08	1.32813e+08	1.28958e+08
P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)	P02741ups|CRP_HUMAN_UPS C-reactive protein (Chain 19-224) - Homo sapiens (Human)					1.96771e+06	1.92444e+06			1.99351e+06
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				3.37039e+06	3.86966e+06	3.99359e+06			3.87135e+06
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)					3.1538e+07	3.20131e+07			3.23825e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				8.53849e+06	1.55359e+07	1.57245e+07	7.87022e+06	7.08173e+06	1.48475e+07
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				3.12349e+06	1.79953e+07	1.802e+07		4.7726e+06	1.85132e+07
P02918	P02918		mrcA		2.97819e+06	2.53838e+06	2.58835e+06	3.11394e+06	2.91527e+06	2.85987e+06
P02919	P02919		mrcB		1.62627e+06	1.74887e+06	1.59229e+06	1.60974e+06	1.60338e+06	1.73942e+06
P02925	P02925		rbsB		8.99673e+06	9.27624e+06	9.35522e+06	9.10984e+06	8.92253e+06	9.19717e+06
P02930	P02930		tolC		2.35061e+07	2.38054e+07	2.41094e+07	2.45254e+07	2.37139e+07	2.40546e+07
P02931	P02931		ompF		3.76787e+07	3.49295e+07	3.38226e+07	3.87661e+07	3.56793e+07	3.58117e+07
P02932	P02932		phoE		1.02455e+06	1.15868e+06	1.3221e+06	1.19818e+06	1.04009e+06	1.36275e+06
P02942	P02942		tsr		5.08044e+06	5.62342e+06	5.6499e+06	5.30052e+06	5.34852e+06	5.67973e+06
P02943	P02943		lamB		1.31602e+06	1.42175e+06	1.42244e+06	1.32687e+06	1.38749e+06	1.37386e+06
P03004	P03004		dnaA		2.10977e+06	2.27852e+06	2.20135e+06	2.06001e+06	2.36399e+06	2.15363e+06
P03007	P03007		dnaQ		1.44067e+06	1.41859e+06	1.2916e+06	1.28518e+06	1.47047e+06	1.3955e+06
P03018	P03018		uvrD		3.6851e+06	3.40486e+06	3.53036e+06	3.58083e+06	3.48367e+06	3.39579e+06
P03024	P03024		galR		2.0746e+06	2.10239e+06	1.99527e+06	1.97878e+06	1.89982e+06	2.11538e+06
P03817	P03817		mioC		4.19348e+06	3.9327e+06	3.66375e+06	3.73775e+06	4.32535e+06	4.17349e+06
P03841	P03841		malM		9.44144e+06	9.23146e+06	8.98246e+06	9.65126e+06	1.0101e+07	9.09998e+06
P04036	P04036		dapB		4.91034e+06	5.18409e+06	5.18011e+06	4.79754e+06	4.96725e+06	5.39814e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				3.12107e+06	4.59802e+06	4.68176e+06	3.50955e+06	4.13239e+06	4.77713e+06
P04079	P04079		guaA		1.54985e+07	1.51067e+07	1.50864e+07	1.57386e+07	1.5788e+07	1.50407e+07
P04335	P04335		frsA		4.28081e+06	4.26388e+06	4.24141e+06	4.17979e+06	4.12986e+06	4.23059e+06
P04425	P04425		gshB		8.26272e+06	8.22498e+06	8.265e+06	8.35653e+06	8.09358e+06	8.15237e+06
P04693	P04693		tyrB		3.72204e+06	3.84597e+06	4.02799e+06	3.8336e+06	3.70233e+06	4.0648e+06
P04805	P04805		gltX		2.03294e+07	2.22066e+07	2.18906e+07	2.09287e+07	2.13132e+07	2.18486e+07
P04825	P04825		pepN		1.42208e+07	1.51592e+07	1.55319e+07	1.45054e+07	1.49999e+07	1.55086e+07
P04846	P04846		nlpA		2.93888e+06	3.21435e+06	3.28911e+06	3.15491e+06	3.16756e+06	3.33406e+06
P04949	P04949		fliC		3.43311e+07	3.06737e+07	3.08196e+07	3.61465e+07	3.32062e+07	3.06423e+07
P04951	P04951		kdsB		6.08399e+06	6.26541e+06	6.29266e+06	5.97085e+06	6.41121e+06	6.28999e+06
P04982	P04982		rbsD		1.02119e+06	1.1444e+06	1.05838e+06	1.1188e+06	1.06221e+06	1.16214e+06
P04994	P04994		xseA		780682	570436	650142	694333	685398	542137
P04995	P04995		sbcB		1.05332e+07	1.08198e+07	1.09331e+07	1.07585e+07	1.07227e+07	1.05737e+07
P05020	P05020		pyrC		5.93535e+06	5.88829e+06	5.85077e+06	5.88527e+06	6.04292e+06	5.69739e+06
P05041	P05041		pabB		1.6568e+06	1.80207e+06	1.80767e+06	1.61541e+06	1.56927e+06	1.65518e+06
P05055	P05055		pnp		3.40329e+07	3.74501e+07	3.67918e+07	3.43017e+07	3.48583e+07	3.69109e+07
P05100	P05100		tag		1.55949e+06	1.86091e+06	2.05133e+06	1.74154e+06	1.63624e+06	1.78909e+06
P05194	P05194		aroD		999124	1.11343e+06	1.05773e+06	1.00307e+06	879390	1.07438e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)					9.07437e+06	9.07629e+06	2.52536e+06	1.92377e+06	8.86163e+06
P05458	P05458		ptrA		1.02848e+06	944207	928704	1.00323e+06	984312	1.0335e+06
P05459	P05459		pdxB		5.65827e+06	5.75298e+06	5.53158e+06	5.76221e+06	5.70293e+06	5.91172e+06
P05637	P05637		apaH		1.47379e+06	1.41184e+06	1.45874e+06	1.42074e+06	1.43138e+06	1.3383e+06
P05706	P05706		srlB		530206	367398	508149	506632	458044	
P05719	P05719		hsdS		1.93052e+06	1.70336e+06	1.9053e+06	1.99239e+06	1.79309e+06	1.66513e+06
P05791	P05791		ilvD		3.04974e+06	2.8743e+06	2.85012e+06	3.00012e+06	2.99409e+06	2.86004e+06
P05793	P05793		ilvC		4.5042e+06	4.37724e+06	4.22541e+06	4.6374e+06	4.50442e+06	4.55174e+06
P05825	P05825		fepA		1.85717e+06	1.82569e+06	1.92832e+06	1.94587e+06	1.9015e+06	1.79011e+06
P05852	P05852		gcp		2.57971e+06	2.49074e+06	2.35178e+06	2.5098e+06	2.35493e+06	2.50987e+06
P06129	P06129		btuB		1.38785e+07	1.38097e+07	1.36606e+07	1.42442e+07	1.3873e+07	1.3136e+07
P06136	P06136		ftsQ		1.78391e+06	1.83087e+06	1.80977e+06	1.60548e+06	1.5808e+06	1.87808e+06
P06149	P06149		dld		6.33946e+06	6.68143e+06	6.78777e+06	6.24292e+06	6.28005e+06	6.62229e+06
P06282	P06282		cdh		4.04028e+06	4.16235e+06	4.27709e+06	4.29235e+06	4.50674e+06	4.03122e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				8.06172e+06	8.88492e+06	8.96321e+06	8.84636e+06	8.02888e+06	8.7975e+06
P06610	P06610		btuE		7.28701e+06	8.26057e+06	7.84841e+06	7.27303e+06	7.34135e+06	7.41991e+06
P06612	P06612		topA		5.54505e+06	5.16141e+06	5.18638e+06	5.47179e+06	5.46312e+06	5.19262e+06
P06616	P06616		era		3.45063e+06	3.22197e+06	3.1558e+06	3.61956e+06	3.65015e+06	3.34757e+06
P06709	P06709		birA		1.02191e+06	977860	918208	1.01214e+06	1.13088e+06	879236
P06710	P06710		dnaX		1.45278e+06	1.21864e+06	1.28719e+06	1.47013e+06	1.47631e+06	1.43163e+06
P06715	P06715		gor		4.17256e+06	4.1954e+06	4.23461e+06	4.29729e+06	4.14643e+06	4.37817e+06
P06721	P06721		metC		614858	657365	605655	761416	628433	695039
P06722	P06722		mutH		923778	945181	980373	952083	866044	1.06897e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				1.23122e+07	9.94367e+06	9.98326e+06			9.90523e+06
P06846	P06846		ebgR		1.41091e+06	1.28326e+06	1.28575e+06	1.3282e+06	1.33787e+06	1.32145e+06
P06959	P06959		aceF		3.89184e+07	3.91151e+07	3.91798e+07	3.82217e+07	3.77482e+07	3.84895e+07
P06961	P06961		cca		1.41116e+06	1.44302e+06	1.34777e+06	1.45801e+06	1.35692e+06	1.40046e+06
P06968	P06968		dut		9.67264e+06	9.18794e+06	9.38388e+06	1.01742e+07	9.50033e+06	9.44843e+06
P06971	P06971		fhuA		1.25821e+07	1.32009e+07	1.30366e+07	1.2539e+07	1.29277e+07	1.33039e+07
P06974	P06974		fliM		1.69235e+06	1.66893e+06	1.64047e+06	1.74057e+06	1.81094e+06	1.65014e+06
P06983	P06983		hemC		1.35744e+07	1.22081e+07	1.20776e+07	1.40527e+07	1.37646e+07	1.15741e+07
P06986	P06986		hisC		4.28639e+06	4.53623e+06	4.66163e+06	4.11353e+06	4.10209e+06	4.43996e+06
P06987	P06987		hisB		1.21029e+06	1.33734e+06	1.21327e+06	1.20211e+06	1.1137e+06	1.20106e+06
