Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_2_5fmol_inj2.mzML
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	13	13	5.83585e+06	5.63481e+06	5.79522e+06	5.9738e+06	5.66053e+06	5.75978e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	1	1		843814	730336	952627	871159	814611
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	4.39321e+06	4.1514e+06	4.28289e+06	4.47453e+06	4.43346e+06	4.55002e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.22397e+08	3.05556e+08	2.91624e+08	3.05819e+08	2.97926e+08	2.93706e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	15	15	3.72708e+07	3.71246e+07	3.67439e+07	3.69289e+07	3.64631e+07	3.75214e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	9	9	1.90494e+08	1.87638e+08	1.92981e+08	1.89782e+08	1.92696e+08	1.96772e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	7	7	3.93801e+07	4.01883e+07	3.61969e+07	4.05357e+07	3.90692e+07	3.68122e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	4.17228e+07	4.10735e+07	4.02129e+07	4.10691e+07	4.03549e+07	4.09517e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	4	4	7.99361e+06	8.17598e+06	6.42375e+06	7.59286e+06	6.00211e+06	6.57852e+06
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	6	6	8.67879e+06	8.93819e+06	9.41981e+06	8.61384e+06	9.36217e+06	8.98324e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5	6.18947e+06	5.05796e+06	5.11089e+06	6.56208e+06	5.12612e+06	5.85584e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3	7.62838e+06	8.74113e+06	9.41202e+06	8.65808e+06	9.35865e+06	7.14112e+06
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	16	16	2.91799e+07	2.96303e+07	3.03845e+07	2.83635e+07	2.95878e+07	3.07372e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	4	4	2.15395e+06	2.7488e+06	2.4688e+06	2.70743e+06	2.56712e+06	2.25452e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	4	4	1.07433e+07	1.03291e+07	1.13036e+07	1.16923e+07	1.14083e+07	1.08025e+07
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	11	11	4.89808e+07	4.93383e+07	4.71644e+07	4.73691e+07	4.94466e+07	4.96749e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	6	6	1.15545e+07	1.17619e+07	1.19375e+07	1.2051e+07	1.16246e+07	1.1571e+07
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	18	18	1.05249e+08	1.03004e+08	1.01102e+08	1.06998e+08	1.03565e+08	1.03863e+08
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	6.03701e+07	5.88415e+07	6.39905e+07	6.2482e+07	6.46023e+07	6.73987e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	3	3	9.50985e+06	8.51126e+06	9.71648e+06	8.48391e+06	1.09043e+07	9.89685e+06
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	3	3	2.15493e+08	2.02991e+08	1.97845e+08	2.12292e+08	1.97173e+08	1.9966e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	1.77424e+06	1.56892e+06	1.6106e+06	1.58061e+06	876210	1.56171e+06
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	5	5	1.58459e+07	1.69714e+07	1.66186e+07	1.64059e+07	1.63919e+07	1.64152e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1	1.75075e+06	1.80066e+06	2.2058e+06	1.93296e+06	2.4174e+06	1.88698e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	3.05382e+08	2.91229e+08	3.94418e+08	2.83459e+08	4.06964e+08	4.26186e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	4.52833e+07	4.45103e+07	4.28721e+07	4.34428e+07	4.21627e+07	4.33853e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	6	6	1.72445e+07	1.77955e+07	1.80821e+07	1.88345e+07	1.80642e+07	1.82607e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2	1.92591e+06	1.50833e+06	1.94054e+06	2.01715e+06	1.6595e+06	1.87129e+06
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	6	6	1.45144e+07	1.37801e+07	1.46057e+07	1.5098e+07	1.43198e+07	1.45308e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	10	10	4.04878e+06	4.24268e+06	4.04774e+06	4.53648e+06	3.9485e+06	3.95814e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.42209e+07	2.29604e+07	2.22237e+07	2.46382e+07	2.17038e+07	2.2901e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	8	8	9.21721e+06	9.07538e+06	8.521e+06	9.0723e+06	8.65185e+06	8.58916e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	1.90705e+07	2.1182e+07	1.99988e+07	1.62707e+07	2.09189e+07	2.02864e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3	2.32214e+07	2.3006e+07	2.29066e+07	2.41084e+07	2.37591e+07	2.35346e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	6	6	3.75463e+07	3.69881e+07	3.58013e+07	3.58305e+07	3.64056e+07	3.75905e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	2	2	2.93039e+06	3.02199e+06		3.26949e+06	3.71557e+06	2.97562e+06
P0C0U4	RIMK_ECOLI	rimK	Ribosomal protein S6 modification protein	1	1	609308		469546	507005		495084
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	14	14	7.91472e+07	7.41835e+07	8.1795e+07	7.73537e+07	8.06156e+07	8.50165e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1	386526	377317	329472		529105	446509
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	8	8	4.6605e+06	5.25934e+06	5.61935e+06	5.62825e+06	5.63318e+06	6.32114e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	30	0	7.27225e+09	6.56037e+09	6.93215e+09	7.16162e+09	6.978e+09	7.23925e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	2.14858e+07	2.13031e+07	2.16555e+07	2.07995e+07	2.06199e+07	2.07028e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	28	28	1.88376e+07	1.87661e+07	1.87883e+07	1.89293e+07	1.87802e+07	1.84343e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.50881e+07	2.36461e+07	2.52384e+07	2.5167e+07	2.56127e+07	2.58175e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	21	21	1.14308e+08	1.14031e+08	1.15525e+08	1.07992e+08	1.16474e+08	1.17089e+08
P10145ups|IL8_HUMAN_UPS	Interleukin-8,	Interleukin-8,		1	1	5.882e+06	4.75362e+06	240757	3.32134e+06		420565
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	3.77782e+07	3.45954e+07	3.8947e+07	3.4779e+07	3.57289e+07	3.50198e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	2	2	7.71933e+06	7.45159e+06	8.5676e+06	7.11061e+06	6.45047e+06	7.00429e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	4	4	1.36998e+06	1.61736e+06	1.15361e+06	1.5447e+06	1.25692e+06	1.42745e+06
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	15	15	9.83491e+07	9.11654e+07	9.56132e+07	9.81335e+07	9.32434e+07	9.80977e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	38	38	4.68163e+07	4.72661e+07	4.6595e+07	4.63651e+07	4.69409e+07	4.75609e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	4	4	3.34761e+06	3.93171e+06	3.36507e+06	3.25661e+06	2.73085e+06	3.40017e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	2.3502e+06	2.29348e+06	2.45474e+06	2.39981e+06	2.53452e+06	2.27267e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	8	8	997057	1.13446e+06	1.00654e+06	1.04554e+06	1.16748e+06	1.00787e+06
P10599ups|THIO_HUMAN_UPS	Thioredoxin	Thioredoxin		3	3	1.48254e+07	1.28503e+07				
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		15	15	4.36963e+07	4.17294e+07	4.41536e+06	4.35034e+07	4.05027e+06	3.90307e+06
P10903	NARK_ECOLI	narK	Nitrite extrusion protein 1	1	1	1.13542e+07	1.13462e+07	1.20173e+07	1.09791e+07	1.28442e+07	1.21962e+07
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	5	5	2.12191e+06	2.26417e+06	1.99274e+06	2.26228e+06	2.28281e+06	2.2451e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	12	10	1.5867e+07	1.63113e+07	1.62894e+07	1.70587e+07	1.60603e+07	1.67886e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	7	7	7.62886e+06	7.99112e+06	7.88258e+06	8.02038e+06	7.93447e+06	8.08727e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	1	1			1.54203e+06	1.17094e+06		1.15524e+06
P11557	DAMX_ECOLI	damX	Protein DamX	9	9	2.66331e+07	2.68634e+07	2.67962e+07	2.66742e+07	2.81693e+07	2.83197e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	28	28	5.84708e+07	5.82237e+07	5.70028e+07	5.80022e+07	5.67063e+07	5.66853e+07
P11880	MURF_ECOLI	murF	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase	4	4	2.35405e+07	2.61122e+07	2.5209e+07	2.58902e+07	2.61761e+07	2.59893e+07
P11988	BGLB_ECOLI	bglB	6-phospho-beta-glucosidase BglB	1	1	1.2886e+06	1.2578e+06	1.36478e+06	1.42083e+06	1.50844e+06	1.28896e+06
P12008	AROC_ECOLI	aroC	Chorismate synthase	3	3	1.30944e+07	1.35119e+07	1.33953e+07	1.33792e+07	1.35183e+07	1.42712e+07
P12081ups|SYHC_HUMAN_UPS	Histidyl-tRNA	Histidyl-tRNA		20	20	6.97653e+07	7.3396e+07	8.09769e+06	6.98175e+07	6.69632e+06	7.85467e+06
P12281	MOEA_ECOLI	moeA	Molybdopterin molybdenumtransferase	9	9	3.11468e+07	3.07221e+07	3.30881e+07	3.10455e+07	3.38428e+07	3.15155e+07
P12282	MOEB_ECOLI	moeB	Molybdopterin-synthase adenylyltransferase	2	2	8.30603e+06		8.32405e+06	7.50467e+06	8.22578e+06	7.47192e+06
P12295	UNG_ECOLI	ung	Uracil-DNA glycosylase	9	9	1.451e+07	1.3321e+07	1.54518e+07	1.47862e+07	1.47787e+07	1.41147e+07
P12758	UDP_ECOLI	udp	Uridine phosphorylase	12	12	2.48783e+08	2.4098e+08	2.37772e+08	2.44831e+08	2.36222e+08	2.40257e+08
P12994	YBHB_ECOLI	ybhB	UPF0098 protein YbhB	2	2	2.24151e+06	2.02853e+06	2.18568e+06	1.93851e+06	2.00892e+06	2.00348e+06
P13001	BIOH_ECOLI	bioH	Pimelyl-[acyl-carrier protein] methyl ester esterase	2	2	2.49684e+06	2.16232e+06	3.14626e+06	3.13468e+06	1.97711e+06	2.77355e+06
P13009	METH_ECOLI	metH	Methionine synthase	25	25	1.078e+07	1.09707e+07	1.14618e+07	1.10559e+07	1.11917e+07	1.12162e+07
P13016	AMPD_ECOLI	ampD	1,6-anhydro-N-acetylmuramyl-L-alanine amidase AmpD	5	5	8.07389e+06	8.21849e+06	8.50719e+06	8.29417e+06	7.47134e+06	7.87203e+06
P13024	FDHE_ECOLI	fdhE	Protein FdhE	10	10	1.88866e+07	1.83115e+07	1.84982e+07	1.77796e+07	1.93274e+07	1.79083e+07
P13029	KATG_ECOLI	katG	Catalase-peroxidase	41	41	1.91309e+08	1.91425e+08	1.87916e+08	1.89033e+08	1.91607e+08	1.90401e+08
P13033	GLPB_ECOLI	glpB	Anaerobic glycerol-3-phosphate dehydrogenase subunit B	5	5	2.39375e+06	2.46573e+06	2.70877e+06	2.32015e+06	2.6603e+06	2.64139e+06
P13035	GLPD_ECOLI	glpD	Aerobic glycerol-3-phosphate dehydrogenase	18	18	1.75554e+07	1.68818e+07	1.7238e+07	1.72959e+07	1.68452e+07	1.71775e+07
P13445	RPOS_ECOLI	rpoS	RNA polymerase sigma factor RpoS	14	14	2.75097e+07	2.65406e+07	2.56545e+07	2.65416e+07	2.53035e+07	2.70288e+07
P13482	TREA_ECOLI	treA	Periplasmic trehalase	3	3	3.48027e+06	2.43924e+06	2.96556e+06	2.87241e+06	2.66999e+06	2.61934e+06
P13656	CHIA_ECOLI	chiA	Probable bifunctional chitinase/lysozyme	1	1	479757	460165	428482	500099	413656	550074
P13979	TRAT1_ECOLI	traT	TraT complement resistance protein	7	7	1.91694e+07	1.92008e+07	1.9257e+07	1.92385e+07	1.81365e+07	1.84833e+07
P14081	SELB_ECOLI	selB	Selenocysteine-specific elongation factor	8	8	9.10467e+06	9.83404e+06	9.0618e+06	9.15042e+06	9.37609e+06	8.74389e+06
P14175	PROV_ECOLI	proV	Glycine betaine/L-proline transport ATP-binding protein ProV	8	8	1.25593e+07	1.24746e+07	1.05129e+07	1.26927e+07	1.16681e+07	1.10493e+07
P14294	TOP3_ECOLI	topB	DNA topoisomerase 3	6	6	424718	1.06636e+06	630690	828094	698656	716342
P14407	FUMB_ECOLI	fumB	Fumarate hydratase class I, anaerobic	24	16	1.23756e+08	1.20341e+08	1.23291e+08	1.25061e+08	1.24421e+08	1.23464e+08
P14900	MURD_ECOLI	murD	UDP-N-acetylmuramoylalanine--D-glutamate ligase	8	8	2.04788e+07	2.02862e+07	2.03908e+07	2.08954e+07	2.07881e+07	2.02878e+07
P15005	MCRB_ECOLI	mcrB	5-methylcytosine-specific restriction enzyme B	2	2	2.54006e+06	2.67782e+06	2.60265e+06	2.26147e+06	2.46427e+06	2.70926e+06
P15034	AMPP_ECOLI	pepP	Xaa-Pro aminopeptidase	13	13	5.87472e+07	5.89205e+07	6.12837e+07	5.96309e+07	5.88478e+07	5.99116e+07
P15038	HELD_ECOLI	helD	Helicase IV	4	4	2.97953e+06	4.82321e+06	3.60953e+06	2.77376e+06	4.72288e+06	3.94001e+06
P15042	DNLJ_ECOLI	ligA	DNA ligase	18	18	2.25629e+07	2.25279e+07	2.31225e+07	2.19885e+07	2.29519e+07	2.21766e+07
P15047	ENTA_ECOLI	entA	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	4	4	2.31656e+06	2.22251e+06	1.86337e+06	2.17566e+06	2.26132e+06	2.27448e+06
P15067	GLGX_ECOLI	glgX	Glycogen debranching enzyme	4	4	2.99954e+06	3.13313e+06	3.53736e+06	3.85878e+06	3.98917e+06	3.77636e+06
P15070	FLIN_ECOLI	fliN	Flagellar motor switch protein FliN	1	1	1.92132e+07	1.82009e+07	2.15018e+07	1.99199e+07	2.17411e+07	1.78493e+07
P15082	SRLR_ECOLI	srlR	Glucitol operon repressor	2	2	2.64078e+06	2.32495e+06	2.55513e+06	2.58894e+06	2.67329e+06	2.4461e+06
P15254	PUR4_ECOLI	purL	Phosphoribosylformylglycinamidine synthase	20	20	8.7739e+06	8.67459e+06	9.04774e+06	8.74347e+06	9.09818e+06	8.88908e+06
P15286	FLK_ECOLI	flk	Flagellar regulator flk	2	2	1.22179e+06	1.18826e+06		1.40151e+06	1.24265e+06	1.17589e+06
P15288	PEPD_ECOLI	pepD	Cytosol non-specific dipeptidase	21	21	1.22085e+08	1.22798e+08	1.28883e+08	1.23649e+08	1.29442e+08	1.27632e+08
P15559ups|NQO1_HUMAN_UPS	NAD(P)H	NAD(P)H		9	9	4.22622e+07	4.32308e+07	4.67883e+06	4.41265e+07	4.69954e+06	4.75196e+06
P15639	PUR9_ECOLI	purH	Bifunctional purine biosynthesis protein PurH	14	14	3.87437e+07	3.84918e+07	3.74939e+07	3.92464e+07	3.77073e+07	3.79296e+07
P15640	PUR2_ECOLI	purD	Phosphoribosylamine--glycine ligase	7	7	1.76519e+07	1.68468e+07	1.69409e+07	1.8172e+07	1.58817e+07	1.77849e+07
P15770	AROE_ECOLI	aroE	Shikimate dehydrogenase	3	3	1.1016e+07	1.06599e+07	1.09339e+07	1.1702e+07	1.22503e+07	1.1746e+07
P15877	DHG_ECOLI	gcd	Quinoprotein glucose dehydrogenase	1	1		1.43849e+06				
P15977	MALQ_ECOLI	malQ	4-alpha-glucanotransferase	6	6	9.59326e+06	9.66322e+06	9.66846e+06	9.49705e+06	9.38055e+06	9.42504e+06
P16083ups|NQO2_HUMAN_UPS	Ribosyldihydronicotinamide	Ribosyldihydronicotinamide		10	10	2.88067e+07	2.75504e+07	3.33824e+06	2.83527e+07	3.59626e+06	3.61548e+06
P16095	SDHL_ECOLI	sdaA	L-serine dehydratase 1	11	11	2.84246e+07	2.67813e+07	2.90458e+07	2.82182e+07	2.6407e+07	2.72239e+07
P16384	MIAA_ECOLI	miaA	tRNA dimethylallyltransferase	12	12	4.71183e+06	4.81166e+06	5.14747e+06	5.11793e+06	4.87476e+06	4.94529e+06
P16431	HYCE_ECOLI	hycE	Formate hydrogenlyase subunit 5	13	12	1.11018e+07	1.08605e+07	1.0585e+07	1.06016e+07	1.07946e+07	1.10523e+07
P16432	HYCF_ECOLI	hycF	Formate hydrogenlyase subunit 6	3	3	463285	742430			779948	554242
P16433	HYCG_ECOLI	hycG	Formate hydrogenlyase subunit 7	1	0	3.90476e+06	4.43176e+06	4.49234e+06	4.43878e+06	3.77718e+06	4.98877e+06
P16456	SELD_ECOLI	selD	Selenide, water dikinase	7	7	3.56904e+07	3.68743e+07	3.62501e+07	3.65669e+07	3.70223e+07	3.66518e+07
P16525	TUS_ECOLI	tus	DNA replication terminus site-binding protein	3	3		796424	622707	694932	517692	737826
P16528	ICLR_ECOLI	iclR	Acetate operon repressor	4	4	6.63947e+06	6.83064e+06	7.00974e+06	7.16704e+06	7.1821e+06	6.69352e+06
P16659	SYP_ECOLI	proS	Proline--tRNA ligase	28	28	8.9159e+07	9.0305e+07	8.91845e+07	9.23222e+07	8.75276e+07	8.77983e+07
P16676	CYSA_ECOLI	cysA	Sulfate/thiosulfate import ATP-binding protein CysA	5	5	1.75792e+06	1.81245e+06	1.82223e+06	1.73481e+06	1.7187e+06	1.66958e+06
P16700	CYSP_ECOLI	cysP	Thiosulfate-binding protein	22	22	2.96856e+07	3.16658e+07	3.11735e+07	3.15171e+07	3.22091e+07	3.12436e+07
P16703	CYSM_ECOLI	cysM	Cysteine synthase B	7	7	9.43949e+06	9.17943e+06	9.84254e+06	9.30412e+06	9.25412e+06	8.19625e+06
P16926	MREC_ECOLI	mreC	Cell shape-determining protein MreC	7	7	4.80752e+06	5.33668e+06	5.3271e+06	4.86762e+06	4.66666e+06	5.17791e+06
P17109	MEND_ECOLI	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	7	7	6.27265e+06	6.881e+06	7.81095e+06	6.55183e+06	7.3973e+06	6.72747e+06
P17115	GUTQ_ECOLI	gutQ	Arabinose 5-phosphate isomerase GutQ	5	5	1.00695e+07	9.94192e+06	9.77639e+06	1.11096e+07	9.85594e+06	9.78933e+06
P17117	NFSA_ECOLI	nfsA	Oxygen-insensitive NADPH nitroreductase	3	3	1.9524e+07	1.73869e+07	1.61237e+07	1.70508e+07	1.57763e+07	1.72207e+07
P17169	GLMS_ECOLI	glmS	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]	36	36	1.9611e+08	1.95939e+08	1.95176e+08	1.91527e+08	1.92176e+08	1.93345e+08
P17315	CIRA_ECOLI	cirA	Colicin I receptor	8	8	8.72292e+06	8.39577e+06	8.89472e+06	8.5825e+06	8.43498e+06	7.80819e+06
P17443	MURG_ECOLI	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	10	10	8.17888e+06	9.04569e+06	8.28863e+06	8.8167e+06	8.8613e+06	8.83976e+06
P17445	BETB_ECOLI	betB	Betaine aldehyde dehydrogenase	6	6	3.03322e+06	3.01828e+06	2.97004e+06	3.0607e+06	2.97944e+06	3.13014e+06
P17846	CYSI_ECOLI	cysI	Sulfite reductase [NADPH] hemoprotein beta-component	32	32	2.629e+07	2.58638e+07	2.56333e+07	2.66114e+07	2.57729e+07	2.63266e+07
P17854	CYSH_ECOLI	cysH	Phosphoadenosine phosphosulfate reductase	10	10	2.52678e+07	2.56465e+07	2.55938e+07	2.64221e+07	2.56062e+07	2.55462e+07
P17952	MURC_ECOLI	murC	UDP-N-acetylmuramate--L-alanine ligase	8	8	1.25819e+07	1.28026e+07	1.31067e+07	1.24593e+07	1.38919e+07	1.34011e+07
P17993	UBIG_ECOLI	ubiG	3-demethylubiquinone-9 3-methyltransferase	7	7	1.96955e+07	2.0015e+07	1.89951e+07	1.92948e+07	1.97452e+07	1.91052e+07
P18133	PNCB_ECOLI	pncB	Nicotinate phosphoribosyltransferase	11	11	5.30024e+06	5.20573e+06	5.46854e+06	5.18403e+06	5.31141e+06	5.31914e+06
P18196	MINC_ECOLI	minC	Septum site-determining protein MinC	6	6	9.36572e+06	9.81744e+06	9.01621e+06	9.38112e+06	9.29459e+06	9.00427e+06
P18390	YJJA_ECOLI	yjjA	Uncharacterized protein YjjA	4	4	1.43475e+07	1.33812e+07	1.33061e+07	1.23395e+07	1.37368e+07	1.38929e+07
P18392	RSTB_ECOLI	rstB	Sensor protein RstB	3	3	602638	743290	746319	531410	627334	760520
P18393	YBDZ_ECOLI	ybdZ	Uncharacterized protein YbdZ	1	1			2.0721e+06	1.7855e+06	1.40474e+06	
P18775	DMSA_ECOLI	dmsA	Dimethyl sulfoxide reductase DmsA	15	15	1.37832e+07	1.42888e+07	1.38436e+07	1.4469e+07	1.39444e+07	1.37819e+07
P18776	DMSB_ECOLI	dmsB	Anaerobic dimethyl sulfoxide reductase chain B	5	4	9.67934e+06	9.29798e+06	8.92688e+06	9.73813e+06	8.81874e+06	1.00788e+07
P18843	NADE_ECOLI	nadE	NH(3)-dependent NAD(+) synthetase	14	14	9.1316e+07	8.94138e+07	9.02712e+07	9.09024e+07	9.08974e+07	9.30031e+07
P19624	PDXA_ECOLI	pdxA	4-hydroxythreonine-4-phosphate dehydrogenase	4	4	1.84157e+06	1.81484e+06	2.10454e+06	1.91951e+06	2.01793e+06	2.03563e+06
P19926	AGP_ECOLI	agp	Glucose-1-phosphatase	5	5	1.49075e+07	1.49119e+07	1.52268e+07	1.58075e+07	1.5325e+07	1.5981e+07
P19930	HYAD_ECOLI	hyaD	Hydrogenase 1 maturation protease	1	1				5.90055e+06		
P19931	HYAE_ECOLI	hyaE	Hydrogenase-1 operon protein HyaE	2	2	3.95995e+06	3.83559e+06	3.68017e+06	3.56736e+06	3.48936e+06	3.89483e+06
P19934	TOLA_ECOLI	tolA	Protein TolA	4	4	7.74568e+06	8.31923e+06	7.39236e+06	7.46707e+06	7.91599e+06	7.73994e+06
P20083	PARE_ECOLI	parE	DNA topoisomerase 4 subunit B	6	6	9.67414e+06	8.93715e+06	9.16293e+06	9.3553e+06	9.68691e+06	9.28811e+06
P20099	BISC_ECOLI	bisC	Biotin sulfoxide reductase	5	5	1.91419e+06	2.0731e+06	1.4755e+06	1.47167e+06	2.00119e+06	1.4553e+06
P20605	FIC_ECOLI	fic	Probable adenosine monophosphate-protein transferase fic	1	1	2.02772e+06	2.05719e+06	2.10096e+06	2.10033e+06	1.93821e+06	2.12852e+06
P20966	PTFBC_ECOLI	fruA	PTS system fructose-specific EIIBC component	10	10	7.47356e+07	7.43127e+07	7.4108e+07	7.5161e+07	7.27421e+07	7.47499e+07
P21156	CYSD_ECOLI	cysD	Sulfate adenylyltransferase subunit 2	5	5	1.24086e+07	1.25833e+07	1.13597e+07	1.25654e+07	1.2e+07	1.16823e+07
P21165	PEPQ_ECOLI	pepQ	Xaa-Pro dipeptidase	16	16	1.06562e+08	1.04902e+08	1.07334e+08	1.06311e+08	1.03429e+08	1.04785e+08
P21169	DCOR_ECOLI	speC	Ornithine decarboxylase, constitutive	1	1		435563				
P21170	SPEA_ECOLI	speA	Biosynthetic arginine decarboxylase	17	17	3.60288e+07	3.51751e+07	3.58823e+07	3.71352e+07	3.51757e+07	3.37803e+07
P21179	CATE_ECOLI	katE	Catalase HPII	7	7	1.8002e+06	2.08752e+06	1.80662e+06	2.0789e+06	1.93404e+06	1.88803e+06
P21338	RNI_ECOLI	rna	Ribonuclease I	6	6	4.86437e+06	4.42946e+06	4.59201e+06	4.37925e+06	3.83035e+06	4.44553e+06
P21367	YCAC_ECOLI	ycaC	Uncharacterized protein YcaC	7	7	1.17545e+07	1.20059e+07	1.08927e+07	1.02512e+07	1.14553e+07	1.17133e+07
P21369	PNCA_ECOLI	pncA	Pyrazinamidase/nicotinamidase	2	2	6.78697e+06	7.69419e+06	6.6719e+06	7.22609e+06	6.32226e+06	6.07188e+06
P21420	NMPC_ECOLI	nmpC	Putative outer membrane porin protein NmpC	7	7	1.84461e+08	1.73782e+08	1.74158e+08	1.80063e+08	1.93244e+08	1.96119e+08
P21499	RNR_ECOLI	rnr	Ribonuclease R	33	33	1.94842e+07	1.89037e+07	1.93239e+07	1.9223e+07	1.93415e+07	1.96981e+07
P21507	SRMB_ECOLI	srmB	ATP-dependent RNA helicase SrmB	18	18	2.61344e+07	2.73638e+07	2.59371e+07	2.63368e+07	2.57707e+07	2.55612e+07
P21513	RNE_ECOLI	rne	Ribonuclease E	35	35	5.48818e+07	5.43364e+07	5.66654e+07	5.51671e+07	5.63012e+07	5.70748e+07
