Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P0A8W5	YQGE_ECOLI	yqgE	UPF0301 protein YqgE	5	5	1.41377e+07	1.52893e+07	1.37571e+07	1.60989e+07	1.5537e+07	1.39016e+07
P0A8W8	YFBU_ECOLI	yfbU	UPF0304 protein YfbU	10	10	1.0369e+08	1.07985e+08	1.04444e+08	1.11588e+08	1.11405e+08	1.07006e+08
P0A8X0	YJGA_ECOLI	yjgA	UPF0307 protein YjgA	14	14	3.54027e+07	3.80585e+07	3.60858e+07	3.66647e+07	3.78303e+07	3.52103e+07
P0A8X2	YCEI_ECOLI	yceI	Protein YceI	6	6	4.71236e+06	4.79626e+06	4.50059e+06	4.71414e+06	4.56756e+06	4.86812e+06
P0A8Y1	YJJG_ECOLI	yjjG	Pyrimidine 5'-nucleotidase YjjG	2	2	6.19362e+06	6.22454e+06	5.62419e+06	5.7013e+06	5.65807e+06	6.39843e+06
P0A8Y3	YIHX_ECOLI	yihX	Alpha-D-glucose-1-phosphate phosphatase YihX	6	6	9.42879e+06	9.45496e+06	9.30557e+06	9.11926e+06	9.76201e+06	9.09172e+06
P0A8Y5	YIDA_ECOLI	yidA	Sugar phosphatase YidA	9	9	4.45515e+07	4.38998e+07	4.42589e+07	4.32859e+07	4.2986e+07	4.50396e+07
P0A8Z0	YCIA_ECOLI	yciA	Acyl-CoA thioester hydrolase YciA	3	3	1.42698e+07	1.36132e+07	1.48632e+07	1.45433e+07	1.56263e+07	1.49086e+07
P0A8Z3	YBGC_ECOLI	ybgC	Acyl-CoA thioester hydrolase YbgC	3	3	4.11943e+06	4.55747e+06	4.33289e+06	4.56845e+06	4.60178e+06	3.96424e+06
P0A901	BLC_ECOLI	blc	Outer membrane lipoprotein blc	2	2	2.89891e+06	2.58615e+06	3.06975e+06	3.05788e+06	3.12633e+06	3.57733e+06
P0A903	BAMC_ECOLI	bamC	Outer membrane protein assembly factor BamC	14	14	1.34046e+08	1.36201e+08	1.28729e+08	1.28761e+08	1.34037e+08	1.2832e+08
P0A905	SLYB_ECOLI	slyB	Outer membrane lipoprotein SlyB	6	6	1.4738e+08	1.21165e+08	1.40966e+08	1.23807e+08	1.16056e+08	1.41026e+08
P0A908	MIPA_ECOLI	mipA	MltA-interacting protein	8	8	2.21766e+07	2.51217e+07	2.17842e+07	2.5596e+07	2.56519e+07	2.43041e+07
P0A910	OMPA_ECOLI	ompA	Outer membrane protein A	14	14	3.0304e+09	2.93701e+09	2.86893e+09	2.90239e+09	2.93759e+09	2.8268e+09
P0A912	PAL_ECOLI	pal	Peptidoglycan-associated lipoprotein	7	7	4.06362e+08	4.10831e+08	3.98246e+08	4.04876e+08	4.17844e+08	4.09572e+08
P0A915	OMPW_ECOLI	ompW	Outer membrane protein W	6	6	1.11714e+08	1.08052e+08	1.12353e+08	1.09164e+08	1.06089e+08	1.23504e+08
P0A917	OMPX_ECOLI	ompX	Outer membrane protein X	9	9	1.45162e+08	1.30236e+08	1.36797e+08	1.24785e+08	1.28388e+08	1.39755e+08
P0A921	PA1_ECOLI	pldA	Phospholipase A1	6	6	8.09468e+06	8.39068e+06	8.35388e+06	8.3374e+06	8.37605e+06	8.96042e+06
P0A927	TSX_ECOLI	tsx	Nucleoside-specific channel-forming protein tsx	10	10	1.08135e+08	9.91425e+07	9.85375e+07	9.60488e+07	9.42246e+07	1.08709e+08
P0A932	GFCE_ECOLI	gfcE	Putative polysaccharide export protein GfcE	14	14	5.54787e+07	5.61718e+07	5.56441e+07	5.48624e+07	5.57221e+07	5.80219e+07
P0A935	MLTA_ECOLI	mltA	Membrane-bound lytic murein transglycosylase A	8	8	1.73351e+07	1.74681e+07	1.6991e+07	1.82477e+07	1.74813e+07	1.77227e+07
P0A937	BAME_ECOLI	bamE	Outer membrane protein assembly factor BamE	1	1	1.10005e+08	8.97711e+07	9.83064e+07	9.40229e+07	8.86853e+07	9.81259e+07
P0A940	BAMA_ECOLI	bamA	Outer membrane protein assembly factor BamA	39	39	7.6109e+07	7.48601e+07	7.37991e+07	7.35211e+07	7.2046e+07	7.53712e+07
P0A944	RIMI_ECOLI	rimI	Ribosomal-protein-alanine acetyltransferase	3	3	2.65079e+06	3.34158e+06	2.48898e+06	3.54491e+06	2.85804e+06	2.60009e+06
P0A948	RIMJ_ECOLI	rimJ	Ribosomal-protein-alanine acetyltransferase	1	1	930995	1.08778e+06	1.04686e+06	941961	1.06267e+06	1.00845e+06
P0A951	ATDA_ECOLI	speG	Spermidine N(1)-acetyltransferase	4	4	4.00353e+06	4.72625e+06	4.04966e+06	4.18917e+06	4.10104e+06	3.79668e+06
P0A953	FABB_ECOLI	fabB	3-oxoacyl-[acyl-carrier-protein] synthase 1	14	14	1.70951e+08	1.7455e+08	1.67325e+08	1.6798e+08	1.66625e+08	1.65886e+08
P0A955	ALKH_ECOLI	eda	KHG/KDPG aldolase	7	7	1.45119e+08	1.45734e+08	1.45534e+08	1.43159e+08	1.44281e+08	1.43162e+08
P0A959	ALAA_ECOLI	alaA	Glutamate-pyruvate aminotransferase AlaA	8	8	6.51711e+06	7.3372e+06	7.63769e+06	6.21487e+06	7.24444e+06	7.377e+06
P0A962	ASPG1_ECOLI	ansA	L-asparaginase 1	3	3	6.99916e+06	6.541e+06	6.59008e+06	6.21926e+06	5.90663e+06	6.69099e+06
P0A964	CHEW_ECOLI	cheW	Chemotaxis protein CheW	4	4	5.13282e+07	5.191e+07	5.06209e+07	5.18039e+07	5.32411e+07	5.03169e+07
P0A968	CSPD_ECOLI	cspD	Cold shock-like protein CspD	1	1	1.03547e+07	9.78509e+06	9.88382e+06	8.89867e+06	9.86852e+06	9.78757e+06
P0A972	CSPE_ECOLI	cspE	Cold shock-like protein CspE	7	7	1.78169e+09	1.23353e+09	1.77383e+09	1.16943e+09	1.17877e+09	1.77441e+09
P0A978	CSPG_ECOLI	cspG	Cold shock-like protein CspG	4	4	1.3117e+07	1.3046e+07	1.25556e+07	1.36286e+07	1.14739e+07	1.22269e+07
P0A988	DPO3B_ECOLI	dnaN	DNA polymerase III subunit beta	12	12	1.73954e+07	1.60365e+07	1.68619e+07	1.62905e+07	1.67057e+07	1.68248e+07
P0A991	ALF1_ECOLI	fbaB	Fructose-bisphosphate aldolase class 1	12	12	3.62142e+07	3.59376e+07	3.64378e+07	3.61709e+07	3.49191e+07	3.74248e+07
P0A993	F16PA_ECOLI	fbp	Fructose-1,6-bisphosphatase class 1	14	14	9.76805e+07	1.00258e+08	9.76055e+07	1.00305e+08	9.68803e+07	9.86958e+07
P0A996	GLPC_ECOLI	glpC	Anaerobic glycerol-3-phosphate dehydrogenase subunit C	12	12	1.24694e+07	1.26936e+07	1.28441e+07	1.28112e+07	1.22499e+07	1.23427e+07
P0A998	FTNA_ECOLI	ftnA	Ferritin-1	5	5	2.44645e+08	2.50149e+08	2.30499e+08	2.2949e+08	2.45801e+08	2.25225e+08
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	5	5	1.93376e+06	1.7201e+06		1.81886e+06	1.88656e+06	1.77381e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.33488e+08	1.3901e+08	1.29984e+08	1.37797e+08	1.37267e+08	1.33449e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.08843e+08	1.16487e+08	1.06011e+08	1.21865e+08	1.168e+08	1.07716e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	27	26	2.36823e+09	2.30249e+09	2.32683e+09	2.2493e+09	2.30391e+09	2.33557e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	7	7	7.12488e+06	7.54761e+06	7.08644e+06	7.59492e+06	7.76531e+06	6.94799e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	14	14	6.08865e+06	5.83801e+06	6.02756e+06	5.68449e+06	5.59228e+06	6.00591e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	2.67028e+07	2.72423e+07	2.69263e+07	2.69822e+07	2.69937e+07	2.65296e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	25	25	2.00534e+08	1.90664e+08	1.9754e+08	1.89161e+08	1.85106e+08	2.02398e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	12	12	1.59836e+07	1.65053e+07	1.57249e+07	1.58667e+07	1.56679e+07	1.57938e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	1.7495e+07	2.00482e+07	1.8763e+07	1.84036e+07	2.07354e+07	1.93422e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.58003e+07	1.60723e+07	1.57673e+07	1.53262e+07	1.52281e+07	1.50874e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.53866e+08	1.61781e+08	1.51415e+08	1.52856e+08	1.59202e+08	1.50005e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	5	5	3.48149e+07	3.40442e+07	3.49415e+07	3.56946e+07	3.35734e+07	3.42604e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	4	4	3.0382e+06	3.28709e+06	4.18694e+06	4.33287e+06	3.25353e+06	3.67762e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	12	12	1.38257e+07	1.43409e+07	1.46082e+07	1.45408e+07	1.32436e+07	1.51079e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	2	2	825907	773017	688344	652408	550464	723573
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	3.83606e+06	3.3143e+06	3.69852e+06	3.39198e+06	3.49514e+06	3.67713e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	12	12	2.44872e+07	2.61393e+07	2.60707e+07	2.55225e+07	2.66668e+07	2.52297e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	8	8	9.91694e+06	1.01495e+07	9.83505e+06	1.01553e+07	9.94581e+06	1.04578e+07
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	5	5	5.32871e+06	6.43446e+06	5.58648e+06	5.31676e+06	5.97276e+06	5.04014e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3	2.65525e+06	3.27407e+06	2.59769e+06	3.14431e+06	3.92711e+06	3.07164e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	3	3	4.71242e+06	4.41924e+06	5.33888e+06	3.53704e+06	4.71738e+06	4.41886e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.71128e+07	1.70913e+07	1.69186e+07	1.63397e+07	1.64874e+07	1.70845e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	9	9	6.26335e+06	6.01462e+06	6.11192e+06	5.33946e+06	5.89901e+06	6.27611e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.60699e+07	3.60741e+07	3.61781e+07	3.46614e+07	3.53574e+07	3.66877e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	8.3894e+06	7.19583e+06	7.76935e+06	6.80583e+06	7.6027e+06	7.64919e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.30876e+07	2.04003e+07	1.92053e+07	1.85461e+07	2.06269e+07	2.35297e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	4.98064e+07	4.5143e+07	4.78062e+07	4.33661e+07	4.66477e+07	4.69597e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	6.57231e+06	6.73305e+06	6.56335e+06	6.22934e+06	6.40565e+06	6.94234e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	5	5	1.0227e+07	1.09203e+07	1.06619e+07	1.1083e+07	1.05998e+07	1.06104e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	8.83555e+06	9.21813e+06	8.55621e+06	9.05393e+06	9.13299e+06	8.30097e+06
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.7026e+07	2.64975e+07	2.60988e+07	2.59627e+07	2.62004e+07	2.72279e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	5	5	7.46821e+06	1.12342e+07	1.03254e+07	9.55946e+06	1.10089e+07	1.07385e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	4	4	4.67165e+08	4.48201e+08	5.42745e+08	4.52201e+08	4.44064e+08	5.59963e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.60589e+08	1.50644e+08	1.56603e+08	1.55279e+08	1.50846e+08	1.53372e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	1.71964e+07	1.58798e+07	1.70991e+07	1.68698e+07	1.55757e+07	1.67941e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.10848e+07	1.31708e+07	1.19676e+07	1.50303e+07	1.68912e+07	1.25475e+07
P0A9M0	LON_ECOLI	lon	Lon protease	35	35	4.63597e+07	4.47327e+07	4.58071e+07	4.4246e+07	4.43567e+07	4.69589e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	9	9	2.96172e+07	3.14621e+07	2.81149e+07	3.19866e+07	3.15428e+07	2.95677e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	9	9	2.30827e+08	2.36122e+08	2.2784e+08	2.33735e+08	2.2717e+08	2.23006e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	33	33	2.09965e+08	2.08837e+08	2.15391e+08	2.04985e+08	2.11871e+08	2.16331e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	6	6	2.24492e+07	2.1445e+07	2.12498e+07	2.20042e+07	2.25147e+07	2.04152e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	4	4	447750	530848	409069	457807	459565	356755
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	30	30	1.91048e+08	1.87169e+08	1.86646e+08	1.82084e+08	1.88731e+08	1.85965e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	13	13	6.69906e+07	6.34198e+07	6.55177e+07	6.34744e+07	6.50709e+07	6.62807e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	29	29	3.8541e+07	4.10853e+07	3.94113e+07	4.03204e+07	4.00307e+07	3.8127e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.34432e+08	2.22377e+08	2.30152e+08	2.13715e+08	2.25714e+08	2.39542e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.11967e+08	1.28579e+08	1.15869e+08	1.24715e+08	1.28381e+08	1.17365e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	52	52	8.88033e+08	8.49012e+08	8.70185e+08	8.40575e+08	8.62222e+08	8.62705e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	11	11	9.83125e+07	1.00418e+08	9.5695e+07	9.86289e+07	1.02903e+08	9.22221e+07
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.2112e+07	6.48713e+07	6.32688e+07	6.21272e+07	6.3463e+07	6.62004e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.25421e+07	1.30212e+07	1.24103e+07	1.21641e+07	1.32538e+07	1.23289e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	4	4	1.74286e+06	1.81342e+06	1.69229e+06	1.91164e+06	1.96698e+06	1.62908e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	8.03359e+07	9.2544e+07	7.61476e+07	8.8458e+07	9.1454e+07	7.72671e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.23375e+07	4.33949e+07	4.19381e+07	4.0682e+07	4.25065e+07	4.24643e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	9	9	3.35972e+07	3.40437e+07	3.32475e+07	3.38572e+07	3.40682e+07	3.39464e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	4	4	6.01432e+06	7.52978e+06	7.24877e+06	7.0414e+06	7.69035e+06	6.21041e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	1.49176e+06	1.5804e+06	1.6121e+06	1.39641e+06	1.57289e+06	1.47014e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	1.50443e+06	1.86451e+06	2.09766e+06	1.32168e+06	2.04465e+06	2.01762e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.11228e+07	3.04244e+07	3.17239e+07	3.15268e+07	3.10024e+07	3.1238e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.42199e+07	2.45691e+07	2.50994e+07	2.43333e+07	2.44283e+07	2.49712e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	8.97617e+06	8.58701e+06	8.82297e+06		8.11062e+06	8.02436e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	28	28	7.02724e+07	7.27715e+07	6.94255e+07	6.87712e+07	7.42155e+07	6.92909e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	4.74773e+07	5.13895e+07	4.64769e+07	4.96636e+07	4.6874e+07	4.79616e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	1.89032e+07	1.85484e+07	1.91603e+07	1.94875e+07	1.96589e+07	1.85434e+07
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	14	14	7.06853e+07	6.83774e+07	6.69006e+07	7.14448e+07	7.08269e+07	6.88976e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.5459e+08	2.32284e+08	2.54019e+08	2.33357e+08	2.36733e+08	2.5878e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	8	8	1.45714e+09	1.23152e+09	1.41341e+09	1.24299e+09	1.24572e+09	1.4278e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	7.44692e+07	8.10925e+07	8.64304e+07	7.95771e+07	8.00974e+07	8.53686e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5	3.12155e+08	1.88983e+08	3.03888e+08	1.77515e+08	1.7373e+08	3.15924e+08
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.12257e+08	6.01208e+08	6.01732e+08	6.26072e+08	6.21252e+08	6.27085e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.21893e+07	4.3734e+07	4.32062e+07	4.4087e+07	4.61993e+07	4.45546e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.16634e+08	3.44894e+08	3.12832e+08	3.37321e+08	3.46118e+08	3.29028e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.40731e+07	2.20311e+07	2.14217e+07	2.19735e+07	2.2407e+07	2.4478e+07
P0AA37	RLUA_ECOLI	rluA	Ribosomal large subunit pseudouridine synthase A	2	2	1.16e+06	1.13746e+06	1.22798e+06	1.11463e+06	1.46912e+06	1.20382e+06
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	1.14565e+07	1.25448e+07	1.32916e+07	1.17036e+07	1.41487e+07	1.18087e+07
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	3	3	1.58228e+07	1.54193e+07	1.41222e+07	1.9299e+07	1.90888e+07	1.48228e+07
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	8	8	1.73887e+07	1.71767e+07	1.71465e+07	1.64201e+07	1.82867e+07	1.70088e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	3.40119e+06	4.63082e+06	3.26321e+06	4.18771e+06	4.1861e+06	4.25094e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	2	2	5.4245e+06	5.49938e+06	7.43554e+06			5.22968e+06
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	4.41361e+06	4.40595e+06	4.49608e+06	3.7532e+06	3.86643e+06	3.93663e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	2.91177e+06	2.99528e+06	3.0649e+06	3.00042e+06	3.0739e+06	3.03788e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	3	3	1.05746e+06	1.06504e+06	858570	1.04188e+06	1.09854e+06	714113
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	4.63781e+06	5.05184e+06	4.74266e+06	4.98511e+06	4.838e+06	4.83643e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	2	2	3.80619e+06	3.09662e+06	3.95907e+06	2.71429e+06	2.85524e+06	3.56319e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	4.39062e+07	4.39746e+07	4.24647e+07	4.12949e+07	4.48015e+07	4.44016e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.22406e+07	1.19777e+07	1.13124e+07	1.11162e+07	1.20221e+07	1.24144e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11	1.24036e+08	1.27511e+08	1.20983e+08	1.27554e+08	1.31019e+08	1.26115e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.71654e+07	1.37311e+07	1.84859e+07	1.75509e+07	1.42768e+07	1.9564e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	9	9	4.48595e+07	4.27617e+07	4.23179e+07	4.24364e+07	4.33695e+07	4.27469e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	6	6	3.78161e+07	3.76199e+07	3.62593e+07	4.19233e+07	3.9127e+07	3.82039e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	2.29388e+06	5.54346e+06	2.61335e+06	4.83005e+06	5.03628e+06	2.68667e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	2	2	2.83982e+06	3.05791e+06	2.87684e+06	2.41715e+06	3.077e+06	2.54665e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	4	4	1.90144e+06	2.61975e+06	2.5556e+06	2.18922e+06	2.36529e+06	2.33891e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	2	2	1.67915e+06	1.59831e+06	1.68648e+06	1.62772e+06	1.82556e+06	1.7577e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	24	24	7.21136e+07	7.05874e+07	7.21586e+07	6.90062e+07	6.8157e+07	6.97637e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	9	9	1.83069e+08	1.94955e+08	1.81957e+08	1.91215e+08	1.91644e+08	1.8943e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	7.08971e+07	7.53908e+07	7.26572e+07	7.70796e+07	7.89436e+07	6.94371e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.77237e+07	1.76918e+07	1.65192e+07	1.61089e+07	1.7998e+07	1.74385e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	1.53272e+07	2.12591e+07	1.3927e+07	1.29763e+07	1.98324e+07	1.36761e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.23116e+07	2.08516e+07	2.09493e+07	1.99589e+07	1.95444e+07	2.18083e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	3	3	4.0578e+06	4.63519e+06	4.45348e+06	4.11616e+06	4.51107e+06	4.40811e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2	375199	429154	494542	522001	428637	434709
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1	2.42388e+06	2.06609e+06	2.3677e+06	2.39623e+06	2.13248e+06	2.25105e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	7	7	1.20955e+07	1.22247e+07	1.17819e+07	1.13038e+07	1.16389e+07	1.16806e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	6.44937e+06	4.74547e+06	5.5711e+06	4.41204e+06	5.25348e+06	5.35186e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.06209e+06	1.13902e+06	965149	977349	1.25301e+06	1.26531e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.4202e+07	1.63799e+07	1.49133e+07	1.58686e+07	1.62572e+07	1.4417e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.51471e+07	1.5649e+07	1.54686e+07	1.65164e+07	1.56416e+07	1.66747e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	6	6	1.12199e+07	1.39364e+07	1.17769e+07	1.23819e+07	1.27802e+07	1.22127e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	4	4	718974	739308	748929	770256	646016	792274
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.48946e+07	1.52289e+07	1.55962e+07	1.60637e+07	1.59647e+07	1.54898e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	2.90997e+06	2.73657e+06	3.04815e+06	2.778e+06	2.69271e+06	2.91002e+06
