Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_5fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_10fmol_inj1r.mzML
P00490	P00490		malP		5.92968e+06	5.66721e+06	5.63055e+06	6.01584e+06	5.97002e+06	5.01845e+06
P00509	P00509		aspC		2.00043e+07	1.94524e+07	1.98389e+07	1.9463e+07	1.93656e+07	1.92635e+07
P00550	P00550		mtlA		3.37509e+06	3.5793e+06	3.55792e+06	3.06186e+06	3.38221e+06	3.31178e+06
P00561	P00561		thrA		2.52741e+06	2.5677e+06	2.46771e+06	2.49823e+06	2.54571e+06	2.68929e+06
P00562	P00562		metL		3.2059e+06	3.21185e+06	3.26627e+06	3.12488e+06	3.13545e+06	3.30114e+06
P00579	P00579		rpoD		9.07077e+06	8.93987e+06	9.1377e+06	8.94249e+06	8.93144e+06	8.55375e+06
P00582	P00582		polA		6.9743e+06	6.98346e+06	6.89314e+06	7.12079e+06	6.81068e+06	6.5502e+06
P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)	P00709ups|LALBA_HUMAN_UPS Alpha-lactalbumin (Chain 20-142) - Homo sapiens (Human)				414279	1.05107e+06	994541	573952	471565	705931
P00803	P00803		lepB		5.14401e+06	5.45796e+06	5.23776e+06	4.90213e+06	5.04593e+06	4.45753e+06
P00805	P00805		ansB		1.99211e+07	2.02024e+07	2.00464e+07	2.02055e+07	2.05717e+07	1.83251e+07
P00811	P00811		ampC		897304	966277	938301	989009	825731	827820
P00864	P00864		ppc		1.1906e+07	1.18511e+07	1.20266e+07	1.18396e+07	1.1545e+07	1.16615e+07
P00887	P00887		aroH		2.85972e+06	2.59751e+06	2.80016e+06	2.95059e+06	2.87229e+06	2.75557e+06
P00888	P00888		aroF		1.81712e+06	1.84877e+06	1.89434e+06	1.7935e+06	1.7991e+06	1.66376e+06
P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)	P00915ups|CAH1_HUMAN_UPS Carbonic anhydrase 1 (Chain 2-261) - Homo sapiens (Human)				1.12128e+07	1.7073e+07	1.76488e+07	1.08165e+07	1.18986e+07	1.89919e+07
P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)	P00918ups|CAH2_HUMAN_UPS Carbonic anhydrase 2 (Chain 2-260) - Homo sapiens (Human)				2.96829e+06	5.5575e+06	5.7252e+06	2.99654e+06	2.89975e+06	5.74137e+06
P00934	P00934		thrC		4.54234e+06	4.70943e+06	4.63531e+06	4.58585e+06	4.71934e+06	4.49823e+06
P00946	P00946		manA		1.14535e+07	1.15568e+07	1.14851e+07	1.14282e+07	1.14439e+07	1.1696e+07
P00954	P00954		trpS		1.39873e+07	1.48073e+07	1.4349e+07	1.39659e+07	1.39481e+07	1.43226e+07
P00956	P00956		ileS		2.74437e+07	2.77931e+07	2.78741e+07	2.76929e+07	2.76093e+07	2.57714e+07
P00957	P00957		alaS		1.55258e+07	1.55426e+07	1.5564e+07	1.57287e+07	1.5352e+07	1.43355e+07
P00959	P00959		metG		1.85093e+07	1.88465e+07	1.90116e+07	1.86419e+07	1.8446e+07	1.83021e+07
P00960	P00960		glyQ		6.42175e+06	6.67851e+06	6.54172e+06	6.33083e+06	6.4278e+06	6.68926e+06
P00961	P00961		glyS		1.40936e+07	1.44415e+07	1.43721e+07	1.40108e+07	1.38516e+07	1.30505e+07
P00962	P00962		glnS		1.08016e+07	1.09736e+07	1.09078e+07	1.09419e+07	1.0794e+07	9.88234e+06
P00963	P00963		asnA		1.83006e+07	1.97422e+07	1.90457e+07	1.85042e+07	1.93181e+07	1.76601e+07
P00968	P00968		carB		4.17424e+06	4.27582e+06	4.2612e+06	4.09225e+06	4.19778e+06	4.3251e+06
P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)	P01008ups|ANT3_HUMAN_UPS Antithrombin-III (Chain 33-464) - Homo sapiens (Human)				2.52288e+06	4.98441e+06	4.73144e+06	2.70049e+06	2.49879e+06	4.47272e+06
P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)	P01031ups|CO5_HUMAN_UPS Complement C5 (C5a anaphylatoxin) (Chain 678-751) - Homo sapiens (Human)				2.79313e+06	5.83311e+06	5.60742e+06	2.8914e+06	2.5782e+06	5.46165e+06
P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)	P01112ups|RASH_HUMAN_UPS GTPase HRas (Chain 1-189) - Homo sapiens (Human)				2.5647e+06	4.38022e+06	4.45255e+06	2.43397e+06	2.47576e+06	4.2964e+06
P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)	P01127ups|PDGFB_HUMAN_UPS Platelet-derived growth factor B chain (Chain 82-190) - Homo sapiens (Human)				2.82549e+06	5.59138e+06	5.59094e+06	2.86591e+06	2.91956e+06	5.70067e+06
P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)	P01133ups|EGF_HUMAN_UPS Pro-Epidermal growth factor (EGF) (Chain 971-1023) - Homo sapiens (Human)				2.22091e+06	4.33983e+06	4.31025e+06	2.33422e+06	2.17467e+06	4.63043e+06
P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)	P01344ups|IGF2_HUMAN_UPS Insulin-like growth factor II (Chain 25-91) - Homo sapiens (Human)				4.29318e+06	8.34436e+06	8.63544e+06	4.51333e+06	4.43698e+06	9.25027e+06
P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)	P01375ups|TNFA_HUMAN_UPS Tumor necrosis factor, soluble form (Chain 77-233) - Homo sapiens (Human)				841888	1.61374e+06	1.63396e+06	902423	909388	1.60049e+06
P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)	P01579ups|IFNG_HUMAN_UPS Interferon Gamma (Chain 23-166) - Homo sapiens (Human)				2.94924e+06	6.1501e+06	5.66802e+06	3.25707e+06	3.05167e+06	6.25886e+06
P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)	P02144ups|MYG_HUMAN_UPS Myoglobin (Chain 2-154) - Homo sapiens (Human)				2.87229e+06	5.45403e+06	5.71287e+06	3.00121e+06	2.75074e+06	5.40511e+06
P02358	P02358		rpsF		1.28256e+08	1.23757e+08	1.20892e+08	1.2529e+08	1.22026e+08	8.6637e+07
P02359	P02359		rpsG		1.76094e+08	1.74057e+08	1.74952e+08	1.77844e+08	1.7386e+08	1.65458e+08
P02413	P02413		rplO		1.32862e+08	1.2967e+08	1.31204e+08	1.3291e+08	1.33445e+08	1.13433e+08
P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)	P02753ups|RETBP_HUMAN_UPS Retinol-binding protein 4 (Chain 19-201) - Homo sapiens (Human)				474816	876869	792298	492067	555611	798526
P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)	P02768ups|ALBU_HUMAN_UPS Serum albumin (Chain 26-609) - Homo sapiens (Human)				5.39305e+06	1.02312e+07	1.02908e+07	5.55025e+06	5.43882e+06	1.03402e+07
P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)	P02787ups|TRFE_HUMAN_UPS Serotransferrin (Chain 20-698) - Homo sapiens (Human)				5.14201e+06	1.01133e+07	9.85412e+06	5.18018e+06	5.23927e+06	9.38397e+06
P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)	P02788ups|TRFL_HUMAN_UPS Lactotransferrin (Chain 20-710) - Homo sapiens (Human)				3.00869e+06	5.73966e+06	5.71332e+06	3.08082e+06	3.05348e+06	6.11056e+06
P02918	P02918		mrcA		939216	989964	1.00768e+06	914903	956711	1.08097e+06
P02919	P02919		mrcB		1.75521e+06	1.83649e+06	1.64955e+06	1.62914e+06	1.63268e+06	1.67452e+06
P02925	P02925		rbsB		9.27868e+06	9.21724e+06	9.36087e+06	9.2319e+06	9.45896e+06	9.19508e+06
P02930	P02930		tolC		2.63718e+07	2.52546e+07	2.54841e+07	2.62756e+07	2.6183e+07	2.59187e+07
P02931	P02931		ompF		3.89269e+07	3.80761e+07	3.88284e+07	3.78541e+07	3.86555e+07	4.13665e+07
P02942	P02942		tsr		1.12447e+07	1.14456e+07	1.13689e+07	1.13825e+07	1.13005e+07	1.09846e+07
P02943	P02943		lamB		1.40595e+06	1.53397e+06	1.54775e+06	1.4009e+06	1.41758e+06	1.4966e+06
P03004	P03004		dnaA		1.93419e+06	1.84554e+06	2.00747e+06	1.84133e+06	1.92904e+06	1.98336e+06
P03018	P03018		uvrD		1.89983e+06	1.80186e+06	1.85889e+06	1.77682e+06	1.84022e+06	2.0315e+06
P03817	P03817		mioC		7.68545e+06	7.54538e+06	7.85382e+06	7.92225e+06	7.44312e+06	7.15884e+06
P03841	P03841		malM		1.03812e+07	1.00958e+07	1.02099e+07	1.02834e+07	1.02809e+07	9.60695e+06
P04036	P04036		dapB		4.92565e+06	4.77086e+06	4.64124e+06	4.76518e+06	4.73922e+06	4.43557e+06
P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)	P04040ups|CATA_HUMAN_UPS Catalase (Chain 2-527) - Homo sapiens (Human)				755423	1.38509e+06	1.48784e+06	745801	661426	1.40585e+06
P04079	P04079		guaA		2.08002e+07	2.08114e+07	2.05592e+07	2.05136e+07	2.07625e+07	1.94759e+07
P04335	P04335		frsA		4.50771e+06	4.50958e+06	4.6153e+06	4.75807e+06	4.64822e+06	4.41316e+06
P04425	P04425		gshB		1.2916e+07	1.33674e+07	1.35773e+07	1.31466e+07	1.28269e+07	1.26764e+07
P04693	P04693		tyrB		3.99924e+06	4.0036e+06	3.9776e+06	4.17289e+06	3.64745e+06	4.49052e+06
P04805	P04805		gltX		2.37679e+07	2.32836e+07	2.3485e+07	2.35723e+07	2.36262e+07	2.30766e+07
P04825	P04825		pepN		1.7123e+07	1.78326e+07	1.78487e+07	1.7274e+07	1.77169e+07	1.60796e+07
P04846	P04846		nlpA		3.36123e+06	3.16269e+06	3.18328e+06	3.54074e+06	3.1555e+06	3.3242e+06
P04949	P04949		fliC		4.14785e+07	3.85093e+07	3.84282e+07	4.22145e+07	4.15272e+07	3.573e+07
P04951	P04951		kdsB		5.62354e+06	5.58767e+06	5.37451e+06	5.74402e+06	5.69104e+06	5.49653e+06
P04982	P04982		rbsD		1.15039e+06	1.16675e+06	1.15424e+06	1.05428e+06	1.13363e+06	1.0416e+06
P04995	P04995		sbcB		1.14216e+07	1.27292e+07	1.308e+07	1.12652e+07	1.22332e+07	1.26964e+07
P05020	P05020		pyrC		6.47583e+06	6.37807e+06	6.37136e+06	6.62186e+06	6.73957e+06	6.01006e+06
P05041	P05041		pabB		1.78604e+06	1.67866e+06	1.95251e+06	1.86225e+06	1.75317e+06	2.16065e+06
P05055	P05055		pnp		4.64071e+07	4.65304e+07	4.64933e+07	4.6509e+07	4.53849e+07	4.42403e+07
P05100	P05100		tag		1.96014e+06	1.63507e+06	1.58385e+06	1.68247e+06	2.10592e+06	1.67966e+06
P05194	P05194		aroD		996056	1.16667e+06	1.18799e+06	1.01854e+06	1.03484e+06	1.25035e+06
P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)	P05413ups|FABPH_HUMAN_UPS Fatty acid-binding protein, heart (Chain 2-133) - Homo sapiens (Human)				4.37594e+06	7.38508e+06	7.65915e+06	4.27099e+06	4.20894e+06	7.01686e+06
P05458	P05458		ptrA		821462	896083	855640	894681	847516	982492
P05459	P05459		pdxB		6.27616e+06	5.97414e+06	6.08522e+06	6.26605e+06	6.20995e+06	5.90107e+06
P05637	P05637		apaH		1.56094e+06	1.26774e+06	1.42121e+06	1.5287e+06	1.44657e+06	1.36331e+06
P05719	P05719		hsdS		1.47367e+06	1.36583e+06	1.3643e+06	1.42957e+06	1.3509e+06	1.45496e+06
P05791	P05791		ilvD		3.45344e+06	3.34626e+06	3.33137e+06	3.48566e+06	3.30883e+06	3.4356e+06
P05793	P05793		ilvC		5.70095e+06	5.6276e+06	5.41378e+06	5.69258e+06	5.30163e+06	5.27593e+06
P05825	P05825		fepA		2.06229e+06	2.09414e+06	2.04144e+06	2.03789e+06	2.11142e+06	2.02777e+06
P05852	P05852		gcp		2.66341e+06	2.78283e+06	2.81451e+06	2.75716e+06	2.85364e+06	2.9136e+06
P06129	P06129		btuB		1.52647e+07	1.64131e+07	1.61921e+07	1.55088e+07	1.50691e+07	1.50782e+07
P06149	P06149		dld		7.52954e+06	7.4815e+06	7.6509e+06	7.2864e+06	7.11645e+06	6.14113e+06
P06282	P06282		cdh		2.5892e+06	2.44593e+06	2.53302e+06	2.48968e+06	2.52579e+06	2.70041e+06
P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)	P06396ups|GELS_HUMAN_UPS Gelsolin (Chain 28-782) - Homo sapiens (Human)				1.37938e+06	2.37783e+06	2.52583e+06	1.26494e+06	1.17073e+06	2.61226e+06
P06610	P06610		btuE		9.13605e+06	9.90849e+06	9.65426e+06	8.9473e+06	9.36786e+06	8.73362e+06
P06612	P06612		topA		5.89222e+06	6.01562e+06	5.95468e+06	6.17371e+06	5.84797e+06	6.3234e+06
P06616	P06616		era		3.98702e+06	4.14124e+06	4.18376e+06	4.03678e+06	3.88751e+06	3.96467e+06
P06709	P06709		birA		970149	961418	977356	967349	1.10837e+06	1.02289e+06
P06710	P06710		dnaX		1.42801e+06	1.23231e+06	1.34771e+06	1.45376e+06	1.39081e+06	1.34991e+06
P06715	P06715		gor		4.50184e+06	4.6641e+06	4.6295e+06	4.41067e+06	4.37494e+06	4.49836e+06
P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)	P06732ups|KCRM_HUMAN_UPS Creatine kinase M-type (Chain 1-381) - Homo sapiens (Human)				2.01008e+06	3.74464e+06	3.87043e+06	1.95703e+06	1.98881e+06	3.74138e+06
P06846	P06846		ebgR		1.82321e+06	2.12747e+06	2.1195e+06	1.80931e+06	2.00891e+06	2.23685e+06
P06959	P06959		aceF		6.71345e+07	6.67297e+07	6.63045e+07	6.65519e+07	6.56068e+07	5.93575e+07
P06961	P06961		cca		831678	1.0895e+06	1.1017e+06	824023	874351	1.19267e+06
P06966	P06966		dicA		3.40954e+06	4.5071e+06	4.11983e+06	3.44314e+06	3.52749e+06	4.15218e+06
P06968	P06968		dut		8.17596e+06	8.62033e+06	8.53203e+06	8.24652e+06	8.14577e+06	8.32148e+06
P06971	P06971		fhuA		1.32535e+07	1.34504e+07	1.32753e+07	1.31662e+07	1.32972e+07	1.30565e+07
P06974	P06974		fliM		1.83404e+06	1.81596e+06	1.7562e+06	1.69838e+06	1.76549e+06	1.65234e+06
P06983	P06983		hemC		1.17487e+07	1.08017e+07	1.11646e+07	1.15531e+07	1.15262e+07	1.02992e+07
P06986	P06986		hisC		3.28632e+06	3.13508e+06	3.29301e+06	3.40371e+06	3.38314e+06	3.24297e+06
P06987	P06987		hisB		1.16815e+06	1.19582e+06	1.26855e+06	1.15483e+06	1.16772e+06	1.14672e+06
P06988	P06988		hisD		3.94428e+06	3.87344e+06	3.67891e+06	4.05964e+06	4.13196e+06	3.82792e+06
P06992	P06992		rsmA		2.01704e+06	2.11133e+06	2.19879e+06	2.13925e+06	2.06876e+06	2.20213e+06
P06996	P06996		ompC		2.10977e+08	2.06448e+08	2.09471e+08	2.13828e+08	2.0748e+08	1.94138e+08
P06999	P06999		pfkB		1.19621e+06	1.11785e+06	1.22244e+06	1.34228e+06	1.17503e+06	1.27117e+06
P07000	P07000		pldB		602613	517427	521426	580295	557118	500852
P07001	P07001		pntA		5.56037e+06	5.73808e+06	5.87731e+06	5.81654e+06	5.58461e+06	5.79108e+06
P07003	P07003		poxB		2.1787e+06	2.22446e+06	2.35215e+06	2.29313e+06	2.30502e+06	2.15359e+06
P07004	P07004		proA		5.19453e+06	5.25552e+06	5.22894e+06	5.0612e+06	5.16076e+06	5.01236e+06
P07012	P07012		prfB		9.12355e+06	9.44063e+06	9.44238e+06	8.76768e+06	9.05925e+06	8.97052e+06
P07014	P07014		sdhB		1.59766e+06	1.69738e+06	1.7301e+06	1.67098e+06	1.55319e+06	1.60291e+06
P07017	P07017		tar		3.2195e+06	3.29506e+06	3.3317e+06	3.12536e+06	3.2435e+06	2.7549e+06
P07021	P07021		yfiB		907244	881356	882929	936130	899869	755478
P07023	P07023		tyrA		2.52203e+06	2.67242e+06	2.56101e+06	2.53124e+06	2.52984e+06	2.5924e+06
P07024	P07024		ushA		4.93806e+06	4.88309e+06	5.00986e+06	4.94987e+06	5.108e+06	5.27784e+06
P07026	P07026		sdiA		1.75477e+06	1.91258e+06	1.97467e+06	1.89638e+06	1.71103e+06	1.66831e+06
P07118	P07118		valS		2.54662e+07	2.54836e+07	2.52389e+07	2.54591e+07	2.52604e+07	2.3597e+07
P07330	P07330		cheB		1.47416e+06	1.47869e+06	1.51845e+06	1.36265e+06	1.38498e+06	1.49797e+06
P07363	P07363		cheA		1.54297e+06	1.71428e+06	1.74521e+06	1.65326e+06	1.56505e+06	1.48765e+06
P07395	P07395		pheT		1.66569e+07	1.66272e+07	1.66911e+07	1.65046e+07	1.62331e+07	1.57554e+07
P07604	P07604		tyrR		2.3987e+06	2.40788e+06	2.43271e+06	2.34241e+06	2.3176e+06	2.523e+06
P07639	P07639		aroB		3.35706e+06	3.03082e+06	3.0952e+06	3.22762e+06	3.26598e+06	2.8001e+06
P07649	P07649		truA		2.04022e+06	2.1035e+06	2.12927e+06	2.04306e+06	1.93995e+06	2.28462e+06
P07650	P07650		deoA		6.35003e+06	6.36161e+06	6.52205e+06	6.41881e+06	6.42061e+06	6.07062e+06
P07658	P07658		fdhF		1.25816e+06	1.2422e+06	1.22994e+06	1.13281e+06	1.18053e+06	1.09666e+06
P07762	P07762		glgB		3.73349e+06	3.74679e+06	3.88126e+06	3.6905e+06	3.85675e+06	3.96877e+06
P07813	P07813		leuS		1.48191e+07	1.52983e+07	1.53397e+07	1.47708e+07	1.48995e+07	1.43631e+07
P07862	P07862		ddlB		6.10534e+06	6.15346e+06	6.21515e+06	5.88903e+06	5.80877e+06	5.94408e+06
P07913	P07913		tdh		4.46149e+06	4.5964e+06	4.56564e+06	4.31146e+06	4.44274e+06	4.29105e+06
P08178	P08178		purM		1.81362e+06	1.82148e+06	1.83132e+06	1.75861e+06	1.86169e+06	1.79215e+06
P08179	P08179		purN		2.81002e+06	2.64647e+06	3.03426e+06	2.70006e+06	2.78582e+06	2.93294e+06
P08189	P08189		fimF		894169	828372	796269	856474	896744	684575
P08190	P08190		fimG		1.50789e+06	1.73837e+06	1.46935e+06	1.53317e+06	1.55674e+06	1.36125e+06
P08191	P08191		fimH		2.8029e+06	2.9277e+06	2.82522e+06	2.91858e+06	2.99142e+06	3.28385e+06
P08192	P08192		folC		3.33333e+06	3.3004e+06	3.25841e+06	3.38129e+06	3.26243e+06	3.51274e+06
P08200	P08200		icd		2.42479e+07	2.58716e+07	2.48507e+07	2.35958e+07	2.34575e+07	2.24664e+07
P08201	P08201		nirB		5.25155e+06	5.44554e+06	5.4263e+06	5.17602e+06	5.27732e+06	5.53893e+06
P08244	P08244		pyrF		9.98421e+06	9.53423e+06	9.84267e+06	9.73243e+06	1.00695e+07	9.59017e+06
P08245	P08245		yciH		846454	787656	764983	813189	796258	707387
P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)	P08263ups|GSTA1_HUMAN_UPS Glutathione S-transferase A1 (Chain 2-222) - Homo sapiens (Human)				2.72627e+06	5.25848e+06	5.3469e+06	2.64173e+06	2.69688e+06	3.43169e+06
P08312	P08312		pheS		1.47299e+07	1.44964e+07	1.44074e+07	1.47032e+07	1.43438e+07	1.3958e+07
P08331	P08331		cpdB		3.34656e+06	3.29717e+06	3.33438e+06	3.34939e+06	3.1539e+06	3.12529e+06
P08337	P08337		mutT		987145	1.14939e+06	1.12726e+06	989163	957503	1.05357e+06
P08373	P08373		murB		1.73693e+06	1.84749e+06	1.85096e+06	1.68355e+06	1.76451e+06	1.86485e+06
P08390	P08390		usg		5.50926e+06	5.4948e+06	5.38862e+06	5.69946e+06	5.59035e+06	4.86185e+06
P08395	P08395		sppA		2.21095e+06	2.40939e+06	2.23354e+06	2.24866e+06	2.41466e+06	2.33274e+06
P08506	P08506		dacC		6.46388e+06	6.58056e+06	6.61401e+06	6.25107e+06	6.47861e+06	6.56262e+06
P08622	P08622		dnaJ		6.76003e+06	7.00874e+06	7.00856e+06	6.64924e+06	6.68307e+06	6.80195e+06
P08660	P08660		lysC		2.52572e+06	2.37879e+06	2.60854e+06	2.56032e+06	2.64928e+06	2.72525e+06
P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)	P08758ups|ANXA5_HUMAN_UPS Annexin A5 (Chain 2-320) - Homo sapiens (Human)				2.10799e+06	4.73531e+06	4.71521e+06	2.25293e+06	2.25406e+06	5.00697e+06
P08839	P08839		ptsI		3.47384e+07	3.61059e+07	3.52699e+07	3.53125e+07	3.43176e+07	3.3554e+07
P08956	P08956		hsdR		1.57257e+06	1.50528e+06	1.60025e+06	1.68851e+06	1.54274e+06	1.40728e+06
P08957	P08957		hsdM		1.23075e+07	1.20869e+07	1.20546e+07	1.23186e+07	1.21324e+07	1.18485e+07
P09029	P09029		purK		1.04048e+06	1.19546e+06	1.2221e+06	1.09733e+06	1.08211e+06	1.39937e+06
P09030	P09030		xthA		3.4067e+06	3.69692e+06	3.66368e+06	3.52626e+06	3.47412e+06	3.69626e+06
P09126	P09126		hemD		1.20389e+06	1.11658e+06	1.11524e+06	1.19002e+06	1.17143e+06	1.16047e+06
P09127	P09127		hemX		9.53629e+06	9.65966e+06	9.54465e+06	9.45044e+06	9.89995e+06	8.77321e+06
P09147	P09147		galE		9.3274e+06	9.56185e+06	9.34186e+06	9.25545e+06	9.31284e+06	9.60421e+06
P09148	P09148		galT		1.49245e+06	1.61403e+06	1.59763e+06	1.4024e+06	1.39978e+06	1.5231e+06
P09152	P09152		narG		5.2204e+06	5.46774e+06	5.43198e+06	5.20642e+06	5.3082e+06	5.40467e+06
P09155	P09155		rnd		2.24202e+06	2.28071e+06	2.423e+06	2.35404e+06	2.33012e+06	2.58196e+06
P09158	P09158		speE		7.0594e+06	7.36554e+06	7.5095e+06	6.95692e+06	7.45611e+06	7.34648e+06
P09169	P09169		ompT		6.07085e+06	6.34704e+06	6.56099e+06	5.91138e+06	5.80247e+06	6.10002e+06
P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)	P09211ups|GSTP1_HUMAN_UPS Glutathione S-transferase P (Chain 2-210) - Homo sapiens (Human)				1.52756e+06	2.91127e+06	3.00932e+06	1.28491e+06	1.5017e+06	3.1171e+06
P09323	P09323		nagE		731708	766970	673680	458210	756956	612210
P09372	P09372		grpE		4.75652e+07	4.82944e+07	4.9878e+07	4.9546e+07	4.87087e+07	4.19697e+07
P09373	P09373		pflB		3.04061e+08	2.99795e+08	2.94422e+08	3.03258e+08	2.97564e+08	2.60264e+08
P09394	P09394		glpQ		5.79914e+06	5.7059e+06	5.78339e+06	5.79442e+06	5.6035e+06	5.48985e+06
P09424	P09424		mtlD		2.32596e+06	2.36086e+06	2.32218e+06	2.22764e+06	2.17409e+06	2.05819e+06
P09546	P09546		putA		1.83008e+06	2.05817e+06	2.03189e+06	1.83338e+06	1.87925e+06	1.77168e+06
P09549	P09549		dedD		1.44836e+06	1.31818e+06	1.40688e+06	1.49669e+06	1.44786e+06	1.43097e+06
P09831	P09831		gltB		2.24359e+06	2.3119e+06	2.25813e+06	2.24066e+06	2.27476e+06	2.46168e+06
P09832	P09832		gltD		2.82423e+06	2.78964e+06	2.69955e+06	2.80847e+06	2.82627e+06	2.79655e+06
