Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P0AF26	NARJ_ECOLI	narJ	Nitrate reductase molybdenum cofactor assembly chaperone NarJ	3	3	4.86842e+06		5.00612e+06	5.32588e+06		4.12603e+06
P0AF28	NARL_ECOLI	narL	Nitrate/nitrite response regulator protein NarL	10	10	3.32016e+07	3.60519e+07	3.21445e+07	3.68915e+07	3.70334e+07	3.36307e+07
P0AF36	ZAPB_ECOLI	zapB	Cell division protein ZapB	8	8	9.75607e+07	8.87631e+07	9.51057e+07	8.75352e+07	9.2581e+07	9.55782e+07
P0AF48	YJBQ_ECOLI	yjbQ	UPF0047 protein YjbQ	2	2	1.99908e+06	4.99014e+06	4.18745e+06	4.88912e+06	4.46245e+06	4.60268e+06
P0AF50	YJBR_ECOLI	yjbR	Uncharacterized protein YjbR	4	4	2.95467e+07	2.87385e+07	2.95844e+07	2.69658e+07	3.00381e+07	2.99207e+07
P0AF52	YJCD_ECOLI	yjcD	Putative permease YjcD	1	1	1.12438e+06	1.11519e+06	1.38389e+06	1.4882e+06	1.77142e+06	
P0AF61	YJDK_ECOLI	yjdK	Uncharacterized protein YjdK	2	2	4.34091e+06	3.50627e+06	4.34196e+06	3.49045e+06	3.95149e+06	4.80855e+06
P0AF63	NSRR_ECOLI	nsrR	HTH-type transcriptional repressor NsrR	7	7	3.77594e+06	4.79841e+06	4.28669e+06	4.86074e+06	4.77629e+06	4.11586e+06
P0AF67	YJEE_ECOLI	yjeE	UPF0079 ATP-binding protein YjeE	4	4	1.60325e+07	1.58027e+07	1.6648e+07	1.6282e+07	1.63852e+07	1.68471e+07
P0AF70	YJEI_ECOLI	yjeI	Uncharacterized protein YjeI	1	1	1.34335e+06	4.3418e+06	1.86369e+06	3.72193e+06	4.58854e+06	2.12169e+06
P0AF90	RRAB_ECOLI	rraB	Regulator of ribonuclease activity B	1	1	6.26023e+07	6.5163e+07	6.73171e+07	6.09881e+07	6.28381e+07	6.36875e+07
P0AF93	RIDA_ECOLI	ridA	Enamine/imine deaminase	5	5	4.32333e+08	3.92936e+08	4.3413e+08	4.00062e+08	4.05588e+08	4.47567e+08
P0AF98	LPTF_ECOLI	lptF	Lipopolysaccharide export system permease protein LptF	2	2	4.06765e+06	4.15751e+06	4.35407e+06	4.32358e+06	4.28778e+06	4.22002e+06
P0AFA7	NHAB_ECOLI	nhaB	Na(+)/H(+) antiporter NhaB	2	2	2.3126e+06	2.20209e+06	2.12373e+06	2.65389e+06	2.23579e+06	2.36346e+06
P0AFB1	NLPI_ECOLI	nlpI	Lipoprotein NlpI	8	8	8.77163e+06	9.41085e+06	9.6705e+06	1.04496e+07	9.8785e+06	1.0606e+07
P0AFB5	NTRB_ECOLI	glnL	Nitrogen regulation protein NR(II)	3	3	2.49141e+06	2.12121e+06	2.34832e+06	2.21261e+06	1.82105e+06	1.83443e+06
P0AFB8	NTRC_ECOLI	glnG	Nitrogen regulation protein NR(I)	12	12	6.88965e+06	6.9819e+06	7.24763e+06	6.81627e+06	7.07922e+06	6.72531e+06
P0AFC0	NUDB_ECOLI	nudB	Dihydroneopterin triphosphate pyrophosphatase	1	1	2.11763e+06	1.82836e+06	2.03864e+06	1.82187e+06	1.84157e+06	2.0682e+06
P0AFC3	NUOA_ECOLI	nuoA	NADH-quinone oxidoreductase subunit A	4	4	9.06214e+06	8.50394e+06	8.2988e+06	8.0817e+06	8.53667e+06	8.85719e+06
P0AFC7	NUOB_ECOLI	nuoB	NADH-quinone oxidoreductase subunit B	9	9	4.88619e+07	5.67047e+07	5.09529e+07	5.64537e+07	5.79474e+07	5.07105e+07
P0AFD1	NUOE_ECOLI	nuoE	NADH-quinone oxidoreductase subunit E	3	3	1.9393e+07	1.994e+07	1.90777e+07	2.03306e+07	2.02445e+07	1.76156e+07
P0AFD4	NUOH_ECOLI	nuoH	NADH-quinone oxidoreductase subunit H	2	2	9.13342e+06	8.28628e+06	9.7661e+06	8.226e+06	8.5007e+06	8.71943e+06
P0AFD6	NUOI_ECOLI	nuoI	NADH-quinone oxidoreductase subunit I	8	8	3.0204e+07	3.07581e+07	3.12176e+07	3.08538e+07	3.11131e+07	3.34871e+07
P0AFF2	NUPC_ECOLI	nupC	Nucleoside permease NupC	4	4	3.55527e+06	3.37031e+06	4.24954e+06	3.40497e+06	3.3267e+06	3.37006e+06
P0AFF6	NUSA_ECOLI	nusA	Transcription elongation protein NusA	30	30	1.47299e+08	1.51941e+08	1.49095e+08	1.52677e+08	1.53161e+08	1.46751e+08
P0AFG0	NUSG_ECOLI	nusG	Transcription antitermination protein NusG	9	9	1.55525e+08	1.51771e+08	1.6577e+08	1.58182e+08	1.57943e+08	1.61501e+08
P0AFG3	ODO1_ECOLI	sucA	2-oxoglutarate dehydrogenase E1 component	28	28	2.98461e+07	3.01465e+07	3.00834e+07	3.0568e+07	3.1295e+07	3.02998e+07
P0AFG6	ODO2_ECOLI	sucB	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex	19	19	6.8032e+07	7.1719e+07	7.08173e+07	7.24802e+07	7.32984e+07	7.03015e+07
P0AFG8	ODP1_ECOLI	aceE	Pyruvate dehydrogenase E1 component	52	52	4.37267e+08	4.48587e+08	4.32904e+08	4.55766e+08	4.50364e+08	4.32473e+08
P0AFH0	OGT_ECOLI	ogt	Methylated-DNA--protein-cysteine methyltransferase	1	1	687039	1.03233e+06		820242	942629	712859
P0AFH8	OSMY_ECOLI	osmY	Osmotically-inducible protein Y	12	12	1.2138e+08	1.19002e+08	1.21487e+08	1.20132e+08	1.20912e+08	1.1686e+08
P0AFI0	OXC_ECOLI	oxc	Probable oxalyl-CoA decarboxylase	9	9	3.92263e+06	3.94814e+06	4.12069e+06	3.95288e+06	4.12808e+06	4.08169e+06
P0AFI2	PARC_ECOLI	parC	DNA topoisomerase 4 subunit A	15	15	1.89585e+07	1.84036e+07	1.91207e+07	1.86901e+07	1.93828e+07	1.83008e+07
P0AFI5	PBP7_ECOLI	pbpG	D-alanyl-D-alanine endopeptidase	2	2	4.32588e+06	4.91103e+06	4.76416e+06	4.05414e+06	4.92863e+06	4.34858e+06
P0AFI7	PDXH_ECOLI	pdxH	Pyridoxine/pyridoxamine 5'-phosphate oxidase	9	9	2.17026e+07	2.20612e+07	2.30187e+07	2.34368e+07	2.23815e+07	2.3698e+07
P0AFJ1	PHNA_ECOLI	phnA	Protein PhnA	4	4	1.35883e+07	1.64214e+07	1.60923e+07	1.54993e+07	1.63733e+07	1.37258e+07
P0AFJ7	PITA_ECOLI	pitA	Low-affinity inorganic phosphate transporter 1	3	3	6.79798e+06	6.74835e+06	6.15046e+06	6.55027e+06	6.37347e+06	6.68488e+06
P0AFK0	PMBA_ECOLI	pmbA	Protein PmbA	20	20	2.93103e+07	2.92728e+07	2.99701e+07	2.95248e+07	3.01921e+07	2.93588e+07
P0AFK9	POTD_ECOLI	potD	Spermidine/putrescine-binding periplasmic protein	17	17	3.07829e+07	3.28209e+07	3.03782e+07	3.35644e+07	3.37148e+07	3.15566e+07
P0AFL3	PPIA_ECOLI	ppiA	Peptidyl-prolyl cis-trans isomerase A	5	5	5.36323e+07	4.96152e+07	5.33582e+07	5.01931e+07	4.87005e+07	5.24085e+07
P0AFL6	PPX_ECOLI	ppx	Exopolyphosphatase	7	7	3.11295e+06	3.09047e+06	3.39208e+06	3.31772e+06	3.20483e+06	3.14846e+06
P0AFM2	PROX_ECOLI	proX	Glycine betaine-binding periplasmic protein	6	6	1.32264e+07	1.46151e+07	1.42403e+07	1.39387e+07	1.44274e+07	1.21217e+07
P0AFM6	PSPA_ECOLI	pspA	Phage shock protein A	5	5	1.74087e+07	1.77291e+07	1.78243e+07	1.82173e+07	1.79081e+07	1.7779e+07
P0AFM9	PSPB_ECOLI	pspB	Phage shock protein B	2	2	2.15233e+06	2.42598e+06	2.0731e+06	2.13228e+06	2.24749e+06	2.28236e+06
P0AFN2	PSPC_ECOLI	pspC	Phage shock protein C	1	1	2.40805e+06			2.4847e+06	2.43378e+06	
P0AFP4	YBBO_ECOLI	ybbO	Uncharacterized oxidoreductase YbbO	4	4	3.93951e+06	3.99042e+06	3.31147e+06	3.80713e+06	3.93669e+06	3.74892e+06
P0AFP6	YBGI_ECOLI	ybgI	UPF0135 protein YbgI	5	5	4.56173e+07	4.57702e+07	4.49243e+07	4.47216e+07	4.59076e+07	4.75808e+07
P0AFP9	YBHR_ECOLI	ybhR	Inner membrane transport permease YbhR	1	1				684757	870541	
P0AFQ7	YCFH_ECOLI	ycfH	Uncharacterized deoxyribonuclease YcfH	8	8	2.24641e+07	2.3198e+07	2.38545e+07	2.48758e+07	2.509e+07	2.32378e+07
P0AFR2	DAUA_ECOLI	dauA	C4-dicarboxylic acid transporter DauA	3	3	7.65682e+06	1.00262e+07	9.12572e+06	8.36476e+06	9.90301e+06	8.52796e+06
P0AFR4	YCIO_ECOLI	yciO	Uncharacterized protein YciO	6	6	2.96073e+07	2.8173e+07	2.85298e+07	2.84608e+07	2.83702e+07	3.00504e+07
P0AFT5	YEHT_ECOLI	yehT	Transcriptional regulatory protein YehT	2	2	1.38422e+06	1.49108e+06	1.87323e+06	2.32712e+06	1.96204e+06	1.42795e+06
P0AFU4	GLRR_ECOLI	glrR	Transcriptional regulatory protein GlrR	3	3	1.11271e+06	1.32707e+06	832321	1.36753e+06	1.00457e+06	1.16032e+06
P0AFU8	RISA_ECOLI	ribC	Riboflavin synthase	7	7	5.49013e+07	5.43091e+07	5.7492e+07	5.28267e+07	5.48302e+07	5.42531e+07
P0AFW0	RFAH_ECOLI	rfaH	Transcriptional activator RfaH	1	1	7.37694e+06	5.30664e+06	6.46512e+06	6.3055e+06	5.41224e+06	5.39914e+06
P0AFW8	ROF_ECOLI	rof	Protein rof	3	3	2.25062e+07	2.10138e+07	2.15104e+07	1.9978e+07	2.21049e+07	2.17215e+07
P0AFX0	HPF_ECOLI	hpf	Ribosome hibernation promoting factor	4	4	7.95172e+06	8.39565e+06	8.39914e+06	7.70781e+06	8.66771e+06	7.83116e+06
P0AFX7	RSEA_ECOLI	rseA	Sigma-E factor negative regulatory protein	1	1	3.98061e+06	4.2732e+06	4.50007e+06	4.61381e+06	5.01718e+06	4.5558e+06
P0AFX9	RSEB_ECOLI	rseB	Sigma-E factor regulatory protein RseB	6	6	1.07273e+07	1.08104e+07	1.17131e+07	1.13089e+07	1.06752e+07	1.12931e+07
P0AFY8	SEQA_ECOLI	seqA	Negative modulator of initiation of replication	12	12	8.55786e+07	8.39087e+07	8.27929e+07	8.50097e+07	8.55075e+07	8.4772e+07
P0AFZ1	SSEB_ECOLI	sseB	Protein SseB	5	5	1.56725e+07	1.73235e+07	1.59912e+07	1.79195e+07	1.67382e+07	1.70418e+07
P0AFZ3	SSPB_ECOLI	sspB	Stringent starvation protein B	4	4	4.44169e+07	4.44959e+07	4.77565e+07	4.39294e+07	4.41443e+07	4.71786e+07
P0AG00	WZZE_ECOLI	wzzE	Lipopolysaccharide biosynthesis protein WzzE	4	4	1.44991e+07	1.49781e+07	1.509e+07	1.38438e+07	1.50554e+07	1.55956e+07
P0AG03	UBIX_ECOLI	ubiX	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	3	3	926421			757906	759068	821973
P0AG07	RPE_ECOLI	rpe	Ribulose-phosphate 3-epimerase	7	7	6.00638e+07	6.57002e+07	6.05816e+07	6.91657e+07	6.99809e+07	6.41988e+07
P0AG14	SOHB_ECOLI	sohB	Probable protease SohB	4	4	1.35841e+07	1.36216e+07	1.35292e+07	1.32083e+07	1.4099e+07	1.39028e+07
P0AG16	PUR1_ECOLI	purF	Amidophosphoribosyltransferase	9	9	2.87977e+06	3.07948e+06	3.02176e+06	3.072e+06	3.19628e+06	2.92716e+06
P0AG18	PURE_ECOLI	purE	N5-carboxyaminoimidazole ribonucleotide mutase	4	4	8.08929e+06	7.99318e+06	7.62488e+06	8.50262e+06	9.31718e+06	7.50988e+06
P0AG20	RELA_ECOLI	relA	GTP pyrophosphokinase	15	15	9.54903e+07	9.60745e+07	1.01397e+08	1.00875e+08	9.84594e+07	1.01088e+08
P0AG24	SPOT_ECOLI	spoT	Bifunctional (p)ppGpp synthase/hydrolase SpoT	9	9	6.16943e+06	6.0601e+06	5.73276e+06	5.82619e+06	5.91151e+06	6.41383e+06
P0AG27	YIBN_ECOLI	yibN	Uncharacterized protein YibN	5	5	1.10222e+08	1.09525e+08	1.14184e+08	1.13652e+08	1.0961e+08	1.14124e+08
P0AG30	RHO_ECOLI	rho	Transcription termination factor Rho	27	27	1.3776e+08	1.31499e+08	1.34103e+08	1.32385e+08	1.31632e+08	1.40498e+08
P0AG40	RIBF_ECOLI	ribF	Riboflavin biosynthesis protein RibF	7	7	9.40877e+06	9.23622e+06	9.67716e+06	1.054e+07	9.98675e+06	9.74019e+06
P0AG44	RL17_ECOLI	rplQ	50S ribosomal protein L17	6	6	1.10527e+09	1.15334e+09	1.06633e+09	1.14161e+09	1.18968e+09	1.06671e+09
P0AG48	RL21_ECOLI	rplU	50S ribosomal protein L21	9	9	6.15922e+08	6.45298e+08	6.193e+08	6.47721e+08	6.4659e+08	6.209e+08
P0AG51	RL30_ECOLI	rpmD	50S ribosomal protein L30	6	6	3.91984e+08	4.14045e+08	4.19741e+08	4.27785e+08	4.25842e+08	3.88871e+08
P0AG55	RL6_ECOLI	rplF	50S ribosomal protein L6	11	11	1.23684e+09	1.24575e+09	1.26549e+09	1.28037e+09	1.21386e+09	1.23174e+09
P0AG59	RS14_ECOLI	rpsN	30S ribosomal protein S14	8	8	7.93429e+08	7.72985e+08	7.80222e+08	8.08839e+08	8.17204e+08	7.98301e+08
P0AG63	RS17_ECOLI	rpsQ	30S ribosomal protein S17	3	3	1.00699e+09	1.00001e+09	1.03287e+09	1.03702e+09	1.06488e+09	1.0441e+09
P0AG67	RS1_ECOLI	rpsA	30S ribosomal protein S1	43	43	1.5901e+09	1.51627e+09	1.57724e+09	1.53046e+09	1.51367e+09	1.61432e+09
P0AG71	RMUC_ECOLI	rmuC	DNA recombination protein RmuC	3	3		2.561e+06	2.54736e+06	2.66257e+06	2.46949e+06	
P0AG76	SBCD_ECOLI	sbcD	Nuclease SbcCD subunit D	1	1		1.59995e+06				
P0AG78	SUBI_ECOLI	sbp	Sulfate-binding protein	3	3	2.06062e+06	2.22856e+06	2.41839e+06	2.20503e+06	2.34706e+06	1.9583e+06
P0AG80	UGPB_ECOLI	ugpB	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	2	2	572169	593620	522722			
P0AG82	PSTS_ECOLI	pstS	Phosphate-binding protein PstS	17	17	1.62935e+07	1.59664e+07	1.67781e+07	1.62162e+07	1.63694e+07	1.66661e+07
P0AG84	YGHA_ECOLI	yghA	Uncharacterized oxidoreductase YghA	6	6		2.52185e+06	2.19906e+06	2.24236e+06	2.24869e+06	2.13777e+06
P0AG86	SECB_ECOLI	secB	Protein-export protein SecB	5	5	3.56578e+08	3.61319e+08	3.35769e+08	3.5627e+08	3.25949e+08	3.56995e+08
P0AG90	SECD_ECOLI	secD	Protein translocase subunit SecD	27	27	2.71219e+07	2.56752e+07	2.68219e+07	2.65342e+07	2.64802e+07	2.72243e+07
P0AG93	SECF_ECOLI	secF	Protein translocase subunit SecF	4	4	6.04605e+06	5.72555e+06	5.5635e+06	5.59584e+06	5.49663e+06	5.88562e+06
P0AG96	SECE_ECOLI	secE	Preprotein translocase subunit SecE	4	4	5.17348e+06	4.24668e+06	5.14437e+06	4.64039e+06	4.57032e+06	5.80897e+06
P0AG99	SECG_ECOLI	secG	Protein-export membrane protein SecG	3	3	4.48313e+07	4.53495e+07	4.50704e+07	4.3746e+07	4.40725e+07	4.33854e+07
P0AGA2	SECY_ECOLI	secY	Protein translocase subunit SecY	5	5	2.89706e+07	2.82596e+07	2.85412e+07	2.82729e+07	2.85982e+07	2.82829e+07
P0AGB0	SERB_ECOLI	serB	Phosphoserine phosphatase	6	6	8.92515e+06	8.66825e+06	8.34906e+06	9.00277e+06	8.86265e+06	8.77054e+06
P0AGB6	RPOE_ECOLI	rpoE	RNA polymerase sigma-E factor	8	8	1.38602e+07	1.28858e+07	1.36274e+07	1.31097e+07	1.33646e+07	1.41725e+07
P0AGC3	SLT_ECOLI	slt	Soluble lytic murein transglycosylase	13	13	5.55976e+06	5.78374e+06	5.75475e+06	5.80142e+06	6.09059e+06	5.82313e+06
P0AGC7	SMP_ECOLI	smp	Protein smp	1	1	647244			633816	773292	610314
P0AGD1	SODC_ECOLI	sodC	Superoxide dismutase [Cu-Zn]	1	1	5.58775e+06	5.03341e+06	5.7637e+06	4.88656e+06	5.40255e+06	5.30847e+06
P0AGD3	SODF_ECOLI	sodB	Superoxide dismutase [Fe]	9	9	3.33916e+08	3.31035e+08	3.27395e+08	3.22889e+08	3.18856e+08	3.37264e+08
P0AGD7	SRP54_ECOLI	ffh	Signal recognition particle protein	15	15	3.62617e+07	3.50389e+07	3.72307e+07	3.59549e+07	3.53448e+07	3.70682e+07
P0AGE0	SSB_ECOLI	ssb	Single-stranded DNA-binding protein	9	9	1.97969e+08	1.92227e+08	1.98779e+08	1.92672e+08	1.94552e+08	1.98721e+08
P0AGE6	YIEF_ECOLI	yieF	Uncharacterized protein YieF	7	7	3.48112e+07	3.6409e+07	3.70726e+07	3.7968e+07	3.84333e+07	3.47078e+07
P0AGE9	SUCD_ECOLI	sucD	Succinyl-CoA ligase [ADP-forming] subunit alpha	11	11	4.24004e+07	4.13799e+07	4.20176e+07	4.18581e+07	4.13666e+07	4.16004e+07
P0AGF2	YGDK_ECOLI	ygdK	Uncharacterized SufE-like protein YgdK	4	4	1.39912e+07	1.67475e+07	1.60293e+07	1.7579e+07	1.6944e+07	1.37129e+07
P0AGG0	THIL_ECOLI	thiL	Thiamine-monophosphate kinase	6	6	8.18927e+06	7.83437e+06	8.63505e+06	8.49679e+06	8.07058e+06	8.84699e+06
P0AGG2	TESB_ECOLI	tesB	Acyl-CoA thioesterase 2	5	5	7.09427e+06	7.16757e+06	7.02472e+06	6.41692e+06	7.86418e+06	7.132e+06
P0AGG4	THIO2_ECOLI	trxC	Thioredoxin-2	3	3	8.99408e+06	7.8472e+06	8.6681e+06	9.13525e+06	9.31796e+06	9.01512e+06
P0AGG8	TLDD_ECOLI	tldD	Protein TldD	16	16	2.57593e+07	2.36821e+07	2.62373e+07	2.49099e+07	2.36317e+07	2.71392e+07
P0AGI8	TRKA_ECOLI	trkA	Trk system potassium uptake protein TrkA	3	3	2.65932e+06	2.40697e+06	2.70649e+06	2.96394e+06	2.76489e+06	2.04476e+06
P0AGJ2	TRMH_ECOLI	trmH	tRNA (guanosine(18)-2'-O)-methyltransferase	4	4	1.0837e+07	1.06829e+07	1.15089e+07	1.05128e+07	1.19645e+07	1.14117e+07
P0AGJ5	YFIF_ECOLI	yfiF	Uncharacterized tRNA/rRNA methyltransferase YfiF	11	11	4.69071e+07	4.7217e+07	4.67857e+07	4.73214e+07	4.64721e+07	4.53809e+07
P0AGJ7	TRML_ECOLI	trmL	tRNA (cytidine(34)-2'-O)-methyltransferase	6	6	1.02624e+07	1.08795e+07	1.13606e+07	1.1681e+07	1.18743e+07	1.16721e+07
P0AGJ9	SYY_ECOLI	tyrS	Tyrosine--tRNA ligase	18	18	1.03651e+08	1.02601e+08	1.01293e+08	1.02836e+08	1.0632e+08	9.96576e+07
P0AGK4	YHBY_ECOLI	yhbY	RNA-binding protein YhbY	2	2	7.28416e+07	6.28712e+07	7.47634e+07	6.27801e+07	6.63132e+07	7.54648e+07
P0AGK8	ISCR_ECOLI	iscR	HTH-type transcriptional regulator IscR	3	3	9.86079e+06	9.94864e+06	1.03062e+07	8.9786e+06	9.02461e+06	1.07761e+07
P0AGL2	TDCF_ECOLI	tdcF	Putative reactive intermediate deaminase TdcF	3	3	2.12978e+08	2.11117e+08	2.38868e+08	2.09036e+08	2.19149e+08	2.14274e+08
P0AGL5	RATA_ECOLI	ratA	Ribosome association toxin RatA	2	2	1.57289e+06	1.80205e+06	1.54921e+06	1.76462e+06	1.76017e+06	
P0AGL7	RSME_ECOLI	rsmE	Ribosomal RNA small subunit methyltransferase E	5	5	1.63192e+07	1.47508e+07	1.64798e+07	1.62945e+07	1.58464e+07	1.6969e+07
P0AGM5	SIRB1_ECOLI	sirB1	Protein sirB1	1	1	1.54305e+06	1.72051e+06	2.41243e+06	1.94022e+06	2.16388e+06	2.17287e+06
P0C018	RL18_ECOLI	rplR	50S ribosomal protein L18	5	5	3.50057e+08	2.76802e+08	3.4159e+08	2.46148e+08	2.66352e+08	3.27163e+08
P0C037	YAIE_ECOLI	yaiE	UPF0345 protein YaiE	2	2	3.95132e+07	4.42476e+07	3.96706e+07	4.53441e+07	4.36364e+07	4.24535e+07
P0C054	IBPA_ECOLI	ibpA	Small heat shock protein IbpA	6	6	1.68397e+07	1.60441e+07	1.82634e+07	1.65815e+07	1.76026e+07	1.70494e+07
P0C058	IBPB_ECOLI	ibpB	Small heat shock protein IbpB	2	2	407147	692319	572011	491582	755234	585088
P0C093	SLMA_ECOLI	slmA	Nucleoid occlusion factor SlmA	6	6	1.40371e+07	1.27412e+07	1.45307e+07	1.24631e+07	1.40252e+07	1.35871e+07
P0C0K3	RDOA_ECOLI	rdoA	Protein RdoA	10	10	4.11781e+06	4.34836e+06	4.38982e+06	4.53836e+06	4.87724e+06	4.51004e+06
P0C0L2	OSMC_ECOLI	osmC	Peroxiredoxin OsmC	6	6	2.29495e+07	2.14982e+07	2.13299e+07	2.10717e+07	2.29209e+07	2.23713e+07
P0C0L7	PROP_ECOLI	proP	Proline/betaine transporter	8	8	8.52142e+06	8.2416e+06	8.72684e+06	8.45284e+06	8.25785e+06	8.26678e+06
P0C0L9	ISCX_ECOLI	iscX	Protein IscX	1	1	1.81106e+07	1.768e+07	2.07298e+07	1.99224e+07	1.62764e+07	1.96308e+07
P0C0R7	RLME_ECOLI	rlmE	Ribosomal RNA large subunit methyltransferase E	3	3	2.30005e+07	2.24366e+07	2.26811e+07	2.20649e+07	2.36817e+07	2.29153e+07
P0C0S1	MSCS_ECOLI	mscS	Small-conductance mechanosensitive channel	6	6	3.99719e+07	3.80897e+07	4.02028e+07	3.70145e+07	3.48864e+07	4.00959e+07
P0C0T5	MEPA_ECOLI	mepA	Penicillin-insensitive murein endopeptidase	2	2		3.27658e+06	2.93145e+06	3.59331e+06	4.11183e+06	2.78311e+06
P0C0U4	RIMK_ECOLI	rimK	Ribosomal protein S6 modification protein	1	1		657960	595215		534186	427825
P0C0V0	DEGP_ECOLI	degP	Periplasmic serine endoprotease DegP	16	16	8.30537e+07	7.5773e+07	8.46629e+07	7.48152e+07	7.56988e+07	7.82994e+07
P0C960	EMTA_ECOLI	emtA	Endo-type membrane-bound lytic murein transglycosylase A	1	1	641138	425412	605977	472485		516724
P0CB39	EPTC_ECOLI	eptC	Phosphoethanolamine transferase EptC	8	8	7.00504e+06	5.61108e+06	7.4001e+06	5.69359e+06	6.22956e+06	6.79612e+06
P0CE47;P0CE48	EFTU1_ECOLI;EFTU2_ECOLI	tufA;tufB	Elongation factor Tu 1	30	0	5.98143e+09	5.79419e+09	6.06865e+09	5.69511e+09	6.04493e+09	6.00096e+09
P0CG19	RNPH_ECOLI	rph	Inactive ribonuclease PH	3	3	2.13094e+07	2.12239e+07	2.07571e+07	2.08096e+07	2.11353e+07	2.21657e+07
P0CK95	ACFD_ECOLI	yghJ	Putative lipoprotein AcfD homolog	27	27	1.74467e+07	1.79933e+07	1.79142e+07	1.85535e+07	1.86053e+07	1.80364e+07
P10100	RLPA_ECOLI	rlpA	Rare lipoprotein A	3	3	2.51414e+07	2.51953e+07	2.69096e+07	2.4351e+07	2.56965e+07	2.44522e+07
P10121	FTSY_ECOLI	ftsY	Signal recognition particle receptor FtsY	22	22	6.80269e+07	6.3661e+07	6.57841e+07	6.57715e+07	6.25192e+07	6.89244e+07
P10145ups|IL8_HUMAN_UPS	Interleukin-8,	Interleukin-8,		1	1		5.52077e+06		4.44135e+06	3.3294e+06	
P10346	GLNQ_ECOLI	glnQ	Glutamine transport ATP-binding protein GlnQ	4	4	3.15529e+07	3.48194e+07	3.3521e+07	3.20146e+07	3.30687e+07	3.45816e+07
P10371	HIS4_ECOLI	hisA	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase	3	3	7.14735e+06	7.70628e+06	5.38884e+06	7.88804e+06	7.37934e+06	7.029e+06
P10378	ENTE_ECOLI	entE	Enterobactin synthase component E	4	4	1.36911e+06	1.2588e+06	1.42359e+06	1.56619e+06	1.43437e+06	1.29143e+06
P10384	FADL_ECOLI	fadL	Long-chain fatty acid transport protein	14	14	9.57887e+07	9.0845e+07	9.29418e+07	8.52822e+07	9.35176e+07	9.66938e+07
P10408	SECA_ECOLI	secA	Protein translocase subunit SecA	38	38	4.96791e+07	4.86679e+07	4.90134e+07	4.97198e+07	4.87538e+07	4.86841e+07
P10441	LPXB_ECOLI	lpxB	Lipid-A-disaccharide synthase	5	5	3.96029e+06	3.33979e+06	4.12772e+06	3.94581e+06	3.50501e+06	4.27022e+06
P10442	RNH2_ECOLI	rnhB	Ribonuclease HII	2	2	2.2323e+06	2.30579e+06	2.19472e+06	2.44563e+06	2.54956e+06	2.36406e+06
P10443	DPO3A_ECOLI	dnaE	DNA polymerase III subunit alpha	8	8	1.04112e+06	1.11033e+06	1.14996e+06	1.11989e+06	1.09318e+06	1.21505e+06
P10599ups|THIO_HUMAN_UPS	Thioredoxin	Thioredoxin		3	3		1.43941e+07		1.28982e+07		
P10636-8ups|TAU_HUMAN_UPS	Microtubule-associated	Microtubule-associated		15	15		4.0858e+07		3.94919e+07	4.13861e+07	
P10903	NARK_ECOLI	narK	Nitrite extrusion protein 1	1	1	1.08344e+07	1.0221e+07	8.91788e+06	1.09748e+07	1.04535e+07	1.08141e+07
P10908	UGPQ_ECOLI	ugpQ	Glycerophosphoryl diester phosphodiesterase	5	5	2.31939e+06	1.982e+06	2.29337e+06	2.22434e+06	2.10487e+06	2.20289e+06
P11349	NARH_ECOLI	narH	Respiratory nitrate reductase 1 beta chain	11	9	1.51183e+07	1.47014e+07	1.62437e+07	1.5917e+07	1.64642e+07	1.51845e+07
P11447	ARLY_ECOLI	argH	Argininosuccinate lyase	7	7	7.64611e+06	7.7026e+06	8.26847e+06	8.58883e+06	8.43424e+06	7.83835e+06
P11454	ENTF_ECOLI	entF	Enterobactin synthase component F	2	2		1.17694e+06	1.42336e+06		1.20864e+06	1.18149e+06
P11557	DAMX_ECOLI	damX	Protein DamX	9	9	2.55196e+07	2.52604e+07	2.56199e+07	2.52923e+07	2.55122e+07	2.47462e+07
P11875	SYR_ECOLI	argS	Arginine--tRNA ligase	29	29	5.45675e+07	5.31231e+07	5.6974e+07	5.4927e+07	5.56818e+07	5.56431e+07
