Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_25fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_50fmol_inj1.mzML
P0A9A2	FTNB_ECOLI	ftnB	Ferritin-like protein 2	3	3	1.57524e+06	1.52897e+06	1.73524e+06	1.84707e+06	2.27754e+06	1.90687e+06
P0A9A6	FTSZ_ECOLI	ftsZ	Cell division protein FtsZ	23	23	1.46248e+08	1.43966e+08	1.44873e+08	1.45292e+08	1.39078e+08	1.43802e+08
P0A9A9	FUR_ECOLI	fur	Ferric uptake regulation protein	7	7	1.24625e+08	1.17889e+08	1.30466e+08	1.1968e+08	1.12769e+08	1.26003e+08
P0A9B2	G3P1_ECOLI	gapA	Glyceraldehyde-3-phosphate dehydrogenase A	24	23	2.50872e+09	2.56511e+09	2.47887e+09	2.51011e+09	2.48345e+09	2.53408e+09
P0A9B6	E4PD_ECOLI	epd	D-erythrose-4-phosphate dehydrogenase	7	7	7.84007e+06	8.4279e+06	8.94022e+06	8.49925e+06	8.66588e+06	8.00043e+06
P0A9C0	GLPA_ECOLI	glpA	Anaerobic glycerol-3-phosphate dehydrogenase subunit A	14	14	5.42641e+06	5.65819e+06	5.25577e+06	5.82201e+06	5.60809e+06	5.43264e+06
P0A9C3	GALM_ECOLI	galM	Aldose 1-epimerase	13	13	2.9335e+07	2.9229e+07	2.87929e+07	2.85033e+07	2.95022e+07	2.86834e+07
P0A9C5	GLNA_ECOLI	glnA	Glutamine synthetase	25	25	2.13959e+08	2.23695e+08	2.13747e+08	2.17031e+08	2.19954e+08	2.08451e+08
P0A9C9	GLPX_ECOLI	glpX	Fructose-1,6-bisphosphatase 1 class 2	12	12	2.05045e+07	1.96939e+07	1.95046e+07	1.96835e+07	1.93334e+07	1.91659e+07
P0A9D2	GSTA_ECOLI	gstA	Glutathione S-transferase GstA	8	8	2.36764e+07	2.24908e+07	2.33789e+07	2.33945e+07	2.27429e+07	2.45969e+07
P0A9D4	CYSE_ECOLI	cysE	Serine acetyltransferase	4	4	1.36774e+07	1.61188e+07	1.44205e+07	1.4896e+07	1.49432e+07	1.5089e+07
P0A9D8	DAPD_ECOLI	dapD	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase	19	19	1.65183e+08	1.55132e+08	1.5767e+08	1.55819e+08	1.57302e+08	1.63518e+08
P0A9E5	FNR_ECOLI	fnr	Fumarate and nitrate reduction regulatory protein	6	6	3.88206e+07	3.91815e+07	4.24105e+07	3.86573e+07	3.8434e+07	3.83864e+07
P0A9F1	MNTR_ECOLI	mntR	Transcriptional regulator MntR	5	5	3.54019e+06	4.42209e+06	4.13315e+06	4.4785e+06	4.24467e+06	3.08792e+06
P0A9F3	CYSB_ECOLI	cysB	HTH-type transcriptional regulator CysB	13	13	1.35947e+07	1.39709e+07	1.48178e+07	1.41636e+07	1.40231e+07	1.36572e+07
P0A9F6	GCVA_ECOLI	gcvA	Glycine cleavage system transcriptional activator	2	2	732729	904615	726334	929021	1.0545e+06	649323
P0A9G2	NHAR_ECOLI	nhaR	Transcriptional activator protein NhaR	3	3	4.76344e+06	5.14646e+06	5.22991e+06	5.06887e+06	5.16003e+06	5.12303e+06
P0A9G6	ACEA_ECOLI	aceA	Isocitrate lyase	11	11	2.86333e+07	2.56378e+07	2.83495e+07	2.6439e+07	2.64895e+07	2.79706e+07
P0A9G8	MODE_ECOLI	modE	Transcriptional regulator ModE	7	7	1.0207e+07	9.90522e+06	1.04101e+07	1.04025e+07	1.00509e+07	9.85663e+06
P0A9H1	MUG_ECOLI	mug	G/U mismatch-specific DNA glycosylase	6	6	5.94454e+06	6.80122e+06	5.62757e+06	6.40677e+06	6.12172e+06	6.32171e+06
P0A9H3	LDCI_ECOLI	cadA	Lysine decarboxylase, inducible	3	3		4.17734e+06		4.27354e+06	3.98336e+06	4.70766e+06
P0A9H5	BTUR_ECOLI	btuR	Cob(I)yrinic acid a,c-diamide adenosyltransferase	2	2	4.68576e+06	5.34189e+06	5.25663e+06	5.72149e+06	5.18511e+06	5.18493e+06
P0A9H7	CFA_ECOLI	cfa	Cyclopropane-fatty-acyl-phospholipid synthase	11	11	1.90901e+07	1.70714e+07	1.80317e+07	1.82617e+07	1.7802e+07	1.85774e+07
P0A9H9	CHEZ_ECOLI	cheZ	Protein phosphatase CheZ	10	10	6.49983e+06	6.8013e+06	6.09531e+06	6.6409e+06	6.80534e+06	6.22345e+06
P0A9I1	CITE_ECOLI	citE	Citrate lyase subunit beta	14	14	3.68612e+07	3.83491e+07	3.78014e+07	3.87324e+07	3.64232e+07	3.76358e+07
P0A9I3	GCVR_ECOLI	gcvR	Glycine cleavage system transcriptional repressor	3	3	7.30992e+06	7.80567e+06	6.70665e+06	8.21401e+06	8.25584e+06	7.56016e+06
P0A9I8	NIRD_ECOLI	nirD	Nitrite reductase [NAD(P)H] small subunit	3	3	2.17929e+07	2.47957e+07	1.97939e+07	2.41402e+07	2.47428e+07	2.63888e+07
P0A9J0	RNG_ECOLI	rng	Ribonuclease G	11	11	4.92673e+07	5.16854e+07	4.90576e+07	5.11812e+07	5.14363e+07	5.0081e+07
P0A9J4	PANE_ECOLI	panE	2-dehydropantoate 2-reductase	4	4	6.73794e+06	7.83487e+06	7.22929e+06	7.79491e+06	7.40985e+06	7.24141e+06
P0A9J6	RBSK_ECOLI	rbsK	Ribokinase	4	4	1.13231e+07	1.12066e+07	1.15023e+07	1.1638e+07	1.16651e+07	1.19997e+07
P0A9J8	PHEA_ECOLI	pheA	P-protein	5	5	8.85259e+06	1.01026e+07	1.05576e+07	1.03303e+07	9.34404e+06	1.0642e+07
P0A9K3	PHOL_ECOLI	ybeZ	PhoH-like protein	14	14	2.84237e+07	2.84656e+07	2.8549e+07	2.81169e+07	2.80583e+07	2.85355e+07
P0A9K7	PHOU_ECOLI	phoU	Phosphate-specific transport system accessory protein PhoU	4	4	1.19033e+07	1.23023e+07	1.0626e+07	1.16328e+07	1.20342e+07	1.17713e+07
P0A9K9	SLYD_ECOLI	slyD	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD	5	5	5.03173e+08	5.17711e+08	5.24218e+08	5.24317e+08	5.49995e+08	4.98414e+08
P0A9L3	FKBB_ECOLI	fklB	FKBP-type 22 kDa peptidyl-prolyl cis-trans isomerase	9	9	1.61823e+08	1.59103e+08	1.67059e+08	1.59735e+08	1.5798e+08	1.65752e+08
P0A9L5	PPIC_ECOLI	ppiC	Peptidyl-prolyl cis-trans isomerase C	6	6	1.74795e+07	1.62232e+07	1.77575e+07	1.68979e+07	1.71959e+07	1.69183e+07
P0A9L8	P5CR_ECOLI	proC	Pyrroline-5-carboxylate reductase	2	2	1.36511e+07	1.49439e+07	1.44644e+07	1.53322e+07	1.45628e+07	1.60642e+07
P0A9M0	LON_ECOLI	lon	Lon protease	34	34	4.65064e+07	4.72987e+07	4.66167e+07	4.7557e+07	4.72162e+07	4.64334e+07
P0A9M2	HPRT_ECOLI	hpt	Hypoxanthine phosphoribosyltransferase	10	10	3.15809e+07	3.21789e+07	3.11565e+07	3.17662e+07	3.17396e+07	3.11098e+07
P0A9M5	XGPT_ECOLI	gpt	Xanthine phosphoribosyltransferase	8	8	2.5158e+08	2.45456e+08	2.48953e+08	2.36697e+08	2.26226e+08	2.40829e+08
P0A9M8	PTA_ECOLI	pta	Phosphate acetyltransferase	32	32	2.12318e+08	2.17898e+08	2.18871e+08	2.10182e+08	2.17646e+08	2.20032e+08
P0A9N4	PFLA_ECOLI	pflA	Pyruvate formate-lyase 1-activating enzyme	6	6	2.17451e+07	2.26014e+07	2.22676e+07	2.25069e+07	2.26009e+07	2.32007e+07
P0A9N8	NRDG_ECOLI	nrdG	Anaerobic ribonucleoside-triphosphate reductase-activating protein	4	4		1.00821e+06	884852	890759	1.02499e+06	964006
P0A9P0	DLDH_ECOLI	lpdA	Dihydrolipoyl dehydrogenase	30	30	1.94646e+08	2.01017e+08	1.89745e+08	2.01864e+08	1.99316e+08	1.98024e+08
P0A9P4	TRXB_ECOLI	trxB	Thioredoxin reductase	13	13	7.50284e+07	7.86936e+07	7.51777e+07	7.7496e+07	8.12182e+07	7.63905e+07
P0A9P6	DEAD_ECOLI	deaD	Cold-shock DEAD box protein A	29	29	3.95307e+07	3.8585e+07	3.99159e+07	3.91363e+07	3.84927e+07	4.04497e+07
P0A9Q1	ARCA_ECOLI	arcA	Aerobic respiration control protein ArcA	15	15	2.22343e+08	2.40087e+08	2.13871e+08	2.33064e+08	2.39543e+08	2.24266e+08
P0A9Q5	ACCD_ECOLI	accD	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta	16	16	1.36001e+08	1.30916e+08	1.36903e+08	1.45549e+08	1.3091e+08	1.39252e+08
P0A9Q7	ADHE_ECOLI	adhE	Aldehyde-alcohol dehydrogenase	53	53	8.79662e+08	9.08501e+08	8.86798e+08	9.07996e+08	8.9868e+08	8.93361e+08
P0A9Q9	DHAS_ECOLI	asd	Aspartate-semialdehyde dehydrogenase	13	13	1.08791e+08	1.11312e+08	1.06022e+08	1.07763e+08	1.09946e+08	1.08563e+08
P0A9R4	FER_ECOLI	fdx	2Fe-2S ferredoxin	3	3	6.76928e+07	6.69453e+07	6.59085e+07	6.76027e+07	6.6777e+07	6.6965e+07
P0A9R7	FTSE_ECOLI	ftsE	Cell division ATP-binding protein FtsE	7	7	1.27346e+07	1.27551e+07	1.26352e+07	1.16593e+07	1.23104e+07	1.23296e+07
P0A9S1	FUCO_ECOLI	fucO	Lactaldehyde reductase	4	4	1.78495e+06	1.92656e+06	1.9928e+06	1.91256e+06	1.86945e+06	1.81387e+06
P0A9S5	GLDA_ECOLI	gldA	Glycerol dehydrogenase	8	8	8.98818e+07	9.2545e+07	8.88307e+07	8.39404e+07	9.16773e+07	9.17702e+07
P0A9T0	SERA_ECOLI	serA	D-3-phosphoglycerate dehydrogenase	12	12	4.62427e+07	4.63467e+07	4.42316e+07	4.56382e+07	4.47675e+07	4.42583e+07
P0A9T4	TAS_ECOLI	tas	Protein tas	10	10	3.67428e+07	3.60381e+07	3.73462e+07	3.58311e+07	3.68435e+07	3.6644e+07
P0A9T6	YBAQ_ECOLI	ybaQ	Uncharacterized HTH-type transcriptional regulator YbaQ	5	5	6.78944e+06	5.30834e+06	6.03843e+06	4.91943e+06	6.21578e+06	6.89774e+06
P0A9T8	YBBA_ECOLI	ybbA	Uncharacterized ABC transporter ATP-binding protein YbbA	2	2	1.85628e+06	1.80894e+06	1.61688e+06	1.97611e+06	2.06936e+06	1.87668e+06
P0A9U1	YBHF_ECOLI	ybhF	Uncharacterized ABC transporter ATP-binding protein YbhF	3	3	1.78039e+06	1.96277e+06	1.45111e+06	1.9491e+06	1.52497e+06	1.4992e+06
P0A9U3	YBIT_ECOLI	ybiT	Uncharacterized ABC transporter ATP-binding protein YbiT	21	21	3.11926e+07	3.08917e+07	3.21781e+07	3.0684e+07	3.11727e+07	3.1051e+07
P0A9V1	LPTB_ECOLI	lptB	Lipopolysaccharide export system ATP-binding protein LptB	10	10	2.63406e+07	2.59091e+07	2.74506e+07	2.63148e+07	2.57184e+07	2.65848e+07
P0A9W0	ULAR_ECOLI	ulaR	HTH-type transcriptional regulator UlaR	2	2	9.33008e+06			7.92384e+06	7.88997e+06	8.17434e+06
P0A9W3	YJJK_ECOLI	yjjK	Uncharacterized ABC transporter ATP-binding protein YjjK	28	28	7.6654e+07	8.09354e+07	7.38435e+07	8.06966e+07	7.90163e+07	7.89267e+07
P0A9W6	YRBA_ECOLI	yrbA	Uncharacterized protein YrbA	3	3	5.27443e+07	5.52228e+07	5.23508e+07	5.10373e+07	5.37824e+07	4.99374e+07
P0A9W9	YRDA_ECOLI	yrdA	Protein YrdA	8	8	2.04308e+07	2.0995e+07	2.11921e+07	2.12168e+07	2.10237e+07	2.11949e+07
P0A9X4	MREB_ECOLI	mreB	Rod shape-determining protein MreB	15	15	7.31911e+07	7.49502e+07	7.51611e+07	7.38556e+07	7.42079e+07	7.42487e+07
P0A9X9	CSPA_ECOLI	cspA	Cold shock protein CspA	8	6	2.42361e+08	2.53354e+08	2.45557e+08	2.44256e+08	2.49562e+08	2.46665e+08
P0A9Y6	CSPC_ECOLI	cspC	Cold shock-like protein CspC	7	7	1.2705e+09	1.37581e+09	1.30331e+09	1.33274e+09	1.29049e+09	1.26675e+09
P0A9Z1	GLNB_ECOLI	glnB	Nitrogen regulatory protein P-II 1	6	6	8.32603e+07	8.60442e+07	8.29181e+07	8.77128e+07	9.23928e+07	8.22742e+07
P0AA04	PTHP_ECOLI	ptsH	Phosphocarrier protein HPr	5	5	1.29682e+09	1.56444e+09	1.32186e+09	1.52156e+09	1.49544e+09	1.27657e+09
P0AA10	RL13_ECOLI	rplM	50S ribosomal protein L13	14	14	6.37012e+08	6.68408e+08	6.46111e+08	6.87756e+08	7.01561e+08	6.57987e+08
P0AA16	OMPR_ECOLI	ompR	Transcriptional regulatory protein OmpR	11	11	4.93335e+07	5.04955e+07	5.10399e+07	4.99234e+07	4.88641e+07	5.00543e+07
P0AA25	THIO_ECOLI	trxA	Thioredoxin-1	7	7	3.3474e+08	3.52299e+08	3.35608e+08	3.478e+08	3.54148e+08	3.40283e+08
P0AA31	YEDF_ECOLI	yedF	UPF0033 protein YedF	1	1	2.29342e+07	2.24237e+07	2.13427e+07	2.27852e+07	2.22749e+07	2.32036e+07
P0AA39	RLUC_ECOLI	rluC	Ribosomal large subunit pseudouridine synthase C	9	9	1.2757e+07	1.27599e+07	1.22844e+07	1.27366e+07	1.38154e+07	1.39351e+07
P0AA41	TRUC_ECOLI	truC	tRNA pseudouridine synthase C	3	3	1.17758e+07	1.41136e+07	1.48456e+07	1.3354e+07	1.3476e+07	1.59014e+07
P0AA43	RSUA_ECOLI	rsuA	Ribosomal small subunit pseudouridine synthase A	8	8	1.94563e+07	1.94134e+07	1.8869e+07	1.95418e+07	1.9135e+07	2.12185e+07
P0AA53	QMCA_ECOLI	qmcA	Protein QmcA	4	4	3.5507e+06	3.31606e+06	3.77372e+06	2.95946e+06	3.27436e+06	3.61299e+06
P0AA57	YOBA_ECOLI	yobA	Protein YobA	1	1				6.38714e+06	6.10726e+06	
P0AA86	DSBE_ECOLI	dsbE	Thiol:disulfide interchange protein DsbE	1	1	3.09035e+06	3.22568e+06	2.77748e+06	3.22353e+06	2.70032e+06	2.68e+06
P0AA91	YEAY_ECOLI	yeaY	Uncharacterized lipoprotein YeaY	4	4	5.05155e+06	5.0187e+06	5.30434e+06	4.58111e+06	5.32084e+06	5.36161e+06
P0AA93	YPDA_ECOLI	ypdA	Sensor histidine kinase YpdA	2	2	1.17415e+06	1.43941e+06	1.09102e+06	1.26037e+06	1.19555e+06	1.19218e+06
P0AA95	YACC_ECOLI	yacC	Uncharacterized protein YacC	2	2	5.59411e+06	5.15639e+06	5.5532e+06	5.09632e+06	5.27158e+06	5.17887e+06
P0AA97	YAEQ_ECOLI	yaeQ	Uncharacterized protein YaeQ	3	3	3.33064e+06	3.67241e+06	3.08843e+06	3.76761e+06	3.17982e+06	3.59979e+06
P0AAA1	YAGU_ECOLI	yagU	Inner membrane protein YagU	2	2	4.61301e+07	4.84882e+07	4.2088e+07	4.44559e+07	4.89419e+07	4.78996e+07
P0AAB4	UBID_ECOLI	ubiD	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	6	6	1.18581e+07	1.17917e+07	1.11237e+07	1.16791e+07	1.14332e+07	1.246e+07
P0AAB6	GALF_ECOLI	galF	UTP--glucose-1-phosphate uridylyltransferase	11	11	1.3974e+08	1.49458e+08	1.45435e+08	1.47346e+08	1.5169e+08	1.45367e+08
P0AAB8	USPD_ECOLI	uspD	Universal stress protein D	1	1	1.42404e+07	1.59676e+07	1.77508e+07	1.71595e+07	1.49872e+07	1.31398e+07
P0AAC0	USPE_ECOLI	uspE	Universal stress protein E	9	9	4.50335e+07	4.81146e+07	4.71635e+07	4.80931e+07	4.75485e+07	4.77978e+07
P0AAC8	ISCA_ECOLI	iscA	Iron-binding protein IscA	5	5	3.92114e+07	3.83726e+07	4.39562e+07	3.94445e+07	3.88099e+07	4.01521e+07
P0AAD6	SDAC_ECOLI	sdaC	Serine transporter	2	2	2.76819e+06	2.87339e+06	2.90109e+06	2.86752e+06	2.68831e+06	2.92288e+06
P0AAF6	ARTP_ECOLI	artP	Arginine transport ATP-binding protein ArtP	3	3	4.10944e+06	4.01307e+06	3.35654e+06	3.66287e+06	3.6721e+06	3.80405e+06
P0AAG3	GLTL_ECOLI	gltL	Glutamate/aspartate transport ATP-binding protein GltL	1	1		2.16969e+06			2.36395e+06	2.21394e+06
P0AAH0	PSTB_ECOLI	pstB	Phosphate import ATP-binding protein PstB	3	3	2.71507e+06	2.61276e+06	2.34249e+06	2.301e+06	2.53974e+06	2.41215e+06
P0AAH8	SAPF_ECOLI	sapF	Peptide transport system ATP-binding protein SapF	2	2	1.87272e+06	1.88479e+06	1.96523e+06	1.63414e+06	1.95143e+06	2.07358e+06
P0AAI3	FTSH_ECOLI	ftsH	ATP-dependent zinc metalloprotease FtsH	26	26	7.84995e+07	7.86158e+07	7.81909e+07	7.81156e+07	7.87069e+07	7.71984e+07
P0AAI5	FABF_ECOLI	fabF	3-oxoacyl-[acyl-carrier-protein] synthase 2	10	10	1.97803e+08	2.0868e+08	2.00329e+08	2.05487e+08	2.14547e+08	1.93893e+08
P0AAI9	FABD_ECOLI	fabD	Malonyl CoA-acyl carrier protein transacylase	9	9	8.24637e+07	7.16353e+07	8.35799e+07	7.28694e+07	7.03347e+07	8.19475e+07
P0AAJ3	FDNH_ECOLI	fdnH	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit	4	4	1.67294e+07	1.71849e+07	1.54261e+07	1.7947e+07	1.67756e+07	1.72878e+07
P0AAJ5	FDOH_ECOLI	fdoH	Formate dehydrogenase-O iron-sulfur subunit	4	4	1.93468e+07	1.16967e+07	1.22954e+07	1.83112e+07	1.76415e+07	1.86113e+07
P0AAJ8	HYBA_ECOLI	hybA	Hydrogenase-2 operon protein HybA	5	5	2.15864e+07	2.27506e+07	2.129e+07	2.24023e+07	2.38319e+07	2.15236e+07
P0AAK1	HYCB_ECOLI	hycB	Formate hydrogenlyase subunit 2	2	2	5.17535e+06	4.62407e+06	4.48048e+06	4.85364e+06	4.57799e+06	5.05414e+06
P0AAL3	NAPG_ECOLI	napG	Ferredoxin-type protein NapG	2	2	470891	478542	461954	447045	386881	427680
P0AAN1	HYBE_ECOLI	hybE	Hydrogenase-2 operon protein HybE	1	1	1.94353e+06	2.16992e+06	2.15937e+06	2.37977e+06	2.25553e+06	1.98453e+06
P0AAN3	HYPB_ECOLI	hypB	Hydrogenase isoenzymes nickel incorporation protein HypB	6	6	1.16347e+07	1.12675e+07	1.09822e+07	1.14901e+07	1.11867e+07	1.12083e+07
P0AAN5	YAIA_ECOLI	yaiA	Uncharacterized protein YaiA	1	1	5.3318e+06	6.8591e+06	4.19996e+06	6.93662e+06	5.73002e+06	5.50095e+06
P0AAN9	IRAP_ECOLI	iraP	Anti-adapter protein IraP	3	3	1.40178e+06	1.38372e+06	1.42499e+06	1.30048e+06	1.24452e+06	1.4655e+06
P0AAP3	FRMR_ECOLI	frmR	Transcriptional repressor FrmR	5	5	1.74116e+07	1.389e+07	1.66592e+07	1.70615e+07	1.59813e+07	1.71999e+07
P0AAQ2	YAJD_ECOLI	yajD	Uncharacterized protein YajD	4	4	1.67787e+07	1.62293e+07	1.64291e+07	1.81294e+07	1.68705e+07	1.53744e+07
P0AAR3	YBAK_ECOLI	ybaK	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK	7	7	1.33987e+07	1.21118e+07	1.33181e+07	1.40877e+07	1.33014e+07	1.32022e+07
P0AAS0	YLAC_ECOLI	ylaC	Inner membrane protein YlaC	3	3	626533	644917	577153	676699	718867	636332
P0AAS7	YBCJ_ECOLI	ybcJ	Uncharacterized protein YbcJ	3	3	1.50755e+07	1.55304e+07	1.5585e+07	1.47958e+07	1.52917e+07	1.52662e+07
P0AAT2	YBDF_ECOLI	ybdF	Uncharacterized protein YbdF	2	2	3.37999e+06	3.22471e+06	2.99519e+06	3.1603e+06	3.39019e+06	2.47261e+06
P0AAT4	MSCM_ECOLI	mscM	Miniconductance mechanosensitive channel	5	5	5.15428e+06	5.83777e+06	5.3185e+06	6.20251e+06	5.81313e+06	5.61473e+06
P0AAT6	IOJAP_ECOLI	rsfS	Ribosomal silencing factor RsfS	5	5	1.50724e+07	1.54719e+07	1.5559e+07	1.50906e+07	1.47208e+07	1.48569e+07
P0AAT9	YBEL_ECOLI	ybeL	Uncharacterized protein YbeL	6	6	2.03364e+07	2.20334e+07	2.02983e+07	2.09883e+07	2.19089e+07	2.14018e+07
P0AAU7	YBFE_ECOLI	ybfE	Uncharacterized protein YbfE	3	3	3.38707e+06	3.50013e+06	4.25655e+06	4.26645e+06	3.68907e+06	4.21731e+06
P0AAV4	YBGJ_ECOLI	ybgJ	Uncharacterized protein YbgJ	2	2	2.98126e+06	3.60773e+06	2.81148e+06	3.12979e+06	3.78237e+06	2.95654e+06
P0AAV6	YBGS_ECOLI	ybgS	Uncharacterized protein YbgS	1	1	103988	149254			99259.6	125520
P0AAX8	YBIS_ECOLI	ybiS	Probable L,D-transpeptidase YbiS	14	13	5.63813e+07	5.76441e+07	5.46973e+07	5.60896e+07	5.60734e+07	5.60781e+07
P0AAZ4	RARA_ECOLI	rarA	Replication-associated recombination protein A	8	8	3.87094e+06	3.93181e+06	4.27038e+06	4.35523e+06	3.85164e+06	3.98618e+06
P0AAZ7	YCAR_ECOLI	ycaR	UPF0434 protein YcaR	4	4	5.60902e+07	5.41731e+07	5.552e+07	5.43153e+07	5.10525e+07	5.61444e+07
P0AB10	YMBA_ECOLI	ymbA	Uncharacterized lipoprotein YmbA	2	2	8.76018e+06	9.73159e+06	7.42051e+06	8.50649e+06	1.06662e+07	8.61297e+06
P0AB14	YCCJ_ECOLI	yccJ	Uncharacterized protein YccJ	4	4	2.06986e+07	2.16429e+07	1.97762e+07	2.09008e+07	2.07934e+07	1.9905e+07
P0AB18	TUSE_ECOLI	tusE	Sulfurtransferase TusE	5	5	6.93371e+06	7.09419e+06	7.34381e+06	7.37904e+06	7.39274e+06	6.93539e+06
P0AB20	HSPQ_ECOLI	hspQ	Heat shock protein HspQ	1	1	5.69382e+06	5.61456e+06	7.90787e+06	6.8998e+06	4.79759e+06	
P0AB24	EFEO_ECOLI	efeO	Iron uptake system component EfeO	14	14	3.68756e+07	3.67104e+07	3.57955e+07	3.80945e+07	3.58027e+07	3.51504e+07
P0AB26	YCEB_ECOLI	yceB	Uncharacterized lipoprotein YceB	5	5	2.32916e+07	2.43793e+07	2.23468e+07	2.50614e+07	2.43631e+07	2.71278e+07
P0AB28	YCED_ECOLI	yceD	Uncharacterized protein YceD	5	5	4.31873e+07	4.10252e+07	4.34181e+07	4.41514e+07	4.31821e+07	4.35639e+07
P0AB38	LPOB_ECOLI	lpoB	Penicillin-binding protein activator LpoB	3	3	2.14677e+07	2.22297e+07	2.2929e+07	2.17226e+07	2.17353e+07	2.29516e+07
P0AB43	YCGL_ECOLI	ycgL	Protein YcgL	9	9	6.70382e+06	7.22729e+06	6.5741e+06	7.40412e+06	7.11292e+06	6.93778e+06
P0AB46	YMGD_ECOLI	ymgD	Uncharacterized protein YmgD	4	4	1.27062e+07	1.41621e+07	1.40429e+07	1.36748e+07	1.40111e+07	1.4009e+07
P0AB52	YCHN_ECOLI	ychN	Protein YchN	3	3	1.22842e+07	1.21959e+07	1.2417e+07	1.03289e+07	1.22557e+07	8.5601e+06
P0AB55	YCII_ECOLI	yciI	Protein YciI	3	3	3.56722e+07	3.94645e+07	3.15798e+07	4.05155e+07	3.9765e+07	3.31258e+07
P0AB58	YCIM_ECOLI	yciM	Uncharacterized protein YciM	2	2	2.15878e+06	2.50415e+06	2.65101e+06	2.51746e+06	2.78844e+06	2.12219e+06
P0AB61	YCIN_ECOLI	yciN	Protein YciN	6	6	2.58827e+07	3.0626e+07	2.8771e+07	2.7894e+07	2.96258e+07	2.56412e+07
P0AB67	PNTB_ECOLI	pntB	NAD(P) transhydrogenase subunit beta	6	6	6.03032e+06	6.89446e+06	6.38261e+06	6.91112e+06	6.65921e+06	7.356e+06
P0AB71	ALF_ECOLI	fbaA	Fructose-bisphosphate aldolase class 2	17	17	8.17531e+08	8.8368e+08	7.97515e+08	8.537e+08	8.40444e+08	8.15095e+08
P0AB77	KBL_ECOLI	kbl	2-amino-3-ketobutyrate coenzyme A ligase	18	18	1.10872e+08	1.08332e+08	1.06907e+08	1.09126e+08	1.05079e+08	1.09234e+08
P0AB80	ILVE_ECOLI	ilvE	Branched-chain-amino-acid aminotransferase	9	9	3.36778e+07	3.18664e+07	3.4412e+07	3.29448e+07	3.08854e+07	3.39596e+07
P0AB83	END3_ECOLI	nth	Endonuclease III	3	3	3.5247e+06	4.05007e+06	4.14124e+06	3.79639e+06	3.83135e+06	4.07983e+06
P0AB89	PUR8_ECOLI	purB	Adenylosuccinate lyase	17	17	2.43064e+07	2.49002e+07	2.44252e+07	2.53773e+07	2.51354e+07	2.49966e+07
P0AB91	AROG_ECOLI	aroG	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive	5	5	9.87004e+06	1.09227e+07	1.19274e+07	1.15256e+07	1.02689e+07	1.18974e+07
P0AB98	ATP6_ECOLI	atpB	ATP synthase subunit a	2	2	4.36578e+06	5.67918e+06		5.94296e+06	6.30871e+06	4.87927e+06
P0ABA0	ATPF_ECOLI	atpF	ATP synthase subunit b	16	16	2.14295e+08	2.04671e+08	2.19272e+08	2.05981e+08	2.02326e+08	2.1265e+08
P0ABA4	ATPD_ECOLI	atpH	ATP synthase subunit delta	11	11	1.6687e+08	1.58757e+08	1.63784e+08	1.56821e+08	1.29058e+08	1.59377e+08
P0ABA6	ATPG_ECOLI	atpG	ATP synthase gamma chain	19	19	2.3063e+08	2.27971e+08	2.36234e+08	2.24408e+08	2.29488e+08	2.35935e+08
P0ABB0	ATPA_ECOLI	atpA	ATP synthase subunit alpha	29	29	4.08728e+08	4.08738e+08	4.10712e+08	4.11128e+08	3.92869e+08	4.05685e+08
P0ABB4	ATPB_ECOLI	atpD	ATP synthase subunit beta	30	30	4.33476e+08	4.16032e+08	4.29786e+08	4.18187e+08	4.08568e+08	4.25621e+08
P0ABB8	ATMA_ECOLI	mgtA	Magnesium-transporting ATPase, P-type 1	4	4	1.11643e+06	1.29301e+06	985222	1.21557e+06	1.2018e+06	1.28585e+06
P0ABC3	HFLC_ECOLI	hflC	Modulator of FtsH protease HflC	19	19	8.73446e+07	8.77556e+07	9.22682e+07	8.96625e+07	8.83099e+07	8.84298e+07
P0ABC7	HFLK_ECOLI	hflK	Modulator of FtsH protease HflK	15	15	7.39068e+07	7.3395e+07	7.73241e+07	7.42732e+07	7.37736e+07	7.59501e+07
P0ABD3	BFR_ECOLI	bfr	Bacterioferritin	9	9	4.15279e+07	4.26211e+07	4.2728e+07	4.08831e+07	4.15992e+07	4.37952e+07
