Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj2.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj3.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_1fmol_inj1.mzML	/home/lerost/DIA_tools_manuscript/input_files/PXD026600/RD139_Wide_UPS1_0_1fmol_inj1.mzML
P33650	P33650		feoB		2.37015e+06	2.41114e+06	2.4631e+06	2.48423e+06	2.10961e+06	2.29158e+06
P33667	P33667		selU		983769	907709	956890	951156	993584	993212
P33898	P33898		gapC		1.96327e+06	1.83802e+06	1.995e+06	1.93267e+06	1.83362e+06	1.86642e+06
P33916	P33916		yejF		381916	352676	379872	432300	371750	437925
P33920	P33920		yejK		2.43858e+06	2.46219e+06	2.52458e+06	2.49854e+06	2.43328e+06	2.43912e+06
P33924	P33924		yejO		1.57902e+06	1.53706e+06	1.48079e+06	1.66982e+06	1.37277e+06	1.52291e+06
P33937	P33937		napA		3.69093e+06	3.68341e+06	3.68552e+06	3.61226e+06	3.73511e+06	3.73007e+06
P35340	P35340		ahpF		9.76358e+06	9.90556e+06	9.93695e+06	1.00968e+07	9.80969e+06	9.82161e+06
P36566	P36566		smtA		474532	404025	455284	480950	534801	450859
P36659	P36659		cbpA		3.54506e+06	3.48679e+06	3.50247e+06	3.51173e+06	3.62114e+06	3.63164e+06
P36672	P36672		treB		1.2525e+06	1.29109e+06	1.23564e+06	1.21078e+06	1.24946e+06	1.25458e+06
P36680	P36680		zapD		2.46026e+06	2.41619e+06	2.44532e+06	2.55533e+06	2.50832e+06	2.50201e+06
P36683	P36683		acnB		9.86284e+06	9.89051e+06	9.90756e+06	9.7658e+06	9.88658e+06	9.76155e+06
P36767	P36767		rdgC		4.89021e+06	4.99324e+06	4.95968e+06	4.66756e+06	4.84974e+06	4.81393e+06
P36879	P36879		yadG		1.32376e+06	1.2375e+06	1.12646e+06	1.25959e+06	1.13508e+06	1.11471e+06
P36928	P36928		yegD		1.07726e+06	1.13393e+06	1.20678e+06	1.25648e+06	1.07091e+06	997411
P36929	P36929		rsmB		3.43304e+06	3.36548e+06	3.49392e+06	3.13759e+06	3.50771e+06	3.34749e+06
P36930	P36930		gatR		1.00525e+06	1.00581e+06	989005	1.01926e+06	971776	937763
P36938	P36938		pgm		7.07797e+06	7.37982e+06	7.3146e+06	7.03265e+06	7.26011e+06	7.02458e+06
P36979	P36979		rlmN		3.2756e+06	3.28983e+06	3.28565e+06	3.19476e+06	3.46808e+06	3.47058e+06
P36999	P36999		rlmA		1.01811e+06	1.07987e+06	1.11507e+06	979264	980313	977209
P37005	P37005		lasT		1.24587e+06	1.29823e+06	1.27336e+06	1.23652e+06	1.17657e+06	1.22308e+06
P37028	P37028		btuF		676136	654000	691396	640923	632508	738443
P37051	P37051		purU		5.4918e+06	5.26108e+06	5.31614e+06	5.24244e+06	5.45138e+06	5.67727e+06
P37052	P37052		ychJ		823309	875892	913037	907592	837267	857606
P37095	P37095		pepB		1.24239e+07	1.26119e+07	1.25685e+07	1.25804e+07	1.24092e+07	1.22929e+07
P37128	P37128		nudK		2.37852e+06	2.18745e+06	2.24335e+06	2.20394e+06	2.39638e+06	2.44088e+06
P37182	P37182		hybD		3.89434e+06	3.93376e+06	4.00301e+06	3.95335e+06	3.73216e+06	3.84489e+06
P37194	P37194		slp		1.63694e+07	1.68029e+07	1.70043e+07	1.68506e+07	1.72284e+07	1.66962e+07
P37329	P37329		modA		3.82767e+06	3.75611e+06	3.73281e+06	3.69391e+06	3.66017e+06	3.69064e+06
P37330	P37330		glcB		1.74811e+06	1.76311e+06	1.8039e+06	1.69877e+06	1.69076e+06	1.74094e+06
P37342	P37342		yjjI		3.83307e+06	3.76488e+06	3.70802e+06	3.75433e+06	3.78375e+06	3.74599e+06
P37349	P37349		dhaM		7.98807e+07	7.80418e+07	8.01247e+07	8.03761e+07	7.93849e+07	7.93464e+07
P37440	P37440		ucpA		7.51745e+06	7.35543e+06	7.35681e+06	7.43696e+06	7.44993e+06	7.52084e+06
P37590	P37590		pmrD		1.88325e+06	1.9679e+06	2.09107e+06	1.92113e+06	1.59523e+06	1.57702e+06
P37613	P37613		yhhK		4.28251e+06	4.35494e+06	4.31198e+06	4.26365e+06	4.42061e+06	4.54369e+06
P37617	P37617		zntA		1.66161e+06	1.59529e+06	1.62394e+06	1.66252e+06	1.56456e+06	1.58055e+06
P37626	P37626		yhiI		1.30331e+06	1.29081e+06	1.32695e+06	1.30149e+06	1.29345e+06	1.4212e+06
P37631	P37631		yhiN		1.27652e+06	1.19379e+06	1.22141e+06	1.20634e+06	1.23707e+06	1.30749e+06
P37634	P37634		rlmJ		2.42877e+07	2.36019e+07	2.3769e+07	2.49279e+07	2.46205e+07	2.46084e+07
P37636	P37636		mdtE		3.82431e+06	3.65988e+06	3.69739e+06	3.80362e+06	3.73683e+06	3.75053e+06
P37647	P37647		kdgK		2.2605e+06	2.3358e+06	2.43876e+06	2.39909e+06	2.4198e+06	2.29401e+06
P37648	P37648		yhjJ		3.62323e+06	3.73765e+06	3.66515e+06	3.71281e+06	3.68583e+06	3.84337e+06
P37650	P37650		bcsC		1.29981e+06	1.29622e+06	1.33753e+06	1.32887e+06	1.27436e+06	1.21939e+06
P37651	P37651		bcsZ		2.06415e+06	2.19351e+06	2.15572e+06	2.14198e+06	2.17765e+06	2.09139e+06
P37652	P37652		bcsB		5.07691e+06	5.00457e+06	4.82996e+06	5.01873e+06	5.0679e+06	4.92781e+06
P37655	P37655		bcsQ		1.03187e+06	1.01604e+06	986881	1.02808e+06	1.02232e+06	1.07622e+06
P37657	P37657		bcsE		1.66218e+06	1.63732e+06	1.52774e+06	1.56408e+06	1.52687e+06	1.58379e+06
P37665	P37665		yiaD		4.76617e+06	4.69814e+06	4.77902e+06	4.72089e+06	4.70459e+06	4.70294e+06
P37666	P37666		ghrB		1.00978e+07	1.10688e+07	1.12125e+07	1.02248e+07	1.12473e+07	1.00513e+07
P37685	P37685		aldB		1.62905e+06	1.76859e+06	1.62078e+06	1.64441e+06	1.58372e+06	1.69176e+06
P37689	P37689		gpmI		2.29815e+07	2.37977e+07	2.41469e+07	2.31423e+07	2.35096e+07	2.35937e+07
P37692	P37692		rfaF		3.2292e+06	3.09182e+06	3.13063e+06	3.0316e+06	3.18062e+06	3.09631e+06
P37765	P37765		rluB		3.7786e+06	3.71816e+06	3.83749e+06	3.70595e+06	3.76936e+06	3.81595e+06
P37773	P37773		mpl		7.77904e+06	8.14077e+06	8.02066e+06	7.96422e+06	8.18424e+06	7.85911e+06
P37902	P37902		gltI		2.09238e+06	1.9573e+06	2.04132e+06	2.05896e+06	1.9913e+06	2.00325e+06
P37903	P37903		uspF		8.31898e+06	8.56539e+06	8.50065e+06	8.3792e+06	8.53566e+06	8.33532e+06
P37908	P37908		yfjD		2.38535e+06	2.59322e+06	2.50442e+06	2.33542e+06	2.7894e+06	2.33324e+06
P38038	P38038		cysJ		3.73948e+06	3.65155e+06	3.64668e+06	3.67634e+06	3.6195e+06	3.60867e+06
P38134	P38134		etk		4.72589e+06	4.53629e+06	4.5535e+06	4.5657e+06	4.48644e+06	4.47298e+06
P38489	P38489		nfnB		6.35208e+06	7.03313e+06	6.99031e+06	6.50466e+06	6.91454e+06	6.42937e+06
P38506	P38506		ygdG		632774	501269	575431	505101	591158	544664
P38521	P38521		yggL		3.04193e+06	2.96253e+06	2.76689e+06	3.06781e+06	2.61976e+06	2.65207e+06
P39099	P39099		degQ		5.36996e+06	5.58628e+06	5.62611e+06	5.37934e+06	5.51429e+06	5.3581e+06
P39160	P39160		uxuB		1.38444e+06	1.3975e+06	1.33922e+06	1.28996e+06	1.44176e+06	1.33546e+06
P39172	P39172		znuA		3.64561e+06	3.85772e+06	3.79792e+06	3.82732e+06	3.67055e+06	3.64546e+06
P39173	P39173		yeaD		1.24306e+07	1.25331e+07	1.24741e+07	1.26175e+07	1.23872e+07	1.23183e+07
P39177	P39177		uspG		2.51888e+07	2.48966e+07	2.5568e+07	2.4404e+07	2.59166e+07	2.49025e+07
P39199	P39199		prmB		7.64175e+06	7.89178e+06	7.43304e+06	7.48222e+06	7.84635e+06	7.70612e+06
P39280	P39280		epmB		2.73881e+06	2.3758e+06	2.40352e+06	2.50353e+06	2.3522e+06	2.36783e+06
P39286	P39286		rsgA		2.27344e+06	2.29885e+06	2.31951e+06	2.26097e+06	2.31867e+06	2.20026e+06
P39298	P39298		yjfP		890294	657399	651849	770021	828392	838414
P39300	P39300		ulaG		425029	379165	461266	448179	496706	413061
P39301	P39301		ulaA				591970	712153		
P39315	P39315		qorB		2.93974e+06	2.83187e+06	2.85254e+06	2.83335e+06	2.81404e+06	2.90077e+06
P39321	P39321		tamB		968088	937413	896618	919457	911454	938610
P39325	P39325		ytfQ		1.46737e+06	1.60786e+06	1.5384e+06	1.56246e+06	1.67938e+06	1.68485e+06
P39342	P39342		yjgR		1.04009e+06	1.08834e+06	1.11835e+06	1.08946e+06	1.02875e+06	1.14261e+06
P39347	P39347		intB		859300	822118	806112	762119	874716	839187
P39377	P39377		iadA		5.15459e+06	4.98861e+06	5.18869e+06	4.97748e+06	5.05038e+06	5.01624e+06
P39384	P39384		yjiM		1.03241e+06	1.01388e+06	967057	905724	1.0814e+06	1.04965e+06
P39391	P39391		yjiT		564904	557150	557164	557076	525560	567056
P39393	P39393		yjiV		567369	658812	598746	533967	645174	574221
P39396	P39396		yjiY		5.9588e+06	5.4833e+06	5.76586e+06	5.89549e+06	5.87137e+06	5.93247e+06
P39401	P39401		mdoB		1.30316e+06	1.41136e+06	1.33875e+06	1.24093e+06	1.26343e+06	1.30234e+06
P39406	P39406		rsmC		1.04534e+07	1.0187e+07	1.00568e+07	1.02054e+07	1.00541e+07	1.04192e+07
P39407	P39407		yjjU		478212	491441	564239	410171	372962	435799
P39411	P39411		yjjX		2.84514e+06	2.81297e+06	2.82438e+06	2.62703e+06	2.76242e+06	2.7911e+06
P39451	P39451		adhP		1.54105e+06	1.29702e+06	1.30813e+06	1.34474e+06	1.37368e+06	1.36978e+06
P39830	P39830		ybaL		961495	877294	854997	866705	910663	857974
P39831	P39831		ydfG		1.17555e+07	1.18873e+07	1.2008e+07	1.21071e+07	1.17268e+07	1.14827e+07
P39838	P39838		rcsD		585386	604540	675997	636290	680093	495935
P40120	P40120		mdoD		4.01673e+06	4.06969e+06	3.99039e+06	4.01871e+06	4.08615e+06	4.05785e+06
P40191	P40191		pdxK		2.24683e+06	2.23572e+06	2.21722e+06	2.25798e+06	2.23087e+06	2.27991e+06
P40710	P40710		nlpE		1.797e+06	1.91386e+06	1.91349e+06	1.8958e+06	1.93114e+06	1.90807e+06
P40719	P40719		qseC		281631	353211	333585	345585	376955	352418
P40874	P40874		solA		2.86039e+06	3.00067e+06	2.89364e+06	2.85353e+06	2.88239e+06	2.77047e+06
P41052	P41052		mltB		1.0066e+06	989120	1.02377e+06	1.12981e+06	1.09463e+06	1.00003e+06
P41407	P41407		azoR		3.75439e+06	3.82365e+06	3.68822e+06	3.8278e+06	3.54456e+06	3.42029e+06
P41409	P41409		rihA		1.00748e+06	965598	924030	939492	939500	958569
P42596	P42596		rlmG		2.29406e+06	2.36529e+06	2.33037e+06	2.38518e+06	2.30538e+06	2.29676e+06
P42616	P42616		yqjC		311347	347257	366192	344178	387704	388334
P42628	P42628		yhaO		1.15872e+07	9.13511e+06	9.08626e+06	1.12198e+07	8.44492e+06	1.07392e+07
P42632	P42632		tdcE		5.97787e+06	5.9851e+06	6.18382e+06	6.03222e+06	5.98399e+06	5.81754e+06
P42641	P42641		obgE		7.71556e+06	7.9726e+06	7.7096e+06	7.55445e+06	7.79443e+06	7.77293e+06
P43329	P43329		hrpA		1.27657e+06	1.26887e+06	1.26416e+06	1.26849e+06	1.26539e+06	1.27078e+06
P43533	P43533		flgN		1.38316e+06	1.34993e+06	1.28175e+06	1.29227e+06	1.17727e+06	1.39822e+06
P43671	P43671		pqiB		982929	1.04331e+06	980294	1.01014e+06	990985	992705
P43672	P43672		uup		2.17793e+06	2.23169e+06	2.19645e+06	2.22662e+06	2.2106e+06	2.27038e+06
P45395	P45395		kdsD		2.32324e+06	2.42687e+06	2.38391e+06	2.41236e+06	2.47772e+06	2.40011e+06
P45464	P45464		lpoA		4.86945e+06	4.66959e+06	4.65029e+06	4.83971e+06	4.71452e+06	4.74458e+06
P45469	P45469		yraR		968544	953814	996353	871626	891661	933223
P45470	P45470		yhbO		817848	1.01317e+06	781807	961760	847591	873196
P45475	P45475		yhbV		1.25914e+06	1.24103e+06	1.46818e+06	1.27101e+06	1.43499e+06	1.43127e+06
P45523	P45523		fkpA		3.37241e+07	3.39747e+07	3.37507e+07	3.34731e+07	3.344e+07	3.38056e+07
P45530	P45530		tusB		425578	399098	534707	450285	437757	327449
P45531	P45531		tusC		382358	421597	403554	452643	382294	427333
P45568	P45568		dxr		791275	800838	763149	823908	790475	750394
P45577	P45577		proQ		1.23604e+07	1.31369e+07	1.31806e+07	1.28267e+07	1.30257e+07	1.26833e+07
P45578	P45578		luxS		1.73664e+07	2.3751e+07	2.2926e+07	1.66698e+07	2.35169e+07	1.74085e+07
P45748	P45748		rimN		4.19697e+06	4.45096e+06	4.29133e+06	4.3503e+06	4.2773e+06	4.29386e+06
P45771	P45771		yrdD		2.94651e+06	2.98999e+06	3.03142e+06	3.06544e+06	2.49221e+06	2.96221e+06
P45795	P45795		yrdB		1.49083e+06	1.47079e+06	1.51578e+06	1.44625e+06	1.6955e+06	1.60428e+06
P45799	P45799		nudE		1.95299e+06	1.98795e+06	2.10043e+06	2.14739e+06	2.23281e+06	1.91405e+06
P45955	P45955		ybgF		2.73477e+06	2.86949e+06	2.93441e+06	2.84638e+06	2.83271e+06	2.75095e+06
P46130	P46130		ybhC		5.78621e+06	5.98381e+06	5.93294e+06	6.12954e+06	6.32302e+06	5.9886e+06
P46142	P46142		yggM		8.84694e+06	8.30284e+06	8.61158e+06	8.68914e+06	8.39991e+06	8.78615e+06
P46837	P46837		yhgF		8.49156e+06	8.3918e+06	8.56285e+06	8.49277e+06	8.37602e+06	8.44608e+06
P46853	P46853		yhhX		5.62917e+06	5.47049e+06	5.54559e+06	5.48522e+06	5.60787e+06	5.5901e+06
P46854	P46854		yhhY		930166	821167	800575	863797	816468	938559
P46887	P46887		yecH		168565	319680	332561	181846	353136	202499
P46889	P46889		ftsK		2.07462e+06	1.96588e+06	1.76054e+06	1.92934e+06	1.93378e+06	2.03538e+06
P52006	P52006		nudI		1.04106e+06	1.04694e+06	1.06018e+06	1.0397e+06	1.06163e+06	1.04121e+06
P52007	P52007		yecM		1.84193e+06	1.78275e+06	1.77546e+06	1.7365e+06	1.71163e+06	1.79895e+06
P52060	P52060		yggU		647026	653565	640613	558496	611442	558155
P52061	P52061		rdgB		6.4768e+06	6.60835e+06	6.63926e+06	6.07119e+06	6.82772e+06	6.79901e+06
P52062	P52062		yggW		156138	211506	217833	196764	149630	148997
P52076	P52076		qseB		935686	917164	921432	1.00298e+06	951961	1.03169e+06
P52108	P52108		rstA		4.70707e+06	4.50418e+06	4.335e+06	4.45142e+06	4.29583e+06	4.44494e+06
P52119	P52119		ratB		3.80747e+06	3.55481e+06	3.69073e+06	3.70307e+06	3.50767e+06	3.71077e+06
P52643	P52643		ldhA		3.5203e+06	3.80462e+06	3.74543e+06	3.63797e+06	3.63703e+06	3.49682e+06
P52644	P52644		hslJ		1.43851e+06	1.44712e+06	1.8135e+06	1.33242e+06	1.62167e+06	1.53991e+06
P52647	P52647		ydbK		1.66443e+06	1.70225e+06	1.67481e+06	1.65987e+06	1.69797e+06	1.71785e+06
P52697	P52697		pgl		1.11994e+07	1.13948e+07	1.12631e+07	1.11678e+07	1.10201e+07	1.11406e+07
P56262	P56262		ysgA		1.28558e+06	1.54809e+06	1.41723e+06	1.43373e+06	1.46236e+06	1.51021e+06
P60061	P60061		adiC		1.28475e+06	1.26832e+06	1.23039e+06	1.27801e+06	1.22398e+06	1.1732e+06
P60240	P60240		rapA		4.19856e+06	4.18123e+06	4.16011e+06	4.17666e+06	4.22331e+06	4.16203e+06
P60293	P60293		mukF		1.86575e+06	1.81004e+06	1.83097e+06	1.77642e+06	1.86479e+06	1.97507e+06
P60340	P60340		truB		7.23498e+06	7.2059e+06	7.08713e+06	7.31122e+06	7.29523e+06	7.37143e+06
P60390	P60390		rsmH		5.06623e+06	5.16126e+06	5.05051e+06	5.00482e+06	5.07367e+06	4.81381e+06
P60422	P60422		rplB		1.44864e+08	1.52927e+08	1.52232e+08	1.45104e+08	1.51867e+08	1.44034e+08
P60438	P60438		rplC		2.78895e+08	2.85524e+08	2.8463e+08	2.75989e+08	2.82052e+08	2.78329e+08
P60472	P60472		ispU		945754	818643	923766	972285	792719	859407
P60546	P60546		gmk		5.97512e+06	5.75451e+06	5.77553e+06	6.16288e+06	5.7703e+06	5.92374e+06
P60560	P60560		guaC		4.51005e+06	4.52579e+06	4.45953e+06	4.22308e+06	4.48017e+06	4.40656e+06
P60595	P60595		hisH		1.55868e+06	1.49541e+06	1.47145e+06	1.50231e+06	1.57654e+06	1.36111e+06
P60624	P60624		rplX		1.19737e+08	1.22284e+08	1.23698e+08	1.22413e+08	1.22266e+08	1.18428e+08
P60651	P60651		speB		1.29146e+07	1.33572e+07	1.34699e+07	1.31346e+07	1.34545e+07	1.30016e+07
P60664	P60664		hisF		2.65968e+06	2.58302e+06	2.73148e+06	2.53605e+06	2.56563e+06	2.61612e+06
P60716	P60716		lipA		7.09408e+06	7.47302e+06	7.57687e+06	7.28736e+06	7.53081e+06	7.005e+06
P60723	P60723		rplD		1.61202e+08	1.63537e+08	1.66161e+08	1.60568e+08	1.64657e+08	1.59818e+08
P60752	P60752		msbA		3.5043e+06	3.28116e+06	3.2738e+06	3.35341e+06	3.17217e+06	3.44286e+06
P60757	P60757		hisG		2.1612e+06	2.05131e+06	2.08676e+06	2.07425e+06	2.07295e+06	2.19028e+06
P60785	P60785		lepA		1.15604e+07	1.13268e+07	1.11907e+07	1.12953e+07	1.13148e+07	1.14722e+07
P60906	P60906		hisS		1.03825e+07	1.06932e+07	1.05979e+07	1.05548e+07	1.05644e+07	1.04955e+07
P61175	P61175		rplV		1.94751e+08	1.95736e+08	1.96741e+08	1.95314e+08	1.96376e+08	1.9227e+08
P61316	P61316		lolA		2.56453e+06	2.75782e+06	2.66263e+06	2.70333e+06	2.76965e+06	2.65557e+06
P61320	P61320		lolB		3.02253e+06	3.16492e+06	3.15469e+06	2.98992e+06	3.20565e+06	3.05308e+06
P61517	P61517		can		7.58883e+06	7.92835e+06	7.69003e+06	7.49456e+06	7.86746e+06	7.87982e+06
P61714	P61714		ribE		4.39256e+07	4.75313e+07	4.71026e+07	4.49815e+07	4.54845e+07	4.50008e+07
P61887	P61887		rmlA2		1.06999e+06	1.05359e+06	1.01317e+06	1.04674e+06	1.07395e+06	1.09263e+06
P61889	P61889		mdh		2.31067e+07	2.31871e+07	2.32126e+07	2.33216e+07	2.30631e+07	2.30211e+07
P61949	P61949		fldA		5.87058e+06	5.55246e+06	5.50091e+06	6.00794e+06	5.50793e+06	5.79607e+06
P62399	P62399		rplE		2.67207e+08	2.7744e+08	2.75872e+08	2.65765e+08	2.77604e+08	2.66783e+08
P62556	P62556		sopA		4.02273e+06	3.97955e+06	4.13758e+06	3.94109e+06	4.01145e+06	3.80053e+06
P62558	P62558		sopB		5.43971e+06	5.58654e+06	5.5705e+06	5.38073e+06	5.51715e+06	5.62999e+06
P62615	P62615		ispE		1.77872e+06	1.74893e+06	1.69495e+06	1.71937e+06	1.70072e+06	1.54198e+06
P62617	P62617		ispF		3.3416e+06	3.51658e+06	3.40803e+06	3.48893e+06	3.26373e+06	3.4761e+06
P62620	P62620		ispG		6.12775e+06	5.96607e+06	5.98469e+06	6.09496e+06	5.92043e+06	6.03783e+06
P62623	P62623		ispH		1.61736e+06	1.60928e+06	1.56805e+06	1.55816e+06	1.65196e+06	1.57932e+06
P62672	P62672		apaG		492514	489127	475400	410711	480243	483267
P62707	P62707		gpmA		4.43029e+07	4.47209e+07	4.49584e+07	4.41988e+07	4.53839e+07	4.52114e+07
P62768	P62768		yaeH		5.17675e+06	5.16977e+06	5.14127e+06	5.211e+06	5.11039e+06	5.02112e+06
P63020	P63020		nfuA		7.70786e+06	7.72388e+06	7.89821e+06	7.95914e+06	7.86141e+06	7.90699e+06
P63177	P63177		rlmB		2.92731e+06	2.86911e+06	2.93539e+06	2.93324e+06	2.95008e+06	2.89932e+06
P63224	P63224		gmhA		2.07809e+07	2.08323e+07	2.04757e+07	2.02438e+07	1.99055e+07	2.03569e+07
P63228	P63228		gmhB		4.03991e+06	4.29843e+06	4.35849e+06	3.85405e+06	4.47281e+06	4.17297e+06
P63235	P63235		gadC		2.49141e+06	2.4716e+06	2.44363e+06	2.64678e+06	2.51034e+06	2.42973e+06
P63284	P63284		clpB		1.73215e+07	1.76553e+07	1.77477e+07	1.74788e+07	1.74552e+07	1.71866e+07
P63386	P63386		mlaF		1.11694e+06	1.09038e+06	1.00373e+06	1.13501e+06	1.06509e+06	1.11556e+06
P63389	P63389		yheS		2.36395e+06	2.36986e+06	2.42803e+06	2.33499e+06	2.47194e+06	2.37909e+06
P63417	P63417		yhbS		6.59281e+06	7.14553e+06	7.1636e+06	6.8244e+06	7.08927e+06	6.69748e+06
P63883	P63883		amiC		1.46193e+06	1.31829e+06	1.40565e+06	1.288e+06	1.37044e+06	1.33956e+06
P64423	P64423		zntB		452393	434376	479866	395261	365688	359040
P64429	P64429		ypfJ		1.0738e+06	1.04385e+06	1.07165e+06	1.10559e+06	1.1337e+06	1.07902e+06
P64451	P64451		ydcL		1.64283e+06	1.69298e+06	1.72415e+06	1.66888e+06	1.66561e+06	1.64268e+06
P64455	P64455		ydcY		9.891e+06	9.90548e+06	1.01253e+07	9.48409e+06	9.95072e+06	9.8003e+06
P64463	P64463		ydfZ		3.91518e+07	3.79231e+07	3.80647e+07	3.7936e+07	3.71847e+07	3.70398e+07
P64467	P64467		cnu		2.86836e+06	2.8241e+06	2.82556e+06	2.84348e+06	2.78604e+06	2.72888e+06
P64476	P64476		ydiH		1.60852e+06	1.67522e+06	1.61469e+06	1.53613e+06	1.55173e+06	1.64723e+06
P64483	P64483		yeaK		4.04559e+06	3.97985e+06	4.0341e+06	3.98143e+06	3.82644e+06	3.73794e+06
P64493	P64493		yoaF		394353	510434	471608	431978	574730	483598
P64499	P64499		yebO		3.44552e+06	3.65628e+06	3.57292e+06	3.51648e+06	3.63504e+06	3.46525e+06
P64506	P64506		yebY		1.41531e+06	1.80103e+06	1.72226e+06	1.32971e+06	1.82923e+06	1.50019e+06
P64534	P64534		rcnB		3.35077e+06	3.65657e+06	3.49244e+06	3.21204e+06	3.45522e+06	3.2662e+06
P64540	P64540		yfcL		6.77053e+06	8.20961e+06	8.58604e+06	7.24086e+06	8.11822e+06	6.45378e+06
P64545	P64545		yfgG		665570	610662	652894	667380	653654	619007
P64554	P64554		queE		3.43683e+06	3.71062e+06	3.61112e+06	3.51297e+06	3.72604e+06	3.43761e+06
P64559	P64559		cptB		469631	560282	567362	405621	597858	487865
P64581	P64581		yqjD		2.52994e+07	2.54132e+07	2.49941e+07	2.58869e+07	2.44786e+07	2.44895e+07
P64588	P64588		yqjI		1.77134e+06	1.6098e+06	1.73757e+06	1.67911e+06	1.72235e+06	1.76277e+06
P64596	P64596		yraP		1.21852e+07	1.1795e+07	1.21102e+07	1.21098e+07	1.22113e+07	1.2074e+07
P64599	P64599		yhbT		2.89114e+06	2.87086e+06	2.93582e+06	2.88574e+06	2.97294e+06	2.88441e+06
P64602	P64602		mlaB		1.61676e+06	1.84332e+06	1.89806e+06	1.86184e+06	1.70024e+06	1.79173e+06
P64604	P64604		mlaD		7.57392e+06	7.82033e+06	7.69323e+06	7.53644e+06	7.58143e+06	7.57012e+06
P64612	P64612		yhcM		663809	558495	588911	607886	666577	622410
P64624	P64624		yheO		3.15906e+06	3.01624e+06	3.23714e+06	2.92913e+06	2.89945e+06	3.27869e+06
P64636	P64636		yrfG		2.77969e+06	2.55542e+06	2.65303e+06	2.58255e+06	2.60401e+06	2.5747e+06
P65367	P65367		yqcA		2.673e+06	2.43731e+06	2.40055e+06	2.43794e+06	2.27915e+06	2.56547e+06
P65556	P65556		yfcD		2.24524e+06	2.33359e+06	2.34741e+06	2.38344e+06	2.3068e+06	2.28041e+06
P65870	P65870		queD		3.27153e+06	3.16557e+06	3.26245e+06	3.34888e+06	3.19e+06	3.30822e+06
P66817	P66817		diaA		2.66521e+06	2.58789e+06	2.55482e+06	2.54464e+06	2.37774e+06	2.48394e+06
P66948	P66948		yfgC		1.47886e+06	1.43511e+06	1.60538e+06	1.41247e+06	1.45449e+06	1.15453e+06
P67080	P67080		yggS		4.02775e+06	3.86768e+06	4.0165e+06	4.03167e+06	3.94084e+06	4.16337e+06
P67087	P67087		rsmI		3.17186e+06	3.21269e+06	3.22847e+06	3.08652e+06	3.24233e+06	3.06669e+06
P67095	P67095		yfcE		715928	797343	790290	741888	842370	798200
P67244	P67244		yqhA		468380	392692	409429	480405	391395	460129
P67603	P67603		yqfB		3.03861e+06	3.43386e+06	3.28888e+06	3.1139e+06	3.35773e+06	3.24348e+06
P67660	P67660		yhaJ		2.55691e+06	2.44253e+06	2.71539e+06	2.61742e+06	2.56678e+06	2.7891e+06
P67826	P67826		cutC		747687	776093	807524	793316	716327	713618
P67910	P67910		hldD		3.75853e+07	3.82886e+07	3.8098e+07	3.77435e+07	3.83536e+07	3.71961e+07
P68066	P68066		grcA		2.80579e+08	2.86664e+08	2.84094e+08	2.85306e+08	2.83597e+08	2.77841e+08
P68187	P68187		malK		1.59898e+06	1.62593e+06	1.54486e+06	1.53031e+06	1.53432e+06	1.45884e+06
P68191	P68191		sra		1.93536e+06	1.86893e+06	1.92816e+06	1.98292e+06	1.77574e+06	1.90586e+06
P68206	P68206		yjbJ		2.33446e+06	3.19969e+06	3.2261e+06	2.31387e+06	3.37046e+06	2.43316e+06
P68679	P68679		rpsU		8.24004e+07	8.13657e+07	8.19485e+07	8.06174e+07	8.24615e+07	8.39437e+07
P68688	P68688		grxA		755541	713174	692018	759761	626396	657130
P68699	P68699		atpE		3.87712e+06	3.13292e+06	3.49147e+06	3.43456e+06	3.43368e+06	3.78627e+06
P68767	P68767		pepA		8.27644e+06	8.17404e+06	8.05371e+06	8.01327e+06	7.88876e+06	7.93433e+06
P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)	P68871ups|HBB_HUMAN_UPS Hemoglobin subunit beta (Chain 2-147) - Homo sapiens (Human)				936355	1.24736e+06	1.34254e+06	927009	1.35096e+06	856409
P68919	P68919		rplY		8.38405e+07	8.07972e+07	8.01678e+07	8.20387e+07	8.09132e+07	8.17002e+07
P69222	P69222		infA		1.5008e+07	1.59686e+07	1.58939e+07	1.53877e+07	1.6279e+07	1.59231e+07
P69228	P69228		baeR		1.99316e+06	1.95372e+06	2.10082e+06	1.9782e+06	2.0772e+06	2.11176e+06
P69330	P69330		citD		7.74499e+06	7.43652e+06	7.4663e+06	7.47799e+06	7.61316e+06	7.75016e+06
P69346	P69346		yefM		967152	1.03448e+06	977564	956296	922945	879952
